,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,Payment for heart attack patients (Denominator),Payment for heart attack patients (Payment),Payment for heart failure patients (Denominator),Payment for heart failure patients (Payment),Payment for pneumonia patients (Denominator),Payment for pneumonia patients (Payment)
158,UAMS MEDICAL CENTER (040016),2015,Acute Care,Government - State,480.0,34.751583,-92.320998,AR,100.0,20857.0,167.0,16001.0,275.0,16462.0
159,NORTH ARKANSAS REGIONAL MEDICAL CENTER (040017),2015,Acute Care,Voluntary non-profit - Other,133.0,36.236281,-93.107148,AR,58.0,19982.0,163.0,14539.0,397.0,12814.0
160,SPARKS MEDICAL CENTER - VAN BUREN (040018),2015,Acute Care,Proprietary,68.0,35.434175,-94.339451,AR,,,48.0,14837.0,101.0,15594.0
161,FORREST CITY MEDICAL CENTER (040019),2015,Acute Care,Proprietary,68.0,35.039275,-90.771894,AR,,,59.0,13955.0,97.0,13338.0
162,ST BERNARDS MEDICAL CENTER (040020),2015,Acute Care,Voluntary non-profit - Private,376.0,35.837478,-90.702142,AR,351.0,22786.0,420.0,16818.0,444.0,14687.0
163,NORTHWEST MEDICAL CENTER-SPRINGDALE (040022),2015,Acute Care,Proprietary,325.0,36.181394,-94.136464,AR,361.0,22258.0,405.0,16952.0,322.0,15167.0
164,MERCY HOSPITAL HOT SPRINGS (040026),2015,Acute Care,Voluntary non-profit - Church,235.0,34.466035,-93.066396,AR,218.0,19792.0,536.0,14918.0,766.0,14255.0
165,BAXTER REGIONAL MEDICAL CENTER (040027),2015,Acute Care,Voluntary non-profit - Private,214.0,36.343067,-92.395905,AR,315.0,25588.0,412.0,14495.0,583.0,15019.0
166,CONWAY REGIONAL MEDICAL CENTER (040029),2015,Acute Care,Voluntary non-profit - Private,151.0,35.084826,-92.457103,AR,216.0,19667.0,168.0,15372.0,414.0,14120.0
167,BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK (040036),2015,Acute Care,Voluntary non-profit - Private,212.0,34.784075,-92.218633,AR,289.0,21650.0,453.0,15587.0,610.0,15316.0
168,ARKANSAS METHODIST MEDICAL CENTER (040039),2015,Acute Care,Voluntary non-profit - Private,129.0,36.052593,-90.499051,AR,97.0,21439.0,177.0,16276.0,306.0,14745.0
169,ST MARYS REGIONAL MEDICAL CENTER (040041),2015,Acute Care,Proprietary,155.0,35.28286,-93.149908,AR,204.0,22052.0,210.0,15436.0,266.0,14741.0
170,FIVE RIVERS MEDICAL CENTER (040047),2015,Acute Care,Voluntary non-profit - Private,44.0,36.289911,-90.996334,AR,,,61.0,14177.0,143.0,12850.0
171,OUACHITA COUNTY MEDICAL CENTER (040050),2015,Acute Care,Voluntary non-profit - Private,97.0,,,AR,,,90.0,14531.0,127.0,13432.0
172,DREW MEMORIAL HOSPITAL (040051),2015,Acute Care,Voluntary non-profit - Private,51.0,33.610628,-91.814978,AR,,,85.0,15989.0,329.0,13780.0
173,SPARKS REGIONAL MEDICAL CENTER (040055),2015,Acute Care,Proprietary,288.0,35.374527,-94.421311,AR,503.0,23718.0,603.0,16629.0,465.0,15313.0
174,ST EDWARD MERCY MEDICAL CENTER (040062),2015,Acute Care,Voluntary non-profit - Private,367.0,35.353647,-94.352964,AR,275.0,21582.0,362.0,15818.0,389.0,15331.0
175,MAGNOLIA HOSPITAL (040067),2015,Acute Care,Government - Local,38.0,33.275123,-93.240071,AR,,,92.0,14882.0,131.0,13177.0
176,GREAT RIVER MEDICAL CENTER (040069),2015,Acute Care,Voluntary non-profit - Other,106.0,35.943011,-89.918929,AR,,,54.0,15043.0,130.0,13791.0
177,JEFFERSON REGIONAL MEDICAL CENTER (040071),2015,Acute Care,Voluntary non-profit - Private,322.0,34.189066,-92.018453,AR,132.0,22248.0,177.0,15543.0,219.0,14940.0
178,BAPTIST HEALTH MEDICAL CENTER-STUTTGART (040072),2015,Acute Care,Voluntary non-profit - Private,49.0,34.517773,-91.557572,AR,,,111.0,13174.0,103.0,12694.0
179,NORTH METRO MEDICAL CENTER (040074),2015,Acute Care,Proprietary,70.0,34.872381,-92.124697,AR,,,39.0,16722.0,111.0,19102.0
180,BAPTIST HEALTH MEDICAL CENTER-HOT SPRINGS COUNTY (040076),2015,Acute Care,Voluntary non-profit - Private,69.0,34.358913,-92.786418,AR,,,84.0,13925.0,249.0,12360.0
181,NATIONAL PARK MEDICAL CENTER (040078),2015,Acute Care,Proprietary,162.0,34.486239,-93.033554,AR,94.0,21303.0,275.0,15205.0,324.0,14747.0
182,HARRIS HOSPITAL (040080),2015,Acute Care,Proprietary,121.0,,,AR,,,95.0,13907.0,143.0,12707.0
183,SALINE MEMORIAL HOSPITAL (040084),2015,Acute Care,Voluntary non-profit - Private,165.0,34.573552,-92.584405,AR,114.0,19945.0,230.0,14697.0,274.0,13728.0
184,HELENA REGIONAL MEDICAL CENTER (040085),2015,Acute Care,Proprietary,133.0,34.508357,-90.62733,AR,,,133.0,11648.0,81.0,13057.0
185,MEDICAL CENTER SOUTH ARKANSAS (040088),2015,Acute Care,Proprietary,124.0,33.218378,-92.67103,AR,162.0,25810.0,249.0,15178.0,200.0,15074.0
186,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK (040114),2015,Acute Care,Voluntary non-profit - Private,773.0,,,AR,423.0,20666.0,770.0,16338.0,708.0,14804.0
187,NEA BAPTIST MEMORIAL HOSPITAL (040118),2015,Acute Care,Voluntary non-profit - Private,168.0,35.864204,-90.639107,AR,198.0,21150.0,327.0,15025.0,472.0,14647.0
188,WHITE RIVER MEDICAL CENTER (040119),2015,Acute Care,Voluntary non-profit - Private,202.0,35.769572,-91.634721,AR,239.0,22534.0,497.0,16034.0,545.0,14616.0
189,"ARKANSAS HEART HOSPITAL, LLC (040134)",2015,Acute Care,Proprietary,112.0,34.739159,-92.394421,AR,397.0,23299.0,430.0,18499.0,120.0,14262.0
190,ST VINCENT MEDICAL CENTER/NORTH (040137),2015,Acute Care,Voluntary non-profit - Private,59.0,34.814378,-92.207514,AR,,,91.0,16653.0,106.0,15421.0
191,WADLEY REGIONAL MEDICAL CENTER AT HOPE (040153),2015,Acute Care,Proprietary,70.0,33.648008,-93.587052,AR,,,54.0,15738.0,71.0,13978.0
192,NORTH LOGAN MERCY HOSPITAL (041300),2015,Critical Access,Voluntary non-profit - Private,16.0,35.289988,-93.725419,AR,,,26.0,13932.0,,
193,MERCY HOSPITAL TURNER MEMORIAL (041303),2015,Critical Access,Voluntary non-profit - Private,25.0,35.486118,-93.833805,AR,,,,,34.0,13800.0
194,ST EDWARD HEALTH FACILITIES OF SCOTT COUNTY (041305),2015,Critical Access,Voluntary non-profit - Private,24.0,34.896785,-94.106078,AR,,,48.0,14472.0,74.0,12872.0
195,LAWRENCE MEMORIAL HOSPITAL (041309),2015,Critical Access,Government - Local,25.0,36.074701,-90.966982,AR,,,41.0,14887.0,115.0,12684.0
196,HOWARD MEMORIAL HOSPITAL (041311),2015,Critical Access,Voluntary non-profit - Private,24.0,33.950926,-93.880772,AR,,,37.0,13503.0,116.0,16157.0
197,BAPTIST HEALTH MEDICAL CENTER HEBER SPINGS (041312),2015,Critical Access,Voluntary non-profit - Private,25.0,35.506578,-92.001319,AR,,,51.0,15078.0,108.0,13123.0
198,OZARK HEALTH (041313),2015,Critical Access,Voluntary non-profit - Private,143.0,35.559375,-92.449913,AR,,,47.0,13983.0,113.0,13879.0
199,MERCY HOSPITAL BOONEVILLE (041318),2015,Critical Access,Voluntary non-profit - Private,24.0,35.140979,-93.934703,AR,,,26.0,16697.0,83.0,16310.0
200,"DE QUEEN MEDICAL CENTER, INC (041319)",2015,Critical Access,Proprietary,35.0,,,AR,,,62.0,17080.0,117.0,17618.0
201,BAPTIST HEALTH MEDICAL CENTER-ARKADELPHIA (041321),2015,Critical Access,Voluntary non-profit - Private,25.0,34.122802,-93.08797,AR,,,55.0,15561.0,83.0,15802.0
202,ASHLEY COUNTY MEDICAL CENTER (041323),2015,Critical Access,Voluntary non-profit - Private,34.0,33.137206,-91.93878,AR,,,52.0,14737.0,115.0,11528.0
203,ST VINCENT MORRILTON (041324),2015,Critical Access,Voluntary non-profit - Church,24.0,35.16997,-92.721702,AR,,,51.0,13549.0,90.0,14169.0
204,BRADLEY COUNTY MEDICAL CENTER (041327),2015,Critical Access,Voluntary non-profit - Private,35.0,33.610538,-92.058665,AR,,,39.0,15019.0,166.0,13091.0
205,CHICOT MEMORIAL MEDICAL CENTER (041328),2015,Critical Access,Voluntary non-profit - Private,25.0,33.305642,-91.290353,AR,,,70.0,14663.0,65.0,13013.0
206,MERCY HOSPITAL BERRYVILLE (041329),2015,Critical Access,Voluntary non-profit - Private,25.0,36.358225,-93.551993,AR,,,39.0,13395.0,151.0,14392.0
207,OZARKS COMMUNITY HOSPITAL OF GRAVETTE (041331),2015,Critical Access,Proprietary,26.0,36.408563,-94.45987,AR,,,,,67.0,12784.0
208,ST ROSE HOSPITAL (050002),2015,Acute Care,Voluntary non-profit - Church,188.0,37.63291,-122.089742,CA,112.0,25090.0,172.0,16545.0,131.0,14164.0
209,ST JOSEPH HOSPITAL (050006),2015,Acute Care,Voluntary non-profit - Private,154.0,40.783103,-124.142039,CA,228.0,20846.0,237.0,14902.0,162.0,12844.0
210,MILLS-PENINSULA MEDICAL CENTER (050007),2015,Acute Care,Voluntary non-profit - Private,321.0,37.594398,-122.383356,CA,190.0,19557.0,353.0,14387.0,299.0,12150.0
211,CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP (050008),2015,Acute Care,Voluntary non-profit - Other,203.0,37.769114,-122.434696,CA,,,45.0,14374.0,53.0,12607.0
212,QUEEN OF THE VALLEY MEDICAL CENTER (050009),2015,Acute Care,Voluntary non-profit - Church,172.0,38.323554,-122.295968,CA,145.0,23112.0,332.0,15541.0,266.0,13341.0
213,ST HELENA HOSPITAL (050013),2015,Acute Care,Voluntary non-profit - Private,153.0,38.54196,-122.475344,CA,117.0,24269.0,140.0,16390.0,102.0,15305.0
214,SUTTER AMADOR HOSPITAL (050014),2015,Acute Care,Voluntary non-profit - Private,50.0,38.349561,-120.765905,CA,,,92.0,16253.0,164.0,13537.0
215,MERCY GENERAL HOSPITAL (050017),2015,Acute Care,Voluntary non-profit - Church,379.0,38.569385,-121.452482,CA,358.0,24943.0,291.0,18297.0,163.0,12767.0
216,PACIFIC ALLIANCE MEDICAL CENTER (050018),2015,Acute Care,Proprietary,139.0,,,CA,,,113.0,17127.0,86.0,15592.0
217,RIVERSIDE COMMUNITY HOSPITAL (050022),2015,Acute Care,Government - State,415.0,33.975677,-117.380374,CA,301.0,25264.0,254.0,17507.0,327.0,16293.0
218,PARADISE VALLEY HOSPITAL (050024),2015,Acute Care,Proprietary,289.0,32.686336,-117.083243,CA,70.0,24414.0,216.0,17687.0,119.0,15124.0
219,UNIVERSITY OF CALIFORNIA SAN DIEGO MEDICAL CENTER (050025),2015,Acute Care,Voluntary non-profit - Other,630.0,32.753717,-117.165914,CA,183.0,23521.0,312.0,16462.0,226.0,14462.0
220,GROSSMONT HOSPITAL (050026),2015,Acute Care,Government - Hospital District or Authority,545.0,32.779435,-117.009178,CA,205.0,25317.0,619.0,17053.0,420.0,14773.0
221,MAD RIVER COMMUNITY HOSPITAL (050028),2015,Acute Care,Proprietary,66.0,40.903309,-124.090847,CA,,,61.0,12198.0,108.0,12101.0
222,OROVILLE HOSPITAL (050030),2015,Acute Care,Voluntary non-profit - Private,166.0,39.504535,-121.542106,CA,98.0,20167.0,289.0,13508.0,189.0,13243.0
223,BAKERSFIELD MEMORIAL HOSPITAL (050036),2015,Acute Care,Voluntary non-profit - Private,396.0,35.390474,-119.006836,CA,175.0,24568.0,231.0,17379.0,210.0,14508.0
224,SANTA CLARA VALLEY MEDICAL CENTER (050038),2015,Acute Care,Government - Local,684.0,37.313702,-121.931888,CA,84.0,21587.0,157.0,13356.0,85.0,14842.0
225,ENLOE MEDICAL CENTER (050039),2015,Acute Care,Voluntary non-profit - Private,315.0,39.742284,-121.849128,CA,385.0,24496.0,371.0,15214.0,649.0,14386.0
226,LAC/OLIVE VIEW-UCLA MEDICAL CENTER (050040),2015,Acute Care,Voluntary non-profit - Other,286.0,34.325912,-118.445513,CA,,,30.0,12714.0,26.0,12142.0
227,ST ELIZABETH COMMUNITY HOSPITAL (050042),2015,Acute Care,Voluntary non-profit - Church,65.0,40.148834,-122.218303,CA,,,138.0,13334.0,202.0,11724.0
228,ALTA BATES SUMMIT MEDICAL CENTER (050043),2015,Acute Care,Voluntary non-profit - Private,389.0,37.820784,-122.26328,CA,239.0,21988.0,410.0,15935.0,324.0,15154.0
229,EL CENTRO REGIONAL MEDICAL CENTER (050045),2015,Acute Care,Voluntary non-profit - Other,162.0,32.781498,-115.56862,CA,110.0,20341.0,257.0,14523.0,300.0,14181.0
230,CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP (050047),2015,Acute Care,Voluntary non-profit - Private,456.0,37.786152,-122.421544,CA,184.0,19632.0,366.0,14936.0,280.0,12656.0
231,SAN GORGONIO MEMORIAL HOSPITAL (050054),2015,Acute Care,Government - Hospital District or Authority,72.0,,,CA,86.0,19658.0,98.0,15699.0,145.0,14477.0
232,CALIFORNIA PACIFIC MEDICAL CTR - ST. LUKE'S CAMPUS (050055),2015,Acute Care,Voluntary non-profit - Church,186.0,37.74805,-122.420987,CA,,,127.0,15223.0,91.0,13547.0
233,ANTELOPE VALLEY HOSPITAL (050056),2015,Acute Care,Government - Hospital District or Authority,396.0,34.689371,-118.158476,CA,182.0,20894.0,249.0,16432.0,264.0,16474.0
234,KAWEAH DELTA MEDICAL CENTER (050057),2015,Acute Care,Government - Hospital District or Authority,586.0,36.327415,-119.294172,CA,424.0,22241.0,627.0,15876.0,886.0,13218.0
235,GLENDALE MEM HOSPITAL & HLTH CENTER (050058),2015,Acute Care,Voluntary non-profit - Private,276.0,34.127789,-118.257795,CA,155.0,23303.0,462.0,18616.0,387.0,16227.0
236,COMMUNITY REGIONAL MEDICAL CENTER (050060),2015,Acute Care,Voluntary non-profit - Private,857.0,36.742583,-119.783023,CA,335.0,23752.0,392.0,16017.0,368.0,14913.0
237,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER (050063),2015,Acute Care,Proprietary,434.0,34.096116,-118.291753,CA,171.0,23476.0,246.0,17610.0,210.0,16910.0
238,OAK VALLEY DISTRICT HOSPITAL (050067),2015,Acute Care,Government - Hospital District or Authority,150.0,37.758098,-120.860363,CA,,,39.0,14548.0,58.0,13883.0
239,ST JOSEPH HOSPITAL (050069),2015,Acute Care,Voluntary non-profit - Church,426.0,33.782399,-117.866093,CA,208.0,22519.0,374.0,18078.0,288.0,14705.0
240,KAISER FOUNDATION HOSPITAL AND REHAB CENTER (050073),2015,Acute Care,Voluntary non-profit - Other,245.0,38.128437,-122.247586,CA,,,29.0,13015.0,,
241,SCRIPPS MERCY HOSPITAL (050077),2015,Acute Care,Voluntary non-profit - Private,547.0,32.751211,-117.161024,CA,277.0,23298.0,516.0,18058.0,460.0,15285.0
242,PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO (050078),2015,Acute Care,Voluntary non-profit - Private,336.0,33.737928,-118.305005,CA,35.0,21521.0,105.0,14693.0,118.0,13838.0
243,DOCTORS MEDICAL CENTER - SAN PABLO (050079),2015,Acute Care,Government - Hospital District or Authority,176.0,,,CA,156.0,20370.0,275.0,15358.0,164.0,13792.0
244,ST JOHNS REGIONAL MEDICAL CENTER (050082),2015,Acute Care,Voluntary non-profit - Private,299.0,34.216555,-119.158351,CA,220.0,24153.0,393.0,17215.0,365.0,15895.0
245,ST JOSEPHS MEDICAL CENTER OF STOCKTON (050084),2015,Acute Care,Voluntary non-profit - Church,354.0,37.970737,-121.289251,CA,261.0,24477.0,453.0,17592.0,476.0,15116.0
246,COMMUNITY HOSPITAL OF SAN BERNARDINO (050089),2015,Acute Care,Voluntary non-profit - Private,421.0,34.131238,-117.322559,CA,,,43.0,15609.0,59.0,16091.0
247,SONOMA VALLEY HOSPITAL (050090),2015,Acute Care,Government - Hospital District or Authority,78.0,38.288564,-122.46585,CA,,,71.0,14037.0,42.0,14726.0
248,COMMUNITY HOSPITAL OF HUNTINGTON PARK (050091),2015,Acute Care,Proprietary,81.0,33.989182,-118.22419,CA,,,82.0,14942.0,45.0,14820.0
249,SAINT AGNES MEDICAL CENTER (050093),2015,Acute Care,Voluntary non-profit - Church,414.0,36.837102,-119.765878,CA,462.0,22443.0,,15935.0,992.0,13796.0
250,SAN ANTONIO COMMUNITY HOSPITAL (050099),2015,Acute Care,Voluntary non-profit - Other,316.0,34.101079,-117.636862,CA,243.0,22429.0,303.0,18630.0,409.0,17628.0
251,SHARP MEMORIAL HOSPITAL (050100),2015,Acute Care,Voluntary non-profit - Other,860.0,32.800255,-117.154133,CA,168.0,22888.0,426.0,16506.0,430.0,15341.0
252,SUTTER SOLANO MEDICAL CENTER (050101),2015,Acute Care,Voluntary non-profit - Private,104.0,38.130893,-122.238105,CA,32.0,23430.0,91.0,14243.0,86.0,14634.0
253,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER (050102),2015,Acute Care,Voluntary non-profit - Private,191.0,33.925697,-117.440052,CA,33.0,25374.0,105.0,18227.0,196.0,16067.0
254,WHITE MEMORIAL MEDICAL CENTER (050103),2015,Acute Care,Voluntary non-profit - Church,352.0,,,CA,123.0,21895.0,177.0,17311.0,182.0,13335.0
255,SAINT FRANCIS MEDICAL CENTER (050104),2015,Acute Care,Voluntary non-profit - Church,372.0,33.931016,-118.203834,CA,57.0,22943.0,192.0,17779.0,89.0,17983.0
256,MARIAN REGIONAL MEDICAL CENTER (050107),2015,Acute Care,Voluntary non-profit - Church,345.0,34.952117,-120.412494,CA,144.0,21805.0,305.0,15781.0,253.0,13566.0
257,SUTTER GENERAL HOSPITAL (050108),2015,Acute Care,Voluntary non-profit - Private,595.0,38.570258,-121.469682,CA,343.0,22960.0,389.0,16385.0,270.0,13973.0
258,LOMPOC VALLEY MEDICAL CENTER (050110),2015,Acute Care,Government - Hospital District or Authority,170.0,34.640639,-120.439899,CA,,,85.0,12339.0,179.0,13918.0
259,TEMPLE COMMUNITY HOSPITAL (050111),2015,Acute Care,Proprietary,170.0,,,CA,,,84.0,18095.0,94.0,20333.0
260,SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL (050112),2015,Acute Care,Government - State,275.0,34.027776,-118.486315,CA,143.0,23216.0,291.0,15710.0,333.0,14937.0
261,PALOMAR HEALTH DOWNTOWN CAMPUS (050115),2015,Acute Care,Government - Hospital District or Authority,405.0,33.125937,-117.076186,CA,204.0,21865.0,282.0,15344.0,283.0,14768.0
262,NORTHRIDGE HOSPITAL MEDICAL CENTER (050116),2015,Acute Care,Voluntary non-profit - Private,406.0,34.220789,-118.533216,CA,263.0,24276.0,409.0,16775.0,304.0,14707.0
263,DOCTORS HOSPITAL OF MANTECA (050118),2015,Acute Care,Proprietary,73.0,37.801087,-121.19691,CA,43.0,21473.0,159.0,14289.0,154.0,12215.0
264,ADVENTIST MEDICAL CENTER (050121),2015,Acute Care,Voluntary non-profit - Church,222.0,36.323877,-119.669005,CA,94.0,20813.0,376.0,13584.0,473.0,12277.0
265,DAMERON HOSPITAL (050122),2015,Acute Care,Voluntary non-profit - Other,186.0,37.961201,-121.300691,CA,66.0,23911.0,78.0,16274.0,115.0,16009.0
266,USC VERDUGO HILLS HOSPITAL (050124),2015,Acute Care,Voluntary non-profit - Private,176.0,34.205614,-118.216048,CA,55.0,20583.0,126.0,14087.0,198.0,14701.0
267,REGIONAL MEDICAL CENTER OF SAN JOSE (050125),2015,Acute Care,Voluntary non-profit - Church,247.0,37.363787,-121.848823,CA,261.0,23664.0,517.0,16827.0,459.0,14419.0
268,VALLEY PRESBYTERIAN HOSPITAL (050126),2015,Acute Care,Voluntary non-profit - Other,350.0,34.193917,-118.463271,CA,164.0,23411.0,311.0,17593.0,168.0,16735.0
269,WOODLAND MEMORIAL HOSPITAL (050127),2015,Acute Care,Voluntary non-profit - Other,107.0,38.664344,-121.793403,CA,29.0,21734.0,48.0,15238.0,79.0,15384.0
270,TRI-CITY MEDICAL CENTER (050128),2015,Acute Care,Government - Hospital District or Authority,335.0,33.183783,-117.290918,CA,227.0,23649.0,278.0,16118.0,298.0,14327.0
271,ST BERNARDINE MEDICAL CENTER (050129),2015,Acute Care,Voluntary non-profit - Private,324.0,34.134331,-117.27876,CA,181.0,21469.0,156.0,16769.0,202.0,18723.0
272,NOVATO COMMUNITY HOSPITAL (050131),2015,Acute Care,Voluntary non-profit - Other,47.0,38.098077,-122.55966,CA,,,107.0,15591.0,97.0,14058.0
273,SAN GABRIEL VALLEY MEDICAL CENTER (050132),2015,Acute Care,Physician,272.0,34.102461,-118.105572,CA,61.0,24330.0,279.0,18915.0,296.0,18757.0
274,RIDEOUT MEMORIAL HOSPITAL (050133),2015,Acute Care,Voluntary non-profit - Private,235.0,39.138832,-121.593622,CA,293.0,22309.0,466.0,15161.0,648.0,13887.0
275,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD (050135),2015,Acute Care,Proprietary,518.0,34.096192,-118.325371,CA,50.0,23544.0,97.0,19822.0,140.0,18391.0
276,PETALUMA VALLEY HOSPITAL (050136),2015,Acute Care,Voluntary non-profit - Other,80.0,38.253183,-122.63286,CA,64.0,20312.0,117.0,13904.0,153.0,13898.0
277,KAISER FOUNDATION HOSPITAL FONTANA (050140),2015,Acute Care,Voluntary non-profit - Private,634.0,34.072271,-117.433458,CA,,,29.0,13708.0,,
278,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA (050145),2015,Acute Care,Voluntary non-profit - Private,278.0,,,CA,175.0,23181.0,361.0,15528.0,490.0,15394.0
279,CITY OF HOPE HELFORD CLINICAL RESEARCH HOSPITAL (050146),2015,Acute Care,Voluntary non-profit - Other,205.0,,,CA,,,,,61.0,21095.0
280,CALIFORNIA HOSPITAL MEDICAL CENTER LA (050149),2015,Acute Care,Voluntary non-profit - Other,312.0,34.037212,-118.265363,CA,37.0,23627.0,122.0,15491.0,75.0,14219.0
281,SIERRA NEVADA MEMORIAL HOSPITAL (050150),2015,Acute Care,Voluntary non-profit - Other,108.0,39.228949,-121.047264,CA,97.0,21277.0,190.0,15106.0,360.0,14434.0
282,SAINT FRANCIS MEMORIAL HOSPITAL (050152),2015,Acute Care,Voluntary non-profit - Private,202.0,37.789561,-122.417112,CA,35.0,22019.0,90.0,14430.0,191.0,15118.0
283,O'CONNOR HOSPITAL (050153),2015,Acute Care,Voluntary non-profit - Church,348.0,,,CA,192.0,23291.0,368.0,17287.0,315.0,15421.0
284,ENCINO HOSPITAL MEDICAL CENTER (050158),2015,Acute Care,Proprietary,139.0,34.156826,-118.486948,CA,51.0,24739.0,106.0,18965.0,46.0,15086.0
285,VENTURA COUNTY MEDICAL CENTER (050159),2015,Acute Care,Government - Local,269.0,34.279055,-119.254355,CA,,,54.0,14783.0,67.0,14235.0
286,SAN JOAQUIN GENERAL HOSPITAL (050167),2015,Acute Care,Government - Local,187.0,37.886492,-121.282061,CA,26.0,20041.0,47.0,14765.0,39.0,13629.0
287,ST JUDE MEDICAL CENTER (050168),2015,Acute Care,Voluntary non-profit - Church,336.0,33.893503,-117.927952,CA,266.0,24489.0,382.0,19315.0,310.0,16527.0
288,PRESBYTERIAN INTERCOMMUNITY HOSPITAL (050169),2015,Acute Care,Voluntary non-profit - Private,431.0,33.967433,-118.048143,CA,302.0,19898.0,314.0,16524.0,257.0,14652.0
289,SANTA ROSA MEMORIAL HOSPITAL (050174),2015,Acute Care,Voluntary non-profit - Private,280.0,38.442954,-122.701112,CA,299.0,21121.0,438.0,15962.0,352.0,14765.0
290,EMANUEL MEDICAL CENTER (050179),2015,Acute Care,Voluntary non-profit - Church,1288.0,37.510487,-120.837491,CA,309.0,21406.0,324.0,15033.0,369.0,14291.0
291,JOHN MUIR MEDICAL CENTER - WALNUT CREEK CAMPUS (050180),2015,Acute Care,Voluntary non-profit - Other,473.0,37.914297,-122.042071,CA,210.0,24992.0,524.0,17291.0,336.0,14892.0
292,GEORGE L MEE MEMORIAL HOSPITAL (050189),2015,Acute Care,Voluntary non-profit - Other,89.0,36.206819,-121.132137,CA,,,,,42.0,15973.0
293,ST MARY MEDICAL CENTER (050191),2015,Acute Care,Voluntary non-profit - Church,304.0,33.779954,-118.186683,CA,82.0,23561.0,124.0,17631.0,137.0,16083.0
294,ADVENTIST MEDICAL CENTER - REEDLEY (050192),2015,Acute Care,Voluntary non-profit - Private,49.0,36.607812,-119.451695,CA,,,,,74.0,12655.0
295,WATSONVILLE COMMUNITY HOSPITAL (050194),2015,Acute Care,Proprietary,106.0,36.92828,-121.793721,CA,32.0,22251.0,155.0,13891.0,187.0,13905.0
296,WASHINGTON HOSPITAL (050195),2015,Acute Care,Government - Hospital District or Authority,320.0,37.557653,-121.98087,CA,184.0,26382.0,414.0,17003.0,413.0,14532.0
297,SEQUOIA HOSPITAL (050197),2015,Acute Care,Voluntary non-profit - Private,219.0,37.480987,-122.253223,CA,69.0,23114.0,321.0,16278.0,232.0,14194.0
298,PALMDALE REGIONAL MEDICAL CENTER (050204),2015,Acute Care,Proprietary,170.0,34.585688,-118.14364,CA,152.0,18627.0,264.0,15208.0,204.0,15760.0
