,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,Payment for heart attack patients (Denominator),Payment for heart attack patients (Payment),Payment for heart failure patients (Denominator),Payment for heart failure patients (Payment),Payment for hip/knee replacement patients (Denominator),Payment for hip/knee replacement patients (Payment),Payment for pneumonia patients (Denominator),Payment for pneumonia patients (Payment)
147,BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK (040036),2023,Acute Care,Voluntary non-profit - Private,212.0,34.784075,-92.218633,AR,220.0,27469.0,309.0,18693.0,47.0,21165.0,471.0,21464.0
148,ARKANSAS METHODIST MEDICAL CENTER (040039),2023,Acute Care,Voluntary non-profit - Private,129.0,36.052593,-90.499051,AR,34.0,27083.0,92.0,19480.0,,,119.0,22584.0
149,ST MARYS REGIONAL MEDICAL CENTER (040041),2023,Acute Care,Proprietary,155.0,35.28286,-93.149908,AR,93.0,28231.0,148.0,19497.0,80.0,22576.0,150.0,22106.0
150,FIVE RIVERS MEDICAL CENTER (040047),2023,Acute Care,Voluntary non-profit - Private,44.0,36.289911,-90.996334,AR,,,25.0,17874.0,,,100.0,19023.0
151,OUACHITA COUNTY MEDICAL CENTER (040050),2023,Acute Care,Voluntary non-profit - Private,97.0,,,AR,,,,,36.0,20314.0,46.0,17441.0
152,DREW MEMORIAL HEALTH SYSTEM (040051),2023,Acute Care,Voluntary non-profit - Private,51.0,33.610628,-91.814978,AR,,,95.0,17018.0,,,208.0,18722.0
153,BAPTIST HEALTH - FORT SMITH (040055),2023,Acute Care,Proprietary,288.0,35.374527,-94.421311,AR,232.0,26770.0,421.0,18045.0,,,409.0,21421.0
154,MERCY HOSPITAL FORT SMITH (040062),2023,Acute Care,Voluntary non-profit - Private,367.0,35.353647,-94.352964,AR,287.0,27218.0,447.0,19058.0,301.0,22304.0,425.0,21570.0
155,MAGNOLIA HOSPITAL (040067),2023,Acute Care,Government - Local,38.0,33.275123,-93.240071,AR,,,57.0,17366.0,,,35.0,17337.0
156,GREAT RIVER MEDICAL CENTER (040069),2023,Acute Care,Voluntary non-profit - Other,106.0,35.943011,-89.918929,AR,,,31.0,17585.0,,,49.0,17970.0
157,JEFFERSON REGIONAL MEDICAL CENTER (040071),2023,Acute Care,Voluntary non-profit - Private,322.0,34.189066,-92.018453,AR,146.0,26841.0,243.0,19112.0,121.0,23483.0,197.0,21284.0
158,BAPTIST HEALTH MEDICAL CENTER-STUTTGART (040072),2023,Acute Care,Voluntary non-profit - Private,49.0,34.517773,-91.557572,AR,,,45.0,17298.0,,,68.0,17799.0
159,BAPTIST HEALTH MEDICAL CENTER-HOT SPRINGS COUNTY (040076),2023,Acute Care,Voluntary non-profit - Private,69.0,34.358913,-92.786418,AR,,,25.0,19727.0,,,27.0,19852.0
160,NATIONAL PARK MEDICAL CENTER (040078),2023,Acute Care,Proprietary,162.0,34.486239,-93.033554,AR,86.0,28500.0,153.0,20047.0,117.0,25378.0,255.0,23921.0
161,SALINE MEMORIAL HOSPITAL (040084),2023,Acute Care,Voluntary non-profit - Private,165.0,34.573552,-92.584405,AR,57.0,28270.0,96.0,18017.0,116.0,24854.0,134.0,19969.0
162,HELENA REGIONAL MEDICAL CENTER (040085),2023,Acute Care,Proprietary,133.0,34.508357,-90.62733,AR,,,,,,,35.0,15172.0
163,MEDICAL CENTER OF SOUTH ARKANSAS (040088),2023,Acute Care,Proprietary,124.0,33.218378,-92.67103,AR,110.0,26197.0,132.0,20733.0,42.0,21762.0,128.0,21879.0
164,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK (040114),2023,Acute Care,Voluntary non-profit - Private,773.0,,,AR,212.0,31846.0,484.0,18757.0,89.0,21684.0,634.0,22333.0
165,"BAPTIST MEMORIAL HOSPITAL JONESBORO, INC. (040118)",2023,Acute Care,Voluntary non-profit - Private,168.0,35.864204,-90.639107,AR,175.0,27421.0,494.0,17830.0,84.0,21704.0,431.0,21708.0
166,WHITE RIVER MEDICAL CENTER (040119),2023,Acute Care,Voluntary non-profit - Private,202.0,35.769572,-91.634721,AR,110.0,25739.0,191.0,21025.0,217.0,17964.0,170.0,21768.0
167,"ARKANSAS HEART HOSPITAL, LLC (040134)",2023,Acute Care,Proprietary,112.0,34.739159,-92.394421,AR,287.0,28856.0,399.0,19325.0,,,100.0,19670.0
168,ST VINCENT MEDICAL CENTER/NORTH (040137),2023,Acute Care,Voluntary non-profit - Private,59.0,34.814378,-92.207514,AR,32.0,27117.0,57.0,21949.0,,,61.0,23800.0
169,ARKANSAS SURGICAL HOSPITAL (040147),2023,Acute Care,Physician,49.0,34.801458,-92.347687,AR,,,,,1837.0,19531.0,,
170,NORTHWEST HEALTH PHYSICIANS SPECIALTY HOSPITAL (040152),2023,Acute Care,Proprietary,20.0,36.12133,-94.13373,AR,,,,,58.0,22312.0,,
171,WADLEY REGIONAL MEDICAL CENTER AT HOPE (040153),2023,Acute Care,Proprietary,70.0,33.648008,-93.587052,AR,,,30.0,20414.0,,,49.0,21490.0
172,BAPTIST HEALTH MEDICAL CENTER- CONWAY (040154),2023,Acute Care,Voluntary non-profit - Private,111.0,,,AR,105.0,26729.0,133.0,19530.0,56.0,20640.0,155.0,20789.0
173,"BAPTIST MEMORIAL HOSPITAL-CRITTENDEN, INC (040156)",2023,Acute Care,Voluntary non-profit - Private,11.0,,,AR,,,26.0,17983.0,,,30.0,17720.0
174,ARKANSAS HEART HOSPITAL-ENCORE (040161),2023,Acute Care,Proprietary,30.0,,,AR,,,56.0,18665.0,,,32.0,17407.0
175,MERCY HOSPITAL PARIS (041300),2023,Critical Access,Voluntary non-profit - Private,16.0,35.289988,-93.725419,AR,,,,,,,36.0,22003.0
176,MERCY HOSPITAL WALDRON (041305),2023,Critical Access,Voluntary non-profit - Private,24.0,34.896785,-94.106078,AR,,,,,,,25.0,16567.0
177,HOWARD MEMORIAL HOSPITAL (041311),2023,Critical Access,Voluntary non-profit - Private,24.0,33.950926,-93.880772,AR,,,31.0,19486.0,,,56.0,19017.0
178,BAPTIST HEALTH MEDICAL CENTER HEBER SPRINGS (041312),2023,Critical Access,Voluntary non-profit - Private,25.0,35.506578,-92.001319,AR,,,28.0,17722.0,,,60.0,18655.0
179,OZARK HEALTH (041313),2023,Critical Access,Voluntary non-profit - Private,143.0,35.559375,-92.449913,AR,,,,,,,43.0,21609.0
180,MERCY HOSPITAL BOONEVILLE (041318),2023,Critical Access,Voluntary non-profit - Private,24.0,35.140979,-93.934703,AR,,,29.0,18846.0,,,,
181,BAPTIST HEALTH MEDICAL CENTER-ARKADELPHIA (041321),2023,Critical Access,Voluntary non-profit - Private,25.0,34.122802,-93.08797,AR,,,,,,,42.0,18166.0
182,ASHLEY COUNTY MEDICAL CENTER (041323),2023,Critical Access,Voluntary non-profit - Private,34.0,33.137206,-91.93878,AR,,,38.0,18349.0,,,72.0,19186.0
183,CHI ST VINCENT MORRILTON (041324),2023,Critical Access,Voluntary non-profit - Church,24.0,35.16997,-92.721702,AR,,,,,,,28.0,22448.0
184,BRADLEY COUNTY MEDICAL CENTER (041327),2023,Critical Access,Voluntary non-profit - Private,35.0,33.610538,-92.058665,AR,,,,,,,62.0,19329.0
185,CHICOT MEMORIAL MEDICAL CENTER (041328),2023,Critical Access,Voluntary non-profit - Private,25.0,33.305642,-91.290353,AR,,,,,,,42.0,20790.0
186,MERCY HOSPITAL BERRYVILLE (041329),2023,Critical Access,Voluntary non-profit - Private,25.0,36.358225,-93.551993,AR,,,,,,,26.0,16186.0
187,ST ROSE HOSPITAL (050002),2023,Acute Care,Voluntary non-profit - Church,188.0,37.63291,-122.089742,CA,58.0,27216.0,94.0,18386.0,105.0,20507.0,133.0,20353.0
188,PROVIDENCE ST JOSEPH HOSPITAL (050006),2023,Acute Care,Voluntary non-profit - Private,154.0,40.783103,-124.142039,CA,157.0,27419.0,277.0,16825.0,63.0,17443.0,270.0,20759.0
189,PENINSULA MEDICAL CENTER (050007),2023,Acute Care,Voluntary non-profit - Private,321.0,37.594398,-122.383356,CA,133.0,29334.0,377.0,19774.0,170.0,19753.0,116.0,19706.0
190,CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP (050008),2023,Acute Care,Voluntary non-profit - Other,203.0,37.769114,-122.434696,CA,,,46.0,17442.0,111.0,19941.0,38.0,18045.0
191,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER (050009),2023,Acute Care,Voluntary non-profit - Church,172.0,38.323554,-122.295968,CA,90.0,28971.0,190.0,19115.0,40.0,18096.0,177.0,19635.0
192,ADVENTIST HEALTH ST HELENA (050013),2023,Acute Care,Voluntary non-profit - Private,153.0,38.54196,-122.475344,CA,144.0,27979.0,114.0,19439.0,117.0,18829.0,50.0,20160.0
193,SUTTER AMADOR HOSPITAL (050014),2023,Acute Care,Voluntary non-profit - Private,50.0,38.349561,-120.765905,CA,,,95.0,19610.0,55.0,21045.0,112.0,18750.0
194,MERCY GENERAL HOSPITAL (050017),2023,Acute Care,Voluntary non-profit - Church,379.0,38.569385,-121.452482,CA,287.0,29436.0,299.0,18949.0,98.0,20529.0,177.0,19394.0
195,RIVERSIDE COMMUNITY HOSPITAL (050022),2023,Acute Care,Government - State,415.0,33.975677,-117.380374,CA,131.0,28340.0,156.0,20791.0,71.0,21174.0,201.0,21202.0
196,PARADISE VALLEY HOSPITAL (050024),2023,Acute Care,Proprietary,289.0,32.686336,-117.083243,CA,,,60.0,18740.0,,,82.0,23886.0
197,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MED CTR (050025),2023,Acute Care,Voluntary non-profit - Other,630.0,32.753717,-117.165914,CA,182.0,28775.0,362.0,20974.0,194.0,21347.0,384.0,21351.0
198,GROSSMONT HOSPITAL (050026),2023,Acute Care,Government - Hospital District or Authority,545.0,32.779435,-117.009178,CA,142.0,30205.0,356.0,18983.0,122.0,18428.0,388.0,20917.0
199,MAD RIVER COMMUNITY HOSPITAL (050028),2023,Acute Care,Proprietary,66.0,40.903309,-124.090847,CA,,,26.0,17357.0,,,59.0,17822.0
200,OROVILLE HOSPITAL (050030),2023,Acute Care,Voluntary non-profit - Private,166.0,39.504535,-121.542106,CA,64.0,27520.0,247.0,16609.0,75.0,19917.0,595.0,19326.0
201,BAKERSFIELD MEMORIAL HOSPITAL (050036),2023,Acute Care,Voluntary non-profit - Private,396.0,35.390474,-119.006836,CA,106.0,27301.0,233.0,19375.0,65.0,17820.0,171.0,20367.0
202,SANTA CLARA VALLEY MEDICAL CENTER (050038),2023,Acute Care,Government - Local,684.0,37.313702,-121.931888,CA,156.0,27659.0,447.0,19265.0,54.0,24664.0,379.0,21650.0
203,ENLOE MEDICAL CENTER (050039),2023,Acute Care,Voluntary non-profit - Private,315.0,39.742284,-121.849128,CA,358.0,31060.0,850.0,17343.0,846.0,19730.0,774.0,19078.0
204,LAC/OLIVE VIEW-UCLA MEDICAL CENTER (050040),2023,Acute Care,Voluntary non-profit - Other,286.0,34.325912,-118.445513,CA,,,56.0,15613.0,,,45.0,17512.0
205,ST ELIZABETH COMMUNITY HOSPITAL (050042),2023,Acute Care,Voluntary non-profit - Church,65.0,40.148834,-122.218303,CA,,,112.0,17607.0,,,119.0,20030.0
206,ALTA BATES SUMMIT MEDICAL CENTER (050043),2023,Acute Care,Voluntary non-profit - Private,389.0,37.820784,-122.26328,CA,195.0,28593.0,412.0,18213.0,121.0,19921.0,221.0,22314.0
207,EL CENTRO REGIONAL MEDICAL CENTER (050045),2023,Acute Care,Voluntary non-profit - Other,162.0,32.781498,-115.56862,CA,38.0,27206.0,161.0,17638.0,,,251.0,19376.0
208,CALIFORNIA PACIFIC MEDICAL CENTER- VAN NESS CAMPUS (050047),2023,Acute Care,Voluntary non-profit - Private,456.0,37.786152,-122.421544,CA,109.0,30117.0,318.0,20071.0,,,129.0,20951.0
209,SAN GORGONIO MEMORIAL HOSPITAL (050054),2023,Acute Care,Government - Hospital District or Authority,72.0,,,CA,,,25.0,20510.0,,,42.0,23102.0
210,CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL (050055),2023,Acute Care,Voluntary non-profit - Church,186.0,37.74805,-122.420987,CA,,,123.0,18357.0,352.0,17392.0,72.0,21213.0
211,ANTELOPE VALLEY HOSPITAL (050056),2023,Acute Care,Government - Hospital District or Authority,396.0,34.689371,-118.158476,CA,81.0,25318.0,105.0,18983.0,32.0,22835.0,273.0,22647.0
212,KAWEAH HEALTH MEDICAL CENTER (050057),2023,Acute Care,Government - Hospital District or Authority,586.0,36.327415,-119.294172,CA,292.0,29937.0,559.0,18206.0,192.0,20604.0,525.0,19362.0
213,GLENDALE MEM HOSPITAL & HLTH CENTER (050058),2023,Acute Care,Voluntary non-profit - Private,276.0,34.127789,-118.257795,CA,86.0,29618.0,215.0,21077.0,31.0,22409.0,269.0,24872.0
214,COMMUNITY REGIONAL MEDICAL CENTER (050060),2023,Acute Care,Voluntary non-profit - Private,857.0,36.742583,-119.783023,CA,170.0,26816.0,427.0,18159.0,,,293.0,19430.0
215,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER (050063),2023,Acute Care,Proprietary,434.0,34.096116,-118.291753,CA,74.0,28071.0,166.0,19898.0,136.0,20530.0,230.0,26506.0
216,OAK VALLEY HOSPITAL DISTRICT (050067),2023,Acute Care,Government - Hospital District or Authority,150.0,37.758098,-120.860363,CA,,,,,,,32.0,21011.0
217,PROVIDENCE ST. JOSEPH HOSPITAL (050069),2023,Acute Care,Voluntary non-profit - Church,426.0,33.782399,-117.866093,CA,113.0,25652.0,252.0,19778.0,47.0,20275.0,282.0,21628.0
218,KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND (050075),2023,Acute Care,Voluntary non-profit - Other,372.0,37.823857,-122.257589,CA,26.0,26041.0,82.0,17022.0,,,64.0,20593.0
219,SCRIPPS MERCY HOSPITAL (050077),2023,Acute Care,Voluntary non-profit - Private,547.0,32.751211,-117.161024,CA,98.0,27787.0,308.0,18173.0,176.0,23026.0,279.0,21921.0
220,PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO (050078),2023,Acute Care,Voluntary non-profit - Private,336.0,33.737928,-118.305005,CA,,,54.0,18845.0,,,84.0,21269.0
221,ST JOHNS REGIONAL MEDICAL CENTER (050082),2023,Acute Care,Voluntary non-profit - Private,299.0,34.216555,-119.158351,CA,185.0,30830.0,422.0,21117.0,96.0,18143.0,367.0,20582.0
222,ST JOSEPH'S MEDICAL CENTER OF STOCKTON (050084),2023,Acute Care,Voluntary non-profit - Church,354.0,37.970737,-121.289251,CA,226.0,28498.0,313.0,18854.0,,,231.0,21298.0
223,COMMUNITY HOSPITAL OF SAN BERNARDINO (050089),2023,Acute Care,Voluntary non-profit - Private,421.0,34.131238,-117.322559,CA,,,34.0,17543.0,,,32.0,20209.0
224,SONOMA VALLEY HOSPITAL (050090),2023,Acute Care,Government - Hospital District or Authority,78.0,38.288564,-122.46585,CA,,,39.0,17986.0,,,36.0,19584.0
225,COMMUNITY HOSPITAL OF HUNTINGTON PARK (050091),2023,Acute Care,Proprietary,81.0,33.989182,-118.22419,CA,,,47.0,18563.0,,,55.0,22300.0
226,SAINT AGNES MEDICAL CENTER (050093),2023,Acute Care,Voluntary non-profit - Church,414.0,36.837102,-119.765878,CA,253.0,27477.0,616.0,18123.0,169.0,18304.0,601.0,19152.0
227,"WEST COVINA MEDICAL CENTER, INC (050096)",2023,Acute Care,Proprietary,46.0,34.070928,-117.944166,CA,,,,,,,30.0,23376.0
228,SAN ANTONIO REGIONAL HOSPITAL (050099),2023,Acute Care,Voluntary non-profit - Other,316.0,34.101079,-117.636862,CA,160.0,27601.0,229.0,20471.0,31.0,21078.0,307.0,23107.0
229,SHARP MEMORIAL HOSPITAL (050100),2023,Acute Care,Voluntary non-profit - Other,860.0,32.800255,-117.154133,CA,155.0,28401.0,293.0,17676.0,95.0,20724.0,265.0,19829.0
230,SUTTER SOLANO MEDICAL CENTER (050101),2023,Acute Care,Voluntary non-profit - Private,104.0,38.130893,-122.238105,CA,26.0,26219.0,131.0,18630.0,148.0,22200.0,91.0,21585.0
231,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER (050102),2023,Acute Care,Voluntary non-profit - Private,191.0,33.925697,-117.440052,CA,,,48.0,19254.0,42.0,22725.0,114.0,25274.0
232,WHITE MEMORIAL MEDICAL CENTER (050103),2023,Acute Care,Voluntary non-profit - Church,352.0,,,CA,36.0,26389.0,125.0,19863.0,,,64.0,22754.0
233,SAINT FRANCIS MEDICAL CENTER (050104),2023,Acute Care,Voluntary non-profit - Church,372.0,33.931016,-118.203834,CA,45.0,27680.0,103.0,18947.0,,,113.0,24906.0
234,MARIAN REGIONAL MEDICAL CENTER (050107),2023,Acute Care,Voluntary non-profit - Church,345.0,34.952117,-120.412494,CA,136.0,30322.0,340.0,18492.0,353.0,17711.0,294.0,19552.0
235,"SUTTER MEDICAL CENTER, SACRAMENTO (050108)",2023,Acute Care,Voluntary non-profit - Private,595.0,38.570258,-121.469682,CA,278.0,26344.0,423.0,20430.0,279.0,20652.0,189.0,18860.0
236,LOMPOC VALLEY MEDICAL CENTER (050110),2023,Acute Care,Government - Hospital District or Authority,170.0,34.640639,-120.439899,CA,,,73.0,17284.0,42.0,20572.0,70.0,19677.0
237,SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL (050112),2023,Acute Care,Government - State,275.0,34.027776,-118.486315,CA,61.0,28115.0,271.0,21873.0,306.0,21120.0,290.0,24122.0
238,PALOMAR HEALTH DOWNTOWN CAMPUS (050115),2023,Acute Care,Government - Hospital District or Authority,405.0,33.125937,-117.076186,CA,159.0,27855.0,237.0,18577.0,81.0,19836.0,290.0,20521.0
239,NORTHRIDGE HOSPITAL MEDICAL CENTER (050116),2023,Acute Care,Voluntary non-profit - Private,406.0,34.220789,-118.533216,CA,178.0,28495.0,277.0,21286.0,79.0,22155.0,227.0,23341.0
240,DOCTORS HOSPITAL OF MANTECA (050118),2023,Acute Care,Proprietary,73.0,37.801087,-121.19691,CA,25.0,28090.0,89.0,18345.0,,,122.0,19185.0
241,ADVENTIST HEALTH HANFORD (050121),2023,Acute Care,Voluntary non-profit - Church,222.0,36.323877,-119.669005,CA,53.0,24698.0,244.0,16632.0,113.0,21224.0,232.0,19059.0
242,DAMERON HOSPITAL (050122),2023,Acute Care,Voluntary non-profit - Other,186.0,37.961201,-121.300691,CA,47.0,27817.0,62.0,18950.0,59.0,20642.0,90.0,19543.0
243,USC VERDUGO HILLS HOSPITAL (050124),2023,Acute Care,Voluntary non-profit - Private,176.0,34.205614,-118.216048,CA,27.0,27640.0,137.0,19649.0,52.0,19417.0,218.0,23361.0
244,REGIONAL MEDICAL CENTER OF SAN JOSE (050125),2023,Acute Care,Voluntary non-profit - Church,247.0,37.363787,-121.848823,CA,111.0,27177.0,284.0,17173.0,27.0,26615.0,320.0,21455.0
245,VALLEY PRESBYTERIAN HOSPITAL (050126),2023,Acute Care,Voluntary non-profit - Other,350.0,34.193917,-118.463271,CA,54.0,27883.0,168.0,20968.0,44.0,25061.0,180.0,24969.0
246,WOODLAND MEMORIAL HOSPITAL (050127),2023,Acute Care,Voluntary non-profit - Other,107.0,38.664344,-121.793403,CA,,,48.0,16896.0,,,61.0,18161.0
247,TRI-CITY MEDICAL CENTER (050128),2023,Acute Care,Government - Hospital District or Authority,335.0,33.183783,-117.290918,CA,84.0,25083.0,133.0,19889.0,80.0,23493.0,177.0,21161.0
248,ST BERNARDINE MEDICAL CENTER (050129),2023,Acute Care,Voluntary non-profit - Private,324.0,34.134331,-117.27876,CA,67.0,26597.0,106.0,18525.0,,,115.0,21424.0
249,NOVATO COMMUNITY HOSPITAL (050131),2023,Acute Care,Voluntary non-profit - Other,47.0,38.098077,-122.55966,CA,,,79.0,18326.0,239.0,17257.0,69.0,19177.0
250,SAN GABRIEL VALLEY MEDICAL CENTER (050132),2023,Acute Care,Physician,272.0,34.102461,-118.105572,CA,,,109.0,20519.0,41.0,28140.0,306.0,26756.0
251,ADVENTIST HEALTH AND RIDEOUT (050133),2023,Acute Care,Voluntary non-profit - Private,235.0,39.138832,-121.593622,CA,180.0,33087.0,526.0,19765.0,30.0,22793.0,471.0,21805.0
252,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD (050135),2023,Acute Care,Proprietary,518.0,34.096192,-118.325371,CA,50.0,29646.0,85.0,22536.0,,,589.0,28844.0
253,PETALUMA VALLEY HOSPITAL (050136),2023,Acute Care,Voluntary non-profit - Other,80.0,38.253183,-122.63286,CA,,,94.0,18639.0,27.0,22221.0,95.0,19511.0
254,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA (050145),2023,Acute Care,Voluntary non-profit - Private,278.0,,,CA,161.0,32920.0,480.0,20280.0,273.0,19038.0,484.0,20413.0
255,CALIFORNIA HOSPITAL MEDICAL CENTER LA (050149),2023,Acute Care,Voluntary non-profit - Other,312.0,34.037212,-118.265363,CA,,,56.0,17648.0,,,41.0,20650.0
256,SIERRA NEVADA MEMORIAL HOSPITAL (050150),2023,Acute Care,Voluntary non-profit - Other,108.0,39.228949,-121.047264,CA,26.0,26466.0,211.0,18278.0,,,160.0,18919.0
257,SAINT FRANCIS MEMORIAL HOSPITAL (050152),2023,Acute Care,Voluntary non-profit - Private,202.0,37.789561,-122.417112,CA,,,46.0,19462.0,44.0,22887.0,79.0,19379.0
258,ENCINO HOSPITAL MEDICAL CENTER (050158),2023,Acute Care,Proprietary,139.0,34.156826,-118.486948,CA,,,57.0,20714.0,,,102.0,22877.0
259,VENTURA COUNTY MEDICAL CENTER (050159),2023,Acute Care,Government - Local,269.0,34.279055,-119.254355,CA,,,70.0,18159.0,32.0,23521.0,62.0,18948.0
260,SAN JOAQUIN GENERAL HOSPITAL (050167),2023,Acute Care,Government - Local,187.0,37.886492,-121.282061,CA,,,62.0,18457.0,,,51.0,22803.0
261,PROVIDENCE ST. JUDE MEDICAL CENTER (050168),2023,Acute Care,Voluntary non-profit - Church,336.0,33.893503,-117.927952,CA,155.0,29615.0,261.0,21617.0,52.0,20621.0,372.0,22834.0
262,PIH HEALTH HOSPITAL-WHITTIER (050169),2023,Acute Care,Voluntary non-profit - Private,431.0,33.967433,-118.048143,CA,125.0,24175.0,248.0,18120.0,92.0,20858.0,200.0,20835.0
263,PROVIDENCE SANTA ROSA MEMORIAL HOSPITAL (050174),2023,Acute Care,Voluntary non-profit - Private,280.0,38.442954,-122.701112,CA,209.0,22805.0,425.0,19112.0,165.0,17215.0,278.0,19179.0
264,EMANUEL MEDICAL CENTER (050179),2023,Acute Care,Voluntary non-profit - Church,1288.0,37.510487,-120.837491,CA,230.0,28462.0,288.0,18464.0,28.0,21740.0,332.0,19375.0
265,JOHN MUIR MEDICAL CENTER - WALNUT CREEK CAMPUS (050180),2023,Acute Care,Voluntary non-profit - Other,473.0,37.914297,-122.042071,CA,118.0,26445.0,519.0,18679.0,611.0,18600.0,522.0,20105.0
266,ST MARY MEDICAL CENTER (050191),2023,Acute Care,Voluntary non-profit - Church,304.0,33.779954,-118.186683,CA,61.0,26017.0,79.0,21376.0,,,101.0,23116.0
267,WATSONVILLE COMMUNITY HOSPITAL (050194),2023,Acute Care,Proprietary,106.0,36.92828,-121.793721,CA,,,86.0,19170.0,,,148.0,21225.0
268,WASHINGTON HOSPITAL (050195),2023,Acute Care,Government - Hospital District or Authority,320.0,37.557653,-121.98087,CA,157.0,28303.0,352.0,18485.0,370.0,19760.0,373.0,20507.0
269,SEQUOIA HOSPITAL (050197),2023,Acute Care,Voluntary non-profit - Private,219.0,37.480987,-122.253223,CA,50.0,27946.0,195.0,18015.0,507.0,19557.0,117.0,20457.0
270,PALMDALE REGIONAL MEDICAL CENTER (050204),2023,Acute Care,Proprietary,170.0,34.585688,-118.14364,CA,65.0,26784.0,114.0,20839.0,61.0,25567.0,103.0,22713.0
271,ALAMEDA HOSPITAL (050211),2023,Acute Care,Government - Hospital District or Authority,231.0,37.76323,-122.253541,CA,,,76.0,19171.0,,,108.0,21338.0
272,SHARP CHULA VISTA MEDICAL CENTER (050222),2023,Acute Care,Proprietary,370.0,32.618448,-117.02399,CA,111.0,28786.0,274.0,18013.0,41.0,24459.0,235.0,20103.0
273,HOAG MEMORIAL HOSPITAL PRESBYTERIAN (050224),2023,Acute Care,Voluntary non-profit - Private,468.0,,,CA,255.0,29556.0,610.0,19470.0,,,680.0,22583.0
274,AHMC ANAHEIM REGIONAL MEDICAL CENTER (050226),2023,Acute Care,Voluntary non-profit - Private,223.0,33.847138,-117.933934,CA,38.0,30778.0,98.0,21061.0,,,172.0,25009.0
275,ZUCKERBERG SAN FRANCISCO GENERAL HOSP & TRAUMA CTR (050228),2023,Acute Care,Government - Local,422.0,37.756171,-122.406608,CA,40.0,25036.0,176.0,18394.0,46.0,23687.0,145.0,20050.0
276,GARDEN GROVE HOSPITAL & MEDICAL CENTER (050230),2023,Acute Care,Proprietary,160.0,33.774471,-117.913645,CA,,,52.0,19275.0,,,202.0,24506.0
277,POMONA VALLEY HOSPITAL MEDICAL CENTER (050231),2023,Acute Care,Voluntary non-profit - Private,399.0,34.077639,-117.752329,CA,92.0,25705.0,191.0,18650.0,33.0,19003.0,104.0,21352.0
278,FRENCH HOSPITAL MEDICAL CENTER (050232),2023,Acute Care,Voluntary non-profit - Other,103.0,35.278663,-120.650212,CA,195.0,27387.0,216.0,19214.0,227.0,18133.0,159.0,19861.0
279,SHARP CORONADO HOSPITAL AND HLTHCR CTR (050234),2023,Acute Care,Voluntary non-profit - Other,185.0,32.694257,-117.167947,CA,,,,,93.0,19791.0,49.0,19437.0
280,PROVIDENCE SAINT JOSEPH MEDICAL CTR (050235),2023,Acute Care,Voluntary non-profit - Church,361.0,34.157643,-118.327841,CA,171.0,24653.0,387.0,18398.0,81.0,22492.0,363.0,20926.0
281,SIMI VALLEY HOSPITAL & HEALTH CARE SERVICES (050236),2023,Acute Care,Voluntary non-profit - Church,144.0,34.288837,-118.74396,CA,55.0,27289.0,166.0,19267.0,62.0,21981.0,252.0,20428.0
