,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,Payment for heart attack patients (Denominator),Payment for heart attack patients (Payment),Payment for heart failure patients (Denominator),Payment for heart failure patients (Payment),Payment for hip/knee replacement patients (Denominator),Payment for hip/knee replacement patients (Payment),Payment for pneumonia patients (Denominator),Payment for pneumonia patients (Payment)
146,SANTA CRUZ VALLEY REGIONAL HOSPITAL (030137),2019,Acute Care,Proprietary,49.0,31.807943,-111.010966,AZ,37.0,24785.0,99.0,16381.0,,,197.0,16191.0
147,"NORTHERN COCHISE COMMUNITY HOSPITAL, INC. (031302)",2019,Critical Access,Government - Hospital District or Authority,39.0,32.264268,-109.837613,AZ,,,,,,,66.0,17921.0
148,SAGE MEMORIAL HOSPITAL (031309),2019,Critical Access,Voluntary non-profit - Private,25.0,,,AZ,,,,,,,51.0,13269.0
149,WHITE MOUNTAIN REGIONAL MEDICAL CENTER (031315),2019,Critical Access,Voluntary non-profit - Private,21.0,34.132136,-109.286545,AZ,,,,,,,34.0,16552.0
150,LA PAZ REGIONAL HOSPITAL (031317),2019,Critical Access,Voluntary non-profit - Private,25.0,34.135137,-114.285597,AZ,44.0,21624.0,46.0,15728.0,39.0,20742.0,112.0,18513.0
151,SILOAM SPRINGS REGIONAL HOSPITAL (040001),2019,Acute Care,Proprietary,46.0,36.190377,-94.509658,AR,,,42.0,16371.0,34.0,23080.0,96.0,19327.0
152,JOHNSON REGIONAL MEDICAL CENTER (040002),2019,Acute Care,Voluntary non-profit - Private,86.0,35.464384,-93.445797,AR,,,62.0,16236.0,69.0,23517.0,178.0,16466.0
153,WASHINGTON REGIONAL MEDICAL CENTER (040004),2019,Acute Care,Voluntary non-profit - Private,314.0,36.110984,-94.157862,AR,297.0,24327.0,560.0,18583.0,760.0,19009.0,537.0,18259.0
154,CHI-ST VINCENT INFIRMARY (040007),2019,Acute Care,Voluntary non-profit - Private,414.0,,,AR,249.0,27179.0,561.0,18873.0,489.0,16990.0,571.0,20022.0
155,MERCY HOSPITAL NORTHWEST ARKANSAS (040010),2019,Acute Care,Voluntary non-profit - Church,201.0,36.309562,-94.184709,AR,243.0,23846.0,367.0,17773.0,393.0,18309.0,605.0,18721.0
156,CHAMBERS MEMORIAL HOSPITAL (040011),2019,Acute Care,Voluntary non-profit - Private,41.0,35.054823,-93.388543,AR,25.0,23629.0,142.0,15978.0,,,144.0,15519.0
157,WHITE COUNTY MEDICAL CENTER (040014),2019,Acute Care,Voluntary non-profit - Private,315.0,35.250446,-91.696758,AR,215.0,22691.0,450.0,16847.0,241.0,20176.0,1062.0,17418.0
158,MENA REGIONAL HEALTH SYSTEM (040015),2019,Acute Care,Government - Local,65.0,34.588386,-94.221383,AR,,,80.0,17066.0,,,112.0,17406.0
159,UAMS MEDICAL CENTER (040016),2019,Acute Care,Government - State,480.0,34.751583,-92.320998,AR,89.0,25206.0,176.0,16394.0,469.0,16984.0,469.0,18136.0
160,NORTH ARKANSAS REGIONAL MEDICAL CENTER (040017),2019,Acute Care,Voluntary non-profit - Other,133.0,36.236281,-93.107148,AR,,,109.0,17451.0,191.0,20493.0,343.0,16383.0
161,SPARKS MEDICAL CENTER - VAN BUREN (040018),2019,Acute Care,Proprietary,68.0,35.434175,-94.339451,AR,,,,,,,40.0,17797.0
162,FORREST CITY MEDICAL CENTER (040019),2019,Acute Care,Proprietary,68.0,35.039275,-90.771894,AR,,,36.0,15567.0,,,130.0,16631.0
163,ST BERNARDS MEDICAL CENTER (040020),2019,Acute Care,Voluntary non-profit - Private,376.0,35.837478,-90.702142,AR,302.0,28205.0,393.0,18962.0,455.0,21653.0,739.0,19398.0
164,NORTHWEST MEDICAL CENTER-SPRINGDALE (040022),2019,Acute Care,Proprietary,325.0,36.181394,-94.136464,AR,393.0,26528.0,293.0,18060.0,159.0,22874.0,363.0,17228.0
165,CHI ST. VINCENT HOSPITAL HOT SPRINGS (040026),2019,Acute Care,Voluntary non-profit - Church,235.0,34.466035,-93.066396,AR,275.0,23568.0,672.0,16855.0,603.0,19873.0,709.0,18326.0
166,BAXTER REGIONAL MEDICAL CENTER (040027),2019,Acute Care,Voluntary non-profit - Private,214.0,36.343067,-92.395905,AR,322.0,26669.0,497.0,16492.0,588.0,20908.0,633.0,17691.0
167,CONWAY REGIONAL HEALTH SYSTEM (040029),2019,Acute Care,Voluntary non-profit - Private,151.0,35.084826,-92.457103,AR,190.0,23298.0,191.0,17283.0,340.0,22890.0,733.0,18905.0
168,BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK (040036),2019,Acute Care,Voluntary non-profit - Private,212.0,34.784075,-92.218633,AR,289.0,26243.0,445.0,18190.0,234.0,20394.0,761.0,18868.0
169,ARKANSAS METHODIST MEDICAL CENTER (040039),2019,Acute Care,Voluntary non-profit - Private,129.0,36.052593,-90.499051,AR,62.0,24650.0,173.0,16859.0,,,321.0,18396.0
170,ST MARYS REGIONAL MEDICAL CENTER (040041),2019,Acute Care,Proprietary,155.0,35.28286,-93.149908,AR,152.0,24436.0,289.0,18874.0,88.0,22244.0,309.0,18486.0
171,FIVE RIVERS MEDICAL CENTER (040047),2019,Acute Care,Voluntary non-profit - Private,44.0,36.289911,-90.996334,AR,,,38.0,15985.0,,,102.0,17262.0
172,OUACHITA COUNTY MEDICAL CENTER (040050),2019,Acute Care,Voluntary non-profit - Private,97.0,,,AR,,,61.0,16986.0,102.0,22458.0,196.0,16051.0
173,DREW MEMORIAL HOSPITAL (040051),2019,Acute Care,Voluntary non-profit - Private,51.0,33.610628,-91.814978,AR,,,94.0,16888.0,,,289.0,15819.0
174,SPARKS MEDICAL CENTER - FORT SMITH (040055),2019,Acute Care,Proprietary,288.0,35.374527,-94.421311,AR,567.0,24681.0,694.0,17862.0,307.0,20674.0,676.0,19366.0
175,MERCY HOSPITAL FORT SMITH (040062),2019,Acute Care,Voluntary non-profit - Private,367.0,35.353647,-94.352964,AR,346.0,24721.0,600.0,18522.0,750.0,23203.0,575.0,20113.0
176,MAGNOLIA HOSPITAL (040067),2019,Acute Care,Government - Local,38.0,33.275123,-93.240071,AR,,,84.0,16886.0,,,116.0,17932.0
177,GREAT RIVER MEDICAL CENTER (040069),2019,Acute Care,Voluntary non-profit - Other,106.0,35.943011,-89.918929,AR,,,63.0,17982.0,,,124.0,16116.0
178,JEFFERSON REGIONAL MEDICAL CENTER (040071),2019,Acute Care,Voluntary non-profit - Private,322.0,34.189066,-92.018453,AR,203.0,24819.0,297.0,17772.0,138.0,25086.0,435.0,18289.0
179,BAPTIST HEALTH MEDICAL CENTER-STUTTGART (040072),2019,Acute Care,Voluntary non-profit - Private,49.0,34.517773,-91.557572,AR,,,102.0,15648.0,26.0,17203.0,150.0,17233.0
180,NORTH METRO MEDICAL CENTER (040074),2019,Acute Care,Proprietary,70.0,34.872381,-92.124697,AR,,,39.0,17951.0,,,92.0,20223.0
181,BAPTIST HEALTH MEDICAL CENTER-HOT SPRINGS COUNTY (040076),2019,Acute Care,Voluntary non-profit - Private,69.0,34.358913,-92.786418,AR,,,76.0,16655.0,,,141.0,17548.0
182,NATIONAL PARK MEDICAL CENTER (040078),2019,Acute Care,Proprietary,162.0,34.486239,-93.033554,AR,154.0,23975.0,278.0,19717.0,135.0,23052.0,485.0,20275.0
183,SALINE MEMORIAL HOSPITAL (040084),2019,Acute Care,Voluntary non-profit - Private,165.0,34.573552,-92.584405,AR,157.0,25762.0,210.0,17338.0,205.0,21827.0,278.0,16433.0
184,HELENA REGIONAL MEDICAL CENTER (040085),2019,Acute Care,Proprietary,133.0,34.508357,-90.62733,AR,,,71.0,15082.0,,,155.0,12593.0
185,MEDICAL CENTER OF SOUTH ARKANSAS (040088),2019,Acute Care,Proprietary,124.0,33.218378,-92.67103,AR,144.0,26878.0,186.0,17566.0,80.0,26533.0,262.0,17878.0
186,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK (040114),2019,Acute Care,Voluntary non-profit - Private,773.0,,,AR,450.0,26692.0,786.0,18528.0,624.0,17625.0,1223.0,19032.0
187,NEA BAPTIST MEMORIAL HOSPITAL (040118),2019,Acute Care,Voluntary non-profit - Private,168.0,35.864204,-90.639107,AR,263.0,24511.0,598.0,18108.0,628.0,24120.0,932.0,18603.0
188,WHITE RIVER MEDICAL CENTER (040119),2019,Acute Care,Voluntary non-profit - Private,202.0,35.769572,-91.634721,AR,253.0,26986.0,404.0,17557.0,258.0,16723.0,463.0,18365.0
189,"ARKANSAS HEART HOSPITAL, LLC (040134)",2019,Acute Care,Proprietary,112.0,34.739159,-92.394421,AR,475.0,25425.0,539.0,17234.0,,,156.0,17031.0
190,ST VINCENT MEDICAL CENTER/NORTH (040137),2019,Acute Care,Voluntary non-profit - Private,59.0,34.814378,-92.207514,AR,49.0,26781.0,121.0,19995.0,,,140.0,19165.0
191,ARKANSAS SURGICAL HOSPITAL (040147),2019,Acute Care,Physician,49.0,34.801458,-92.347687,AR,,,,,2235.0,20134.0,,
192,NORTHWEST HEALTH PHYSICIANS SPECIALTY HOSPITAL (040152),2019,Acute Care,Proprietary,20.0,36.12133,-94.13373,AR,,,,,320.0,21983.0,,
193,WADLEY REGIONAL MEDICAL CENTER AT HOPE (040153),2019,Acute Care,Proprietary,70.0,33.648008,-93.587052,AR,,,103.0,16374.0,,,140.0,17853.0
194,BAPTIST HEALTH MEDICAL CENTER-CONWAY (040154),2019,Acute Care,Voluntary non-profit - Private,111.0,,,AR,62.0,23041.0,69.0,18911.0,30.0,17374.0,106.0,17834.0
195,NORTH LOGAN MERCY HOSPITAL (041300),2019,Critical Access,Voluntary non-profit - Private,16.0,35.289988,-93.725419,AR,,,,,,,25.0,26680.0
196,MERCY HOSPITAL TURNER MEMORIAL (041303),2019,Critical Access,Voluntary non-profit - Private,25.0,35.486118,-93.833805,AR,,,25.0,17125.0,,,33.0,16152.0
197,MERCY HOSPITAL WALDRON (041305),2019,Critical Access,Voluntary non-profit - Private,24.0,34.896785,-94.106078,AR,,,,,,,42.0,18701.0
198,LAWRENCE MEMORIAL HOSPITAL (041309),2019,Critical Access,Government - Local,25.0,36.074701,-90.966982,AR,,,30.0,16952.0,,,115.0,17401.0
199,HOWARD MEMORIAL HOSPITAL (041311),2019,Critical Access,Voluntary non-profit - Private,24.0,33.950926,-93.880772,AR,,,34.0,16788.0,,,118.0,17907.0
200,BAPTIST HEALTH MEDICAL CENTER HEBER SPINGS (041312),2019,Critical Access,Voluntary non-profit - Private,25.0,35.506578,-92.001319,AR,,,85.0,16742.0,135.0,19438.0,175.0,17175.0
201,OZARK HEALTH (041313),2019,Critical Access,Voluntary non-profit - Private,143.0,35.559375,-92.449913,AR,,,31.0,15547.0,92.0,19849.0,92.0,17881.0
202,MERCY HOSPITAL BOONEVILLE (041318),2019,Critical Access,Voluntary non-profit - Private,24.0,35.140979,-93.934703,AR,,,,,,,30.0,21347.0
203,"DE QUEEN MEDICAL CENTER, INC (041319)",2019,Critical Access,Proprietary,35.0,,,AR,,,36.0,17441.0,,,55.0,17077.0
204,BAPTIST HEALTH MEDICAL CENTER-ARKADELPHIA (041321),2019,Critical Access,Voluntary non-profit - Private,25.0,34.122802,-93.08797,AR,,,35.0,16305.0,,,122.0,15890.0
205,ASHLEY COUNTY MEDICAL CENTER (041323),2019,Critical Access,Voluntary non-profit - Private,34.0,33.137206,-91.93878,AR,,,66.0,16135.0,,,113.0,17065.0
206,CHI ST VINCENT MORRILTON (041324),2019,Critical Access,Voluntary non-profit - Church,24.0,35.16997,-92.721702,AR,,,30.0,15620.0,,,100.0,19103.0
207,BRADLEY COUNTY MEDICAL CENTER (041327),2019,Critical Access,Voluntary non-profit - Private,35.0,33.610538,-92.058665,AR,,,25.0,16658.0,,,117.0,17242.0
208,CHICOT MEMORIAL MEDICAL CENTER (041328),2019,Critical Access,Voluntary non-profit - Private,25.0,33.305642,-91.290353,AR,,,48.0,22003.0,,,64.0,19740.0
209,MERCY HOSPITAL BERRYVILLE (041329),2019,Critical Access,Voluntary non-profit - Private,25.0,36.358225,-93.551993,AR,,,,,,,80.0,15932.0
210,OZARKS COMMUNITY HOSPITAL OF GRAVETTE (041331),2019,Critical Access,Proprietary,26.0,36.408563,-94.45987,AR,,,,,,,37.0,21480.0
211,ST ROSE HOSPITAL (050002),2019,Acute Care,Voluntary non-profit - Church,188.0,37.63291,-122.089742,CA,119.0,27461.0,140.0,16812.0,172.0,25682.0,342.0,19333.0
212,ST JOSEPH HOSPITAL (050006),2019,Acute Care,Voluntary non-profit - Private,154.0,40.783103,-124.142039,CA,331.0,23373.0,354.0,16104.0,175.0,18085.0,413.0,16876.0
213,MILLS-PENINSULA MEDICAL CENTER (050007),2019,Acute Care,Voluntary non-profit - Private,321.0,37.594398,-122.383356,CA,173.0,24956.0,387.0,18902.0,398.0,19579.0,309.0,16919.0
214,CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP (050008),2019,Acute Care,Voluntary non-profit - Other,203.0,37.769114,-122.434696,CA,,,67.0,16852.0,,,101.0,16631.0
215,QUEEN OF THE VALLEY MEDICAL CENTER (050009),2019,Acute Care,Voluntary non-profit - Church,172.0,38.323554,-122.295968,CA,164.0,24072.0,318.0,16930.0,301.0,17750.0,391.0,16554.0
216,ADVENTIST HEALTH ST HELENA (050013),2019,Acute Care,Voluntary non-profit - Private,153.0,38.54196,-122.475344,CA,209.0,24973.0,206.0,18328.0,1412.0,16622.0,192.0,17060.0
217,SUTTER AMADOR HOSPITAL (050014),2019,Acute Care,Voluntary non-profit - Private,50.0,38.349561,-120.765905,CA,,,146.0,18720.0,93.0,19434.0,222.0,17870.0
218,MERCY GENERAL HOSPITAL (050017),2019,Acute Care,Voluntary non-profit - Church,379.0,38.569385,-121.452482,CA,420.0,26581.0,315.0,16219.0,216.0,20775.0,304.0,16523.0
219,RIVERSIDE COMMUNITY HOSPITAL (050022),2019,Acute Care,Government - State,415.0,33.975677,-117.380374,CA,232.0,27277.0,285.0,17765.0,55.0,23145.0,385.0,19555.0
220,PARADISE VALLEY HOSPITAL (050024),2019,Acute Care,Proprietary,289.0,32.686336,-117.083243,CA,48.0,26549.0,161.0,18090.0,36.0,23843.0,244.0,23515.0
221,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MED CTR (050025),2019,Acute Care,Voluntary non-profit - Other,630.0,32.753717,-117.165914,CA,235.0,25740.0,417.0,18396.0,576.0,19979.0,520.0,18782.0
222,GROSSMONT HOSPITAL (050026),2019,Acute Care,Government - Hospital District or Authority,545.0,32.779435,-117.009178,CA,207.0,27205.0,547.0,17506.0,407.0,18423.0,738.0,18191.0
223,MAD RIVER COMMUNITY HOSPITAL (050028),2019,Acute Care,Proprietary,66.0,40.903309,-124.090847,CA,,,54.0,16049.0,,,152.0,15708.0
224,OROVILLE HOSPITAL (050030),2019,Acute Care,Voluntary non-profit - Private,166.0,39.504535,-121.542106,CA,97.0,24461.0,376.0,15621.0,121.0,23252.0,970.0,17196.0
225,BAKERSFIELD MEMORIAL HOSPITAL (050036),2019,Acute Care,Voluntary non-profit - Private,396.0,35.390474,-119.006836,CA,228.0,24629.0,321.0,16398.0,194.0,18117.0,289.0,19287.0
226,SANTA CLARA VALLEY MEDICAL CENTER (050038),2019,Acute Care,Government - Local,684.0,37.313702,-121.931888,CA,61.0,25587.0,133.0,17041.0,,,148.0,19432.0
227,ENLOE MEDICAL CENTER (050039),2019,Acute Care,Voluntary non-profit - Private,315.0,39.742284,-121.849128,CA,456.0,25302.0,795.0,15740.0,738.0,19849.0,1073.0,17181.0
228,LAC/OLIVE VIEW-UCLA MEDICAL CENTER (050040),2019,Acute Care,Voluntary non-profit - Other,286.0,34.325912,-118.445513,CA,,,66.0,14478.0,,,76.0,17076.0
229,ST ELIZABETH COMMUNITY HOSPITAL (050042),2019,Acute Care,Voluntary non-profit - Church,65.0,40.148834,-122.218303,CA,25.0,25436.0,139.0,14626.0,91.0,19956.0,218.0,17700.0
230,ALTA BATES SUMMIT MEDICAL CENTER (050043),2019,Acute Care,Voluntary non-profit - Private,389.0,37.820784,-122.26328,CA,282.0,24007.0,493.0,17981.0,298.0,21018.0,418.0,19770.0
231,EL CENTRO REGIONAL MEDICAL CENTER (050045),2019,Acute Care,Voluntary non-profit - Other,162.0,32.781498,-115.56862,CA,73.0,25877.0,228.0,17207.0,179.0,18350.0,403.0,18019.0
232,CALIFORNIA PACIFIC MEDICAL CENTER- VAN NESS CAMPUS (050047),2019,Acute Care,Voluntary non-profit - Private,456.0,37.786152,-122.421544,CA,183.0,22526.0,421.0,17093.0,836.0,20539.0,403.0,15780.0
233,SAN GORGONIO MEMORIAL HOSPITAL (050054),2019,Acute Care,Government - Hospital District or Authority,72.0,,,CA,,,89.0,17238.0,36.0,18225.0,139.0,21419.0
234,CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL (050055),2019,Acute Care,Voluntary non-profit - Church,186.0,37.74805,-122.420987,CA,,,130.0,16450.0,30.0,19358.0,111.0,15254.0
235,ANTELOPE VALLEY HOSPITAL (050056),2019,Acute Care,Government - Hospital District or Authority,396.0,34.689371,-118.158476,CA,132.0,21689.0,194.0,18184.0,33.0,23274.0,340.0,20080.0
236,KAWEAH DELTA MEDICAL CENTER (050057),2019,Acute Care,Government - Hospital District or Authority,586.0,36.327415,-119.294172,CA,604.0,25431.0,924.0,16488.0,579.0,17828.0,1232.0,16442.0
237,GLENDALE MEM HOSPITAL & HLTH CENTER (050058),2019,Acute Care,Voluntary non-profit - Private,276.0,34.127789,-118.257795,CA,172.0,26560.0,453.0,21261.0,148.0,23953.0,473.0,20248.0
238,COMMUNITY REGIONAL MEDICAL CENTER (050060),2019,Acute Care,Voluntary non-profit - Private,857.0,36.742583,-119.783023,CA,358.0,24656.0,479.0,17114.0,32.0,23766.0,591.0,18253.0
239,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER (050063),2019,Acute Care,Proprietary,434.0,34.096116,-118.291753,CA,179.0,24611.0,189.0,21080.0,63.0,25887.0,345.0,21305.0
240,OAK VALLEY HOSPITAL DISTRICT (050067),2019,Acute Care,Government - Hospital District or Authority,150.0,37.758098,-120.860363,CA,,,34.0,16897.0,,,58.0,14806.0
241,ST JOSEPH HOSPITAL (050069),2019,Acute Care,Voluntary non-profit - Church,426.0,33.782399,-117.866093,CA,185.0,26792.0,330.0,18969.0,295.0,22208.0,438.0,19019.0
242,KAISER FOUNDATION HOSPITAL-SANTA CLARA (050071),2019,Acute Care,Voluntary non-profit - Private,330.0,37.335456,-121.995767,CA,,,27.0,15173.0,,,,
243,KAISER FOUNDATION HOSPITAL AND REHAB CENTER (050073),2019,Acute Care,Voluntary non-profit - Other,245.0,38.128437,-122.247586,CA,43.0,23260.0,30.0,14820.0,,,42.0,15500.0
244,KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND (050075),2019,Acute Care,Voluntary non-profit - Other,372.0,37.823857,-122.257589,CA,45.0,22232.0,98.0,13576.0,,,127.0,17080.0
245,SCRIPPS MERCY HOSPITAL (050077),2019,Acute Care,Voluntary non-profit - Private,547.0,32.751211,-117.161024,CA,200.0,26167.0,424.0,18211.0,408.0,23594.0,643.0,18928.0
246,PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO (050078),2019,Acute Care,Voluntary non-profit - Private,336.0,33.737928,-118.305005,CA,,,118.0,17408.0,64.0,24595.0,184.0,18450.0
247,ST JOHNS REGIONAL MEDICAL CENTER (050082),2019,Acute Care,Voluntary non-profit - Private,299.0,34.216555,-119.158351,CA,212.0,28242.0,506.0,18579.0,215.0,22740.0,513.0,18198.0
248,ST JOSEPH'S MEDICAL CENTER OF STOCKTON (050084),2019,Acute Care,Voluntary non-profit - Church,354.0,37.970737,-121.289251,CA,410.0,25171.0,396.0,17586.0,56.0,21799.0,583.0,19530.0
249,COMMUNITY HOSPITAL OF SAN BERNARDINO (050089),2019,Acute Care,Voluntary non-profit - Private,421.0,34.131238,-117.322559,CA,,,43.0,19067.0,,,66.0,20758.0
250,SONOMA VALLEY HOSPITAL (050090),2019,Acute Care,Government - Hospital District or Authority,78.0,38.288564,-122.46585,CA,,,67.0,17322.0,74.0,19613.0,113.0,16217.0
251,COMMUNITY HOSPITAL OF HUNTINGTON PARK (050091),2019,Acute Care,Proprietary,81.0,33.989182,-118.22419,CA,50.0,23684.0,71.0,18058.0,,,112.0,21438.0
252,SAINT AGNES MEDICAL CENTER (050093),2019,Acute Care,Voluntary non-profit - Church,414.0,36.837102,-119.765878,CA,457.0,24271.0,1085.0,17206.0,463.0,22037.0,1435.0,17001.0
253,"WEST COVINA MEDICAL CENTER, INC (050096)",2019,Acute Care,Proprietary,46.0,34.070928,-117.944166,CA,,,,,,,36.0,20387.0
254,SAN ANTONIO REGIONAL HOSPITAL (050099),2019,Acute Care,Voluntary non-profit - Other,316.0,34.101079,-117.636862,CA,237.0,23109.0,329.0,18227.0,167.0,19799.0,573.0,20555.0
255,SHARP MEMORIAL HOSPITAL (050100),2019,Acute Care,Voluntary non-profit - Other,860.0,32.800255,-117.154133,CA,160.0,24392.0,464.0,18297.0,390.0,20955.0,580.0,18121.0
256,SUTTER SOLANO MEDICAL CENTER (050101),2019,Acute Care,Voluntary non-profit - Private,104.0,38.130893,-122.238105,CA,40.0,25639.0,197.0,15412.0,189.0,26115.0,191.0,19397.0
257,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER (050102),2019,Acute Care,Voluntary non-profit - Private,191.0,33.925697,-117.440052,CA,,,89.0,19566.0,210.0,21703.0,253.0,22268.0
258,WHITE MEMORIAL MEDICAL CENTER (050103),2019,Acute Care,Voluntary non-profit - Church,352.0,,,CA,72.0,26954.0,136.0,18983.0,78.0,21825.0,208.0,18850.0
259,SAINT FRANCIS MEDICAL CENTER (050104),2019,Acute Care,Voluntary non-profit - Church,372.0,33.931016,-118.203834,CA,83.0,24797.0,171.0,18383.0,,,219.0,22893.0
260,MARIAN REGIONAL MEDICAL CENTER (050107),2019,Acute Care,Voluntary non-profit - Church,345.0,34.952117,-120.412494,CA,218.0,24448.0,437.0,16377.0,713.0,19772.0,755.0,17342.0
261,"SUTTER MEDICAL CENTER, SACRAMENTO (050108)",2019,Acute Care,Voluntary non-profit - Private,595.0,38.570258,-121.469682,CA,382.0,23658.0,480.0,17774.0,861.0,19890.0,531.0,17220.0
262,LOMPOC VALLEY MEDICAL CENTER (050110),2019,Acute Care,Government - Hospital District or Authority,170.0,34.640639,-120.439899,CA,,,118.0,15892.0,99.0,20924.0,141.0,16385.0
263,SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL (050112),2019,Acute Care,Government - State,275.0,34.027776,-118.486315,CA,156.0,23940.0,349.0,17800.0,487.0,22327.0,658.0,19670.0
264,SAN MATEO MEDICAL CENTER (050113),2019,Acute Care,Government - Local,421.0,37.530116,-122.299406,CA,,,,,,,31.0,20781.0
265,PALOMAR HEALTH DOWNTOWN CAMPUS (050115),2019,Acute Care,Government - Hospital District or Authority,405.0,33.125937,-117.076186,CA,260.0,25576.0,390.0,17834.0,403.0,19186.0,538.0,19486.0
266,NORTHRIDGE HOSPITAL MEDICAL CENTER (050116),2019,Acute Care,Voluntary non-profit - Private,406.0,34.220789,-118.533216,CA,317.0,25421.0,397.0,19151.0,595.0,22320.0,484.0,19830.0
267,DOCTORS HOSPITAL OF MANTECA (050118),2019,Acute Care,Proprietary,73.0,37.801087,-121.19691,CA,44.0,23833.0,171.0,16350.0,60.0,22212.0,219.0,17275.0
268,ADVENTIST HEALTH HANFORD (050121),2019,Acute Care,Voluntary non-profit - Church,222.0,36.323877,-119.669005,CA,205.0,22670.0,393.0,15288.0,268.0,18455.0,547.0,16634.0
269,DAMERON HOSPITAL (050122),2019,Acute Care,Voluntary non-profit - Other,186.0,37.961201,-121.300691,CA,60.0,25193.0,88.0,16920.0,470.0,22239.0,133.0,18148.0
270,USC VERDUGO HILLS HOSPITAL (050124),2019,Acute Care,Voluntary non-profit - Private,176.0,34.205614,-118.216048,CA,44.0,25021.0,153.0,17570.0,189.0,20117.0,384.0,19426.0
271,REGIONAL MEDICAL CENTER OF SAN JOSE (050125),2019,Acute Care,Voluntary non-profit - Church,247.0,37.363787,-121.848823,CA,214.0,26324.0,517.0,16921.0,,,705.0,18461.0
272,VALLEY PRESBYTERIAN HOSPITAL (050126),2019,Acute Care,Voluntary non-profit - Other,350.0,34.193917,-118.463271,CA,148.0,26967.0,232.0,19305.0,486.0,23028.0,293.0,22545.0
273,WOODLAND MEMORIAL HOSPITAL (050127),2019,Acute Care,Voluntary non-profit - Other,107.0,38.664344,-121.793403,CA,,,57.0,16828.0,134.0,21588.0,112.0,16727.0
274,TRI-CITY MEDICAL CENTER (050128),2019,Acute Care,Government - Hospital District or Authority,335.0,33.183783,-117.290918,CA,203.0,23292.0,285.0,18482.0,277.0,21707.0,441.0,18589.0
275,ST BERNARDINE MEDICAL CENTER (050129),2019,Acute Care,Voluntary non-profit - Private,324.0,34.134331,-117.27876,CA,120.0,25991.0,145.0,18804.0,151.0,21771.0,176.0,23386.0
276,NOVATO COMMUNITY HOSPITAL (050131),2019,Acute Care,Voluntary non-profit - Other,47.0,38.098077,-122.55966,CA,,,114.0,16218.0,290.0,19800.0,167.0,17475.0
277,SAN GABRIEL VALLEY MEDICAL CENTER (050132),2019,Acute Care,Physician,272.0,34.102461,-118.105572,CA,74.0,27029.0,276.0,20829.0,60.0,29407.0,602.0,23569.0
278,ADVENTIST HEALTH AND RIDEOUT (050133),2019,Acute Care,Voluntary non-profit - Private,235.0,39.138832,-121.593622,CA,351.0,23727.0,652.0,17358.0,99.0,23742.0,991.0,16674.0
