,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,Payment for heart attack patients (Denominator),Payment for heart attack patients (Payment),Payment for heart failure patients (Denominator),Payment for heart failure patients (Payment),Payment for hip/knee replacement patients (Denominator),Payment for hip/knee replacement patients (Payment),Payment for pneumonia patients (Denominator),Payment for pneumonia patients (Payment)
146,JOHNSON REGIONAL MEDICAL CENTER (040002),2021,Acute Care,Voluntary non-profit - Private,86.0,35.464384,-93.445797,AR,,,37.0,18148.0,44.0,20664.0,97.0,19017.0
147,WASHINGTON REGIONAL MEDICAL CENTER (040004),2021,Acute Care,Voluntary non-profit - Private,314.0,36.110984,-94.157862,AR,178.0,28165.0,500.0,19774.0,707.0,18753.0,453.0,19081.0
148,CHI-ST VINCENT INFIRMARY (040007),2021,Acute Care,Voluntary non-profit - Private,414.0,,,AR,206.0,27862.0,437.0,19506.0,241.0,16790.0,392.0,21888.0
149,MERCY HOSPITAL ROGERS (040010),2021,Acute Care,Voluntary non-profit - Church,201.0,36.309562,-94.184709,AR,178.0,24880.0,314.0,19319.0,271.0,17742.0,420.0,18678.0
150,CHAMBERS MEMORIAL HOSPITAL (040011),2021,Acute Care,Voluntary non-profit - Private,41.0,35.054823,-93.388543,AR,,,116.0,17031.0,,,117.0,16013.0
151,WHITE COUNTY MEDICAL CENTER (040014),2021,Acute Care,Voluntary non-profit - Private,315.0,35.250446,-91.696758,AR,148.0,26725.0,356.0,16693.0,201.0,19437.0,690.0,18314.0
152,MENA REGIONAL HEALTH SYSTEM (040015),2021,Acute Care,Government - Local,65.0,34.588386,-94.221383,AR,,,37.0,17847.0,,,108.0,18600.0
153,UAMS MEDICAL CENTER (040016),2021,Acute Care,Government - State,480.0,34.751583,-92.320998,AR,54.0,25206.0,172.0,17315.0,430.0,17078.0,419.0,18870.0
154,NORTH ARKANSAS REGIONAL MEDICAL CENTER (040017),2021,Acute Care,Voluntary non-profit - Other,133.0,36.236281,-93.107148,AR,,,106.0,18092.0,145.0,21136.0,271.0,17557.0
155,BAPTIST HEALTH - VAN BUREN (040018),2021,Acute Care,Proprietary,68.0,35.434175,-94.339451,AR,,,,,,,35.0,19673.0
156,FORREST CITY MEDICAL CENTER (040019),2021,Acute Care,Proprietary,68.0,35.039275,-90.771894,AR,,,30.0,17306.0,,,79.0,17416.0
157,ST BERNARDS MEDICAL CENTER (040020),2021,Acute Care,Voluntary non-profit - Private,376.0,35.837478,-90.702142,AR,223.0,28423.0,374.0,20291.0,220.0,22845.0,613.0,20340.0
158,NORTHWEST MEDICAL CENTER-SPRINGDALE (040022),2021,Acute Care,Proprietary,325.0,36.181394,-94.136464,AR,275.0,29237.0,229.0,18868.0,116.0,20485.0,251.0,19250.0
159,ST VINCENT HOT SPRINGS (040026),2021,Acute Care,Voluntary non-profit - Church,235.0,34.466035,-93.066396,AR,191.0,27294.0,554.0,18313.0,322.0,19811.0,564.0,19799.0
160,BAXTER REGIONAL MEDICAL CENTER (040027),2021,Acute Care,Voluntary non-profit - Private,214.0,36.343067,-92.395905,AR,267.0,28246.0,447.0,16770.0,509.0,20414.0,453.0,18110.0
161,CONWAY REGIONAL HEALTH SYSTEM (040029),2021,Acute Care,Voluntary non-profit - Private,151.0,35.084826,-92.457103,AR,129.0,27385.0,156.0,18944.0,299.0,20365.0,486.0,21588.0
162,BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK (040036),2021,Acute Care,Voluntary non-profit - Private,212.0,34.784075,-92.218633,AR,228.0,26122.0,384.0,18483.0,178.0,19529.0,602.0,20135.0
163,ARKANSAS METHODIST MEDICAL CENTER (040039),2021,Acute Care,Voluntary non-profit - Private,129.0,36.052593,-90.499051,AR,43.0,25835.0,130.0,18581.0,,,201.0,18831.0
164,ST MARYS REGIONAL MEDICAL CENTER (040041),2021,Acute Care,Proprietary,155.0,35.28286,-93.149908,AR,125.0,27371.0,230.0,19467.0,75.0,20400.0,267.0,21146.0
165,FIVE RIVERS MEDICAL CENTER (040047),2021,Acute Care,Voluntary non-profit - Private,44.0,36.289911,-90.996334,AR,,,34.0,18519.0,30.0,20456.0,110.0,18971.0
166,OUACHITA COUNTY MEDICAL CENTER (040050),2021,Acute Care,Voluntary non-profit - Private,97.0,,,AR,,,39.0,18066.0,90.0,20448.0,136.0,16815.0
167,DREW MEMORIAL HOSPITAL (040051),2021,Acute Care,Voluntary non-profit - Private,51.0,33.610628,-91.814978,AR,,,96.0,16782.0,,,238.0,16556.0
168,BAPTIST HEALTH - FORT SMITH (040055),2021,Acute Care,Proprietary,288.0,35.374527,-94.421311,AR,387.0,25435.0,567.0,17964.0,184.0,20851.0,508.0,20239.0
169,MERCY HOSPITAL FORT SMITH (040062),2021,Acute Care,Voluntary non-profit - Private,367.0,35.353647,-94.352964,AR,277.0,27302.0,563.0,18479.0,644.0,23365.0,597.0,20250.0
170,MAGNOLIA HOSPITAL (040067),2021,Acute Care,Government - Local,38.0,33.275123,-93.240071,AR,,,66.0,16624.0,,,76.0,16897.0
171,GREAT RIVER MEDICAL CENTER (040069),2021,Acute Care,Voluntary non-profit - Other,106.0,35.943011,-89.918929,AR,,,47.0,18143.0,,,65.0,18999.0
172,JEFFERSON REGIONAL MEDICAL CENTER (040071),2021,Acute Care,Voluntary non-profit - Private,322.0,34.189066,-92.018453,AR,144.0,25365.0,286.0,18427.0,113.0,23071.0,335.0,19728.0
173,BAPTIST HEALTH MEDICAL CENTER-STUTTGART (040072),2021,Acute Care,Voluntary non-profit - Private,49.0,34.517773,-91.557572,AR,,,83.0,15973.0,33.0,17859.0,118.0,16335.0
174,NORTH METRO MEDICAL CENTER (040074),2021,Acute Care,Proprietary,70.0,34.872381,-92.124697,AR,,,,,,,28.0,20654.0
175,BAPTIST HEALTH MEDICAL CENTER-HOT SPRINGS COUNTY (040076),2021,Acute Care,Voluntary non-profit - Private,69.0,34.358913,-92.786418,AR,,,62.0,18007.0,,,86.0,18172.0
176,NATIONAL PARK MEDICAL CENTER (040078),2021,Acute Care,Proprietary,162.0,34.486239,-93.033554,AR,137.0,27440.0,236.0,20392.0,88.0,21924.0,446.0,21644.0
177,SALINE MEMORIAL HOSPITAL (040084),2021,Acute Care,Voluntary non-profit - Private,165.0,34.573552,-92.584405,AR,105.0,27219.0,194.0,19052.0,158.0,21793.0,246.0,18790.0
178,HELENA REGIONAL MEDICAL CENTER (040085),2021,Acute Care,Proprietary,133.0,34.508357,-90.62733,AR,,,56.0,16941.0,,,114.0,12989.0
179,MEDICAL CENTER OF SOUTH ARKANSAS (040088),2021,Acute Care,Proprietary,124.0,33.218378,-92.67103,AR,123.0,27134.0,147.0,18830.0,54.0,24064.0,178.0,18707.0
180,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK (040114),2021,Acute Care,Voluntary non-profit - Private,773.0,,,AR,313.0,29678.0,614.0,19445.0,376.0,17366.0,915.0,20636.0
181,"BAPTIST MEMORIAL HOSPITAL JONESBORO, INC. (040118)",2021,Acute Care,Voluntary non-profit - Private,168.0,35.864204,-90.639107,AR,212.0,27554.0,593.0,17555.0,451.0,22935.0,793.0,19467.0
182,WHITE RIVER MEDICAL CENTER (040119),2021,Acute Care,Voluntary non-profit - Private,202.0,35.769572,-91.634721,AR,182.0,27427.0,261.0,18742.0,257.0,17790.0,266.0,19284.0
183,"ARKANSAS HEART HOSPITAL, LLC (040134)",2021,Acute Care,Proprietary,112.0,34.739159,-92.394421,AR,372.0,28280.0,497.0,17689.0,,,136.0,16546.0
184,ST VINCENT MEDICAL CENTER/NORTH (040137),2021,Acute Care,Voluntary non-profit - Private,59.0,34.814378,-92.207514,AR,54.0,26712.0,90.0,20375.0,,,107.0,21427.0
185,ARKANSAS SURGICAL HOSPITAL (040147),2021,Acute Care,Physician,49.0,34.801458,-92.347687,AR,,,,,2076.0,20092.0,,
186,NORTHWEST HEALTH PHYSICIANS SPECIALTY HOSPITAL (040152),2021,Acute Care,Proprietary,20.0,36.12133,-94.13373,AR,,,,,184.0,22072.0,,
187,WADLEY REGIONAL MEDICAL CENTER AT HOPE (040153),2021,Acute Care,Proprietary,70.0,33.648008,-93.587052,AR,,,70.0,17031.0,,,112.0,18828.0
188,BAPTIST HEALTH MEDICAL CENTER- CONWAY (040154),2021,Acute Care,Voluntary non-profit - Private,111.0,,,AR,106.0,25648.0,146.0,18909.0,101.0,17212.0,175.0,19717.0
189,MERCY HOSPITAL PARIS (041300),2021,Critical Access,Voluntary non-profit - Private,16.0,35.289988,-93.725419,AR,,,,,,,31.0,25881.0
190,MERCY HOSPITAL OZARK (041303),2021,Critical Access,Voluntary non-profit - Private,25.0,35.486118,-93.833805,AR,,,,,,,28.0,21447.0
191,MERCY HOSPITAL WALDRON (041305),2021,Critical Access,Voluntary non-profit - Private,24.0,34.896785,-94.106078,AR,,,25.0,19567.0,,,36.0,16995.0
192,LAWRENCE MEMORIAL HOSPITAL (041309),2021,Critical Access,Government - Local,25.0,36.074701,-90.966982,AR,,,,,,,66.0,17766.0
193,HOWARD MEMORIAL HOSPITAL (041311),2021,Critical Access,Voluntary non-profit - Private,24.0,33.950926,-93.880772,AR,,,33.0,17474.0,,,89.0,18534.0
194,BAPTIST HEALTH MEDICAL CENTER HEBER SPINGS (041312),2021,Critical Access,Voluntary non-profit - Private,25.0,35.506578,-92.001319,AR,,,61.0,17090.0,53.0,19286.0,132.0,20018.0
195,OZARK HEALTH (041313),2021,Critical Access,Voluntary non-profit - Private,143.0,35.559375,-92.449913,AR,,,,,45.0,20831.0,83.0,18975.0
196,MERCY HOSPITAL BOONEVILLE (041318),2021,Critical Access,Voluntary non-profit - Private,24.0,35.140979,-93.934703,AR,,,30.0,18561.0,,,,
197,BAPTIST HEALTH MEDICAL CENTER-ARKADELPHIA (041321),2021,Critical Access,Voluntary non-profit - Private,25.0,34.122802,-93.08797,AR,,,27.0,18911.0,,,81.0,18119.0
198,ASHLEY COUNTY MEDICAL CENTER (041323),2021,Critical Access,Voluntary non-profit - Private,34.0,33.137206,-91.93878,AR,,,43.0,15724.0,28.0,21978.0,89.0,15666.0
199,CHI ST VINCENT MORRILTON (041324),2021,Critical Access,Voluntary non-profit - Church,24.0,35.16997,-92.721702,AR,,,,,,,74.0,22892.0
200,BRADLEY COUNTY MEDICAL CENTER (041327),2021,Critical Access,Voluntary non-profit - Private,35.0,33.610538,-92.058665,AR,,,,,,,79.0,17921.0
201,CHICOT MEMORIAL MEDICAL CENTER (041328),2021,Critical Access,Voluntary non-profit - Private,25.0,33.305642,-91.290353,AR,,,30.0,20801.0,,,58.0,22136.0
202,MERCY HOSPITAL BERRYVILLE (041329),2021,Critical Access,Voluntary non-profit - Private,25.0,36.358225,-93.551993,AR,,,,,,,44.0,18443.0
203,OZARKS COMMUNITY HOSPITAL OF GRAVETTE (041331),2021,Critical Access,Proprietary,26.0,36.408563,-94.45987,AR,,,,,,,29.0,22057.0
204,ST ROSE HOSPITAL (050002),2021,Acute Care,Voluntary non-profit - Church,188.0,37.63291,-122.089742,CA,100.0,25874.0,120.0,17674.0,194.0,23237.0,282.0,20011.0
205,PROVIDENCE ST JOSEPH HOSPITAL (050006),2021,Acute Care,Voluntary non-profit - Private,154.0,40.783103,-124.142039,CA,203.0,27571.0,297.0,16010.0,145.0,18342.0,389.0,18718.0
206,PENINSULA MEDICAL CENTER (050007),2021,Acute Care,Voluntary non-profit - Private,321.0,37.594398,-122.383356,CA,126.0,25972.0,328.0,18470.0,335.0,18999.0,222.0,17731.0
207,CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP (050008),2021,Acute Care,Voluntary non-profit - Other,203.0,37.769114,-122.434696,CA,,,49.0,16429.0,42.0,18400.0,54.0,16759.0
208,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER (050009),2021,Acute Care,Voluntary non-profit - Church,172.0,38.323554,-122.295968,CA,120.0,25290.0,284.0,17055.0,231.0,17156.0,267.0,17709.0
209,ADVENTIST HEALTH ST HELENA (050013),2021,Acute Care,Voluntary non-profit - Private,153.0,38.54196,-122.475344,CA,154.0,26178.0,174.0,18428.0,749.0,17506.0,123.0,17962.0
210,SUTTER AMADOR HOSPITAL (050014),2021,Acute Care,Voluntary non-profit - Private,50.0,38.349561,-120.765905,CA,,,126.0,19652.0,76.0,19889.0,192.0,16635.0
211,MERCY GENERAL HOSPITAL (050017),2021,Acute Care,Voluntary non-profit - Church,379.0,38.569385,-121.452482,CA,319.0,29231.0,290.0,17295.0,216.0,20321.0,250.0,16772.0
212,RIVERSIDE COMMUNITY HOSPITAL (050022),2021,Acute Care,Government - State,415.0,33.975677,-117.380374,CA,186.0,28999.0,231.0,19321.0,68.0,22973.0,324.0,20852.0
213,PARADISE VALLEY HOSPITAL (050024),2021,Acute Care,Proprietary,289.0,32.686336,-117.083243,CA,43.0,28130.0,113.0,18373.0,,,175.0,24193.0
214,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MED CTR (050025),2021,Acute Care,Voluntary non-profit - Other,630.0,32.753717,-117.165914,CA,209.0,26309.0,368.0,19805.0,507.0,20199.0,470.0,19730.0
215,GROSSMONT HOSPITAL (050026),2021,Acute Care,Government - Hospital District or Authority,545.0,32.779435,-117.009178,CA,158.0,26663.0,498.0,17656.0,438.0,17643.0,663.0,18996.0
216,MAD RIVER COMMUNITY HOSPITAL (050028),2021,Acute Care,Proprietary,66.0,40.903309,-124.090847,CA,,,42.0,16742.0,,,118.0,18461.0
217,OROVILLE HOSPITAL (050030),2021,Acute Care,Voluntary non-profit - Private,166.0,39.504535,-121.542106,CA,80.0,28331.0,307.0,16228.0,109.0,22305.0,939.0,18016.0
218,BAKERSFIELD MEMORIAL HOSPITAL (050036),2021,Acute Care,Voluntary non-profit - Private,396.0,35.390474,-119.006836,CA,156.0,25279.0,292.0,17937.0,145.0,19353.0,282.0,19829.0
219,SANTA CLARA VALLEY MEDICAL CENTER (050038),2021,Acute Care,Government - Local,684.0,37.313702,-121.931888,CA,101.0,28318.0,257.0,19069.0,30.0,21973.0,275.0,21870.0
220,ENLOE MEDICAL CENTER (050039),2021,Acute Care,Voluntary non-profit - Private,315.0,39.742284,-121.849128,CA,381.0,27291.0,729.0,16642.0,796.0,19548.0,1130.0,17727.0
221,LAC/OLIVE VIEW-UCLA MEDICAL CENTER (050040),2021,Acute Care,Voluntary non-profit - Other,286.0,34.325912,-118.445513,CA,,,62.0,14656.0,,,75.0,17571.0
222,ST ELIZABETH COMMUNITY HOSPITAL (050042),2021,Acute Care,Voluntary non-profit - Church,65.0,40.148834,-122.218303,CA,,,148.0,17159.0,52.0,19789.0,169.0,18230.0
223,ALTA BATES SUMMIT MEDICAL CENTER (050043),2021,Acute Care,Voluntary non-profit - Private,389.0,37.820784,-122.26328,CA,253.0,25332.0,450.0,18778.0,248.0,19554.0,295.0,21049.0
224,EL CENTRO REGIONAL MEDICAL CENTER (050045),2021,Acute Care,Voluntary non-profit - Other,162.0,32.781498,-115.56862,CA,55.0,27292.0,223.0,16897.0,101.0,19157.0,349.0,16960.0
225,CALIFORNIA PACIFIC MEDICAL CENTER- VAN NESS CAMPUS (050047),2021,Acute Care,Voluntary non-profit - Private,456.0,37.786152,-122.421544,CA,129.0,24884.0,335.0,18137.0,449.0,20415.0,276.0,16521.0
226,SAN GORGONIO MEMORIAL HOSPITAL (050054),2021,Acute Care,Government - Hospital District or Authority,72.0,,,CA,,,50.0,19203.0,,,82.0,21861.0
227,CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL (050055),2021,Acute Care,Voluntary non-profit - Church,186.0,37.74805,-122.420987,CA,,,124.0,17223.0,216.0,17886.0,109.0,16756.0
228,ANTELOPE VALLEY HOSPITAL (050056),2021,Acute Care,Government - Hospital District or Authority,396.0,34.689371,-118.158476,CA,95.0,23182.0,151.0,17033.0,82.0,21751.0,273.0,19786.0
229,KAWEAH HEALTH MEDICAL CENTER (050057),2021,Acute Care,Government - Hospital District or Authority,586.0,36.327415,-119.294172,CA,430.0,27083.0,757.0,16980.0,544.0,18412.0,944.0,17751.0
230,GLENDALE MEM HOSPITAL & HLTH CENTER (050058),2021,Acute Care,Voluntary non-profit - Private,276.0,34.127789,-118.257795,CA,128.0,28824.0,335.0,20616.0,118.0,22064.0,398.0,21790.0
231,COMMUNITY REGIONAL MEDICAL CENTER (050060),2021,Acute Care,Voluntary non-profit - Private,857.0,36.742583,-119.783023,CA,231.0,26845.0,475.0,17852.0,,,483.0,19389.0
232,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER (050063),2021,Acute Care,Proprietary,434.0,34.096116,-118.291753,CA,122.0,26635.0,176.0,19723.0,49.0,25966.0,265.0,23860.0
233,OAK VALLEY HOSPITAL DISTRICT (050067),2021,Acute Care,Government - Hospital District or Authority,150.0,37.758098,-120.860363,CA,,,32.0,17644.0,,,45.0,16615.0
234,PROVIDENCE ST. JOSEPH HOSPITAL (050069),2021,Acute Care,Voluntary non-profit - Church,426.0,33.782399,-117.866093,CA,126.0,28604.0,266.0,19226.0,263.0,19689.0,383.0,20336.0
235,KAISER FOUNDATION HOSPITAL AND REHAB CENTER (050073),2021,Acute Care,Voluntary non-profit - Other,245.0,38.128437,-122.247586,CA,32.0,24539.0,35.0,16402.0,,,,
236,KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND (050075),2021,Acute Care,Voluntary non-profit - Other,372.0,37.823857,-122.257589,CA,43.0,25516.0,84.0,16036.0,,,95.0,20344.0
237,SCRIPPS MERCY HOSPITAL (050077),2021,Acute Care,Voluntary non-profit - Private,547.0,32.751211,-117.161024,CA,131.0,26775.0,382.0,18509.0,345.0,22834.0,467.0,19780.0
238,PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO (050078),2021,Acute Care,Voluntary non-profit - Private,336.0,33.737928,-118.305005,CA,,,83.0,18255.0,37.0,24520.0,140.0,19518.0
239,ST JOHNS REGIONAL MEDICAL CENTER (050082),2021,Acute Care,Voluntary non-profit - Private,299.0,34.216555,-119.158351,CA,147.0,29864.0,357.0,19897.0,193.0,18695.0,396.0,19003.0
240,ST JOSEPH'S MEDICAL CENTER OF STOCKTON (050084),2021,Acute Care,Voluntary non-profit - Church,354.0,37.970737,-121.289251,CA,317.0,27024.0,390.0,18155.0,57.0,21644.0,421.0,21243.0
241,COMMUNITY HOSPITAL OF SAN BERNARDINO (050089),2021,Acute Care,Voluntary non-profit - Private,421.0,34.131238,-117.322559,CA,,,37.0,17543.0,,,47.0,22227.0
242,SONOMA VALLEY HOSPITAL (050090),2021,Acute Care,Government - Hospital District or Authority,78.0,38.288564,-122.46585,CA,,,61.0,18598.0,78.0,20881.0,86.0,17611.0
243,COMMUNITY HOSPITAL OF HUNTINGTON PARK (050091),2021,Acute Care,Proprietary,81.0,33.989182,-118.22419,CA,39.0,26536.0,88.0,18966.0,,,66.0,23780.0
244,SAINT AGNES MEDICAL CENTER (050093),2021,Acute Care,Voluntary non-profit - Church,414.0,36.837102,-119.765878,CA,331.0,26055.0,916.0,17424.0,464.0,20063.0,1012.0,18337.0
245,"WEST COVINA MEDICAL CENTER, INC (050096)",2021,Acute Care,Proprietary,46.0,34.070928,-117.944166,CA,,,,,,,28.0,21063.0
246,SAN ANTONIO REGIONAL HOSPITAL (050099),2021,Acute Care,Voluntary non-profit - Other,316.0,34.101079,-117.636862,CA,200.0,24735.0,295.0,18708.0,116.0,20433.0,493.0,22915.0
247,SHARP MEMORIAL HOSPITAL (050100),2021,Acute Care,Voluntary non-profit - Other,860.0,32.800255,-117.154133,CA,148.0,26650.0,440.0,18215.0,296.0,20570.0,458.0,19676.0
248,SUTTER SOLANO MEDICAL CENTER (050101),2021,Acute Care,Voluntary non-profit - Private,104.0,38.130893,-122.238105,CA,38.0,26472.0,142.0,17847.0,176.0,24902.0,151.0,20392.0
249,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER (050102),2021,Acute Care,Voluntary non-profit - Private,191.0,33.925697,-117.440052,CA,,,59.0,20777.0,155.0,21045.0,155.0,23459.0
250,WHITE MEMORIAL MEDICAL CENTER (050103),2021,Acute Care,Voluntary non-profit - Church,352.0,,,CA,58.0,27340.0,143.0,20064.0,57.0,21939.0,150.0,20973.0
251,SAINT FRANCIS MEDICAL CENTER (050104),2021,Acute Care,Voluntary non-profit - Church,372.0,33.931016,-118.203834,CA,45.0,28857.0,141.0,18786.0,,,185.0,22634.0
252,MARIAN REGIONAL MEDICAL CENTER (050107),2021,Acute Care,Voluntary non-profit - Church,345.0,34.952117,-120.412494,CA,171.0,27196.0,389.0,17133.0,554.0,19213.0,591.0,18575.0
253,"SUTTER MEDICAL CENTER, SACRAMENTO (050108)",2021,Acute Care,Voluntary non-profit - Private,595.0,38.570258,-121.469682,CA,330.0,26355.0,434.0,19930.0,654.0,20369.0,328.0,18314.0
254,LOMPOC VALLEY MEDICAL CENTER (050110),2021,Acute Care,Government - Hospital District or Authority,170.0,34.640639,-120.439899,CA,,,89.0,16417.0,74.0,20379.0,99.0,17950.0
255,SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL (050112),2021,Acute Care,Government - State,275.0,34.027776,-118.486315,CA,82.0,25506.0,289.0,20890.0,457.0,21982.0,551.0,22645.0
256,SAN MATEO MEDICAL CENTER (050113),2021,Acute Care,Government - Local,421.0,37.530116,-122.299406,CA,,,,,,,28.0,20734.0
257,PALOMAR HEALTH DOWNTOWN CAMPUS (050115),2021,Acute Care,Government - Hospital District or Authority,405.0,33.125937,-117.076186,CA,199.0,26334.0,288.0,18723.0,272.0,18390.0,406.0,19584.0
258,NORTHRIDGE HOSPITAL MEDICAL CENTER (050116),2021,Acute Care,Voluntary non-profit - Private,406.0,34.220789,-118.533216,CA,237.0,26584.0,330.0,19658.0,448.0,20757.0,318.0,20864.0
259,DOCTORS HOSPITAL OF MANTECA (050118),2021,Acute Care,Proprietary,73.0,37.801087,-121.19691,CA,31.0,27142.0,142.0,17271.0,,,192.0,18505.0
260,ADVENTIST HEALTH HANFORD (050121),2021,Acute Care,Voluntary non-profit - Church,222.0,36.323877,-119.669005,CA,117.0,25839.0,336.0,16917.0,247.0,18681.0,465.0,17879.0
261,DAMERON HOSPITAL (050122),2021,Acute Care,Voluntary non-profit - Other,186.0,37.961201,-121.300691,CA,39.0,28866.0,67.0,19176.0,318.0,21538.0,106.0,20005.0
262,USC VERDUGO HILLS HOSPITAL (050124),2021,Acute Care,Voluntary non-profit - Private,176.0,34.205614,-118.216048,CA,32.0,26569.0,142.0,20069.0,161.0,18781.0,324.0,20841.0
263,REGIONAL MEDICAL CENTER OF SAN JOSE (050125),2021,Acute Care,Voluntary non-profit - Church,247.0,37.363787,-121.848823,CA,137.0,24448.0,443.0,17456.0,,,584.0,19628.0
264,VALLEY PRESBYTERIAN HOSPITAL (050126),2021,Acute Care,Voluntary non-profit - Other,350.0,34.193917,-118.463271,CA,80.0,27869.0,211.0,20118.0,149.0,22975.0,235.0,22910.0
265,WOODLAND MEMORIAL HOSPITAL (050127),2021,Acute Care,Voluntary non-profit - Other,107.0,38.664344,-121.793403,CA,,,41.0,16346.0,121.0,20037.0,109.0,17991.0
266,TRI-CITY MEDICAL CENTER (050128),2021,Acute Care,Government - Hospital District or Authority,335.0,33.183783,-117.290918,CA,138.0,25543.0,202.0,18647.0,212.0,22876.0,388.0,20069.0
267,ST BERNARDINE MEDICAL CENTER (050129),2021,Acute Care,Voluntary non-profit - Private,324.0,34.134331,-117.27876,CA,95.0,28664.0,135.0,18559.0,58.0,21936.0,156.0,23426.0
268,NOVATO COMMUNITY HOSPITAL (050131),2021,Acute Care,Voluntary non-profit - Other,47.0,38.098077,-122.55966,CA,,,102.0,17052.0,318.0,17912.0,115.0,17080.0
269,SAN GABRIEL VALLEY MEDICAL CENTER (050132),2021,Acute Care,Physician,272.0,34.102461,-118.105572,CA,44.0,27652.0,197.0,19632.0,55.0,32424.0,509.0,24517.0
270,ADVENTIST HEALTH AND RIDEOUT (050133),2021,Acute Care,Voluntary non-profit - Private,235.0,39.138832,-121.593622,CA,287.0,27812.0,603.0,18481.0,92.0,24619.0,796.0,17584.0
271,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD (050135),2021,Acute Care,Proprietary,518.0,34.096192,-118.325371,CA,47.0,28366.0,126.0,22330.0,,,658.0,26154.0
272,PETALUMA VALLEY HOSPITAL (050136),2021,Acute Care,Voluntary non-profit - Other,80.0,38.253183,-122.63286,CA,39.0,26214.0,100.0,17602.0,56.0,21754.0,174.0,18241.0
273,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA (050145),2021,Acute Care,Voluntary non-profit - Private,278.0,,,CA,184.0,25899.0,509.0,17281.0,500.0,18967.0,827.0,17438.0
274,CALIFORNIA HOSPITAL MEDICAL CENTER LA (050149),2021,Acute Care,Voluntary non-profit - Other,312.0,34.037212,-118.265363,CA,,,85.0,17209.0,27.0,20650.0,81.0,19360.0
275,SIERRA NEVADA MEMORIAL HOSPITAL (050150),2021,Acute Care,Voluntary non-profit - Other,108.0,39.228949,-121.047264,CA,51.0,26800.0,264.0,18773.0,91.0,18986.0,255.0,18900.0
276,SAINT FRANCIS MEMORIAL HOSPITAL (050152),2021,Acute Care,Voluntary non-profit - Private,202.0,37.789561,-122.417112,CA,,,74.0,19479.0,248.0,18652.0,193.0,18428.0
277,ENCINO HOSPITAL MEDICAL CENTER (050158),2021,Acute Care,Proprietary,139.0,34.156826,-118.486948,CA,,,97.0,21308.0,,,152.0,22331.0
278,VENTURA COUNTY MEDICAL CENTER (050159),2021,Acute Care,Government - Local,269.0,34.279055,-119.254355,CA,,,71.0,17836.0,44.0,24932.0,87.0,17396.0
279,SAN JOAQUIN GENERAL HOSPITAL (050167),2021,Acute Care,Government - Local,187.0,37.886492,-121.282061,CA,,,67.0,16058.0,,,68.0,19023.0
