,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,Payment for heart attack patients (Denominator),Payment for heart attack patients (Payment),Payment for heart failure patients (Denominator),Payment for heart failure patients (Payment),Payment for hip/knee replacement patients (Denominator),Payment for hip/knee replacement patients (Payment),Payment for pneumonia patients (Denominator),Payment for pneumonia patients (Payment)
147,BANNER GATEWAY MEDICAL CENTER (030122),2017,Acute Care,Voluntary non-profit - Other,170.0,33.384225,-111.719634,AZ,30.0,24573.0,140.0,16279.0,97.0,21171.0,345.0,16717.0
148,SCOTTSDALE THOMPSON PEAK MEDICAL CENTER (030123),2017,Acute Care,Proprietary,98.0,33.669777,-111.921803,AZ,100.0,23105.0,170.0,18267.0,974.0,19909.0,313.0,17413.0
149,BANNER IRONWOOD MEDICAL CENTER (030130),2017,Acute Care,Voluntary non-profit - Private,61.0,33.214839,-111.563447,AZ,,,37.0,15370.0,43.0,24121.0,80.0,17861.0
150,O.A.S.I.S. HOSPITAL (030131),2017,Acute Care,Voluntary non-profit - Private,64.0,33.45672,-111.99521,AZ,,,,,,22265.0,,
151,"FLORENCE HOSPITAL AT ANTHEM, LLC (030132)",2017,Acute Care,Proprietary,36.0,,,AZ,,,,,,,36.0,18879.0
152,BANNER GOLDFIELD MEDICAL CENTER (030134),2017,Acute Care,Voluntary non-profit - Other,23.0,33.393343,-111.566796,AZ,,,,,,,89.0,15834.0
153,GREEN VALLEY HOSPITAL (030137),2017,Acute Care,Proprietary,49.0,31.807943,-111.010966,AZ,,,34.0,15167.0,,,73.0,16853.0
154,"NORTHERN COCHISE COMMUNITY HOSPITAL, INC. (031302)",2017,Critical Access,Government - Hospital District or Authority,39.0,32.264268,-109.837613,AZ,,,,,,,99.0,15212.0
155,HOPI HEALTH CARE CENTER (031305),2017,Critical Access,Tribal,6.0,,,AZ,,,,,,,27.0,12470.0
156,SAGE MEMORIAL HOSPITAL (031309),2017,Critical Access,Voluntary non-profit - Private,25.0,,,AZ,,,,,,,63.0,14790.0
157,WHITE MOUNTAIN REGIONAL MEDICAL CENTER (031315),2017,Critical Access,Voluntary non-profit - Private,21.0,34.132136,-109.286545,AZ,,,,,,,37.0,14403.0
158,LA PAZ REGIONAL HOSPITAL (031317),2017,Critical Access,Voluntary non-profit - Private,25.0,34.135137,-114.285597,AZ,78.0,22733.0,55.0,15850.0,27.0,22928.0,112.0,15551.0
159,SILOAM SPRINGS REGIONAL HOSPITAL (040001),2017,Acute Care,Proprietary,46.0,36.190377,-94.509658,AR,,,52.0,15945.0,26.0,21673.0,118.0,17549.0
160,JOHNSON REGIONAL MEDICAL CENTER (040002),2017,Acute Care,Voluntary non-profit - Private,86.0,35.464384,-93.445797,AR,,,82.0,14436.0,66.0,24375.0,218.0,13489.0
161,WASHINGTON REGIONAL MEDICAL CENTER (040004),2017,Acute Care,Voluntary non-profit - Private,314.0,36.110984,-94.157862,AR,302.0,23585.0,532.0,17371.0,673.0,20944.0,477.0,18258.0
162,CHI-ST VINCENT INFIRMARY (040007),2017,Acute Care,Voluntary non-profit - Private,414.0,,,AR,221.0,25027.0,544.0,17389.0,800.0,17516.0,523.0,18638.0
163,MERCY HOSPITAL NORTHWEST ARKANSAS (040010),2017,Acute Care,Voluntary non-profit - Church,201.0,36.309562,-94.184709,AR,198.0,23320.0,302.0,16039.0,339.0,20295.0,534.0,17976.0
164,CHAMBERS MEMORIAL HOSPITAL (040011),2017,Acute Care,Voluntary non-profit - Private,41.0,35.054823,-93.388543,AR,27.0,23562.0,136.0,15790.0,,,227.0,15138.0
165,WHITE COUNTY MEDICAL CENTER (040014),2017,Acute Care,Voluntary non-profit - Private,315.0,35.250446,-91.696758,AR,203.0,21294.0,475.0,15935.0,236.0,21066.0,,17054.0
166,MENA REGIONAL HEALTH SYSTEM (040015),2017,Acute Care,Government - Local,65.0,34.588386,-94.221383,AR,,,63.0,15539.0,,,151.0,15615.0
167,UAMS MEDICAL CENTER (040016),2017,Acute Care,Government - State,480.0,34.751583,-92.320998,AR,84.0,22534.0,186.0,15868.0,107.0,17399.0,406.0,17495.0
168,NORTH ARKANSAS REGIONAL MEDICAL CENTER (040017),2017,Acute Care,Voluntary non-profit - Other,133.0,36.236281,-93.107148,AR,35.0,24310.0,124.0,15070.0,223.0,21331.0,461.0,15696.0
169,SPARKS MEDICAL CENTER - VAN BUREN (040018),2017,Acute Care,Proprietary,68.0,35.434175,-94.339451,AR,,,27.0,16141.0,,,72.0,15052.0
170,FORREST CITY MEDICAL CENTER (040019),2017,Acute Care,Proprietary,68.0,35.039275,-90.771894,AR,,,47.0,14499.0,,,141.0,15943.0
171,ST BERNARDS MEDICAL CENTER (040020),2017,Acute Care,Voluntary non-profit - Private,376.0,35.837478,-90.702142,AR,321.0,26210.0,414.0,18797.0,417.0,22383.0,751.0,18010.0
172,NORTHWEST MEDICAL CENTER-SPRINGDALE (040022),2017,Acute Care,Proprietary,325.0,36.181394,-94.136464,AR,365.0,24314.0,348.0,17242.0,148.0,22623.0,378.0,16020.0
173,CHI ST. VINCENT HOSPITAL HOT SPRINGS (040026),2017,Acute Care,Voluntary non-profit - Church,235.0,34.466035,-93.066396,AR,188.0,19988.0,568.0,15936.0,634.0,22857.0,937.0,16198.0
174,BAXTER REGIONAL MEDICAL CENTER (040027),2017,Acute Care,Voluntary non-profit - Private,214.0,36.343067,-92.395905,AR,301.0,24811.0,416.0,14718.0,512.0,21705.0,767.0,16947.0
175,CONWAY REGIONAL MEDICAL CENTER (040029),2017,Acute Care,Voluntary non-profit - Private,151.0,35.084826,-92.457103,AR,198.0,19675.0,174.0,16100.0,294.0,24561.0,831.0,16747.0
176,BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK (040036),2017,Acute Care,Voluntary non-profit - Private,212.0,34.784075,-92.218633,AR,311.0,24098.0,467.0,17596.0,254.0,21345.0,849.0,17483.0
177,ARKANSAS METHODIST MEDICAL CENTER (040039),2017,Acute Care,Voluntary non-profit - Private,129.0,36.052593,-90.499051,AR,72.0,24282.0,179.0,15174.0,35.0,25305.0,329.0,16519.0
178,ST MARYS REGIONAL MEDICAL CENTER (040041),2017,Acute Care,Proprietary,155.0,35.28286,-93.149908,AR,226.0,23266.0,221.0,16525.0,102.0,22247.0,294.0,17205.0
179,FIVE RIVERS MEDICAL CENTER (040047),2017,Acute Care,Voluntary non-profit - Private,44.0,36.289911,-90.996334,AR,,,34.0,14998.0,,,109.0,17507.0
180,OUACHITA COUNTY MEDICAL CENTER (040050),2017,Acute Care,Voluntary non-profit - Private,97.0,,,AR,,,73.0,15935.0,66.0,24268.0,185.0,15461.0
181,DREW MEMORIAL HOSPITAL (040051),2017,Acute Care,Voluntary non-profit - Private,51.0,33.610628,-91.814978,AR,,,91.0,15802.0,,,337.0,16070.0
182,SPARKS REGIONAL MEDICAL CENTER (040055),2017,Acute Care,Proprietary,288.0,35.374527,-94.421311,AR,574.0,24014.0,646.0,16883.0,275.0,25037.0,705.0,18871.0
183,MERCY HOSPITAL FORT SMITH (040062),2017,Acute Care,Voluntary non-profit - Private,367.0,35.353647,-94.352964,AR,337.0,23192.0,500.0,17202.0,701.0,23418.0,590.0,18942.0
184,MAGNOLIA HOSPITAL (040067),2017,Acute Care,Government - Local,38.0,33.275123,-93.240071,AR,,,99.0,14500.0,,,190.0,16727.0
185,GREAT RIVER MEDICAL CENTER (040069),2017,Acute Care,Voluntary non-profit - Other,106.0,35.943011,-89.918929,AR,,,72.0,16760.0,,,168.0,15170.0
186,JEFFERSON REGIONAL MEDICAL CENTER (040071),2017,Acute Care,Voluntary non-profit - Private,322.0,34.189066,-92.018453,AR,166.0,22834.0,234.0,16021.0,145.0,24616.0,410.0,16791.0
187,BAPTIST HEALTH MEDICAL CENTER-STUTTGART (040072),2017,Acute Care,Voluntary non-profit - Private,49.0,34.517773,-91.557572,AR,,,107.0,13793.0,,,176.0,16396.0
188,NORTH METRO MEDICAL CENTER (040074),2017,Acute Care,Proprietary,70.0,34.872381,-92.124697,AR,,,39.0,17219.0,,,102.0,19357.0
189,BAPTIST HEALTH MEDICAL CENTER-HOT SPRINGS COUNTY (040076),2017,Acute Care,Voluntary non-profit - Private,69.0,34.358913,-92.786418,AR,,,84.0,16236.0,,,205.0,15482.0
190,NATIONAL PARK MEDICAL CENTER (040078),2017,Acute Care,Proprietary,162.0,34.486239,-93.033554,AR,146.0,23120.0,244.0,16643.0,177.0,27304.0,464.0,19137.0
191,SALINE MEMORIAL HOSPITAL (040084),2017,Acute Care,Voluntary non-profit - Private,165.0,34.573552,-92.584405,AR,148.0,22305.0,210.0,15561.0,161.0,23402.0,429.0,15514.0
192,HELENA REGIONAL MEDICAL CENTER (040085),2017,Acute Care,Proprietary,133.0,34.508357,-90.62733,AR,,,90.0,14371.0,,,117.0,14442.0
193,MEDICAL CENTER SOUTH ARKANSAS (040088),2017,Acute Care,Proprietary,124.0,33.218378,-92.67103,AR,146.0,24272.0,205.0,16047.0,111.0,25580.0,238.0,17253.0
194,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK (040114),2017,Acute Care,Voluntary non-profit - Private,773.0,,,AR,411.0,22477.0,709.0,16865.0,690.0,20147.0,,17451.0
195,NEA BAPTIST MEMORIAL HOSPITAL (040118),2017,Acute Care,Voluntary non-profit - Private,168.0,35.864204,-90.639107,AR,245.0,22694.0,492.0,15743.0,580.0,23197.0,842.0,17061.0
196,WHITE RIVER MEDICAL CENTER (040119),2017,Acute Care,Voluntary non-profit - Private,202.0,35.769572,-91.634721,AR,228.0,24867.0,491.0,16968.0,267.0,19330.0,592.0,17258.0
197,"ARKANSAS HEART HOSPITAL, LLC (040134)",2017,Acute Care,Proprietary,112.0,34.739159,-92.394421,AR,376.0,23381.0,475.0,16031.0,,,130.0,16634.0
198,ST VINCENT MEDICAL CENTER/NORTH (040137),2017,Acute Care,Voluntary non-profit - Private,59.0,34.814378,-92.207514,AR,,,90.0,18104.0,,,107.0,18475.0
199,ARKANSAS SURGICAL HOSPITAL (040147),2017,Acute Care,Physician,49.0,34.801458,-92.347687,AR,,,,,,20649.0,,
200,NORTHWEST HEALTH PHYSICIANS SPECIALTY HOSPITAL (040152),2017,Acute Care,Proprietary,20.0,36.12133,-94.13373,AR,,,,,312.0,23617.0,,
201,WADLEY REGIONAL MEDICAL CENTER AT HOPE (040153),2017,Acute Care,Proprietary,70.0,33.648008,-93.587052,AR,,,97.0,16598.0,,,164.0,17393.0
202,MERCY HOSPITAL TURNER MEMORIAL (041303),2017,Critical Access,Voluntary non-profit - Private,25.0,35.486118,-93.833805,AR,,,,,,,26.0,14514.0
203,MERCY HOSPITAL WALDRON (041305),2017,Critical Access,Voluntary non-profit - Private,24.0,34.896785,-94.106078,AR,,,26.0,15772.0,,,53.0,16529.0
204,LAWRENCE MEMORIAL HOSPITAL (041309),2017,Critical Access,Government - Local,25.0,36.074701,-90.966982,AR,,,33.0,16565.0,,,102.0,16033.0
205,HOWARD MEMORIAL HOSPITAL (041311),2017,Critical Access,Voluntary non-profit - Private,24.0,33.950926,-93.880772,AR,,,28.0,15454.0,,,134.0,16916.0
206,BAPTIST HEALTH MEDICAL CENTER HEBER SPINGS (041312),2017,Critical Access,Voluntary non-profit - Private,25.0,35.506578,-92.001319,AR,,,94.0,17708.0,119.0,20041.0,186.0,16465.0
207,OZARK HEALTH (041313),2017,Critical Access,Voluntary non-profit - Private,143.0,35.559375,-92.449913,AR,,,29.0,14359.0,70.0,20329.0,91.0,16396.0
208,MERCY HOSPITAL BOONEVILLE (041318),2017,Critical Access,Voluntary non-profit - Private,24.0,35.140979,-93.934703,AR,,,,,,,53.0,21129.0
209,"DE QUEEN MEDICAL CENTER, INC (041319)",2017,Critical Access,Proprietary,35.0,,,AR,,,55.0,18040.0,,,95.0,17545.0
210,BAPTIST HEALTH MEDICAL CENTER-ARKADELPHIA (041321),2017,Critical Access,Voluntary non-profit - Private,25.0,34.122802,-93.08797,AR,,,55.0,15801.0,,,117.0,15953.0
211,ASHLEY COUNTY MEDICAL CENTER (041323),2017,Critical Access,Voluntary non-profit - Private,34.0,33.137206,-91.93878,AR,,,63.0,15730.0,,,135.0,17855.0
212,CHI ST VINCENT MORRILTON (041324),2017,Critical Access,Voluntary non-profit - Church,24.0,35.16997,-92.721702,AR,,,56.0,14947.0,,,114.0,15921.0
213,BRADLEY COUNTY MEDICAL CENTER (041327),2017,Critical Access,Voluntary non-profit - Private,35.0,33.610538,-92.058665,AR,,,30.0,15035.0,,,141.0,15988.0
214,CHICOT MEMORIAL MEDICAL CENTER (041328),2017,Critical Access,Voluntary non-profit - Private,25.0,33.305642,-91.290353,AR,25.0,24771.0,61.0,17731.0,,,71.0,15348.0
215,MERCY HOSPITAL BERRYVILLE (041329),2017,Critical Access,Voluntary non-profit - Private,25.0,36.358225,-93.551993,AR,,,38.0,14434.0,,,120.0,15889.0
216,OZARKS COMMUNITY HOSPITAL OF GRAVETTE (041331),2017,Critical Access,Proprietary,26.0,36.408563,-94.45987,AR,,,,,,,53.0,18222.0
217,ST ROSE HOSPITAL (050002),2017,Acute Care,Voluntary non-profit - Church,188.0,37.63291,-122.089742,CA,94.0,26700.0,145.0,17336.0,99.0,26300.0,328.0,18713.0
218,ST JOSEPH HOSPITAL (050006),2017,Acute Care,Voluntary non-profit - Private,154.0,40.783103,-124.142039,CA,287.0,19320.0,296.0,14683.0,152.0,18889.0,348.0,16548.0
219,MILLS-PENINSULA MEDICAL CENTER (050007),2017,Acute Care,Voluntary non-profit - Private,321.0,37.594398,-122.383356,CA,176.0,21809.0,393.0,15349.0,411.0,20575.0,474.0,15102.0
220,CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP (050008),2017,Acute Care,Voluntary non-profit - Other,203.0,37.769114,-122.434696,CA,,,58.0,15431.0,,,99.0,16216.0
221,QUEEN OF THE VALLEY MEDICAL CENTER (050009),2017,Acute Care,Voluntary non-profit - Church,172.0,38.323554,-122.295968,CA,131.0,21044.0,297.0,15877.0,269.0,18943.0,417.0,15471.0
222,ST HELENA HOSPITAL (050013),2017,Acute Care,Voluntary non-profit - Private,153.0,38.54196,-122.475344,CA,158.0,25476.0,176.0,17559.0,,16939.0,140.0,18133.0
223,SUTTER AMADOR HOSPITAL (050014),2017,Acute Care,Voluntary non-profit - Private,50.0,38.349561,-120.765905,CA,29.0,23869.0,131.0,18265.0,62.0,19118.0,241.0,16612.0
224,MERCY GENERAL HOSPITAL (050017),2017,Acute Care,Voluntary non-profit - Church,379.0,38.569385,-121.452482,CA,407.0,24638.0,334.0,17099.0,212.0,22078.0,352.0,16344.0
225,PACIFIC ALLIANCE MEDICAL CENTER (050018),2017,Acute Care,Proprietary,139.0,,,CA,,,66.0,15796.0,,,117.0,20183.0
226,RIVERSIDE COMMUNITY HOSPITAL (050022),2017,Acute Care,Government - State,415.0,33.975677,-117.380374,CA,217.0,25277.0,263.0,17801.0,97.0,23420.0,394.0,17904.0
227,PARADISE VALLEY HOSPITAL (050024),2017,Acute Care,Proprietary,289.0,32.686336,-117.083243,CA,51.0,23488.0,152.0,16479.0,31.0,27488.0,327.0,21674.0
228,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MED CTR (050025),2017,Acute Care,Voluntary non-profit - Other,630.0,32.753717,-117.165914,CA,180.0,24063.0,408.0,16252.0,517.0,21048.0,412.0,17490.0
229,GROSSMONT HOSPITAL (050026),2017,Acute Care,Government - Hospital District or Authority,545.0,32.779435,-117.009178,CA,219.0,23950.0,583.0,15983.0,414.0,19093.0,652.0,17671.0
230,MAD RIVER COMMUNITY HOSPITAL (050028),2017,Acute Care,Proprietary,66.0,40.903309,-124.090847,CA,,,62.0,14346.0,,,157.0,15722.0
231,OROVILLE HOSPITAL (050030),2017,Acute Care,Voluntary non-profit - Private,166.0,39.504535,-121.542106,CA,135.0,22600.0,335.0,14601.0,141.0,22615.0,933.0,16259.0
232,BAKERSFIELD MEMORIAL HOSPITAL (050036),2017,Acute Care,Voluntary non-profit - Private,396.0,35.390474,-119.006836,CA,200.0,22142.0,266.0,16745.0,216.0,19861.0,246.0,17595.0
233,SANTA CLARA VALLEY MEDICAL CENTER (050038),2017,Acute Care,Government - Local,684.0,37.313702,-121.931888,CA,70.0,22718.0,154.0,15470.0,,,180.0,17216.0
234,ENLOE MEDICAL CENTER (050039),2017,Acute Care,Voluntary non-profit - Private,315.0,39.742284,-121.849128,CA,421.0,24229.0,532.0,15103.0,645.0,19721.0,973.0,16329.0
235,LAC/OLIVE VIEW-UCLA MEDICAL CENTER (050040),2017,Acute Care,Voluntary non-profit - Other,286.0,34.325912,-118.445513,CA,,,33.0,13531.0,,,47.0,15650.0
236,ST ELIZABETH COMMUNITY HOSPITAL (050042),2017,Acute Care,Voluntary non-profit - Church,65.0,40.148834,-122.218303,CA,,,156.0,14085.0,152.0,19599.0,247.0,14538.0
237,ALTA BATES SUMMIT MEDICAL CENTER (050043),2017,Acute Care,Voluntary non-profit - Private,389.0,37.820784,-122.26328,CA,261.0,23185.0,437.0,16560.0,317.0,23250.0,554.0,18243.0
238,EL CENTRO REGIONAL MEDICAL CENTER (050045),2017,Acute Care,Voluntary non-profit - Other,162.0,32.781498,-115.56862,CA,102.0,22749.0,244.0,16679.0,171.0,18973.0,420.0,17791.0
239,CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP (050047),2017,Acute Care,Voluntary non-profit - Private,456.0,37.786152,-122.421544,CA,182.0,21295.0,387.0,15278.0,800.0,20861.0,482.0,14731.0
240,SAN GORGONIO MEMORIAL HOSPITAL (050054),2017,Acute Care,Government - Hospital District or Authority,72.0,,,CA,58.0,22881.0,82.0,15451.0,59.0,16669.0,158.0,18760.0
241,CALIFORNIA PACIFIC MEDICAL CTR - ST. LUKE'S CAMPUS (050055),2017,Acute Care,Voluntary non-profit - Church,186.0,37.74805,-122.420987,CA,,,122.0,15177.0,40.0,20686.0,147.0,16395.0
242,ANTELOPE VALLEY HOSPITAL (050056),2017,Acute Care,Government - Hospital District or Authority,396.0,34.689371,-118.158476,CA,150.0,20098.0,188.0,17904.0,49.0,22649.0,363.0,19366.0
243,KAWEAH DELTA MEDICAL CENTER (050057),2017,Acute Care,Government - Hospital District or Authority,586.0,36.327415,-119.294172,CA,541.0,24257.0,804.0,16282.0,500.0,18611.0,,15885.0
244,GLENDALE MEM HOSPITAL & HLTH CENTER (050058),2017,Acute Care,Voluntary non-profit - Private,276.0,34.127789,-118.257795,CA,156.0,24122.0,408.0,19059.0,147.0,25363.0,475.0,19964.0
245,COMMUNITY REGIONAL MEDICAL CENTER (050060),2017,Acute Care,Voluntary non-profit - Private,857.0,36.742583,-119.783023,CA,327.0,23900.0,434.0,15891.0,116.0,21567.0,609.0,17743.0
246,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER (050063),2017,Acute Care,Proprietary,434.0,34.096116,-118.291753,CA,167.0,23586.0,208.0,18869.0,78.0,27031.0,372.0,19917.0
247,OAK VALLEY HOSPITAL DISTRICT (050067),2017,Acute Care,Government - Hospital District or Authority,150.0,37.758098,-120.860363,CA,,,32.0,14778.0,26.0,22297.0,82.0,16291.0
248,ST JOSEPH HOSPITAL (050069),2017,Acute Care,Voluntary non-profit - Church,426.0,33.782399,-117.866093,CA,205.0,24414.0,357.0,17768.0,287.0,24669.0,504.0,18070.0
249,KAISER FOUNDATION HOSPITAL AND REHAB CENTER (050073),2017,Acute Care,Voluntary non-profit - Other,245.0,38.128437,-122.247586,CA,42.0,23145.0,26.0,14204.0,,,46.0,14733.0
250,KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND (050075),2017,Acute Care,Voluntary non-profit - Other,372.0,37.823857,-122.257589,CA,27.0,20599.0,60.0,13852.0,,,48.0,16586.0
251,SCRIPPS MERCY HOSPITAL (050077),2017,Acute Care,Voluntary non-profit - Private,547.0,32.751211,-117.161024,CA,223.0,22740.0,455.0,17411.0,348.0,25545.0,645.0,18573.0
252,PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO (050078),2017,Acute Care,Voluntary non-profit - Private,336.0,33.737928,-118.305005,CA,26.0,21879.0,105.0,17088.0,75.0,26350.0,188.0,16751.0
253,ST JOHNS REGIONAL MEDICAL CENTER (050082),2017,Acute Care,Voluntary non-profit - Private,299.0,34.216555,-119.158351,CA,261.0,25418.0,475.0,17827.0,201.0,27777.0,503.0,17247.0
254,ST JOSEPH'S MEDICAL CENTER OF STOCKTON (050084),2017,Acute Care,Voluntary non-profit - Church,354.0,37.970737,-121.289251,CA,382.0,24147.0,417.0,16888.0,35.0,23574.0,668.0,18192.0
255,COMMUNITY HOSPITAL OF SAN BERNARDINO (050089),2017,Acute Care,Voluntary non-profit - Private,421.0,34.131238,-117.322559,CA,,,39.0,17296.0,,,80.0,19342.0
256,SONOMA VALLEY HOSPITAL (050090),2017,Acute Care,Government - Hospital District or Authority,78.0,38.288564,-122.46585,CA,,,62.0,17658.0,73.0,22149.0,106.0,16538.0
257,COMMUNITY HOSPITAL OF HUNTINGTON PARK (050091),2017,Acute Care,Proprietary,81.0,33.989182,-118.22419,CA,29.0,23577.0,73.0,17857.0,,,111.0,19909.0
258,SAINT AGNES MEDICAL CENTER (050093),2017,Acute Care,Voluntary non-profit - Church,414.0,36.837102,-119.765878,CA,443.0,22146.0,,15805.0,484.0,22349.0,,16011.0
259,SAN ANTONIO REGIONAL HOSPITAL (050099),2017,Acute Care,Voluntary non-profit - Other,316.0,34.101079,-117.636862,CA,231.0,22935.0,337.0,18415.0,273.0,23248.0,611.0,20986.0
260,SHARP MEMORIAL HOSPITAL (050100),2017,Acute Care,Voluntary non-profit - Other,860.0,32.800255,-117.154133,CA,158.0,23156.0,410.0,17153.0,435.0,20943.0,523.0,17184.0
261,SUTTER SOLANO MEDICAL CENTER (050101),2017,Acute Care,Voluntary non-profit - Private,104.0,38.130893,-122.238105,CA,28.0,23654.0,132.0,16206.0,131.0,25782.0,148.0,17048.0
262,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER (050102),2017,Acute Care,Voluntary non-profit - Private,191.0,33.925697,-117.440052,CA,,,85.0,18634.0,211.0,22771.0,241.0,21902.0
263,WHITE MEMORIAL MEDICAL CENTER (050103),2017,Acute Care,Voluntary non-profit - Church,352.0,,,CA,87.0,23985.0,117.0,18452.0,70.0,28068.0,214.0,17897.0
264,SAINT FRANCIS MEDICAL CENTER (050104),2017,Acute Care,Voluntary non-profit - Church,372.0,33.931016,-118.203834,CA,56.0,23517.0,152.0,18375.0,,,152.0,21559.0
265,MARIAN REGIONAL MEDICAL CENTER (050107),2017,Acute Care,Voluntary non-profit - Church,345.0,34.952117,-120.412494,CA,202.0,22823.0,380.0,15437.0,702.0,20581.0,758.0,16388.0
266,"SUTTER MEDICAL CENTER, SACRAMENTO (050108)",2017,Acute Care,Voluntary non-profit - Private,595.0,38.570258,-121.469682,CA,374.0,23407.0,423.0,15796.0,948.0,20486.0,566.0,15968.0
267,LOMPOC VALLEY MEDICAL CENTER (050110),2017,Acute Care,Government - Hospital District or Authority,170.0,34.640639,-120.439899,CA,25.0,21945.0,115.0,14030.0,122.0,20393.0,182.0,14684.0
268,SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL (050112),2017,Acute Care,Government - State,275.0,34.027776,-118.486315,CA,130.0,24565.0,334.0,16367.0,434.0,24169.0,648.0,18276.0
269,SAN MATEO MEDICAL CENTER (050113),2017,Acute Care,Government - Local,421.0,37.530116,-122.299406,CA,,,,,,,30.0,18294.0
270,PALOMAR HEALTH DOWNTOWN CAMPUS (050115),2017,Acute Care,Government - Hospital District or Authority,405.0,33.125937,-117.076186,CA,197.0,23822.0,342.0,16070.0,394.0,20069.0,503.0,17708.0
271,NORTHRIDGE HOSPITAL MEDICAL CENTER (050116),2017,Acute Care,Voluntary non-profit - Private,406.0,34.220789,-118.533216,CA,243.0,24415.0,312.0,17722.0,425.0,24467.0,438.0,17739.0
272,DOCTORS HOSPITAL OF MANTECA (050118),2017,Acute Care,Proprietary,73.0,37.801087,-121.19691,CA,44.0,23355.0,171.0,14473.0,77.0,22231.0,201.0,15024.0
273,ADVENTIST MEDICAL CENTER (050121),2017,Acute Care,Voluntary non-profit - Church,222.0,36.323877,-119.669005,CA,190.0,22514.0,379.0,14230.0,245.0,19521.0,555.0,14957.0
274,DAMERON HOSPITAL (050122),2017,Acute Care,Voluntary non-profit - Other,186.0,37.961201,-121.300691,CA,65.0,22573.0,100.0,16253.0,487.0,22863.0,121.0,16896.0
275,USC VERDUGO HILLS HOSPITAL (050124),2017,Acute Care,Voluntary non-profit - Private,176.0,34.205614,-118.216048,CA,46.0,24546.0,132.0,15908.0,94.0,22303.0,298.0,18124.0
276,REGIONAL MEDICAL CENTER OF SAN JOSE (050125),2017,Acute Care,Voluntary non-profit - Church,247.0,37.363787,-121.848823,CA,224.0,23493.0,466.0,16597.0,51.0,30357.0,834.0,17187.0
277,VALLEY PRESBYTERIAN HOSPITAL (050126),2017,Acute Care,Voluntary non-profit - Other,350.0,34.193917,-118.463271,CA,150.0,25049.0,238.0,18298.0,635.0,24302.0,295.0,21284.0
278,WOODLAND MEMORIAL HOSPITAL (050127),2017,Acute Care,Voluntary non-profit - Other,107.0,38.664344,-121.793403,CA,,,45.0,15503.0,131.0,23055.0,92.0,15766.0
279,TRI-CITY MEDICAL CENTER (050128),2017,Acute Care,Government - Hospital District or Authority,335.0,33.183783,-117.290918,CA,219.0,21510.0,266.0,15553.0,273.0,22542.0,428.0,18015.0
280,ST BERNARDINE MEDICAL CENTER (050129),2017,Acute Care,Voluntary non-profit - Private,324.0,34.134331,-117.27876,CA,147.0,23214.0,120.0,17446.0,213.0,23460.0,198.0,23454.0
281,NOVATO COMMUNITY HOSPITAL (050131),2017,Acute Care,Voluntary non-profit - Other,47.0,38.098077,-122.55966,CA,,,118.0,15550.0,248.0,21007.0,178.0,15173.0
