,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,Payment for heart attack patients (Denominator),Payment for heart attack patients (Payment),Payment for heart failure patients (Denominator),Payment for heart failure patients (Payment),Payment for pneumonia patients (Denominator),Payment for pneumonia patients (Payment)
158,WHITE COUNTY MEDICAL CENTER (040014),2016,Acute Care,Voluntary non-profit - Private,315.0,35.250446,-91.696758,AR,191.0,20981.0,477.0,15142.0,680.0,15156.0
159,MENA REGIONAL HEALTH SYSTEM (040015),2016,Acute Care,Government - Local,65.0,34.588386,-94.221383,AR,26.0,21764.0,63.0,14065.0,115.0,13848.0
160,UAMS MEDICAL CENTER (040016),2016,Acute Care,Government - State,480.0,34.751583,-92.320998,AR,92.0,22472.0,187.0,15626.0,320.0,16217.0
161,NORTH ARKANSAS REGIONAL MEDICAL CENTER (040017),2016,Acute Care,Voluntary non-profit - Other,133.0,36.236281,-93.107148,AR,46.0,22608.0,159.0,15704.0,301.0,13467.0
162,SPARKS MEDICAL CENTER - VAN BUREN (040018),2016,Acute Care,Proprietary,68.0,35.434175,-94.339451,AR,,,46.0,17123.0,83.0,14993.0
163,FORREST CITY MEDICAL CENTER (040019),2016,Acute Care,Proprietary,68.0,35.039275,-90.771894,AR,,,52.0,13773.0,116.0,13947.0
164,ST BERNARDS MEDICAL CENTER (040020),2016,Acute Care,Voluntary non-profit - Private,376.0,35.837478,-90.702142,AR,357.0,24524.0,434.0,18066.0,442.0,15666.0
165,NORTHWEST MEDICAL CENTER-SPRINGDALE (040022),2016,Acute Care,Proprietary,325.0,36.181394,-94.136464,AR,394.0,23435.0,346.0,17089.0,320.0,14021.0
166,CHI ST. VINCENT HOSPITAL HOT SPRINGS (040026),2016,Acute Care,Voluntary non-profit - Church,235.0,34.466035,-93.066396,AR,188.0,19871.0,548.0,15423.0,760.0,14281.0
167,BAXTER REGIONAL MEDICAL CENTER (040027),2016,Acute Care,Voluntary non-profit - Private,214.0,36.343067,-92.395905,AR,291.0,26060.0,401.0,14571.0,597.0,14802.0
168,CONWAY REGIONAL MEDICAL CENTER (040029),2016,Acute Care,Voluntary non-profit - Private,151.0,35.084826,-92.457103,AR,195.0,19908.0,172.0,16252.0,378.0,14293.0
169,BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK (040036),2016,Acute Care,Voluntary non-profit - Private,212.0,34.784075,-92.218633,AR,296.0,22934.0,461.0,16439.0,651.0,15300.0
170,ARKANSAS METHODIST MEDICAL CENTER (040039),2016,Acute Care,Voluntary non-profit - Private,129.0,36.052593,-90.499051,AR,84.0,23147.0,185.0,15679.0,235.0,15163.0
171,ST MARYS REGIONAL MEDICAL CENTER (040041),2016,Acute Care,Proprietary,155.0,35.28286,-93.149908,AR,230.0,23348.0,213.0,16099.0,236.0,15660.0
172,FIVE RIVERS MEDICAL CENTER (040047),2016,Acute Care,Voluntary non-profit - Private,44.0,36.289911,-90.996334,AR,,,51.0,15669.0,122.0,15292.0
173,OUACHITA COUNTY MEDICAL CENTER (040050),2016,Acute Care,Voluntary non-profit - Private,97.0,,,AR,,,81.0,15476.0,138.0,13704.0
174,DREW MEMORIAL HOSPITAL (040051),2016,Acute Care,Voluntary non-profit - Private,51.0,33.610628,-91.814978,AR,,,81.0,16367.0,353.0,14977.0
175,SPARKS REGIONAL MEDICAL CENTER (040055),2016,Acute Care,Proprietary,288.0,35.374527,-94.421311,AR,575.0,24293.0,653.0,16955.0,494.0,16165.0
176,MERCY HOSPITAL FORT SMITH (040062),2016,Acute Care,Voluntary non-profit - Private,367.0,35.353647,-94.352964,AR,294.0,23326.0,452.0,16525.0,382.0,15948.0
177,MAGNOLIA HOSPITAL (040067),2016,Acute Care,Government - Local,38.0,33.275123,-93.240071,AR,,,100.0,14937.0,153.0,13834.0
178,GREAT RIVER MEDICAL CENTER (040069),2016,Acute Care,Voluntary non-profit - Other,106.0,35.943011,-89.918929,AR,,,77.0,16124.0,131.0,13564.0
179,JEFFERSON REGIONAL MEDICAL CENTER (040071),2016,Acute Care,Voluntary non-profit - Private,322.0,34.189066,-92.018453,AR,136.0,22027.0,219.0,14934.0,281.0,15007.0
180,BAPTIST HEALTH MEDICAL CENTER-STUTTGART (040072),2016,Acute Care,Voluntary non-profit - Private,49.0,34.517773,-91.557572,AR,,,113.0,13398.0,133.0,14114.0
181,NORTH METRO MEDICAL CENTER (040074),2016,Acute Care,Proprietary,70.0,34.872381,-92.124697,AR,,,39.0,17040.0,95.0,17285.0
182,BAPTIST HEALTH MEDICAL CENTER-HOT SPRINGS COUNTY (040076),2016,Acute Care,Voluntary non-profit - Private,69.0,34.358913,-92.786418,AR,,,85.0,15992.0,210.0,13417.0
183,NATIONAL PARK MEDICAL CENTER (040078),2016,Acute Care,Proprietary,162.0,34.486239,-93.033554,AR,114.0,23761.0,272.0,15861.0,342.0,15382.0
184,SALINE MEMORIAL HOSPITAL (040084),2016,Acute Care,Voluntary non-profit - Private,165.0,34.573552,-92.584405,AR,133.0,21479.0,227.0,15953.0,239.0,12964.0
185,HELENA REGIONAL MEDICAL CENTER (040085),2016,Acute Care,Proprietary,133.0,34.508357,-90.62733,AR,27.0,22587.0,116.0,14242.0,79.0,15100.0
186,MEDICAL CENTER SOUTH ARKANSAS (040088),2016,Acute Care,Proprietary,124.0,33.218378,-92.67103,AR,164.0,25307.0,230.0,15746.0,188.0,16176.0
187,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK (040114),2016,Acute Care,Voluntary non-profit - Private,773.0,,,AR,398.0,22173.0,700.0,16089.0,689.0,15220.0
188,NEA BAPTIST MEMORIAL HOSPITAL (040118),2016,Acute Care,Voluntary non-profit - Private,168.0,35.864204,-90.639107,AR,219.0,22380.0,406.0,15466.0,548.0,14903.0
189,WHITE RIVER MEDICAL CENTER (040119),2016,Acute Care,Voluntary non-profit - Private,202.0,35.769572,-91.634721,AR,240.0,23553.0,521.0,17316.0,518.0,15199.0
190,"ARKANSAS HEART HOSPITAL, LLC (040134)",2016,Acute Care,Proprietary,112.0,34.739159,-92.394421,AR,369.0,23270.0,432.0,16530.0,122.0,14808.0
191,ST VINCENT MEDICAL CENTER/NORTH (040137),2016,Acute Care,Voluntary non-profit - Private,59.0,34.814378,-92.207514,AR,,,79.0,17956.0,98.0,17298.0
192,WADLEY REGIONAL MEDICAL CENTER AT HOPE (040153),2016,Acute Care,Proprietary,70.0,33.648008,-93.587052,AR,,,88.0,17012.0,99.0,14894.0
193,MERCY HOSPITAL TURNER MEMORIAL (041303),2016,Critical Access,Voluntary non-profit - Private,25.0,35.486118,-93.833805,AR,,,26.0,14074.0,31.0,13552.0
194,MERCY HOSPITAL WALDRON (041305),2016,Critical Access,Voluntary non-profit - Private,24.0,34.896785,-94.106078,AR,,,32.0,15124.0,62.0,13805.0
195,LAWRENCE MEMORIAL HOSPITAL (041309),2016,Critical Access,Government - Local,25.0,36.074701,-90.966982,AR,,,40.0,16680.0,92.0,14558.0
196,HOWARD MEMORIAL HOSPITAL (041311),2016,Critical Access,Voluntary non-profit - Private,24.0,33.950926,-93.880772,AR,,,32.0,14388.0,126.0,17372.0
197,BAPTIST HEALTH MEDICAL CENTER HEBER SPINGS (041312),2016,Critical Access,Voluntary non-profit - Private,25.0,35.506578,-92.001319,AR,,,78.0,16866.0,126.0,14576.0
198,OZARK HEALTH (041313),2016,Critical Access,Voluntary non-profit - Private,143.0,35.559375,-92.449913,AR,,,42.0,14417.0,114.0,13068.0
199,MERCY HOSPITAL BOONEVILLE (041318),2016,Critical Access,Voluntary non-profit - Private,24.0,35.140979,-93.934703,AR,,,,,81.0,18412.0
200,"DE QUEEN MEDICAL CENTER, INC (041319)",2016,Critical Access,Proprietary,35.0,,,AR,,,55.0,17348.0,108.0,17587.0
201,BAPTIST HEALTH MEDICAL CENTER-ARKADELPHIA (041321),2016,Critical Access,Voluntary non-profit - Private,25.0,34.122802,-93.08797,AR,,,66.0,15947.0,92.0,15877.0
202,ASHLEY COUNTY MEDICAL CENTER (041323),2016,Critical Access,Voluntary non-profit - Private,34.0,33.137206,-91.93878,AR,,,60.0,15850.0,136.0,14292.0
203,CHI ST VINCENT MORRILTON (041324),2016,Critical Access,Voluntary non-profit - Church,24.0,35.16997,-92.721702,AR,,,61.0,15347.0,110.0,15204.0
204,BRADLEY COUNTY MEDICAL CENTER (041327),2016,Critical Access,Voluntary non-profit - Private,35.0,33.610538,-92.058665,AR,,,38.0,15683.0,153.0,14438.0
205,CHICOT MEMORIAL MEDICAL CENTER (041328),2016,Critical Access,Voluntary non-profit - Private,25.0,33.305642,-91.290353,AR,25.0,23543.0,57.0,16467.0,67.0,13255.0
206,MERCY HOSPITAL BERRYVILLE (041329),2016,Critical Access,Voluntary non-profit - Private,25.0,36.358225,-93.551993,AR,,,42.0,14190.0,136.0,14808.0
207,OZARKS COMMUNITY HOSPITAL OF GRAVETTE (041331),2016,Critical Access,Proprietary,26.0,36.408563,-94.45987,AR,,,,,69.0,15268.0
208,ST ROSE HOSPITAL (050002),2016,Acute Care,Voluntary non-profit - Church,188.0,37.63291,-122.089742,CA,106.0,25941.0,156.0,15861.0,140.0,14180.0
209,ST JOSEPH HOSPITAL (050006),2016,Acute Care,Voluntary non-profit - Private,154.0,40.783103,-124.142039,CA,273.0,20082.0,271.0,14519.0,129.0,13755.0
210,MILLS-PENINSULA MEDICAL CENTER (050007),2016,Acute Care,Voluntary non-profit - Private,321.0,37.594398,-122.383356,CA,210.0,21012.0,364.0,15553.0,285.0,12377.0
211,CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP (050008),2016,Acute Care,Voluntary non-profit - Other,203.0,37.769114,-122.434696,CA,,,48.0,14969.0,60.0,13928.0
212,QUEEN OF THE VALLEY MEDICAL CENTER (050009),2016,Acute Care,Voluntary non-profit - Church,172.0,38.323554,-122.295968,CA,128.0,22183.0,317.0,16794.0,218.0,13843.0
213,ST HELENA HOSPITAL (050013),2016,Acute Care,Voluntary non-profit - Private,153.0,38.54196,-122.475344,CA,135.0,25878.0,150.0,17361.0,80.0,15254.0
214,SUTTER AMADOR HOSPITAL (050014),2016,Acute Care,Voluntary non-profit - Private,50.0,38.349561,-120.765905,CA,31.0,24098.0,121.0,17865.0,179.0,14118.0
215,MERCY GENERAL HOSPITAL (050017),2016,Acute Care,Voluntary non-profit - Church,379.0,38.569385,-121.452482,CA,397.0,25030.0,306.0,18562.0,163.0,13422.0
216,PACIFIC ALLIANCE MEDICAL CENTER (050018),2016,Acute Care,Proprietary,139.0,,,CA,,,83.0,15931.0,72.0,16453.0
217,RIVERSIDE COMMUNITY HOSPITAL (050022),2016,Acute Care,Government - State,415.0,33.975677,-117.380374,CA,263.0,25068.0,264.0,17981.0,297.0,15912.0
218,PARADISE VALLEY HOSPITAL (050024),2016,Acute Care,Proprietary,289.0,32.686336,-117.083243,CA,60.0,25690.0,184.0,17284.0,107.0,16387.0
219,UNIVERSITY OF CALIFORNIA SAN DIEGO MEDICAL CENTER (050025),2016,Acute Care,Voluntary non-profit - Other,630.0,32.753717,-117.165914,CA,188.0,23326.0,352.0,16696.0,225.0,14644.0
220,GROSSMONT HOSPITAL (050026),2016,Acute Care,Government - Hospital District or Authority,545.0,32.779435,-117.009178,CA,232.0,24997.0,573.0,15799.0,376.0,15147.0
221,MAD RIVER COMMUNITY HOSPITAL (050028),2016,Acute Care,Proprietary,66.0,40.903309,-124.090847,CA,,,63.0,12543.0,101.0,12915.0
222,OROVILLE HOSPITAL (050030),2016,Acute Care,Voluntary non-profit - Private,166.0,39.504535,-121.542106,CA,121.0,21847.0,306.0,14686.0,87.0,12333.0
223,BAKERSFIELD MEMORIAL HOSPITAL (050036),2016,Acute Care,Voluntary non-profit - Private,396.0,35.390474,-119.006836,CA,197.0,24097.0,230.0,17336.0,200.0,15271.0
224,SANTA CLARA VALLEY MEDICAL CENTER (050038),2016,Acute Care,Government - Local,684.0,37.313702,-121.931888,CA,71.0,21660.0,168.0,13328.0,95.0,14621.0
225,ENLOE MEDICAL CENTER (050039),2016,Acute Care,Voluntary non-profit - Private,315.0,39.742284,-121.849128,CA,415.0,24718.0,422.0,15643.0,667.0,14384.0
226,ST ELIZABETH COMMUNITY HOSPITAL (050042),2016,Acute Care,Voluntary non-profit - Church,65.0,40.148834,-122.218303,CA,,,153.0,14269.0,193.0,12374.0
227,ALTA BATES SUMMIT MEDICAL CENTER (050043),2016,Acute Care,Voluntary non-profit - Private,389.0,37.820784,-122.26328,CA,247.0,22593.0,406.0,16178.0,271.0,15420.0
228,EL CENTRO REGIONAL MEDICAL CENTER (050045),2016,Acute Care,Voluntary non-profit - Other,162.0,32.781498,-115.56862,CA,121.0,21745.0,237.0,15759.0,278.0,14655.0
229,CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP (050047),2016,Acute Care,Voluntary non-profit - Private,456.0,37.786152,-122.421544,CA,174.0,20798.0,367.0,14961.0,269.0,12347.0
230,SAN GORGONIO MEMORIAL HOSPITAL (050054),2016,Acute Care,Government - Hospital District or Authority,72.0,,,CA,80.0,21524.0,90.0,15111.0,132.0,14418.0
231,CALIFORNIA PACIFIC MEDICAL CTR - ST. LUKE'S CAMPUS (050055),2016,Acute Care,Voluntary non-profit - Church,186.0,37.74805,-122.420987,CA,26.0,22044.0,131.0,15680.0,96.0,13728.0
232,ANTELOPE VALLEY HOSPITAL (050056),2016,Acute Care,Government - Hospital District or Authority,396.0,34.689371,-118.158476,CA,179.0,22458.0,196.0,16695.0,245.0,16003.0
233,KAWEAH DELTA MEDICAL CENTER (050057),2016,Acute Care,Government - Hospital District or Authority,586.0,36.327415,-119.294172,CA,499.0,24323.0,686.0,16205.0,911.0,13410.0
234,GLENDALE MEM HOSPITAL & HLTH CENTER (050058),2016,Acute Care,Voluntary non-profit - Private,276.0,34.127789,-118.257795,CA,160.0,24220.0,403.0,18765.0,352.0,17197.0
235,COMMUNITY REGIONAL MEDICAL CENTER (050060),2016,Acute Care,Voluntary non-profit - Private,857.0,36.742583,-119.783023,CA,314.0,24052.0,405.0,15647.0,377.0,15263.0
236,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER (050063),2016,Acute Care,Proprietary,434.0,34.096116,-118.291753,CA,170.0,23368.0,207.0,18101.0,201.0,16312.0
237,OAK VALLEY HOSPITAL DISTRICT (050067),2016,Acute Care,Government - Hospital District or Authority,150.0,37.758098,-120.860363,CA,,,44.0,15961.0,59.0,15026.0
238,ST JOSEPH HOSPITAL (050069),2016,Acute Care,Voluntary non-profit - Church,426.0,33.782399,-117.866093,CA,202.0,24117.0,341.0,18131.0,316.0,15142.0
239,KAISER FOUNDATION HOSPITAL AND REHAB CENTER (050073),2016,Acute Care,Voluntary non-profit - Other,245.0,38.128437,-122.247586,CA,35.0,22371.0,32.0,14103.0,,
240,KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND (050075),2016,Acute Care,Voluntary non-profit - Other,372.0,37.823857,-122.257589,CA,,,35.0,13858.0,,
241,SCRIPPS MERCY HOSPITAL (050077),2016,Acute Care,Voluntary non-profit - Private,547.0,32.751211,-117.161024,CA,263.0,22459.0,487.0,17419.0,395.0,15570.0
242,PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO (050078),2016,Acute Care,Voluntary non-profit - Private,336.0,33.737928,-118.305005,CA,35.0,22059.0,99.0,16227.0,108.0,13404.0
243,ST JOHNS REGIONAL MEDICAL CENTER (050082),2016,Acute Care,Voluntary non-profit - Private,299.0,34.216555,-119.158351,CA,264.0,26186.0,425.0,17643.0,382.0,16261.0
244,ST JOSEPH'S MEDICAL CENTER OF STOCKTON (050084),2016,Acute Care,Voluntary non-profit - Church,354.0,37.970737,-121.289251,CA,304.0,25464.0,459.0,17322.0,392.0,15953.0
245,COMMUNITY HOSPITAL OF SAN BERNARDINO (050089),2016,Acute Care,Voluntary non-profit - Private,421.0,34.131238,-117.322559,CA,,,37.0,15968.0,58.0,16757.0
246,SONOMA VALLEY HOSPITAL (050090),2016,Acute Care,Government - Hospital District or Authority,78.0,38.288564,-122.46585,CA,,,62.0,16510.0,42.0,15587.0
247,COMMUNITY HOSPITAL OF HUNTINGTON PARK (050091),2016,Acute Care,Proprietary,81.0,33.989182,-118.22419,CA,31.0,22811.0,82.0,17685.0,60.0,16168.0
248,SAINT AGNES MEDICAL CENTER (050093),2016,Acute Care,Voluntary non-profit - Church,414.0,36.837102,-119.765878,CA,446.0,22672.0,991.0,15946.0,903.0,14229.0
249,SAN ANTONIO REGIONAL HOSPITAL (050099),2016,Acute Care,Voluntary non-profit - Other,316.0,34.101079,-117.636862,CA,240.0,22995.0,306.0,19830.0,395.0,17339.0
250,SHARP MEMORIAL HOSPITAL (050100),2016,Acute Care,Voluntary non-profit - Other,860.0,32.800255,-117.154133,CA,164.0,23385.0,402.0,16784.0,381.0,15105.0
251,SUTTER SOLANO MEDICAL CENTER (050101),2016,Acute Care,Voluntary non-profit - Private,104.0,38.130893,-122.238105,CA,30.0,23354.0,101.0,16275.0,95.0,14063.0
252,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER (050102),2016,Acute Care,Voluntary non-profit - Private,191.0,33.925697,-117.440052,CA,25.0,23421.0,103.0,18886.0,156.0,17168.0
253,WHITE MEMORIAL MEDICAL CENTER (050103),2016,Acute Care,Voluntary non-profit - Church,352.0,,,CA,120.0,23865.0,125.0,18927.0,139.0,14524.0
254,SAINT FRANCIS MEDICAL CENTER (050104),2016,Acute Care,Voluntary non-profit - Church,372.0,33.931016,-118.203834,CA,57.0,23595.0,169.0,17970.0,72.0,16537.0
255,MARIAN REGIONAL MEDICAL CENTER (050107),2016,Acute Care,Voluntary non-profit - Church,345.0,34.952117,-120.412494,CA,174.0,22159.0,360.0,15396.0,306.0,13620.0
256,"SUTTER MEDICAL CENTER, SACRAMENTO (050108)",2016,Acute Care,Voluntary non-profit - Private,595.0,38.570258,-121.469682,CA,361.0,23402.0,408.0,16523.0,306.0,14209.0
257,LOMPOC VALLEY MEDICAL CENTER (050110),2016,Acute Care,Government - Hospital District or Authority,170.0,34.640639,-120.439899,CA,,,112.0,13938.0,170.0,13543.0
258,SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL (050112),2016,Acute Care,Government - State,275.0,34.027776,-118.486315,CA,144.0,23773.0,288.0,16943.0,314.0,15541.0
259,PALOMAR HEALTH DOWNTOWN CAMPUS (050115),2016,Acute Care,Government - Hospital District or Authority,405.0,33.125937,-117.076186,CA,192.0,23068.0,304.0,15756.0,307.0,15075.0
260,NORTHRIDGE HOSPITAL MEDICAL CENTER (050116),2016,Acute Care,Voluntary non-profit - Private,406.0,34.220789,-118.533216,CA,252.0,25411.0,343.0,17388.0,240.0,14746.0
261,DOCTORS HOSPITAL OF MANTECA (050118),2016,Acute Care,Proprietary,73.0,37.801087,-121.19691,CA,49.0,22779.0,163.0,14800.0,143.0,12632.0
262,ADVENTIST MEDICAL CENTER (050121),2016,Acute Care,Voluntary non-profit - Church,222.0,36.323877,-119.669005,CA,143.0,22168.0,378.0,13924.0,416.0,12587.0
263,DAMERON HOSPITAL (050122),2016,Acute Care,Voluntary non-profit - Other,186.0,37.961201,-121.300691,CA,69.0,23909.0,83.0,16888.0,97.0,15436.0
264,USC VERDUGO HILLS HOSPITAL (050124),2016,Acute Care,Voluntary non-profit - Private,176.0,34.205614,-118.216048,CA,53.0,22175.0,119.0,16133.0,190.0,14584.0
265,REGIONAL MEDICAL CENTER OF SAN JOSE (050125),2016,Acute Care,Voluntary non-profit - Church,247.0,37.363787,-121.848823,CA,237.0,24486.0,524.0,16629.0,472.0,13814.0
266,VALLEY PRESBYTERIAN HOSPITAL (050126),2016,Acute Care,Voluntary non-profit - Other,350.0,34.193917,-118.463271,CA,143.0,25489.0,263.0,17353.0,148.0,16091.0
267,WOODLAND MEMORIAL HOSPITAL (050127),2016,Acute Care,Voluntary non-profit - Other,107.0,38.664344,-121.793403,CA,26.0,21553.0,46.0,15126.0,62.0,14661.0
268,TRI-CITY MEDICAL CENTER (050128),2016,Acute Care,Government - Hospital District or Authority,335.0,33.183783,-117.290918,CA,220.0,23728.0,268.0,16070.0,257.0,14663.0
269,ST BERNARDINE MEDICAL CENTER (050129),2016,Acute Care,Voluntary non-profit - Private,324.0,34.134331,-117.27876,CA,164.0,22497.0,144.0,16759.0,179.0,18467.0
270,NOVATO COMMUNITY HOSPITAL (050131),2016,Acute Care,Voluntary non-profit - Other,47.0,38.098077,-122.55966,CA,,,115.0,15738.0,102.0,14027.0
271,SAN GABRIEL VALLEY MEDICAL CENTER (050132),2016,Acute Care,Physician,272.0,34.102461,-118.105572,CA,74.0,25606.0,249.0,19926.0,269.0,18854.0
272,RIDEOUT MEMORIAL HOSPITAL (050133),2016,Acute Care,Voluntary non-profit - Private,235.0,39.138832,-121.593622,CA,304.0,22106.0,521.0,15746.0,624.0,13625.0
273,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD (050135),2016,Acute Care,Proprietary,518.0,34.096192,-118.325371,CA,77.0,26159.0,151.0,20918.0,240.0,20802.0
274,PETALUMA VALLEY HOSPITAL (050136),2016,Acute Care,Voluntary non-profit - Other,80.0,38.253183,-122.63286,CA,68.0,22145.0,127.0,14926.0,151.0,13177.0
275,KAISER FOUNDATION HOSPITAL FONTANA (050140),2016,Acute Care,Voluntary non-profit - Private,634.0,34.072271,-117.433458,CA,,,26.0,15012.0,,
276,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA (050145),2016,Acute Care,Voluntary non-profit - Private,278.0,,,CA,183.0,23361.0,368.0,15610.0,511.0,14287.0
277,CALIFORNIA HOSPITAL MEDICAL CENTER LA (050149),2016,Acute Care,Voluntary non-profit - Other,312.0,34.037212,-118.265363,CA,33.0,23791.0,90.0,16081.0,52.0,13445.0
278,SIERRA NEVADA MEMORIAL HOSPITAL (050150),2016,Acute Care,Voluntary non-profit - Other,108.0,39.228949,-121.047264,CA,85.0,23107.0,225.0,16761.0,340.0,15244.0
279,SAINT FRANCIS MEMORIAL HOSPITAL (050152),2016,Acute Care,Voluntary non-profit - Private,202.0,37.789561,-122.417112,CA,31.0,23828.0,91.0,16763.0,187.0,15075.0
280,O'CONNOR HOSPITAL (050153),2016,Acute Care,Voluntary non-profit - Church,348.0,,,CA,184.0,23903.0,359.0,18167.0,303.0,15536.0
281,ENCINO HOSPITAL MEDICAL CENTER (050158),2016,Acute Care,Proprietary,139.0,34.156826,-118.486948,CA,47.0,24768.0,114.0,18988.0,46.0,15832.0
282,VENTURA COUNTY MEDICAL CENTER (050159),2016,Acute Care,Government - Local,269.0,34.279055,-119.254355,CA,26.0,21688.0,72.0,14567.0,69.0,14323.0
283,SAN JOAQUIN GENERAL HOSPITAL (050167),2016,Acute Care,Government - Local,187.0,37.886492,-121.282061,CA,25.0,21908.0,45.0,16306.0,32.0,14260.0
284,ST JUDE MEDICAL CENTER (050168),2016,Acute Care,Voluntary non-profit - Church,336.0,33.893503,-117.927952,CA,263.0,25211.0,340.0,20073.0,293.0,17009.0
285,PRESBYTERIAN INTERCOMMUNITY HOSPITAL (050169),2016,Acute Care,Voluntary non-profit - Private,431.0,33.967433,-118.048143,CA,282.0,21078.0,343.0,15939.0,262.0,14862.0
286,SANTA ROSA MEMORIAL HOSPITAL (050174),2016,Acute Care,Voluntary non-profit - Private,280.0,38.442954,-122.701112,CA,324.0,21984.0,437.0,15944.0,373.0,15000.0
287,EMANUEL MEDICAL CENTER (050179),2016,Acute Care,Voluntary non-profit - Church,1288.0,37.510487,-120.837491,CA,383.0,22736.0,338.0,16224.0,408.0,14338.0
288,JOHN MUIR MEDICAL CENTER - WALNUT CREEK CAMPUS (050180),2016,Acute Care,Voluntary non-profit - Other,473.0,37.914297,-122.042071,CA,196.0,26166.0,544.0,17316.0,329.0,15047.0
289,GEORGE L MEE MEMORIAL HOSPITAL (050189),2016,Acute Care,Voluntary non-profit - Other,89.0,36.206819,-121.132137,CA,,,,,36.0,16268.0
290,ST MARY MEDICAL CENTER (050191),2016,Acute Care,Voluntary non-profit - Church,304.0,33.779954,-118.186683,CA,80.0,23237.0,113.0,18128.0,128.0,17419.0
291,ADVENTIST MEDICAL CENTER - REEDLEY (050192),2016,Acute Care,Voluntary non-profit - Private,49.0,36.607812,-119.451695,CA,,,,,66.0,12720.0
292,WATSONVILLE COMMUNITY HOSPITAL (050194),2016,Acute Care,Proprietary,106.0,36.92828,-121.793721,CA,39.0,23219.0,159.0,14395.0,181.0,14138.0
293,WASHINGTON HOSPITAL (050195),2016,Acute Care,Government - Hospital District or Authority,320.0,37.557653,-121.98087,CA,180.0,27718.0,415.0,16626.0,407.0,14569.0
294,SEQUOIA HOSPITAL (050197),2016,Acute Care,Voluntary non-profit - Private,219.0,37.480987,-122.253223,CA,53.0,23536.0,322.0,16122.0,212.0,14224.0
295,PALMDALE REGIONAL MEDICAL CENTER (050204),2016,Acute Care,Proprietary,170.0,34.585688,-118.14364,CA,142.0,20459.0,263.0,15267.0,201.0,16615.0
296,GLENDORA COMMUNITY HOSPITAL (050205),2016,Acute Care,Proprietary,128.0,34.128685,-117.865193,CA,,,,,123.0,21757.0
297,ALAMEDA HOSPITAL (050211),2016,Acute Care,Government - Hospital District or Authority,231.0,37.76323,-122.253541,CA,48.0,20069.0,124.0,16018.0,147.0,14797.0
