,Facility ID,Facility Name,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State
16414,030088,BANNER BAYWOOD MEDICAL CENTER,Acute Care,Voluntary non-profit - Private,340.0,33.410465,-111.688045,AZ
16540,030089,BANNER THUNDERBIRD MEDICAL CENTER,Acute Care,Government - Hospital District or Authority,566.0,33.610731,-112.178698,AZ
16666,030092,HONORHEALTH DEER VALLEY MEDICAL CENTER,Acute Care,Voluntary non-profit - Private,201.0,33.666425,-112.117188,AZ
16761,030092,DEER VALLEY MEDICAL CENTER,Acute Care,Voluntary non-profit - Private,201.0,33.666425,-112.117188,AZ
16763,030092,JOHN C LINCOLN DEER VALLEY HOSPITAL,Acute Care,Voluntary non-profit - Private,201.0,33.666425,-112.117188,AZ
16798,030093,BANNER DEL E. WEBB MEDICAL CENTER,Acute Care,Voluntary non-profit - Private,390.0,33.658307,-112.371939,AZ
16883,030093,BANNER DEL E WEBB MEDICAL CENTER,Acute Care,Voluntary non-profit - Private,390.0,33.658307,-112.371939,AZ
16927,030094,ABRAZO ARROWHEAD HOSPITAL,Acute Care,Proprietary,244.0,33.655042,-112.202889,AZ
16951,030094,ARROWHEAD HOSPITAL,Acute Care,Proprietary,244.0,33.655042,-112.202889,AZ
16975,030094,ABRAZO ARROWHEAD CAMPUS,Acute Care,Proprietary,244.0,33.655042,-112.202889,AZ
17077,030101,WESTERN ARIZONA REGIONAL MEDICAL CENTER,Acute Care,Proprietary,133.0,35.109853,-114.555146,AZ
17188,030101,WESTERN ARIZONA REGIONAL MEDICAL CTR,Acute Care,Proprietary,133.0,35.109853,-114.555146,AZ
17201,030103,MAYO CLINIC HOSPITAL,Acute Care,Voluntary non-profit - Private,277.0,33.663312,-111.955659,AZ
17327,030105,BANNER HEART HOSPITAL,Acute Care,Voluntary non-profit - Private,110.0,33.410378,-111.685273,AZ
17451,030107,ARIZONA SPINE AND JOINT HOSPITAL,Acute Care,Proprietary,23.0,33.379206,-111.734695,AZ
17575,030108,THE CORE INSTITUTE SPECIALTY HOSP,Acute Care,Proprietary,32.0,33.531837,-112.099614,AZ
17597,030108,"CORE INSTITUTE SPECIALTY HOSPITAL, THE",Acute Care,Proprietary,32.0,33.531837,-112.099614,AZ
17670,030108,"SURGICAL HOSPITAL OF PHOENIX, THE",Acute Care,Proprietary,32.0,33.531837,-112.099614,AZ
17695,030108,SURGICAL SPECIALTY HOSPITAL OF ARIZONA,Acute Care,Proprietary,32.0,33.531837,-112.099614,AZ
17701,030108,THE SURGICAL HOSPITAL OF PHOENIX,Acute Care,Proprietary,32.0,33.531837,-112.099614,AZ
17703,030108,"SURGICAL SPECIALTY HOSPITAL OF ARIZONA, LLC.",Acute Care,Proprietary,32.0,33.531837,-112.099614,AZ
17718,030110,ABRAZO WEST CAMPUS,Acute Care,Proprietary,190.0,33.464283,-112.354024,AZ
17815,030110,WEST VALLEY HOSPITAL,Acute Care,Proprietary,190.0,33.464283,-112.354024,AZ
17845,030111,BANNER-UNIVERSITY MEDICAL CENTER SOUTH CAMPUS,Acute Care,Voluntary non-profit - Private,207.0,32.177882,-110.930891,AZ
17940,030111,"UNIVERSITY OF ARIZONA MEDICAL CTR- SOUTH CAM, THE",Acute Care,Voluntary non-profit - Private,207.0,32.177882,-110.930891,AZ
17970,030111,UNIVERSITY OF ARIZONA MEDICAL CENTER-SOUTH CAMPUS,Acute Care,Voluntary non-profit - Private,207.0,32.177882,-110.930891,AZ
17974,030112,ARIZONA ORTHOPEDIC AND SURGICAL SPECIALTY HOSPITAL,Acute Care,Proprietary,24.0,33.33484,-111.891133,AZ
18020,030112,ARIZONA SPECIALTY HOSPITAL,Acute Care,Proprietary,24.0,33.33484,-111.891133,AZ
18053,030112,ARIZONA ORTHOPEDIC AND SURGICAL SPECIALITY HOSP,Acute Care,Proprietary,24.0,33.33484,-111.891133,AZ
18095,030112,ARIZONA ORTHOPEDIC SURGICAL HOSPITAL,Acute Care,Proprietary,24.0,33.33484,-111.891133,AZ
18116,030113,WHITERIVER PHS INDIAN HOSPITAL,Acute Care,Government - Federal,39.0,33.875976,-109.959528,AZ
18236,030114,ORO VALLEY HOSPITAL,Acute Care,Proprietary,148.0,32.427183,-110.94954,AZ
18362,030115,BANNER ESTRELLA MEDICAL CENTER,Acute Care,Voluntary non-profit - Private,288.0,33.479558,-112.257936,AZ
18488,030117,VALLEY VIEW MEDICAL CENTER,Acute Care,Proprietary,82.0,35.002363,-114.597954,AZ
18614,030119,MERCY GILBERT MEDICAL CENTER,Acute Care,Voluntary non-profit - Church,202.0,33.286661,-111.755311,AZ
18740,030121,"MOUNTAIN VISTA MEDICAL CENTER, LP",Acute Care,Proprietary,171.0,33.3911,-111.615329,AZ
18866,030122,BANNER GATEWAY MEDICAL CENTER,Acute Care,Voluntary non-profit - Other,170.0,33.384225,-111.719634,AZ
18990,030123,HONOR HEALTH THOMPSON PEAK MEDICAL CENTER,Acute Care,Proprietary,98.0,33.669777,-111.921803,AZ
19014,030123,SCOTTSDALE THOMPSON PEAK MEDICAL CENTER,Acute Care,Proprietary,98.0,33.669777,-111.921803,AZ
19087,030123,SCOTTSDALE HEALTHCARE-THOMPSON PEAK HOSPITAL,Acute Care,Proprietary,98.0,33.669777,-111.921803,AZ
19120,030123,HONORHEALTH SCOTTSDALE THOMPSON PEAK MEDICAL CENTER,Acute Care,Proprietary,98.0,33.669777,-111.921803,AZ
19123,03012F,PHOENIX VA MEDICAL CENTER,Acute Care (VA),Government - Federal,,,,
19192,030130,BANNER IRONWOOD MEDICAL CENTER,Acute Care,Voluntary non-profit - Private,61.0,33.214839,-111.563447,AZ
19316,030131,O.A.S.I.S. HOSPITAL,Acute Care,Voluntary non-profit - Private,64.0,33.45672,-111.99521,AZ
19401,030131,"SOUTHWEST ORTHOPEDIC AND SPINE HOSPITAL, LLC",Acute Care,Voluntary non-profit - Private,64.0,33.45672,-111.99521,AZ
19409,030131,OASIS HOSPITAL,Acute Care,Voluntary non-profit - Private,64.0,33.45672,-111.99521,AZ
19445,030134,BANNER GOLDFIELD MEDICAL CENTER,Acute Care,Voluntary non-profit - Other,23.0,33.393343,-111.566796,AZ
19546,030136,DIGNITY HEALTH - ARIZONA GENERAL HOSPITAL,Acute Care,Proprietary,14.0,33.380677,-112.168233,AZ
19602,030136,DIGNITY HEALTH - ARIZONA  GENERAL HOSPITAL,Acute Care,Proprietary,14.0,33.380677,-112.168233,AZ
19607,030137,SANTA CRUZ VALLEY REGIONAL HOSPITAL,Acute Care,Proprietary,49.0,31.807943,-111.010966,AZ
19659,030137,GREEN VALLEY HOSPITAL,Acute Care,Proprietary,49.0,31.807943,-111.010966,AZ
19684,030138,WESTERN REGIONAL MEDICAL CENTER,Acute Care,Proprietary,38.0,33.452804,-112.362571,AZ
19717,030139,DIGNITY HEALTH ARIZONA GENERAL HOSPITAL,Acute Care,Voluntary non-profit - Private,50.0,,,AZ
19752,03013F,VA S. ARIZONA HEALTHCARE SYSTEM,Acute Care (VA),Government - Federal,,,,
19821,030146,HONORHEALTH SONORAN CROSSING MEDICAL CENTER,Acute Care,Voluntary non-profit - Private,70.0,,,AZ
19837,030147,BANNER OCOTILLO MEDICAL CENTER,Acute Care,Voluntary non-profit - Private,94.0,,,AZ
19855,030148,NORTHWEST MEDICAL CENTER SAHUARITA,Acute Care,Voluntary non-profit - Private,44.0,,,AZ
19866,03033F,VA NORTHERN ARIZONA HEALTHCARE SYSTEM,Acute Care (VA),Government - Federal,,,,
19933,031300,WICKENBURG COMMUNITY HOSPITAL,Critical Access,Voluntary non-profit - Private,19.0,33.978056,-112.738825,AZ
20024,031301,BENSON HOSPITAL,Critical Access,Government - Hospital District or Authority,22.0,31.964829,-110.307123,AZ
20098,031302,"NORTHERN COCHISE COMMUNITY HOSPITAL, INC.",Critical Access,Government - Hospital District or Authority,39.0,32.264268,-109.837613,AZ
20147,031302,NORTHERN COCHISE COMMUNITY HOSPITAL,Critical Access,Government - Hospital District or Authority,39.0,32.264268,-109.837613,AZ
20172,031304,PAGE HOSPITAL,Critical Access,Government - Hospital District or Authority,25.0,36.91696,-111.463186,AZ
20219,031305,HOPI HEALTH CARE CENTER,Critical Access,Tribal,6.0,,,AZ
20291,031307,PARKER INDIAN HEALTH CENTER,Critical Access,Government - Federal,20.0,34.146494,-114.301314,AZ
20321,031308,HUHU KAM MEMORIAL HOSPITAL,Critical Access,Government - Hospital District or Authority,21.0,33.074122,-111.75908,AZ
20351,031309,SAGE MEMORIAL HOSPITAL,Critical Access,Voluntary non-profit - Private,25.0,,,AZ
20425,031311,LITTLE COLORADO MEDICAL CENTER,Critical Access,Voluntary non-profit - Private,25.0,35.035455,-110.691742,AZ
20497,031312,COPPER QUEEN COMMUNITY HOSPITAL,Critical Access,Voluntary non-profit - Private,14.0,31.417254,-109.8826,AZ
20571,031313,HOLY CROSS HOSPITAL,Critical Access,Proprietary,30.0,31.341118,-110.958734,AZ
20604,031313,CARONDELET HOLY CROSS HOSPITAL,Critical Access,Proprietary,30.0,31.341118,-110.958734,AZ
20618,031314,COBRE VALLEY REGIONAL MEDICAL CENTER,Critical Access,Voluntary non-profit - Private,25.0,33.407206,-110.826224,AZ
20739,031315,WHITE MOUNTAIN REGIONAL MEDICAL CENTER,Critical Access,Voluntary non-profit - Private,21.0,34.132136,-109.286545,AZ
20804,031317,LA PAZ REGIONAL HOSPITAL,Critical Access,Voluntary non-profit - Private,25.0,34.135137,-114.285597,AZ
20907,031318,BANNER PAYSON MEDICAL CENTER,Critical Access,Voluntary non-profit - Other,25.0,34.231351,-111.321361,AZ
20959,031319,MT. GRAHAM REGIONAL MEDICAL CENTER,Critical Access,Government - Hospital District or Authority,25.0,,,AZ
20964,033302,PHOENIX CHILDREN'S HOSPITAL,Childrens,Voluntary non-profit - Private,422.0,33.480216,-112.041193,AZ
21005,040001,SILOAM SPRINGS REGIONAL HOSPITAL,Acute Care,Proprietary,46.0,36.190377,-94.509658,AR
21129,040001,SILOAM SPRINGS MEMORIAL HOSPITAL,Acute Care,Proprietary,46.0,36.190377,-94.509658,AR
21131,040002,JOHNSON REGIONAL MEDICAL CENTER,Acute Care,Voluntary non-profit - Private,86.0,35.464384,-93.445797,AR
21257,040004,WASHINGTON REGIONAL MEDICAL CENTER,Acute Care,Voluntary non-profit - Private,314.0,36.110984,-94.157862,AR
21350,040004,WASHINGTON REGIONAL MED CTR AT NORTH HILLS,Acute Care,Voluntary non-profit - Private,314.0,36.110984,-94.157862,AR
21389,040007,CHI-ST VINCENT INFIRMARY,Acute Care,Voluntary non-profit - Private,414.0,,,AR
21482,040007,ST VINCENT INFIRMARY MEDICAL CENTER,Acute Care,Voluntary non-profit - Private,414.0,,,AR
21515,040007,ST VINCENT INFIRMARY MED CTR,Acute Care,Voluntary non-profit - Private,414.0,,,AR
21521,040010,MERCY HOSPITAL NORTHWEST ARKANSAS,Acute Care,Voluntary non-profit - Church,201.0,36.309562,-94.184709,AR
21533,040010,MERCY HOSPITAL ROGERS,Acute Care,Voluntary non-profit - Church,201.0,36.309562,-94.184709,AR
21647,040010,MERCY MEDICAL CENTER,Acute Care,Voluntary non-profit - Church,201.0,36.309562,-94.184709,AR
21651,040011,CHAMBERS MEMORIAL HOSPITAL,Acute Care,Voluntary non-profit - Private,41.0,35.054823,-93.388543,AR
21775,040014,WHITE COUNTY MEDICAL CENTER,Acute Care,Voluntary non-profit - Private,315.0,35.250446,-91.696758,AR
21901,040015,MENA REGIONAL HEALTH SYSTEM,Acute Care,Government - Local,65.0,34.588386,-94.221383,AR
22025,040016,UAMS MEDICAL CENTER,Acute Care,Government - State,480.0,34.751583,-92.320998,AR
22151,040017,NORTH ARKANSAS REGIONAL MEDICAL CENTER,Acute Care,Voluntary non-profit - Other,133.0,36.236281,-93.107148,AR
22277,040018,BAPTIST HEALTH - VAN BUREN,Acute Care,Proprietary,68.0,35.434175,-94.339451,AR
22318,040018,BAPTIST HEALTH VAN BUREN,Acute Care,Proprietary,68.0,35.434175,-94.339451,AR
22321,040018,SPARKS MEDICAL CENTER - VAN BUREN,Acute Care,Proprietary,68.0,35.434175,-94.339451,AR
22370,040018,SUMMIT MEDICAL CENTER,Acute Care,Proprietary,68.0,35.434175,-94.339451,AR
22403,040018,SPARKS MEDICAL CENTER VAN BUREN,Acute Care,Proprietary,68.0,35.434175,-94.339451,AR
22410,040019,FORREST CITY MEDICAL CENTER,Acute Care,Proprietary,68.0,35.039275,-90.771894,AR
22534,040020,ST BERNARDS MEDICAL CENTER,Acute Care,Voluntary non-profit - Private,376.0,35.837478,-90.702142,AR
22660,040022,NORTHWEST MEDICAL CENTER-SPRINGDALE,Acute Care,Proprietary,325.0,36.181394,-94.136464,AR
22773,040022,"NW ARKANSAS HOSPITALS, LLC",Acute Care,Proprietary,325.0,36.181394,-94.136464,AR
22781,040022,"NORTHWEST ARKANSAS HOSPITALS, LLC",Acute Care,Proprietary,325.0,36.181394,-94.136464,AR
22788,040026,ST VINCENT HOT SPRINGS,Acute Care,Voluntary non-profit - Church,235.0,34.466035,-93.066396,AR
22836,040026,CHI ST. VINCENT HOSPITAL HOT SPRINGS,Acute Care,Voluntary non-profit - Church,235.0,34.466035,-93.066396,AR
22881,040026,MERCY HOSPITAL HOT SPRINGS,Acute Care,Voluntary non-profit - Church,235.0,34.466035,-93.066396,AR
22885,040026,ST JOSEPHS MERCY HEALTH CENTER INC,Acute Care,Voluntary non-profit - Church,235.0,34.466035,-93.066396,AR
22924,040026,ST JOSEPHS MERCY HEALTH CENTER,Acute Care,Voluntary non-profit - Church,235.0,34.466035,-93.066396,AR
22939,040027,BAXTER REGIONAL MEDICAL CENTER,Acute Care,Voluntary non-profit - Private,214.0,36.343067,-92.395905,AR
23065,040029,"CONWAY REGIONAL MEDICAL CENTER, INC",Acute Care,Voluntary non-profit - Private,151.0,35.084826,-92.457103,AR
23077,040029,CONWAY REGIONAL HEALTH SYSTEM,Acute Care,Voluntary non-profit - Private,151.0,35.084826,-92.457103,AR
23122,040029,CONWAY REGIONAL MEDICAL CENTER,Acute Care,Voluntary non-profit - Private,151.0,35.084826,-92.457103,AR
23193,040036,BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK,Acute Care,Voluntary non-profit - Private,212.0,34.784075,-92.218633,AR
23319,040036,BAPTIST HEALTH MED CTR NLR,Acute Care,Voluntary non-profit - Private,212.0,34.784075,-92.218633,AR
23321,040036,BAPTIST HEALTH MEDICAL CENTER - NLR,Acute Care,Voluntary non-profit - Private,212.0,34.784075,-92.218633,AR
23323,040039,ARKANSAS METHODIST MEDICAL CENTER,Acute Care,Voluntary non-profit - Private,129.0,36.052593,-90.499051,AR
23447,040041,ST MARYS REGIONAL MEDICAL CENTER,Acute Care,Proprietary,155.0,35.28286,-93.149908,AR
23573,040041,ST MARYS RMC RUSSELLVILLE,Acute Care,Proprietary,155.0,35.28286,-93.149908,AR
23575,040047,FIVE RIVERS MEDICAL CENTER,Acute Care,Voluntary non-profit - Private,44.0,36.289911,-90.996334,AR
23699,040050,OUACHITA COUNTY MEDICAL CENTER,Acute Care,Voluntary non-profit - Private,97.0,,,AR
23825,040051,DREW MEMORIAL HEALTH SYSTEM,Acute Care,Voluntary non-profit - Private,51.0,33.610628,-91.814978,AR
23837,040051,DREW MEMORIAL HOSPITAL,Acute Care,Voluntary non-profit - Private,51.0,33.610628,-91.814978,AR
23951,040055,BAPTIST HEALTH - FORT SMITH,Acute Care,Proprietary,288.0,35.374527,-94.421311,AR
24002,040055,SPARKS MEDICAL CENTER - FORT SMITH,Acute Care,Proprietary,288.0,35.374527,-94.421311,AR
24008,040055,SPARKS REGIONAL MEDICAL CENTER,Acute Care,Proprietary,288.0,35.374527,-94.421311,AR
24079,040062,MERCY HOSPITAL FORT SMITH,Acute Care,Voluntary non-profit - Private,367.0,35.353647,-94.352964,AR
24164,040062,ST EDWARD MERCY MEDICAL CENTER,Acute Care,Voluntary non-profit - Private,367.0,35.353647,-94.352964,AR
24213,040067,MAGNOLIA HOSPITAL,Acute Care,Government - Local,38.0,33.275123,-93.240071,AR
24337,040067,MAGNOLIA REGIONAL MEDICAL CENTER,Acute Care,Government - Local,38.0,33.275123,-93.240071,AR
24343,040069,GREAT RIVER MEDICAL CENTER,Acute Care,Voluntary non-profit - Other,106.0,35.943011,-89.918929,AR
24467,040071,JEFFERSON REGIONAL MEDICAL CENTER,Acute Care,Voluntary non-profit - Private,322.0,34.189066,-92.018453,AR
24593,040072,BAPTIST HEALTH MEDICAL CENTER-STUTTGART,Acute Care,Voluntary non-profit - Private,49.0,34.517773,-91.557572,AR
24717,040072,BAPTIST HEALTH MEDICAL CENTER - STUTTGART,Acute Care,Voluntary non-profit - Private,49.0,34.517773,-91.557572,AR
24719,040076,BAPTIST HEALTH MEDICAL CENTER-HOT SPRINGS COUNTY,Acute Care,Voluntary non-profit - Private,69.0,34.358913,-92.786418,AR
24838,040076,HOT SPRING COUNTY MEDICAL CENTER,Acute Care,Voluntary non-profit - Private,69.0,34.358913,-92.786418,AR
24843,040076,BAPTIST HEALTH MEDICAL CENTER - HOT SPRING CO,Acute Care,Voluntary non-profit - Private,69.0,34.358913,-92.786418,AR
24845,040078,NATIONAL PARK MEDICAL CENTER,Acute Care,Proprietary,162.0,34.486239,-93.033554,AR
24971,040084,SALINE MEMORIAL HOSPITAL,Acute Care,Voluntary non-profit - Private,165.0,34.573552,-92.584405,AR
25097,040085,HELENA REGIONAL MEDICAL CENTER,Acute Care,Proprietary,133.0,34.508357,-90.62733,AR
25221,040088,MEDICAL CENTER OF SOUTH ARKANSAS,Acute Care,Proprietary,124.0,33.218378,-92.67103,AR
25293,040088,MEDICAL CENTER SOUTH ARKANSAS,Acute Care,Proprietary,124.0,33.218378,-92.67103,AR
25350,04009F,FAYETTEVILLE AR VA MEDICAL CENTER,Acute Care (VA),Government - Federal,,,,
25417,04010F,VA CENTRAL AR. VETERANS HEALTHCARE SYSTEM LR,Acute Care (VA),Government - Federal,,,,
25486,040114,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK,Acute Care,Voluntary non-profit - Private,773.0,,,AR
25612,040114,BAPTIST HEALTH MED CTR LR ADMIN,Acute Care,Voluntary non-profit - Private,773.0,,,AR
25614,040118,"BAPTIST MEMORIAL HOSPITAL JONESBORO, INC.",Acute Care,Voluntary non-profit - Private,168.0,35.864204,-90.639107,AR
25662,040118,NEA BAPTIST MEMORIAL HOSPITAL,Acute Care,Voluntary non-profit - Private,168.0,35.864204,-90.639107,AR
25735,040118,"BAPTIST MEMORIAL HOSPITAL JONESBORO, INC. ",Acute Care,Voluntary non-profit - Private,168.0,35.864204,-90.639107,AR
25751,040119,WHITE RIVER MEDICAL CENTER,Acute Care,Voluntary non-profit - Private,202.0,35.769572,-91.634721,AR
25877,040132,LEO N LEVI MEMORIAL HOSPITAL,Acute Care,Voluntary non-profit - Private,53.0,34.509945,-93.056649,AR
25881,040132,LEVI HOSPITAL,Acute Care,Voluntary non-profit - Private,53.0,34.509945,-93.056649,AR
25917,040132,LEO N LEVI NATIONAL ARTHRITIS HOSPITAL,Acute Care,Voluntary non-profit - Private,53.0,34.509945,-93.056649,AR
25936,040134,"ARKANSAS HEART HOSPITAL, LLC",Acute Care,Proprietary,112.0,34.739159,-92.394421,AR
26031,040134,ARKANSAS HEART HOSPITAL,Acute Care,Proprietary,112.0,34.739159,-92.394421,AR
26061,040137,ST VINCENT MEDICAL CENTER/NORTH,Acute Care,Voluntary non-profit - Private,59.0,34.814378,-92.207514,AR
26185,040137,ST VINCENT MEDICAL CENTER NORTH,Acute Care,Voluntary non-profit - Private,59.0,34.814378,-92.207514,AR
26196,040147,ARKANSAS SURGICAL HOSPITAL,Acute Care,Physician,49.0,34.801458,-92.347687,AR
26320,040152,NORTHWEST HEALTH PHYSICIANS SPECIALTY HOSPITAL,Acute Care,Proprietary,20.0,36.12133,-94.13373,AR
26405,040152,PHYSICIANS' SPECIALTY HOSPITAL,Acute Care,Proprietary,20.0,36.12133,-94.13373,AR
26445,040152,PHYSICIANS SPECIALTY HOSPITAL,Acute Care,Proprietary,20.0,36.12133,-94.13373,AR
26454,040153,WADLEY REGIONAL MEDICAL CENTER AT HOPE,Acute Care,Proprietary,70.0,33.648008,-93.587052,AR
26570,040154,BAPTIST HEALTH MEDICAL CENTER- CONWAY,Acute Care,Voluntary non-profit - Private,111.0,,,AR
26612,040154,BAPTIST HEALTH MEDICAL CENTER-CONWAY,Acute Care,Voluntary non-profit - Private,111.0,,,AR
26650,040156,"BAPTIST MEMORIAL HOSPITAL-CRITTENDEN, INC",Acute Care,Voluntary non-profit - Private,11.0,,,AR
26686,040161,ARKANSAS HEART HOSPITAL-ENCORE,Acute Care,Proprietary,30.0,,,AR
26701,040163,UNITY HEALTH NEWPORT,Acute Care,Voluntary non-profit - Private,24.0,,,AR
26705,041300,MERCY HOSPITAL PARIS,Critical Access,Voluntary non-profit - Private,16.0,35.289988,-93.725419,AR
26719,041300,NORTH LOGAN MERCY HOSPITAL,Critical Access,Voluntary non-profit - Private,16.0,35.289988,-93.725419,AR
26775,041302,DARDANELLE REGIONAL MEDICAL CENTER,Critical Access,Proprietary,35.0,35.220917,-93.156987,AR
26779,041302,DARDANELLE HOSPITAL,Critical Access,Proprietary,35.0,35.220917,-93.156987,AR
26803,041302,RIVER VALLEY MEDICAL CENTER,Critical Access,Proprietary,35.0,35.220917,-93.156987,AR
26849,041303,MERCY HOSPITAL OZARK,Critical Access,Voluntary non-profit - Private,25.0,35.486118,-93.833805,AR
26875,041303,MERCY HOSPITAL TURNER MEMORIAL,Critical Access,Voluntary non-profit - Private,25.0,35.486118,-93.833805,AR
26923,041304,EUREKA SPRINGS HOSPITAL COMMISSION,Critical Access,Proprietary,18.0,36.400433,-93.744699,AR
26945,041304,"EUREKA SPRINGS HOSPITAL, LLC",Critical Access,Proprietary,18.0,36.400433,-93.744699,AR
26991,041305,MERCY HOSPITAL WALDRON,Critical Access,Voluntary non-profit - Private,24.0,34.896785,-94.106078,AR
27047,041305,ST EDWARD HEALTH FACILITIES OF SCOTT COUNTY,Critical Access,Voluntary non-profit - Private,24.0,34.896785,-94.106078,AR
27069,041306,"IZARD COUNTY MEDICAL CENTER, LLC",Critical Access,Voluntary non-profit - Private,25.0,36.126336,-92.128587,AR
27113,041306,COMMUNITY MEDICAL CENTER OF IZARD COUNTY,Critical Access,Voluntary non-profit - Private,25.0,36.126336,-92.128587,AR
27115,041306,COMMUNITY MEDICAL CENTER IZARD COUNTY,Critical Access,Voluntary non-profit - Private,25.0,36.126336,-92.128587,AR
27143,041307,CROSSRIDGE COMMUNITY HOSPITAL,Critical Access,Voluntary non-profit - Church,15.0,35.220353,-90.787421,AR
27223,041308,MCGEHEE HOSPITAL,Critical Access,Voluntary non-profit - Private,25.0,33.618285,-91.393066,AR
27299,041309,LAWRENCE MEMORIAL HOSPITAL,Critical Access,Government - Local,25.0,36.074701,-90.966982,AR
27377,041310,STONE COUNTY MEDICAL CENTER,Critical Access,Voluntary non-profit - Private,25.0,35.855598,-92.082727,AR
27498,041311,HOWARD MEMORIAL HOSPITAL,Critical Access,Voluntary non-profit - Private,24.0,33.950926,-93.880772,AR
27578,041312,BAPTIST HEALTH MEDICAL CENTER HEBER SPRINGS,Critical Access,Voluntary non-profit - Private,25.0,35.506578,-92.001319,AR
27586,041312,BAPTIST HEALTH MEDICAL CENTER HEBER SPINGS,Critical Access,Voluntary non-profit - Private,25.0,35.506578,-92.001319,AR
27687,041313,OZARK HEALTH,Critical Access,Voluntary non-profit - Private,143.0,35.559375,-92.449913,AR
27794,041314,"DEWITT HOSPITAL & NURSING HOME, INC",Critical Access,Voluntary non-profit - Private,70.0,34.279598,-91.336892,AR
