,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,AMI 30-Day Mortality Rate (MORT 30 AMI),Death rate for CABG surgery patients (MORT 30 CABG),Death rate for COPD patients (MORT 30 COPD),Death rate for stroke patients (MORT 30 STK),Heart failure 30-Day Mortality Rate (MORT 30 HF),Pneumonia 30-Day Mortality Rate (MORT 30 PN)
165,ST BERNARDS MEDICAL CENTER (040020),2020,Acute Care,Voluntary non-profit - Private,376.0,35.837478,-90.702142,AR,14.4,3.2,10.6,16.9,13.7,18.8
166,NORTHWEST MEDICAL CENTER-SPRINGDALE (040022),2020,Acute Care,Proprietary,325.0,36.181394,-94.136464,AR,14.6,2.9,10.0,16.7,12.9,17.4
167,ST VINCENT HOT SPRINGS (040026),2020,Acute Care,Voluntary non-profit - Church,235.0,34.466035,-93.066396,AR,12.9,2.4,8.2,12.6,9.6,15.3
168,BAXTER REGIONAL MEDICAL CENTER (040027),2020,Acute Care,Voluntary non-profit - Private,214.0,36.343067,-92.395905,AR,14.0,3.1,8.9,16.9,13.1,19.3
169,CONWAY REGIONAL HEALTH SYSTEM (040029),2020,Acute Care,Voluntary non-profit - Private,151.0,35.084826,-92.457103,AR,12.0,3.8,10.3,11.8,11.7,22.1
170,BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK (040036),2020,Acute Care,Voluntary non-profit - Private,212.0,34.784075,-92.218633,AR,14.0,4.8,10.3,15.1,13.4,19.7
171,ARKANSAS METHODIST MEDICAL CENTER (040039),2020,Acute Care,Voluntary non-profit - Private,129.0,36.052593,-90.499051,AR,15.3,,8.2,15.8,15.9,15.9
172,ST MARYS REGIONAL MEDICAL CENTER (040041),2020,Acute Care,Proprietary,155.0,35.28286,-93.149908,AR,13.4,,8.0,13.8,13.3,18.6
173,FIVE RIVERS MEDICAL CENTER (040047),2020,Acute Care,Voluntary non-profit - Private,44.0,36.289911,-90.996334,AR,,,7.6,14.0,12.3,14.7
174,OUACHITA COUNTY MEDICAL CENTER (040050),2020,Acute Care,Voluntary non-profit - Private,97.0,,,AR,,,9.0,13.8,10.6,18.8
175,DREW MEMORIAL HOSPITAL (040051),2020,Acute Care,Voluntary non-profit - Private,51.0,33.610628,-91.814978,AR,,,6.4,,10.2,12.8
176,BAPTIST HEALTH - FORT SMITH (040055),2020,Acute Care,Proprietary,288.0,35.374527,-94.421311,AR,14.0,3.9,9.0,13.4,13.0,14.8
177,MERCY HOSPITAL FORT SMITH (040062),2020,Acute Care,Voluntary non-profit - Private,367.0,35.353647,-94.352964,AR,13.7,3.7,8.8,13.9,11.9,14.5
178,MAGNOLIA HOSPITAL (040067),2020,Acute Care,Government - Local,38.0,33.275123,-93.240071,AR,,,9.7,16.2,15.8,18.4
179,GREAT RIVER MEDICAL CENTER (040069),2020,Acute Care,Voluntary non-profit - Other,106.0,35.943011,-89.918929,AR,,,8.9,,11.4,16.8
180,JEFFERSON REGIONAL MEDICAL CENTER (040071),2020,Acute Care,Voluntary non-profit - Private,322.0,34.189066,-92.018453,AR,13.1,,9.2,11.9,13.5,16.2
181,BAPTIST HEALTH MEDICAL CENTER-STUTTGART (040072),2020,Acute Care,Voluntary non-profit - Private,49.0,34.517773,-91.557572,AR,,,7.9,14.2,13.3,14.6
182,NORTH METRO MEDICAL CENTER (040074),2020,Acute Care,Proprietary,70.0,34.872381,-92.124697,AR,,,8.6,,11.5,16.6
183,BAPTIST HEALTH MEDICAL CENTER-HOT SPRINGS COUNTY (040076),2020,Acute Care,Voluntary non-profit - Private,69.0,34.358913,-92.786418,AR,,,9.8,,10.1,14.6
184,NATIONAL PARK MEDICAL CENTER (040078),2020,Acute Care,Proprietary,162.0,34.486239,-93.033554,AR,14.4,3.2,8.8,12.7,14.5,19.1
185,SALINE MEMORIAL HOSPITAL (040084),2020,Acute Care,Voluntary non-profit - Private,165.0,34.573552,-92.584405,AR,13.1,,7.9,14.2,16.5,15.3
186,HELENA REGIONAL MEDICAL CENTER (040085),2020,Acute Care,Proprietary,133.0,34.508357,-90.62733,AR,,,8.6,,11.3,15.4
187,MEDICAL CENTER OF SOUTH ARKANSAS (040088),2020,Acute Care,Proprietary,124.0,33.218378,-92.67103,AR,14.0,6.5,10.2,16.1,13.5,14.8
188,FAYETTEVILLE AR VA MEDICAL CENTER (04009F),2020,Acute Care (VA),Government - Federal,,,,,,,9.0,,9.6,12.4
189,VA CENTRAL AR. VETERANS HEALTHCARE SYSTEM LR (04010F),2020,Acute Care (VA),Government - Federal,,,,,12.1,,8.1,,10.2,12.3
190,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK (040114),2020,Acute Care,Voluntary non-profit - Private,773.0,,,AR,14.6,4.2,10.2,14.9,13.1,18.9
191,"BAPTIST MEMORIAL HOSPITAL JONESBORO, INC. (040118)",2020,Acute Care,Voluntary non-profit - Private,168.0,35.864204,-90.639107,AR,13.0,3.1,8.0,15.5,12.6,16.9
192,WHITE RIVER MEDICAL CENTER (040119),2020,Acute Care,Voluntary non-profit - Private,202.0,35.769572,-91.634721,AR,15.0,,8.0,14.2,12.9,16.9
193,"ARKANSAS HEART HOSPITAL, LLC (040134)",2020,Acute Care,Proprietary,112.0,34.739159,-92.394421,AR,10.6,3.1,8.3,12.5,10.2,14.8
194,ST VINCENT MEDICAL CENTER/NORTH (040137),2020,Acute Care,Voluntary non-profit - Private,59.0,34.814378,-92.207514,AR,12.1,,6.7,14.6,10.6,14.3
195,WADLEY REGIONAL MEDICAL CENTER AT HOPE (040153),2020,Acute Care,Proprietary,70.0,33.648008,-93.587052,AR,,,7.5,,10.0,13.3
196,BAPTIST HEALTH MEDICAL CENTER- CONWAY (040154),2020,Acute Care,Voluntary non-profit - Private,111.0,,,AR,11.6,,8.0,13.9,14.9,16.8
197,NORTH LOGAN MERCY HOSPITAL (041300),2020,Critical Access,Voluntary non-profit - Private,16.0,35.289988,-93.725419,AR,,,,,,13.7
198,MERCY HOSPITAL OZARK (041303),2020,Critical Access,Voluntary non-profit - Private,25.0,35.486118,-93.833805,AR,,,,,,19.6
199,MERCY HOSPITAL WALDRON (041305),2020,Critical Access,Voluntary non-profit - Private,24.0,34.896785,-94.106078,AR,,,8.1,,12.1,15.7
200,LAWRENCE MEMORIAL HOSPITAL (041309),2020,Critical Access,Government - Local,25.0,36.074701,-90.966982,AR,,,7.6,,10.4,16.1
201,HOWARD MEMORIAL HOSPITAL (041311),2020,Critical Access,Voluntary non-profit - Private,24.0,33.950926,-93.880772,AR,,,8.0,,12.6,15.9
202,BAPTIST HEALTH MEDICAL CENTER HEBER SPINGS (041312),2020,Critical Access,Voluntary non-profit - Private,25.0,35.506578,-92.001319,AR,,,7.4,,13.1,14.7
203,OZARK HEALTH (041313),2020,Critical Access,Voluntary non-profit - Private,143.0,35.559375,-92.449913,AR,,,8.0,,10.1,14.7
204,MERCY HOSPITAL BOONEVILLE (041318),2020,Critical Access,Voluntary non-profit - Private,24.0,35.140979,-93.934703,AR,,,,,10.4,14.9
205,BAPTIST HEALTH MEDICAL CENTER-ARKADELPHIA (041321),2020,Critical Access,Voluntary non-profit - Private,25.0,34.122802,-93.08797,AR,,,9.8,,11.7,18.5
206,ASHLEY COUNTY MEDICAL CENTER (041323),2020,Critical Access,Voluntary non-profit - Private,34.0,33.137206,-91.93878,AR,,,7.9,16.2,12.0,14.0
207,CHI ST VINCENT MORRILTON (041324),2020,Critical Access,Voluntary non-profit - Church,24.0,35.16997,-92.721702,AR,,,8.5,,13.0,16.5
208,BRADLEY COUNTY MEDICAL CENTER (041327),2020,Critical Access,Voluntary non-profit - Private,35.0,33.610538,-92.058665,AR,,,7.3,,11.4,15.0
209,CHICOT MEMORIAL MEDICAL CENTER (041328),2020,Critical Access,Voluntary non-profit - Private,25.0,33.305642,-91.290353,AR,,,7.9,,11.2,13.6
210,MERCY HOSPITAL BERRYVILLE (041329),2020,Critical Access,Voluntary non-profit - Private,25.0,36.358225,-93.551993,AR,,,9.2,,,19.3
211,OZARKS COMMUNITY HOSPITAL OF GRAVETTE (041331),2020,Critical Access,Proprietary,26.0,36.408563,-94.45987,AR,,,,,,13.9
212,ST ROSE HOSPITAL (050002),2020,Acute Care,Voluntary non-profit - Church,188.0,37.63291,-122.089742,CA,12.7,,6.9,11.6,10.5,23.0
213,ST JOSEPH HOSPITAL (050006),2020,Acute Care,Voluntary non-profit - Private,154.0,40.783103,-124.142039,CA,11.8,3.6,8.3,14.7,11.2,14.9
214,PENINSULA MEDICAL CENTER (050007),2020,Acute Care,Voluntary non-profit - Private,321.0,37.594398,-122.383356,CA,11.1,2.6,9.0,11.8,8.9,14.0
215,CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP (050008),2020,Acute Care,Voluntary non-profit - Other,203.0,37.769114,-122.434696,CA,,,8.1,18.0,11.3,15.2
216,QUEEN OF THE VALLEY MEDICAL CENTER (050009),2020,Acute Care,Voluntary non-profit - Church,172.0,38.323554,-122.295968,CA,13.7,3.1,10.2,14.5,11.3,14.1
217,ADVENTIST HEALTH ST HELENA (050013),2020,Acute Care,Voluntary non-profit - Private,153.0,38.54196,-122.475344,CA,12.2,2.7,9.2,,11.4,14.5
218,SUTTER AMADOR HOSPITAL (050014),2020,Acute Care,Voluntary non-profit - Private,50.0,38.349561,-120.765905,CA,,,8.2,13.4,12.0,14.5
219,MERCY GENERAL HOSPITAL (050017),2020,Acute Care,Voluntary non-profit - Church,379.0,38.569385,-121.452482,CA,11.9,2.3,8.9,12.3,11.7,14.2
220,RIVERSIDE COMMUNITY HOSPITAL (050022),2020,Acute Care,Government - State,415.0,33.975677,-117.380374,CA,12.8,2.7,8.0,12.1,10.9,14.6
221,PARADISE VALLEY HOSPITAL (050024),2020,Acute Care,Proprietary,289.0,32.686336,-117.083243,CA,12.8,,8.7,11.9,7.9,15.4
222,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MED CTR (050025),2020,Acute Care,Voluntary non-profit - Other,630.0,32.753717,-117.165914,CA,11.0,2.4,7.6,11.2,7.4,11.3
223,GROSSMONT HOSPITAL (050026),2020,Acute Care,Government - Hospital District or Authority,545.0,32.779435,-117.009178,CA,13.2,4.0,7.9,13.3,8.6,14.7
224,MAD RIVER COMMUNITY HOSPITAL (050028),2020,Acute Care,Proprietary,66.0,40.903309,-124.090847,CA,,,8.4,15.3,11.7,15.4
225,OROVILLE HOSPITAL (050030),2020,Acute Care,Voluntary non-profit - Private,166.0,39.504535,-121.542106,CA,11.7,,6.4,11.0,7.1,9.3
226,BAKERSFIELD MEMORIAL HOSPITAL (050036),2020,Acute Care,Voluntary non-profit - Private,396.0,35.390474,-119.006836,CA,17.1,3.9,10.4,15.0,13.9,19.5
227,SANTA CLARA VALLEY MEDICAL CENTER (050038),2020,Acute Care,Government - Local,684.0,37.313702,-121.931888,CA,13.7,2.7,8.5,13.7,10.7,17.8
228,ENLOE MEDICAL CENTER (050039),2020,Acute Care,Voluntary non-profit - Private,315.0,39.742284,-121.849128,CA,13.3,2.7,7.3,14.5,12.5,16.7
229,LAC/OLIVE VIEW-UCLA MEDICAL CENTER (050040),2020,Acute Care,Voluntary non-profit - Other,286.0,34.325912,-118.445513,CA,,,,,10.8,14.9
230,ST ELIZABETH COMMUNITY HOSPITAL (050042),2020,Acute Care,Voluntary non-profit - Church,65.0,40.148834,-122.218303,CA,13.0,,9.5,14.0,16.0,17.7
231,ALTA BATES SUMMIT MEDICAL CENTER (050043),2020,Acute Care,Voluntary non-profit - Private,389.0,37.820784,-122.26328,CA,11.4,1.8,6.5,11.0,9.1,15.3
232,EL CENTRO REGIONAL MEDICAL CENTER (050045),2020,Acute Care,Voluntary non-profit - Other,162.0,32.781498,-115.56862,CA,12.3,,8.3,14.5,9.4,15.6
233,CALIFORNIA PACIFIC MEDICAL CENTER- VAN NESS CAMPUS (050047),2020,Acute Care,Voluntary non-profit - Private,456.0,37.786152,-122.421544,CA,13.9,2.4,7.0,12.3,11.2,15.0
234,SAN GORGONIO MEMORIAL HOSPITAL (050054),2020,Acute Care,Government - Hospital District or Authority,72.0,,,CA,,,10.3,,9.6,17.0
235,CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL (050055),2020,Acute Care,Voluntary non-profit - Church,186.0,37.74805,-122.420987,CA,,,8.1,,8.2,14.6
236,ANTELOPE VALLEY HOSPITAL (050056),2020,Acute Care,Government - Hospital District or Authority,396.0,34.689371,-118.158476,CA,13.7,,11.7,14.3,16.5,21.6
237,KAWEAH DELTA MEDICAL CENTER (050057),2020,Acute Care,Government - Hospital District or Authority,586.0,36.327415,-119.294172,CA,12.7,1.9,9.2,15.0,10.5,16.0
238,GLENDALE MEM HOSPITAL & HLTH CENTER (050058),2020,Acute Care,Voluntary non-profit - Private,276.0,34.127789,-118.257795,CA,11.3,2.1,7.7,12.3,8.0,12.5
239,COMMUNITY REGIONAL MEDICAL CENTER (050060),2020,Acute Care,Voluntary non-profit - Private,857.0,36.742583,-119.783023,CA,13.9,3.9,7.7,18.6,12.1,18.2
240,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER (050063),2020,Acute Care,Proprietary,434.0,34.096116,-118.291753,CA,12.6,,6.1,13.1,8.4,14.1
241,OAK VALLEY HOSPITAL DISTRICT (050067),2020,Acute Care,Government - Hospital District or Authority,150.0,37.758098,-120.860363,CA,,,8.7,,14.0,17.0
242,ST JOSEPH HOSPITAL (050069),2020,Acute Care,Voluntary non-profit - Church,426.0,33.782399,-117.866093,CA,13.2,3.1,9.9,12.8,11.3,14.2
243,KAISER FOUNDATION HOSPITAL-SANTA CLARA (050071),2020,Acute Care,Voluntary non-profit - Private,330.0,37.335456,-121.995767,CA,,,,14.0,9.9,
244,KAISER FOUNDATION HOSPITAL AND REHAB CENTER (050073),2020,Acute Care,Voluntary non-profit - Other,245.0,38.128437,-122.247586,CA,12.9,,,13.3,11.5,15.4
245,KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND (050075),2020,Acute Care,Voluntary non-profit - Other,372.0,37.823857,-122.257589,CA,12.7,,8.8,14.2,10.1,15.3
246,SCRIPPS MERCY HOSPITAL (050077),2020,Acute Care,Voluntary non-profit - Private,547.0,32.751211,-117.161024,CA,13.8,3.4,6.4,14.0,9.9,13.4
247,PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO (050078),2020,Acute Care,Voluntary non-profit - Private,336.0,33.737928,-118.305005,CA,,,9.1,14.9,11.3,17.5
248,ST JOHNS REGIONAL MEDICAL CENTER (050082),2020,Acute Care,Voluntary non-profit - Private,299.0,34.216555,-119.158351,CA,13.0,3.5,7.2,12.6,8.7,11.6
249,ST JOSEPH'S MEDICAL CENTER OF STOCKTON (050084),2020,Acute Care,Voluntary non-profit - Church,354.0,37.970737,-121.289251,CA,14.0,2.7,8.9,14.2,12.2,17.2
250,COMMUNITY HOSPITAL OF SAN BERNARDINO (050089),2020,Acute Care,Voluntary non-profit - Private,421.0,34.131238,-117.322559,CA,,,7.5,,11.0,13.5
251,SONOMA VALLEY HOSPITAL (050090),2020,Acute Care,Government - Hospital District or Authority,78.0,38.288564,-122.46585,CA,,,7.9,14.5,11.2,17.1
252,COMMUNITY HOSPITAL OF HUNTINGTON PARK (050091),2020,Acute Care,Proprietary,81.0,33.989182,-118.22419,CA,11.0,,8.5,,9.6,13.7
253,SAINT AGNES MEDICAL CENTER (050093),2020,Acute Care,Voluntary non-profit - Church,414.0,36.837102,-119.765878,CA,12.3,3.8,8.8,12.8,10.5,15.5
254,"WEST COVINA MEDICAL CENTER, INC (050096)",2020,Acute Care,Proprietary,46.0,34.070928,-117.944166,CA,,,5.5,,10.0,13.1
255,SAN ANTONIO REGIONAL HOSPITAL (050099),2020,Acute Care,Voluntary non-profit - Other,316.0,34.101079,-117.636862,CA,11.0,2.2,8.4,13.4,8.2,13.1
256,SHARP MEMORIAL HOSPITAL (050100),2020,Acute Care,Voluntary non-profit - Other,860.0,32.800255,-117.154133,CA,13.2,3.0,8.0,11.3,9.9,12.2
257,SUTTER SOLANO MEDICAL CENTER (050101),2020,Acute Care,Voluntary non-profit - Private,104.0,38.130893,-122.238105,CA,13.9,,7.8,14.4,10.8,17.1
258,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER (050102),2020,Acute Care,Voluntary non-profit - Private,191.0,33.925697,-117.440052,CA,,,8.6,,12.2,14.2
259,WHITE MEMORIAL MEDICAL CENTER (050103),2020,Acute Care,Voluntary non-profit - Church,352.0,,,CA,12.0,,7.4,13.9,9.8,12.3
260,SAINT FRANCIS MEDICAL CENTER (050104),2020,Acute Care,Voluntary non-profit - Church,372.0,33.931016,-118.203834,CA,12.2,,6.6,13.3,8.8,15.8
261,MARIAN REGIONAL MEDICAL CENTER (050107),2020,Acute Care,Voluntary non-profit - Church,345.0,34.952117,-120.412494,CA,14.8,3.2,9.6,15.2,14.1,16.4
262,"SUTTER MEDICAL CENTER, SACRAMENTO (050108)",2020,Acute Care,Voluntary non-profit - Private,595.0,38.570258,-121.469682,CA,12.3,1.8,8.7,13.1,11.8,14.6
263,LOMPOC VALLEY MEDICAL CENTER (050110),2020,Acute Care,Government - Hospital District or Authority,170.0,34.640639,-120.439899,CA,,,8.8,16.8,13.0,19.6
264,SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL (050112),2020,Acute Care,Government - State,275.0,34.027776,-118.486315,CA,12.0,,6.5,11.0,7.6,11.0
265,SAN MATEO MEDICAL CENTER (050113),2020,Acute Care,Government - Local,421.0,37.530116,-122.299406,CA,,,,,11.0,16.5
266,PALOMAR HEALTH DOWNTOWN CAMPUS (050115),2020,Acute Care,Government - Hospital District or Authority,405.0,33.125937,-117.076186,CA,15.1,2.2,8.3,12.8,11.3,15.3
267,NORTHRIDGE HOSPITAL MEDICAL CENTER (050116),2020,Acute Care,Voluntary non-profit - Private,406.0,34.220789,-118.533216,CA,10.5,2.6,8.4,13.7,8.3,15.1
268,DOCTORS HOSPITAL OF MANTECA (050118),2020,Acute Care,Proprietary,73.0,37.801087,-121.19691,CA,12.6,,9.6,14.3,13.2,15.2
269,ADVENTIST HEALTH HANFORD (050121),2020,Acute Care,Voluntary non-profit - Church,222.0,36.323877,-119.669005,CA,13.3,,11.2,13.8,11.8,16.8
270,DAMERON HOSPITAL (050122),2020,Acute Care,Voluntary non-profit - Other,186.0,37.961201,-121.300691,CA,13.6,3.6,8.7,14.4,13.7,17.9
271,USC VERDUGO HILLS HOSPITAL (050124),2020,Acute Care,Voluntary non-profit - Private,176.0,34.205614,-118.216048,CA,12.4,,9.4,12.7,11.2,13.5
272,REGIONAL MEDICAL CENTER OF SAN JOSE (050125),2020,Acute Care,Voluntary non-profit - Church,247.0,37.363787,-121.848823,CA,12.0,2.6,7.0,17.2,8.2,15.2
273,VALLEY PRESBYTERIAN HOSPITAL (050126),2020,Acute Care,Voluntary non-profit - Other,350.0,34.193917,-118.463271,CA,12.6,,6.6,12.4,7.9,14.6
274,WOODLAND MEMORIAL HOSPITAL (050127),2020,Acute Care,Voluntary non-profit - Other,107.0,38.664344,-121.793403,CA,,,9.5,15.5,15.6,18.2
275,TRI-CITY MEDICAL CENTER (050128),2020,Acute Care,Government - Hospital District or Authority,335.0,33.183783,-117.290918,CA,12.8,3.1,8.7,13.8,13.1,17.4
276,ST BERNARDINE MEDICAL CENTER (050129),2020,Acute Care,Voluntary non-profit - Private,324.0,34.134331,-117.27876,CA,13.8,2.6,8.4,14.0,9.9,17.9
277,NOVATO COMMUNITY HOSPITAL (050131),2020,Acute Care,Voluntary non-profit - Other,47.0,38.098077,-122.55966,CA,,,7.6,11.8,12.3,14.5
278,SAN GABRIEL VALLEY MEDICAL CENTER (050132),2020,Acute Care,Physician,272.0,34.102461,-118.105572,CA,11.9,,6.3,11.1,8.6,11.0
279,ADVENTIST HEALTH AND RIDEOUT (050133),2020,Acute Care,Voluntary non-profit - Private,235.0,39.138832,-121.593622,CA,13.2,3.6,10.4,12.9,12.9,18.8
280,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD (050135),2020,Acute Care,Proprietary,518.0,34.096192,-118.325371,CA,11.2,,5.5,12.2,7.5,8.1
281,PETALUMA VALLEY HOSPITAL (050136),2020,Acute Care,Voluntary non-profit - Other,80.0,38.253183,-122.63286,CA,12.3,,6.9,12.6,9.6,12.2
282,KAISER FOUNDATION HOSPITAL - LOS ANGELES (050138),2020,Acute Care,Voluntary non-profit - Other,517.0,34.098141,-118.294825,CA,,,,14.0,13.4,
283,KAISER FOUNDATION HOSPITAL - DOWNEY (050139),2020,Acute Care,Voluntary non-profit - Other,358.0,33.917101,-118.128998,CA,,,,13.6,,15.3
284,KAISER FOUNDATION HOSPITAL FONTANA/ONTARIO (050140),2020,Acute Care,Voluntary non-profit - Private,634.0,34.072271,-117.433458,CA,,,,,11.2,13.4
285,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA (050145),2020,Acute Care,Voluntary non-profit - Private,278.0,,,CA,12.1,3.4,9.4,11.0,11.7,16.2
286,CALIFORNIA HOSPITAL MEDICAL CENTER LA (050149),2020,Acute Care,Voluntary non-profit - Other,312.0,34.037212,-118.265363,CA,12.5,,8.2,13.1,9.0,12.7
287,SIERRA NEVADA MEMORIAL HOSPITAL (050150),2020,Acute Care,Voluntary non-profit - Other,108.0,39.228949,-121.047264,CA,14.4,,6.8,14.0,11.8,16.9
288,SAINT FRANCIS MEMORIAL HOSPITAL (050152),2020,Acute Care,Voluntary non-profit - Private,202.0,37.789561,-122.417112,CA,,,8.0,15.5,12.3,14.9
289,ENCINO HOSPITAL MEDICAL CENTER (050158),2020,Acute Care,Proprietary,139.0,34.156826,-118.486948,CA,,,7.8,,8.0,10.4
290,VENTURA COUNTY MEDICAL CENTER (050159),2020,Acute Care,Government - Local,269.0,34.279055,-119.254355,CA,13.9,,9.1,15.5,14.3,16.6
291,SAN JOAQUIN GENERAL HOSPITAL (050167),2020,Acute Care,Government - Local,187.0,37.886492,-121.282061,CA,,,9.3,15.0,16.0,16.9
292,ST JUDE MEDICAL CENTER (050168),2020,Acute Care,Voluntary non-profit - Church,336.0,33.893503,-117.927952,CA,12.1,2.4,7.9,14.3,11.6,14.9
293,PIH HEALTH HOSPITAL-WHITTIER (050169),2020,Acute Care,Voluntary non-profit - Private,431.0,33.967433,-118.048143,CA,10.7,2.6,8.2,12.0,8.0,13.6
294,SANTA ROSA MEMORIAL HOSPITAL (050174),2020,Acute Care,Voluntary non-profit - Private,280.0,38.442954,-122.701112,CA,10.4,2.5,9.2,13.2,10.2,16.9
295,EMANUEL MEDICAL CENTER (050179),2020,Acute Care,Voluntary non-profit - Church,1288.0,37.510487,-120.837491,CA,11.5,,9.5,14.3,12.1,18.1
296,JOHN MUIR MEDICAL CENTER - WALNUT CREEK CAMPUS (050180),2020,Acute Care,Voluntary non-profit - Other,473.0,37.914297,-122.042071,CA,10.7,,6.6,13.0,9.0,13.0
297,GEORGE L MEE MEMORIAL HOSPITAL (050189),2020,Acute Care,Voluntary non-profit - Other,89.0,36.206819,-121.132137,CA,,,9.1,,10.6,13.6
298,ST MARY MEDICAL CENTER (050191),2020,Acute Care,Voluntary non-profit - Church,304.0,33.779954,-118.186683,CA,13.2,,7.7,14.0,11.6,16.8
299,ADVENTIST HEALTH REEDLEY (050192),2020,Acute Care,Voluntary non-profit - Private,49.0,36.607812,-119.451695,CA,,,8.6,,,14.3
300,WATSONVILLE COMMUNITY HOSPITAL (050194),2020,Acute Care,Proprietary,106.0,36.92828,-121.793721,CA,,,7.9,15.5,13.8,19.1
301,WASHINGTON HOSPITAL (050195),2020,Acute Care,Government - Hospital District or Authority,320.0,37.557653,-121.98087,CA,13.3,3.2,8.3,12.7,10.4,17.3
302,SEQUOIA HOSPITAL (050197),2020,Acute Care,Voluntary non-profit - Private,219.0,37.480987,-122.253223,CA,12.8,2.5,8.0,12.8,8.7,12.6
303,PALMDALE REGIONAL MEDICAL CENTER (050204),2020,Acute Care,Proprietary,170.0,34.585688,-118.14364,CA,12.7,,10.8,14.8,9.5,15.5
304,GLENDORA COMMUNITY HOSPITAL (050205),2020,Acute Care,Proprietary,128.0,34.128685,-117.865193,CA,,,8.1,,11.3,9.7
305,ALAMEDA HOSPITAL (050211),2020,Acute Care,Government - Hospital District or Authority,231.0,37.76323,-122.253541,CA,13.2,,7.4,12.2,9.8,16.0
306,SHARP CHULA VISTA MEDICAL CENTER (050222),2020,Acute Care,Proprietary,370.0,32.618448,-117.02399,CA,12.0,3.6,6.7,12.8,9.5,13.8
307,HOAG MEMORIAL HOSPITAL PRESBYTERIAN (050224),2020,Acute Care,Voluntary non-profit - Private,468.0,,,CA,11.3,2.8,8.8,11.3,9.6,14.5
308,ADVENTIST HEALTH FEATHER RIVER (050225),2020,Acute Care,Voluntary non-profit - Church,100.0,39.756161,-121.572305,CA,12.5,,8.5,12.6,12.2,13.6
309,AHMC ANAHEIM REGIONAL MEDICAL CENTER (050226),2020,Acute Care,Voluntary non-profit - Private,223.0,33.847138,-117.933934,CA,11.7,2.9,7.3,11.9,10.5,15.0
310,ZUCKERBERG SAN FRANCISCO GENERAL HOSP & TRAUMA CTR (050228),2020,Acute Care,Government - Local,422.0,37.756171,-122.406608,CA,13.4,,7.8,13.1,10.8,16.6
311,GARDEN GROVE HOSPITAL & MEDICAL CENTER (050230),2020,Acute Care,Proprietary,160.0,33.774471,-117.913645,CA,12.9,,8.1,12.8,8.0,11.7
312,POMONA VALLEY HOSPITAL MEDICAL CENTER (050231),2020,Acute Care,Voluntary non-profit - Private,399.0,34.077639,-117.752329,CA,13.3,2.8,9.1,12.4,10.1,15.9
313,FRENCH HOSPITAL MEDICAL CENTER (050232),2020,Acute Care,Voluntary non-profit - Other,103.0,35.278663,-120.650212,CA,12.8,3.6,9.6,12.3,16.0,18.2
314,SHARP CORONADO HOSPITAL AND HLTHCR CTR (050234),2020,Acute Care,Voluntary non-profit - Other,185.0,32.694257,-117.167947,CA,,,,,12.4,14.7
315,PROVIDENCE SAINT JOSEPH MEDICAL CTR (050235),2020,Acute Care,Voluntary non-profit - Church,361.0,34.157643,-118.327841,CA,12.1,2.4,8.2,11.3,10.2,11.7
316,ADVENTIST HEALTH SIMI VALLEY (050236),2020,Acute Care,Voluntary non-profit - Church,144.0,34.288837,-118.74396,CA,12.6,,6.6,12.3,11.1,13.5
317,METHODIST HOSPITAL OF SOUTHERN CA (050238),2020,Acute Care,Voluntary non-profit - Private,404.0,34.134862,-118.042446,CA,12.2,2.4,6.4,12.9,9.6,13.1
318,GLENDALE ADVENTIST MEDICAL CENTER (050239),2020,Acute Care,Voluntary non-profit - Private,460.0,34.149161,-118.230354,CA,11.0,2.4,6.0,10.9,7.1,12.8
319,DOMINICAN HOSPITAL (050242),2020,Acute Care,Voluntary non-profit - Church,234.0,36.988341,-121.983818,CA,10.7,3.2,7.5,14.2,10.3,15.8
320,DESERT REGIONAL MEDICAL CENTER (050243),2020,Acute Care,Proprietary,364.0,33.838861,-116.545598,CA,15.9,3.4,7.4,15.8,14.3,17.6
321,ARROWHEAD REGIONAL MEDICAL CENTER (050245),2020,Acute Care,Government - Local,454.0,34.072884,-117.352833,CA,12.8,,7.1,13.9,12.6,14.2
322,NATIVIDAD MEDICAL CENTER (050248),2020,Acute Care,Government - Hospital District or Authority,172.0,36.695472,-121.63124,CA,,,8.0,13.2,10.4,17.9
323,MARSHALL MEDICAL CENTER (050254),2020,Acute Care,Voluntary non-profit - Other,114.0,38.724483,-120.790643,CA,15.6,,9.0,12.8,13.4,13.6
