,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,AMI 30-Day Mortality Rate (MORT 30 AMI),Death rate for CABG surgery patients (MORT 30 CABG),Death rate for COPD patients (MORT 30 COPD),Death rate for stroke patients (MORT 30 STK),Heart failure 30-Day Mortality Rate (MORT 30 HF),Pneumonia 30-Day Mortality Rate (MORT 30 PN)
165,NORTH ARKANSAS REGIONAL MEDICAL CENTER (040017),2019,Acute Care,Voluntary non-profit - Other,133.0,36.236281,-93.107148,AR,,,9.4,12.3,13.1,18.0
166,SPARKS MEDICAL CENTER - VAN BUREN (040018),2019,Acute Care,Proprietary,68.0,35.434175,-94.339451,AR,,,9.6,,,15.9
167,FORREST CITY MEDICAL CENTER (040019),2019,Acute Care,Proprietary,68.0,35.039275,-90.771894,AR,,,8.2,,12.4,19.2
168,ST BERNARDS MEDICAL CENTER (040020),2019,Acute Care,Voluntary non-profit - Private,376.0,35.837478,-90.702142,AR,15.2,3.1,10.0,16.9,16.4,19.3
169,NORTHWEST MEDICAL CENTER-SPRINGDALE (040022),2019,Acute Care,Proprietary,325.0,36.181394,-94.136464,AR,14.9,4.2,9.3,17.5,16.0,17.3
170,CHI ST. VINCENT HOSPITAL HOT SPRINGS (040026),2019,Acute Care,Voluntary non-profit - Church,235.0,34.466035,-93.066396,AR,14.3,2.4,8.2,12.7,11.3,14.8
171,BAXTER REGIONAL MEDICAL CENTER (040027),2019,Acute Care,Voluntary non-profit - Private,214.0,36.343067,-92.395905,AR,14.3,2.3,8.3,15.2,14.0,19.1
172,CONWAY REGIONAL HEALTH SYSTEM (040029),2019,Acute Care,Voluntary non-profit - Private,151.0,35.084826,-92.457103,AR,12.4,3.9,11.4,12.7,11.7,21.7
173,BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK (040036),2019,Acute Care,Voluntary non-profit - Private,212.0,34.784075,-92.218633,AR,14.0,6.2,9.3,15.5,12.6,18.2
174,ARKANSAS METHODIST MEDICAL CENTER (040039),2019,Acute Care,Voluntary non-profit - Private,129.0,36.052593,-90.499051,AR,15.9,,7.9,14.6,15.1,15.0
175,ST MARYS REGIONAL MEDICAL CENTER (040041),2019,Acute Care,Proprietary,155.0,35.28286,-93.149908,AR,14.6,,8.0,14.6,12.3,18.0
176,FIVE RIVERS MEDICAL CENTER (040047),2019,Acute Care,Voluntary non-profit - Private,44.0,36.289911,-90.996334,AR,,,8.4,,12.3,16.4
177,OUACHITA COUNTY MEDICAL CENTER (040050),2019,Acute Care,Voluntary non-profit - Private,97.0,,,AR,,,9.0,14.2,11.6,19.6
178,DREW MEMORIAL HOSPITAL (040051),2019,Acute Care,Voluntary non-profit - Private,51.0,33.610628,-91.814978,AR,,,6.8,14.2,10.6,15.5
179,SPARKS MEDICAL CENTER - FORT SMITH (040055),2019,Acute Care,Proprietary,288.0,35.374527,-94.421311,AR,13.7,3.9,8.4,15.4,15.5,15.7
180,MERCY HOSPITAL FORT SMITH (040062),2019,Acute Care,Voluntary non-profit - Private,367.0,35.353647,-94.352964,AR,14.7,3.6,9.7,14.8,12.8,15.2
181,MAGNOLIA HOSPITAL (040067),2019,Acute Care,Government - Local,38.0,33.275123,-93.240071,AR,,,9.3,15.9,18.8,17.2
182,GREAT RIVER MEDICAL CENTER (040069),2019,Acute Care,Voluntary non-profit - Other,106.0,35.943011,-89.918929,AR,,,9.0,,12.0,15.9
183,JEFFERSON REGIONAL MEDICAL CENTER (040071),2019,Acute Care,Voluntary non-profit - Private,322.0,34.189066,-92.018453,AR,14.1,,10.8,13.2,12.1,18.2
184,BAPTIST HEALTH MEDICAL CENTER-STUTTGART (040072),2019,Acute Care,Voluntary non-profit - Private,49.0,34.517773,-91.557572,AR,,,7.7,14.6,12.1,14.7
185,NORTH METRO MEDICAL CENTER (040074),2019,Acute Care,Proprietary,70.0,34.872381,-92.124697,AR,,,9.4,,13.3,16.2
186,BAPTIST HEALTH MEDICAL CENTER-HOT SPRINGS COUNTY (040076),2019,Acute Care,Voluntary non-profit - Private,69.0,34.358913,-92.786418,AR,,,9.0,14.0,10.6,13.5
187,NATIONAL PARK MEDICAL CENTER (040078),2019,Acute Care,Proprietary,162.0,34.486239,-93.033554,AR,14.9,3.5,8.2,13.1,11.5,19.3
188,SALINE MEMORIAL HOSPITAL (040084),2019,Acute Care,Voluntary non-profit - Private,165.0,34.573552,-92.584405,AR,13.7,,8.4,17.0,17.7,16.6
189,HELENA REGIONAL MEDICAL CENTER (040085),2019,Acute Care,Proprietary,133.0,34.508357,-90.62733,AR,,,7.9,,12.5,18.3
190,MEDICAL CENTER OF SOUTH ARKANSAS (040088),2019,Acute Care,Proprietary,124.0,33.218378,-92.67103,AR,14.4,6.6,10.1,15.9,12.5,17.0
191,FAYETTEVILLE AR VA MEDICAL CENTER (04009F),2019,Acute Care (VA),Government - Federal,,,,,,,,,11.5,12.4
192,VA CENTRAL AR. VETERANS HEALTHCARE SYSTEM LR (04010F),2019,Acute Care (VA),Government - Federal,,,,,14.0,,,,9.8,12.5
193,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK (040114),2019,Acute Care,Voluntary non-profit - Private,773.0,,,AR,15.4,6.1,10.6,15.4,13.2,19.2
194,NEA BAPTIST MEMORIAL HOSPITAL (040118),2019,Acute Care,Voluntary non-profit - Private,168.0,35.864204,-90.639107,AR,12.8,2.7,8.2,16.7,13.3,15.2
195,WHITE RIVER MEDICAL CENTER (040119),2019,Acute Care,Voluntary non-profit - Private,202.0,35.769572,-91.634721,AR,13.6,,8.2,14.4,14.0,15.6
196,"ARKANSAS HEART HOSPITAL, LLC (040134)",2019,Acute Care,Proprietary,112.0,34.739159,-92.394421,AR,11.0,3.1,8.7,12.8,11.7,15.9
197,ST VINCENT MEDICAL CENTER/NORTH (040137),2019,Acute Care,Voluntary non-profit - Private,59.0,34.814378,-92.207514,AR,13.0,,6.4,,11.8,17.1
198,WADLEY REGIONAL MEDICAL CENTER AT HOPE (040153),2019,Acute Care,Proprietary,70.0,33.648008,-93.587052,AR,,,7.0,,10.9,15.6
199,BAPTIST HEALTH MEDICAL CENTER-CONWAY (040154),2019,Acute Care,Voluntary non-profit - Private,111.0,,,AR,12.1,,8.1,,13.1,16.8
200,NORTH LOGAN MERCY HOSPITAL (041300),2019,Critical Access,Voluntary non-profit - Private,16.0,35.289988,-93.725419,AR,,,,,,14.3
201,MERCY HOSPITAL TURNER MEMORIAL (041303),2019,Critical Access,Voluntary non-profit - Private,25.0,35.486118,-93.833805,AR,,,8.5,,9.9,19.1
202,MERCY HOSPITAL WALDRON (041305),2019,Critical Access,Voluntary non-profit - Private,24.0,34.896785,-94.106078,AR,,,,,12.4,15.3
203,LAWRENCE MEMORIAL HOSPITAL (041309),2019,Critical Access,Government - Local,25.0,36.074701,-90.966982,AR,,,7.3,,10.0,17.1
204,HOWARD MEMORIAL HOSPITAL (041311),2019,Critical Access,Voluntary non-profit - Private,24.0,33.950926,-93.880772,AR,,,8.6,,13.8,16.5
205,BAPTIST HEALTH MEDICAL CENTER HEBER SPINGS (041312),2019,Critical Access,Voluntary non-profit - Private,25.0,35.506578,-92.001319,AR,,,7.2,,12.9,18.1
206,OZARK HEALTH (041313),2019,Critical Access,Voluntary non-profit - Private,143.0,35.559375,-92.449913,AR,,,7.4,,10.7,18.3
207,MERCY HOSPITAL BOONEVILLE (041318),2019,Critical Access,Voluntary non-profit - Private,24.0,35.140979,-93.934703,AR,,,,,,14.7
208,"DE QUEEN MEDICAL CENTER, INC (041319)",2019,Critical Access,Proprietary,35.0,,,AR,,,9.0,,14.1,14.1
209,BAPTIST HEALTH MEDICAL CENTER-ARKADELPHIA (041321),2019,Critical Access,Voluntary non-profit - Private,25.0,34.122802,-93.08797,AR,,,9.8,,11.8,19.0
210,ASHLEY COUNTY MEDICAL CENTER (041323),2019,Critical Access,Voluntary non-profit - Private,34.0,33.137206,-91.93878,AR,,,8.4,15.7,11.1,14.8
211,CHI ST VINCENT MORRILTON (041324),2019,Critical Access,Voluntary non-profit - Church,24.0,35.16997,-92.721702,AR,,,8.7,,14.0,18.0
212,BRADLEY COUNTY MEDICAL CENTER (041327),2019,Critical Access,Voluntary non-profit - Private,35.0,33.610538,-92.058665,AR,,,7.4,,13.0,14.5
213,CHICOT MEMORIAL MEDICAL CENTER (041328),2019,Critical Access,Voluntary non-profit - Private,25.0,33.305642,-91.290353,AR,,,7.8,,13.5,14.9
214,MERCY HOSPITAL BERRYVILLE (041329),2019,Critical Access,Voluntary non-profit - Private,25.0,36.358225,-93.551993,AR,,,9.0,,,18.9
215,OZARKS COMMUNITY HOSPITAL OF GRAVETTE (041331),2019,Critical Access,Proprietary,26.0,36.408563,-94.45987,AR,,,8.5,,,13.6
216,ST ROSE HOSPITAL (050002),2019,Acute Care,Voluntary non-profit - Church,188.0,37.63291,-122.089742,CA,13.2,,8.0,11.9,13.3,20.2
217,ST JOSEPH HOSPITAL (050006),2019,Acute Care,Voluntary non-profit - Private,154.0,40.783103,-124.142039,CA,11.9,,9.4,14.1,12.0,15.2
218,MILLS-PENINSULA MEDICAL CENTER (050007),2019,Acute Care,Voluntary non-profit - Private,321.0,37.594398,-122.383356,CA,11.7,2.6,8.0,13.7,8.1,12.7
219,CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP (050008),2019,Acute Care,Voluntary non-profit - Other,203.0,37.769114,-122.434696,CA,,,8.5,18.4,11.8,15.2
220,QUEEN OF THE VALLEY MEDICAL CENTER (050009),2019,Acute Care,Voluntary non-profit - Church,172.0,38.323554,-122.295968,CA,12.4,3.4,10.1,14.2,11.9,15.5
221,ADVENTIST HEALTH ST HELENA (050013),2019,Acute Care,Voluntary non-profit - Private,153.0,38.54196,-122.475344,CA,14.3,3.3,10.6,,11.9,13.8
222,SUTTER AMADOR HOSPITAL (050014),2019,Acute Care,Voluntary non-profit - Private,50.0,38.349561,-120.765905,CA,,,9.2,15.9,12.9,16.0
223,MERCY GENERAL HOSPITAL (050017),2019,Acute Care,Voluntary non-profit - Church,379.0,38.569385,-121.452482,CA,11.8,2.4,10.1,12.8,11.0,14.7
224,RIVERSIDE COMMUNITY HOSPITAL (050022),2019,Acute Care,Government - State,415.0,33.975677,-117.380374,CA,12.6,2.5,7.9,13.1,11.2,16.4
225,PARADISE VALLEY HOSPITAL (050024),2019,Acute Care,Proprietary,289.0,32.686336,-117.083243,CA,13.4,,8.4,11.5,8.0,14.1
226,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MED CTR (050025),2019,Acute Care,Voluntary non-profit - Other,630.0,32.753717,-117.165914,CA,11.3,2.8,7.7,11.6,9.5,12.8
227,GROSSMONT HOSPITAL (050026),2019,Acute Care,Government - Hospital District or Authority,545.0,32.779435,-117.009178,CA,12.8,4.7,9.5,12.8,9.1,16.7
228,MAD RIVER COMMUNITY HOSPITAL (050028),2019,Acute Care,Proprietary,66.0,40.903309,-124.090847,CA,,,10.4,14.0,11.3,14.1
229,OROVILLE HOSPITAL (050030),2019,Acute Care,Voluntary non-profit - Private,166.0,39.504535,-121.542106,CA,12.3,,7.3,10.3,6.5,9.2
230,BAKERSFIELD MEMORIAL HOSPITAL (050036),2019,Acute Care,Voluntary non-profit - Private,396.0,35.390474,-119.006836,CA,15.6,3.7,9.3,15.9,14.4,19.8
231,SANTA CLARA VALLEY MEDICAL CENTER (050038),2019,Acute Care,Government - Local,684.0,37.313702,-121.931888,CA,13.5,,8.9,14.5,10.3,21.7
232,ENLOE MEDICAL CENTER (050039),2019,Acute Care,Voluntary non-profit - Private,315.0,39.742284,-121.849128,CA,13.3,2.4,7.0,14.7,13.2,16.1
233,LAC/OLIVE VIEW-UCLA MEDICAL CENTER (050040),2019,Acute Care,Voluntary non-profit - Other,286.0,34.325912,-118.445513,CA,,,7.5,,11.0,13.8
234,ST ELIZABETH COMMUNITY HOSPITAL (050042),2019,Acute Care,Voluntary non-profit - Church,65.0,40.148834,-122.218303,CA,13.3,,9.4,15.6,15.0,18.2
235,ALTA BATES SUMMIT MEDICAL CENTER (050043),2019,Acute Care,Voluntary non-profit - Private,389.0,37.820784,-122.26328,CA,11.9,2.1,7.5,11.7,9.0,15.5
236,EL CENTRO REGIONAL MEDICAL CENTER (050045),2019,Acute Care,Voluntary non-profit - Other,162.0,32.781498,-115.56862,CA,11.7,,9.3,14.2,9.4,16.1
237,CALIFORNIA PACIFIC MEDICAL CENTER- VAN NESS CAMPUS (050047),2019,Acute Care,Voluntary non-profit - Private,456.0,37.786152,-122.421544,CA,14.1,3.2,7.2,12.3,10.3,13.7
238,SAN GORGONIO MEMORIAL HOSPITAL (050054),2019,Acute Care,Government - Hospital District or Authority,72.0,,,CA,,,8.7,,10.5,19.4
239,CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL (050055),2019,Acute Care,Voluntary non-profit - Church,186.0,37.74805,-122.420987,CA,,,8.5,,9.5,14.1
240,ANTELOPE VALLEY HOSPITAL (050056),2019,Acute Care,Government - Hospital District or Authority,396.0,34.689371,-118.158476,CA,13.8,,10.5,16.6,17.1,22.2
241,KAWEAH DELTA MEDICAL CENTER (050057),2019,Acute Care,Government - Hospital District or Authority,586.0,36.327415,-119.294172,CA,13.5,2.1,9.9,14.4,11.5,16.3
242,GLENDALE MEM HOSPITAL & HLTH CENTER (050058),2019,Acute Care,Voluntary non-profit - Private,276.0,34.127789,-118.257795,CA,11.4,2.2,7.3,11.8,9.2,13.8
243,COMMUNITY REGIONAL MEDICAL CENTER (050060),2019,Acute Care,Voluntary non-profit - Private,857.0,36.742583,-119.783023,CA,12.3,3.9,8.1,18.0,12.7,17.0
244,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER (050063),2019,Acute Care,Proprietary,434.0,34.096116,-118.291753,CA,12.5,,6.8,14.2,9.0,12.2
245,OAK VALLEY HOSPITAL DISTRICT (050067),2019,Acute Care,Government - Hospital District or Authority,150.0,37.758098,-120.860363,CA,,,9.0,,11.7,16.4
246,ST JOSEPH HOSPITAL (050069),2019,Acute Care,Voluntary non-profit - Church,426.0,33.782399,-117.866093,CA,14.3,3.5,10.3,13.0,12.0,16.0
247,KAISER FOUNDATION HOSPITAL-SANTA CLARA (050071),2019,Acute Care,Voluntary non-profit - Private,330.0,37.335456,-121.995767,CA,,,,14.6,11.7,
248,KAISER FOUNDATION HOSPITAL AND REHAB CENTER (050073),2019,Acute Care,Voluntary non-profit - Other,245.0,38.128437,-122.247586,CA,12.4,,,13.4,12.0,17.2
249,KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND (050075),2019,Acute Care,Voluntary non-profit - Other,372.0,37.823857,-122.257589,CA,12.8,,7.8,14.3,10.7,14.6
250,SCRIPPS MERCY HOSPITAL (050077),2019,Acute Care,Voluntary non-profit - Private,547.0,32.751211,-117.161024,CA,14.1,3.0,8.0,13.4,9.7,13.6
251,PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO (050078),2019,Acute Care,Voluntary non-profit - Private,336.0,33.737928,-118.305005,CA,,,9.7,15.6,11.8,16.3
252,ST JOHNS REGIONAL MEDICAL CENTER (050082),2019,Acute Care,Voluntary non-profit - Private,299.0,34.216555,-119.158351,CA,13.3,3.4,7.6,12.1,8.7,12.1
253,ST JOSEPH'S MEDICAL CENTER OF STOCKTON (050084),2019,Acute Care,Voluntary non-profit - Church,354.0,37.970737,-121.289251,CA,13.6,3.9,10.0,14.6,12.1,18.9
254,COMMUNITY HOSPITAL OF SAN BERNARDINO (050089),2019,Acute Care,Voluntary non-profit - Private,421.0,34.131238,-117.322559,CA,,,8.7,,10.1,14.2
255,SONOMA VALLEY HOSPITAL (050090),2019,Acute Care,Government - Hospital District or Authority,78.0,38.288564,-122.46585,CA,,,8.4,15.1,11.7,17.5
256,COMMUNITY HOSPITAL OF HUNTINGTON PARK (050091),2019,Acute Care,Proprietary,81.0,33.989182,-118.22419,CA,11.3,,8.3,,10.7,13.5
257,SAINT AGNES MEDICAL CENTER (050093),2019,Acute Care,Voluntary non-profit - Church,414.0,36.837102,-119.765878,CA,12.0,2.7,8.4,13.1,11.1,17.5
258,"WEST COVINA MEDICAL CENTER, INC (050096)",2019,Acute Care,Proprietary,46.0,34.070928,-117.944166,CA,,,5.8,,,12.9
259,SAN ANTONIO REGIONAL HOSPITAL (050099),2019,Acute Care,Voluntary non-profit - Other,316.0,34.101079,-117.636862,CA,11.3,2.3,8.2,13.2,9.5,13.9
260,SHARP MEMORIAL HOSPITAL (050100),2019,Acute Care,Voluntary non-profit - Other,860.0,32.800255,-117.154133,CA,12.6,2.6,9.5,11.9,10.4,13.0
261,SUTTER SOLANO MEDICAL CENTER (050101),2019,Acute Care,Voluntary non-profit - Private,104.0,38.130893,-122.238105,CA,13.0,,8.1,14.0,12.1,16.3
262,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER (050102),2019,Acute Care,Voluntary non-profit - Private,191.0,33.925697,-117.440052,CA,,,7.5,,13.5,14.0
263,WHITE MEMORIAL MEDICAL CENTER (050103),2019,Acute Care,Voluntary non-profit - Church,352.0,,,CA,11.5,,7.4,12.6,9.3,12.2
264,SAINT FRANCIS MEDICAL CENTER (050104),2019,Acute Care,Voluntary non-profit - Church,372.0,33.931016,-118.203834,CA,12.9,,6.7,14.2,8.7,15.6
265,MARIAN REGIONAL MEDICAL CENTER (050107),2019,Acute Care,Voluntary non-profit - Church,345.0,34.952117,-120.412494,CA,14.4,2.6,9.5,15.5,15.4,16.8
266,"SUTTER MEDICAL CENTER, SACRAMENTO (050108)",2019,Acute Care,Voluntary non-profit - Private,595.0,38.570258,-121.469682,CA,12.8,2.0,8.8,13.9,11.0,14.8
267,LOMPOC VALLEY MEDICAL CENTER (050110),2019,Acute Care,Government - Hospital District or Authority,170.0,34.640639,-120.439899,CA,,,9.9,15.5,14.3,20.6
268,SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL (050112),2019,Acute Care,Government - State,275.0,34.027776,-118.486315,CA,12.6,,6.9,10.4,8.0,10.8
269,SAN MATEO MEDICAL CENTER (050113),2019,Acute Care,Government - Local,421.0,37.530116,-122.299406,CA,,,,,,15.7
270,PALOMAR HEALTH DOWNTOWN CAMPUS (050115),2019,Acute Care,Government - Hospital District or Authority,405.0,33.125937,-117.076186,CA,15.2,2.5,7.4,13.6,11.0,15.8
271,NORTHRIDGE HOSPITAL MEDICAL CENTER (050116),2019,Acute Care,Voluntary non-profit - Private,406.0,34.220789,-118.533216,CA,10.7,3.1,8.4,13.1,8.8,14.6
272,DOCTORS HOSPITAL OF MANTECA (050118),2019,Acute Care,Proprietary,73.0,37.801087,-121.19691,CA,13.7,,10.0,14.5,14.3,15.2
273,ADVENTIST HEALTH HANFORD (050121),2019,Acute Care,Voluntary non-profit - Church,222.0,36.323877,-119.669005,CA,13.6,,10.4,13.3,12.0,16.0
274,DAMERON HOSPITAL (050122),2019,Acute Care,Voluntary non-profit - Other,186.0,37.961201,-121.300691,CA,13.2,,9.7,15.8,13.8,16.2
275,USC VERDUGO HILLS HOSPITAL (050124),2019,Acute Care,Voluntary non-profit - Private,176.0,34.205614,-118.216048,CA,13.4,,9.3,13.1,9.6,14.3
276,REGIONAL MEDICAL CENTER OF SAN JOSE (050125),2019,Acute Care,Voluntary non-profit - Church,247.0,37.363787,-121.848823,CA,11.9,2.7,7.5,17.1,8.9,16.1
277,VALLEY PRESBYTERIAN HOSPITAL (050126),2019,Acute Care,Voluntary non-profit - Other,350.0,34.193917,-118.463271,CA,11.2,,7.2,12.5,9.1,13.8
278,WOODLAND MEMORIAL HOSPITAL (050127),2019,Acute Care,Voluntary non-profit - Other,107.0,38.664344,-121.793403,CA,,,10.2,15.7,13.9,18.2
279,TRI-CITY MEDICAL CENTER (050128),2019,Acute Care,Government - Hospital District or Authority,335.0,33.183783,-117.290918,CA,12.9,3.8,9.8,12.9,12.9,17.8
280,ST BERNARDINE MEDICAL CENTER (050129),2019,Acute Care,Voluntary non-profit - Private,324.0,34.134331,-117.27876,CA,14.3,3.3,9.8,16.5,9.8,17.5
281,NOVATO COMMUNITY HOSPITAL (050131),2019,Acute Care,Voluntary non-profit - Other,47.0,38.098077,-122.55966,CA,12.7,,8.4,12.5,12.8,13.4
282,SAN GABRIEL VALLEY MEDICAL CENTER (050132),2019,Acute Care,Physician,272.0,34.102461,-118.105572,CA,11.2,,6.0,12.5,8.0,10.7
283,ADVENTIST HEALTH AND RIDEOUT (050133),2019,Acute Care,Voluntary non-profit - Private,235.0,39.138832,-121.593622,CA,13.3,3.8,10.1,13.4,13.2,18.0
284,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD (050135),2019,Acute Care,Proprietary,518.0,34.096192,-118.325371,CA,11.3,,5.9,12.5,7.3,8.1
285,PETALUMA VALLEY HOSPITAL (050136),2019,Acute Care,Voluntary non-profit - Other,80.0,38.253183,-122.63286,CA,12.7,,7.4,14.0,10.4,13.1
286,KAISER FOUNDATION HOSPITAL - LOS ANGELES (050138),2019,Acute Care,Voluntary non-profit - Other,517.0,34.098141,-118.294825,CA,,,,13.8,12.5,
287,KAISER FOUNDATION HOSPITAL FONTANA (050140),2019,Acute Care,Voluntary non-profit - Private,634.0,34.072271,-117.433458,CA,,,,14.7,,14.4
288,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA (050145),2019,Acute Care,Voluntary non-profit - Private,278.0,,,CA,12.5,3.2,9.7,11.6,12.3,16.5
289,CALIFORNIA HOSPITAL MEDICAL CENTER LA (050149),2019,Acute Care,Voluntary non-profit - Other,312.0,34.037212,-118.265363,CA,12.2,,8.1,14.1,9.6,13.0
290,SIERRA NEVADA MEMORIAL HOSPITAL (050150),2019,Acute Care,Voluntary non-profit - Other,108.0,39.228949,-121.047264,CA,13.6,,7.2,14.6,12.6,16.2
291,SAINT FRANCIS MEMORIAL HOSPITAL (050152),2019,Acute Care,Voluntary non-profit - Private,202.0,37.789561,-122.417112,CA,,,8.5,15.1,10.8,14.4
292,O'CONNOR HOSPITAL (050153),2019,Acute Care,Voluntary non-profit - Church,348.0,,,CA,12.2,3.5,8.1,12.1,13.3,13.8
293,ENCINO HOSPITAL MEDICAL CENTER (050158),2019,Acute Care,Proprietary,139.0,34.156826,-118.486948,CA,11.2,,7.8,,7.7,10.6
294,VENTURA COUNTY MEDICAL CENTER (050159),2019,Acute Care,Government - Local,269.0,34.279055,-119.254355,CA,14.3,,8.6,16.9,12.8,15.7
295,SAN JOAQUIN GENERAL HOSPITAL (050167),2019,Acute Care,Government - Local,187.0,37.886492,-121.282061,CA,,,9.9,12.6,15.2,16.5
296,ST JUDE MEDICAL CENTER (050168),2019,Acute Care,Voluntary non-profit - Church,336.0,33.893503,-117.927952,CA,12.0,2.5,8.1,13.2,11.8,15.7
297,PIH HEALTH HOSPITAL-WHITTIER (050169),2019,Acute Care,Voluntary non-profit - Private,431.0,33.967433,-118.048143,CA,12.0,3.1,8.3,11.0,7.4,12.5
298,SANTA ROSA MEMORIAL HOSPITAL (050174),2019,Acute Care,Voluntary non-profit - Private,280.0,38.442954,-122.701112,CA,11.6,2.5,7.8,15.2,9.7,18.0
299,EMANUEL MEDICAL CENTER (050179),2019,Acute Care,Voluntary non-profit - Church,1288.0,37.510487,-120.837491,CA,11.6,,10.6,15.5,14.2,17.9
300,JOHN MUIR MEDICAL CENTER - WALNUT CREEK CAMPUS (050180),2019,Acute Care,Voluntary non-profit - Other,473.0,37.914297,-122.042071,CA,10.7,,6.6,12.3,9.4,13.7
301,GEORGE L MEE MEMORIAL HOSPITAL (050189),2019,Acute Care,Voluntary non-profit - Other,89.0,36.206819,-121.132137,CA,,,9.2,,10.6,14.6
302,ST MARY MEDICAL CENTER (050191),2019,Acute Care,Voluntary non-profit - Church,304.0,33.779954,-118.186683,CA,13.4,,7.9,15.3,11.2,18.5
303,ADVENTIST HEALTH REEDLEY (050192),2019,Acute Care,Voluntary non-profit - Private,49.0,36.607812,-119.451695,CA,,,8.1,,,16.5
304,WATSONVILLE COMMUNITY HOSPITAL (050194),2019,Acute Care,Proprietary,106.0,36.92828,-121.793721,CA,13.3,,11.2,15.4,12.4,18.1
305,WASHINGTON HOSPITAL (050195),2019,Acute Care,Government - Hospital District or Authority,320.0,37.557653,-121.98087,CA,13.5,2.6,7.6,13.2,9.4,15.2
306,SEQUOIA HOSPITAL (050197),2019,Acute Care,Voluntary non-profit - Private,219.0,37.480987,-122.253223,CA,13.3,2.7,7.1,14.1,7.6,12.9
307,PALMDALE REGIONAL MEDICAL CENTER (050204),2019,Acute Care,Proprietary,170.0,34.585688,-118.14364,CA,11.3,,10.5,13.1,10.9,14.5
308,GLENDORA COMMUNITY HOSPITAL (050205),2019,Acute Care,Proprietary,128.0,34.128685,-117.865193,CA,,,7.8,,11.3,10.9
309,ALAMEDA HOSPITAL (050211),2019,Acute Care,Government - Hospital District or Authority,231.0,37.76323,-122.253541,CA,13.3,,7.7,12.0,11.8,17.2
310,SHARP CHULA VISTA MEDICAL CENTER (050222),2019,Acute Care,Proprietary,370.0,32.618448,-117.02399,CA,12.4,3.0,6.8,12.1,9.5,15.1
311,HOAG MEMORIAL HOSPITAL PRESBYTERIAN (050224),2019,Acute Care,Voluntary non-profit - Private,468.0,,,CA,11.7,2.7,7.8,11.1,9.4,13.7
312,ADVENTIST HEALTH FEATHER RIVER (050225),2019,Acute Care,Voluntary non-profit - Church,100.0,39.756161,-121.572305,CA,13.5,,9.4,12.7,13.5,13.6
313,AHMC ANAHEIM REGIONAL MEDICAL CENTER (050226),2019,Acute Care,Voluntary non-profit - Private,223.0,33.847138,-117.933934,CA,12.1,3.2,8.2,12.4,9.5,14.8
314,ZUCKERBERG SAN FRANCISCO GENERAL HOSP & TRAUMA CTR (050228),2019,Acute Care,Government - Local,422.0,37.756171,-122.406608,CA,13.0,,7.8,14.6,10.0,16.6
315,GARDEN GROVE HOSPITAL & MEDICAL CENTER (050230),2019,Acute Care,Proprietary,160.0,33.774471,-117.913645,CA,12.2,,8.7,12.6,7.8,11.2
316,POMONA VALLEY HOSPITAL MEDICAL CENTER (050231),2019,Acute Care,Voluntary non-profit - Private,399.0,34.077639,-117.752329,CA,13.7,2.9,8.1,12.7,10.5,16.0
317,FRENCH HOSPITAL MEDICAL CENTER (050232),2019,Acute Care,Voluntary non-profit - Other,103.0,35.278663,-120.650212,CA,13.0,3.8,10.3,11.7,14.3,17.6
318,SHARP CORONADO HOSPITAL AND HLTHCR CTR (050234),2019,Acute Care,Voluntary non-profit - Other,185.0,32.694257,-117.167947,CA,,,,14.4,13.5,14.8
319,PROVIDENCE SAINT JOSEPH MEDICAL CTR (050235),2019,Acute Care,Voluntary non-profit - Church,361.0,34.157643,-118.327841,CA,11.7,2.5,7.5,12.6,9.8,13.1
320,ADVENTIST HEALTH SIMI VALLEY (050236),2019,Acute Care,Voluntary non-profit - Church,144.0,34.288837,-118.74396,CA,12.9,,7.2,12.0,10.6,13.1
321,METHODIST HOSPITAL OF SOUTHERN CA (050238),2019,Acute Care,Voluntary non-profit - Private,404.0,34.134862,-118.042446,CA,13.0,2.6,7.5,11.4,9.0,13.5
322,GLENDALE ADVENTIST MEDICAL CENTER (050239),2019,Acute Care,Voluntary non-profit - Private,460.0,34.149161,-118.230354,CA,10.7,3.5,6.7,11.4,8.4,13.6
323,DOMINICAN HOSPITAL (050242),2019,Acute Care,Voluntary non-profit - Church,234.0,36.988341,-121.983818,CA,11.5,3.5,8.0,14.5,11.2,17.6
324,DESERT REGIONAL MEDICAL CENTER (050243),2019,Acute Care,Proprietary,364.0,33.838861,-116.545598,CA,16.3,2.9,6.8,15.5,14.7,15.9
