,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,CAUTI W Z Score,CDI W Z Score,CLABSI W Z Score,MRSA W Z Score,SSI W Z Score,PSI-90 W Z Score,Total HAC Score,Payment Reduction
141,BANNER GATEWAY MEDICAL CENTER (030122),2020,Acute Care,Voluntary non-profit - Other,170.0,33.384225,-111.719634,AZ,0.6823,1.971,-0.155,2.2502,0.3366,2.1381,1.2039,Yes
142,SCOTTSDALE THOMPSON PEAK MEDICAL CENTER (030123),2020,Acute Care,Proprietary,98.0,33.669777,-111.921803,AZ,-0.3477,0.9042,-1.0461,-0.2276,-0.2602,-0.9063,-0.314,No
143,BANNER IRONWOOD MEDICAL CENTER (030130),2020,Acute Care,Voluntary non-profit - Private,61.0,33.214839,-111.563447,AZ,,-0.8418,,,-0.2123,0.5585,-0.1652,No
144,O.A.S.I.S. HOSPITAL (030131),2020,Acute Care,Voluntary non-profit - Private,64.0,33.45672,-111.99521,AZ,-1.5354,-0.37,,,,-1.5258,-1.1437,No
145,BANNER GOLDFIELD MEDICAL CENTER (030134),2020,Acute Care,Voluntary non-profit - Other,23.0,33.393343,-111.566796,AZ,,-0.3099,,,,-0.0556,-0.1827,No
146,DIGNITY HEALTH - ARIZONA GENERAL HOSPITAL (030136),2020,Acute Care,Proprietary,14.0,33.380677,-112.168233,AZ,,-1.9626,,,,-0.0554,-1.009,No
147,SANTA CRUZ VALLEY REGIONAL HOSPITAL (030137),2020,Acute Care,Proprietary,49.0,31.807943,-111.010966,AZ,,0.0748,,,,0.0293,0.052,No
148,WESTERN REGIONAL MEDICAL CENTER (030138),2020,Acute Care,Proprietary,38.0,33.452804,-112.362571,AZ,,,,,,,,No
149,DIGNITY HEALTH ARIZONA GENERAL HOSPITAL (030139),2020,Acute Care,Voluntary non-profit - Private,50.0,,,AZ,,,,,,,,No
150,SILOAM SPRINGS REGIONAL HOSPITAL (040001),2020,Acute Care,Proprietary,46.0,36.190377,-94.509658,AR,,0.0417,,,0.4085,-0.1267,0.1078,No
151,JOHNSON REGIONAL MEDICAL CENTER (040002),2020,Acute Care,Voluntary non-profit - Private,86.0,35.464384,-93.445797,AR,-1.5354,-1.1483,,,,1.1715,-0.504,No
152,WASHINGTON REGIONAL MEDICAL CENTER (040004),2020,Acute Care,Voluntary non-profit - Private,314.0,36.110984,-94.157862,AR,1.87,0.4414,0.8316,0.5423,1.5672,0.8653,1.0196,Yes
153,CHI-ST VINCENT INFIRMARY (040007),2020,Acute Care,Voluntary non-profit - Private,414.0,,,AR,1.0091,0.5376,2.1941,1.1883,-0.1018,0.338,0.8609,Yes
154,MERCY HOSPITAL NORTHWEST ARKANSAS (040010),2020,Acute Care,Voluntary non-profit - Church,201.0,36.309562,-94.184709,AR,0.8552,-0.6855,0.941,0.0095,0.5116,-1.5258,0.0177,No
155,CHAMBERS MEMORIAL HOSPITAL (040011),2020,Acute Care,Voluntary non-profit - Private,41.0,35.054823,-93.388543,AR,,-0.6705,,,,-0.3119,-0.4912,No
156,WHITE COUNTY MEDICAL CENTER (040014),2020,Acute Care,Voluntary non-profit - Private,315.0,35.250446,-91.696758,AR,-1.3073,0.0147,-1.4459,0.2856,-0.1994,-0.6577,-0.5517,No
157,MENA REGIONAL HEALTH SYSTEM (040015),2020,Acute Care,Government - Local,65.0,34.588386,-94.221383,AR,-1.5354,-1.9626,,,,-0.2132,-1.2371,No
158,UAMS MEDICAL CENTER (040016),2020,Acute Care,Government - State,480.0,34.751583,-92.320998,AR,0.1958,1.4541,-0.529,-0.4612,0.3937,2.3575,0.5685,Yes
159,NORTH ARKANSAS REGIONAL MEDICAL CENTER (040017),2020,Acute Care,Voluntary non-profit - Other,133.0,36.236281,-93.107148,AR,,-1.4307,,,1.079,0.2424,-0.0364,No
160,SPARKS MEDICAL CENTER - VAN BUREN (040018),2020,Acute Care,Proprietary,68.0,35.434175,-94.339451,AR,,-1.9626,,,,-0.0578,-1.0102,No
161,FORREST CITY MEDICAL CENTER (040019),2020,Acute Care,Proprietary,68.0,35.039275,-90.771894,AR,,-1.2294,,,-0.0815,-0.2495,-0.5201,No
162,ST BERNARDS MEDICAL CENTER (040020),2020,Acute Care,Voluntary non-profit - Private,376.0,35.837478,-90.702142,AR,0.4542,1.1716,0.6048,0.2733,0.0824,-0.7671,0.3032,No
163,NORTHWEST MEDICAL CENTER-SPRINGDALE (040022),2020,Acute Care,Proprietary,325.0,36.181394,-94.136464,AR,-0.4104,0.4294,1.7545,0.4839,-0.6545,-0.1898,0.2355,No
164,CHI ST. VINCENT HOSPITAL HOT SPRINGS (040026),2020,Acute Care,Voluntary non-profit - Church,235.0,34.466035,-93.066396,AR,0.2414,0.0868,-0.71,0.1175,-1.2753,-1.3017,-0.4735,No
165,BAXTER REGIONAL MEDICAL CENTER (040027),2020,Acute Care,Voluntary non-profit - Private,214.0,36.343067,-92.395905,AR,0.2471,-0.6344,-1.4459,1.3865,0.963,0.0735,0.0983,No
166,CONWAY REGIONAL HEALTH SYSTEM (040029),2020,Acute Care,Voluntary non-profit - Private,151.0,35.084826,-92.457103,AR,-1.0128,1.2167,-0.1689,2.2502,-0.8737,0.8839,0.3826,Yes
167,BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK (040036),2020,Acute Care,Voluntary non-profit - Private,212.0,34.784075,-92.218633,AR,0.1065,-0.37,0.016,0.6821,0.0916,0.0114,0.0896,No
168,ARKANSAS METHODIST MEDICAL CENTER (040039),2020,Acute Care,Voluntary non-profit - Private,129.0,36.052593,-90.499051,AR,0.1882,-1.0822,0.1533,1.7299,1.0146,-0.6301,0.2289,No
169,ST MARYS REGIONAL MEDICAL CENTER (040041),2020,Acute Care,Proprietary,155.0,35.28286,-93.149908,AR,-1.18,-0.8207,-0.0814,-0.0984,-0.975,-0.3871,-0.5905,No
170,FIVE RIVERS MEDICAL CENTER (040047),2020,Acute Care,Voluntary non-profit - Private,44.0,36.289911,-90.996334,AR,,1.971,,,,-0.0852,0.9429,Yes
171,OUACHITA COUNTY MEDICAL CENTER (040050),2020,Acute Care,Voluntary non-profit - Private,97.0,,,AR,-1.5354,-1.1152,,,,-0.5922,-1.0809,No
172,DREW MEMORIAL HOSPITAL (040051),2020,Acute Care,Voluntary non-profit - Private,51.0,33.610628,-91.814978,AR,,0.1199,,,,-0.33,-0.1051,No
173,BAPTIST HEALTH - FORT SMITH (040055),2020,Acute Care,Proprietary,288.0,35.374527,-94.421311,AR,-0.5833,0.9613,0.561,1.006,0.11,2.3575,0.7354,Yes
174,MERCY HOSPITAL FORT SMITH (040062),2020,Acute Care,Voluntary non-profit - Private,367.0,35.353647,-94.352964,AR,1.6153,-1.2354,1.5496,-0.309,0.753,-1.5258,0.1413,No
175,MAGNOLIA HOSPITAL (040067),2020,Acute Care,Government - Local,38.0,33.275123,-93.240071,AR,0.0609,-0.971,,,,-0.3882,-0.4328,No
176,GREAT RIVER MEDICAL CENTER (040069),2020,Acute Care,Voluntary non-profit - Other,106.0,35.943011,-89.918929,AR,,-1.9626,,,,-0.2509,-1.1068,No
177,JEFFERSON REGIONAL MEDICAL CENTER (040071),2020,Acute Care,Voluntary non-profit - Private,322.0,34.189066,-92.018453,AR,1.3683,1.1326,2.1941,-0.286,-0.4537,2.3575,1.0521,Yes
178,BAPTIST HEALTH MEDICAL CENTER-STUTTGART (040072),2020,Acute Care,Voluntary non-profit - Private,49.0,34.517773,-91.557572,AR,,-1.569,,,,-0.2441,-0.9065,No
179,NORTH METRO MEDICAL CENTER (040074),2020,Acute Care,Proprietary,70.0,34.872381,-92.124697,AR,,-0.1055,,,,0.0945,-0.0055,No
180,BAPTIST HEALTH MEDICAL CENTER-HOT SPRINGS COUNTY (040076),2020,Acute Care,Voluntary non-profit - Private,69.0,34.358913,-92.786418,AR,,-1.8394,,,,-0.0527,-0.9461,No
181,NATIONAL PARK MEDICAL CENTER (040078),2020,Acute Care,Proprietary,162.0,34.486239,-93.033554,AR,0.3003,0.3422,0.9907,2.2502,-0.286,2.3575,0.9925,Yes
182,SALINE MEMORIAL HOSPITAL (040084),2020,Acute Care,Voluntary non-profit - Private,165.0,34.573552,-92.584405,AR,0.3934,-1.3075,-0.4037,2.2502,1.4917,-1.5258,0.1497,No
183,HELENA REGIONAL MEDICAL CENTER (040085),2020,Acute Care,Proprietary,133.0,34.508357,-90.62733,AR,-1.5354,-1.3917,,,,-0.011,-0.9794,No
184,MEDICAL CENTER OF SOUTH ARKANSAS (040088),2020,Acute Care,Proprietary,124.0,33.218378,-92.67103,AR,0.1103,1.971,,,-0.2823,1.186,0.7462,Yes
185,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK (040114),2020,Acute Care,Voluntary non-profit - Private,773.0,,,AR,1.4595,-0.2197,1.0285,0.5989,0.1358,-1.0192,0.3306,No
186,NEA BAPTIST MEMORIAL HOSPITAL (040118),2020,Acute Care,Voluntary non-profit - Private,168.0,35.864204,-90.639107,AR,-0.475,1.409,-0.6006,-0.0577,-1.5,-0.7893,-0.3356,No
187,WHITE RIVER MEDICAL CENTER (040119),2020,Acute Care,Voluntary non-profit - Private,202.0,35.769572,-91.634721,AR,-0.705,-0.0875,0.0319,-0.3055,0.6609,0.0337,-0.0619,No
188,LEVI HOSPITAL (040132),2020,Acute Care,Voluntary non-profit - Private,53.0,34.509945,-93.056649,AR,,,,,,0.0888,0.0888,No
189,"ARKANSAS HEART HOSPITAL, LLC (040134)",2020,Acute Care,Proprietary,112.0,34.739159,-92.394421,AR,0.4751,0.6758,-1.2411,2.2502,,-1.5258,0.1269,No
190,ST VINCENT MEDICAL CENTER/NORTH (040137),2020,Acute Care,Voluntary non-profit - Private,59.0,34.814378,-92.207514,AR,1.0015,0.3092,,,,0.9469,0.7525,Yes
191,ARKANSAS SURGICAL HOSPITAL (040147),2020,Acute Care,Physician,49.0,34.801458,-92.347687,AR,-0.3724,-1.9626,,,,-1.5258,-1.2869,No
192,NORTHWEST HEALTH PHYSICIANS SPECIALTY HOSPITAL (040152),2020,Acute Care,Proprietary,20.0,36.12133,-94.13373,AR,,,,,,-0.53,-0.53,No
193,WADLEY REGIONAL MEDICAL CENTER AT HOPE (040153),2020,Acute Care,Proprietary,70.0,33.648008,-93.587052,AR,-1.5354,-0.9229,,,,-0.3468,-0.935,No
194,BAPTIST HEALTH MEDICAL CENTER-CONWAY (040154),2020,Acute Care,Voluntary non-profit - Private,111.0,,,AR,0.3839,-0.4691,-1.4459,,-1.5,-0.5357,-0.7134,No
195,"BAPTIST MEMORIAL HOSPITAL-CRITTENDEN, INC (040156)",2020,Acute Care,Voluntary non-profit - Private,11.0,,,AR,,,,,,,,No
196,ST ROSE HOSPITAL (050002),2020,Acute Care,Voluntary non-profit - Church,188.0,37.63291,-122.089742,CA,-0.0779,-0.1867,2.1941,1.8201,1.5819,-0.7269,0.7675,Yes
197,ST JOSEPH HOSPITAL (050006),2020,Acute Care,Voluntary non-profit - Private,154.0,40.783103,-124.142039,CA,0.2623,-0.5803,-0.4574,-0.4878,2.0996,1.5318,0.3947,Yes
198,MILLS-PENINSULA MEDICAL CENTER (050007),2020,Acute Care,Voluntary non-profit - Private,321.0,37.594398,-122.383356,CA,-1.3758,0.0477,0.6406,-0.7427,-0.0705,-0.3564,-0.3095,No
199,CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP (050008),2020,Acute Care,Voluntary non-profit - Other,203.0,37.769114,-122.434696,CA,2.1151,1.0454,-1.4459,0.0202,,-0.0646,0.334,Yes
200,QUEEN OF THE VALLEY MEDICAL CENTER (050009),2020,Acute Care,Voluntary non-profit - Church,172.0,38.323554,-122.295968,CA,0.1445,1.4391,2.1046,-0.2435,0.2814,-0.4238,0.5504,Yes
201,ADVENTIST HEALTH ST HELENA (050013),2020,Acute Care,Voluntary non-profit - Private,153.0,38.54196,-122.475344,CA,-0.8665,1.0244,-1.062,2.2502,0.438,0.2678,0.342,Yes
202,SUTTER AMADOR HOSPITAL (050014),2020,Acute Care,Voluntary non-profit - Private,50.0,38.349561,-120.765905,CA,-0.6783,0.0958,1.122,,-1.5,-0.1179,-0.2157,No
203,MERCY GENERAL HOSPITAL (050017),2020,Acute Care,Voluntary non-profit - Church,379.0,38.569385,-121.452482,CA,-0.4446,0.6638,-0.6901,-0.7427,-1.1758,1.0376,-0.2253,No
204,RIVERSIDE COMMUNITY HOSPITAL (050022),2020,Acute Care,Government - State,415.0,33.975677,-117.380374,CA,0.8343,0.9192,0.2726,1.0308,0.4895,-0.1104,0.5727,Yes
205,PARADISE VALLEY HOSPITAL (050024),2020,Acute Care,Proprietary,289.0,32.686336,-117.083243,CA,-0.1311,-0.376,0.1592,0.4679,,-0.8916,-0.1543,No
206,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MED CTR (050025),2020,Acute Care,Voluntary non-profit - Other,630.0,32.753717,-117.165914,CA,0.0875,0.8501,0.5173,-0.0223,0.893,0.2551,0.4301,Yes
207,GROSSMONT HOSPITAL (050026),2020,Acute Care,Government - Hospital District or Authority,545.0,32.779435,-117.009178,CA,1.4538,-0.2618,-0.3579,-0.2843,0.1524,0.3975,0.1833,No
208,MAD RIVER COMMUNITY HOSPITAL (050028),2020,Acute Care,Proprietary,66.0,40.903309,-124.090847,CA,-0.1311,-1.4999,,,1.7367,0.1669,0.0682,No
209,OROVILLE HOSPITAL (050030),2020,Acute Care,Voluntary non-profit - Private,166.0,39.504535,-121.542106,CA,-1.1515,0.0447,-1.4459,-0.8966,1.3204,-0.0756,-0.3674,No
210,BAKERSFIELD MEMORIAL HOSPITAL (050036),2020,Acute Care,Voluntary non-profit - Private,396.0,35.390474,-119.006836,CA,0.8343,-0.1806,-0.1908,-0.1657,-0.1829,-0.5547,-0.0734,No
211,SANTA CLARA VALLEY MEDICAL CENTER (050038),2020,Acute Care,Government - Local,684.0,37.313702,-121.931888,CA,1.6609,0.4985,0.5571,-0.6418,1.138,0.1112,0.554,Yes
212,ENLOE MEDICAL CENTER (050039),2020,Acute Care,Voluntary non-profit - Private,315.0,39.742284,-121.849128,CA,-0.4142,1.5442,-1.0044,-0.6099,-0.9971,-1.1198,-0.4335,No
213,LAC/OLIVE VIEW-UCLA MEDICAL CENTER (050040),2020,Acute Care,Voluntary non-profit - Other,286.0,34.325912,-118.445513,CA,0.973,0.1138,-1.0819,0.8555,0.0106,-0.027,0.1407,No
214,ST ELIZABETH COMMUNITY HOSPITAL (050042),2020,Acute Care,Voluntary non-profit - Church,65.0,40.148834,-122.218303,CA,-0.3838,1.403,,,-1.5,-1.1845,-0.4163,No
215,ALTA BATES SUMMIT MEDICAL CENTER (050043),2020,Acute Care,Voluntary non-profit - Private,389.0,37.820784,-122.26328,CA,-0.5187,-0.2287,0.8972,0.5087,1.0256,0.0337,0.2863,No
216,EL CENTRO REGIONAL MEDICAL CENTER (050045),2020,Acute Care,Voluntary non-profit - Other,162.0,32.781498,-115.56862,CA,1.4044,-0.7306,2.1941,-1.4453,0.5761,-0.0498,0.3248,No
217,CALIFORNIA PACIFIC MEDICAL CENTER- VAN NESS CAMPUS (050047),2020,Acute Care,Voluntary non-profit - Private,456.0,37.786152,-122.421544,CA,1.3284,0.5766,-0.1849,-0.594,0.6388,0.4733,0.373,Yes
218,SAN GORGONIO MEMORIAL HOSPITAL (050054),2020,Acute Care,Government - Hospital District or Authority,72.0,,,CA,-0.9596,0.3843,1.9932,,,-0.2057,0.303,No
219,CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL (050055),2020,Acute Care,Voluntary non-profit - Church,186.0,37.74805,-122.420987,CA,0.5017,-0.986,1.2592,-0.1338,1.7367,0.0027,0.3968,Yes
220,ANTELOPE VALLEY HOSPITAL (050056),2020,Acute Care,Government - Hospital District or Authority,396.0,34.689371,-118.158476,CA,0.2357,0.781,0.7838,0.5989,0.2722,0.6361,0.5513,Yes
221,KAWEAH DELTA MEDICAL CENTER (050057),2020,Acute Care,Government - Hospital District or Authority,586.0,36.327415,-119.294172,CA,0.4561,0.186,1.3189,2.2502,0.3551,0.0809,0.7745,Yes
222,GLENDALE MEM HOSPITAL & HLTH CENTER (050058),2020,Acute Care,Voluntary non-profit - Private,276.0,34.127789,-118.257795,CA,-0.5206,-0.5142,-0.0516,-0.0595,1.4714,-0.4302,-0.0174,No
223,COMMUNITY REGIONAL MEDICAL CENTER (050060),2020,Acute Care,Voluntary non-profit - Private,857.0,36.742583,-119.783023,CA,2.1854,0.2942,1.0722,-0.1904,1.7791,0.6095,0.9583,Yes
224,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER (050063),2020,Acute Care,Proprietary,434.0,34.096116,-118.291753,CA,1.7502,-0.5833,1.0006,1.4396,-0.6066,2.2651,0.8776,Yes
225,OAK VALLEY HOSPITAL DISTRICT (050067),2020,Acute Care,Government - Hospital District or Authority,150.0,37.758098,-120.860363,CA,,1.7486,,,,-0.1498,0.7994,Yes
226,ST JOSEPH HOSPITAL (050069),2020,Acute Care,Voluntary non-profit - Church,426.0,33.782399,-117.866093,CA,0.9825,1.0033,-0.9705,-0.6878,0.0437,1.6042,0.3292,No
227,KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO (050070),2020,Acute Care,Voluntary non-profit - Private,120.0,37.658376,-122.439205,CA,0.8457,-1.557,-0.9944,-1.4453,0.449,-0.5267,-0.5381,No
228,KAISER FOUNDATION HOSPITAL-SANTA CLARA (050071),2020,Acute Care,Voluntary non-profit - Private,330.0,37.335456,-121.995767,CA,0.6823,0.0958,-0.6622,-0.5781,0.6756,-1.4407,-0.2045,No
229,KAISER FOUNDATION HOSPITAL - WALNUT CREEK (050072),2020,Acute Care,Voluntary non-profit - Other,233.0,37.891512,-122.057943,CA,1.8472,0.6247,-0.6145,-0.8294,1.0146,-0.3932,0.2749,No
230,KAISER FOUNDATION HOSPITAL AND REHAB CENTER (050073),2020,Acute Care,Voluntary non-profit - Other,245.0,38.128437,-122.247586,CA,0.7469,-0.4751,-1.2431,-0.4028,0.2095,-0.0551,-0.2033,No
231,KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND (050075),2020,Acute Care,Voluntary non-profit - Other,372.0,37.823857,-122.257589,CA,0.7127,-0.2768,-0.2386,-0.3568,1.4401,-0.382,0.1498,No
232,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO (050076),2020,Acute Care,Voluntary non-profit - Other,239.0,37.782778,-122.443222,CA,-0.0912,-0.4842,-0.6384,-0.9196,1.3904,-0.4823,-0.2042,No
233,SCRIPPS MERCY HOSPITAL (050077),2020,Acute Care,Voluntary non-profit - Private,547.0,32.751211,-117.161024,CA,0.477,-1.3015,0.4337,-0.0223,1.2835,0.5449,0.2359,No
234,PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO (050078),2020,Acute Care,Voluntary non-profit - Private,336.0,33.737928,-118.305005,CA,0.021,-0.7907,-0.8253,-1.4453,-1.5,-0.8243,-0.8941,No
235,ST JOHNS REGIONAL MEDICAL CENTER (050082),2020,Acute Care,Voluntary non-profit - Private,299.0,34.216555,-119.158351,CA,0.6177,0.3603,0.3601,0.3688,-0.4776,1.1032,0.3887,Yes
236,ST JOSEPH'S MEDICAL CENTER OF STOCKTON (050084),2020,Acute Care,Voluntary non-profit - Church,354.0,37.970737,-121.289251,CA,-1.1667,0.1589,-1.0521,-0.5303,-0.3394,-0.0498,-0.4966,No
237,COMMUNITY HOSPITAL OF SAN BERNARDINO (050089),2020,Acute Care,Voluntary non-profit - Private,421.0,34.131238,-117.322559,CA,-0.684,0.0928,0.8753,-0.5497,-0.8608,-0.4449,-0.2619,No
238,SONOMA VALLEY HOSPITAL (050090),2020,Acute Care,Government - Hospital District or Authority,78.0,38.288564,-122.46585,CA,1.1497,1.971,,,,-0.8724,0.7495,Yes
239,COMMUNITY HOSPITAL OF HUNTINGTON PARK (050091),2020,Acute Care,Proprietary,81.0,33.989182,-118.22419,CA,-1.5354,-0.4451,-1.4459,,,-0.5457,-0.993,No
240,SAINT AGNES MEDICAL CENTER (050093),2020,Acute Care,Voluntary non-profit - Church,414.0,36.837102,-119.765878,CA,1.1326,-0.0454,2.0708,0.4856,-0.9971,-0.9256,0.2868,No
241,"WEST COVINA MEDICAL CENTER, INC (050096)",2020,Acute Care,Proprietary,46.0,34.070928,-117.944166,CA,,,,,,-0.3433,-0.3433,No
242,SAN ANTONIO REGIONAL HOSPITAL (050099),2020,Acute Care,Voluntary non-profit - Other,316.0,34.101079,-117.636862,CA,0.4751,1.2528,0.8654,0.2803,0.8451,1.1418,0.8101,Yes
243,SHARP MEMORIAL HOSPITAL (050100),2020,Acute Care,Voluntary non-profit - Other,860.0,32.800255,-117.154133,CA,1.9023,-0.4811,0.0916,-0.2666,1.3461,0.2482,0.4734,Yes
244,SUTTER SOLANO MEDICAL CENTER (050101),2020,Acute Care,Voluntary non-profit - Private,104.0,38.130893,-122.238105,CA,0.116,-0.1446,-0.706,-1.4453,0.8322,0.8695,-0.0797,No
245,DOCTORS HOSPITAL OF RIVERSIDE (050102),2020,Acute Care,Voluntary non-profit - Private,191.0,33.925697,-117.440052,CA,1.1364,0.5285,0.9608,0.275,-1.5,0.2768,0.2796,No
246,WHITE MEMORIAL MEDICAL CENTER (050103),2020,Acute Care,Voluntary non-profit - Church,352.0,,,CA,-1.0717,-0.5382,-0.3002,-0.8984,0.8082,1.6235,-0.0628,No
247,SAINT FRANCIS MEDICAL CENTER (050104),2020,Acute Care,Voluntary non-profit - Church,372.0,33.931016,-118.203834,CA,0.5074,0.1169,-0.521,-0.2188,0.6148,0.5213,0.1701,No
248,MARIAN REGIONAL MEDICAL CENTER (050107),2020,Acute Care,Voluntary non-profit - Church,345.0,34.952117,-120.412494,CA,0.097,-0.6164,0.3601,-0.4612,-0.2713,-1.3428,-0.3724,No
249,"SUTTER MEDICAL CENTER, SACRAMENTO (050108)",2020,Acute Care,Voluntary non-profit - Private,595.0,38.570258,-121.469682,CA,-0.8152,-0.6164,0.4596,1.0131,-0.1497,-0.2827,-0.0652,No
250,LOMPOC VALLEY MEDICAL CENTER (050110),2020,Acute Care,Government - Hospital District or Authority,170.0,34.640639,-120.439899,CA,2.1854,0.772,,,-1.5,-0.5273,0.2325,No
251,SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL (050112),2020,Acute Care,Government - State,275.0,34.027776,-118.486315,CA,0.2946,0.9823,1.3885,1.298,0.0106,-1.2447,0.4549,Yes
252,SAN MATEO MEDICAL CENTER (050113),2020,Acute Care,Government - Local,421.0,37.530116,-122.299406,CA,-0.6593,-0.0334,-1.4459,1.344,-0.4131,-0.212,-0.2366,No
253,PALOMAR HEALTH DOWNTOWN CAMPUS (050115),2020,Acute Care,Government - Hospital District or Authority,405.0,33.125937,-117.076186,CA,-0.1805,-0.1145,0.6525,0.5069,0.1377,-1.15,-0.0246,No
254,NORTHRIDGE HOSPITAL MEDICAL CENTER (050116),2020,Acute Care,Voluntary non-profit - Private,406.0,34.220789,-118.533216,CA,2.1854,-0.2287,0.2328,0.9387,1.8675,1.7313,1.1212,Yes
255,DOCTORS HOSPITAL OF MANTECA (050118),2020,Acute Care,Proprietary,73.0,37.801087,-121.19691,CA,0.9141,1.5232,-1.4459,-1.4453,,-0.6833,-0.2275,No
256,ADVENTIST HEALTH HANFORD (050121),2020,Acute Care,Voluntary non-profit - Church,222.0,36.323877,-119.669005,CA,0.7697,0.0477,-0.0973,1.4095,-0.1129,-1.5258,0.0818,No
257,DAMERON HOSPITAL (050122),2020,Acute Care,Voluntary non-profit - Other,186.0,37.961201,-121.300691,CA,-0.152,0.9853,0.0101,2.2502,-1.5,0.6987,0.3821,Yes
258,USC VERDUGO HILLS HOSPITAL (050124),2020,Acute Care,Voluntary non-profit - Private,176.0,34.205614,-118.216048,CA,-0.4009,1.0394,0.9549,-0.2453,-0.2271,1.7061,0.4712,Yes
259,REGIONAL MEDICAL CENTER OF SAN JOSE (050125),2020,Acute Care,Voluntary non-profit - Church,247.0,37.363787,-121.848823,CA,2.1854,-1.2805,1.5436,1.7954,0.11,-0.4014,0.6588,Yes
260,VALLEY PRESBYTERIAN HOSPITAL (050126),2020,Acute Care,Voluntary non-profit - Other,350.0,34.193917,-118.463271,CA,-0.7183,0.3993,-0.6284,0.0609,0.3274,2.3575,0.2997,No
261,WOODLAND MEMORIAL HOSPITAL (050127),2020,Acute Care,Voluntary non-profit - Other,107.0,38.664344,-121.793403,CA,-0.055,0.3422,-0.7517,2.0148,-0.7521,1.2,0.333,Yes
262,TRI-CITY MEDICAL CENTER (050128),2020,Acute Care,Government - Hospital District or Authority,335.0,33.183783,-117.290918,CA,0.0058,0.7058,-0.2724,-0.3356,1.7441,-0.4427,0.2342,No
263,ST BERNARDINE MEDICAL CENTER (050129),2020,Acute Care,Voluntary non-profit - Private,324.0,34.134331,-117.27876,CA,-0.8323,-0.1356,-0.161,0.2591,-1.5,1.9749,-0.0658,No
264,NOVATO COMMUNITY HOSPITAL (050131),2020,Acute Care,Voluntary non-profit - Other,47.0,38.098077,-122.55966,CA,-1.5354,-1.6231,-1.4459,,,0.2909,-1.0784,No
265,SAN GABRIEL VALLEY MEDICAL CENTER (050132),2020,Acute Care,Physician,272.0,34.102461,-118.105572,CA,0.2794,-0.4271,2.1941,-0.9391,0.1911,0.8109,0.3515,Yes
266,ADVENTIST HEALTH AND RIDEOUT (050133),2020,Acute Care,Voluntary non-profit - Private,235.0,39.138832,-121.593622,CA,-0.0379,1.1536,-0.1192,2.2166,2.0996,2.0666,1.2299,Yes
267,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD (050135),2020,Acute Care,Proprietary,518.0,34.096192,-118.325371,CA,-0.2147,1.2437,2.1662,1.8431,,-0.771,0.8535,Yes
268,PETALUMA VALLEY HOSPITAL (050136),2020,Acute Care,Voluntary non-profit - Other,80.0,38.253183,-122.63286,CA,,0.5315,1.5078,,-1.5,2.3575,0.7242,Yes
269,KAISER FOUNDATION HOSPITAL - PANORAMA CITY (050137),2020,Acute Care,Voluntary non-profit - Private,218.0,34.219847,-118.430299,CA,1.317,-0.6765,0.3741,-0.5002,-0.3044,1.1697,0.2299,No
270,KAISER FOUNDATION HOSPITAL - LOS ANGELES (050138),2020,Acute Care,Voluntary non-profit - Other,517.0,34.098141,-118.294825,CA,1.2866,0.2341,1.3089,0.2449,0.6756,0.2174,0.6612,Yes
271,KAISER FOUNDATION HOSPITAL - DOWNEY (050139),2020,Acute Care,Voluntary non-profit - Other,358.0,33.917101,-118.128998,CA,0.7336,0.4534,-0.1988,-0.4542,0.0732,-0.1214,0.081,No
272,KAISER FOUNDATION HOSPITAL FONTANA (050140),2020,Acute Care,Voluntary non-profit - Private,634.0,34.072271,-117.433458,CA,-0.1995,0.2791,-0.7836,-1.0382,-0.6821,1.3731,-0.1752,No
273,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA (050145),2020,Acute Care,Voluntary non-profit - Private,278.0,,,CA,2.1854,0.1589,-0.0914,-0.5108,0.1285,-0.6312,0.2066,No
274,CALIFORNIA HOSPITAL MEDICAL CENTER LA (050149),2020,Acute Care,Voluntary non-profit - Other,312.0,34.037212,-118.265363,CA,0.3459,-0.6464,-0.0735,-0.1533,-0.0686,0.2742,-0.0536,No
275,SIERRA NEVADA MEMORIAL HOSPITAL (050150),2020,Acute Care,Voluntary non-profit - Other,108.0,39.228949,-121.047264,CA,-0.8475,-0.8538,0.1911,0.6927,0.1414,2.2873,0.2685,No
276,SAINT FRANCIS MEMORIAL HOSPITAL (050152),2020,Acute Care,Voluntary non-profit - Private,202.0,37.789561,-122.417112,CA,-0.8551,0.5676,-0.517,0.068,-1.5,0.5577,-0.2798,No
