,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,CAUTI Score,CDI Score,CLABSI Score,MRSA Score,SSI Score,PSI-90 Score,Domain 1 Score,Domain 2 Score,Total HAC Score,Payment Reduction
141,BANNER ESTRELLA MEDICAL CENTER (030115),2016,Acute Care,Voluntary non-profit - Private,288.0,33.479558,-112.257936,AZ,3.0,2.0,7.0,6.0,3.0,7.0,7.0,4.2,4.62,No
142,VALLEY VIEW MEDICAL CENTER (030117),2016,Acute Care,Proprietary,82.0,35.002363,-114.597954,AZ,,1.0,,,,5.0,5.0,1.0,1.6,No
143,YAVAPAI REGIONAL MEDICAL CENTER-EAST CAMPUS (030118),2016,Acute Care,Proprietary,61.0,,,AZ,,4.0,,,,5.0,5.0,4.0,4.15,No
144,MERCY GILBERT MEDICAL CENTER (030119),2016,Acute Care,Voluntary non-profit - Church,202.0,33.286661,-111.755311,AZ,3.0,6.0,3.0,8.0,8.0,3.0,3.0,5.6,5.21,No
145,GILBERT HOSPITAL (030120),2016,Acute Care,Proprietary,19.0,,,AZ,,1.0,,,,8.0,8.0,1.0,2.05,No
146,"MOUNTAIN VISTA MEDICAL CENTER, LP (030121)",2016,Acute Care,Proprietary,171.0,33.3911,-111.615329,AZ,3.0,7.0,5.0,8.0,5.0,10.0,10.0,5.6,6.26,No
147,BANNER GATEWAY MEDICAL CENTER (030122),2016,Acute Care,Voluntary non-profit - Other,170.0,33.384225,-111.719634,AZ,9.0,8.0,3.0,10.0,5.0,7.0,7.0,7.0,7.0,Yes
148,SCOTTSDALE THOMPSON PEAK MEDICAL CENTER (030123),2016,Acute Care,Proprietary,98.0,33.669777,-111.921803,AZ,7.0,8.0,9.0,1.0,8.0,6.0,6.0,6.6,6.51,No
149,BANNER IRONWOOD MEDICAL CENTER (030130),2016,Acute Care,Voluntary non-profit - Private,61.0,33.214839,-111.563447,AZ,,3.0,,,9.0,9.0,9.0,6.0,6.45,No
150,O.A.S.I.S. HOSPITAL (030131),2016,Acute Care,Voluntary non-profit - Private,64.0,33.45672,-111.99521,AZ,,1.0,,,,2.0,2.0,1.0,1.15,No
151,"FLORENCE HOSPITAL AT ANTHEM, LLC (030132)",2016,Acute Care,Proprietary,36.0,,,AZ,,,,,,8.0,8.0,,8.0,Yes
152,BANNER GOLDFIELD MEDICAL CENTER (030134),2016,Acute Care,Voluntary non-profit - Other,23.0,33.393343,-111.566796,AZ,,6.0,,,,9.0,9.0,6.0,6.45,No
153,DIGNITY HEALTH - ARIZONA GENERAL HOSPITAL (030136),2016,Acute Care,Proprietary,14.0,33.380677,-112.168233,AZ,,,,,,,,,,No
154,GREEN VALLEY HOSPITAL (030137),2016,Acute Care,Proprietary,49.0,31.807943,-111.010966,AZ,,,,,,,,,,No
155,SILOAM SPRINGS REGIONAL HOSPITAL (040001),2016,Acute Care,Proprietary,46.0,36.190377,-94.509658,AR,,3.0,,,10.0,6.0,6.0,6.5,6.425,No
156,JOHNSON REGIONAL MEDICAL CENTER (040002),2016,Acute Care,Voluntary non-profit - Private,86.0,35.464384,-93.445797,AR,1.0,2.0,,,,3.0,3.0,1.5,1.725,No
157,WASHINGTON REGIONAL MEDICAL CENTER (040004),2016,Acute Care,Voluntary non-profit - Private,314.0,36.110984,-94.157862,AR,8.0,4.0,9.0,7.0,5.0,2.0,2.0,6.6,5.91,No
158,CHI-ST VINCENT INFIRMARY (040007),2016,Acute Care,Voluntary non-profit - Private,414.0,,,AR,6.0,2.0,9.0,8.0,5.0,8.0,8.0,6.0,6.3,No
159,MERCY HOSPITAL NORTHWEST ARKANSAS (040010),2016,Acute Care,Voluntary non-profit - Church,201.0,36.309562,-94.184709,AR,6.0,4.0,4.0,1.0,6.0,2.0,2.0,4.2,3.87,No
160,CHAMBERS MEMORIAL HOSPITAL (040011),2016,Acute Care,Voluntary non-profit - Private,41.0,35.054823,-93.388543,AR,,2.0,,,,5.0,5.0,2.0,2.45,No
161,WHITE COUNTY MEDICAL CENTER (040014),2016,Acute Care,Voluntary non-profit - Private,315.0,35.250446,-91.696758,AR,1.0,4.0,4.0,6.0,1.0,3.0,3.0,3.2,3.17,No
162,MENA REGIONAL HEALTH SYSTEM (040015),2016,Acute Care,Government - Local,65.0,34.588386,-94.221383,AR,,1.0,,,,4.0,4.0,1.0,1.45,No
163,UAMS MEDICAL CENTER (040016),2016,Acute Care,Government - State,480.0,34.751583,-92.320998,AR,8.0,7.0,4.0,7.0,4.0,10.0,10.0,6.0,6.6,Yes
164,NORTH ARKANSAS REGIONAL MEDICAL CENTER (040017),2016,Acute Care,Voluntary non-profit - Other,133.0,36.236281,-93.107148,AR,,3.0,,1.0,3.0,2.0,2.0,2.3333,2.2833,No
165,SPARKS MEDICAL CENTER - VAN BUREN (040018),2016,Acute Care,Proprietary,68.0,35.434175,-94.339451,AR,,4.0,,,,8.0,8.0,4.0,4.6,No
166,FORREST CITY MEDICAL CENTER (040019),2016,Acute Care,Proprietary,68.0,35.039275,-90.771894,AR,,1.0,,,3.0,9.0,9.0,2.0,3.05,No
167,ST BERNARDS MEDICAL CENTER (040020),2016,Acute Care,Voluntary non-profit - Private,376.0,35.837478,-90.702142,AR,10.0,2.0,10.0,10.0,7.0,9.0,9.0,7.8,7.98,Yes
168,NORTHWEST MEDICAL CENTER-SPRINGDALE (040022),2016,Acute Care,Proprietary,325.0,36.181394,-94.136464,AR,5.0,3.0,8.0,2.0,5.0,1.0,1.0,4.6,4.06,No
169,CHI ST. VINCENT HOSPITAL HOT SPRINGS (040026),2016,Acute Care,Voluntary non-profit - Church,235.0,34.466035,-93.066396,AR,9.0,7.0,4.0,7.0,4.0,5.0,5.0,6.2,6.02,No
170,BAXTER REGIONAL MEDICAL CENTER (040027),2016,Acute Care,Voluntary non-profit - Private,214.0,36.343067,-92.395905,AR,7.0,4.0,5.0,6.0,7.0,2.0,2.0,5.8,5.23,No
171,CONWAY REGIONAL MEDICAL CENTER (040029),2016,Acute Care,Voluntary non-profit - Private,151.0,35.084826,-92.457103,AR,2.0,7.0,7.0,7.0,2.0,2.0,2.0,5.0,4.55,No
172,BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK (040036),2016,Acute Care,Voluntary non-profit - Private,212.0,34.784075,-92.218633,AR,7.0,6.0,9.0,5.0,5.0,1.0,1.0,6.4,5.59,No
173,ARKANSAS METHODIST MEDICAL CENTER (040039),2016,Acute Care,Voluntary non-profit - Private,129.0,36.052593,-90.499051,AR,3.0,2.0,,3.0,1.0,4.0,4.0,2.25,2.5125,No
174,ST MARYS REGIONAL MEDICAL CENTER (040041),2016,Acute Care,Proprietary,155.0,35.28286,-93.149908,AR,1.0,2.0,1.0,10.0,6.0,3.0,3.0,4.0,3.85,No
175,FIVE RIVERS MEDICAL CENTER (040047),2016,Acute Care,Voluntary non-profit - Private,44.0,36.289911,-90.996334,AR,,2.0,,,,6.0,6.0,2.0,2.6,No
176,OUACHITA COUNTY MEDICAL CENTER (040050),2016,Acute Care,Voluntary non-profit - Private,97.0,,,AR,1.0,2.0,,,9.0,2.0,2.0,4.0,3.7,No
177,DREW MEMORIAL HOSPITAL (040051),2016,Acute Care,Voluntary non-profit - Private,51.0,33.610628,-91.814978,AR,,7.0,,,,4.0,4.0,7.0,6.55,No
178,SPARKS REGIONAL MEDICAL CENTER (040055),2016,Acute Care,Proprietary,288.0,35.374527,-94.421311,AR,2.0,3.0,10.0,10.0,7.0,8.0,8.0,6.4,6.64,Yes
179,MERCY HOSPITAL FORT SMITH (040062),2016,Acute Care,Voluntary non-profit - Private,367.0,35.353647,-94.352964,AR,6.0,5.0,3.0,2.0,3.0,1.0,1.0,3.8,3.38,No
180,MAGNOLIA HOSPITAL (040067),2016,Acute Care,Government - Local,38.0,33.275123,-93.240071,AR,1.0,2.0,,,,8.0,8.0,1.5,2.475,No
181,GREAT RIVER MEDICAL CENTER (040069),2016,Acute Care,Voluntary non-profit - Other,106.0,35.943011,-89.918929,AR,,4.0,,,,6.0,6.0,4.0,4.3,No
182,JEFFERSON REGIONAL MEDICAL CENTER (040071),2016,Acute Care,Voluntary non-profit - Private,322.0,34.189066,-92.018453,AR,3.0,6.0,4.0,1.0,1.0,1.0,1.0,3.0,2.7,No
183,BAPTIST HEALTH MEDICAL CENTER-STUTTGART (040072),2016,Acute Care,Voluntary non-profit - Private,49.0,34.517773,-91.557572,AR,,1.0,,,,5.0,5.0,1.0,1.6,No
184,NORTH METRO MEDICAL CENTER (040074),2016,Acute Care,Proprietary,70.0,34.872381,-92.124697,AR,6.0,8.0,9.0,,,8.0,8.0,7.6667,7.7167,Yes
185,BAPTIST HEALTH MEDICAL CENTER-HOT SPRINGS COUNTY (040076),2016,Acute Care,Voluntary non-profit - Private,69.0,34.358913,-92.786418,AR,10.0,1.0,,5.0,,6.0,6.0,5.3333,5.4333,No
186,NATIONAL PARK MEDICAL CENTER (040078),2016,Acute Care,Proprietary,162.0,34.486239,-93.033554,AR,10.0,8.0,10.0,9.0,10.0,7.0,7.0,9.4,9.04,Yes
187,SALINE MEMORIAL HOSPITAL (040084),2016,Acute Care,Voluntary non-profit - Private,165.0,34.573552,-92.584405,AR,2.0,3.0,4.0,7.0,1.0,1.0,1.0,3.4,3.04,No
188,HELENA REGIONAL MEDICAL CENTER (040085),2016,Acute Care,Proprietary,133.0,34.508357,-90.62733,AR,1.0,1.0,,1.0,,5.0,5.0,1.0,1.6,No
189,MEDICAL CENTER SOUTH ARKANSAS (040088),2016,Acute Care,Proprietary,124.0,33.218378,-92.67103,AR,5.0,4.0,6.0,3.0,10.0,4.0,4.0,5.6,5.36,No
190,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK (040114),2016,Acute Care,Voluntary non-profit - Private,773.0,,,AR,9.0,6.0,7.0,8.0,7.0,1.0,1.0,7.4,6.44,No
191,NEA BAPTIST MEMORIAL HOSPITAL (040118),2016,Acute Care,Voluntary non-profit - Private,168.0,35.864204,-90.639107,AR,4.0,7.0,6.0,10.0,8.0,1.0,1.0,7.0,6.1,No
192,WHITE RIVER MEDICAL CENTER (040119),2016,Acute Care,Voluntary non-profit - Private,202.0,35.769572,-91.634721,AR,1.0,3.0,4.0,9.0,10.0,7.0,7.0,5.4,5.64,No
193,LEVI HOSPITAL (040132),2016,Acute Care,Voluntary non-profit - Private,53.0,34.509945,-93.056649,AR,,,,,,,,,,No
194,"ARKANSAS HEART HOSPITAL, LLC (040134)",2016,Acute Care,Proprietary,112.0,34.739159,-92.394421,AR,7.0,3.0,4.0,10.0,,2.0,2.0,6.0,5.4,No
195,ST VINCENT MEDICAL CENTER/NORTH (040137),2016,Acute Care,Voluntary non-profit - Private,59.0,34.814378,-92.207514,AR,7.0,1.0,,,1.0,8.0,8.0,3.0,3.75,No
196,ARKANSAS SURGICAL HOSPITAL (040147),2016,Acute Care,Physician,49.0,34.801458,-92.347687,AR,,1.0,,,,1.0,1.0,1.0,1.0,No
197,NORTHWEST HEALTH PHYSICIANS SPECIALTY HOSPITAL (040152),2016,Acute Care,Proprietary,20.0,36.12133,-94.13373,AR,,1.0,,,,8.0,8.0,1.0,2.05,No
198,WADLEY REGIONAL MEDICAL CENTER AT HOPE (040153),2016,Acute Care,Proprietary,70.0,33.648008,-93.587052,AR,1.0,6.0,,,,6.0,6.0,3.5,3.875,No
199,ST ROSE HOSPITAL (050002),2016,Acute Care,Voluntary non-profit - Church,188.0,37.63291,-122.089742,CA,7.0,10.0,8.0,7.0,6.0,7.0,7.0,7.6,7.51,Yes
200,ST JOSEPH HOSPITAL (050006),2016,Acute Care,Voluntary non-profit - Private,154.0,40.783103,-124.142039,CA,10.0,8.0,1.0,8.0,10.0,2.0,2.0,7.4,6.59,Yes
201,MILLS-PENINSULA MEDICAL CENTER (050007),2016,Acute Care,Voluntary non-profit - Private,321.0,37.594398,-122.383356,CA,9.0,8.0,3.0,8.0,4.0,5.0,5.0,6.4,6.19,No
202,CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP (050008),2016,Acute Care,Voluntary non-profit - Other,203.0,37.769114,-122.434696,CA,10.0,8.0,7.0,8.0,,9.0,9.0,8.25,8.3625,Yes
203,QUEEN OF THE VALLEY MEDICAL CENTER (050009),2016,Acute Care,Voluntary non-profit - Church,172.0,38.323554,-122.295968,CA,10.0,9.0,5.0,5.0,5.0,9.0,9.0,6.8,7.13,Yes
204,ST HELENA HOSPITAL (050013),2016,Acute Care,Voluntary non-profit - Private,153.0,38.54196,-122.475344,CA,6.0,9.0,10.0,1.0,1.0,10.0,10.0,5.4,6.09,No
205,SUTTER AMADOR HOSPITAL (050014),2016,Acute Care,Voluntary non-profit - Private,50.0,38.349561,-120.765905,CA,1.0,2.0,5.0,,1.0,10.0,10.0,2.25,3.4125,No
206,MERCY GENERAL HOSPITAL (050017),2016,Acute Care,Voluntary non-profit - Church,379.0,38.569385,-121.452482,CA,5.0,9.0,1.0,5.0,8.0,10.0,10.0,5.6,6.26,No
207,PACIFIC ALLIANCE MEDICAL CENTER (050018),2016,Acute Care,Proprietary,139.0,,,CA,4.0,5.0,10.0,9.0,6.0,3.0,3.0,6.8,6.23,No
208,RIVERSIDE COMMUNITY HOSPITAL (050022),2016,Acute Care,Government - State,415.0,33.975677,-117.380374,CA,6.0,10.0,3.0,8.0,10.0,1.0,1.0,7.4,6.44,No
209,PARADISE VALLEY HOSPITAL (050024),2016,Acute Care,Proprietary,289.0,32.686336,-117.083243,CA,7.0,2.0,4.0,7.0,,1.0,1.0,5.0,4.4,No
210,UNIVERSITY OF CALIFORNIA SAN DIEGO MEDICAL CENTER (050025),2016,Acute Care,Voluntary non-profit - Other,630.0,32.753717,-117.165914,CA,8.0,9.0,9.0,6.0,10.0,9.0,9.0,8.4,8.49,Yes
211,GROSSMONT HOSPITAL (050026),2016,Acute Care,Government - Hospital District or Authority,545.0,32.779435,-117.009178,CA,8.0,9.0,3.0,5.0,4.0,2.0,2.0,5.8,5.23,No
212,MAD RIVER COMMUNITY HOSPITAL (050028),2016,Acute Care,Proprietary,66.0,40.903309,-124.090847,CA,1.0,1.0,,,1.0,8.0,8.0,1.0,2.05,No
213,OROVILLE HOSPITAL (050030),2016,Acute Care,Voluntary non-profit - Private,166.0,39.504535,-121.542106,CA,2.0,5.0,4.0,6.0,6.0,1.0,1.0,4.6,4.06,No
214,BAKERSFIELD MEMORIAL HOSPITAL (050036),2016,Acute Care,Voluntary non-profit - Private,396.0,35.390474,-119.006836,CA,5.0,7.0,5.0,8.0,2.0,9.0,9.0,5.4,5.94,No
215,SANTA CLARA VALLEY MEDICAL CENTER (050038),2016,Acute Care,Government - Local,684.0,37.313702,-121.931888,CA,7.0,7.0,5.0,5.0,10.0,5.0,5.0,6.8,6.53,No
216,ENLOE MEDICAL CENTER (050039),2016,Acute Care,Voluntary non-profit - Private,315.0,39.742284,-121.849128,CA,5.0,6.0,1.0,4.0,1.0,3.0,3.0,3.4,3.34,No
217,LAC/OLIVE VIEW-UCLA MEDICAL CENTER (050040),2016,Acute Care,Voluntary non-profit - Other,286.0,34.325912,-118.445513,CA,5.0,6.0,5.0,8.0,4.0,5.0,5.0,5.6,5.51,No
218,ST ELIZABETH COMMUNITY HOSPITAL (050042),2016,Acute Care,Voluntary non-profit - Church,65.0,40.148834,-122.218303,CA,,2.0,,,2.0,2.0,2.0,2.0,2.0,No
219,ALTA BATES SUMMIT MEDICAL CENTER (050043),2016,Acute Care,Voluntary non-profit - Private,389.0,37.820784,-122.26328,CA,2.0,8.0,4.0,4.0,7.0,10.0,10.0,5.0,5.75,No
220,EL CENTRO REGIONAL MEDICAL CENTER (050045),2016,Acute Care,Voluntary non-profit - Other,162.0,32.781498,-115.56862,CA,9.0,9.0,10.0,3.0,10.0,4.0,4.0,8.2,7.57,Yes
221,CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP (050047),2016,Acute Care,Voluntary non-profit - Private,456.0,37.786152,-122.421544,CA,10.0,8.0,7.0,7.0,6.0,6.0,6.0,7.6,7.36,Yes
222,SAN GORGONIO MEMORIAL HOSPITAL (050054),2016,Acute Care,Government - Hospital District or Authority,72.0,,,CA,7.0,10.0,1.0,4.0,1.0,6.0,6.0,4.6,4.81,No
223,CALIFORNIA PACIFIC MEDICAL CTR - ST. LUKE'S CAMPUS (050055),2016,Acute Care,Voluntary non-profit - Church,186.0,37.74805,-122.420987,CA,9.0,6.0,9.0,10.0,1.0,10.0,10.0,7.0,7.45,Yes
224,ANTELOPE VALLEY HOSPITAL (050056),2016,Acute Care,Government - Hospital District or Authority,396.0,34.689371,-118.158476,CA,8.0,6.0,10.0,5.0,3.0,10.0,10.0,6.4,6.94,Yes
225,KAWEAH DELTA MEDICAL CENTER (050057),2016,Acute Care,Government - Hospital District or Authority,586.0,36.327415,-119.294172,CA,4.0,3.0,4.0,8.0,9.0,1.0,1.0,5.6,4.91,No
226,GLENDALE MEM HOSPITAL & HLTH CENTER (050058),2016,Acute Care,Voluntary non-profit - Private,276.0,34.127789,-118.257795,CA,7.0,9.0,2.0,2.0,2.0,2.0,2.0,4.4,4.04,No
227,COMMUNITY REGIONAL MEDICAL CENTER (050060),2016,Acute Care,Voluntary non-profit - Private,857.0,36.742583,-119.783023,CA,10.0,7.0,9.0,8.0,8.0,8.0,8.0,8.4,8.34,Yes
228,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER (050063),2016,Acute Care,Proprietary,434.0,34.096116,-118.291753,CA,6.0,3.0,5.0,4.0,7.0,4.0,4.0,5.0,4.85,No
229,OAK VALLEY HOSPITAL DISTRICT (050067),2016,Acute Care,Government - Hospital District or Authority,150.0,37.758098,-120.860363,CA,,1.0,,,,8.0,8.0,1.0,2.05,No
230,ST JOSEPH HOSPITAL (050069),2016,Acute Care,Voluntary non-profit - Church,426.0,33.782399,-117.866093,CA,10.0,6.0,9.0,3.0,7.0,9.0,9.0,7.0,7.3,Yes
231,KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO (050070),2016,Acute Care,Voluntary non-profit - Private,120.0,37.658376,-122.439205,CA,8.0,10.0,7.0,1.0,7.0,5.0,5.0,6.6,6.36,No
232,KAISER FOUNDATION HOSPITAL-SANTA CLARA (050071),2016,Acute Care,Voluntary non-profit - Private,330.0,37.335456,-121.995767,CA,8.0,6.0,6.0,8.0,7.0,4.0,4.0,7.0,6.55,No
233,KAISER FOUNDATION HOSPITAL - WALNUT CREEK (050072),2016,Acute Care,Voluntary non-profit - Other,233.0,37.891512,-122.057943,CA,9.0,10.0,6.0,2.0,10.0,9.0,9.0,7.4,7.64,Yes
234,KAISER FOUNDATION HOSPITAL AND REHAB CENTER (050073),2016,Acute Care,Voluntary non-profit - Other,245.0,38.128437,-122.247586,CA,10.0,9.0,6.0,1.0,6.0,5.0,5.0,6.4,6.19,No
235,KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND (050075),2016,Acute Care,Voluntary non-profit - Other,372.0,37.823857,-122.257589,CA,7.0,9.0,8.0,4.0,8.0,4.0,4.0,7.2,6.72,Yes
236,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO (050076),2016,Acute Care,Voluntary non-profit - Other,239.0,37.782778,-122.443222,CA,7.0,5.0,3.0,3.0,10.0,5.0,5.0,5.6,5.51,No
237,SCRIPPS MERCY HOSPITAL (050077),2016,Acute Care,Voluntary non-profit - Private,547.0,32.751211,-117.161024,CA,8.0,8.0,4.0,4.0,9.0,2.0,2.0,6.6,5.91,No
238,PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO (050078),2016,Acute Care,Voluntary non-profit - Private,336.0,33.737928,-118.305005,CA,8.0,4.0,3.0,1.0,1.0,4.0,4.0,3.4,3.49,No
239,ST JOHNS REGIONAL MEDICAL CENTER (050082),2016,Acute Care,Voluntary non-profit - Private,299.0,34.216555,-119.158351,CA,3.0,8.0,2.0,5.0,8.0,10.0,10.0,5.2,5.92,No
240,ST JOSEPH'S MEDICAL CENTER OF STOCKTON (050084),2016,Acute Care,Voluntary non-profit - Church,354.0,37.970737,-121.289251,CA,3.0,10.0,2.0,7.0,7.0,6.0,6.0,5.8,5.83,No
241,COMMUNITY HOSPITAL OF SAN BERNARDINO (050089),2016,Acute Care,Voluntary non-profit - Private,421.0,34.131238,-117.322559,CA,2.0,8.0,1.0,6.0,1.0,4.0,4.0,3.6,3.66,No
242,SONOMA VALLEY HOSPITAL (050090),2016,Acute Care,Government - Hospital District or Authority,78.0,38.288564,-122.46585,CA,9.0,10.0,1.0,,,7.0,7.0,6.6667,6.7167,Yes
243,COMMUNITY HOSPITAL OF HUNTINGTON PARK (050091),2016,Acute Care,Proprietary,81.0,33.989182,-118.22419,CA,6.0,2.0,7.0,9.0,,3.0,3.0,6.0,5.55,No
244,SAINT AGNES MEDICAL CENTER (050093),2016,Acute Care,Voluntary non-profit - Church,414.0,36.837102,-119.765878,CA,6.0,4.0,6.0,8.0,6.0,6.0,6.0,6.0,6.0,No
245,WEST COVINA MEDICAL CENTER (050096),2016,Acute Care,Proprietary,46.0,34.070928,-117.944166,CA,,,,,,5.0,5.0,,5.0,No
246,SAN ANTONIO REGIONAL HOSPITAL (050099),2016,Acute Care,Voluntary non-profit - Other,316.0,34.101079,-117.636862,CA,10.0,9.0,5.0,3.0,10.0,,,7.4,7.64,Yes
247,SHARP MEMORIAL HOSPITAL (050100),2016,Acute Care,Voluntary non-profit - Other,860.0,32.800255,-117.154133,CA,10.0,8.0,4.0,3.0,9.0,1.0,1.0,6.8,5.93,No
248,SUTTER SOLANO MEDICAL CENTER (050101),2016,Acute Care,Voluntary non-profit - Private,104.0,38.130893,-122.238105,CA,6.0,9.0,5.0,4.0,3.0,3.0,3.0,5.4,5.04,No
249,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER (050102),2016,Acute Care,Voluntary non-profit - Private,191.0,33.925697,-117.440052,CA,8.0,10.0,9.0,8.0,10.0,2.0,2.0,9.0,7.95,Yes
250,WHITE MEMORIAL MEDICAL CENTER (050103),2016,Acute Care,Voluntary non-profit - Church,352.0,,,CA,6.0,8.0,7.0,6.0,6.0,9.0,9.0,6.6,6.96,Yes
251,SAINT FRANCIS MEDICAL CENTER (050104),2016,Acute Care,Voluntary non-profit - Church,372.0,33.931016,-118.203834,CA,10.0,4.0,9.0,6.0,8.0,3.0,3.0,7.4,6.74,Yes
252,MARIAN REGIONAL MEDICAL CENTER (050107),2016,Acute Care,Voluntary non-profit - Church,345.0,34.952117,-120.412494,CA,8.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,3.7,No
253,"SUTTER MEDICAL CENTER, SACRAMENTO (050108)",2016,Acute Care,Voluntary non-profit - Private,595.0,38.570258,-121.469682,CA,5.0,6.0,6.0,3.0,7.0,6.0,6.0,5.4,5.49,No
254,LOMPOC VALLEY MEDICAL CENTER (050110),2016,Acute Care,Government - Hospital District or Authority,170.0,34.640639,-120.439899,CA,1.0,2.0,,,,4.0,4.0,1.5,1.875,No
255,SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL (050112),2016,Acute Care,Government - State,275.0,34.027776,-118.486315,CA,7.0,7.0,8.0,4.0,8.0,2.0,2.0,6.8,6.08,No
256,SAN MATEO MEDICAL CENTER (050113),2016,Acute Care,Government - Local,421.0,37.530116,-122.299406,CA,1.0,4.0,1.0,1.0,7.0,4.0,4.0,2.8,2.98,No
257,PALOMAR HEALTH DOWNTOWN CAMPUS (050115),2016,Acute Care,Government - Hospital District or Authority,405.0,33.125937,-117.076186,CA,9.0,8.0,4.0,8.0,8.0,6.0,6.0,7.4,7.19,Yes
258,NORTHRIDGE HOSPITAL MEDICAL CENTER (050116),2016,Acute Care,Voluntary non-profit - Private,406.0,34.220789,-118.533216,CA,10.0,8.0,9.0,2.0,7.0,9.0,9.0,7.2,7.47,Yes
259,DOCTORS HOSPITAL OF MANTECA (050118),2016,Acute Care,Proprietary,73.0,37.801087,-121.19691,CA,3.0,7.0,1.0,4.0,5.0,1.0,1.0,4.0,3.55,No
260,ADVENTIST MEDICAL CENTER (050121),2016,Acute Care,Voluntary non-profit - Church,222.0,36.323877,-119.669005,CA,10.0,5.0,10.0,4.0,10.0,3.0,3.0,7.8,7.08,Yes
261,DAMERON HOSPITAL (050122),2016,Acute Care,Voluntary non-profit - Other,186.0,37.961201,-121.300691,CA,9.0,9.0,8.0,10.0,3.0,10.0,10.0,7.8,8.13,Yes
262,USC VERDUGO HILLS HOSPITAL (050124),2016,Acute Care,Voluntary non-profit - Private,176.0,34.205614,-118.216048,CA,9.0,5.0,10.0,4.0,2.0,4.0,4.0,6.0,5.7,No
263,REGIONAL MEDICAL CENTER OF SAN JOSE (050125),2016,Acute Care,Voluntary non-profit - Church,247.0,37.363787,-121.848823,CA,9.0,8.0,9.0,9.0,9.0,9.0,9.0,8.8,8.83,Yes
264,VALLEY PRESBYTERIAN HOSPITAL (050126),2016,Acute Care,Voluntary non-profit - Other,350.0,34.193917,-118.463271,CA,4.0,8.0,8.0,8.0,8.0,8.0,8.0,7.2,7.32,Yes
265,WOODLAND MEMORIAL HOSPITAL (050127),2016,Acute Care,Voluntary non-profit - Other,107.0,38.664344,-121.793403,CA,4.0,5.0,1.0,1.0,9.0,3.0,3.0,4.0,3.85,No
266,TRI-CITY MEDICAL CENTER (050128),2016,Acute Care,Government - Hospital District or Authority,335.0,33.183783,-117.290918,CA,8.0,6.0,6.0,4.0,8.0,8.0,8.0,6.4,6.64,Yes
267,ST BERNARDINE MEDICAL CENTER (050129),2016,Acute Care,Voluntary non-profit - Private,324.0,34.134331,-117.27876,CA,5.0,9.0,5.0,3.0,3.0,4.0,4.0,5.0,4.85,No
268,NOVATO COMMUNITY HOSPITAL (050131),2016,Acute Care,Voluntary non-profit - Other,47.0,38.098077,-122.55966,CA,9.0,3.0,1.0,,9.0,7.0,7.0,5.5,5.725,No
269,SAN GABRIEL VALLEY MEDICAL CENTER (050132),2016,Acute Care,Physician,272.0,34.102461,-118.105572,CA,9.0,10.0,10.0,2.0,6.0,2.0,2.0,7.4,6.59,Yes
270,RIDEOUT MEMORIAL HOSPITAL (050133),2016,Acute Care,Voluntary non-profit - Private,235.0,39.138832,-121.593622,CA,8.0,10.0,9.0,7.0,10.0,10.0,10.0,8.8,8.98,Yes
271,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD (050135),2016,Acute Care,Proprietary,518.0,34.096192,-118.325371,CA,6.0,9.0,3.0,10.0,10.0,1.0,1.0,7.6,6.61,Yes
272,PETALUMA VALLEY HOSPITAL (050136),2016,Acute Care,Voluntary non-profit - Other,80.0,38.253183,-122.63286,CA,5.0,9.0,1.0,,1.0,9.0,9.0,4.0,4.75,No
273,KAISER FOUNDATION HOSPITAL - PANORAMA CITY (050137),2016,Acute Care,Voluntary non-profit - Private,218.0,34.219847,-118.430299,CA,4.0,8.0,5.0,4.0,3.0,6.0,6.0,4.8,4.98,No
274,KAISER FOUNDATION HOSPITAL - LOS ANGELES (050138),2016,Acute Care,Voluntary non-profit - Other,517.0,34.098141,-118.294825,CA,7.0,9.0,4.0,4.0,6.0,9.0,9.0,6.0,6.45,No
275,KAISER FOUNDATION HOSPITAL - DOWNEY (050139),2016,Acute Care,Voluntary non-profit - Other,358.0,33.917101,-118.128998,CA,5.0,9.0,2.0,5.0,4.0,6.0,6.0,5.0,5.15,No
276,KAISER FOUNDATION HOSPITAL FONTANA (050140),2016,Acute Care,Voluntary non-profit - Private,634.0,34.072271,-117.433458,CA,5.0,10.0,5.0,4.0,4.0,8.0,8.0,5.6,5.96,No
