,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,CAUTI W Z Score,CDI W Z Score,CLABSI W Z Score,MRSA W Z Score,SSI W Z Score,PSI-90 W Z Score,Domain 1 Score,Domain 2 Score,Total HAC Score,Payment Reduction
128,HONORHEALTH DEER VALLEY MEDICAL CENTER (030092),2019,Acute Care,Voluntary non-profit - Private,201.0,33.666425,-112.117188,AZ,0.1858,0.562,0.5306,-0.1933,1.2704,0.9457,0.9457,0.4711,0.5423,Yes
129,BANNER DEL E. WEBB MEDICAL CENTER (030093),2019,Acute Care,Voluntary non-profit - Private,390.0,33.658307,-112.371939,AZ,-1.2952,-0.5792,-0.6051,-0.3438,0.4153,-0.0905,-0.0905,-0.4816,-0.4229,No
130,ABRAZO ARROWHEAD CAMPUS (030094),2019,Acute Care,Proprietary,244.0,33.655042,-112.202889,AZ,-0.5311,0.1862,-0.101,-0.1632,-0.4342,-0.2455,-0.2455,-0.2087,-0.2142,No
131,WESTERN ARIZONA REGIONAL MEDICAL CENTER (030101),2019,Acute Care,Proprietary,133.0,35.109853,-114.555146,AZ,-0.9725,-0.2117,-1.4878,-1.4406,-0.7278,1.4668,1.4668,-0.9681,-0.6028,No
132,MAYO CLINIC HOSPITAL (030103),2019,Acute Care,Voluntary non-profit - Private,277.0,33.663312,-111.955659,AZ,-0.6707,1.1229,-0.4795,-0.3939,0.841,-1.495,-1.495,0.084,-0.1529,No
133,BANNER HEART HOSPITAL (030105),2019,Acute Care,Voluntary non-profit - Private,110.0,33.410378,-111.685273,AZ,1.14,-1.386,-0.8415,0.2665,,1.3327,1.3327,-0.2052,0.0255,No
134,ARIZONA SPINE AND JOINT HOSPITAL (030107),2019,Acute Care,Proprietary,23.0,33.379206,-111.734695,AZ,,,,,,-1.1968,-1.1968,,-1.1968,No
135,"CORE INSTITUTE SPECIALTY HOSPITAL, THE (030108)",2019,Acute Care,Proprietary,32.0,33.531837,-112.099614,AZ,,,,,,-1.4016,-1.4016,,-1.4016,No
136,ABRAZO WEST CAMPUS (030110),2019,Acute Care,Proprietary,190.0,33.464283,-112.354024,AZ,-1.3964,-0.803,-1.0077,-0.7183,-1.4966,-0.6063,-0.6063,-1.0844,-1.0127,No
137,BANNER-UNIVERSITY MEDICAL CENTER SOUTH CAMPUS (030111),2019,Acute Care,Voluntary non-profit - Private,207.0,32.177882,-110.930891,AZ,-0.1125,-0.9936,-0.7805,-0.817,-0.0929,0.1044,0.1044,-0.5593,-0.4597,No
138,ARIZONA SPECIALTY HOSPITAL (030112),2019,Acute Care,Proprietary,24.0,33.33484,-111.891133,AZ,,,,,,-1.0212,-1.0212,,-1.0212,No
139,WHITERIVER PHS INDIAN HOSPITAL (030113),2019,Acute Care,Government - Federal,39.0,33.875976,-109.959528,AZ,,-1.9247,,,,0.0104,0.0104,-1.9247,-1.6345,No
140,ORO VALLEY HOSPITAL (030114),2019,Acute Care,Proprietary,148.0,32.427183,-110.94954,AZ,-0.8434,0.4238,-0.7011,,-1.4966,-0.6299,-0.6299,-0.6543,-0.6507,No
141,BANNER ESTRELLA MEDICAL CENTER (030115),2019,Acute Care,Voluntary non-profit - Private,288.0,33.479558,-112.257936,AZ,-0.7021,-0.9494,0.4733,-1.0025,-0.7443,-0.8085,-0.8085,-0.585,-0.6185,No
142,VALLEY VIEW MEDICAL CENTER (030117),2019,Acute Care,Proprietary,82.0,35.002363,-114.597954,AZ,-1.5202,1.9711,-1.4878,,,-0.54,-0.54,-0.3456,-0.3748,No
143,MERCY GILBERT MEDICAL CENTER (030119),2019,Acute Care,Voluntary non-profit - Church,202.0,33.286661,-111.755311,AZ,0.2661,0.2746,0.08,-0.8186,0.2722,1.3604,1.3604,0.0149,0.2167,No
144,GILBERT HOSPITAL (030120),2019,Acute Care,Proprietary,19.0,,,AZ,,,,,,-0.059,-0.059,,-0.059,No
145,"MOUNTAIN VISTA MEDICAL CENTER, LP (030121)",2019,Acute Care,Proprietary,171.0,33.3911,-111.615329,AZ,-0.8992,0.3326,-0.5442,0.0525,-1.4966,0.6161,0.6161,-0.511,-0.3419,No
146,BANNER GATEWAY MEDICAL CENTER (030122),2019,Acute Care,Voluntary non-profit - Other,170.0,33.384225,-111.719634,AZ,0.2295,1.9711,0.8667,2.0338,-0.1204,-0.128,-0.128,0.9961,0.8275,Yes
147,SCOTTSDALE THOMPSON PEAK MEDICAL CENTER (030123),2019,Acute Care,Proprietary,98.0,33.669777,-111.921803,AZ,1.2988,-0.0044,-0.6254,-1.4406,1.6502,-1.5577,-1.5577,0.1757,-0.0843,No
148,BANNER IRONWOOD MEDICAL CENTER (030130),2019,Acute Care,Voluntary non-profit - Private,61.0,33.214839,-111.563447,AZ,,1.2306,,,-0.0636,0.5235,0.5235,0.5835,0.5745,Yes
149,O.A.S.I.S. HOSPITAL (030131),2019,Acute Care,Voluntary non-profit - Private,64.0,33.45672,-111.99521,AZ,-1.5202,,,,,-1.5577,-1.5577,-1.5202,-1.5258,No
150,BANNER GOLDFIELD MEDICAL CENTER (030134),2019,Acute Care,Voluntary non-profit - Other,23.0,33.393343,-111.566796,AZ,,-1.4661,,,,-0.0776,-0.0776,-1.4661,-1.2578,No
151,DIGNITY HEALTH - ARIZONA GENERAL HOSPITAL (030136),2019,Acute Care,Proprietary,14.0,33.380677,-112.168233,AZ,,-1.9247,,,,0.0668,0.0668,-1.9247,-1.626,No
152,SANTA CRUZ VALLEY REGIONAL HOSPITAL (030137),2019,Acute Care,Proprietary,49.0,31.807943,-111.010966,AZ,,-0.5681,,,,-0.1968,-0.1968,-0.5681,-0.5124,No
153,SILOAM SPRINGS REGIONAL HOSPITAL (040001),2019,Acute Care,Proprietary,46.0,36.190377,-94.509658,AR,,-0.2421,,,2.1365,-0.1569,-0.1569,0.9472,0.7816,Yes
154,JOHNSON REGIONAL MEDICAL CENTER (040002),2019,Acute Care,Voluntary non-profit - Private,86.0,35.464384,-93.445797,AR,-0.6951,-1.9247,,,,0.6022,0.6022,-1.3099,-1.0231,No
155,WASHINGTON REGIONAL MEDICAL CENTER (040004),2019,Acute Care,Voluntary non-profit - Private,314.0,36.110984,-94.157862,AR,1.468,-0.0183,0.1539,0.5625,2.1365,0.2303,0.2303,0.8605,0.766,Yes
156,CHI-ST VINCENT INFIRMARY (040007),2019,Acute Care,Voluntary non-profit - Private,414.0,,,AR,1.5291,-0.7311,2.2018,1.2346,0.6319,0.6389,0.6389,0.9732,0.9231,Yes
157,MERCY HOSPITAL NORTHWEST ARKANSAS (040010),2019,Acute Care,Voluntary non-profit - Church,201.0,36.309562,-94.184709,AR,0.5051,-0.3913,0.1963,-0.2016,0.5493,-0.7716,-0.7716,0.1316,-0.0039,No
158,CHAMBERS MEMORIAL HOSPITAL (040011),2019,Acute Care,Voluntary non-profit - Private,41.0,35.054823,-93.388543,AR,,-0.7366,,,,-0.1858,-0.1858,-0.7366,-0.654,No
159,WHITE COUNTY MEDICAL CENTER (040014),2019,Acute Care,Voluntary non-profit - Private,315.0,35.250446,-91.696758,AR,-1.0998,-0.5101,-1.1702,-1.0744,-1.0306,-1.1497,-1.1497,-0.977,-1.0029,No
160,MENA REGIONAL HEALTH SYSTEM (040015),2019,Acute Care,Government - Local,65.0,34.588386,-94.221383,AR,,-1.9247,,,,-0.1441,-0.1441,-1.9247,-1.6576,No
161,UAMS MEDICAL CENTER (040016),2019,Acute Care,Government - State,480.0,34.751583,-92.320998,AR,0.1143,0.8742,-0.4666,-0.4407,-0.4305,2.347,2.347,-0.0699,0.2926,No
162,NORTH ARKANSAS REGIONAL MEDICAL CENTER (040017),2019,Acute Care,Voluntary non-profit - Other,133.0,36.236281,-93.107148,AR,,-0.8499,,,1.4502,0.1956,0.1956,0.3002,0.2845,No
163,SPARKS MEDICAL CENTER - VAN BUREN (040018),2019,Acute Care,Proprietary,68.0,35.434175,-94.339451,AR,,-1.9247,,,,-0.081,-0.081,-1.9247,-1.6482,No
164,FORREST CITY MEDICAL CENTER (040019),2019,Acute Care,Proprietary,68.0,35.039275,-90.771894,AR,,-1.4716,,,-0.3021,-0.2048,-0.2048,-0.8869,-0.7846,No
165,ST BERNARDS MEDICAL CENTER (040020),2019,Acute Care,Voluntary non-profit - Private,376.0,35.837478,-90.702142,AR,0.1492,0.3326,0.7725,0.5056,0.0374,-1.1393,-1.1393,0.3595,0.1346,No
166,NORTHWEST MEDICAL CENTER-SPRINGDALE (040022),2019,Acute Care,Proprietary,325.0,36.181394,-94.136464,AR,-0.0008,0.7139,1.1769,-0.2016,0.1016,-1.5577,-1.5577,0.358,0.0706,No
167,CHI ST. VINCENT HOSPITAL HOT SPRINGS (040026),2019,Acute Care,Voluntary non-profit - Church,235.0,34.466035,-93.066396,AR,0.4615,0.1669,-0.0474,0.4003,-0.3535,-1.4894,-1.4894,0.1255,-0.1167,No
168,BAXTER REGIONAL MEDICAL CENTER (040027),2019,Acute Care,Voluntary non-profit - Private,214.0,36.343067,-92.395905,AR,-0.4422,-0.9356,-0.1915,0.6795,-0.0104,-0.6605,-0.6605,-0.18,-0.2521,No
169,CONWAY REGIONAL MEDICAL CENTER (040029),2019,Acute Care,Voluntary non-profit - Private,151.0,35.084826,-92.457103,AR,-1.0527,0.7139,1.2083,1.661,-0.9682,-0.5004,-0.5004,0.3125,0.1905,No
170,BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK (040036),2019,Acute Care,Voluntary non-profit - Private,212.0,34.784075,-92.218633,AR,1.2151,-0.5957,0.3219,0.8266,0.8979,-0.7281,-0.7281,0.5332,0.344,Yes
171,ARKANSAS METHODIST MEDICAL CENTER (040039),2019,Acute Care,Voluntary non-profit - Private,129.0,36.052593,-90.499051,AR,0.997,-0.9826,1.5389,-0.0629,-0.4984,-0.652,-0.652,0.1984,0.0708,No
172,ST MARYS REGIONAL MEDICAL CENTER (040041),2019,Acute Care,Proprietary,155.0,35.28286,-93.149908,AR,-1.194,-0.8776,-0.2819,-0.725,-1.4966,-0.3749,-0.3749,-0.915,-0.834,No
173,FIVE RIVERS MEDICAL CENTER (040047),2019,Acute Care,Voluntary non-profit - Private,44.0,36.289911,-90.996334,AR,,1.9711,,,,-0.0856,-0.0856,1.9711,1.6626,Yes
174,OUACHITA COUNTY MEDICAL CENTER (040050),2019,Acute Care,Voluntary non-profit - Private,97.0,,,AR,-0.7021,-1.9247,,,,-0.4897,-0.4897,-1.3134,-1.1899,No
175,DREW MEMORIAL HOSPITAL (040051),2019,Acute Care,Voluntary non-profit - Private,51.0,33.610628,-91.814978,AR,-1.5202,-0.1758,,,,-0.3269,-0.3269,-0.848,-0.7698,No
176,SPARKS REGIONAL MEDICAL CENTER (040055),2019,Acute Care,Proprietary,288.0,35.374527,-94.421311,AR,-0.559,0.5095,-0.4943,0.4254,0.186,0.7064,0.7064,0.0135,0.1174,No
177,MERCY HOSPITAL FORT SMITH (040062),2019,Acute Care,Voluntary non-profit - Private,367.0,35.353647,-94.352964,AR,0.6062,-0.0956,1.3708,0.2983,-0.2911,-1.3818,-1.3818,0.3777,0.1138,No
178,MAGNOLIA HOSPITAL (040067),2019,Acute Care,Government - Local,38.0,33.275123,-93.240071,AR,-0.1753,-1.2948,,,,-0.4661,-0.4661,-0.735,-0.6947,No
179,GREAT RIVER MEDICAL CENTER (040069),2019,Acute Care,Voluntary non-profit - Other,106.0,35.943011,-89.918929,AR,,-0.9301,,,,-0.3364,-0.3364,-0.9301,-0.841,No
180,JEFFERSON REGIONAL MEDICAL CENTER (040071),2019,Acute Care,Voluntary non-profit - Private,322.0,34.189066,-92.018453,AR,0.5138,0.0591,1.5167,-0.0445,-1.003,2.347,2.347,0.2084,0.5292,Yes
181,BAPTIST HEALTH MEDICAL CENTER-STUTTGART (040072),2019,Acute Care,Voluntary non-profit - Private,49.0,34.517773,-91.557572,AR,,-0.8858,,,,-0.1737,-0.1737,-0.8858,-0.779,No
182,NORTH METRO MEDICAL CENTER (040074),2019,Acute Care,Proprietary,70.0,34.872381,-92.124697,AR,1.7907,0.3575,2.1113,,,0.6475,0.6475,1.4199,1.304,Yes
183,BAPTIST HEALTH MEDICAL CENTER-HOT SPRINGS COUNTY (040076),2019,Acute Care,Voluntary non-profit - Private,69.0,34.358913,-92.786418,AR,,-1.9247,,,,-0.0374,-0.0374,-1.9247,-1.6416,No
184,NATIONAL PARK MEDICAL CENTER (040078),2019,Acute Care,Proprietary,162.0,34.486239,-93.033554,AR,-0.1212,0.3465,1.6718,2.196,1.5548,1.3264,1.3264,1.1296,1.1591,Yes
185,SALINE MEMORIAL HOSPITAL (040084),2019,Acute Care,Voluntary non-profit - Private,165.0,34.573552,-92.584405,AR,-0.4317,-0.173,1.6718,2.196,0.0465,-1.5577,-1.5577,0.6619,0.329,No
186,HELENA REGIONAL MEDICAL CENTER (040085),2019,Acute Care,Proprietary,133.0,34.508357,-90.62733,AR,-0.2729,-1.5545,,,,0.7559,0.7559,-0.9137,-0.6633,No
187,MEDICAL CENTER OF SOUTH ARKANSAS (040088),2019,Acute Care,Proprietary,124.0,33.218378,-92.67103,AR,0.9796,1.1643,0.3219,,0.2502,1.3321,1.3321,0.679,0.777,Yes
188,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK (040114),2019,Acute Care,Voluntary non-profit - Private,773.0,,,AR,1.1226,-0.2338,0.7393,1.2162,0.0153,-0.2344,-0.2344,0.5719,0.451,Yes
189,NEA BAPTIST MEMORIAL HOSPITAL (040118),2019,Acute Care,Voluntary non-profit - Private,168.0,35.864204,-90.639107,AR,-1.1103,0.7885,-1.1037,0.2699,-1.1663,0.2587,0.2587,-0.4644,-0.3559,No
190,WHITE RIVER MEDICAL CENTER (040119),2019,Acute Care,Voluntary non-profit - Private,202.0,35.769572,-91.634721,AR,-0.2886,0.0702,0.4733,0.3016,-0.4581,0.0395,0.0395,0.0197,0.0227,No
191,LEVI HOSPITAL (040132),2019,Acute Care,Voluntary non-profit - Private,53.0,34.509945,-93.056649,AR,,,,,,,,,,No
192,"ARKANSAS HEART HOSPITAL, LLC (040134)",2019,Acute Care,Proprietary,112.0,34.739159,-92.394421,AR,-0.0741,-0.7228,-1.3087,2.1676,,-1.5577,-1.5577,0.0155,-0.2205,No
193,ST VINCENT MEDICAL CENTER/NORTH (040137),2019,Acute Care,Voluntary non-profit - Private,59.0,34.814378,-92.207514,AR,1.4767,-1.3887,,,,0.5907,0.5907,0.044,0.126,No
194,ARKANSAS SURGICAL HOSPITAL (040147),2019,Acute Care,Physician,49.0,34.801458,-92.347687,AR,-0.5119,-1.9247,,,,-1.5577,-1.5577,-1.2183,-1.2692,No
195,NORTHWEST HEALTH PHYSICIANS SPECIALTY HOSPITAL (040152),2019,Acute Care,Proprietary,20.0,36.12133,-94.13373,AR,,,,,,-0.7907,-0.7907,,-0.7907,No
196,WADLEY REGIONAL MEDICAL CENTER AT HOPE (040153),2019,Acute Care,Proprietary,70.0,33.648008,-93.587052,AR,-1.5202,-1.9247,,,,-0.1709,-0.1709,-1.7225,-1.4897,No
197,BAPTIST HEALTH MEDICAL CENTER-CONWAY (040154),2019,Acute Care,Voluntary non-profit - Private,111.0,,,AR,,-1.1815,,,,,,-1.1815,-1.1815,No
198,ST ROSE HOSPITAL (050002),2019,Acute Care,Voluntary non-profit - Church,188.0,37.63291,-122.089742,CA,-1.2812,-0.7505,1.5813,1.3182,0.1695,-0.2625,-0.2625,0.2075,0.137,No
199,ST JOSEPH HOSPITAL (050006),2019,Acute Care,Voluntary non-profit - Private,154.0,40.783103,-124.142039,CA,0.4772,-0.3111,-0.5109,0.9437,2.1365,0.8944,0.8944,0.5471,0.5992,Yes
200,MILLS-PENINSULA MEDICAL CENTER (050007),2019,Acute Care,Voluntary non-profit - Private,321.0,37.594398,-122.383356,CA,-1.3702,0.1779,-0.0714,-0.3638,-0.3847,-0.1795,-0.1795,-0.4024,-0.369,No
201,CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP (050008),2019,Acute Care,Voluntary non-profit - Other,203.0,37.769114,-122.434696,CA,1.639,0.7802,-0.3872,-0.5979,,0.005,0.005,0.3585,0.3055,No
202,QUEEN OF THE VALLEY MEDICAL CENTER (050009),2019,Acute Care,Voluntary non-profit - Church,172.0,38.323554,-122.295968,CA,0.8086,1.9711,-0.4167,1.1911,1.1108,-0.1053,-0.1053,0.933,0.7772,Yes
203,ADVENTIST HEALTH ST HELENA (050013),2019,Acute Care,Voluntary non-profit - Private,153.0,38.54196,-122.475344,CA,-0.0322,0.4763,0.4272,-1.4406,1.7181,-0.3034,-0.3034,0.2298,0.1498,No
204,SUTTER AMADOR HOSPITAL (050014),2019,Acute Care,Voluntary non-profit - Private,50.0,38.349561,-120.765905,CA,-0.8416,-0.8195,0.0228,,-1.4966,0.0194,0.0194,-0.7838,-0.6633,No
205,MERCY GENERAL HOSPITAL (050017),2019,Acute Care,Voluntary non-profit - Church,379.0,38.569385,-121.452482,CA,-0.334,1.2113,-1.4878,-0.0077,-0.2526,0.7346,0.7346,-0.1742,-0.0378,No
206,RIVERSIDE COMMUNITY HOSPITAL (050022),2019,Acute Care,Government - State,415.0,33.975677,-117.380374,CA,1.0005,1.261,0.2444,1.2229,0.819,-1.0189,-1.0189,0.9096,0.6203,Yes
207,PARADISE VALLEY HOSPITAL (050024),2019,Acute Care,Proprietary,289.0,32.686336,-117.083243,CA,-1.5202,-1.0323,-0.5442,2.196,,-0.499,-0.499,-0.2252,-0.2662,No
208,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MED CTR (050025),2019,Acute Care,Voluntary non-profit - Other,630.0,32.753717,-117.165914,CA,0.0219,0.4929,0.6931,0.3785,1.7163,-0.2904,-0.2904,0.6605,0.5179,Yes
209,GROSSMONT HOSPITAL (050026),2019,Acute Care,Government - Hospital District or Authority,545.0,32.779435,-117.009178,CA,2.1658,1.0179,-0.1379,0.3702,0.1823,-0.3614,-0.3614,0.7196,0.5575,Yes
210,MAD RIVER COMMUNITY HOSPITAL (050028),2019,Acute Care,Proprietary,66.0,40.903309,-124.090847,CA,-0.1159,-1.723,1.923,,-1.4966,-0.1478,-0.1478,-0.3532,-0.3224,No
211,OROVILLE HOSPITAL (050030),2019,Acute Care,Voluntary non-profit - Private,166.0,39.504535,-121.542106,CA,-0.3916,-0.0597,-1.4878,-0.4441,-0.5461,0.4961,0.4961,-0.5859,-0.4236,No
212,BAKERSFIELD MEMORIAL HOSPITAL (050036),2019,Acute Care,Voluntary non-profit - Private,396.0,35.390474,-119.006836,CA,0.212,-0.2117,-0.0917,0.4521,0.1878,-0.9629,-0.9629,0.1097,-0.0512,No
213,SANTA CLARA VALLEY MEDICAL CENTER (050038),2019,Acute Care,Government - Local,684.0,37.313702,-121.931888,CA,1.4889,0.468,1.3043,-1.0326,1.2099,-0.1247,-0.1247,0.6877,0.5659,Yes
214,ENLOE MEDICAL CENTER (050039),2019,Acute Care,Voluntary non-profit - Private,315.0,39.742284,-121.849128,CA,0.1998,1.156,-0.8784,-0.5026,-1.0085,-1.3401,-1.3401,-0.2068,-0.3768,No
215,LAC/OLIVE VIEW-UCLA MEDICAL CENTER (050040),2019,Acute Care,Voluntary non-profit - Other,286.0,34.325912,-118.445513,CA,1.3267,0.9295,-1.0095,0.514,2.1347,1.7344,1.7344,0.7791,0.9223,Yes
216,ST ELIZABETH COMMUNITY HOSPITAL (050042),2019,Acute Care,Voluntary non-profit - Church,65.0,40.148834,-122.218303,CA,-1.5202,1.3771,,,-0.6416,-1.221,-1.221,-0.2616,-0.4055,No
217,ALTA BATES SUMMIT MEDICAL CENTER (050043),2019,Acute Care,Voluntary non-profit - Private,389.0,37.820784,-122.26328,CA,-0.4631,0.6974,1.1548,0.6227,1.197,-0.492,-0.492,0.6417,0.4717,Yes
218,EL CENTRO REGIONAL MEDICAL CENTER (050045),2019,Acute Care,Voluntary non-profit - Other,162.0,32.781498,-115.56862,CA,1.0441,-0.2725,2.2018,-1.4406,-1.4966,0.1704,0.1704,0.0072,0.0317,No
219,CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP (050047),2019,Acute Care,Voluntary non-profit - Private,456.0,37.786152,-122.421544,CA,0.4144,0.8659,0.0892,0.1996,-0.0746,0.2105,0.2105,0.2989,0.2857,No
220,SAN GORGONIO MEMORIAL HOSPITAL (050054),2019,Acute Care,Government - Hospital District or Authority,72.0,,,CA,-1.0946,1.9711,0.6691,1.2915,,-0.1278,-0.1278,0.7093,0.5837,Yes
221,CALIFORNIA PACIFIC MEDICAL CTR - ST. LUKE'S CAMPUS (050055),2019,Acute Care,Voluntary non-profit - Church,186.0,37.74805,-122.420987,CA,-0.2363,-0.2227,1.044,0.7681,2.1365,0.3972,0.3972,0.6979,0.6528,Yes
222,ANTELOPE VALLEY HOSPITAL (050056),2019,Acute Care,Government - Hospital District or Authority,396.0,34.689371,-118.158476,CA,-0.0479,1.0262,0.6562,-0.103,0.0135,2.347,2.347,0.309,0.6147,Yes
223,KAWEAH DELTA MEDICAL CENTER (050057),2019,Acute Care,Government - Hospital District or Authority,586.0,36.327415,-119.294172,CA,-0.259,1.6036,0.2093,2.196,0.2942,-0.9239,-0.9239,0.8088,0.5489,Yes
224,GLENDALE MEM HOSPITAL & HLTH CENTER (050058),2019,Acute Care,Voluntary non-profit - Private,276.0,34.127789,-118.257795,CA,-0.2625,0.0232,0.1834,1.1025,-0.0489,-0.656,-0.656,0.1996,0.0712,No
225,COMMUNITY REGIONAL MEDICAL CENTER (050060),2019,Acute Care,Voluntary non-profit - Private,857.0,36.742583,-119.783023,CA,2.1658,0.9875,0.5841,0.8718,0.964,0.9522,0.9522,1.1146,1.0903,Yes
226,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER (050063),2019,Acute Care,Proprietary,434.0,34.096116,-118.291753,CA,1.5221,-0.5736,0.3958,2.196,-0.2305,2.0733,2.0733,0.6619,0.8736,Yes
227,OAK VALLEY HOSPITAL DISTRICT (050067),2019,Acute Care,Government - Hospital District or Authority,150.0,37.758098,-120.860363,CA,,-1.3169,,,,-0.1976,-0.1976,-1.3169,-1.149,No
228,ST JOSEPH HOSPITAL (050069),2019,Acute Care,Voluntary non-profit - Church,426.0,33.782399,-117.866093,CA,1.7332,0.3492,-0.0289,-0.939,0.0374,0.4612,0.4612,0.2304,0.265,No
229,KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO (050070),2019,Acute Care,Voluntary non-profit - Private,120.0,37.658376,-122.439205,CA,0.9255,-1.129,-0.5645,-1.4406,-0.1773,-0.7384,-0.7384,-0.4772,-0.5164,No
230,KAISER FOUNDATION HOSPITAL-SANTA CLARA (050071),2019,Acute Care,Voluntary non-profit - Private,330.0,37.335456,-121.995767,CA,1.6006,0.3824,-0.7972,-0.8387,0.9126,-0.8247,-0.8247,0.2519,0.0904,No
231,KAISER FOUNDATION HOSPITAL - WALNUT CREEK (050072),2019,Acute Care,Voluntary non-profit - Other,233.0,37.891512,-122.057943,CA,2.1658,0.9433,-0.1139,-0.5294,1.2521,-0.447,-0.447,0.7436,0.565,Yes
232,KAISER FOUNDATION HOSPITAL AND REHAB CENTER (050073),2019,Acute Care,Voluntary non-profit - Other,245.0,38.128437,-122.247586,CA,1.5796,-0.3388,-0.7159,-0.4207,0.3291,-0.1205,-0.1205,0.0867,0.0556,No
233,KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND (050075),2019,Acute Care,Voluntary non-profit - Other,372.0,37.823857,-122.257589,CA,1.065,-0.4686,-0.2025,0.3518,1.03,-0.234,-0.234,0.3551,0.2668,No
234,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO (050076),2019,Acute Care,Voluntary non-profit - Other,239.0,37.782778,-122.443222,CA,0.2556,-0.3609,-0.5959,-0.6213,0.2686,0.1237,0.1237,-0.2108,-0.1606,No
235,SCRIPPS MERCY HOSPITAL (050077),2019,Acute Care,Voluntary non-profit - Private,547.0,32.751211,-117.161024,CA,0.4458,-0.8748,-0.0382,-0.0762,1.3878,1.6845,1.6845,0.1689,0.3962,Yes
236,PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO (050078),2019,Acute Care,Voluntary non-profit - Private,336.0,33.737928,-118.305005,CA,-0.8591,0.0038,-0.0973,-0.2685,-1.4966,-1.073,-1.073,-0.5435,-0.623,No
237,ST JOHNS REGIONAL MEDICAL CENTER (050082),2019,Acute Care,Voluntary non-profit - Private,299.0,34.216555,-119.158351,CA,0.1143,0.5316,-1.1111,-0.0278,0.0227,0.1973,0.1973,-0.0941,-0.0504,No
238,ST JOSEPH'S MEDICAL CENTER OF STOCKTON (050084),2019,Acute Care,Voluntary non-profit - Church,354.0,37.970737,-121.289251,CA,-1.1923,0.7333,-0.5589,-0.2869,-1.0434,0.2178,0.2178,-0.4697,-0.3665,No
239,COMMUNITY HOSPITAL OF SAN BERNARDINO (050089),2019,Acute Care,Voluntary non-profit - Private,421.0,34.131238,-117.322559,CA,-1.1312,0.0398,-1.4878,-0.7033,-0.7039,-0.2734,-0.2734,-0.7973,-0.7187,No
240,SONOMA VALLEY HOSPITAL (050090),2019,Acute Care,Government - Hospital District or Authority,78.0,38.288564,-122.46585,CA,2.1658,1.9711,,,,-0.475,-0.475,2.0684,1.6869,Yes
241,COMMUNITY HOSPITAL OF HUNTINGTON PARK (050091),2019,Acute Care,Proprietary,81.0,33.989182,-118.22419,CA,-1.5202,-0.1785,0.1317,,,-0.4847,-0.4847,-0.5223,-0.5167,No
242,SAINT AGNES MEDICAL CENTER (050093),2019,Acute Care,Voluntary non-profit - Church,414.0,36.837102,-119.765878,CA,1.072,0.1227,1.3413,-0.0144,-0.7773,-0.8453,-0.8453,0.3488,0.1697,No
243,"WEST COVINA MEDICAL CENTER, INC (050096)",2019,Acute Care,Proprietary,46.0,34.070928,-117.944166,CA,,,,,,-0.3136,-0.3136,,-0.3136,No
244,SAN ANTONIO REGIONAL HOSPITAL (050099),2019,Acute Care,Voluntary non-profit - Other,316.0,34.101079,-117.636862,CA,0.1318,1.4185,0.3866,0.1562,0.4025,-0.177,-0.177,0.4991,0.3977,Yes
245,SHARP MEMORIAL HOSPITAL (050100),2019,Acute Care,Voluntary non-profit - Other,860.0,32.800255,-117.154133,CA,2.0035,-0.6234,-0.1416,0.3635,1.1695,0.0671,0.0671,0.5543,0.4812,Yes
246,SUTTER SOLANO MEDICAL CENTER (050101),2019,Acute Care,Voluntary non-profit - Private,104.0,38.130893,-122.238105,CA,0.1318,-0.1702,0.5029,-0.3204,1.6264,1.695,1.695,0.3541,0.5552,Yes
247,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER (050102),2019,Acute Care,Voluntary non-profit - Private,191.0,33.925697,-117.440052,CA,1.4331,0.772,1.5592,2.196,-0.8893,0.4509,0.4509,1.0142,0.9297,Yes
248,WHITE MEMORIAL MEDICAL CENTER (050103),2019,Acute Care,Voluntary non-profit - Church,352.0,,,CA,-0.8329,-0.1758,0.2536,-0.7417,-0.0672,0.3048,0.3048,-0.3128,-0.2202,No
249,SAINT FRANCIS MEDICAL CENTER (050104),2019,Acute Care,Voluntary non-profit - Church,372.0,33.931016,-118.203834,CA,0.0498,-0.5349,0.0283,-0.9942,0.5915,0.4168,0.4168,-0.1719,-0.0836,No
250,MARIAN REGIONAL MEDICAL CENTER (050107),2019,Acute Care,Voluntary non-profit - Church,345.0,34.952117,-120.412494,CA,-0.2293,-0.593,-0.2616,-0.2016,-0.6269,-1.5577,-1.5577,-0.3825,-0.5588,No
251,"SUTTER MEDICAL CENTER, SACRAMENTO (050108)",2019,Acute Care,Voluntary non-profit - Private,595.0,38.570258,-121.469682,CA,-0.3009,-0.2863,0.6857,1.8048,-0.4838,0.1889,0.1889,0.2839,0.2697,No
