,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,CAUTI W Z Score,CDI W Z Score,CLABSI W Z Score,MRSA W Z Score,SSI W Z Score,PSI-90 W Z Score,Total HAC Score,Payment Reduction
141,"MOUNTAIN VISTA MEDICAL CENTER, LP (030121)",2021,Acute Care,Proprietary,171.0,33.3911,-111.615329,AZ,-1.041,-1.8235,-1.1275,-0.0903,-1.4855,2.2704,-0.5496,No
142,BANNER GATEWAY MEDICAL CENTER (030122),2021,Acute Care,Voluntary non-profit - Other,170.0,33.384225,-111.719634,AZ,0.1375,2.0113,-0.4391,0.4609,0.4487,1.4746,0.6823,Yes
143,SCOTTSDALE THOMPSON PEAK MEDICAL CENTER (030123),2021,Acute Care,Proprietary,98.0,33.669777,-111.921803,AZ,-1.2586,1.0889,-1.0339,0.3417,-0.4574,-0.1275,-0.2411,No
144,BANNER IRONWOOD MEDICAL CENTER (030130),2021,Acute Care,Voluntary non-profit - Private,61.0,33.214839,-111.563447,AZ,,-0.385,,,0.0788,0.0905,-0.0719,No
145,O.A.S.I.S. HOSPITAL (030131),2021,Acute Care,Voluntary non-profit - Private,64.0,33.45672,-111.99521,AZ,,-1.946,,,,-1.4328,-1.6894,No
146,BANNER GOLDFIELD MEDICAL CENTER (030134),2021,Acute Care,Voluntary non-profit - Other,23.0,33.393343,-111.566796,AZ,,-1.946,,,,-0.0275,-0.9868,No
147,DIGNITY HEALTH - ARIZONA GENERAL HOSPITAL (030136),2021,Acute Care,Proprietary,14.0,33.380677,-112.168233,AZ,,-1.946,,,,-0.0441,-0.9951,No
148,SANTA CRUZ VALLEY REGIONAL HOSPITAL (030137),2021,Acute Care,Proprietary,49.0,31.807943,-111.010966,AZ,,,,,,0.0228,0.0228,No
149,WESTERN REGIONAL MEDICAL CENTER (030138),2021,Acute Care,Proprietary,38.0,33.452804,-112.362571,AZ,,,,,,,,No
150,DIGNITY HEALTH ARIZONA GENERAL HOSPITAL (030139),2021,Acute Care,Voluntary non-profit - Private,50.0,,,AZ,,,,,,,,No
151,SILOAM SPRINGS REGIONAL HOSPITAL (040001),2021,Acute Care,Proprietary,46.0,36.190377,-94.509658,AR,,0.0987,,,0.0751,0.1195,0.0978,No
152,JOHNSON REGIONAL MEDICAL CENTER (040002),2021,Acute Care,Voluntary non-profit - Private,86.0,35.464384,-93.445797,AR,-1.5517,0.26,,,,0.9587,-0.111,No
153,WASHINGTON REGIONAL MEDICAL CENTER (040004),2021,Acute Care,Voluntary non-profit - Private,314.0,36.110984,-94.157862,AR,1.2845,0.7922,1.3038,0.0456,-0.2115,0.7251,0.6566,Yes
154,CHI-ST VINCENT INFIRMARY (040007),2021,Acute Care,Voluntary non-profit - Private,414.0,,,AR,0.4996,0.647,-0.3621,0.783,-0.646,1.0532,0.3291,No
155,MERCY HOSPITAL NORTHWEST ARKANSAS (040010),2021,Acute Care,Voluntary non-profit - Church,201.0,36.309562,-94.184709,AR,0.3028,-0.714,1.7759,0.7011,-0.0414,-1.5047,0.0866,No
156,CHAMBERS MEMORIAL HOSPITAL (040011),2021,Acute Care,Voluntary non-profit - Private,41.0,35.054823,-93.388543,AR,,-1.946,,,,-0.4037,-1.1748,No
157,WHITE COUNTY MEDICAL CENTER (040014),2021,Acute Care,Voluntary non-profit - Private,315.0,35.250446,-91.696758,AR,-1.5517,0.0697,-1.3958,1.4552,-0.389,-0.2902,-0.3503,No
158,MENA REGIONAL HEALTH SYSTEM (040015),2021,Acute Care,Government - Local,65.0,34.588386,-94.221383,AR,-1.5517,-1.0398,,,,-0.1528,-0.9148,No
159,UAMS MEDICAL CENTER (040016),2021,Acute Care,Government - State,480.0,34.751583,-92.320998,AR,0.7843,2.0113,-0.4162,0.189,1.0422,2.3824,0.9988,Yes
160,NORTH ARKANSAS REGIONAL MEDICAL CENTER (040017),2021,Acute Care,Voluntary non-profit - Other,133.0,36.236281,-93.107148,AR,,-1.946,,,0.9424,0.7288,-0.0916,No
161,BAPTIST HEALTH - VAN BUREN (040018),2021,Acute Care,Proprietary,68.0,35.434175,-94.339451,AR,,-1.946,,,,-0.0206,-0.9833,No
162,FORREST CITY MEDICAL CENTER (040019),2021,Acute Care,Proprietary,68.0,35.039275,-90.771894,AR,,-1.946,,,-1.4855,0.1623,-1.0898,No
163,ST BERNARDS MEDICAL CENTER (040020),2021,Acute Care,Voluntary non-profit - Private,376.0,35.837478,-90.702142,AR,-0.0153,0.4051,-0.4266,0.3193,-0.0136,-0.1627,0.0177,No
164,NORTHWEST MEDICAL CENTER-SPRINGDALE (040022),2021,Acute Care,Proprietary,325.0,36.181394,-94.136464,AR,-0.0844,0.2116,1.3807,0.04,0.4006,0.6692,0.4363,Yes
165,ST VINCENT HOT SPRINGS (040026),2021,Acute Care,Voluntary non-profit - Church,235.0,34.466035,-93.066396,AR,-0.3,-0.5366,-1.2003,-0.4422,-1.2728,-1.5047,-0.8761,No
166,BAXTER REGIONAL MEDICAL CENTER (040027),2021,Acute Care,Voluntary non-profit - Private,214.0,36.343067,-92.395905,AR,2.1364,-0.1786,-1.3958,-0.0828,0.2453,0.1652,0.1483,No
167,CONWAY REGIONAL HEALTH SYSTEM (040029),2021,Acute Care,Voluntary non-profit - Private,151.0,35.084826,-92.457103,AR,-0.9949,0.2632,0.2015,1.9616,-0.7569,1.8312,0.4176,Yes
168,BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK (040036),2021,Acute Care,Voluntary non-profit - Private,212.0,34.784075,-92.218633,AR,0.0642,-0.4882,-0.1375,1.0716,0.5799,-0.5814,0.0848,No
169,ARKANSAS METHODIST MEDICAL CENTER (040039),2021,Acute Care,Voluntary non-profit - Private,129.0,36.052593,-90.499051,AR,0.3301,0.202,1.4681,2.0399,1.4878,0.314,0.9736,Yes
170,ST MARYS REGIONAL MEDICAL CENTER (040041),2021,Acute Care,Proprietary,155.0,35.28286,-93.149908,AR,-1.5517,-0.7108,0.5259,-0.202,-0.4223,-1.2038,-0.5941,No
171,FIVE RIVERS MEDICAL CENTER (040047),2021,Acute Care,Voluntary non-profit - Private,44.0,36.289911,-90.996334,AR,,0.3439,,,,-0.0394,0.1522,No
172,OUACHITA COUNTY MEDICAL CENTER (040050),2021,Acute Care,Voluntary non-profit - Private,97.0,,,AR,-1.5517,0.9212,,,,-0.5735,-0.4013,No
173,DREW MEMORIAL HOSPITAL (040051),2021,Acute Care,Voluntary non-profit - Private,51.0,33.610628,-91.814978,AR,2.1532,0.747,,,,-0.4005,0.8332,Yes
174,BAPTIST HEALTH - FORT SMITH (040055),2021,Acute Care,Proprietary,288.0,35.374527,-94.421311,AR,-0.4088,0.9373,1.5804,2.2,-1.4855,2.3824,0.8676,Yes
175,MERCY HOSPITAL FORT SMITH (040062),2021,Acute Care,Voluntary non-profit - Private,367.0,35.353647,-94.352964,AR,1.6383,-1.3397,0.3429,-0.068,1.2511,-1.5047,0.0533,No
176,MAGNOLIA HOSPITAL (040067),2021,Acute Care,Government - Local,38.0,33.275123,-93.240071,AR,0.4954,-1.946,,,,-0.2921,-0.5809,No
177,GREAT RIVER MEDICAL CENTER (040069),2021,Acute Care,Voluntary non-profit - Other,106.0,35.943011,-89.918929,AR,,-0.2657,,,,-0.1309,-0.1983,No
178,JEFFERSON REGIONAL MEDICAL CENTER (040071),2021,Acute Care,Voluntary non-profit - Private,322.0,34.189066,-92.018453,AR,0.8952,1.9307,2.2542,0.8053,0.5189,-0.2329,1.0286,Yes
179,BAPTIST HEALTH MEDICAL CENTER-STUTTGART (040072),2021,Acute Care,Voluntary non-profit - Private,49.0,34.517773,-91.557572,AR,,0.1633,,,,-0.2083,-0.0225,No
180,NORTH METRO MEDICAL CENTER (040074),2021,Acute Care,Proprietary,70.0,34.872381,-92.124697,AR,,,,,,,,No
181,BAPTIST HEALTH MEDICAL CENTER-HOT SPRINGS COUNTY (040076),2021,Acute Care,Voluntary non-profit - Private,69.0,34.358913,-92.786418,AR,,-1.5687,,,,-0.2756,-0.9221,No
182,NATIONAL PARK MEDICAL CENTER (040078),2021,Acute Care,Proprietary,162.0,34.486239,-93.033554,AR,0.4996,0.7922,-0.3143,1.7941,-0.3039,1.8536,0.7202,Yes
183,SALINE MEMORIAL HOSPITAL (040084),2021,Acute Care,Voluntary non-profit - Private,165.0,34.573552,-92.584405,AR,-0.1535,-1.0494,-0.2998,1.7084,1.6173,-1.5047,0.053,No
184,HELENA REGIONAL MEDICAL CENTER (040085),2021,Acute Care,Proprietary,133.0,34.508357,-90.62733,AR,-1.5517,-1.946,,,,-0.264,-1.2539,No
185,MEDICAL CENTER OF SOUTH ARKANSAS (040088),2021,Acute Care,Proprietary,124.0,33.218378,-92.67103,AR,-0.9028,1.7565,,,-0.1726,0.3683,0.2623,No
186,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK (040114),2021,Acute Care,Voluntary non-profit - Private,773.0,,,AR,1.0522,0.0342,1.6948,0.0252,0.3802,-1.5047,0.2803,No
187,"BAPTIST MEMORIAL HOSPITAL JONESBORO, INC. (040118)",2021,Acute Care,Voluntary non-profit - Private,168.0,35.864204,-90.639107,AR,-0.6893,1.1985,-0.5181,0.7588,-1.4855,-0.999,-0.2891,No
188,WHITE RIVER MEDICAL CENTER (040119),2021,Acute Care,Voluntary non-profit - Private,202.0,35.769572,-91.634721,AR,-0.1995,-0.3528,-0.1812,0.1015,0.8943,-0.6391,-0.0628,No
189,LEVI HOSPITAL (040132),2021,Acute Care,Voluntary non-profit - Private,53.0,34.509945,-93.056649,AR,,,,,,0.1162,0.1162,No
190,"ARKANSAS HEART HOSPITAL, LLC (040134)",2021,Acute Care,Proprietary,112.0,34.739159,-92.394421,AR,1.0375,1.2792,-0.7906,2.1702,,-0.7657,0.5861,Yes
191,ST VINCENT MEDICAL CENTER/NORTH (040137),2021,Acute Care,Voluntary non-profit - Private,59.0,34.814378,-92.207514,AR,0.1354,0.1407,,,,-0.4273,-0.0504,No
192,ARKANSAS SURGICAL HOSPITAL (040147),2021,Acute Care,Physician,49.0,34.801458,-92.347687,AR,-0.75,-1.946,,,,-1.5047,-1.4003,No
193,NORTHWEST HEALTH PHYSICIANS SPECIALTY HOSPITAL (040152),2021,Acute Care,Proprietary,20.0,36.12133,-94.13373,AR,,,,,,-0.3664,-0.3664,No
194,WADLEY REGIONAL MEDICAL CENTER AT HOPE (040153),2021,Acute Care,Proprietary,70.0,33.648008,-93.587052,AR,-1.5517,2.0113,,,,-0.4309,0.0096,No
195,BAPTIST HEALTH MEDICAL CENTER- CONWAY (040154),2021,Acute Care,Voluntary non-profit - Private,111.0,,,AR,1.5985,-0.027,-1.3958,-1.4868,0.5688,-0.8366,-0.2631,No
196,"BAPTIST MEMORIAL HOSPITAL-CRITTENDEN, INC (040156)",2021,Acute Care,Voluntary non-profit - Private,11.0,,,AR,,,,,,,,No
197,ST ROSE HOSPITAL (050002),2021,Acute Care,Voluntary non-profit - Church,188.0,37.63291,-122.089742,CA,-0.0341,0.0278,2.2542,0.9487,1.1587,-0.4841,0.6452,Yes
198,ST JOSEPH HOSPITAL (050006),2021,Acute Care,Voluntary non-profit - Private,154.0,40.783103,-124.142039,CA,0.7403,-0.4818,-0.645,-1.0474,1.0995,1.7288,0.2324,No
199,PENINSULA MEDICAL CENTER (050007),2021,Acute Care,Voluntary non-profit - Private,321.0,37.594398,-122.383356,CA,-1.3821,-0.1077,0.2306,-0.3417,-0.548,-0.6971,-0.4743,No
200,CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP (050008),2021,Acute Care,Voluntary non-profit - Other,203.0,37.769114,-122.434696,CA,1.2385,0.7244,-1.3958,-0.1871,,0.9986,0.2757,No
201,QUEEN OF THE VALLEY MEDICAL CENTER (050009),2021,Acute Care,Voluntary non-profit - Church,172.0,38.323554,-122.295968,CA,1.249,0.5503,2.2542,-0.1853,0.8351,-0.7129,0.6651,Yes
202,ADVENTIST HEALTH ST HELENA (050013),2021,Acute Care,Voluntary non-profit - Private,153.0,38.54196,-122.475344,CA,-1.131,1.2276,-1.3958,2.2,2.0795,0.1613,0.5236,Yes
203,SUTTER AMADOR HOSPITAL (050014),2021,Acute Care,Voluntary non-profit - Private,50.0,38.349561,-120.765905,CA,-1.5517,0.9405,-0.3226,,-1.4855,-0.7276,-0.6294,No
204,MERCY GENERAL HOSPITAL (050017),2021,Acute Care,Voluntary non-profit - Church,379.0,38.569385,-121.452482,CA,0.2233,-0.3399,0.0517,-1.4868,-1.1804,0.5498,-0.3637,No
205,RIVERSIDE COMMUNITY HOSPITAL (050022),2021,Acute Care,Government - State,415.0,33.975677,-117.380374,CA,-0.2979,0.6212,-0.5431,-0.6582,-0.1024,0.5183,-0.077,No
206,PARADISE VALLEY HOSPITAL (050024),2021,Acute Care,Proprietary,289.0,32.686336,-117.083243,CA,1.6801,-0.1625,0.5925,0.405,,-1.3462,0.2338,No
207,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MED CTR (050025),2021,Acute Care,Voluntary non-profit - Other,630.0,32.753717,-117.165914,CA,-0.2037,0.8631,0.3221,-0.269,-0.426,-0.3146,-0.0047,No
208,GROSSMONT HOSPITAL (050026),2021,Acute Care,Government - Hospital District or Authority,545.0,32.779435,-117.009178,CA,0.3803,-0.4528,-0.9715,-0.6899,0.1399,0.6713,-0.1538,No
209,MAD RIVER COMMUNITY HOSPITAL (050028),2021,Acute Care,Proprietary,66.0,40.903309,-124.090847,CA,-1.5517,-0.4076,,,1.155,-0.1121,-0.2291,No
210,OROVILLE HOSPITAL (050030),2021,Acute Care,Voluntary non-profit - Private,166.0,39.504535,-121.542106,CA,-0.7228,-0.3625,-1.3958,-1.4868,1.2345,-1.0978,-0.6385,No
211,BAKERSFIELD MEMORIAL HOSPITAL (050036),2021,Acute Care,Voluntary non-profit - Private,396.0,35.390474,-119.006836,CA,0.7194,0.1762,-0.1729,0.0978,-0.1394,-0.1963,0.0808,No
212,SANTA CLARA VALLEY MEDICAL CENTER (050038),2021,Acute Care,Government - Local,684.0,37.313702,-121.931888,CA,0.7654,1.0695,0.06,0.0959,1.0404,1.7998,0.8052,Yes
213,ENLOE MEDICAL CENTER (050039),2021,Acute Care,Voluntary non-profit - Private,315.0,39.742284,-121.849128,CA,-0.7354,1.3018,-1.1941,-0.2877,-0.7495,-1.2771,-0.4903,No
214,LAC/OLIVE VIEW-UCLA MEDICAL CENTER (050040),2021,Acute Care,Voluntary non-profit - Other,286.0,34.325912,-118.445513,CA,0.4682,-0.1141,-0.6242,0.1518,-0.9788,-0.7019,-0.2998,No
215,ST ELIZABETH COMMUNITY HOSPITAL (050042),2021,Acute Care,Voluntary non-profit - Church,65.0,40.148834,-122.218303,CA,-0.2246,0.8663,,,-1.4855,-0.5901,-0.3585,No
216,ALTA BATES SUMMIT MEDICAL CENTER (050043),2021,Acute Care,Voluntary non-profit - Private,389.0,37.820784,-122.26328,CA,-1.2524,-0.0915,0.1224,-0.2635,0.2563,0.6538,-0.0958,No
217,EL CENTRO REGIONAL MEDICAL CENTER (050045),2021,Acute Care,Voluntary non-profit - Other,162.0,32.781498,-115.56862,CA,2.1532,0.6341,1.6448,-1.4868,0.7038,-0.3151,0.5557,Yes
218,CALIFORNIA PACIFIC MEDICAL CENTER- VAN NESS CAMPUS (050047),2021,Acute Care,Voluntary non-profit - Private,456.0,37.786152,-122.421544,CA,1.2134,0.7212,-0.3933,-0.8146,0.1694,0.9429,0.3065,No
219,SAN GORGONIO MEMORIAL HOSPITAL (050054),2021,Acute Care,Government - Hospital District or Authority,72.0,,,CA,0.8324,-0.5334,2.2542,,,0.765,0.8296,Yes
220,CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL (050055),2021,Acute Care,Voluntary non-profit - Church,186.0,37.74805,-122.420987,CA,0.1626,-0.872,1.0105,-0.9375,-0.7218,0.1439,-0.2024,No
221,ANTELOPE VALLEY HOSPITAL (050056),2021,Acute Care,Government - Hospital District or Authority,396.0,34.689371,-118.158476,CA,0.0998,0.1633,0.6798,0.1611,0.1768,1.6997,0.4967,Yes
222,KAWEAH DELTA MEDICAL CENTER (050057),2021,Acute Care,Government - Hospital District or Authority,586.0,36.327415,-119.294172,CA,1.4876,-0.714,1.6781,2.2,0.4135,0.4015,0.9111,Yes
223,GLENDALE MEM HOSPITAL & HLTH CENTER (050058),2021,Acute Care,Voluntary non-profit - Private,276.0,34.127789,-118.257795,CA,-0.4109,-0.7463,-0.8925,-1.4868,-0.0395,0.3062,-0.545,No
224,COMMUNITY REGIONAL MEDICAL CENTER (050060),2021,Acute Care,Voluntary non-profit - Private,857.0,36.742583,-119.783023,CA,2.1009,0.0568,0.7214,-0.068,1.6432,0.3872,0.8069,Yes
225,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER (050063),2021,Acute Care,Proprietary,434.0,34.096116,-118.291753,CA,2.1532,-1.0011,2.2542,-0.2206,-0.6589,1.6934,0.7034,Yes
226,OAK VALLEY HOSPITAL DISTRICT (050067),2021,Acute Care,Government - Hospital District or Authority,150.0,37.758098,-120.860363,CA,,1.3114,,,,-0.1302,0.5906,Yes
227,ST JOSEPH HOSPITAL (050069),2021,Acute Care,Voluntary non-profit - Church,426.0,33.782399,-117.866093,CA,0.3594,0.7148,-0.9382,-0.9617,0.6003,0.5105,0.0475,No
228,KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO (050070),2021,Acute Care,Voluntary non-profit - Private,120.0,37.658376,-122.439205,CA,-0.7354,-1.1946,-1.3958,-1.4868,1.1642,-0.4226,-0.6785,No
229,KAISER FOUNDATION HOSPITAL-SANTA CLARA (050071),2021,Acute Care,Voluntary non-profit - Private,330.0,37.335456,-121.995767,CA,0.2254,0.1536,-0.3122,-0.7718,-0.4759,-0.2297,-0.2351,No
230,KAISER FOUNDATION HOSPITAL - WALNUT CREEK (050072),2021,Acute Care,Voluntary non-profit - Other,233.0,37.891512,-122.057943,CA,1.1464,0.9534,0.0892,-1.161,1.1901,-0.3322,0.3143,No
231,KAISER FOUNDATION HOSPITAL AND REHAB CENTER (050073),2021,Acute Care,Voluntary non-profit - Other,245.0,38.128437,-122.247586,CA,-0.7312,-0.6527,-1.1566,-0.4292,0.016,-0.1988,-0.5254,No
232,KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND (050075),2021,Acute Care,Voluntary non-profit - Other,372.0,37.823857,-122.257589,CA,0.8429,-0.3173,0.3055,-0.6731,0.6539,-1.0365,-0.0374,No
233,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO (050076),2021,Acute Care,Voluntary non-profit - Other,239.0,37.782778,-122.443222,CA,0.8178,-0.2496,-0.4952,-0.958,1.9797,-0.9932,0.0169,No
234,SCRIPPS MERCY HOSPITAL (050077),2021,Acute Care,Voluntary non-profit - Private,547.0,32.751211,-117.161024,CA,0.1584,-1.2171,0.8732,0.1909,0.9812,0.6689,0.2759,No
235,PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO (050078),2021,Acute Care,Voluntary non-profit - Private,336.0,33.737928,-118.305005,CA,0.1647,-0.5011,-1.3958,-1.4868,-1.4855,-0.628,-0.8888,No
236,ST JOHNS REGIONAL MEDICAL CENTER (050082),2021,Acute Care,Voluntary non-profit - Private,299.0,34.216555,-119.158351,CA,1.0543,0.4342,0.736,0.1834,-0.4722,1.1853,0.5202,Yes
237,ST JOSEPH'S MEDICAL CENTER OF STOCKTON (050084),2021,Acute Care,Voluntary non-profit - Church,354.0,37.970737,-121.289251,CA,-1.3172,0.3084,-1.2627,-0.0251,-0.2429,-1.5047,-0.6741,No
238,COMMUNITY HOSPITAL OF SAN BERNARDINO (050089),2021,Acute Care,Voluntary non-profit - Private,421.0,34.131238,-117.322559,CA,-0.4925,0.0536,2.2542,-0.5726,-0.9419,-0.5788,-0.0463,No
239,SONOMA VALLEY HOSPITAL (050090),2021,Acute Care,Government - Hospital District or Authority,78.0,38.288564,-122.46585,CA,0.4389,0.2536,,,,-0.4975,0.065,No
240,COMMUNITY HOSPITAL OF HUNTINGTON PARK (050091),2021,Acute Care,Proprietary,81.0,33.989182,-118.22419,CA,-1.5517,-1.3655,-1.3958,,,-0.5926,-1.2264,No
241,SAINT AGNES MEDICAL CENTER (050093),2021,Acute Care,Voluntary non-profit - Church,414.0,36.837102,-119.765878,CA,0.8031,0.2858,1.7114,-0.0475,-0.4851,-1.1843,0.1806,No
242,"WEST COVINA MEDICAL CENTER, INC (050096)",2021,Acute Care,Proprietary,46.0,34.070928,-117.944166,CA,,,,,,-0.3035,-0.3035,No
243,SAN ANTONIO REGIONAL HOSPITAL (050099),2021,Acute Care,Voluntary non-profit - Other,316.0,34.101079,-117.636862,CA,-0.1702,0.6148,0.2555,-0.1815,0.236,0.6595,0.2357,No
244,SHARP MEMORIAL HOSPITAL (050100),2021,Acute Care,Voluntary non-profit - Other,860.0,32.800255,-117.154133,CA,0.9748,0.06,-0.2644,-0.2597,0.9424,-0.8614,0.0986,No
245,SUTTER SOLANO MEDICAL CENTER (050101),2021,Acute Care,Voluntary non-profit - Private,104.0,38.130893,-122.238105,CA,-0.5679,-0.5882,-1.3958,-1.4868,-1.4855,0.9601,-0.7607,No
246,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER (050102),2021,Acute Care,Voluntary non-profit - Private,191.0,33.925697,-117.440052,CA,1.7953,-0.6527,1.8965,-0.8295,-1.4855,-0.1106,0.1022,No
247,WHITE MEMORIAL MEDICAL CENTER (050103),2021,Acute Care,Voluntary non-profit - Church,352.0,,,CA,-0.5951,-0.6656,0.7297,-0.4813,-0.7847,1.3878,-0.0682,No
248,SAINT FRANCIS MEDICAL CENTER (050104),2021,Acute Care,Voluntary non-profit - Church,372.0,33.931016,-118.203834,CA,0.1605,0.6245,-0.9362,0.7364,-0.2133,-0.554,-0.0303,No
249,MARIAN REGIONAL MEDICAL CENTER (050107),2021,Acute Care,Voluntary non-profit - Church,345.0,34.952117,-120.412494,CA,0.441,-1.0978,-0.1271,-0.809,0.2342,-1.0345,-0.3989,No
250,"SUTTER MEDICAL CENTER, SACRAMENTO (050108)",2021,Acute Care,Voluntary non-profit - Private,595.0,38.570258,-121.469682,CA,-0.66,-0.8817,0.1744,-0.2076,0.3488,0.4015,-0.1374,No
251,LOMPOC VALLEY MEDICAL CENTER (050110),2021,Acute Care,Government - Hospital District or Authority,170.0,34.640639,-120.439899,CA,2.015,2.0113,,,-1.4855,0.5319,0.7682,Yes
252,SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL (050112),2021,Acute Care,Government - State,275.0,34.027776,-118.486315,CA,0.2421,0.5019,0.293,0.2672,-0.2799,-0.4996,0.0875,No
253,SAN MATEO MEDICAL CENTER (050113),2021,Acute Care,Government - Local,421.0,37.530116,-122.299406,CA,-0.7228,1.4791,-1.3958,-1.4868,0.3488,-0.2563,-0.339,No
254,PALOMAR HEALTH DOWNTOWN CAMPUS (050115),2021,Acute Care,Government - Hospital District or Authority,405.0,33.125937,-117.076186,CA,-0.0007,0.1503,0.3013,0.0978,0.4061,-1.0929,-0.023,No
255,NORTHRIDGE HOSPITAL MEDICAL CENTER (050116),2021,Acute Care,Voluntary non-profit - Private,406.0,34.220789,-118.533216,CA,2.1532,-0.385,0.3263,0.3138,0.0714,1.3448,0.6374,Yes
256,DOCTORS HOSPITAL OF MANTECA (050118),2021,Acute Care,Proprietary,73.0,37.801087,-121.19691,CA,2.1532,-0.1206,1.1228,-1.4868,,0.0525,0.3442,Yes
257,ADVENTIST HEALTH HANFORD (050121),2021,Acute Care,Voluntary non-profit - Church,222.0,36.323877,-119.669005,CA,-0.4465,0.0084,-0.5202,-0.4944,0.1731,-1.4194,-0.4498,No
258,DAMERON HOSPITAL (050122),2021,Acute Care,Voluntary non-profit - Other,186.0,37.961201,-121.300691,CA,1.3285,-0.156,-1.3958,1.5706,-1.4855,-0.1254,-0.0439,No
259,USC VERDUGO HILLS HOSPITAL (050124),2021,Acute Care,Voluntary non-profit - Private,176.0,34.205614,-118.216048,CA,0.7592,0.8115,-0.6887,-1.4868,-0.2281,2.2286,0.2326,No
260,REGIONAL MEDICAL CENTER OF SAN JOSE (050125),2021,Acute Care,Voluntary non-profit - Church,247.0,37.363787,-121.848823,CA,2.0841,-1.1784,1.7863,0.0047,-0.8217,-0.934,0.1568,No
261,VALLEY PRESBYTERIAN HOSPITAL (050126),2021,Acute Care,Voluntary non-profit - Other,350.0,34.193917,-118.463271,CA,-0.7814,0.0955,-0.6284,-0.0791,-0.5166,2.3824,0.0788,No
262,WOODLAND MEMORIAL HOSPITAL (050127),2021,Acute Care,Voluntary non-profit - Other,107.0,38.664344,-121.793403,CA,2.1532,0.1794,1.52,2.0976,0.6502,0.991,1.2652,Yes
263,TRI-CITY MEDICAL CENTER (050128),2021,Acute Care,Government - Hospital District or Authority,335.0,33.183783,-117.290918,CA,0.1856,0.8663,0.4427,-0.1164,1.4342,0.0838,0.4827,Yes
264,ST BERNARDINE MEDICAL CENTER (050129),2021,Acute Care,Voluntary non-profit - Private,324.0,34.134331,-117.27876,CA,0.0391,1.2179,0.2867,-0.068,-1.2211,0.7564,0.1685,No
265,NOVATO COMMUNITY HOSPITAL (050131),2021,Acute Care,Voluntary non-profit - Other,47.0,38.098077,-122.55966,CA,0.3866,-0.9817,-1.3958,,,-0.2341,-0.5562,No
266,SAN GABRIEL VALLEY MEDICAL CENTER (050132),2021,Acute Care,Physician,272.0,34.102461,-118.105572,CA,0.7466,-0.4334,2.2542,-1.4868,0.0511,0.7103,0.307,No
267,ADVENTIST HEALTH AND RIDEOUT (050133),2021,Acute Care,Voluntary non-profit - Private,235.0,39.138832,-121.593622,CA,0.6273,0.4567,-0.3226,0.9245,0.8425,0.8844,0.5688,Yes
268,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD (050135),2021,Acute Care,Proprietary,518.0,34.096192,-118.325371,CA,-0.3502,2.0113,2.2542,0.0456,,-0.629,0.6664,Yes
269,PETALUMA VALLEY HOSPITAL (050136),2021,Acute Care,Voluntary non-profit - Other,80.0,38.253183,-122.63286,CA,2.1532,-1.6396,-1.3958,,-1.4855,2.3824,0.0029,No
270,KAISER FOUNDATION HOSPITAL - PANORAMA CITY (050137),2021,Acute Care,Voluntary non-profit - Private,218.0,34.219847,-118.430299,CA,0.7759,-1.0849,-0.0315,-1.4868,-0.034,2.3824,0.0869,No
271,KAISER FOUNDATION HOSPITAL - LOS ANGELES (050138),2021,Acute Care,Voluntary non-profit - Other,517.0,34.098141,-118.294825,CA,0.5498,-0.1044,0.9211,-0.4888,0.3026,0.5433,0.2873,No
272,KAISER FOUNDATION HOSPITAL - DOWNEY (050139),2021,Acute Care,Voluntary non-profit - Other,358.0,33.917101,-118.128998,CA,0.6336,0.3019,0.11,-1.4868,-0.0377,0.1472,-0.0553,No
273,KAISER FOUNDATION HOSPITAL FONTANA/ONTARIO (050140),2021,Acute Care,Voluntary non-profit - Private,634.0,34.072271,-117.433458,CA,0.1689,0.2923,-0.8571,-0.7606,-0.4648,1.402,-0.0366,No
274,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA (050145),2021,Acute Care,Voluntary non-profit - Private,278.0,,,CA,2.1532,0.4148,-0.3185,-0.5353,-0.7736,-1.3979,-0.0762,No
275,CALIFORNIA HOSPITAL MEDICAL CENTER LA (050149),2021,Acute Care,Voluntary non-profit - Other,312.0,34.037212,-118.265363,CA,0.801,-0.0657,0.4011,-0.6675,0.1436,1.399,0.3352,No
276,SIERRA NEVADA MEMORIAL HOSPITAL (050150),2021,Acute Care,Voluntary non-profit - Other,108.0,39.228949,-121.047264,CA,-0.6098,-0.5076,2.2542,0.9264,-0.4944,2.3824,0.6585,Yes
