,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,Appropriate care for severe sepsis and septic shock (SEP_1 - Sepsis Care),Appropriate care for severe sepsis and septic shock (SEP_1 - Sepsis Care) (Sample),Aspirin at Arrival (OP_4 - Heart Attack or Chest Pain),Aspirin at Arrival (OP_4 - Heart Attack or Chest Pain) (Sample),Door to diagnostic eval (OP_20 - Emergency Department),Door to diagnostic eval (OP_20 - Emergency Department) (Sample),Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients (OP_29 - Colonoscopy care),Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients (OP_29 - Colonoscopy care) (Sample),Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use (OP_30 - Colonoscopy care),Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use (OP_30 - Colonoscopy care) (Sample),External Beam Radiotherapy for Bone Metastases (OP_33 - Cancer care),External Beam Radiotherapy for Bone Metastases (OP_33 - Cancer care) (Sample),Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival (OP_2 - Heart Attack or Chest Pain),Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival (OP_2 - Heart Attack or Chest Pain) (Sample),Head CT results (OP_23 - Emergency Department),Head CT results (OP_23 - Emergency Department) (Sample),Healthcare workers given influenza vaccination (IMM_3_OP_27_FAC_ADHPCT - Preventive Care),Healthcare workers given influenza vaccination (IMM_3_OP_27_FAC_ADHPCT - Preventive Care) (Sample),Hospital acquired potentially preventable venous thromboembolism (VTE_6 - Blood Clot Prevention and Treatment),Hospital acquired potentially preventable venous thromboembolism (VTE_6 - Blood Clot Prevention and Treatment) (Sample),Immunization for influenza (IMM_2 - Preventive Care),Immunization for influenza (IMM_2 - Preventive Care) (Sample),Improvement in Patients Visual Function within 90 Days Following Cataract Surgery (OP_31 - Cataract surgery outcome),Improvement in Patients Visual Function within 90 Days Following Cataract Surgery (OP_31 - Cataract surgery outcome) (Sample),Left before being seen (OP_22 - Emergency Department),Left before being seen (OP_22 - Emergency Department) (Sample),Median Time to ECG (OP_5 - Heart Attack or Chest Pain),Median Time to ECG (OP_5 - Heart Attack or Chest Pain) (Sample),Median Time to Fibrinolysis (OP_1 - Heart Attack or Chest Pain),Median Time to Fibrinolysis (OP_1 - Heart Attack or Chest Pain) (Sample),Median Time to Transfer to Another Facility for Acute Coronary Intervention (OP_3b - Heart Attack or Chest Pain),Median Time to Transfer to Another Facility for Acute Coronary Intervention (OP_3b - Heart Attack or Chest Pain) (Sample),Median time Psychiatric/Mental Health patients spent in the ED before leaving from visit (OP_18c - Emergency Department),Median time Psychiatric/Mental Health patients spent in the ED before leaving from visit (OP_18c - Emergency Department) (Sample),Median time patients spent in the ED after a doctor admitted them and before leaving the ED for an inpatient room (ED_2b - Emergency Department),Median time patients spent in the ED after a doctor admitted them and before leaving the ED for an inpatient room (ED_2b - Emergency Department) (Sample),Median time patients spent in the ED before leaving from visit (OP_18b - Emergency Department),Median time patients spent in the ED before leaving from visit (OP_18b - Emergency Department) (Sample),Median time patients spent in the ED before they were admitted as an inpatient (ED_1b - Emergency Department),Median time patients spent in the ED before they were admitted as an inpatient (ED_1b - Emergency Department) (Sample),Median time to pain med (OP_21 - Emergency Department),Median time to pain med (OP_21 - Emergency Department) (Sample),Percent of newborns whose deliveries were scheduled 1-3 weeks early when a scheduled delivery was not medically necessary (PC_01 - Pregnancy and Delivery Care),Percent of newborns whose deliveries were scheduled 1-3 weeks early when a scheduled delivery was not medically necessary (PC_01 - Pregnancy and Delivery Care) (Sample)
53,GEORGIANA MEDICAL CENTER (010047),2018,Acute Care,Proprietary,22.0,,,AL,,,79.0,14.0,20.0,417.0,,,,,,,,,,,47.0,83.0,,,96.0,161.0,,,2.0,750.0,5.0,15.0,,,,,,,35.0,314.0,70.0,407.0,140.0,320.0,60.0,11.0,,
54,MEDICAL CENTER ENTERPRISE (010049),2018,Acute Care,Proprietary,110.0,31.318191,-85.855308,AL,60.0,30.0,99.0,98.0,24.0,424.0,100.0,192.0,100.0,120.0,,,,,80.0,20.0,71.0,609.0,,,99.0,354.0,,,3.0,30892.0,7.0,106.0,,,,,,,62.0,361.0,144.0,404.0,261.0,361.0,69.0,187.0,0.0,60.0
55,MEDICAL CENTER ENTERPRISE (010049),2018,Acute Care,Proprietary,110.0,31.318191,-85.855308,AL,68.0,37.0,99.0,99.0,26.0,423.0,100.0,192.0,100.0,120.0,,,94.0,16.0,88.0,25.0,71.0,541.0,,,99.0,354.0,,,3.0,30892.0,7.0,108.0,24.0,16.0,,,,,64.0,377.0,140.0,409.0,258.0,377.0,72.0,197.0,0.0,52.0
56,GREENE COUNTY HOSPITAL (010051),2018,Acute Care,Government - Local,90.0,32.844744,-87.889307,AL,,,,,52.0,285.0,,,,,,,,,,,63.0,277.0,,,23.0,61.0,,,1.0,3237.0,,,,,,,,,18.0,103.0,148.0,251.0,219.0,103.0,,,,
57,GREENE COUNTY HOSPITAL (010051),2018,Acute Care,Government - Local,90.0,32.844744,-87.889307,AL,,,,,51.0,286.0,,,,,,,,,,,79.0,195.0,,,23.0,61.0,,,1.0,3237.0,,,,,,,,,20.0,94.0,147.0,255.0,224.0,94.0,,,,
58,LAKE MARTIN COMMUNITY HOSPITAL (010052),2018,Acute Care,Proprietary,46.0,32.8187,-85.741758,AL,31.0,16.0,93.0,30.0,18.0,378.0,48.0,25.0,89.0,38.0,,,,,,,51.0,174.0,,,69.0,251.0,,,1.0,5511.0,3.0,32.0,,,,,,,94.0,604.0,126.0,320.0,220.0,607.0,54.0,28.0,,
59,LAKE MARTIN COMMUNITY HOSPITAL (010052),2018,Acute Care,Proprietary,46.0,32.8187,-85.741758,AL,40.0,25.0,88.0,32.0,17.0,376.0,48.0,25.0,89.0,38.0,,,,,,,55.0,156.0,,,69.0,251.0,,,1.0,5511.0,5.0,35.0,,,,,,,90.0,606.0,121.0,311.0,220.0,606.0,58.0,24.0,,
60,FLOWERS HOSPITAL (010055),2018,Acute Care,Proprietary,229.0,31.235991,-85.457937,AL,56.0,163.0,,,23.0,413.0,100.0,96.0,100.0,96.0,,,,,,,68.0,2288.0,0.0,20.0,100.0,579.0,,,1.0,48536.0,,,,,,,200.0,11.0,72.0,572.0,167.0,393.0,244.0,582.0,76.0,180.0,0.0,46.0
61,FLOWERS HOSPITAL (010055),2018,Acute Care,Proprietary,229.0,31.235991,-85.457937,AL,57.0,249.0,,,20.0,422.0,100.0,96.0,100.0,96.0,,,,,,,72.0,2006.0,0.0,17.0,100.0,579.0,,,1.0,48536.0,,,,,,,,,68.0,569.0,166.0,402.0,234.0,576.0,76.0,178.0,0.0,44.0
62,ST VINCENT'S BIRMINGHAM (010056),2018,Acute Care,Voluntary non-profit - Private,421.0,33.508015,-86.788755,AL,38.0,88.0,,,35.0,382.0,89.0,84.0,32.0,76.0,83.0,12.0,,,64.0,11.0,78.0,3614.0,0.0,44.0,88.0,522.0,,,2.0,52563.0,,,,,,,,,116.0,452.0,171.0,359.0,299.0,452.0,63.0,149.0,2.0,49.0
63,ST VINCENT'S BIRMINGHAM (010056),2018,Acute Care,Voluntary non-profit - Private,421.0,33.508015,-86.788755,AL,39.0,119.0,,,35.0,382.0,89.0,84.0,32.0,76.0,83.0,12.0,,,,,93.0,3435.0,0.0,27.0,88.0,522.0,,,2.0,52563.0,,,,,,,,,124.0,457.0,172.0,367.0,305.0,457.0,68.0,147.0,0.0,52.0
64,BIBB MEDICAL CENTER (010058),2018,Acute Care,Government - Hospital District or Authority,156.0,32.951101,-87.147865,AL,36.0,11.0,63.0,27.0,19.0,536.0,62.0,16.0,90.0,20.0,,,,,,,58.0,207.0,,,75.0,137.0,,,1.0,5797.0,15.0,29.0,,,,,,,45.0,244.0,112.0,439.0,200.0,245.0,80.0,62.0,0.0,11.0
65,BIBB MEDICAL CENTER (010058),2018,Acute Care,Government - Hospital District or Authority,156.0,32.951101,-87.147865,AL,36.0,14.0,68.0,41.0,19.0,524.0,62.0,16.0,90.0,20.0,,,,,,,95.0,307.0,,,75.0,137.0,,,1.0,5797.0,15.0,43.0,,,,,,,45.0,235.0,113.0,419.0,200.0,237.0,81.0,54.0,0.0,11.0
66,LAWRENCE MEDICAL CENTER (010059),2018,Acute Care,Government - Hospital District or Authority,42.0,34.482884,-87.286019,AL,,,98.0,46.0,16.0,466.0,92.0,13.0,,,,,,,,,94.0,256.0,,,99.0,240.0,,,1.0,11029.0,6.0,48.0,,,,,,,48.0,387.0,63.0,438.0,175.0,389.0,31.0,70.0,,
67,LAWRENCE MEDICAL CENTER (010059),2018,Acute Care,Government - Hospital District or Authority,42.0,34.482884,-87.286019,AL,91.0,11.0,97.0,37.0,16.0,477.0,92.0,13.0,,,,,,,,,96.0,259.0,,,99.0,240.0,,,1.0,11029.0,7.0,39.0,,,,,,,44.0,384.0,63.0,450.0,169.0,386.0,32.0,52.0,,
68,HIGHLANDS MEDICAL CENTER (010061),2018,Acute Care,Government - Hospital District or Authority,178.0,34.661254,-86.047116,AL,35.0,71.0,91.0,121.0,38.0,740.0,36.0,86.0,70.0,122.0,,,,,,,53.0,512.0,,,99.0,372.0,,,5.0,19798.0,14.0,132.0,,,86.0,22.0,283.0,19.0,94.0,398.0,176.0,690.0,283.0,407.0,87.0,103.0,3.0,60.0
69,HIGHLANDS MEDICAL CENTER (010061),2018,Acute Care,Government - Hospital District or Authority,178.0,34.661254,-86.047116,AL,35.0,106.0,92.0,118.0,31.0,768.0,36.0,86.0,70.0,122.0,,,,,33.0,12.0,44.0,488.0,,,99.0,372.0,,,5.0,19798.0,12.0,131.0,,,88.0,19.0,296.0,21.0,98.0,375.0,165.0,722.0,280.0,384.0,76.0,99.0,2.0,56.0
70,WIREGRASS MEDICAL CENTER (010062),2018,Acute Care,Voluntary non-profit - Private,175.0,31.048063,-85.890837,AL,,,71.0,21.0,23.0,411.0,100.0,155.0,100.0,92.0,,,,,,,68.0,330.0,,,48.0,290.0,,,4.0,8932.0,16.0,22.0,,,,,158.0,12.0,60.0,343.0,91.0,407.0,175.0,350.0,52.0,48.0,,
71,WIREGRASS MEDICAL CENTER (010062),2018,Acute Care,Voluntary non-profit - Private,175.0,31.048063,-85.890837,AL,,,70.0,23.0,25.0,411.0,100.0,155.0,100.0,92.0,,,,,,,92.0,379.0,,,48.0,290.0,,,4.0,8932.0,9.0,23.0,,,,,192.0,17.0,60.0,330.0,90.0,400.0,180.0,340.0,63.0,46.0,,
72,RUSSELL MEDICAL CENTER (010065),2018,Acute Care,Voluntary non-profit - Private,56.0,32.93103,-85.968394,AL,58.0,161.0,100.0,23.0,16.0,782.0,100.0,63.0,100.0,63.0,5.0,20.0,,,,,71.0,918.0,,,99.0,366.0,100.0,63.0,1.0,23535.0,0.0,23.0,,,,,,,49.0,500.0,126.0,742.0,247.0,500.0,61.0,125.0,0.0,74.0
73,RUSSELL MEDICAL CENTER (010065),2018,Acute Care,Voluntary non-profit - Private,56.0,32.93103,-85.968394,AL,60.0,215.0,100.0,18.0,16.0,791.0,100.0,63.0,100.0,63.0,5.0,20.0,,,,,90.0,865.0,,,99.0,366.0,100.0,63.0,1.0,23535.0,0.0,18.0,,,,,195.0,11.0,41.0,469.0,125.0,753.0,237.0,469.0,57.0,135.0,3.0,73.0
74,MEDICAL CENTER BARBOUR (010069),2018,Acute Care,Government - Hospital District or Authority,47.0,31.88798,-85.156613,AL,,,100.0,167.0,9.0,478.0,95.0,156.0,7.0,99.0,,,,,42.0,26.0,37.0,254.0,,,100.0,312.0,,,3.0,16882.0,19.0,164.0,,,,,,,51.0,588.0,147.0,235.0,202.0,588.0,46.0,113.0,,
75,MEDICAL CENTER BARBOUR (010069),2018,Acute Care,Government - Hospital District or Authority,47.0,31.88798,-85.156613,AL,,,100.0,161.0,10.0,516.0,95.0,156.0,7.0,99.0,,,,,52.0,25.0,59.0,239.0,,,100.0,312.0,,,3.0,16882.0,20.0,160.0,,,,,,,53.0,576.0,138.0,284.0,202.0,576.0,44.0,126.0,,
76,CLAY COUNTY HOSPITAL (010073),2018,Acute Care,Government - Hospital District or Authority,137.0,33.276548,-85.823789,AL,61.0,28.0,93.0,56.0,20.0,398.0,65.0,37.0,62.0,16.0,,,,,,,70.0,270.0,,,99.0,277.0,,,3.0,5006.0,8.0,61.0,,,,,,,65.0,129.0,109.0,287.0,215.0,131.0,72.0,30.0,,
77,CLAY COUNTY HOSPITAL (010073),2018,Acute Care,Government - Hospital District or Authority,137.0,33.276548,-85.823789,AL,62.0,40.0,93.0,55.0,22.0,382.0,65.0,37.0,62.0,16.0,,,,,,,90.0,365.0,,,99.0,277.0,,,3.0,5006.0,7.0,58.0,,,,,,,70.0,139.0,112.0,287.0,223.0,141.0,72.0,28.0,,
78,NORTHEAST ALABAMA REGIONAL MEDICAL CENTER (010078),2018,Acute Care,Government - Local,279.0,33.657123,-85.823353,AL,7.0,61.0,94.0,18.0,57.0,382.0,84.0,73.0,72.0,72.0,,,,,67.0,15.0,87.0,2185.0,0.0,30.0,96.0,572.0,,,4.0,43383.0,12.0,18.0,,,,,345.0,17.0,90.0,650.0,212.0,353.0,328.0,674.0,95.0,157.0,2.0,53.0
79,NORTHEAST ALABAMA REGIONAL MEDICAL CENTER (010078),2018,Acute Care,Government - Local,279.0,33.657123,-85.823353,AL,6.0,126.0,92.0,13.0,47.0,381.0,84.0,73.0,72.0,72.0,,,,,71.0,21.0,86.0,2070.0,0.0,30.0,96.0,572.0,,,4.0,43383.0,12.0,13.0,,,,,356.0,18.0,90.0,678.0,198.0,352.0,318.0,684.0,87.0,145.0,0.0,54.0
80,ATHENS LIMESTONE HOSPITAL (010079),2018,Acute Care,Government - Hospital District or Authority,81.0,34.803499,-86.977803,AL,51.0,151.0,96.0,174.0,27.0,442.0,95.0,63.0,100.0,63.0,,,,,82.0,11.0,89.0,1226.0,,,98.0,355.0,,,3.0,34315.0,5.0,189.0,,,,,238.0,14.0,64.0,508.0,122.0,414.0,230.0,508.0,75.0,147.0,0.0,71.0
81,ATHENS LIMESTONE HOSPITAL (010079),2018,Acute Care,Government - Hospital District or Authority,81.0,34.803499,-86.977803,AL,51.0,193.0,97.0,173.0,26.0,449.0,95.0,63.0,100.0,63.0,,,,,77.0,13.0,87.0,1265.0,,,98.0,355.0,,,3.0,34315.0,4.0,187.0,,,,,263.0,14.0,65.0,535.0,122.0,420.0,230.0,536.0,82.0,132.0,0.0,59.0
82,SOUTH BALDWIN REGIONAL MEDICAL CENTER (010083),2018,Acute Care,Proprietary,112.0,30.426109,-87.683187,AL,73.0,160.0,100.0,18.0,18.0,427.0,100.0,109.0,100.0,100.0,,,,,,,81.0,1406.0,0.0,22.0,100.0,600.0,,,6.0,37149.0,6.0,18.0,,,,,,,89.0,956.0,154.0,412.0,269.0,956.0,65.0,196.0,7.0,45.0
83,SOUTH BALDWIN REGIONAL MEDICAL CENTER (010083),2018,Acute Care,Proprietary,112.0,30.426109,-87.683187,AL,76.0,238.0,100.0,16.0,19.0,428.0,100.0,109.0,100.0,100.0,,,,,,,77.0,1138.0,0.0,19.0,100.0,600.0,,,6.0,37149.0,6.0,16.0,,,,,,,88.0,935.0,160.0,408.0,273.0,935.0,70.0,206.0,7.0,41.0
84,DECATUR MORGAN HOSPITAL-DECATUR CAMPUS (010085),2018,Acute Care,Government - Hospital District or Authority,265.0,34.591168,-86.972621,AL,38.0,58.0,89.0,178.0,36.0,398.0,,,73.0,15.0,,,,,67.0,21.0,73.0,1543.0,,,47.0,506.0,,,2.0,65419.0,8.0,178.0,,,34.0,28.0,295.0,15.0,146.0,638.0,146.0,374.0,331.0,659.0,62.0,203.0,0.0,39.0
85,DECATUR MORGAN HOSPITAL-DECATUR CAMPUS (010085),2018,Acute Care,Government - Hospital District or Authority,265.0,34.591168,-86.972621,AL,34.0,79.0,89.0,180.0,38.0,631.0,,,73.0,15.0,,,,,65.0,26.0,70.0,1602.0,,,47.0,506.0,,,2.0,65419.0,8.0,181.0,,,34.0,26.0,327.0,20.0,146.0,670.0,147.0,593.0,332.0,692.0,70.0,242.0,2.0,57.0
86,NORTHWEST MEDICAL CENTER (010086),2018,Acute Care,Proprietary,62.0,33.929316,-87.824507,AL,54.0,13.0,94.0,131.0,12.0,399.0,100.0,185.0,100.0,345.0,,,,,,,82.0,324.0,,,98.0,281.0,100.0,321.0,1.0,12422.0,5.0,143.0,,,,,79.0,11.0,64.0,502.0,118.0,355.0,232.0,503.0,36.0,89.0,,
87,NORTHWEST MEDICAL CENTER (010086),2018,Acute Care,Proprietary,62.0,33.929316,-87.824507,AL,50.0,14.0,97.0,115.0,12.0,399.0,100.0,185.0,100.0,345.0,,,,,,,86.0,295.0,,,98.0,281.0,100.0,321.0,1.0,12422.0,3.0,126.0,,,,,90.0,14.0,62.0,509.0,118.0,352.0,236.0,510.0,36.0,92.0,,
88,UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER (010087),2018,Acute Care,Government - State,161.0,30.708121,-88.099441,AL,41.0,70.0,,,43.0,372.0,100.0,63.0,99.0,74.0,,,,,,,99.0,2042.0,0.0,15.0,99.0,580.0,,,9.0,27674.0,,,,,,,511.0,11.0,260.0,788.0,235.0,351.0,505.0,793.0,47.0,81.0,,
89,UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER (010087),2018,Acute Care,Government - State,161.0,30.708121,-88.099441,AL,43.0,93.0,,,40.0,374.0,100.0,63.0,99.0,74.0,,,,,,,99.0,1990.0,0.0,16.0,99.0,580.0,,,9.0,27674.0,,,,,,,348.0,14.0,247.0,746.0,242.0,343.0,497.0,748.0,44.0,86.0,,
90,WALKER BAPTIST MEDICAL CENTER (010089),2018,Acute Care,Voluntary non-profit - Private,222.0,33.841142,-87.236879,AL,77.0,77.0,99.0,191.0,12.0,407.0,94.0,72.0,100.0,71.0,,,,,71.0,14.0,94.0,861.0,,,100.0,522.0,,,1.0,35583.0,3.0,198.0,,,43.0,21.0,160.0,13.0,67.0,736.0,116.0,377.0,231.0,736.0,43.0,143.0,3.0,79.0
91,WALKER BAPTIST MEDICAL CENTER (010089),2018,Acute Care,Voluntary non-profit - Private,222.0,33.841142,-87.236879,AL,74.0,100.0,99.0,185.0,13.0,408.0,94.0,72.0,100.0,71.0,,,,,73.0,15.0,94.0,825.0,,,100.0,522.0,,,1.0,35583.0,3.0,195.0,,,44.0,28.0,162.0,12.0,65.0,783.0,131.0,382.0,239.0,783.0,47.0,138.0,3.0,73.0
92,PROVIDENCE HOSPITAL (010090),2018,Acute Care,Voluntary non-profit - Church,349.0,30.68169,-88.198329,AL,59.0,376.0,,,21.0,418.0,95.0,99.0,100.0,96.0,,,,,67.0,15.0,84.0,3179.0,0.0,29.0,96.0,528.0,,,2.0,53193.0,,,,,,,,,111.0,649.0,162.0,401.0,311.0,650.0,92.0,220.0,0.0,213.0
93,PROVIDENCE HOSPITAL (010090),2018,Acute Care,Voluntary non-profit - Church,349.0,30.68169,-88.198329,AL,63.0,512.0,,,22.0,419.0,95.0,99.0,100.0,96.0,,,,,67.0,15.0,84.0,3255.0,0.0,29.0,96.0,528.0,,,2.0,53193.0,,,,,,,,,107.0,672.0,168.0,401.0,306.0,673.0,88.0,213.0,1.0,227.0
94,GROVE HILL MEMORIAL HOSPITAL (010091),2018,Acute Care,Government - Hospital District or Authority,31.0,31.694213,-87.777231,AL,,,97.0,88.0,37.0,386.0,100.0,33.0,100.0,59.0,,,,,82.0,11.0,53.0,196.0,,,88.0,228.0,,,2.0,10066.0,11.0,87.0,,,,,209.0,16.0,95.0,198.0,156.0,368.0,284.0,202.0,86.0,66.0,3.0,36.0
95,GROVE HILL MEMORIAL HOSPITAL (010091),2018,Acute Care,Government - Hospital District or Authority,31.0,31.694213,-87.777231,AL,,,96.0,113.0,36.0,379.0,100.0,33.0,100.0,59.0,,,,,,,56.0,207.0,,,88.0,228.0,,,2.0,10066.0,9.0,115.0,,,,,215.0,12.0,85.0,203.0,150.0,371.0,276.0,207.0,84.0,71.0,3.0,36.0
96,D C H REGIONAL MEDICAL CENTER (010092),2018,Acute Care,Government - Hospital District or Authority,593.0,33.20613,-87.525154,AL,28.0,104.0,84.0,19.0,54.0,402.0,83.0,58.0,100.0,65.0,92.0,48.0,,,50.0,14.0,95.0,7610.0,3.0,68.0,96.0,558.0,,,3.0,141160.0,9.0,21.0,,,,,,,134.0,638.0,186.0,390.0,347.0,638.0,26.0,328.0,1.0,168.0
97,D C H REGIONAL MEDICAL CENTER (010092),2018,Acute Care,Government - Hospital District or Authority,593.0,33.20613,-87.525154,AL,31.0,146.0,91.0,22.0,58.0,404.0,83.0,58.0,100.0,65.0,92.0,48.0,,,47.0,17.0,96.0,6848.0,3.0,63.0,96.0,558.0,,,3.0,141160.0,9.0,23.0,,,,,,,142.0,634.0,184.0,392.0,363.0,634.0,28.0,302.0,1.0,158.0
98,HALE COUNTY HOSPITAL (010095),2018,Acute Care,Government - Local,30.0,32.412098,-87.018633,AL,,,76.0,62.0,27.0,378.0,,,,,,,,,,,71.0,102.0,,,81.0,155.0,,,2.0,16451.0,16.0,56.0,,,,,,,58.0,179.0,125.0,303.0,243.0,247.0,41.0,21.0,,
99,HALE COUNTY HOSPITAL (010095),2018,Acute Care,Government - Local,30.0,32.412098,-87.018633,AL,,,78.0,64.0,28.0,377.0,,,,,,,,,,,80.0,112.0,,,81.0,155.0,,,2.0,16451.0,17.0,54.0,,,,,,,45.0,212.0,132.0,310.0,246.0,255.0,58.0,24.0,,
100,ELMORE COMMUNITY HOSPITAL (010097),2018,Acute Care,Government - State,34.0,32.551957,-86.185643,AL,,,90.0,40.0,19.0,367.0,76.0,29.0,,,,,,,,,41.0,276.0,,,87.0,272.0,,,2.0,10466.0,7.0,41.0,,,47.0,11.0,,,51.0,503.0,77.0,359.0,181.0,557.0,55.0,44.0,,
101,ELMORE COMMUNITY HOSPITAL (010097),2018,Acute Care,Government - State,34.0,32.551957,-86.185643,AL,,,91.0,35.0,19.0,358.0,76.0,29.0,,,,,,,,,42.0,252.0,,,87.0,272.0,,,2.0,10466.0,6.0,36.0,,,50.0,11.0,,,52.0,500.0,84.0,345.0,194.0,555.0,50.0,46.0,,
102,D W MCMILLAN MEMORIAL HOSPITAL (010099),2018,Acute Care,Government - Hospital District or Authority,48.0,31.127105,-87.072378,AL,41.0,27.0,89.0,44.0,33.0,584.0,100.0,66.0,83.0,69.0,,,,,,,96.0,344.0,,,91.0,289.0,,,2.0,13504.0,6.0,47.0,,,,,,,65.0,359.0,110.0,569.0,188.0,366.0,58.0,92.0,0.0,47.0
103,D W MCMILLAN MEMORIAL HOSPITAL (010099),2018,Acute Care,Government - Hospital District or Authority,48.0,31.127105,-87.072378,AL,40.0,40.0,94.0,54.0,30.0,583.0,100.0,66.0,83.0,69.0,,,,,,,97.0,366.0,,,91.0,289.0,,,2.0,13504.0,7.0,62.0,,,,,,,64.0,395.0,105.0,569.0,186.0,399.0,60.0,84.0,0.0,46.0
104,THOMAS HOSPITAL (010100),2018,Acute Care,Government - Hospital District or Authority,133.0,30.519999,-87.890333,AL,53.0,59.0,,,30.0,407.0,95.0,75.0,86.0,69.0,,,,,53.0,15.0,71.0,2424.0,0.0,20.0,98.0,551.0,,,2.0,35473.0,,,,,,,,,111.0,607.0,190.0,393.0,302.0,607.0,32.0,183.0,4.0,144.0
105,THOMAS HOSPITAL (010100),2018,Acute Care,Government - Hospital District or Authority,133.0,30.519999,-87.890333,AL,56.0,73.0,,,28.0,410.0,95.0,75.0,86.0,69.0,,,,,46.0,13.0,76.0,2329.0,0.0,21.0,98.0,551.0,,,2.0,35473.0,,,,,,,,,120.0,590.0,184.0,397.0,301.0,590.0,33.0,193.0,2.0,123.0
106,CITIZENS BAPTIST MEDICAL CENTER (010101),2018,Acute Care,Voluntary non-profit - Private,98.0,33.439801,-86.090641,AL,58.0,66.0,96.0,108.0,16.0,417.0,93.0,14.0,100.0,14.0,,,,,,,99.0,424.0,,,100.0,267.0,,,1.0,24035.0,6.0,114.0,,,,,152.0,13.0,53.0,459.0,107.0,391.0,202.0,459.0,49.0,97.0,0.0,23.0
107,CITIZENS BAPTIST MEDICAL CENTER (010101),2018,Acute Care,Voluntary non-profit - Private,98.0,33.439801,-86.090641,AL,54.0,91.0,97.0,94.0,17.0,422.0,93.0,14.0,100.0,14.0,,,,,,,83.0,458.0,,,100.0,267.0,,,1.0,24035.0,6.0,100.0,,,,,152.0,13.0,49.0,446.0,107.0,394.0,204.0,446.0,51.0,92.0,0.0,23.0
108,J PAUL JONES HOSPITAL (010102),2018,Acute Care,Voluntary non-profit - Other,22.0,31.996611,-87.299424,AL,,,,,47.0,291.0,,,,,,,,,,,26.0,58.0,,,0.0,66.0,,,4.0,5880.0,,,,,,,,,20.0,17.0,116.0,357.0,164.0,118.0,70.0,24.0,,
109,J PAUL JONES HOSPITAL (010102),2018,Acute Care,Voluntary non-profit - Other,22.0,31.996611,-87.299424,AL,,,,,45.0,302.0,,,,,,,,,,,0.0,49.0,,,0.0,66.0,,,4.0,5880.0,,,,,,,,,14.0,26.0,115.0,363.0,165.0,131.0,70.0,21.0,,
110,PRINCETON BAPTIST MEDICAL CENTER (010103),2018,Acute Care,Voluntary non-profit - Church,302.0,33.499133,-86.846016,AL,57.0,138.0,,,24.0,411.0,97.0,72.0,100.0,67.0,,,,,,,88.0,2191.0,0.0,57.0,100.0,628.0,,,4.0,43507.0,,,,,,,,,136.0,734.0,179.0,367.0,328.0,734.0,98.0,98.0,0.0,44.0
111,PRINCETON BAPTIST MEDICAL CENTER (010103),2018,Acute Care,Voluntary non-profit - Church,302.0,33.499133,-86.846016,AL,52.0,187.0,,,22.0,411.0,97.0,72.0,100.0,67.0,,,,,77.0,13.0,90.0,2322.0,0.0,49.0,100.0,628.0,,,4.0,43507.0,,,,,,,,,132.0,723.0,168.0,372.0,324.0,723.0,94.0,100.0,0.0,44.0
112,GRANDVIEW MEDICAL CENTER (010104),2018,Acute Care,Proprietary,360.0,33.434363,-86.720483,AL,63.0,383.0,,,21.0,432.0,100.0,108.0,100.0,108.0,,,,,85.0,13.0,67.0,2666.0,0.0,26.0,100.0,608.0,,,2.0,28458.0,,,,,,,,,83.0,509.0,163.0,414.0,232.0,510.0,48.0,150.0,0.0,45.0
113,GRANDVIEW MEDICAL CENTER (010104),2018,Acute Care,Proprietary,360.0,33.434363,-86.720483,AL,65.0,540.0,,,22.0,432.0,100.0,108.0,100.0,108.0,,,,,85.0,13.0,74.0,2243.0,0.0,33.0,100.0,608.0,,,2.0,28458.0,,,,,,,,,85.0,491.0,166.0,416.0,236.0,492.0,49.0,155.0,0.0,39.0
114,PRATTVILLE BAPTIST HOSPITAL (010108),2018,Acute Care,Government - Hospital District or Authority,55.0,32.464423,-86.450936,AL,52.0,63.0,93.0,147.0,24.0,393.0,95.0,80.0,97.0,86.0,,,,,55.0,11.0,90.0,629.0,,,97.0,348.0,,,2.0,38791.0,9.0,164.0,,,,,,,160.0,697.0,160.0,371.0,346.0,697.0,64.0,112.0,,
115,PRATTVILLE BAPTIST HOSPITAL (010108),2018,Acute Care,Government - Hospital District or Authority,55.0,32.464423,-86.450936,AL,52.0,85.0,92.0,147.0,27.0,387.0,95.0,80.0,97.0,86.0,,,,,67.0,15.0,87.0,633.0,,,97.0,348.0,,,2.0,38791.0,10.0,162.0,,,,,,,161.0,671.0,161.0,364.0,343.0,671.0,56.0,105.0,,
