,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,Aspirin at Arrival (OP_4 - Heart Attack or Chest Pain),Aspirin at Arrival (OP_4 - Heart Attack or Chest Pain) (Sample),Door to diagnostic eval (OP_20 - Emergency Department),Door to diagnostic eval (OP_20 - Emergency Department) (Sample),Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients (OP_29 - Colonoscopy care),Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients (OP_29 - Colonoscopy care) (Sample),Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use (OP_30 - Colonoscopy care),Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use (OP_30 - Colonoscopy care) (Sample),Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival (OP_2 - Heart Attack or Chest Pain),Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival (OP_2 - Heart Attack or Chest Pain) (Sample),Head CT results (OP_23 - Emergency Department),Head CT results (OP_23 - Emergency Department) (Sample),Healthcare workers given influenza vaccination (IMM_3_OP_27_FAC_ADHPCT - Preventive Care),Healthcare workers given influenza vaccination (IMM_3_OP_27_FAC_ADHPCT - Preventive Care) (Sample),Hospital acquired potentially preventable venous thromboembolism (VTE_6 - Blood Clot Prevention and Treatment),Hospital acquired potentially preventable venous thromboembolism (VTE_6 - Blood Clot Prevention and Treatment) (Sample),Immunization for influenza (IMM_2 - Preventive Care),Immunization for influenza (IMM_2 - Preventive Care) (Sample),Improvement in Patients Visual Function within 90 Days Following Cataract Surgery (OP_31 - Cataract surgery outcome),Improvement in Patients Visual Function within 90 Days Following Cataract Surgery (OP_31 - Cataract surgery outcome) (Sample),Left before being seen (OP_22 - Emergency Department),Left before being seen (OP_22 - Emergency Department) (Sample),Median Time to ECG (OP_5 - Heart Attack or Chest Pain),Median Time to ECG (OP_5 - Heart Attack or Chest Pain) (Sample),Median Time to Fibrinolysis (OP_1 - Heart Attack or Chest Pain),Median Time to Fibrinolysis (OP_1 - Heart Attack or Chest Pain) (Sample),Median Time to Transfer to Another Facility for Acute Coronary Intervention (OP_3b - Heart Attack or Chest Pain),Median Time to Transfer to Another Facility for Acute Coronary Intervention (OP_3b - Heart Attack or Chest Pain) (Sample),Median time patients spent in the ED after a doctor admitted them and before leaving the ED for an inpatient room (ED_2b - Emergency Department),Median time patients spent in the ED after a doctor admitted them and before leaving the ED for an inpatient room (ED_2b - Emergency Department) (Sample),Median time patients spent in the ED before leaving from visit (OP_18b - Emergency Department),Median time patients spent in the ED before leaving from visit (OP_18b - Emergency Department) (Sample),Median time patients spent in the ED before they were admitted as an inpatient (ED_1b - Emergency Department),Median time patients spent in the ED before they were admitted as an inpatient (ED_1b - Emergency Department) (Sample),Median time to pain med (OP_21 - Emergency Department),Median time to pain med (OP_21 - Emergency Department) (Sample),Percent of newborns whose deliveries were scheduled 1-3 weeks early when a scheduled delivery was not medically necessary (PC_01 - Pregnancy and Delivery Care),Percent of newborns whose deliveries were scheduled 1-3 weeks early when a scheduled delivery was not medically necessary (PC_01 - Pregnancy and Delivery Care) (Sample),Thrombolytic Therapy (STK_4 - Stroke Care),Thrombolytic Therapy (STK_4 - Stroke Care) (Sample),Warfarin therapy discharge instructions (VTE_5 - Blood Clot Prevention and Treatment),Warfarin therapy discharge instructions (VTE_5 - Blood Clot Prevention and Treatment) (Sample)
57,PRATTVILLE BAPTIST HOSPITAL (010108),2017,Acute Care,Government - Hospital District or Authority,55.0,32.464423,-86.450936,AL,97.0,123.0,36.0,521.0,78.0,79.0,100.0,85.0,,,,,83.0,656.0,,,90.0,381.0,,,3.0,39472.0,12.0,134.0,,,67.0,21.0,129.0,844.0,159.0,483.0,351.0,844.0,74.0,164.0,,,,,,
58,PICKENS COUNTY MEDICAL CENTER (010109),2017,Acute Care,Government - Hospital District or Authority,49.0,33.274807,-88.089673,AL,81.0,27.0,20.0,377.0,99.0,81.0,21.0,131.0,,,,,97.0,219.0,,,96.0,203.0,,,1.0,11043.0,19.0,25.0,,,,,107.0,425.0,110.0,302.0,245.0,437.0,72.0,43.0,,,,,,
59,BULLOCK COUNTY HOSPITAL (010110),2017,Acute Care,Proprietary,54.0,32.146182,-85.71638,AL,,,46.0,395.0,,,,,,,,,48.0,123.0,,,90.0,242.0,,,0.0,6336.0,,,,,,,55.0,267.0,100.0,379.0,188.0,267.0,,,,,,,,
60,BRYAN W. WHITFIELD MEMORIAL HOSPITAL (010112),2017,Acute Care,Government - Hospital District or Authority,83.0,32.503676,-87.836744,AL,90.0,48.0,30.0,363.0,,,67.0,18.0,,,0.0,14.0,38.0,287.0,,,91.0,279.0,100.0,150.0,2.0,9099.0,33.0,53.0,,,,,43.0,167.0,100.0,354.0,198.0,167.0,51.0,49.0,,,,,,
61,MOBILE INFIRMARY MEDICAL CENTER (010113),2017,Acute Care,Voluntary non-profit - Private,678.0,30.696443,-88.081017,AL,,,14.0,407.0,97.0,104.0,75.0,71.0,,,,,54.0,3711.0,4.0,68.0,99.0,593.0,,,3.0,49998.0,,,,,,,116.0,674.0,243.0,376.0,364.0,676.0,80.0,135.0,0.0,125.0,88.0,26.0,88.0,33.0
62,"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM (010114)",2017,Acute Care,Government - Hospital District or Authority,236.0,33.373086,-86.991709,AL,97.0,222.0,19.0,591.0,93.0,72.0,100.0,72.0,,,20.0,30.0,52.0,1683.0,0.0,13.0,100.0,550.0,,,2.0,55639.0,9.0,239.0,,,84.0,16.0,82.0,962.0,120.0,561.0,236.0,964.0,44.0,248.0,0.0,65.0,4.0,24.0,67.0,12.0
63,VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS (010118),2017,Acute Care,Proprietary,140.0,32.430248,-87.055174,AL,96.0,24.0,16.0,431.0,71.0,99.0,90.0,104.0,,,,,94.0,876.0,,,98.0,505.0,,,2.0,30977.0,7.0,30.0,,,,,78.0,797.0,126.0,413.0,244.0,798.0,31.0,179.0,0.0,59.0,,,100.0,30.0
64,MONROE COUNTY HOSPITAL (010120),2017,Acute Care,Government - Local,56.0,31.497839,-87.319411,AL,98.0,89.0,27.0,359.0,85.0,178.0,92.0,109.0,,,,,90.0,305.0,,,99.0,258.0,,,3.0,16816.0,9.0,99.0,,,,,55.0,361.0,126.0,346.0,235.0,362.0,36.0,81.0,0.0,30.0,,,,
65,LAKELAND COMMUNITY HOSPITAL (010125),2017,Acute Care,Voluntary non-profit - Church,58.0,34.241718,-87.589857,AL,96.0,74.0,5.0,406.0,,,,,,,,,78.0,240.0,,,99.0,306.0,,,1.0,10325.0,0.0,82.0,,,,,42.0,275.0,64.0,377.0,151.0,275.0,22.0,44.0,,,,,,
66,TROY REGIONAL MEDICAL CENTER (010126),2017,Acute Care,Government - Federal,89.0,31.780322,-85.945529,AL,84.0,62.0,36.0,420.0,60.0,30.0,79.0,42.0,,,,,81.0,325.0,,,99.0,285.0,,,2.0,17681.0,0.0,65.0,,,,,84.0,262.0,113.0,341.0,218.0,316.0,45.0,64.0,,,,,,
67,JACKSON MEDICAL CENTER (010128),2017,Acute Care,Proprietary,35.0,31.530482,-87.89318,AL,98.0,52.0,42.0,374.0,100.0,56.0,100.0,14.0,,,,,40.0,148.0,,,100.0,270.0,83.0,12.0,4.0,7144.0,12.0,56.0,,,,,64.0,126.0,122.0,323.0,212.0,283.0,63.0,61.0,,,,,,
68,NORTH BALDWIN INFIRMARY (010129),2017,Acute Care,Voluntary non-profit - Private,64.0,30.902492,-87.783318,AL,95.0,60.0,28.0,405.0,73.0,49.0,82.0,39.0,,,,,84.0,427.0,,,99.0,228.0,,,2.0,16032.0,5.0,66.0,,,,,71.0,399.0,175.0,380.0,286.0,399.0,73.0,81.0,4.0,25.0,,,,
69,ST VINCENT'S ST CLAIR (010130),2017,Acute Care,Voluntary non-profit - Private,40.0,33.605568,-86.30238,AL,94.0,77.0,29.0,371.0,87.0,38.0,33.0,39.0,,,64.0,11.0,52.0,290.0,,,97.0,273.0,,,3.0,23446.0,4.0,84.0,,,,,58.0,133.0,103.0,252.0,245.0,136.0,52.0,165.0,,,,,,
70,CRESTWOOD MEDICAL CENTER (010131),2017,Acute Care,Proprietary,163.0,,,AL,,,51.0,428.0,100.0,149.0,100.0,143.0,,,,,75.0,2052.0,0.0,12.0,99.0,600.0,,,3.0,44989.0,,,,,,,114.0,646.0,165.0,405.0,327.0,647.0,96.0,124.0,0.0,50.0,,,100.0,13.0
71,HILL HOSPITAL OF SUMTER COUNTY (010138),2017,Acute Care,Voluntary non-profit - Other,33.0,32.491825,-88.296081,AL,,,30.0,403.0,,,,,,,,,18.0,72.0,,,33.0,75.0,,,2.0,4283.0,,,,,,,82.0,75.0,116.0,390.0,248.0,77.0,,,,,,,,
72,BROOKWOOD MEDICAL CENTER (010139),2017,Acute Care,Proprietary,601.0,33.46291,-86.77685,AL,,,20.0,222.0,93.0,98.0,96.0,100.0,,,,,84.0,3605.0,0.0,31.0,99.0,520.0,,,1.0,39936.0,,,,,,,100.0,504.0,171.0,424.0,275.0,508.0,52.0,216.0,0.0,112.0,,,94.0,36.0
73,SPRINGHILL MEMORIAL HOSPITAL (010144),2017,Acute Care,Proprietary,198.0,30.685946,-88.131719,AL,,,31.0,530.0,100.0,50.0,100.0,67.0,,,,,98.0,2325.0,0.0,19.0,97.0,722.0,,,4.0,50968.0,,,,,,,139.0,982.0,157.0,515.0,284.0,984.0,72.0,133.0,0.0,82.0,,,98.0,49.0
74,RMC JACKSONVILLE (010146),2017,Acute Care,Proprietary,65.0,,,AL,97.0,31.0,30.0,496.0,,,,,,,,,92.0,265.0,,,98.0,420.0,,,3.0,13397.0,9.0,33.0,,,,,55.0,340.0,140.0,467.0,259.0,343.0,68.0,61.0,,,,,,
75,EVERGREEN MEDICAL CENTER (010148),2017,Acute Care,Proprietary,44.0,31.43126,-86.94205,AL,95.0,20.0,38.0,391.0,98.0,43.0,100.0,23.0,,,,,46.0,193.0,,,81.0,287.0,,,2.0,10017.0,9.0,23.0,,,,,71.0,277.0,132.0,313.0,224.0,289.0,71.0,47.0,,,,,,
76,BAPTIST MEDICAL CENTER EAST (010149),2017,Acute Care,Government - Hospital District or Authority,171.0,32.376821,-86.172095,AL,98.0,97.0,21.0,405.0,100.0,80.0,97.0,100.0,,,67.0,15.0,77.0,1480.0,0.0,11.0,92.0,408.0,,,3.0,52629.0,9.0,102.0,,,58.0,14.0,257.0,419.0,190.0,384.0,472.0,419.0,78.0,188.0,1.0,464.0,,,,
77,L V STABLER MEMORIAL HOSPITAL (010150),2017,Acute Care,Proprietary,56.0,31.82945,-86.64586,AL,97.0,31.0,22.0,428.0,97.0,29.0,100.0,90.0,,,,,70.0,260.0,,,100.0,303.0,,,3.0,12088.0,4.0,35.0,,,,,53.0,483.0,102.0,407.0,230.0,483.0,72.0,72.0,,,,,,
78,SHOALS HOSPITAL (010157),2017,Acute Care,Government - Hospital District or Authority,184.0,34.744941,-87.676511,AL,100.0,23.0,16.0,525.0,86.0,63.0,82.0,193.0,,,,,91.0,802.0,,,100.0,322.0,,,2.0,14636.0,7.0,25.0,,,,,141.0,333.0,110.0,506.0,221.0,333.0,38.0,29.0,,,,,,
79,RUSSELLVILLE HOSPITAL (010158),2017,Acute Care,Proprietary,74.0,34.511165,-87.717585,AL,100.0,39.0,10.0,408.0,100.0,66.0,,,,,,,91.0,408.0,,,100.0,293.0,,,1.0,12956.0,2.0,39.0,,,,,60.0,411.0,82.0,389.0,211.0,411.0,30.0,65.0,,,,,,
80,COOSA VALLEY MEDICAL CENTER (010164),2017,Acute Care,Voluntary non-profit - Other,201.0,33.164666,-86.254598,AL,100.0,98.0,26.0,400.0,78.0,67.0,8.0,153.0,,,100.0,14.0,75.0,983.0,,,93.0,301.0,,,1.0,29858.0,7.0,109.0,,,,,84.0,348.0,115.0,383.0,268.0,348.0,52.0,102.0,2.0,56.0,,,,
81,JACK HUGHSTON MEMORIAL HOSPITAL (010168),2017,Acute Care,Government - State,52.0,32.509045,-85.005696,AL,,,33.0,431.0,,,,,,,,,93.0,605.0,,,84.0,333.0,,,3.0,13946.0,,,,,,,54.0,104.0,98.0,407.0,270.0,104.0,65.0,111.0,,,,,,
82,ATMORE COMMUNITY HOSPITAL (010169),2017,Acute Care,Government - Hospital District or Authority,48.0,31.01657,-87.479735,AL,93.0,90.0,32.0,363.0,67.0,66.0,93.0,67.0,,,,,82.0,465.0,,,95.0,275.0,,,7.0,13815.0,6.0,92.0,,,,,38.0,524.0,116.0,378.0,184.0,525.0,46.0,78.0,,,,,,
83,WASHINGTON COUNTY HOSPITAL (011300),2017,Critical Access,Proprietary,103.0,31.460296,-88.235291,AL,72.0,25.0,22.0,466.0,,,,,,,,,90.0,135.0,,,76.0,68.0,,,,,10.0,24.0,,,,,50.0,41.0,93.0,381.0,205.0,45.0,54.0,27.0,,,,,,
84,RED BAY HOSPITAL (011302),2017,Critical Access,Government - Hospital District or Authority,25.0,34.457425,-88.146934,AL,,,11.0,96.0,,,,,,,,,84.0,135.0,,,,,,,,,,,,,,,72.0,24.0,104.0,86.0,226.0,24.0,62.0,15.0,,,,,,
85,CHOCTAW GENERAL HOSPITAL (011304),2017,Critical Access,Voluntary non-profit - Private,25.0,,,AL,91.0,47.0,24.0,296.0,,,,,,,,,,,,,88.0,24.0,,,,,4.0,48.0,,,,,,,108.0,266.0,,,43.0,39.0,,,,,,
86,ST VINCENTS BLOUNT (011305),2017,Critical Access,Voluntary non-profit - Private,25.0,33.932537,-86.493059,AL,94.0,116.0,33.0,383.0,46.0,52.0,44.0,79.0,,,,,83.0,204.0,,,96.0,259.0,,,4.0,15888.0,5.0,123.0,,,,,67.0,506.0,133.0,351.0,248.0,512.0,60.0,108.0,,,,,,
87,PROVIDENCE ALASKA MEDICAL CENTER (020001),2017,Acute Care,Voluntary non-profit - Church,394.0,61.189798,-149.817622,AK,,,36.0,438.0,98.0,64.0,60.0,55.0,,,,,65.0,4859.0,3.0,34.0,90.0,503.0,,,1.0,60850.0,,,,,,,258.0,530.0,161.0,397.0,404.0,530.0,51.0,187.0,7.0,56.0,92.0,26.0,100.0,19.0
88,MAT-SU REGIONAL MEDICAL CENTER (020006),2017,Acute Care,Voluntary non-profit - Private,90.0,61.561217,-149.258718,AK,97.0,30.0,29.0,428.0,95.0,238.0,79.0,141.0,,,67.0,12.0,72.0,956.0,,,99.0,465.0,,,2.0,29703.0,5.0,32.0,,,,,96.0,682.0,132.0,390.0,261.0,685.0,54.0,310.0,7.0,30.0,,,,
89,BARTLETT REGIONAL HOSPITAL (020008),2017,Acute Care,Government - Local,58.0,58.328696,-134.466829,AK,100.0,57.0,24.0,301.0,72.0,25.0,96.0,24.0,,,,,77.0,656.0,,,90.0,280.0,,,1.0,15147.0,5.0,59.0,,,,,83.0,289.0,143.0,437.0,310.0,306.0,40.0,50.0,0.0,36.0,,,,
90,FAIRBANKS MEMORIAL HOSPITAL (020012),2017,Acute Care,Voluntary non-profit - Other,213.0,64.831407,-147.736254,AK,,,8.0,11.0,82.0,76.0,100.0,76.0,,,,,88.0,1558.0,,,92.0,356.0,,,0.0,37199.0,,,,,,,144.0,402.0,138.0,350.0,294.0,404.0,51.0,97.0,0.0,36.0,,,,
91,ALASKA REGIONAL HOSPITAL (020017),2017,Acute Care,Proprietary,169.0,61.20979,-149.827379,AK,,,9.0,537.0,87.0,94.0,98.0,64.0,,,,,67.0,1145.0,,,99.0,625.0,,,0.0,50599.0,,,,,,,102.0,655.0,117.0,508.0,266.0,658.0,35.0,74.0,0.0,64.0,83.0,12.0,,
92,YUKON KUSKOKWIM DELTA REG HOSPITAL (020018),2017,Acute Care,Tribal,34.0,,,AK,,,,,,,,,,,,,,,,,59.0,196.0,,,,,,,,,,,82.0,220.0,,,309.0,291.0,,,0.0,112.0,,,,
93,CENTRAL PENINSULA GENERAL HOSPITAL (020024),2017,Acute Care,Voluntary non-profit - Other,186.0,60.493865,-151.077658,AK,99.0,72.0,42.0,508.0,60.0,75.0,88.0,72.0,,,,,66.0,1038.0,,,99.0,262.0,,,1.0,17262.0,9.0,74.0,,,,,112.0,342.0,201.0,467.0,363.0,357.0,63.0,73.0,3.0,32.0,,,,
94,ALASKA NATIVE MEDICAL CENTER (020026),2017,Acute Care,Government - Federal,163.0,61.18189,-149.800578,AK,,,47.0,205.0,,,,,,,,,28.0,3620.0,,,71.0,464.0,,,,,,,,,,,186.0,338.0,118.0,193.0,420.0,338.0,73.0,77.0,21.0,19.0,,,,
95,SITKA COMMUNITY HOSPITAL (021303),2017,Critical Access,Government - Local,26.0,,,AK,,,,,,,,,,,,,60.0,267.0,,,,,,,1.0,2273.0,,,,,,,39.0,42.0,,,226.0,43.0,,,,,,,,
96,WRANGELL MEDICAL CENTER (021305),2017,Critical Access,Government - Local,22.0,56.471646,-132.376414,AK,,,,,,,,,,,,,,,,,40.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,
97,PROVIDENCE KODIAK ISLAND MEDICAL CTR (021306),2017,Critical Access,Voluntary non-profit - Church,46.0,57.800835,-152.373943,AK,,,,,,,,,,,,,75.0,342.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PEACEHEALTH KETCHIKAN MEDICAL CENTER (021311),2017,Critical Access,Voluntary non-profit - Church,51.0,55.352717,-131.686049,AK,88.0,25.0,22.0,568.0,,,,,,,,,88.0,670.0,,,83.0,216.0,,,2.0,9125.0,10.0,26.0,,,,,145.0,334.0,146.0,612.0,298.0,334.0,44.0,60.0,0.0,19.0,,,,
99,SOUTH PENINSULA HOSPITAL (021313),2017,Critical Access,Voluntary non-profit - Private,49.0,59.652133,-151.550296,AK,100.0,19.0,,,,,,,,,,,85.0,429.0,,,,,,,,,9.0,19.0,,,,,,,,,,,,,,,,,,
100,ABRAZO MARYVALE CAMPUS (030001),2017,Acute Care,Proprietary,231.0,,,AZ,100.0,76.0,21.0,267.0,28.0,40.0,100.0,18.0,,,,,74.0,568.0,,,99.0,343.0,,,2.0,47059.0,3.0,79.0,,,121.0,11.0,154.0,654.0,140.0,378.0,293.0,655.0,38.0,193.0,0.0,14.0,,,,
101,BANNER - UNIVERSITY MEDICAL CENTER PHOENIX (030002),2017,Acute Care,Voluntary non-profit - Other,706.0,33.465724,-112.058127,AZ,,,37.0,387.0,91.0,79.0,96.0,68.0,,,,,97.0,5452.0,5.0,42.0,97.0,514.0,,,3.0,61087.0,,,,,,,114.0,380.0,220.0,377.0,312.0,390.0,61.0,162.0,2.0,109.0,100.0,15.0,69.0,68.0
102,TUCSON MEDICAL CENTER (030006),2017,Acute Care,Voluntary non-profit - Private,520.0,32.250749,-110.880169,AZ,,,38.0,1778.0,100.0,26.0,97.0,32.0,,,,,70.0,6206.0,0.0,40.0,93.0,500.0,,,3.0,99037.0,,,,,,,86.0,472.0,178.0,1688.0,315.0,473.0,53.0,443.0,1.0,598.0,93.0,30.0,93.0,70.0
103,VERDE VALLEY MEDICAL CENTER (030007),2017,Acute Care,Voluntary non-profit - Private,102.0,34.736201,-112.031784,AZ,94.0,17.0,17.0,339.0,82.0,216.0,99.0,424.0,,,60.0,25.0,95.0,1772.0,,,99.0,373.0,,,3.0,33299.0,16.0,26.0,,,,,97.0,527.0,148.0,356.0,297.0,581.0,50.0,122.0,2.0,58.0,,,100.0,34.0
104,ST. MARY'S HOSPITAL (030010),2017,Acute Care,Voluntary non-profit - Private,398.0,32.228923,-111.000032,AZ,,,22.0,408.0,99.0,87.0,98.0,82.0,,,,,98.0,2303.0,0.0,16.0,98.0,649.0,,,1.0,53815.0,,,,,,,197.0,1034.0,212.0,373.0,430.0,1043.0,78.0,247.0,,,100.0,47.0,97.0,71.0
105,ST JOSEPH'S HOSPITAL (030011),2017,Acute Care,Voluntary non-profit - Other,474.0,32.225946,-110.857838,AZ,,,30.0,416.0,94.0,78.0,100.0,58.0,,,,,98.0,2680.0,7.0,28.0,94.0,551.0,,,3.0,49622.0,,,,,,,164.0,647.0,233.0,389.0,413.0,649.0,102.0,221.0,0.0,426.0,95.0,37.0,100.0,51.0
106,YAVAPAI REGIONAL MEDICAL CENTER (030012),2017,Acute Care,Government - Local,179.0,34.55938,-112.482065,AZ,,,25.0,438.0,81.0,69.0,100.0,96.0,,,82.0,11.0,53.0,1634.0,8.0,25.0,98.0,603.0,,,2.0,35037.0,,,,,,,115.0,929.0,168.0,399.0,251.0,933.0,70.0,226.0,,,,,99.0,74.0
107,YUMA REGIONAL MEDICAL CENTER (030013),2017,Acute Care,Voluntary non-profit - Private,397.0,32.683899,-114.633238,AZ,,,20.0,375.0,95.0,21.0,100.0,28.0,,,57.0,28.0,78.0,3309.0,0.0,25.0,98.0,516.0,,,2.0,68081.0,,,,,,,85.0,663.0,257.0,369.0,369.0,669.0,105.0,405.0,1.0,75.0,92.0,13.0,100.0,64.0
108,JOHN C. LINCOLN MEDICAL CENTER (030014),2017,Acute Care,Voluntary non-profit - Private,258.0,33.567754,-112.07063,AZ,,,45.0,399.0,75.0,71.0,93.0,74.0,,,,,94.0,3019.0,0.0,93.0,98.0,613.0,,,1.0,56304.0,,,,,,,84.0,563.0,173.0,331.0,260.0,570.0,59.0,154.0,,,95.0,20.0,88.0,64.0
109,BANNER CASA GRANDE MEDICAL CENTER (030016),2017,Acute Care,Voluntary non-profit - Other,156.0,32.879608,-111.709253,AZ,98.0,40.0,31.0,244.0,100.0,240.0,100.0,425.0,,,71.0,14.0,96.0,1204.0,,,97.0,532.0,,,2.0,44014.0,14.0,44.0,,,,,67.0,824.0,190.0,407.0,264.0,834.0,48.0,164.0,2.0,48.0,,,61.0,23.0
110,MARICOPA MEDICAL CENTER (030022),2017,Acute Care,Government - Local,570.0,33.458525,-112.02643,AZ,,,26.0,388.0,98.0,101.0,99.0,69.0,,,,,91.0,4932.0,0.0,26.0,98.0,484.0,,,1.0,60949.0,,,,,,,104.0,847.0,188.0,387.0,268.0,876.0,26.0,186.0,0.0,54.0,,,100.0,37.0
111,FLAGSTAFF MEDICAL CENTER (030023),2017,Acute Care,Voluntary non-profit - Private,267.0,35.209534,-111.644835,AZ,,,51.0,1816.0,82.0,11.0,100.0,13.0,,,,,97.0,3593.0,0.0,25.0,100.0,541.0,,,4.0,46586.0,,,,,,,113.0,465.0,184.0,1713.0,313.0,467.0,21.0,115.0,6.0,35.0,,,100.0,64.0
112,ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER (030024),2017,Acute Care,Voluntary non-profit - Church,560.0,33.480294,-112.079208,AZ,94.0,33.0,13.0,411.0,74.0,66.0,94.0,47.0,,,,,95.0,7006.0,0.0,141.0,95.0,511.0,,,1.0,107815.0,7.0,35.0,,,,,358.0,482.0,175.0,382.0,590.0,488.0,22.0,175.0,9.0,140.0,98.0,49.0,100.0,140.0
113,ABRAZO CENTRAL CAMPUS (030030),2017,Acute Care,Proprietary,186.0,33.524116,-112.101934,AZ,,,26.0,306.0,5.0,315.0,100.0,72.0,,,,,74.0,1230.0,,,98.0,658.0,,,2.0,54120.0,,,,,,,174.0,748.0,143.0,484.0,278.0,749.0,55.0,140.0,0.0,57.0,92.0,12.0,100.0,22.0
114,BANNER PAYSON MEDICAL CENTER (030033),2017,Acute Care,Voluntary non-profit - Other,36.0,,,AZ,100.0,67.0,16.0,675.0,100.0,57.0,100.0,98.0,,,,,95.0,331.0,,,98.0,389.0,,,2.0,14589.0,7.0,69.0,,,,,84.0,609.0,157.0,607.0,278.0,609.0,50.0,82.0,0.0,29.0,,,,
115,CHANDLER REGIONAL MEDICAL CENTER (030036),2017,Acute Care,Voluntary non-profit - Other,318.0,33.298691,-111.873508,AZ,92.0,60.0,18.0,407.0,88.0,43.0,97.0,69.0,,,95.0,20.0,84.0,4056.0,0.0,41.0,100.0,520.0,,,1.0,81273.0,9.0,61.0,,,,,152.0,768.0,117.0,381.0,305.0,770.0,33.0,218.0,6.0,70.0,100.0,20.0,100.0,131.0
116,ST LUKE'S MEDICAL CENTER (030037),2017,Acute Care,Proprietary,209.0,33.451436,-112.042767,AZ,92.0,65.0,44.0,898.0,97.0,215.0,95.0,125.0,,,,,69.0,2798.0,,,96.0,722.0,,,1.0,50532.0,18.0,70.0,,,,,120.0,755.0,168.0,771.0,330.0,755.0,67.0,139.0,0.0,65.0,,,100.0,26.0
117,SCOTTSDALE OSBORN MEDICAL CENTER (030038),2017,Acute Care,Proprietary,360.0,33.487639,-111.922725,AZ,,,21.0,410.0,73.0,67.0,95.0,59.0,,,,,93.0,5386.0,7.0,27.0,77.0,559.0,,,1.0,55794.0,,,,,,,91.0,794.0,170.0,373.0,212.0,794.0,37.0,185.0,0.0,33.0,76.0,29.0,100.0,41.0
118,CANYON VISTA MEDICAL CENTER (030043),2017,Acute Care,Voluntary non-profit - Other,92.0,31.554635,-110.230726,AZ,95.0,64.0,49.0,1195.0,,,100.0,270.0,,,91.0,11.0,90.0,1160.0,,,96.0,2233.0,,,4.0,29939.0,10.0,67.0,,,,,107.0,2945.0,183.0,1096.0,325.0,2945.0,80.0,117.0,3.0,100.0,,,75.0,12.0
119,KINGMAN REGIONAL MEDICAL CENTER (030055),2017,Acute Care,Government - Hospital District or Authority,221.0,35.219907,-114.035813,AZ,,,24.0,417.0,39.0,103.0,66.0,125.0,,,,,99.0,1074.0,0.0,15.0,91.0,532.0,,,2.0,52656.0,,,,,,,70.0,899.0,149.0,396.0,257.0,903.0,66.0,155.0,5.0,58.0,71.0,14.0,90.0,68.0
120,BANNER BOSWELL MEDICAL CENTER (030061),2017,Acute Care,Voluntary non-profit - Other,508.0,33.604798,-112.282538,AZ,59.0,17.0,23.0,379.0,86.0,72.0,100.0,283.0,,,54.0,24.0,93.0,3143.0,4.0,25.0,99.0,618.0,,,1.0,47190.0,24.0,18.0,,,,,82.0,998.0,220.0,378.0,285.0,1001.0,59.0,104.0,,,100.0,14.0,84.0,113.0
121,SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER (030062),2017,Acute Care,Voluntary non-profit - Private,91.0,34.201967,-110.01839,AZ,94.0,79.0,24.0,608.0,61.0,152.0,63.0,176.0,77.0,13.0,84.0,19.0,78.0,1298.0,,,85.0,376.0,,,1.0,30362.0,4.0,78.0,25.0,13.0,,,147.0,423.0,172.0,567.0,310.0,480.0,64.0,295.0,3.0,126.0,,,91.0,22.0
122,BANNER-UNIVERSITY MEDICAL CENTER TUCSON CAMPUS (030064),2017,Acute Care,Voluntary non-profit - Private,511.0,32.242362,-110.944092,AZ,92.0,12.0,17.0,408.0,98.0,66.0,78.0,116.0,,,,,96.0,5860.0,2.0,53.0,68.0,532.0,,,5.0,81360.0,12.0,18.0,,,,,204.0,391.0,266.0,374.0,409.0,392.0,57.0,281.0,5.0,42.0,100.0,21.0,94.0,96.0
123,BANNER DESERT MEDICAL CENTER (030065),2017,Acute Care,Voluntary non-profit - Private,632.0,33.39091,-111.874624,AZ,,,22.0,408.0,94.0,36.0,99.0,97.0,,,,,97.0,5152.0,4.0,28.0,99.0,518.0,,,2.0,96554.0,,,,,,,111.0,672.0,190.0,387.0,296.0,674.0,30.0,398.0,0.0,101.0,87.0,23.0,80.0,123.0
124,MT. GRAHAM REGIONAL MEDICAL CENTER (030068),2017,Acute Care,Government - Hospital District or Authority,45.0,32.821883,-109.732994,AZ,90.0,129.0,6.0,504.0,87.0,102.0,4.0,110.0,,,58.0,12.0,58.0,910.0,,,92.0,133.0,,,0.0,21609.0,11.0,142.0,,,,,75.0,186.0,114.0,445.0,233.0,189.0,38.0,156.0,3.0,77.0,,,100.0,12.0
