,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,CAUTI (SIR),CAUTI Number of Procedures,CAUTI Observed Cases,CAUTI Predicted Cases,CAUTI Urinary Catheter Days,CDIFF (SIR),CDIFF Observed Cases,CDIFF Predicted Cases,CDIFF patient days,CLABSI (SIR),CLABSI Number of Device Days,CLABSI Number of Procedures,CLABSI Observed Cases,CLABSI Predicted Cases,MRSA (SIR),MRSA Observed Cases,MRSA Predicted Cases,MRSA patient days,SSI Abdominal Hysterectomy,SSI Abdominal Number of Procedures,SSI Abdominal Observed Cases,SSI Abdominal Predicted Cases,SSI Colon Number of Procedures,SSI Colon Observed Cases,SSI Colon Predicted Cases,SSI Colon Surgery (SIR)
110,SOUTH PENINSULA HOSPITAL (021313),2017,Critical Access,Voluntary non-profit - Private,49.0,59.652133,-151.550296,AK,,,,,,0.422,1.0,2.369,7020.0,,,,,,,0.0,0.146,7020.0,,,,,,,,
111,ABRAZO MARYVALE CAMPUS (030001),2017,Acute Care,Proprietary,231.0,,,AZ,,,,,,0.774,9.0,11.625,14071.0,,,,,,,0.0,0.438,14071.0,,14.0,0.0,0.145,25.0,2.0,0.83,
112,BANNER - UNIVERSITY MEDICAL CENTER PHOENIX (030002),2017,Acute Care,Voluntary non-profit - Other,706.0,33.465724,-112.058127,AZ,,,,,,0.641,96.0,149.785,181788.0,,,,,,1.182,19.0,16.081,190319.0,2.157,488.0,9.0,4.173,487.0,16.0,13.841,1.156
113,TUCSON MEDICAL CENTER (030006),2017,Acute Care,Voluntary non-profit - Private,520.0,32.250749,-110.880169,AZ,,,,,,1.142,177.0,155.02,127115.0,,,,,,0.779,7.0,8.984,148171.0,0.666,388.0,2.0,3.002,308.0,4.0,7.861,0.509
114,VERDE VALLEY MEDICAL CENTER (030007),2017,Acute Care,Voluntary non-profit - Private,102.0,34.736201,-112.031784,AZ,,,,,,,,,,,,,,,,0.0,0.822,20309.0,,4.0,0.0,0.032,64.0,2.0,1.459,1.371
115,ST. MARY'S HOSPITAL (030010),2017,Acute Care,Voluntary non-profit - Private,398.0,32.228923,-111.000032,AZ,,,,,,1.017,31.0,30.474,53281.0,,,,,,0.589,2.0,3.394,53281.0,,,,,106.0,6.0,2.706,2.217
116,ST JOSEPH'S HOSPITAL (030011),2017,Acute Care,Voluntary non-profit - Other,474.0,32.225946,-110.857838,AZ,,,,,,1.081,39.0,36.068,59582.0,,,,,,0.922,4.0,4.336,67524.0,0.995,558.0,4.0,4.022,239.0,8.0,5.63,1.421
117,YAVAPAI REGIONAL MEDICAL CENTER (030012),2017,Acute Care,Government - Local,179.0,34.55938,-112.482065,AZ,,,,,,1.513,27.0,17.848,25865.0,,,,,,,1.0,0.721,25865.0,,20.0,0.0,0.146,116.0,5.0,2.713,1.843
118,YUMA REGIONAL MEDICAL CENTER (030013),2017,Acute Care,Voluntary non-profit - Private,397.0,32.683899,-114.633238,AZ,,,,,,0.888,67.0,75.489,87418.0,,,,,,1.711,10.0,5.843,95577.0,,36.0,0.0,0.362,148.0,1.0,3.533,0.283
119,JOHN C. LINCOLN MEDICAL CENTER (030014),2017,Acute Care,Voluntary non-profit - Private,258.0,33.567754,-112.07063,AZ,,,,,,0.847,62.0,73.168,75098.0,,,,,,1.316,8.0,6.081,75098.0,,36.0,0.0,0.288,162.0,2.0,4.814,0.415
120,HONORHEALTH JOHN C LINCOLN MEDICAL CENTER (030014),2017,Acute Care,Voluntary non-profit - Private,258.0,33.567754,-112.07063,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,
121,BANNER CASA GRANDE MEDICAL CENTER (030016),2017,Acute Care,Voluntary non-profit - Other,156.0,32.879608,-111.709253,AZ,,,,,,0.585,12.0,20.496,27480.0,,,,,,1.453,2.0,1.376,28958.0,,46.0,0.0,0.377,69.0,1.0,1.702,0.588
122,MARICOPA MEDICAL CENTER (030022),2017,Acute Care,Government - Local,570.0,33.458525,-112.02643,AZ,,,,,,1.179,40.0,33.913,54528.0,,,,,,4.627,12.0,2.593,58127.0,0.996,122.0,1.0,1.004,54.0,3.0,1.717,1.747
123,FLAGSTAFF MEDICAL CENTER (030023),2017,Acute Care,Voluntary non-profit - Private,267.0,35.209534,-111.644835,AZ,,,,,,,,,,,,,,,1.223,5.0,4.089,62187.0,,51.0,0.0,0.426,103.0,0.0,2.802,0.0
124,ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER (030024),2017,Acute Care,Voluntary non-profit - Church,560.0,33.480294,-112.079208,AZ,,,,,,0.78,94.0,120.476,125286.0,,,,,,0.57,9.0,15.793,147398.0,1.578,350.0,5.0,3.169,204.0,7.0,6.087,1.15
125,ABRAZO CENTRAL CAMPUS (030030),2017,Acute Care,Proprietary,186.0,33.524116,-112.101934,AZ,,,,,,1.029,22.0,21.385,30121.0,,,,,,0.0,0.0,2.094,32767.0,,20.0,0.0,0.167,46.0,1.0,1.29,0.775
126,BANNER PAYSON MEDICAL CENTER (030033),2017,Acute Care,Voluntary non-profit - Other,36.0,,,AZ,,,,,,0.999,4.0,4.005,5595.0,,,,,,,0.0,0.302,5854.0,,3.0,0.0,0.023,25.0,0.0,0.614,
127,CHANDLER REGIONAL MEDICAL CENTER (030036),2017,Acute Care,Voluntary non-profit - Other,318.0,33.298691,-111.873508,AZ,,,,,,0.877,71.0,80.926,96894.0,,,,,,2.141,11.0,5.138,108724.0,1.222,403.0,4.0,3.274,349.0,14.0,10.129,1.382
128,ST LUKE'S MEDICAL CENTER (030037),2017,Acute Care,Proprietary,209.0,33.451436,-112.042767,AZ,,,,,,0.575,10.0,17.385,24982.0,,,,,,,3.0,0.946,25514.0,,4.0,0.0,0.045,58.0,2.0,1.679,1.191
129,SCOTTSDALE OSBORN MEDICAL CENTER (030038),2017,Acute Care,Proprietary,360.0,33.487639,-111.922725,AZ,,,,,,0.89,60.0,67.381,71570.0,,,,,,0.405,2.0,4.935,74030.0,,31.0,1.0,0.246,122.0,2.0,3.272,0.611
130,HONORHEALTH SCOTTSDALE OSBORN MEDICAL CENTER (030038),2017,Acute Care,Proprietary,360.0,33.487639,-111.922725,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,
131,CANYON VISTA MEDICAL CENTER (030043),2017,Acute Care,Voluntary non-profit - Other,92.0,31.554635,-110.230726,AZ,,,,,,0.781,10.0,12.809,15843.0,,,,,,,1.0,0.895,17796.0,,19.0,0.0,0.195,51.0,2.0,1.323,1.512
132,KINGMAN REGIONAL MEDICAL CENTER (030055),2017,Acute Care,Government - Hospital District or Authority,221.0,35.219907,-114.035813,AZ,,,,,,1.152,48.0,41.657,56885.0,,,,,,2.181,5.0,2.292,57807.0,,14.0,1.0,0.181,56.0,3.0,1.312,2.287
133,BANNER BOSWELL MEDICAL CENTER (030061),2017,Acute Care,Voluntary non-profit - Other,508.0,33.604798,-112.282538,AZ,,,,,,0.73,62.0,84.937,96059.0,,,,,,0.967,5.0,5.172,96059.0,0.743,162.0,1.0,1.345,357.0,12.0,9.292,1.291
134,SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER (030062),2017,Acute Care,Voluntary non-profit - Private,91.0,34.201967,-110.01839,AZ,,,,,,0.59,7.0,11.86,12985.0,,,,,,,0.0,0.587,14151.0,,60.0,0.0,0.507,44.0,1.0,1.46,0.685
135,BANNER-UNIVERSITY MEDICAL CENTER TUCSON CAMPUS (030064),2017,Acute Care,Voluntary non-profit - Private,511.0,32.242362,-110.944092,AZ,,,,,,1.874,178.0,94.967,120361.0,,,,,,2.288,21.0,9.179,133376.0,2.073,160.0,3.0,1.447,255.0,26.0,7.314,3.555
136,BANNER DESERT MEDICAL CENTER (030065),2017,Acute Care,Voluntary non-profit - Private,632.0,33.39091,-111.874624,AZ,,,,,,0.444,61.0,137.358,166735.0,,,,,,1.046,10.0,9.564,174835.0,1.351,465.0,5.0,3.702,500.0,16.0,13.287,1.204
137,MT. GRAHAM REGIONAL MEDICAL CENTER (030068),2017,Acute Care,Government - Hospital District or Authority,45.0,32.821883,-109.732994,AZ,,,,,,0.0,0.0,4.127,3814.0,,,,,,,0.0,0.118,4808.0,,,,,,,,
138,MT GRAHAM REGIONAL MEDICAL CENTER (030068),2017,Acute Care,Government - Hospital District or Authority,45.0,32.821883,-109.732994,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,
139,HAVASU REGIONAL MEDICAL CENTER (030069),2017,Acute Care,Proprietary,169.0,34.47998,-114.338537,AZ,,,,,,1.232,25.0,20.295,32001.0,,,,,,3.904,5.0,1.281,32001.0,,2.0,0.0,0.028,74.0,4.0,1.884,2.123
140,FORT DEFIANCE INDIAN HOSPITAL (030071),2017,Acute Care,Government - Federal,54.0,,,AZ,,,,,,1.589,5.0,3.146,10162.0,,,,,,,0.0,0.202,10162.0,,3.0,0.0,0.029,8.0,1.0,0.21,
141,TUBA CITY REGIONAL HEALTH CARE CORPORATION (030073),2017,Acute Care,Voluntary non-profit - Other,73.0,,,AZ,,,,,,0.763,3.0,3.929,13038.0,,,,,,,0.0,0.308,13038.0,,5.0,0.0,0.039,18.0,0.0,0.527,
142,SELLS HOSPITAL (030074),2017,Acute Care,Government - Federal,13.0,,,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,
143,SELLS INDIAN HEALTH SERVICE HOSPITAL (030074),2017,Acute Care,Government - Federal,13.0,,,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,
144,SAN CARLOS APACHE HEALTHCARE (030077),2017,Acute Care,Government - Federal,9.0,,,AZ,,,,,,,0.0,0.209,1290.0,,,,,,,0.0,0.026,1290.0,,,,,,,,
145,SAN CARLOS APACHE HEALTHCARE CORP (030077),2017,Acute Care,Government - Federal,9.0,,,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PHOENIX INDIAN MEDICAL CENTER (030078),2017,Acute Care,Government - Federal,119.0,33.49701,-112.047613,AZ,,,,,,2.511,6.0,2.389,8830.0,,,,,,,0.0,0.223,8830.0,,34.0,1.0,0.318,26.0,1.0,1.018,0.982
147,ABRAZO SCOTTSDALE CAMPUS (030083),2017,Acute Care,Proprietary,129.0,33.640603,-111.997692,AZ,,,,,,1.047,17.0,16.236,20463.0,,,,,,,4.0,0.874,21628.0,,60.0,0.0,0.463,41.0,0.0,1.103,0.0
148,CHINLE COMPREHENSIVE HEALTH CARE FACILITY (030084),2017,Acute Care,Government - Federal,60.0,,,AZ,,,,,,1.289,4.0,3.104,4509.0,,,,,,,0.0,0.097,4509.0,,1.0,0.0,0.011,4.0,0.0,0.096,
149,NORTHWEST MEDICAL CENTER (030085),2017,Acute Care,Proprietary,283.0,32.319581,-111.012054,AZ,,,,,,0.911,42.0,46.114,54929.0,,,,,,0.796,2.0,2.512,55942.0,0.732,173.0,1.0,1.367,215.0,3.0,5.251,0.571
150,SCOTTSDALE SHEA MEDICAL CENTER (030087),2017,Acute Care,Proprietary,426.0,33.582467,-111.886032,AZ,,,,,,0.951,83.0,87.232,89695.0,,,,,,1.261,6.0,4.758,105123.0,0.703,413.0,2.0,2.843,321.0,6.0,7.447,0.806
151,HONORHEALTH SCOTTSDALE SHEA MEDICAL CENTER (030087),2017,Acute Care,Proprietary,426.0,33.582467,-111.886032,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,
152,BANNER BAYWOOD MEDICAL CENTER (030088),2017,Acute Care,Voluntary non-profit - Private,340.0,33.410465,-111.688045,AZ,,,,,,0.554,51.0,92.08,83496.0,,,,,,0.822,4.0,4.869,85134.0,0.0,201.0,0.0,1.599,253.0,6.0,6.408,0.936
153,BANNER THUNDERBIRD MEDICAL CENTER (030089),2017,Acute Care,Government - Hospital District or Authority,566.0,33.610731,-112.178698,AZ,,,,,,0.623,69.0,110.755,148040.0,,,,,,0.537,5.0,9.305,157678.0,1.354,630.0,7.0,5.168,242.0,11.0,6.2,1.774
154,HONORHEALTH DEER VALLEY MEDICAL CENTER (030092),2017,Acute Care,Voluntary non-profit - Private,201.0,33.666425,-112.117188,AZ,,,,,,1.193,61.0,51.15,56873.0,,,,,,0.274,1.0,3.647,56873.0,,69.0,1.0,0.591,172.0,16.0,4.746,3.371
155,BANNER DEL E. WEBB MEDICAL CENTER (030093),2017,Acute Care,Voluntary non-profit - Private,390.0,33.658307,-112.371939,AZ,,,,,,0.737,53.0,71.88,85369.0,,,,,,1.571,6.0,3.82,88203.0,,101.0,1.0,0.937,122.0,2.0,3.012,0.664
156,BANNER DEL E WEBB MEDICAL CENTER (030093),2017,Acute Care,Voluntary non-profit - Private,390.0,33.658307,-112.371939,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,
157,ABRAZO ARROWHEAD CAMPUS (030094),2017,Acute Care,Proprietary,244.0,33.655042,-112.202889,AZ,,,,,,0.762,31.0,40.677,59910.0,,,,,,0.245,1.0,4.082,69643.0,0.0,309.0,0.0,2.502,239.0,4.0,6.123,0.653
158,ARROWHEAD HOSPITAL (030094),2017,Acute Care,Proprietary,244.0,33.655042,-112.202889,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,
159,WESTERN ARIZONA REGIONAL MEDICAL CENTER (030101),2017,Acute Care,Proprietary,133.0,35.109853,-114.555146,AZ,,,,,,0.567,7.0,12.355,21292.0,,,,,,,0.0,0.598,21292.0,,4.0,0.0,0.038,45.0,2.0,1.146,1.745
160,MAYO CLINIC HOSPITAL (030103),2017,Acute Care,Voluntary non-profit - Private,277.0,33.663312,-111.955659,AZ,,,,,,1.107,101.0,91.209,72836.0,,,,,,0.816,4.0,4.9,72836.0,0.0,179.0,0.0,1.303,320.0,9.0,8.338,1.079
161,BANNER HEART HOSPITAL (030105),2017,Acute Care,Voluntary non-profit - Private,110.0,33.410378,-111.685273,AZ,,,,,,0.556,7.0,12.592,21273.0,,,,,,,3.0,0.886,21273.0,,,,,,,,
162,ARIZONA SPINE AND JOINT HOSPITAL (030107),2017,Acute Care,Proprietary,23.0,33.379206,-111.734695,AZ,,,,,,,0.0,0.21,1880.0,,,,,,,0.0,0.022,1880.0,,,,,,,,
163,"CORE INSTITUTE SPECIALTY HOSPITAL, THE (030108)",2017,Acute Care,Proprietary,32.0,33.531837,-112.099614,AZ,,,,,,,0.0,0.361,1556.0,,,,,,,0.0,0.018,1534.0,,,,,,,,
164,THE SURGICAL HOSPITAL OF PHOENIX (030108),2017,Acute Care,Proprietary,32.0,33.531837,-112.099614,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,
165,ABRAZO WEST CAMPUS (030110),2017,Acute Care,Proprietary,190.0,33.464283,-112.354024,AZ,,,,,,0.675,25.0,37.052,47901.0,,,,,,0.0,0.0,1.912,47322.0,0.0,143.0,0.0,1.263,82.0,0.0,2.539,0.0
166,BANNER-UNIVERSITY MEDICAL CENTER SOUTH CAMPUS (030111),2017,Acute Care,Voluntary non-profit - Private,207.0,32.177882,-110.930891,AZ,,,,,,0.473,11.0,23.26,41771.0,,,,,,0.367,1.0,2.725,41771.0,,17.0,0.0,0.146,61.0,1.0,1.711,0.584
167,ARIZONA SPECIALTY HOSPITAL (030112),2017,Acute Care,Proprietary,24.0,33.33484,-111.891133,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,
168,ARIZONA ORTHOPEDIC AND SURGICAL SPECIALITY HOSP (030112),2017,Acute Care,Proprietary,24.0,33.33484,-111.891133,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,
169,ARIZONA ORTHOPEDIC AND SURGICAL SPECIALTY HOSPITAL (030112),2017,Acute Care,Proprietary,24.0,33.33484,-111.891133,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,
170,WHITERIVER PHS INDIAN HOSPITAL (030113),2017,Acute Care,Government - Federal,39.0,33.875976,-109.959528,AZ,,,,,,,0.0,0.589,3598.0,,,,,,,0.0,0.078,3598.0,,,,,,,,
171,ORO VALLEY HOSPITAL (030114),2017,Acute Care,Proprietary,148.0,32.427183,-110.94954,AZ,,,,,,0.918,8.0,8.716,17155.0,,,,,,,0.0,0.306,17155.0,,1.0,0.0,0.008,46.0,0.0,1.137,0.0
172,BANNER ESTRELLA MEDICAL CENTER (030115),2017,Acute Care,Voluntary non-profit - Private,288.0,33.479558,-112.257936,AZ,,,,,,0.486,26.0,53.501,77139.0,,,,,,0.0,0.0,3.291,84405.0,1.73,140.0,2.0,1.156,93.0,1.0,2.553,0.392
173,VALLEY VIEW MEDICAL CENTER (030117),2017,Acute Care,Proprietary,82.0,35.002363,-114.597954,AZ,,,,,,1.113,3.0,2.695,7465.0,,,,,,,0.0,0.203,8148.0,,7.0,0.0,0.068,,,,
174,YAVAPAI REGIONAL MEDICAL CENTER-EAST CAMPUS (030118),2017,Acute Care,Proprietary,61.0,,,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,
175,MERCY GILBERT MEDICAL CENTER (030119),2017,Acute Care,Voluntary non-profit - Church,202.0,33.286661,-111.755311,AZ,,,,,,1.093,41.0,37.498,51966.0,,,,,,0.0,0.0,2.638,60238.0,0.0,192.0,0.0,1.543,182.0,2.0,4.887,0.409
176,GILBERT HOSPITAL (030120),2017,Acute Care,Proprietary,19.0,,,AZ,,,,,,,0.0,0.525,3230.0,,,,,,,0.0,0.058,3230.0,,,,,5.0,0.0,0.157,
177,"MOUNTAIN VISTA MEDICAL CENTER, LP (030121)",2017,Acute Care,Proprietary,171.0,33.3911,-111.615329,AZ,,,,,,1.352,26.0,19.237,30211.0,,,,,,1.649,3.0,1.819,32612.0,,23.0,0.0,0.175,64.0,3.0,1.706,1.758
178,BANNER GATEWAY MEDICAL CENTER (030122),2017,Acute Care,Voluntary non-profit - Other,170.0,33.384225,-111.719634,AZ,,,,,,1.443,23.0,15.935,36098.0,,,,,,1.313,2.0,1.523,42762.0,0.813,291.0,2.0,2.46,83.0,1.0,2.25,0.444
179,SCOTTSDALE THOMPSON PEAK MEDICAL CENTER (030123),2017,Acute Care,Proprietary,98.0,33.669777,-111.921803,AZ,,,,,,0.957,15.0,15.68,23480.0,,,,,,,0.0,0.83,23480.0,1.867,304.0,4.0,2.143,72.0,7.0,1.601,4.372
180,HONORHEALTH SCOTTSDALE THOMPSON PEAK MEDICAL CENTER (030123),2017,Acute Care,Proprietary,98.0,33.669777,-111.921803,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,
181,BANNER IRONWOOD MEDICAL CENTER (030130),2017,Acute Care,Voluntary non-profit - Private,61.0,33.214839,-111.563447,AZ,,,,,,1.659,5.0,3.014,9477.0,,,,,,,0.0,0.202,11158.0,,25.0,0.0,0.232,41.0,1.0,1.159,0.863
182,O.A.S.I.S. HOSPITAL (030131),2017,Acute Care,Voluntary non-profit - Private,64.0,33.45672,-111.99521,AZ,,,,,,,1.0,0.003,11.0,,,,,,,0.0,0.0,20.0,,,,,,,,
183,"FLORENCE HOSPITAL AT ANTHEM, LLC (030132)",2017,Acute Care,Proprietary,36.0,,,AZ,,,,,,,1.0,0.669,3661.0,,,,,,,0.0,0.072,3661.0,,,,,2.0,0.0,0.055,
184,BANNER GOLDFIELD MEDICAL CENTER (030134),2017,Acute Care,Voluntary non-profit - Other,23.0,33.393343,-111.566796,AZ,,,,,,0.0,0.0,2.364,2803.0,,,,,,,0.0,0.118,2803.0,,,,,11.0,0.0,0.209,
185,DIGNITY HEALTH - ARIZONA GENERAL HOSPITAL (030136),2017,Acute Care,Proprietary,14.0,33.380677,-112.168233,AZ,,,,,,,0.0,0.445,1423.0,,,,,,,0.0,0.025,1423.0,,,,,,,,
186,GREEN VALLEY HOSPITAL (030137),2017,Acute Care,Proprietary,49.0,31.807943,-111.010966,AZ,,,,,,,,,48.0,,,,,,,1.0,0.001,57.0,,,,,,,,
187,"NORTHERN COCHISE COMMUNITY HOSPITAL, INC. (031302)",2017,Critical Access,Government - Hospital District or Authority,39.0,32.264268,-109.837613,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PAGE HOSPITAL (031304),2017,Critical Access,Government - Hospital District or Authority,25.0,36.91696,-111.463186,AZ,,,,,,,1.0,0.394,1400.0,,,,,,,0.0,0.034,1668.0,,,,,,,,
189,HOPI HEALTH CARE CENTER (031305),2017,Critical Access,Tribal,6.0,,,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,
190,SAGE MEMORIAL HOSPITAL (031309),2017,Critical Access,Voluntary non-profit - Private,25.0,,,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,
191,HOLY CROSS HOSPITAL (031313),2017,Critical Access,Proprietary,30.0,31.341118,-110.958734,AZ,,,,,,,0.0,0.638,2134.0,,,,,,,0.0,0.064,3079.0,,10.0,0.0,0.068,,,,
192,WHITE MOUNTAIN REGIONAL MEDICAL CENTER (031315),2017,Critical Access,Voluntary non-profit - Private,21.0,34.132136,-109.286545,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,
193,LA PAZ REGIONAL HOSPITAL (031317),2017,Critical Access,Voluntary non-profit - Private,25.0,34.135137,-114.285597,AZ,,,,,,,0.0,0.079,483.0,,,,,,,0.0,0.012,595.0,,1.0,0.0,0.005,2.0,0.0,0.031,
194,SILOAM SPRINGS REGIONAL HOSPITAL (040001),2017,Acute Care,Proprietary,46.0,36.190377,-94.509658,AR,,,,,,0.0,0.0,1.527,3839.0,,,,,,,0.0,0.121,4390.0,,23.0,0.0,0.229,24.0,5.0,0.666,
195,JOHNSON REGIONAL MEDICAL CENTER (040002),2017,Acute Care,Voluntary non-profit - Private,86.0,35.464384,-93.445797,AR,,,,,,1.153,2.0,1.735,5785.0,,,,,,,0.0,0.198,6360.0,,2.0,0.0,0.014,9.0,0.0,0.209,
196,WASHINGTON REGIONAL MEDICAL CENTER (040004),2017,Acute Care,Voluntary non-profit - Private,314.0,36.110984,-94.157862,AR,,,,,,0.56,25.0,44.677,59997.0,,,,,,0.997,3.0,3.008,65157.0,,110.0,2.0,0.799,163.0,2.0,4.146,0.482
197,CHI-ST VINCENT INFIRMARY (040007),2017,Acute Care,Voluntary non-profit - Private,414.0,,,AR,,,,,,0.321,16.0,49.856,94532.0,,,,,,1.119,7.0,6.254,96917.0,,68.0,1.0,0.614,459.0,11.0,10.732,1.025
198,MERCY HOSPITAL NORTHWEST ARKANSAS (040010),2017,Acute Care,Voluntary non-profit - Church,201.0,36.309562,-94.184709,AR,,,,,,0.849,25.0,29.443,41960.0,,,,,,0.0,0.0,1.616,46919.0,0.504,235.0,1.0,1.984,167.0,6.0,4.68,1.282
199,CHAMBERS MEMORIAL HOSPITAL (040011),2017,Acute Care,Voluntary non-profit - Private,41.0,35.054823,-93.388543,AR,,,,,,,0.0,0.999,5035.0,,,,,,,0.0,0.11,5035.0,,,,,,,,
200,WHITE COUNTY MEDICAL CENTER (040014),2017,Acute Care,Voluntary non-profit - Private,315.0,35.250446,-91.696758,AR,,,,,,0.51,15.0,29.4,46716.0,,,,,,0.413,1.0,2.423,49134.0,0.0,221.0,0.0,1.846,69.0,0.0,1.724,0.0
201,MENA REGIONAL HEALTH SYSTEM (040015),2017,Acute Care,Government - Local,65.0,34.588386,-94.221383,AR,,,,,,0.0,0.0,1.852,5697.0,,,,,,,0.0,0.19,6233.0,,23.0,0.0,0.19,3.0,0.0,0.08,
202,UAMS MEDICAL CENTER (040016),2017,Acute Care,Government - State,480.0,34.751583,-92.320998,AR,,,,,,1.235,122.0,98.791,136389.0,,,,,,0.491,7.0,14.258,161973.0,0.0,244.0,0.0,2.226,279.0,4.0,8.328,0.48
203,NORTH ARKANSAS REGIONAL MEDICAL CENTER (040017),2017,Acute Care,Voluntary non-profit - Other,133.0,36.236281,-93.107148,AR,,,,,,0.468,1.0,2.137,9861.0,,,,,,,0.0,0.33,10903.0,,22.0,1.0,0.16,34.0,1.0,0.795,
204,SPARKS MEDICAL CENTER - VAN BUREN (040018),2017,Acute Care,Proprietary,68.0,35.434175,-94.339451,AR,,,,,,,0.0,0.416,1817.0,,,,,,,0.0,0.036,1817.0,,,,,2.0,0.0,0.073,
205,SPARKS MEDICAL CENTER VAN BUREN (040018),2017,Acute Care,Proprietary,68.0,35.434175,-94.339451,AR,,,,,,,,,,,,,,,,,,,,,,,,,,
206,FORREST CITY MEDICAL CENTER (040019),2017,Acute Care,Proprietary,68.0,35.039275,-90.771894,AR,,,,,,0.0,0.0,1.887,5736.0,,,,,,,0.0,0.197,7596.0,,61.0,0.0,0.598,10.0,0.0,0.236,
207,ST BERNARDS MEDICAL CENTER (040020),2017,Acute Care,Voluntary non-profit - Private,376.0,35.837478,-90.702142,AR,,,,,,0.379,13.0,34.322,74169.0,,,,,,1.12,6.0,5.357,79626.0,,49.0,1.0,0.427,184.0,2.0,5.065,0.395
208,NORTHWEST MEDICAL CENTER-SPRINGDALE (040022),2017,Acute Care,Proprietary,325.0,36.181394,-94.136464,AR,,,,,,0.995,20.0,20.105,48752.0,,,,,,0.0,0.0,2.421,59801.0,0.461,519.0,2.0,4.342,149.0,6.0,4.188,1.433
209,CHI ST. VINCENT HOSPITAL HOT SPRINGS (040026),2017,Acute Care,Voluntary non-profit - Church,235.0,34.466035,-93.066396,AR,,,,,,1.107,41.0,37.027,59555.0,,,,,,0.813,2.0,2.46,61498.0,,75.0,1.0,0.655,133.0,3.0,3.541,0.847
210,ST VINCENT HOT SPRINGS (040026),2017,Acute Care,Voluntary non-profit - Church,235.0,34.466035,-93.066396,AR,,,,,,,,,,,,,,,,,,,,,,,,,,
211,BAXTER REGIONAL MEDICAL CENTER (040027),2017,Acute Care,Voluntary non-profit - Private,214.0,36.343067,-92.395905,AR,,,,,,0.475,12.0,25.281,33044.0,,,,,,0.806,1.0,1.24,34322.0,,71.0,0.0,0.592,97.0,1.0,2.518,0.397
212,CONWAY REGIONAL MEDICAL CENTER (040029),2017,Acute Care,Voluntary non-profit - Private,151.0,35.084826,-92.457103,AR,,,,,,0.675,12.0,17.765,30612.0,,,,,,0.0,0.0,1.079,33698.0,,122.0,0.0,0.935,52.0,0.0,1.256,0.0
213,BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK (040036),2017,Acute Care,Voluntary non-profit - Private,212.0,34.784075,-92.218633,AR,,,,,,0.631,29.0,45.965,46399.0,,,,,,0.949,3.0,3.162,48788.0,,74.0,2.0,0.679,146.0,5.0,4.15,1.205
214,ARKANSAS METHODIST MEDICAL CENTER (040039),2017,Acute Care,Voluntary non-profit - Private,129.0,36.052593,-90.499051,AR,,,,,,0.685,5.0,7.3,12773.0,,,,,,,0.0,0.759,13860.0,,47.0,0.0,0.391,24.0,1.0,0.605,
215,ST MARYS REGIONAL MEDICAL CENTER (040041),2017,Acute Care,Proprietary,155.0,35.28286,-93.149908,AR,,,,,,0.525,8.0,15.238,24609.0,,,,,,0.824,1.0,1.214,26673.0,,41.0,0.0,0.326,58.0,0.0,1.353,0.0
216,FIVE RIVERS MEDICAL CENTER (040047),2017,Acute Care,Voluntary non-profit - Private,44.0,36.289911,-90.996334,AR,,,,,,,0.0,0.472,1909.0,,,,,,,0.0,0.05,1909.0,,,,,,,,
217,OUACHITA COUNTY MEDICAL CENTER (040050),2017,Acute Care,Voluntary non-profit - Private,97.0,,,AR,,,,,,0.0,0.0,1.704,5539.0,,,,,,,0.0,0.22,5862.0,,10.0,0.0,0.112,16.0,0.0,0.312,
218,DREW MEMORIAL HOSPITAL (040051),2017,Acute Care,Voluntary non-profit - Private,51.0,33.610628,-91.814978,AR,,,,,,0.841,3.0,3.568,8002.0,,,,,,,0.0,0.339,8761.0,,9.0,0.0,0.093,13.0,1.0,0.418,
219,SPARKS REGIONAL MEDICAL CENTER (040055),2017,Acute Care,Proprietary,288.0,35.374527,-94.421311,AR,,,,,,0.85,32.0,37.652,72440.0,,,,,,1.617,8.0,4.946,73963.0,,11.0,0.0,0.076,109.0,3.0,2.939,1.021
