,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,CAUTI (SIR),CAUTI Number of Procedures,CAUTI Observed Cases,CAUTI Predicted Cases,CAUTI Urinary Catheter Days,CDIFF (SIR),CDIFF Observed Cases,CDIFF Predicted Cases,CDIFF patient days,CLABSI (SIR),CLABSI Number of Device Days,CLABSI Number of Procedures,CLABSI Observed Cases,CLABSI Predicted Cases,MRSA (SIR),MRSA Observed Cases,MRSA Predicted Cases,MRSA patient days,SSI Abdominal Hysterectomy,SSI Abdominal Number of Procedures,SSI Abdominal Observed Cases,SSI Abdominal Predicted Cases,SSI Colon Number of Procedures,SSI Colon Observed Cases,SSI Colon Predicted Cases,SSI Colon Surgery (SIR)
93,PROVIDENCE ALASKA MEDICAL CENTER (020001),2019,Acute Care,Voluntary non-profit - Church,394.0,61.189798,-149.817622,AK,1.576,,13.0,8.247,8138.0,0.692,40.0,57.792,86674.0,0.656,13785.0,,9.0,13.713,0.302,2.0,6.623,101026.0,0.0,247.0,0.0,2.192,187.0,8.0,5.56,1.439
94,MAT-SU REGIONAL MEDICAL CENTER (020006),2019,Acute Care,Voluntary non-profit - Private,90.0,61.561217,-149.258718,AK,0.453,,1.0,2.208,4258.0,0.71,8.0,11.271,19601.0,0.453,3540.0,,1.0,2.207,,1.0,0.985,19601.0,,11.0,0.0,0.096,65.0,1.0,1.687,0.593
95,BARTLETT REGIONAL HOSPITAL (020008),2019,Acute Care,Government - Local,58.0,58.328696,-134.466829,AK,,,0.0,0.361,714.0,0.613,4.0,6.525,9663.0,,357.0,,0.0,0.213,,2.0,0.672,10695.0,,5.0,0.0,0.04,23.0,1.0,0.592,
96,FAIRBANKS MEMORIAL HOSPITAL (020012),2019,Acute Care,Voluntary non-profit - Other,213.0,64.831407,-147.736254,AK,0.603,,1.0,1.658,2081.0,0.616,7.0,11.364,18643.0,,982.0,,2.0,0.779,,1.0,0.779,21919.0,,90.0,1.0,0.732,79.0,3.0,2.024,1.482
97,ALASKA REGIONAL HOSPITAL (020017),2019,Acute Care,Proprietary,169.0,61.20979,-149.827379,AK,2.233,,7.0,3.135,3877.0,0.913,13.0,14.242,32781.0,1.519,4073.0,,5.0,3.292,0.495,1.0,2.022,33781.0,,111.0,2.0,0.868,99.0,6.0,2.652,2.262
98,YUKON KUSKOKWIM DELTA REG HOSPITAL (020018),2019,Acute Care,Tribal,34.0,,,AK,,,0.0,0.084,172.0,,0.0,0.628,3651.0,,,,,,,0.0,0.077,4290.0,,,,,,,,
99,CENTRAL PENINSULA GENERAL HOSPITAL (020024),2019,Acute Care,Voluntary non-profit - Other,186.0,60.493865,-151.077658,AK,,,1.0,0.681,1388.0,1.234,10.0,8.106,11548.0,,1264.0,,1.0,0.734,,1.0,0.414,12444.0,,9.0,0.0,0.066,28.0,2.0,0.704,
100,ALASKA NATIVE MEDICAL CENTER (020026),2019,Acute Care,Government - Federal,163.0,61.18189,-149.800578,AK,1.451,,3.0,2.068,3034.0,1.42,45.0,31.698,45460.0,0.853,3509.0,,2.0,2.344,1.193,3.0,2.514,50539.0,,52.0,0.0,0.493,159.0,3.0,4.557,0.658
101,SITKA COMMUNITY HOSPITAL (021303),2019,Critical Access,Government - Local,26.0,,,AK,,,,,,,1.0,0.338,1527.0,,,,,,,0.0,0.031,1536.0,,,,,,,,
102,SEARHC WRANGELL MEDICAL CENTER-CAH (021305),2019,Critical Access,Government - Local,22.0,56.471646,-132.376414,AK,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PROVIDENCE KODIAK ISLAND MEDICAL CTR (021306),2019,Critical Access,Voluntary non-profit - Church,46.0,57.800835,-152.373943,AK,,,,,,,0.0,0.469,2128.0,,,,,,,,,,,,,,2.0,0.0,0.049,
104,KETCHIKAN MEDICAL CENTER (021311),2019,Critical Access,Voluntary non-profit - Church,51.0,55.352717,-131.686049,AK,,,2.0,0.233,358.0,0.527,1.0,1.897,4835.0,,266.0,,0.0,0.072,,0.0,0.113,5374.0,,6.0,0.0,0.047,13.0,0.0,0.363,
105,SAMUEL SIMMONDS MEMORIAL HOSPITAL (021312),2019,Critical Access,Government - Federal,16.0,71.298135,-156.72732,AK,,,0.0,0.021,32.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
106,SOUTH PENINSULA HOSPITAL (021313),2019,Critical Access,Voluntary non-profit - Private,49.0,59.652133,-151.550296,AK,,,,,,,0.0,0.518,1141.0,,,,,,,0.0,0.024,1141.0,,,,,,,,
107,BANNER - UNIVERSITY MEDICAL CENTER PHOENIX (030002),2019,Acute Care,Voluntary non-profit - Other,706.0,33.465724,-112.058127,AZ,0.29,,12.0,41.356,22850.0,0.698,69.0,98.804,190045.0,0.726,23565.0,,20.0,27.535,0.929,20.0,21.538,197887.0,1.676,430.0,6.0,3.579,384.0,15.0,10.488,1.43
108,TUCSON MEDICAL CENTER (030006),2019,Acute Care,Voluntary non-profit - Private,520.0,32.250749,-110.880169,AZ,0.971,,14.0,14.415,11587.0,0.46,57.0,123.859,137705.0,0.848,14072.0,,13.0,15.33,0.666,9.0,13.505,160900.0,0.572,437.0,2.0,3.494,290.0,6.0,7.418,0.809
109,VERDE VALLEY MEDICAL CENTER (030007),2019,Acute Care,Voluntary non-profit - Private,102.0,34.736201,-112.031784,AZ,1.214,,2.0,1.648,1997.0,0.724,9.0,12.429,18105.0,3.865,1219.0,,4.0,1.035,,0.0,0.766,18894.0,,7.0,0.0,0.051,75.0,5.0,1.741,2.872
110,ST. MARY'S HOSPITAL (030010),2019,Acute Care,Voluntary non-profit - Private,398.0,32.228923,-111.000032,AZ,0.208,,1.0,4.807,5478.0,0.93,18.0,19.353,44699.0,0.255,5406.0,,1.0,3.927,1.172,3.0,2.559,44699.0,,26.0,0.0,0.192,112.0,1.0,3.004,0.333
111,ST JOSEPH'S HOSPITAL (030011),2019,Acute Care,Voluntary non-profit - Other,474.0,32.225946,-110.857838,AZ,0.545,,6.0,11.001,9207.0,0.36,10.0,27.786,54327.0,1.182,8106.0,,8.0,6.769,1.776,7.0,3.941,61555.0,0.794,357.0,2.0,2.52,292.0,5.0,7.182,0.696
112,YAVAPAI REGIONAL MEDICAL CENTER (030012),2019,Acute Care,Government - Local,179.0,34.55938,-112.482065,AZ,1.811,,7.0,3.866,5996.0,1.082,24.0,22.182,41176.0,0.28,5224.0,,1.0,3.576,1.657,3.0,1.81,41176.0,,125.0,0.0,0.934,129.0,3.0,3.182,0.943
113,YUMA REGIONAL MEDICAL CENTER (030013),2019,Acute Care,Voluntary non-profit - Private,397.0,32.683899,-114.633238,AZ,1.095,,14.0,12.781,13503.0,0.472,37.0,78.333,88360.0,0.839,11660.0,,9.0,10.723,0.152,1.0,6.593,96229.0,,28.0,0.0,0.246,154.0,7.0,4.091,1.711
114,JOHN C. LINCOLN NORTH MOUNTAIN HOSPITAL (030014),2019,Acute Care,Voluntary non-profit - Private,258.0,33.567754,-112.07063,AZ,0.423,,4.0,9.454,7637.0,0.57,25.0,43.882,65327.0,0.656,8749.0,,6.0,9.14,0.863,5.0,5.796,65327.0,,37.0,0.0,0.271,151.0,11.0,4.304,2.556
115,BANNER CASA GRANDE MEDICAL CENTER (030016),2019,Acute Care,Voluntary non-profit - Other,156.0,32.879608,-111.709253,AZ,0.272,,1.0,3.681,5299.0,0.475,6.0,12.639,27124.0,0.473,2994.0,,1.0,2.116,0.0,0.0,1.129,28400.0,,83.0,0.0,0.715,72.0,1.0,1.878,0.532
116,MARICOPA MEDICAL CENTER (030022),2019,Acute Care,Government - Local,570.0,33.458525,-112.02643,AZ,0.991,,14.0,14.133,6583.0,0.825,27.0,32.712,53216.0,0.561,6775.0,,7.0,12.482,3.317,9.0,2.713,55285.0,,77.0,1.0,0.731,68.0,2.0,2.394,0.835
117,FLAGSTAFF MEDICAL CENTER (030023),2019,Acute Care,Voluntary non-profit - Private,267.0,35.209534,-111.644835,AZ,0.939,,6.0,6.388,7373.0,0.804,36.0,44.771,54560.0,0.138,8882.0,,1.0,7.259,0.728,2.0,2.749,60136.0,,37.0,0.0,0.327,121.0,5.0,3.331,1.501
118,ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER (030024),2019,Acute Care,Voluntary non-profit - Church,560.0,33.480294,-112.079208,AZ,0.57,,19.0,33.332,18040.0,0.713,78.0,109.445,123807.0,0.873,25185.0,,25.0,28.627,0.65,10.0,15.383,145005.0,0.891,241.0,2.0,2.244,432.0,8.0,13.3,0.602
119,ABRAZO CENTRAL CAMPUS (030030),2019,Acute Care,Proprietary,186.0,33.524116,-112.101934,AZ,1.253,,6.0,4.789,5824.0,0.904,22.0,24.344,31028.0,0.497,4707.0,,2.0,4.026,0.592,1.0,1.688,31439.0,,39.0,0.0,0.333,74.0,0.0,2.105,0.0
120,BANNER PAYSON MEDICAL CENTER (030033),2019,Acute Care,Voluntary non-profit - Other,36.0,,,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,
121,CHANDLER REGIONAL MEDICAL CENTER (030036),2019,Acute Care,Voluntary non-profit - Other,318.0,33.298691,-111.873508,AZ,0.841,,11.0,13.076,12762.0,0.883,81.0,91.694,97209.0,0.814,11607.0,,8.0,9.827,1.305,7.0,5.365,110328.0,0.699,349.0,2.0,2.862,334.0,10.0,8.979,1.114
122,ST LUKE'S MEDICAL CENTER (030037),2019,Acute Care,Proprietary,209.0,33.451436,-112.042767,AZ,0.535,,2.0,3.741,4563.0,0.324,8.0,24.696,41114.0,1.562,3586.0,,4.0,2.561,0.614,1.0,1.628,41114.0,,9.0,0.0,0.066,61.0,1.0,1.609,0.622
123,SCOTTSDALE OSBORN MEDICAL CENTER (030038),2019,Acute Care,Proprietary,360.0,33.487639,-111.922725,AZ,0.424,,5.0,11.806,9430.0,0.733,38.0,51.817,73241.0,0.721,6691.0,,5.0,6.933,0.618,3.0,4.854,75367.0,,58.0,1.0,0.455,88.0,2.0,2.655,0.753
124,CANYON VISTA MEDICAL CENTER (030043),2019,Acute Care,Voluntary non-profit - Other,92.0,31.554635,-110.230726,AZ,0.0,,0.0,1.231,1471.0,0.318,2.0,6.289,14227.0,,549.0,,0.0,0.455,,2.0,0.52,15588.0,,22.0,1.0,0.206,39.0,0.0,0.961,
125,KINGMAN REGIONAL MEDICAL CENTER (030055),2019,Acute Care,Government - Hospital District or Authority,221.0,35.219907,-114.035813,AZ,0.402,,3.0,7.459,6065.0,0.628,20.0,31.861,39365.0,0.177,6252.0,,1.0,5.638,1.757,4.0,2.277,40468.0,,10.0,0.0,0.089,55.0,0.0,1.415,0.0
126,BANNER BOSWELL MEDICAL CENTER (030061),2019,Acute Care,Voluntary non-profit - Other,508.0,33.604798,-112.282538,AZ,0.538,,7.0,13.006,14816.0,0.534,21.0,39.323,80937.0,0.337,14980.0,,4.0,11.877,0.784,4.0,5.099,80937.0,,94.0,0.0,0.762,257.0,3.0,6.416,0.468
127,SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER (030062),2019,Acute Care,Voluntary non-profit - Private,91.0,34.201967,-110.01839,AZ,0.425,,1.0,2.352,3393.0,0.181,2.0,11.023,15574.0,,1393.0,,0.0,0.882,,0.0,0.808,17789.0,,52.0,0.0,0.475,58.0,2.0,1.493,1.34
128,BANNER - UNIVERSITY MEDICAL CENTER TUCSON CAMPUS (030064),2019,Acute Care,Voluntary non-profit - Private,511.0,32.242362,-110.944092,AZ,0.266,,5.0,18.809,12980.0,0.555,39.0,70.255,140994.0,0.503,19794.0,,11.0,21.884,1.251,18.0,14.393,143595.0,,109.0,2.0,0.94,133.0,4.0,3.525,1.135
129,BANNER DESERT MEDICAL CENTER (030065),2019,Acute Care,Voluntary non-profit - Private,632.0,33.39091,-111.874624,AZ,0.35,,12.0,34.237,19202.0,0.674,66.0,97.914,183010.0,0.676,25393.0,,20.0,29.593,0.458,6.0,13.098,189999.0,0.997,348.0,3.0,3.009,451.0,8.0,12.114,0.66
130,MT. GRAHAM REGIONAL MEDICAL CENTER (030068),2019,Acute Care,Government - Hospital District or Authority,45.0,32.821883,-109.732994,AZ,,,0.0,0.4,780.0,1.279,3.0,2.345,3835.0,,325.0,,0.0,0.203,,0.0,0.107,4714.0,,,,,10.0,1.0,0.258,
131,HAVASU REGIONAL MEDICAL CENTER (030069),2019,Acute Care,Proprietary,169.0,34.47998,-114.338537,AZ,0.0,,0.0,1.979,2707.0,1.394,19.0,13.63,25931.0,0.0,2518.0,,0.0,1.897,0.0,0.0,1.168,25931.0,,2.0,0.0,0.013,30.0,2.0,0.773,
132,FORT DEFIANCE INDIAN HOSPITAL (030071),2019,Acute Care,Government - Federal,54.0,,,AZ,,,0.0,0.38,646.0,0.628,2.0,3.187,8829.0,,205.0,,0.0,0.147,,0.0,0.189,9433.0,,6.0,0.0,0.049,13.0,0.0,0.389,
133,TUBA CITY REGIONAL HEALTH CARE CORPORATION (030073),2019,Acute Care,Voluntary non-profit - Other,73.0,,,AZ,,,0.0,0.861,1152.0,0.859,5.0,5.819,15498.0,,1020.0,,0.0,0.794,,0.0,0.366,15498.0,,,,,8.0,0.0,0.21,
134,SELLS HOSPITAL (030074),2019,Acute Care,Government - Federal,13.0,,,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,
135,SAN CARLOS APACHE HEALTHCARE (030077),2019,Acute Care,Government - Federal,9.0,,,AZ,,,0.0,0.019,35.0,,0.0,0.196,1109.0,,22.0,,0.0,0.013,,0.0,0.026,984.0,,,,,,,,
136,PHOENIX INDIAN MEDICAL CENTER (030078),2019,Acute Care,Government - Federal,119.0,33.49701,-112.047613,AZ,,,0.0,0.498,669.0,1.509,4.0,2.651,8508.0,,619.0,,0.0,0.468,,0.0,0.24,8508.0,,24.0,0.0,0.237,21.0,0.0,0.667,
137,ABRAZO SCOTTSDALE CAMPUS (030083),2019,Acute Care,Proprietary,129.0,33.640603,-111.997692,AZ,0.304,,1.0,3.287,4831.0,0.79,12.0,15.19,19127.0,0.391,3703.0,,1.0,2.558,,3.0,0.895,19932.0,,124.0,1.0,0.936,40.0,2.0,1.196,1.672
138,CHINLE COMPREHENSIVE HEALTH CARE FACILITY (030084),2019,Acute Care,Government - Federal,60.0,,,AZ,,,1.0,0.343,675.0,2.874,3.0,1.044,4270.0,,109.0,,0.0,0.066,,0.0,0.082,4270.0,,1.0,0.0,0.027,2.0,0.0,0.055,
139,NORTHWEST MEDICAL CENTER (030085),2019,Acute Care,Proprietary,283.0,32.319581,-111.012054,AZ,0.502,,3.0,5.973,6872.0,0.618,21.0,33.967,45163.0,0.0,5346.0,,0.0,4.438,0.718,2.0,2.787,47805.0,0.92,143.0,1.0,1.087,154.0,1.0,3.993,0.25
140,SCOTTSDALE SHEA MEDICAL CENTER (030087),2019,Acute Care,Proprietary,426.0,33.582467,-111.886032,AZ,0.671,,8.0,11.916,9494.0,1.104,72.0,65.198,93942.0,1.145,12596.0,,15.0,13.095,0.469,3.0,6.39,117315.0,0.803,731.0,4.0,4.984,348.0,15.0,8.26,1.816
141,BANNER BAYWOOD MEDICAL CENTER (030088),2019,Acute Care,Voluntary non-profit - Private,340.0,33.410465,-111.688045,AZ,0.161,,1.0,6.229,7264.0,0.655,30.0,45.792,81020.0,0.177,6965.0,,1.0,5.657,0.622,3.0,4.821,81020.0,1.132,229.0,2.0,1.767,203.0,4.0,5.113,0.782
142,BANNER THUNDERBIRD MEDICAL CENTER (030089),2019,Acute Care,Government - Hospital District or Authority,566.0,33.610731,-112.178698,AZ,0.286,,3.0,10.489,12103.0,0.369,28.0,75.977,153733.0,0.789,15485.0,,11.0,13.941,0.713,9.0,12.62,162886.0,0.912,800.0,6.0,6.581,156.0,5.0,4.284,1.167
143,HONORHEALTH DEER VALLEY MEDICAL CENTER (030092),2019,Acute Care,Voluntary non-profit - Private,201.0,33.666425,-112.117188,AZ,0.481,,3.0,6.24,6012.0,1.108,44.0,39.704,61940.0,0.807,3972.0,,3.0,3.719,1.192,5.0,4.196,61940.0,,78.0,0.0,0.677,204.0,5.0,5.609,0.891
144,BANNER DEL E. WEBB MEDICAL CENTER (030093),2019,Acute Care,Voluntary non-profit - Private,390.0,33.658307,-112.371939,AZ,0.319,,2.0,6.277,7404.0,0.715,32.0,44.748,93749.0,0.401,6194.0,,2.0,4.99,0.691,4.0,5.789,96584.0,,74.0,1.0,0.703,63.0,0.0,1.5,0.0
145,ABRAZO ARROWHEAD CAMPUS (030094),2019,Acute Care,Proprietary,244.0,33.655042,-112.202889,AZ,0.139,,1.0,7.204,9327.0,0.871,33.0,37.88,57028.0,0.178,7844.0,,1.0,5.614,0.0,0.0,2.981,65411.0,0.0,209.0,0.0,1.617,262.0,1.0,6.923,0.144
146,WESTERN ARIZONA REGIONAL MEDICAL CENTER (030101),2019,Acute Care,Proprietary,133.0,35.109853,-114.555146,AZ,0.0,,0.0,3.566,4902.0,0.775,10.0,12.898,18038.0,0.64,2148.0,,1.0,1.563,,1.0,0.849,18038.0,,4.0,0.0,0.032,45.0,0.0,1.16,0.0
147,MAYO CLINIC HOSPITAL (030103),2019,Acute Care,Voluntary non-profit - Private,277.0,33.663312,-111.955659,AZ,0.31,,6.0,19.355,16003.0,0.997,68.0,68.228,78446.0,0.838,19798.0,,17.0,20.279,1.044,5.0,4.787,78446.0,2.551,155.0,3.0,1.176,362.0,17.0,9.049,1.879
148,BANNER HEART HOSPITAL (030105),2019,Acute Care,Voluntary non-profit - Private,110.0,33.410378,-111.685273,AZ,1.188,,3.0,2.526,3112.0,0.433,4.0,9.24,21617.0,0.402,2930.0,,1.0,2.487,,0.0,0.912,21617.0,,,,,,,,
149,ARIZONA SPINE AND JOINT HOSPITAL (030107),2019,Acute Care,Proprietary,23.0,33.379206,-111.734695,AZ,,,,,,,0.0,0.173,1752.0,,,,,,,0.0,0.024,2121.0,,,,,,,,
150,"CORE INSTITUTE SPECIALTY HOSPITAL, THE (030108)",2019,Acute Care,Proprietary,32.0,33.531837,-112.099614,AZ,,,0.0,0.028,87.0,,0.0,0.574,2468.0,,2.0,,0.0,0.001,,0.0,0.029,2468.0,,,,,,,,
151,ABRAZO WEST CAMPUS (030110),2019,Acute Care,Proprietary,190.0,33.464283,-112.354024,AZ,0.0,,0.0,7.426,10748.0,0.343,16.0,46.607,55185.0,0.0,9509.0,,0.0,6.572,0.0,0.0,2.572,57616.0,0.0,140.0,0.0,1.336,93.0,0.0,2.779,0.0
152,BANNER-UNIVERSITY MEDICAL CENTER SOUTH CAMPUS (030111),2019,Acute Care,Voluntary non-profit - Private,207.0,32.177882,-110.930891,AZ,1.005,,3.0,2.985,2425.0,0.357,6.0,16.829,42205.0,0.312,3115.0,,1.0,3.207,0.569,2.0,3.514,42205.0,,19.0,0.0,0.17,24.0,1.0,0.691,
153,ARIZONA SPECIALTY HOSPITAL (030112),2019,Acute Care,Proprietary,24.0,33.33484,-111.891133,AZ,,,0.0,0.19,576.0,,0.0,0.322,2155.0,,39.0,,0.0,0.023,,0.0,0.025,2155.0,,,,,,,,
154,WHITERIVER PHS INDIAN HOSPITAL (030113),2019,Acute Care,Government - Federal,39.0,33.875976,-109.959528,AZ,,,1.0,0.062,114.0,,0.0,0.616,3730.0,,156.0,,0.0,0.091,,0.0,0.069,3730.0,,,,,,,,
155,ORO VALLEY HOSPITAL (030114),2019,Acute Care,Proprietary,148.0,32.427183,-110.94954,AZ,0.0,,0.0,1.043,2222.0,0.0,0.0,4.079,15367.0,0.0,1480.0,,0.0,1.062,,0.0,0.248,15367.0,,,,,3.0,0.0,0.069,
156,BANNER ESTRELLA MEDICAL CENTER (030115),2019,Acute Care,Voluntary non-profit - Private,288.0,33.479558,-112.257936,AZ,0.709,,1.0,1.41,1763.0,0.387,15.0,38.761,85696.0,1.004,2584.0,,2.0,1.993,0.947,5.0,5.279,92927.0,0.0,173.0,0.0,1.436,70.0,2.0,1.814,1.103
157,VALLEY VIEW MEDICAL CENTER (030117),2019,Acute Care,Proprietary,82.0,35.002363,-114.597954,AZ,0.0,,0.0,1.478,2357.0,1.032,3.0,2.906,6889.0,,1366.0,,0.0,0.804,,0.0,0.239,7539.0,,9.0,0.0,0.058,6.0,0.0,0.167,
158,MERCY GILBERT MEDICAL CENTER (030119),2019,Acute Care,Voluntary non-profit - Church,202.0,33.286661,-111.755311,AZ,0.522,,3.0,5.742,8333.0,0.79,35.0,44.287,52508.0,0.847,8565.0,,5.0,5.905,0.798,2.0,2.506,60740.0,1.94,199.0,3.0,1.546,197.0,5.0,4.789,1.044
159,GILBERT HOSPITAL (030120),2019,Acute Care,Proprietary,19.0,,,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,
160,"MOUNTAIN VISTA MEDICAL CENTER, LP (030121)",2019,Acute Care,Proprietary,171.0,33.3911,-111.615329,AZ,0.145,,1.0,6.92,6831.0,0.0,0.0,14.292,26592.0,0.259,4159.0,,1.0,3.855,0.0,0.0,1.18,28299.0,,90.0,0.0,0.782,64.0,0.0,1.711,0.0
161,BANNER GATEWAY MEDICAL CENTER (030122),2019,Acute Care,Voluntary non-profit - Other,170.0,33.384225,-111.719634,AZ,0.545,,1.0,1.834,2650.0,2.494,23.0,9.222,39363.0,0.0,2425.0,,0.0,1.579,2.083,3.0,1.44,47038.0,0.0,291.0,0.0,2.485,103.0,5.0,2.562,1.952
162,SCOTTSDALE THOMPSON PEAK MEDICAL CENTER (030123),2019,Acute Care,Proprietary,98.0,33.669777,-111.921803,AZ,0.604,,2.0,3.311,3311.0,1.474,19.0,12.891,25783.0,0.0,2942.0,,0.0,2.625,1.479,2.0,1.352,25783.0,0.537,271.0,1.0,1.863,83.0,2.0,2.01,0.995
163,PHOENIX VA MEDICAL CENTER (03012F),2019,Acute Care (VA),Government - Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,BANNER IRONWOOD MEDICAL CENTER (030130),2019,Acute Care,Voluntary non-profit - Private,61.0,33.214839,-111.563447,AZ,,,,,,0.458,1.0,2.182,11108.0,,,,,,,0.0,0.245,13026.0,,84.0,0.0,0.735,41.0,2.0,1.028,1.946
165,O.A.S.I.S. HOSPITAL (030131),2019,Acute Care,Voluntary non-profit - Private,64.0,33.45672,-111.99521,AZ,,,0.0,0.643,1864.0,,0.0,0.94,8225.0,,573.0,,0.0,0.347,,0.0,0.098,8226.0,,,,,,,,
166,BANNER GOLDFIELD MEDICAL CENTER (030134),2019,Acute Care,Voluntary non-profit - Other,23.0,33.393343,-111.566796,AZ,,,0.0,0.157,322.0,,1.0,0.456,2500.0,,149.0,,0.0,0.088,,0.0,0.051,2500.0,,,,,7.0,1.0,0.177,
167,DIGNITY HEALTH - ARIZONA GENERAL HOSPITAL (030136),2019,Acute Care,Proprietary,14.0,33.380677,-112.168233,AZ,,,0.0,0.055,112.0,,0.0,0.894,3279.0,,56.0,,0.0,0.033,,0.0,0.061,3279.0,,,,,,,,
168,SANTA CRUZ VALLEY REGIONAL HOSPITAL (030137),2019,Acute Care,Proprietary,49.0,31.807943,-111.010966,AZ,,,0.0,0.284,554.0,0.0,0.0,1.426,4540.0,,47.0,,0.0,0.029,,0.0,0.09,5064.0,,,,,,,,
169,VA S. ARIZONA HEALTHCARE SYSTEM (03013F),2019,Acute Care (VA),Government - Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,VA NORTHERN ARIZONA HEALTHCARE SYSTEM (03033F),2019,Acute Care (VA),Government - Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,"NORTHERN COCHISE COMMUNITY HOSPITAL, INC. (031302)",2019,Critical Access,Government - Hospital District or Authority,39.0,32.264268,-109.837613,AZ,,,0.0,0.114,176.0,,0.0,0.283,1206.0,,89.0,,0.0,0.024,,0.0,0.024,1206.0,,,,,,,,
172,PAGE HOSPITAL (031304),2019,Critical Access,Government - Hospital District or Authority,25.0,36.91696,-111.463186,AZ,,,0.0,0.045,69.0,,0.0,0.319,1449.0,,73.0,,0.0,0.02,,0.0,0.038,1775.0,,1.0,0.0,0.008,,,,
173,HOPI HEALTH CARE CENTER (031305),2019,Critical Access,Tribal,6.0,,,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,
174,SAGE MEMORIAL HOSPITAL (031309),2019,Critical Access,Voluntary non-profit - Private,25.0,,,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,
175,HOLY CROSS HOSPITAL (031313),2019,Critical Access,Proprietary,30.0,31.341118,-110.958734,AZ,,,,,,,0.0,0.67,2448.0,,,,,,,0.0,0.075,3590.0,,,,,,,,
176,WHITE MOUNTAIN REGIONAL MEDICAL CENTER (031315),2019,Critical Access,Voluntary non-profit - Private,21.0,34.132136,-109.286545,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,
177,LA PAZ REGIONAL HOSPITAL (031317),2019,Critical Access,Voluntary non-profit - Private,25.0,34.135137,-114.285597,AZ,,,4.0,0.521,798.0,,0.0,0.874,3159.0,,491.0,,0.0,0.135,,0.0,0.065,3159.0,,,,,30.0,0.0,0.752,
178,BANNER PAYSON MEDICAL CENTER (031318),2019,Critical Access,Voluntary non-profit - Other,25.0,34.231351,-111.321361,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,
179,SILOAM SPRINGS REGIONAL HOSPITAL (040001),2019,Acute Care,Proprietary,46.0,36.190377,-94.509658,AR,,,1.0,0.274,523.0,0.755,1.0,1.324,4016.0,,124.0,,0.0,0.078,,0.0,0.106,4859.0,,24.0,0.0,0.256,26.0,1.0,0.801,
180,JOHNSON REGIONAL MEDICAL CENTER (040002),2019,Acute Care,Voluntary non-profit - Private,86.0,35.464384,-93.445797,AR,,,0.0,0.861,1273.0,0.694,1.0,1.441,4996.0,,235.0,,0.0,0.145,,0.0,0.212,5480.0,,,,,9.0,1.0,0.263,
181,WASHINGTON REGIONAL MEDICAL CENTER (040004),2019,Acute Care,Voluntary non-profit - Private,314.0,36.110984,-94.157862,AR,1.752,,21.0,11.984,11798.0,0.703,33.0,46.957,63304.0,1.111,9819.0,,10.0,8.998,0.662,3.0,4.535,71735.0,0.583,463.0,2.0,3.431,227.0,11.0,6.056,1.816
182,CHI-ST VINCENT INFIRMARY (040007),2019,Acute Care,Voluntary non-profit - Private,414.0,,,AR,1.238,,34.0,27.46,19570.0,0.854,53.0,62.035,79390.0,0.978,16460.0,,16.0,16.366,1.369,9.0,6.575,80455.0,,85.0,0.0,0.729,431.0,8.0,11.039,0.725
183,MERCY HOSPITAL NORTHWEST ARKANSAS (040010),2019,Acute Care,Voluntary non-profit - Church,201.0,36.309562,-94.184709,AR,1.71,,13.0,7.603,7864.0,0.377,13.0,34.523,45249.0,1.065,5722.0,,5.0,4.697,0.772,2.0,2.59,50197.0,0.566,218.0,1.0,1.767,155.0,7.0,4.004,1.748
184,CHAMBERS MEMORIAL HOSPITAL (040011),2019,Acute Care,Voluntary non-profit - Private,41.0,35.054823,-93.388543,AR,,,0.0,0.473,870.0,0.845,1.0,1.183,4696.0,,51.0,,0.0,0.03,,0.0,0.083,4696.0,,,,,,,,
185,WHITE COUNTY MEDICAL CENTER (040014),2019,Acute Care,Voluntary non-profit - Private,315.0,35.250446,-91.696758,AR,0.0,,0.0,4.308,5437.0,0.803,25.0,31.131,45350.0,0.0,3720.0,,0.0,2.973,1.546,3.0,1.94,47399.0,0.584,204.0,1.0,1.713,114.0,2.0,2.759,0.725
186,MENA REGIONAL HEALTH SYSTEM (040015),2019,Acute Care,Government - Local,65.0,34.588386,-94.221383,AR,,,0.0,0.595,1087.0,0.0,0.0,1.917,6711.0,,71.0,,0.0,0.044,,0.0,0.147,7210.0,,30.0,0.0,0.253,4.0,0.0,0.116,
