,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,CAUTI (SIR),CAUTI Number of Procedures,CAUTI Observed Cases,CAUTI Predicted Cases,CAUTI Urinary Catheter Days,CDIFF (SIR),CDIFF Observed Cases,CDIFF Predicted Cases,CDIFF patient days,CLABSI (SIR),CLABSI Number of Device Days,CLABSI Number of Procedures,CLABSI Observed Cases,CLABSI Predicted Cases,MRSA (SIR),MRSA Observed Cases,MRSA Predicted Cases,MRSA patient days,SSI Abdominal Hysterectomy,SSI Abdominal Number of Procedures,SSI Abdominal Observed Cases,SSI Abdominal Predicted Cases,SSI Colon Number of Procedures,SSI Colon Observed Cases,SSI Colon Predicted Cases,SSI Colon Surgery (SIR)
94,BARTLETT REGIONAL HOSPITAL (020008),2014,Acute Care,Government - Local,58.0,58.328696,-134.466829,AK,,,0.0,0.273,210.0,0.0,0.0,3.068,7036.0,,125.0,,0.0,0.188,,0.0,0.352,7036.0,,10.0,0.0,0.091,25.0,2.0,0.731,
95,FAIRBANKS MEMORIAL HOSPITAL (020012),2014,Acute Care,Voluntary non-profit - Other,213.0,64.831407,-147.736254,AK,,,0.0,0.912,701.0,0.0,0.0,9.813,14043.0,,391.0,,0.0,0.588,,0.0,0.598,16689.0,,70.0,0.0,0.867,67.0,7.0,2.278,3.073
96,ALASKA REGIONAL HOSPITAL (020017),2014,Acute Care,Proprietary,169.0,61.20979,-149.827379,AK,2.226,,6.0,2.695,2246.0,0.96,13.0,13.548,18689.0,0.572,2331.0,,2.0,3.495,,0.0,0.942,20084.0,,111.0,0.0,0.957,82.0,3.0,2.507,1.197
97,YUKON KUSKOKWIM DELTA REG HOSPITAL (020018),2014,Acute Care,Tribal,34.0,,,AK,,,,,,0.0,0.0,2.119,4859.0,,,,,,,0.0,0.193,5385.0,,,,,,,,
98,CENTRAL PENINSULA GENERAL HOSPITAL (020024),2014,Acute Care,Voluntary non-profit - Other,186.0,60.493865,-151.077658,AK,,,,,,0.279,1.0,3.581,6872.0,,,,,,,0.0,0.334,7529.0,,22.0,2.0,0.165,32.0,2.0,1.0,
99,ALASKA NATIVE MEDICAL CENTER (020026),2014,Acute Care,Government - Federal,163.0,61.18189,-149.800578,AK,,,0.0,0.485,173.0,1.194,22.0,18.428,28055.0,,293.0,,0.0,0.879,0.769,1.0,1.301,30655.0,,47.0,0.0,0.553,108.0,5.0,3.819,1.309
100,MT EDGECUMBE HOSPITAL (020027),2014,Acute Care,Voluntary non-profit - Private,26.0,,,AK,,,0.0,0.176,136.0,0.0,0.0,1.027,2354.0,,44.0,,0.0,0.067,,0.0,0.087,2440.0,,19.0,0.0,0.185,7.0,0.0,0.223,
101,SITKA COMMUNITY HOSPITAL (021303),2014,Critical Access,Government - Local,26.0,,,AK,,,,,,,,,,,,,,,,,,,,,,,,,,
102,WRANGELL MEDICAL CENTER (021305),2014,Critical Access,Government - Local,22.0,56.471646,-132.376414,AK,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PROVIDENCE KODIAK ISLAND MEDICAL CTR (021306),2014,Critical Access,Voluntary non-profit - Church,46.0,57.800835,-152.373943,AK,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PEACEHEALTH KETCHIKAN MEDICAL CENTER (021311),2014,Critical Access,Voluntary non-profit - Church,51.0,55.352717,-131.686049,AK,,,0.0,0.182,140.0,0.0,0.0,4.412,8562.0,,85.0,,0.0,0.128,,0.0,0.316,8837.0,,,,,10.0,1.0,0.342,
105,SAMUEL SIMMONDS MEMORIAL HOSPITAL (021312),2014,Critical Access,Government - Federal,16.0,71.298135,-156.72732,AK,,,,,,,,,,,,,,,,,,,,,,,,,,
106,SOUTH PENINSULA HOSPITAL (021313),2014,Critical Access,Voluntary non-profit - Private,49.0,59.652133,-151.550296,AK,,,,,,0.0,0.0,3.556,8156.0,,,,,,,0.0,0.292,8156.0,,,,,,,,
107,MARYVALE HOSPITAL (030001),2014,Acute Care,Proprietary,231.0,,,AZ,0.0,,0.0,2.086,1738.0,0.0,0.0,7.066,13228.0,0.0,1218.0,,0.0,1.828,,2.0,0.638,13627.0,,15.0,0.0,0.155,20.0,0.0,0.707,
108,BANNER GOOD SAMARITAN MEDICAL CENTER (030002),2014,Acute Care,Voluntary non-profit - Other,706.0,33.465724,-112.058127,AZ,1.691,,67.0,39.615,15852.0,0.88,87.0,98.822,123489.0,0.703,14550.0,,21.0,29.893,0.856,9.0,10.508,130793.0,1.315,443.0,6.0,4.563,365.0,13.0,11.593,1.121
109,TUCSON MEDICAL CENTER (030006),2014,Acute Care,Voluntary non-profit - Private,520.0,32.250749,-110.880169,AZ,1.517,,18.0,11.869,5113.0,1.109,81.0,73.062,84408.0,0.738,5662.0,,9.0,12.2,0.876,7.0,7.994,99915.0,1.338,410.0,5.0,3.738,175.0,3.0,5.283,0.568
110,VERDE VALLEY MEDICAL CENTER (030007),2014,Acute Care,Voluntary non-profit - Private,102.0,34.736201,-112.031784,AZ,0.284,,1.0,3.522,1761.0,0.348,1.0,2.872,8394.0,0.0,1542.0,,0.0,2.93,,1.0,0.518,12347.0,,63.0,0.0,0.533,47.0,1.0,1.368,0.731
111,CARONDELET ST  MARYS HOSPITAL (030010),2014,Acute Care,Voluntary non-profit - Private,398.0,32.228923,-111.000032,AZ,1.609,,16.0,9.941,5096.0,1.394,34.0,24.385,41799.0,0.216,5099.0,,2.0,9.255,2.904,8.0,2.755,41799.0,,14.0,0.0,0.103,109.0,6.0,3.345,1.794
112,CARONDELET ST JOSEPH'S HOSPITAL (030011),2014,Acute Care,Voluntary non-profit - Other,474.0,32.225946,-110.857838,AZ,1.948,,28.0,14.373,7738.0,1.199,49.0,40.883,53848.0,0.23,7834.0,,3.0,13.025,0.37,2.0,5.411,60019.0,,112.0,1.0,0.873,250.0,12.0,7.615,1.576
113,YAVAPAI REGIONAL MEDICAL CENTER (030012),2014,Acute Care,Government - Local,179.0,34.55938,-112.482065,AZ,0.791,,2.0,2.527,1944.0,0.389,3.0,7.711,18062.0,0.518,1286.0,,1.0,1.929,,0.0,0.647,18062.0,,9.0,0.0,0.084,64.0,0.0,1.912,0.0
114,YUMA REGIONAL MEDICAL CENTER (030013),2014,Acute Care,Voluntary non-profit - Private,397.0,32.683899,-114.633238,AZ,0.794,,3.0,3.776,3147.0,1.635,41.0,25.079,47303.0,0.449,3054.0,,2.0,4.459,1.112,4.0,3.598,53418.0,,91.0,0.0,0.928,89.0,3.0,3.022,0.993
115,JOHN C LINCOLN NORTH MOUNTAIN HOSPITAL (030014),2014,Acute Care,Voluntary non-profit - Private,258.0,33.567754,-112.07063,AZ,1.417,,15.0,10.586,8822.0,1.905,94.0,49.354,54062.0,1.101,6658.0,,11.0,9.988,1.587,6.0,3.78,54062.0,,48.0,1.0,0.428,183.0,8.0,5.758,1.389
116,CASA GRANDE REGIONAL MEDICAL CENTER (030016),2014,Acute Care,Voluntary non-profit - Other,156.0,32.879608,-111.709253,AZ,0.295,,1.0,3.387,2822.0,2.135,26.0,12.178,22949.0,0.384,1736.0,,1.0,2.605,0.0,0.0,1.017,22949.0,,49.0,2.0,0.519,102.0,4.0,3.284,1.218
117,MARICOPA MEDICAL CENTER (030022),2014,Acute Care,Government - Local,570.0,33.458525,-112.02643,AZ,2.274,,51.0,22.424,7539.0,0.614,24.0,39.119,49620.0,1.365,7413.0,,34.0,24.905,3.44,11.0,3.198,52393.0,0.0,100.0,0.0,1.027,48.0,1.0,1.695,0.59
118,FLAGSTAFF MEDICAL CENTER (030023),2014,Acute Care,Voluntary non-profit - Private,267.0,35.209534,-111.644835,AZ,1.777,,11.0,6.19,5010.0,0.804,34.0,42.312,47145.0,0.588,4531.0,,4.0,6.797,0.931,2.0,2.149,48725.0,,46.0,2.0,0.437,149.0,8.0,5.018,1.594
119,ST JOSEPH'S HOSPITAL AND MEDICAL CENTER (030024),2014,Acute Care,Voluntary non-profit - Church,560.0,33.480294,-112.079208,AZ,1.419,,98.0,69.085,19321.0,0.865,99.0,114.508,97412.0,0.458,14917.0,,16.0,34.918,0.146,3.0,20.527,110605.0,0.258,336.0,1.0,3.882,101.0,2.0,3.567,0.561
120,PHOENIX BAPTIST HOSPITAL (030030),2014,Acute Care,Proprietary,186.0,33.524116,-112.101934,AZ,0.24,,2.0,8.338,5745.0,0.704,11.0,15.636,29187.0,0.442,4363.0,,3.0,6.785,2.343,5.0,2.134,33255.0,,68.0,0.0,0.783,54.0,0.0,1.782,0.0
121,PAYSON REGIONAL MEDICAL CENTER (030033),2014,Acute Care,Voluntary non-profit - Other,36.0,,,AZ,,,0.0,0.7,539.0,1.63,5.0,3.067,4687.0,,246.0,,0.0,0.37,,0.0,0.228,4687.0,,1.0,0.0,0.009,36.0,3.0,0.989,
122,CHANDLER REGIONAL MEDICAL CENTER (030036),2014,Acute Care,Voluntary non-profit - Other,318.0,33.298691,-111.873508,AZ,0.179,,1.0,5.573,3698.0,0.916,40.0,43.661,46261.0,0.0,3073.0,,0.0,5.198,0.365,1.0,2.742,50721.0,0.811,367.0,3.0,3.701,161.0,0.0,5.451,0.0
123,ST LUKE'S MEDICAL CENTER (030037),2014,Acute Care,Proprietary,209.0,33.451436,-112.042767,AZ,1.472,,7.0,4.756,3560.0,0.232,4.0,17.214,28238.0,0.521,3438.0,,3.0,5.754,1.794,2.0,1.115,28777.0,,9.0,0.0,0.103,46.0,0.0,1.676,0.0
124,SCOTTSDALE HEALTHCARE OSBORN MEDICAL CENTER (030038),2014,Acute Care,Proprietary,360.0,33.487639,-111.922725,AZ,1.711,,53.0,30.981,9112.0,1.832,81.0,44.202,52300.0,0.649,5566.0,,13.0,20.038,0.68,2.0,2.943,55443.0,,52.0,0.0,0.541,108.0,5.0,3.886,1.287
125,SIERRA VISTA REGIONAL HEALTH CENTER (030043),2014,Acute Care,Voluntary non-profit - Other,92.0,31.554635,-110.230726,AZ,1.706,,2.0,1.172,901.0,0.627,5.0,7.976,10023.0,,628.0,,0.0,0.943,,0.0,0.462,11328.0,,26.0,0.0,0.247,42.0,2.0,1.255,1.594
126,KINGMAN REGIONAL MEDICAL CENTER (030055),2014,Acute Care,Government - Hospital District or Authority,221.0,35.219907,-114.035813,AZ,1.39,,6.0,4.318,2159.0,1.11,22.0,19.817,32739.0,0.0,2001.0,,0.0,4.002,0.0,0.0,1.215,32845.0,,27.0,0.0,0.307,93.0,2.0,3.013,0.664
127,BANNER BOSWELL MEDICAL CENTER (030061),2014,Acute Care,Voluntary non-profit - Other,508.0,33.604798,-112.282538,AZ,0.168,,2.0,11.912,6272.0,0.872,51.0,58.46,74888.0,0.51,6815.0,,6.0,11.76,1.075,5.0,4.653,74888.0,,16.0,0.0,0.145,298.0,5.0,9.501,0.526
128,SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER (030062),2014,Acute Care,Voluntary non-profit - Private,91.0,34.201967,-110.01839,AZ,0.0,,0.0,2.867,1247.0,1.055,7.0,6.636,8662.0,0.826,578.0,,1.0,1.21,,0.0,0.659,10244.0,,42.0,1.0,0.423,46.0,1.0,1.456,0.687
129,"UNIVERSITY OF ARIZONA MEDICAL CTR-UNIVERSITY, THE (030064)",2014,Acute Care,Voluntary non-profit - Private,511.0,32.242362,-110.944092,AZ,1.389,,45.0,32.404,13211.0,1.988,178.0,89.519,91778.0,0.807,19043.0,,36.0,44.601,1.472,13.0,8.829,101625.0,0.0,115.0,0.0,1.174,217.0,9.0,7.434,1.211
130,BANNER DESERT MEDICAL CENTER (030065),2014,Acute Care,Voluntary non-profit - Private,632.0,33.39091,-111.874624,AZ,0.786,,7.0,8.909,5988.0,0.732,58.0,79.277,108287.0,0.634,10945.0,,15.0,23.652,0.52,4.0,7.689,119960.0,0.669,528.0,3.0,4.483,518.0,16.0,16.014,0.999
131,MT GRAHAM REGIONAL MEDICAL CENTER (030068),2014,Acute Care,Government - Hospital District or Authority,45.0,32.821883,-109.732994,AZ,,,1.0,0.396,304.0,0.409,1.0,2.447,3541.0,,187.0,,0.0,0.282,,0.0,0.186,4257.0,,,,,9.0,0.0,0.255,
132,HAVASU REGIONAL MEDICAL CENTER (030069),2014,Acute Care,Proprietary,169.0,34.47998,-114.338537,AZ,0.0,,0.0,1.379,1150.0,1.59,27.0,16.982,20536.0,0.0,827.0,,0.0,1.242,,0.0,0.941,20536.0,,16.0,0.0,0.193,26.0,0.0,0.828,
133,FORT DEFIANCE INDIAN HOSPITAL (030071),2014,Acute Care,Government - Federal,54.0,,,AZ,,,,,,0.0,0.0,2.071,4441.0,,,,,,,0.0,0.159,4441.0,,,,,,,,
134,TUBA CITY REGIONAL HEALTH CARE CORPORATION (030073),2014,Acute Care,Voluntary non-profit - Other,73.0,,,AZ,,,0.0,0.709,545.0,0.559,1.0,1.788,3739.0,,172.0,,1.0,0.259,,0.0,0.231,3739.0,,16.0,1.0,0.195,23.0,3.0,0.78,
135,SELLS INDIAN HEALTH SERVICE HOSPITAL (030074),2014,Acute Care,Government - Federal,13.0,,,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,
136,SAN CARLOS INDIAN HOSPITAL (030077),2014,Acute Care,Government - Federal,9.0,,,AZ,,,,,,,0.0,0.101,232.0,,,,,,,0.0,0.008,232.0,,,,,,,,
137,PHOENIX INDIAN MEDICAL CENTER (030078),2014,Acute Care,Government - Federal,119.0,33.49701,-112.047613,AZ,,,,,,2.83,11.0,3.887,7089.0,,,,,,,0.0,0.259,6168.0,,,,,,,,
138,PARADISE VALLEY HOSPITAL (030083),2014,Acute Care,Proprietary,129.0,33.640603,-111.997692,AZ,0.476,,1.0,2.101,1616.0,0.0,0.0,4.996,9727.0,0.0,1239.0,,0.0,1.86,,3.0,0.445,9727.0,,117.0,2.0,0.929,58.0,2.0,1.805,1.108
139,CHINLE COMPREHENSIVE HEALTH CARE FACILITY (030084),2014,Acute Care,Government - Federal,60.0,,,AZ,,,0.0,0.695,535.0,0.0,0.0,2.038,5017.0,,136.0,,1.0,0.204,,0.0,0.18,5017.0,,1.0,0.0,0.003,,,,
140,NORTHWEST MEDICAL CENTER (030085),2014,Acute Care,Proprietary,283.0,32.319581,-111.012054,AZ,0.968,,8.0,8.267,5989.0,1.261,41.0,32.518,38985.0,0.905,4538.0,,6.0,6.627,0.497,1.0,2.013,44437.0,1.802,266.0,4.0,2.22,188.0,9.0,5.7,1.579
141,SCOTTSDALE HEALTHCARE-SHEA MEDICAL CENTER (030087),2014,Acute Care,Proprietary,426.0,33.582467,-111.886032,AZ,1.474,,9.0,6.105,4956.0,1.74,81.0,46.549,55503.0,0.775,4814.0,,6.0,7.739,1.426,6.0,4.207,66537.0,0.968,140.0,1.0,1.033,257.0,9.0,7.706,1.168
142,BANNER BAYWOOD MEDICAL CENTER (030088),2014,Acute Care,Voluntary non-profit - Private,340.0,33.410465,-111.688045,AZ,1.22,,6.0,4.918,4099.0,1.069,68.0,63.632,66945.0,0.649,3079.0,,3.0,4.62,0.854,4.0,4.684,67978.0,1.065,205.0,2.0,1.878,312.0,11.0,10.221,1.076
143,BANNER THUNDERBIRD MEDICAL CENTER (030089),2014,Acute Care,Government - Hospital District or Authority,566.0,33.610731,-112.178698,AZ,1.504,,18.0,11.972,8183.0,0.675,57.0,84.481,107941.0,0.533,10419.0,,10.0,18.758,1.237,10.0,8.087,118667.0,2.079,517.0,11.0,5.29,217.0,11.0,7.137,1.541
144,JOHN C LINCOLN DEER VALLEY HOSPITAL (030092),2014,Acute Care,Voluntary non-profit - Private,201.0,33.666425,-112.117188,AZ,0.386,,2.0,5.18,4316.0,1.666,47.0,28.213,34731.0,0.817,3264.0,,4.0,4.897,0.0,0.0,1.733,34731.0,0.0,107.0,0.0,1.057,142.0,8.0,4.833,1.655
145,BANNER DEL E WEBB MEDICAL CENTER (030093),2014,Acute Care,Voluntary non-profit - Private,390.0,33.658307,-112.371939,AZ,0.719,,3.0,4.173,3210.0,0.84,39.0,46.45,60479.0,0.432,3086.0,,2.0,4.629,0.969,4.0,4.126,62591.0,1.151,267.0,3.0,2.607,122.0,5.0,3.811,1.312
146,ARROWHEAD HOSPITAL (030094),2014,Acute Care,Proprietary,244.0,33.655042,-112.202889,AZ,0.501,,2.0,3.992,2804.0,1.5,19.0,12.669,24239.0,0.74,2688.0,,3.0,4.055,0.803,1.0,1.246,31334.0,0.784,260.0,2.0,2.551,155.0,4.0,4.968,0.805
147,WESTERN ARIZONA REGIONAL MEDICAL CTR (030101),2014,Acute Care,Proprietary,133.0,35.109853,-114.555146,AZ,0.173,,1.0,5.781,3835.0,1.675,19.0,11.342,22004.0,0.458,2599.0,,2.0,4.371,,0.0,0.826,22004.0,,4.0,0.0,0.032,62.0,1.0,2.068,0.484
148,MAYO CLINIC HOSPITAL (030103),2014,Acute Care,Voluntary non-profit - Private,277.0,33.663312,-111.955659,AZ,0.218,,2.0,9.191,3996.0,1.278,76.0,59.454,53126.0,0.111,4276.0,,1.0,8.98,0.699,3.0,4.293,53126.0,0.827,137.0,1.0,1.209,285.0,14.0,8.896,1.574
149,BANNER HEART HOSPITAL (030105),2014,Acute Care,Voluntary non-profit - Private,110.0,33.410378,-111.685273,AZ,1.623,,9.0,5.544,3261.0,0.874,9.0,10.299,16397.0,0.24,2977.0,,1.0,4.168,,1.0,0.813,16397.0,,,,,,,,
150,ARIZONA SPINE AND JOINT HOSPITAL (030107),2014,Acute Care,Proprietary,23.0,33.379206,-111.734695,AZ,,,,,,,0.0,0.703,1176.0,,,,,,,0.0,0.042,1176.0,,,,,,,,
151,"SURGICAL HOSPITAL OF PHOENIX, THE (030108)",2014,Acute Care,Proprietary,32.0,33.531837,-112.099614,AZ,,,,,,,0.0,0.714,1310.0,,,,,,,0.0,0.047,1310.0,,,,,,,,
152,WEST VALLEY HOSPITAL (030110),2014,Acute Care,Proprietary,190.0,33.464283,-112.354024,AZ,0.0,,0.0,2.803,2156.0,1.178,16.0,13.578,24274.0,0.0,2033.0,,0.0,3.05,6.278,7.0,1.115,26822.0,,42.0,0.0,0.617,57.0,2.0,2.033,0.984
153,"UNIVERSITY OF ARIZONA MEDICAL CTR- SOUTH CAM, THE (030111)",2014,Acute Care,Voluntary non-profit - Private,207.0,32.177882,-110.930891,AZ,0.191,,1.0,5.226,2272.0,0.373,8.0,21.421,30735.0,0.0,2140.0,,0.0,4.494,0.506,1.0,1.977,30735.0,,20.0,2.0,0.205,105.0,13.0,3.471,3.745
154,ARIZONA ORTHOPEDIC AND SURGICAL SPECIALITY HOSP (030112),2014,Acute Care,Proprietary,24.0,33.33484,-111.891133,AZ,,,,,,,0.0,0.536,1444.0,,,,,,,0.0,0.052,1444.0,,,,,,,,
155,WHITERIVER PHS INDIAN HOSPITAL (030113),2014,Acute Care,Government - Federal,39.0,33.875976,-109.959528,AZ,,,,,,,0.0,0.511,1172.0,,,,,,,0.0,0.042,1172.0,,,,,,,,
156,ORO VALLEY HOSPITAL (030114),2014,Acute Care,Proprietary,148.0,32.427183,-110.94954,AZ,0.629,,1.0,1.591,1326.0,0.778,6.0,7.715,13672.0,0.0,960.0,,0.0,1.44,,0.0,0.587,13672.0,,15.0,0.0,0.141,50.0,1.0,1.449,0.69
157,BANNER ESTRELLA MEDICAL CENTER (030115),2014,Acute Care,Voluntary non-profit - Private,288.0,33.479558,-112.257936,AZ,0.499,,1.0,2.006,1543.0,0.87,31.0,35.619,48549.0,0.0,1494.0,,0.0,2.241,1.571,4.0,2.546,54026.0,0.0,299.0,0.0,2.62,116.0,3.0,3.762,0.797
158,VALLEY VIEW MEDICAL CENTER (030117),2014,Acute Care,Proprietary,82.0,35.002363,-114.597954,AZ,0.0,,0.0,1.04,800.0,1.024,4.0,3.907,8960.0,,517.0,,0.0,0.777,,0.0,0.322,8960.0,,9.0,0.0,0.071,6.0,1.0,0.189,
159,YAVAPAI REGIONAL MEDICAL CENTER-EAST (030118),2014,Acute Care,Proprietary,61.0,,,AZ,,,,,,0.39,1.0,2.565,6119.0,,,,,,,0.0,0.246,6858.0,,30.0,0.0,0.25,6.0,0.0,0.197,
160,MERCY GILBERT MEDICAL CENTER (030119),2014,Acute Care,Voluntary non-profit - Church,202.0,33.286661,-111.755311,AZ,1.235,,3.0,2.43,2025.0,0.986,23.0,23.323,31818.0,1.823,1462.0,,4.0,2.194,1.682,3.0,1.784,34421.0,,58.0,2.0,0.592,102.0,8.0,3.495,2.289
161,GILBERT HOSPITAL (030120),2014,Acute Care,Proprietary,19.0,,,AZ,,,0.0,0.323,248.0,,2.0,0.607,1508.0,,214.0,,0.0,0.321,,0.0,0.054,1508.0,,,,,,,,
162,"MOUNTAIN VISTA MEDICAL CENTER, LP (030121)",2014,Acute Care,Proprietary,171.0,33.3911,-111.615329,AZ,0.553,,4.0,7.239,6033.0,1.429,25.0,17.498,32321.0,0.497,4024.0,,3.0,6.037,0.0,0.0,2.295,33822.0,,36.0,0.0,0.399,76.0,3.0,2.514,1.193
163,BANNER GATEWAY MEDICAL CENTER (030122),2014,Acute Care,Voluntary non-profit - Other,170.0,33.384225,-111.719634,AZ,2.248,,5.0,2.224,1710.0,0.952,23.0,24.154,33721.0,0.411,1623.0,,1.0,2.435,0.0,0.0,1.676,39681.0,0.554,395.0,2.0,3.607,84.0,3.0,2.635,1.139
164,SCOTTSDALE HEALTHCARE-THOMPSON PEAK HOSPITAL (030123),2014,Acute Care,Proprietary,98.0,33.669777,-111.921803,AZ,1.119,,2.0,1.788,1375.0,2.039,18.0,8.828,13147.0,1.778,1124.0,,3.0,1.687,,0.0,0.538,13147.0,0.962,130.0,1.0,1.039,110.0,2.0,3.306,0.605
165,PHOENIX VA MEDICAL CENTER (03012F),2014,Acute Care (VA),Government - Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,BANNER IRONWOOD MEDICAL CENTER (030130),2014,Acute Care,Voluntary non-profit - Private,61.0,33.214839,-111.563447,AZ,,,,,,0.273,1.0,3.665,6036.0,,,,,,,0.0,0.264,7358.0,,49.0,1.0,0.451,13.0,0.0,0.376,
167,OASIS HOSPITAL (030131),2014,Acute Care,Voluntary non-profit - Private,64.0,33.45672,-111.99521,AZ,,,,,,0.0,0.0,2.989,5476.0,,,,,,,0.0,0.196,5476.0,,,,,,,,
168,"FLORENCE HOSPITAL AT ANTHEM, LLC (030132)",2014,Acute Care,Proprietary,36.0,,,AZ,,,0.0,0.117,90.0,,0.0,0.565,1295.0,,54.0,,0.0,0.082,,0.0,0.046,1295.0,,,,,,,,
169,BANNER GOLDFIELD MEDICAL CENTER (030134),2014,Acute Care,Voluntary non-profit - Other,23.0,33.393343,-111.566796,AZ,,,0.0,0.03,23.0,,,,386.0,,7.0,,0.0,0.011,,0.0,0.014,386.0,,,,,,,,
170,VA S. ARIZONA HEALTHCARE SYSTEM (03013F),2014,Acute Care (VA),Government - Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,VA NORTHERN ARIZONA HEALTHCARE SYSTEM (03033F),2014,Acute Care (VA),Government - Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,NORTHERN COCHISE COMMUNITY HOSPITAL (031302),2014,Critical Access,Government - Hospital District or Authority,39.0,32.264268,-109.837613,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PAGE HOSPITAL (031304),2014,Critical Access,Government - Hospital District or Authority,25.0,36.91696,-111.463186,AZ,,,,,,,2.0,0.31,1064.0,,,,,,,0.0,0.046,1278.0,,1.0,0.0,0.006,1.0,0.0,0.025,
174,HOPI HEALTH CARE CENTER (031305),2014,Critical Access,Tribal,6.0,,,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,
175,SAGE MEMORIAL HOSPITAL (031309),2014,Critical Access,Voluntary non-profit - Private,25.0,,,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,
176,CARONDELET HOLY CROSS HOSPITAL (031313),2014,Critical Access,Proprietary,30.0,31.341118,-110.958734,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,
177,WHITE MOUNTAIN REGIONAL MEDICAL CENTER (031315),2014,Critical Access,Voluntary non-profit - Private,21.0,34.132136,-109.286545,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,
178,SILOAM SPRINGS REGIONAL HOSPITAL (040001),2014,Acute Care,Proprietary,46.0,36.190377,-94.509658,AR,,,0.0,0.569,437.0,0.0,0.0,2.052,4705.0,,96.0,,0.0,0.145,,0.0,0.272,5296.0,,16.0,0.0,0.168,32.0,2.0,1.017,1.967
179,JOHNSON REGIONAL MEDICAL CENTER (040002),2014,Acute Care,Voluntary non-profit - Private,86.0,35.464384,-93.445797,AR,,,0.0,0.643,494.0,0.0,0.0,3.296,7226.0,,104.0,,0.0,0.158,,0.0,0.278,7746.0,,5.0,0.0,0.053,17.0,1.0,0.494,
180,WASHINGTON REGIONAL MED CTR AT NORTH HILLS (040004),2014,Acute Care,Voluntary non-profit - Private,314.0,36.110984,-94.157862,AR,2.771,,17.0,6.136,5113.0,0.601,19.0,31.631,37755.0,0.575,4614.0,,4.0,6.955,0.0,0.0,2.051,40985.0,0.959,222.0,2.0,2.086,181.0,6.0,5.681,1.056
181,ST VINCENT INFIRMARY MEDICAL CENTER (040007),2014,Acute Care,Voluntary non-profit - Private,414.0,,,AR,0.443,,17.0,38.376,15283.0,0.171,7.0,40.881,73526.0,0.711,13449.0,,19.0,26.727,0.671,4.0,5.96,76893.0,,94.0,1.0,0.872,241.0,1.0,7.64,0.131
182,MERCY HOSPITAL NORTHWEST ARKANSAS (040010),2014,Acute Care,Voluntary non-profit - Church,201.0,36.309562,-94.184709,AR,0.308,,1.0,3.248,2707.0,0.5,6.0,11.993,25047.0,0.699,1908.0,,2.0,2.863,1.921,2.0,1.041,27201.0,,42.0,0.0,0.376,87.0,3.0,2.77,1.083
183,CHAMBERS MEMORIAL HOSPITAL (040011),2014,Acute Care,Voluntary non-profit - Private,41.0,35.054823,-93.388543,AR,,,,,,0.593,1.0,1.686,3497.0,,,,,,,0.0,0.276,3497.0,,,,,,,,
184,WHITE COUNTY MEDICAL CENTER (040014),2014,Acute Care,Voluntary non-profit - Private,315.0,35.250446,-91.696758,AR,0.899,,2.0,2.225,1712.0,0.456,10.0,21.915,37482.0,0.639,1042.0,,1.0,1.564,2.015,4.0,1.985,39040.0,0.0,143.0,0.0,1.056,87.0,4.0,2.409,1.66
185,MENA REGIONAL HEALTH SYSTEM (040015),2014,Acute Care,Government - Local,65.0,34.588386,-94.221383,AR,,,0.0,0.484,372.0,0.373,1.0,2.681,5979.0,,40.0,,0.0,0.061,,0.0,0.273,6472.0,,10.0,0.0,0.088,3.0,0.0,0.09,
186,UAMS MEDICAL CENTER (040016),2014,Acute Care,Government - State,480.0,34.751583,-92.320998,AR,1.089,,28.0,25.706,12736.0,0.965,65.0,67.359,89906.0,0.428,15878.0,,14.0,32.673,1.009,8.0,7.927,106758.0,0.555,292.0,2.0,3.601,258.0,11.0,9.629,1.142
187,NORTH ARKANSAS REGIONAL MEDICAL CENTER (040017),2014,Acute Care,Voluntary non-profit - Other,133.0,36.236281,-93.107148,AR,,,,,,0.587,4.0,6.815,12727.0,,,,,,,0.0,0.778,13855.0,,21.0,0.0,0.155,30.0,0.0,0.876,
188,SUMMIT MEDICAL CENTER (040018),2014,Acute Care,Proprietary,68.0,35.434175,-94.339451,AR,,,0.0,0.726,558.0,1.662,4.0,2.407,4182.0,,64.0,,0.0,0.097,,0.0,0.268,5575.0,,,,,11.0,0.0,0.32,
189,FORREST CITY MEDICAL CENTER (040019),2014,Acute Care,Proprietary,68.0,35.039275,-90.771894,AR,,,0.0,0.412,317.0,0.0,0.0,2.595,5951.0,,68.0,,0.0,0.103,,0.0,0.411,7111.0,,16.0,0.0,0.153,5.0,0.0,0.155,
