,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,CAUTI (SIR),CAUTI Observed Cases,CAUTI Predicted Cases,CAUTI Urinary Catheter Days,CDIFF (SIR),CDIFF Observed Cases,CDIFF Predicted Cases,CDIFF patient days,CLABSI (SIR),CLABSI Number of Device Days,CLABSI Observed Cases,CLABSI Predicted Cases,MRSA (SIR),MRSA Observed Cases,MRSA Predicted Cases,MRSA patient days,SSI Abdominal Hysterectomy,SSI Abdominal Number of Procedures,SSI Abdominal Observed Cases,SSI Abdominal Predicted Cases,SSI Colon Number of Procedures,SSI Colon Observed Cases,SSI Colon Predicted Cases,SSI Colon Surgery (SIR)
91,WALKER BAPTIST MEDICAL CENTER (010089),2018,Acute Care,Voluntary non-profit - Private,222.0,33.841142,-87.236879,AL,0.294,1.0,3.401,4813.0,0.799,14.0,17.511,22771.0,0.0,1961.0,0.0,1.353,,1.0,0.946,22771.0,,36.0,1.0,0.343,28.0,0.0,0.717,
92,PROVIDENCE HOSPITAL (010090),2018,Acute Care,Voluntary non-profit - Church,349.0,30.68169,-88.198329,AL,0.385,6.0,15.591,13278.0,0.648,31.0,47.868,74782.0,0.733,9810.0,6.0,8.189,0.767,4.0,5.213,79079.0,0.0,205.0,0.0,1.757,151.0,2.0,4.001,0.5
93,PROVIDENCE HOSPITAL (010090),2018,Acute Care,Voluntary non-profit - Church,349.0,30.68169,-88.198329,AL,0.452,7.0,15.5,13111.0,0.6,29.0,48.35,73641.0,0.632,9496.0,5.0,7.912,0.568,3.0,5.285,77889.0,0.0,189.0,0.0,1.656,162.0,5.0,4.245,1.178
94,GROVE HILL MEMORIAL HOSPITAL (010091),2018,Acute Care,Government - Hospital District or Authority,31.0,31.694213,-87.777231,AL,,0.0,0.156,286.0,,0.0,0.667,3330.0,,38.0,0.0,0.022,,0.0,0.08,3807.0,,18.0,0.0,0.196,,,,
95,GROVE HILL MEMORIAL HOSPITAL (010091),2018,Acute Care,Government - Hospital District or Authority,31.0,31.694213,-87.777231,AL,,0.0,0.14,256.0,,0.0,0.709,3245.0,,35.0,0.0,0.02,,0.0,0.096,3721.0,,21.0,0.0,0.242,,,,
96,D C H REGIONAL MEDICAL CENTER (010092),2018,Acute Care,Government - Hospital District or Authority,593.0,33.20613,-87.525154,AL,0.902,30.0,33.246,24715.0,0.914,87.0,95.209,142006.0,1.183,24512.0,31.0,26.2,0.697,7.0,10.038,162199.0,2.132,145.0,3.0,1.407,328.0,8.0,9.285,0.862
97,D C H REGIONAL MEDICAL CENTER (010092),2018,Acute Care,Government - Hospital District or Authority,593.0,33.20613,-87.525154,AL,0.87,30.0,34.486,25573.0,0.883,83.0,94.039,141071.0,0.96,24391.0,25.0,26.037,0.81,8.0,9.874,161579.0,4.141,144.0,6.0,1.449,320.0,11.0,9.09,1.21
98,HALE COUNTY HOSPITAL (010095),2018,Acute Care,Government - Local,30.0,32.412098,-87.018633,AL,,0.0,0.05,94.0,,0.0,0.226,1184.0,,,,,,0.0,0.021,1184.0,,,,,,,,
99,HALE COUNTY HOSPITAL (010095),2018,Acute Care,Government - Local,30.0,32.412098,-87.018633,AL,,0.0,0.036,68.0,,0.0,0.213,1169.0,,,,,,0.0,0.021,1169.0,,,,,,,,
100,ELMORE COMMUNITY HOSPITAL (010097),2018,Acute Care,Government - State,34.0,32.551957,-86.185643,AL,,,,,,0.0,0.483,2412.0,,,,,,0.0,0.043,2412.0,,,,,,,,
101,ELMORE COMMUNITY HOSPITAL (010097),2018,Acute Care,Government - State,34.0,32.551957,-86.185643,AL,,,,,,0.0,0.394,2159.0,,,,,,0.0,0.039,2159.0,,,,,,,,
102,D W MCMILLAN MEMORIAL HOSPITAL (010099),2018,Acute Care,Government - Hospital District or Authority,48.0,31.127105,-87.072378,AL,,0.0,0.605,1097.0,0.501,1.0,1.995,5171.0,,258.0,0.0,0.162,,1.0,0.234,5919.0,,6.0,0.0,0.056,32.0,0.0,0.736,
103,D W MCMILLAN MEMORIAL HOSPITAL (010099),2018,Acute Care,Government - Hospital District or Authority,48.0,31.127105,-87.072378,AL,,0.0,0.595,1077.0,0.527,1.0,1.897,5115.0,,303.0,0.0,0.189,,1.0,0.244,5816.0,,7.0,0.0,0.063,28.0,0.0,0.66,
104,THOMAS HOSPITAL (010100),2018,Acute Care,Government - Hospital District or Authority,133.0,30.519999,-87.890333,AL,1.053,6.0,5.7,7390.0,0.14,2.0,14.293,36131.0,0.951,4557.0,3.0,3.155,0.661,1.0,1.514,38979.0,0.0,211.0,0.0,1.601,139.0,4.0,3.376,1.185
105,THOMAS HOSPITAL (010100),2018,Acute Care,Government - Hospital District or Authority,133.0,30.519999,-87.890333,AL,1.557,9.0,5.78,7517.0,0.209,3.0,14.368,36625.0,0.99,4381.0,3.0,3.031,0.0,0.0,1.541,39505.0,0.0,185.0,0.0,1.423,130.0,5.0,3.191,1.567
106,CITIZENS BAPTIST MEDICAL CENTER (010101),2018,Acute Care,Voluntary non-profit - Private,98.0,33.439801,-86.090641,AL,,1.0,0.627,1215.0,0.919,3.0,3.263,10728.0,,784.0,0.0,0.483,,0.0,0.209,10728.0,,5.0,0.0,0.05,6.0,0.0,0.184,
107,CITIZENS BAPTIST MEDICAL CENTER (010101),2018,Acute Care,Voluntary non-profit - Private,98.0,33.439801,-86.090641,AL,,0.0,0.622,1204.0,0.669,2.0,2.989,10614.0,,809.0,0.0,0.498,,0.0,0.207,10614.0,,6.0,0.0,0.065,5.0,0.0,0.142,
108,J PAUL JONES HOSPITAL (010102),2018,Acute Care,Voluntary non-profit - Other,22.0,31.996611,-87.299424,AL,,0.0,0.016,30.0,,0.0,0.027,167.0,,3.0,0.0,0.002,,0.0,0.003,167.0,,,,,,,,
109,J PAUL JONES HOSPITAL (010102),2018,Acute Care,Voluntary non-profit - Other,22.0,31.996611,-87.299424,AL,,0.0,0.022,40.0,,0.0,0.027,167.0,,,,,,0.0,0.003,167.0,,,,,,,,
110,PRINCETON BAPTIST MEDICAL CENTER (010103),2018,Acute Care,Voluntary non-profit - Church,302.0,33.499133,-86.846016,AL,0.975,19.0,19.495,15787.0,0.89,43.0,48.302,70642.0,1.5,17726.0,25.0,16.667,2.681,16.0,5.967,70642.0,,47.0,0.0,0.446,176.0,3.0,5.028,0.597
111,PRINCETON BAPTIST MEDICAL CENTER (010103),2018,Acute Care,Voluntary non-profit - Church,302.0,33.499133,-86.846016,AL,0.718,13.0,18.116,14776.0,0.786,39.0,49.603,70430.0,1.321,16862.0,21.0,15.897,3.219,18.0,5.591,70430.0,,53.0,0.0,0.518,180.0,3.0,4.991,0.601
112,GRANDVIEW MEDICAL CENTER (010104),2018,Acute Care,Proprietary,360.0,33.434363,-86.720483,AL,0.48,13.0,27.067,15366.0,0.578,34.0,58.868,88323.0,0.196,14257.0,3.0,15.313,0.568,4.0,7.047,91661.0,0.0,140.0,0.0,1.157,204.0,0.0,5.433,0.0
113,GRANDVIEW MEDICAL CENTER (010104),2018,Acute Care,Proprietary,360.0,33.434363,-86.720483,AL,0.546,16.0,29.295,16571.0,0.756,46.0,60.824,91647.0,0.242,15500.0,4.0,16.548,0.685,5.0,7.299,94946.0,0.0,134.0,0.0,1.098,199.0,0.0,5.333,0.0
114,PRATTVILLE BAPTIST HOSPITAL (010108),2018,Acute Care,Government - Hospital District or Authority,55.0,32.464423,-86.450936,AL,0.687,1.0,1.455,2857.0,1.163,15.0,12.896,16043.0,,1110.0,1.0,0.667,,1.0,0.557,16043.0,,,,,27.0,0.0,0.746,
115,PRATTVILLE BAPTIST HOSPITAL (010108),2018,Acute Care,Government - Hospital District or Authority,55.0,32.464423,-86.450936,AL,0.722,1.0,1.386,2721.0,1.085,13.0,11.977,16133.0,,1255.0,1.0,0.751,,2.0,0.559,16133.0,,,,,21.0,0.0,0.572,
116,PICKENS COUNTY MEDICAL CENTER (010109),2018,Acute Care,Government - Hospital District or Authority,49.0,33.274807,-88.089673,AL,,0.0,0.068,139.0,,0.0,0.423,2230.0,,70.0,0.0,0.041,,0.0,0.04,2230.0,,4.0,1.0,0.032,,,,
117,PICKENS COUNTY MEDICAL CENTER (010109),2018,Acute Care,Government - Hospital District or Authority,49.0,33.274807,-88.089673,AL,,0.0,0.068,140.0,,0.0,0.428,2351.0,,100.0,0.0,0.058,,0.0,0.042,2351.0,,5.0,1.0,0.039,,,,
118,BULLOCK COUNTY HOSPITAL (010110),2018,Acute Care,Proprietary,54.0,32.146182,-85.71638,AL,,0.0,0.066,121.0,,0.0,0.496,3012.0,,,,,,1.0,0.07,3012.0,,,,,,,,
119,BULLOCK COUNTY HOSPITAL (010110),2018,Acute Care,Proprietary,54.0,32.146182,-85.71638,AL,,0.0,0.062,113.0,,0.0,0.465,2828.0,,,,,,1.0,0.066,2828.0,,,,,,,,
120,BRYAN W. WHITFIELD MEMORIAL HOSPITAL (010112),2018,Acute Care,Government - Hospital District or Authority,83.0,32.503676,-87.836744,AL,,0.0,0.253,489.0,0.446,1.0,2.241,8153.0,,4.0,0.0,0.003,,0.0,0.16,8153.0,,1.0,0.0,0.018,4.0,0.0,0.099,
121,BRYAN W. WHITFIELD MEMORIAL HOSPITAL (010112),2018,Acute Care,Government - Hospital District or Authority,83.0,32.503676,-87.836744,AL,,0.0,0.322,622.0,0.415,1.0,2.412,8530.0,,11.0,0.0,0.008,,0.0,0.188,8530.0,,1.0,0.0,0.018,2.0,0.0,0.049,
122,MOBILE INFIRMARY MEDICAL CENTER (010113),2018,Acute Care,Voluntary non-profit - Private,678.0,30.696443,-88.081017,AL,0.952,25.0,26.272,22587.0,0.358,25.0,69.916,146247.0,1.792,21255.0,31.0,17.295,0.862,10.0,11.605,149106.0,0.0,232.0,0.0,2.107,341.0,7.0,9.255,0.756
123,MOBILE INFIRMARY MEDICAL CENTER (010113),2018,Acute Care,Voluntary non-profit - Private,678.0,30.696443,-88.081017,AL,0.958,24.0,25.046,21441.0,0.405,28.0,69.068,146025.0,1.286,21013.0,22.0,17.106,0.949,11.0,11.59,148921.0,0.48,221.0,1.0,2.083,330.0,6.0,8.986,0.668
124,"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM (010114)",2018,Acute Care,Government - Hospital District or Authority,236.0,33.373086,-86.991709,AL,0.74,7.0,9.462,9440.0,0.13,2.0,15.333,33390.0,1.642,7768.0,12.0,7.306,2.389,5.0,2.093,34293.0,,18.0,1.0,0.17,96.0,3.0,2.791,1.075
125,"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM (010114)",2018,Acute Care,Government - Hospital District or Authority,236.0,33.373086,-86.991709,AL,0.729,7.0,9.601,9596.0,0.13,2.0,15.358,33955.0,1.275,7537.0,9.0,7.058,0.844,2.0,2.369,34856.0,,13.0,1.0,0.128,77.0,2.0,2.176,0.919
126,VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS (010118),2018,Acute Care,Proprietary,140.0,32.430248,-87.055174,AL,0.0,0.0,2.207,3220.0,0.602,6.0,9.973,15187.0,,1367.0,0.0,0.949,,0.0,0.595,15320.0,,35.0,0.0,0.427,45.0,0.0,1.326,0.0
127,VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS (010118),2018,Acute Care,Proprietary,140.0,32.430248,-87.055174,AL,0.0,0.0,2.235,3260.0,0.417,4.0,9.599,15171.0,,1377.0,0.0,0.958,,0.0,0.543,15171.0,,37.0,0.0,0.445,38.0,0.0,1.117,0.0
128,MONROE COUNTY HOSPITAL (010120),2018,Acute Care,Government - Local,56.0,31.497839,-87.319411,AL,,0.0,0.327,620.0,0.776,1.0,1.288,3329.0,,236.0,0.0,0.141,,0.0,0.134,3329.0,,1.0,0.0,0.008,4.0,0.0,0.11,
129,MONROE COUNTY HOSPITAL (010120),2018,Acute Care,Government - Local,56.0,31.497839,-87.319411,AL,,0.0,0.329,629.0,0.0,0.0,1.311,3409.0,,221.0,0.0,0.132,,0.0,0.163,3409.0,,5.0,0.0,0.045,2.0,0.0,0.055,
130,LAKELAND COMMUNITY HOSPITAL (010125),2018,Acute Care,Voluntary non-profit - Church,58.0,34.241718,-87.589857,AL,,0.0,0.191,381.0,0.331,1.0,3.024,7337.0,,153.0,0.0,0.09,,0.0,0.191,7337.0,,,,,,,,
131,LAKELAND COMMUNITY HOSPITAL (010125),2018,Acute Care,Voluntary non-profit - Church,58.0,34.241718,-87.589857,AL,,0.0,0.206,411.0,0.0,0.0,2.957,7067.0,,140.0,0.0,0.082,,0.0,0.172,7067.0,,,,,,,,
132,TROY REGIONAL MEDICAL CENTER (010126),2018,Acute Care,Government - Federal,89.0,31.780322,-85.945529,AL,,0.0,0.954,1423.0,0.385,1.0,2.6,9044.0,,711.0,0.0,0.514,,0.0,0.278,9044.0,,28.0,0.0,0.228,23.0,0.0,0.624,
133,TROY REGIONAL MEDICAL CENTER (010126),2018,Acute Care,Government - Federal,89.0,31.780322,-85.945529,AL,,0.0,0.8,1266.0,0.752,2.0,2.658,9287.0,,750.0,0.0,0.526,,0.0,0.292,9287.0,,26.0,0.0,0.197,26.0,0.0,0.705,
134,JACKSON MEDICAL CENTER (010128),2018,Acute Care,Proprietary,35.0,31.530482,-87.89318,AL,,0.0,0.134,274.0,,,,,,,,,,,,,,,,,,,,
135,JACKSON MEDICAL CENTER (010128),2018,Acute Care,Proprietary,35.0,31.530482,-87.89318,AL,,0.0,0.159,326.0,,,,,,,,,,,,,,,,,,,,
136,NORTH BALDWIN INFIRMARY (010129),2018,Acute Care,Voluntary non-profit - Private,64.0,30.902492,-87.783318,AL,,0.0,0.616,1118.0,0.0,0.0,2.895,9883.0,,481.0,1.0,0.295,,0.0,0.271,10347.0,,7.0,0.0,0.071,21.0,0.0,0.583,
137,NORTH BALDWIN INFIRMARY (010129),2018,Acute Care,Voluntary non-profit - Private,64.0,30.902492,-87.783318,AL,,0.0,0.564,1024.0,0.0,0.0,2.598,8835.0,,373.0,1.0,0.23,,0.0,0.212,10084.0,,6.0,0.0,0.058,22.0,0.0,0.631,
138,ST VINCENT'S ST CLAIR (010130),2018,Acute Care,Voluntary non-profit - Private,40.0,33.605568,-86.30238,AL,,0.0,0.762,1388.0,1.167,6.0,5.141,6872.0,,1061.0,0.0,0.637,,0.0,0.134,6882.0,,43.0,0.0,0.438,8.0,0.0,0.189,
139,ST VINCENT'S ST CLAIR (010130),2018,Acute Care,Voluntary non-profit - Private,40.0,33.605568,-86.30238,AL,,0.0,0.728,1324.0,1.76,7.0,3.977,6833.0,,1078.0,0.0,0.65,,0.0,0.133,6843.0,,46.0,0.0,0.463,7.0,0.0,0.187,
140,CRESTWOOD MEDICAL CENTER (010131),2018,Acute Care,Proprietary,163.0,,,AL,1.903,8.0,4.204,5980.0,0.565,20.0,35.4,44060.0,1.208,3559.0,3.0,2.484,0.573,1.0,1.744,44782.0,1.778,192.0,3.0,1.687,151.0,1.0,4.062,0.246
141,CRESTWOOD MEDICAL CENTER (010131),2018,Acute Care,Proprietary,163.0,,,AL,1.531,6.0,3.919,5579.0,0.51,18.0,35.289,44505.0,0.0,3343.0,0.0,2.324,1.232,2.0,1.624,45484.0,0.595,199.0,1.0,1.681,146.0,1.0,3.898,0.257
142,HILL HOSPITAL OF SUMTER COUNTY (010138),2018,Acute Care,Voluntary non-profit - Other,33.0,32.491825,-88.296081,AL,,,,,,0.0,0.497,3049.0,,,,,,0.0,0.072,3049.0,,,,,,,,
143,HILL HOSPITAL OF SUMTER COUNTY (010138),2018,Acute Care,Voluntary non-profit - Other,33.0,32.491825,-88.296081,AL,,,,,,0.0,0.609,3734.0,,,,,,0.0,0.088,3734.0,,,,,,,,
144,BROOKWOOD BAPTIST MEDICAL CENTER (010139),2018,Acute Care,Proprietary,601.0,33.46291,-86.77685,AL,0.918,7.0,7.626,7847.0,0.528,54.0,102.24,132742.0,1.43,9269.0,12.0,8.393,0.988,8.0,8.098,132742.0,0.148,855.0,1.0,6.758,186.0,6.0,5.057,1.186
145,BROOKWOOD BAPTIST MEDICAL CENTER (010139),2018,Acute Care,Proprietary,601.0,33.46291,-86.77685,AL,1.278,10.0,7.823,8031.0,0.518,52.0,100.361,131924.0,1.18,9492.0,10.0,8.477,0.847,7.0,8.263,131924.0,0.138,899.0,1.0,7.232,204.0,6.0,5.539,1.083
146,SPRINGHILL MEMORIAL HOSPITAL (010144),2018,Acute Care,Proprietary,198.0,30.685946,-88.131719,AL,0.777,4.0,5.151,7200.0,0.698,27.0,38.689,62618.0,0.747,9208.0,5.0,6.694,0.549,2.0,3.642,65118.0,0.0,193.0,0.0,1.609,131.0,2.0,3.615,0.553
147,SPRINGHILL MEMORIAL HOSPITAL (010144),2018,Acute Care,Proprietary,198.0,30.685946,-88.131719,AL,0.611,3.0,4.914,6846.0,0.727,27.0,37.129,62551.0,0.499,8190.0,3.0,6.012,0.796,3.0,3.768,65235.0,0.604,198.0,1.0,1.656,136.0,1.0,3.78,0.265
148,RMC JACKSONVILLE (010146),2018,Acute Care,Proprietary,65.0,,,AL,,0.0,0.137,280.0,,0.0,0.891,3627.0,,,,,,0.0,0.101,3627.0,,,,,,,,
149,RMC JACKSONVILLE (010146),2018,Acute Care,Proprietary,65.0,,,AL,,0.0,0.143,291.0,,0.0,0.665,3608.0,,4.0,0.0,0.002,,0.0,0.095,3608.0,,,,,,,,
150,EVERGREEN MEDICAL CENTER (010148),2018,Acute Care,Proprietary,44.0,31.43126,-86.94205,AL,,0.0,0.09,182.0,0.0,0.0,1.23,5880.0,,23.0,0.0,0.013,,0.0,0.104,5880.0,,,,,,,,
151,EVERGREEN MEDICAL CENTER (010148),2018,Acute Care,Proprietary,44.0,31.43126,-86.94205,AL,,0.0,0.122,249.0,0.0,0.0,1.079,5759.0,,57.0,0.0,0.033,,0.0,0.102,5759.0,,,,,,,,
152,BAPTIST MEDICAL CENTER EAST (010149),2018,Acute Care,Government - Hospital District or Authority,171.0,32.376821,-86.172095,AL,1.202,7.0,5.823,7135.0,0.87,25.0,28.727,45968.0,1.534,6773.0,9.0,5.867,0.716,2.0,2.795,58801.0,0.81,523.0,4.0,4.939,167.0,1.0,4.697,0.213
153,BAPTIST MEDICAL CENTER EAST (010149),2018,Acute Care,Government - Hospital District or Authority,171.0,32.376821,-86.172095,AL,1.083,6.0,5.542,6794.0,0.679,20.0,29.444,45905.0,1.364,6757.0,8.0,5.867,1.386,4.0,2.886,58936.0,0.872,494.0,4.0,4.587,184.0,2.0,5.148,0.389
154,L V STABLER MEMORIAL HOSPITAL (010150),2018,Acute Care,Proprietary,56.0,31.82945,-86.64586,AL,,0.0,0.324,621.0,0.0,0.0,2.704,5378.0,,102.0,0.0,0.065,,0.0,0.273,5378.0,,,,,12.0,0.0,0.292,
155,L V STABLER MEMORIAL HOSPITAL (010150),2018,Acute Care,Proprietary,56.0,31.82945,-86.64586,AL,,0.0,0.317,604.0,0.446,1.0,2.244,5343.0,,98.0,0.0,0.062,,0.0,0.32,5343.0,,,,,8.0,0.0,0.224,
156,SHOALS HOSPITAL (010157),2018,Acute Care,Government - Hospital District or Authority,184.0,34.744941,-87.676511,AL,,2.0,0.866,1181.0,0.363,1.0,2.752,5882.0,,786.0,0.0,0.535,,0.0,0.188,5882.0,,,,,23.0,3.0,0.63,
157,SHOALS HOSPITAL (010157),2018,Acute Care,Government - Hospital District or Authority,184.0,34.744941,-87.676511,AL,,1.0,0.785,1070.0,0.0,0.0,1.968,5161.0,,730.0,0.0,0.498,,0.0,0.193,5161.0,,,,,21.0,2.0,0.584,
158,RUSSELLVILLE HOSPITAL (010158),2018,Acute Care,Proprietary,74.0,34.511165,-87.717585,AL,,0.0,0.558,1068.0,0.0,0.0,3.224,6631.0,,328.0,0.0,0.198,,1.0,0.167,6631.0,,5.0,0.0,0.056,8.0,0.0,0.23,
159,RUSSELLVILLE HOSPITAL (010158),2018,Acute Care,Proprietary,74.0,34.511165,-87.717585,AL,,0.0,0.594,1143.0,0.0,0.0,3.009,6748.0,,334.0,0.0,0.2,,1.0,0.155,6748.0,,4.0,0.0,0.039,11.0,0.0,0.308,
160,COOSA VALLEY MEDICAL CENTER (010164),2018,Acute Care,Voluntary non-profit - Other,201.0,33.164666,-86.254598,AL,0.0,0.0,1.305,2390.0,0.727,3.0,4.127,11365.0,,829.0,0.0,0.512,,0.0,0.345,12167.0,,8.0,0.0,0.075,20.0,0.0,0.629,
161,COOSA VALLEY MEDICAL CENTER (010164),2018,Acute Care,Voluntary non-profit - Other,201.0,33.164666,-86.254598,AL,0.0,0.0,1.42,2385.0,0.517,2.0,3.872,11173.0,,872.0,0.0,0.543,,0.0,0.349,12277.0,,8.0,0.0,0.077,18.0,0.0,0.55,
162,JACK HUGHSTON MEMORIAL HOSPITAL (010168),2018,Acute Care,Government - State,52.0,32.509045,-85.005696,AL,,,,,0.0,0.0,1.305,6512.0,,,,,,0.0,0.146,6512.0,,,,,,,,
163,JACK HUGHSTON MEMORIAL HOSPITAL (010168),2018,Acute Care,Government - State,52.0,32.509045,-85.005696,AL,,,,,0.0,0.0,1.255,6443.0,,,,,,0.0,0.145,6443.0,,,,,,,,
164,ATMORE COMMUNITY HOSPITAL (010169),2018,Acute Care,Government - Hospital District or Authority,48.0,31.01657,-87.479735,AL,,0.0,0.37,724.0,0.0,0.0,1.515,4655.0,,327.0,0.0,0.199,,0.0,0.113,4655.0,,,,,5.0,1.0,0.157,
165,ATMORE COMMUNITY HOSPITAL (010169),2018,Acute Care,Government - Hospital District or Authority,48.0,31.01657,-87.479735,AL,,1.0,0.405,793.0,0.0,0.0,1.528,5023.0,,373.0,0.0,0.226,,0.0,0.111,5023.0,,,,,6.0,0.0,0.186,
166,ST VINCENT'S CHILTON (010173),2018,Acute Care,Voluntary non-profit - Church,26.0,32.876585,-86.623511,AL,,0.0,0.192,379.0,,0.0,0.767,1639.0,,144.0,0.0,0.088,,0.0,0.034,1638.0,,,,,,,,
167,ST VINCENT'S CHILTON (010173),2018,Acute Care,Voluntary non-profit - Church,26.0,32.876585,-86.623511,AL,,0.0,0.232,458.0,0.0,0.0,1.19,2461.0,,153.0,0.0,0.093,,0.0,0.053,2460.0,,,,,,,,
168,WASHINGTON COUNTY HOSPITAL (011300),2018,Critical Access,Proprietary,103.0,31.460296,-88.235291,AL,,,,,,1.0,0.645,2397.0,,,,,,0.0,0.05,2397.0,,,,,,,,
169,WASHINGTON COUNTY HOSPITAL (011300),2018,Critical Access,Proprietary,103.0,31.460296,-88.235291,AL,,,,,,0.0,0.592,2157.0,,,,,,0.0,0.045,2157.0,,,,,,,,
170,RED BAY HOSPITAL (011302),2018,Critical Access,Government - Hospital District or Authority,25.0,34.457425,-88.146934,AL,,1.0,0.33,507.0,,0.0,0.772,2775.0,,105.0,0.0,0.028,,0.0,0.057,2775.0,,,,,,,,
171,RED BAY HOSPITAL (011302),2018,Critical Access,Government - Hospital District or Authority,25.0,34.457425,-88.146934,AL,,1.0,0.383,394.0,,0.0,0.863,2602.0,,89.0,0.0,0.024,,0.0,0.054,2602.0,,,,,,,,
172,CHOCTAW GENERAL HOSPITAL (011304),2018,Critical Access,Voluntary non-profit - Private,25.0,,,AL,,0.0,0.049,74.0,,,,,,,,,,,,,,,,,,,,
173,CHOCTAW GENERAL HOSPITAL (011304),2018,Critical Access,Voluntary non-profit - Private,25.0,,,AL,,0.0,0.049,75.0,,,,,,,,,,,,,,,,,,,,
174,ST VINCENTS BLOUNT (011305),2018,Critical Access,Voluntary non-profit - Private,25.0,33.932537,-86.493059,AL,,0.0,0.071,109.0,0.76,1.0,1.315,4682.0,,37.0,0.0,0.009,,0.0,0.098,4682.0,,,,,,,,
175,ST VINCENTS BLOUNT (011305),2018,Critical Access,Voluntary non-profit - Private,25.0,33.932537,-86.493059,AL,,0.0,0.108,91.0,0.751,1.0,1.331,4718.0,,36.0,0.0,0.009,,0.0,0.099,4718.0,,,,,,,,
176,PROVIDENCE ALASKA MEDICAL CENTER (020001),2018,Acute Care,Voluntary non-profit - Church,394.0,61.189798,-149.817622,AK,1.892,15.0,7.93,7876.0,1.046,61.0,58.314,87549.0,0.518,13878.0,7.0,13.505,0.806,5.0,6.204,102729.0,0.466,249.0,1.0,2.146,180.0,6.0,5.158,1.163
177,PROVIDENCE ALASKA MEDICAL CENTER (020001),2018,Acute Care,Voluntary non-profit - Church,394.0,61.189798,-149.817622,AK,1.44,12.0,8.331,8257.0,0.901,52.0,57.694,86630.0,0.592,13689.0,8.0,13.509,0.612,4.0,6.531,101980.0,0.478,242.0,1.0,2.09,167.0,6.0,4.673,1.284
178,MAT-SU REGIONAL MEDICAL CENTER (020006),2018,Acute Care,Voluntary non-profit - Private,90.0,61.561217,-149.258718,AK,0.496,1.0,2.018,3926.0,0.302,4.0,13.247,21566.0,0.538,3047.0,1.0,1.859,,0.0,0.923,21566.0,,11.0,0.0,0.088,75.0,1.0,1.927,0.519
179,MAT-SU REGIONAL MEDICAL CENTER (020006),2018,Acute Care,Voluntary non-profit - Private,90.0,61.561217,-149.258718,AK,0.0,0.0,1.914,3717.0,0.513,6.0,11.699,21220.0,0.534,3067.0,1.0,1.873,,0.0,0.885,21220.0,,11.0,0.0,0.087,68.0,1.0,1.708,0.585
180,BARTLETT REGIONAL HOSPITAL (020008),2018,Acute Care,Government - Local,58.0,58.328696,-134.466829,AK,,1.0,0.449,892.0,0.0,0.0,4.403,8248.0,,437.0,1.0,0.26,,0.0,0.265,8997.0,,15.0,0.0,0.103,19.0,1.0,0.469,
181,BARTLETT REGIONAL HOSPITAL (020008),2018,Acute Care,Government - Local,58.0,58.328696,-134.466829,AK,,1.0,0.411,818.0,0.233,1.0,4.29,7645.0,,426.0,1.0,0.254,,0.0,0.331,8689.0,,11.0,0.0,0.079,19.0,1.0,0.464,
182,FAIRBANKS MEMORIAL HOSPITAL (020012),2018,Acute Care,Voluntary non-profit - Other,213.0,64.831407,-147.736254,AK,1.931,3.0,1.554,1949.0,0.2,2.0,10.005,18317.0,,1049.0,0.0,0.833,,0.0,0.962,21747.0,,102.0,2.0,0.853,85.0,1.0,2.239,0.447
183,FAIRBANKS MEMORIAL HOSPITAL (020012),2018,Acute Care,Voluntary non-profit - Other,213.0,64.831407,-147.736254,AK,1.863,3.0,1.61,2023.0,0.296,3.0,10.14,18587.0,,1067.0,1.0,0.841,0.0,0.0,1.018,22003.0,,105.0,2.0,0.895,88.0,2.0,2.371,0.844
184,ALASKA REGIONAL HOSPITAL (020017),2018,Acute Care,Proprietary,169.0,61.20979,-149.827379,AK,1.045,3.0,2.87,4063.0,0.7,14.0,20.007,32871.0,2.36,4263.0,7.0,2.966,0.403,1.0,2.48,33970.0,1.754,144.0,2.0,1.14,86.0,4.0,2.4,1.667
185,ALASKA REGIONAL HOSPITAL (020017),2018,Acute Care,Proprietary,169.0,61.20979,-149.827379,AK,1.69,5.0,2.958,4029.0,0.641,12.0,18.707,31870.0,2.522,4401.0,8.0,3.172,0.807,2.0,2.479,32906.0,1.934,133.0,2.0,1.034,91.0,5.0,2.505,1.996
186,YUKON KUSKOKWIM DELTA REG HOSPITAL (020018),2018,Acute Care,Tribal,34.0,,,AK,,0.0,0.067,139.0,,0.0,0.411,2503.0,,,,,,0.0,0.051,2852.0,,,,,,,,
187,YUKON KUSKOKWIM DELTA REG HOSPITAL (020018),2018,Acute Care,Tribal,34.0,,,AK,,0.0,0.079,162.0,,0.0,0.609,3533.0,,,,,,0.0,0.073,4086.0,,,,,,,,
188,CENTRAL PENINSULA GENERAL HOSPITAL (020024),2018,Acute Care,Voluntary non-profit - Other,186.0,60.493865,-151.077658,AK,,1.0,0.708,1445.0,0.95,8.0,8.421,10706.0,,1214.0,1.0,0.704,,0.0,0.293,11446.0,,19.0,0.0,0.151,18.0,0.0,0.429,
