,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,CAUTI (SIR),CAUTI Number of Procedures,CAUTI Observed Cases,CAUTI Predicted Cases,CAUTI Urinary Catheter Days,CDIFF (SIR),CDIFF Observed Cases,CDIFF Predicted Cases,CDIFF patient days,CLABSI (SIR),CLABSI Number of Device Days,CLABSI Number of Procedures,CLABSI Observed Cases,CLABSI Predicted Cases,MRSA (SIR),MRSA Observed Cases,MRSA Predicted Cases,MRSA patient days,SSI Abdominal Hysterectomy,SSI Abdominal Number of Procedures,SSI Abdominal Observed Cases,SSI Abdominal Predicted Cases,SSI Colon Number of Procedures,SSI Colon Observed Cases,SSI Colon Predicted Cases,SSI Colon Surgery (SIR)
93,PROVIDENCE ALASKA MEDICAL CENTER (020001),2021,Acute Care,Voluntary non-profit - Church,394.0,61.189798,-149.817622,AK,0.851,,8.0,9.399,7190.0,0.608,28.0,46.046,81705.0,0.539,11822.0,,7.0,12.98,0.553,5.0,9.046,95493.0,1.381,167.0,2.0,1.448,169.0,11.0,4.931,2.231
94,MAT-SU REGIONAL MEDICAL CENTER (020006),2021,Acute Care,Voluntary non-profit - Private,90.0,61.561217,-149.258718,AK,0.0,,0.0,3.195,4655.0,0.121,1.0,8.236,21018.0,0.0,3618.0,,0.0,2.505,,0.0,0.956,21018.0,,50.0,0.0,0.42,85.0,0.0,2.065,0.0
95,BARTLETT REGIONAL HOSPITAL (020008),2021,Acute Care,Government - Local,58.0,58.328696,-134.466829,AK,,,0.0,0.295,587.0,1.016,4.0,3.937,6737.0,,236.0,,0.0,0.14,,0.0,0.297,7375.0,,4.0,0.0,0.033,25.0,1.0,0.638,
96,FAIRBANKS MEMORIAL HOSPITAL (020012),2021,Acute Care,Voluntary non-profit - Other,213.0,64.831407,-147.736254,AK,1.383,,2.0,1.446,2054.0,0.425,4.0,9.401,15700.0,,1144.0,,0.0,0.79,,0.0,0.787,18387.0,,25.0,0.0,0.197,77.0,4.0,2.041,1.96
97,ALASKA REGIONAL HOSPITAL (020017),2021,Acute Care,Proprietary,169.0,61.20979,-149.827379,AK,0.841,,3.0,3.567,4395.0,0.376,6.0,15.963,39459.0,0.896,5572.0,,4.0,4.463,0.0,0.0,2.382,40982.0,0.0,192.0,0.0,1.684,143.0,1.0,3.75,0.267
98,YUKON KUSKOKWIM DELTA REG HOSPITAL (020018),2021,Acute Care,Tribal,34.0,,,AK,,,0.0,0.074,151.0,0.0,0.0,1.215,7404.0,,34.0,,0.0,0.019,,0.0,0.151,8449.0,,,,,,,,
99,CENTRAL PENINSULA GENERAL HOSPITAL (020024),2021,Acute Care,Voluntary non-profit - Other,186.0,60.493865,-151.077658,AK,,,2.0,0.671,1369.0,0.251,1.0,3.984,11331.0,,1001.0,,0.0,0.581,,0.0,0.476,12062.0,,9.0,1.0,0.075,33.0,3.0,0.943,
100,ALASKA NATIVE MEDICAL CENTER (020026),2021,Acute Care,Government - Federal,163.0,61.18189,-149.800578,AK,1.333,,4.0,3.001,3049.0,0.557,11.0,19.752,46586.0,0.0,3301.0,,0.0,2.833,0.0,0.0,4.004,53521.0,,62.0,1.0,0.625,131.0,3.0,3.905,0.768
101,673rd Medical Group (Joint Base Elmendorf-Richardson) (02013F),2021,Acute Care (DOD),Department of Defense,,,,,,,0.0,0.393,767.0,,,,,,638.0,,1.0,0.447,,,,,,,,,,,,
102,Bassett ACH (FT Wainwright) (02014F),2021,Acute Care (DOD),Department of Defense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,SEARHC WRANGELL MEDICAL CENTER-CAH (021305),2021,Critical Access,Government - Local,22.0,56.471646,-132.376414,AK,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PROVIDENCE KODIAK ISLAND MEDICAL CTR (021306),2021,Critical Access,Voluntary non-profit - Church,46.0,57.800835,-152.373943,AK,,,,,,,0.0,0.323,1462.0,,,,,,,,,,,,,,,,,
105,PEACEHEALTH KETCHIKAN MEDICAL CENTER (021311),2021,Critical Access,Voluntary non-profit - Church,51.0,55.352717,-131.686049,AK,,,0.0,0.406,284.0,0.0,0.0,1.008,3552.0,,156.0,,0.0,0.043,,0.0,0.09,4365.0,,10.0,0.0,0.077,10.0,1.0,0.223,
106,SAMUEL SIMMONDS MEMORIAL HOSPITAL (021312),2021,Critical Access,Government - Federal,16.0,71.298135,-156.72732,AK,,,,,,,,,,,,,,,,,,,,,,,,,,
107,SOUTH PENINSULA HOSPITAL (021313),2021,Critical Access,Voluntary non-profit - Private,49.0,59.652133,-151.550296,AK,,,,,,,,,,,,,,,,,,,,,,,,,,
108,BANNER - UNIVERSITY MEDICAL CENTER PHOENIX (030002),2021,Acute Care,Voluntary non-profit - Other,706.0,33.465724,-112.058127,AZ,0.248,,11.0,44.359,26894.0,0.464,62.0,133.619,210699.0,0.967,30849.0,,34.0,35.175,0.772,17.0,22.013,218488.0,0.765,449.0,3.0,3.924,505.0,18.0,14.12,1.275
109,TUCSON MEDICAL CENTER (030006),2021,Acute Care,Voluntary non-profit - Private,520.0,32.250749,-110.880169,AZ,1.299,,20.0,15.399,12340.0,0.597,52.0,87.083,138574.0,0.784,15252.0,,13.0,16.587,1.188,14.0,11.788,160756.0,1.327,552.0,6.0,4.523,312.0,3.0,8.057,0.372
110,VERDE VALLEY MEDICAL CENTER (030007),2021,Acute Care,Voluntary non-profit - Private,102.0,34.736201,-112.031784,AZ,0.0,,0.0,1.064,1451.0,0.485,7.0,14.419,17005.0,,763.0,,0.0,0.569,,1.0,0.803,17681.0,,,,,82.0,3.0,2.052,1.462
111,ST. MARY'S HOSPITAL (030010),2021,Acute Care,Voluntary non-profit - Private,398.0,32.228923,-111.000032,AZ,1.489,,5.0,3.358,3874.0,0.252,5.0,19.823,43487.0,0.688,4054.0,,2.0,2.909,1.168,3.0,2.569,43487.0,,22.0,1.0,0.197,73.0,0.0,1.837,0.0
112,ST JOSEPH'S HOSPITAL (030011),2021,Acute Care,Voluntary non-profit - Other,474.0,32.225946,-110.857838,AZ,0.166,,2.0,12.08,6912.0,0.346,10.0,28.889,58970.0,0.266,3571.0,,1.0,3.758,1.111,5.0,4.499,65171.0,0.0,254.0,0.0,1.886,213.0,6.0,5.145,1.166
113,YAVAPAI REGIONAL MEDICAL CENTER (030012),2021,Acute Care,Government - Local,179.0,34.55938,-112.482065,AZ,0.533,,3.0,5.632,8341.0,1.107,35.0,31.624,44522.0,0.661,6575.0,,3.0,4.54,0.591,1.0,1.693,44975.0,0.0,145.0,0.0,1.118,103.0,0.0,2.406,0.0
114,YUMA REGIONAL MEDICAL CENTER (030013),2021,Acute Care,Voluntary non-profit - Private,397.0,32.683899,-114.633238,AZ,1.372,,13.0,9.477,10867.0,0.512,27.0,52.718,78011.0,1.368,12069.0,,14.0,10.233,1.066,6.0,5.626,85736.0,0.798,143.0,1.0,1.253,182.0,6.0,4.835,1.241
115,JOHN C. LINCOLN NORTH MOUNTAIN HOSPITAL (030014),2021,Acute Care,Voluntary non-profit - Private,258.0,33.567754,-112.07063,AZ,0.451,,5.0,11.077,8954.0,0.577,16.0,27.735,60670.0,0.511,11206.0,,6.0,11.735,1.651,7.0,4.239,60670.0,,67.0,0.0,0.607,143.0,4.0,3.918,1.021
116,BANNER CASA GRANDE MEDICAL CENTER (030016),2021,Acute Care,Voluntary non-profit - Other,156.0,32.879608,-111.709253,AZ,0.24,,1.0,4.16,5991.0,0.443,8.0,18.043,30215.0,1.575,3603.0,,4.0,2.539,0.567,1.0,1.765,31517.0,,80.0,0.0,0.694,102.0,3.0,2.686,1.117
117,VALLEYWISE HEALTH MEDICAL CENTER (030022),2021,Acute Care,Government - Local,570.0,33.458525,-112.02643,AZ,1.052,,20.0,19.016,9251.0,0.556,20.0,35.963,63832.0,0.774,9106.0,,13.0,16.8,2.197,8.0,3.642,67414.0,2.415,139.0,3.0,1.242,107.0,1.0,3.876,0.258
118,FLAGSTAFF MEDICAL CENTER (030023),2021,Acute Care,Voluntary non-profit - Private,267.0,35.209534,-111.644835,AZ,0.36,,3.0,8.332,8507.0,0.781,32.0,40.984,55592.0,1.277,7471.0,,8.0,6.264,0.832,2.0,2.405,61583.0,,36.0,1.0,0.262,130.0,5.0,3.662,1.365
119,ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER (030024),2021,Acute Care,Voluntary non-profit - Church,560.0,33.480294,-112.079208,AZ,0.827,,35.0,42.346,20896.0,0.445,51.0,114.577,137759.0,0.908,23022.0,,24.0,26.439,0.628,10.0,15.922,162176.0,0.0,197.0,0.0,2.024,405.0,11.0,12.654,0.869
120,ABRAZO CENTRAL CAMPUS (030030),2021,Acute Care,Proprietary,186.0,33.524116,-112.101934,AZ,0.372,,2.0,5.378,5648.0,0.252,4.0,15.845,31744.0,1.388,5425.0,,6.0,4.322,0.483,1.0,2.072,31744.0,,43.0,0.0,0.419,83.0,2.0,2.254,0.887
121,CHANDLER REGIONAL MEDICAL CENTER (030036),2021,Acute Care,Voluntary non-profit - Other,318.0,33.298691,-111.873508,AZ,1.113,,13.0,11.678,11431.0,0.843,65.0,77.149,97944.0,1.387,10938.0,,13.0,9.371,0.972,6.0,6.174,109474.0,0.978,366.0,3.0,3.068,323.0,12.0,8.858,1.355
122,ST LUKE'S MEDICAL CENTER (030037),2021,Acute Care,Proprietary,209.0,33.451436,-112.042767,AZ,0.0,,0.0,1.707,2738.0,0.614,3.0,4.889,13019.0,0.601,2417.0,,1.0,1.665,,0.0,0.566,13019.0,,2.0,0.0,0.013,14.0,1.0,0.408,
123,HONORHEALTH SCOTTSDALE OSBORN MEDICAL CENTER (030038),2021,Acute Care,Proprietary,360.0,33.487639,-111.922725,AZ,1.14,,15.0,13.154,10547.0,0.304,11.0,36.22,79325.0,1.0,8608.0,,9.0,8.999,2.586,12.0,4.641,81157.0,,60.0,0.0,0.469,92.0,3.0,2.588,1.159
124,SCOTTSDALE OSBORN MEDICAL CENTER (030038),2021,Acute Care,Proprietary,360.0,33.487639,-111.922725,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,
125,CANYON VISTA MEDICAL CENTER (030043),2021,Acute Care,Voluntary non-profit - Other,92.0,31.554635,-110.230726,AZ,0.468,,1.0,2.137,2122.0,0.596,3.0,5.033,14868.0,0.0,1279.0,,0.0,1.064,,0.0,0.736,16033.0,,38.0,0.0,0.284,33.0,1.0,0.732,
126,KINGMAN REGIONAL MEDICAL CENTER (030055),2021,Acute Care,Government - Hospital District or Authority,221.0,35.219907,-114.035813,AZ,0.892,,4.0,4.484,3675.0,0.412,15.0,36.414,38840.0,0.732,6114.0,,4.0,5.465,0.0,0.0,2.437,38840.0,,13.0,0.0,0.105,34.0,0.0,0.889,
127,BANNER BOSWELL MEDICAL CENTER (030061),2021,Acute Care,Voluntary non-profit - Other,508.0,33.604798,-112.282538,AZ,0.813,,8.0,9.843,11260.0,0.53,26.0,49.053,87668.0,1.134,10938.0,,10.0,8.821,0.978,5.0,5.114,87668.0,,66.0,1.0,0.581,213.0,2.0,5.329,0.375
128,SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER (030062),2021,Acute Care,Voluntary non-profit - Private,91.0,34.201967,-110.01839,AZ,0.842,,2.0,2.374,3066.0,1.089,15.0,13.768,17007.0,1.638,1551.0,,2.0,1.221,,2.0,0.849,18860.0,,41.0,0.0,0.334,71.0,0.0,1.825,0.0
129,BANNER - UNIVERSITY MEDICAL CENTER TUCSON CAMPUS (030064),2021,Acute Care,Voluntary non-profit - Private,511.0,32.242362,-110.944092,AZ,0.45,,12.0,26.672,15651.0,0.736,71.0,96.452,152345.0,0.919,22086.0,,23.0,25.014,0.958,15.0,15.661,155417.0,0.445,275.0,1.0,2.247,294.0,8.0,7.791,1.027
130,BANNER DESERT MEDICAL CENTER (030065),2021,Acute Care,Voluntary non-profit - Private,632.0,33.39091,-111.874624,AZ,0.275,,12.0,43.712,22637.0,0.749,95.0,126.753,194978.0,0.478,28027.0,,15.0,31.413,0.337,5.0,14.817,201737.0,1.32,275.0,3.0,2.272,580.0,12.0,15.48,0.775
131,MT. GRAHAM REGIONAL MEDICAL CENTER (030068),2021,Acute Care,Government - Hospital District or Authority,45.0,32.821883,-109.732994,AZ,,,0.0,0.442,769.0,0.0,0.0,1.096,2983.0,,258.0,,0.0,0.185,,0.0,0.082,3551.0,,,,,6.0,1.0,0.157,
132,HAVASU REGIONAL MEDICAL CENTER (030069),2021,Acute Care,Proprietary,169.0,34.47998,-114.338537,AZ,0.0,,0.0,2.025,2769.0,0.324,4.0,12.328,31478.0,0.0,2489.0,,0.0,1.876,1.274,2.0,1.57,31478.0,,16.0,0.0,0.122,22.0,0.0,0.532,
133,FORT DEFIANCE INDIAN HOSPITAL (030071),2021,Acute Care,Government - Federal,54.0,,,AZ,,,0.0,0.274,470.0,1.343,5.0,3.722,8915.0,,117.0,,0.0,0.083,,0.0,0.196,9806.0,,6.0,0.0,0.054,15.0,1.0,0.441,
134,TUBA CITY REGIONAL HEALTH CARE CORPORATION (030073),2021,Acute Care,Voluntary non-profit - Other,73.0,,,AZ,,,0.0,0.833,1105.0,2.101,9.0,4.283,13771.0,,798.0,,0.0,0.623,,0.0,0.35,13771.0,,3.0,0.0,0.023,4.0,1.0,0.107,
135,SELLS HOSPITAL (030074),2021,Acute Care,Government - Federal,13.0,,,AZ,,,0.0,0.01,19.0,,0.0,0.145,744.0,,46.0,,0.0,0.027,,0.0,0.013,744.0,,,,,,,,
136,SAN CARLOS APACHE HEALTHCARE CORP (030077),2021,Acute Care,Government - Federal,9.0,,,AZ,,,0.0,0.026,47.0,,0.0,0.61,3069.0,,24.0,,0.0,0.014,,0.0,0.105,3069.0,,,,,,,,
137,PHOENIX INDIAN MEDICAL CENTER (030078),2021,Acute Care,Government - Federal,119.0,33.49701,-112.047613,AZ,,,1.0,0.561,590.0,0.486,1.0,2.058,9024.0,,327.0,,0.0,0.278,,0.0,0.212,9024.0,,17.0,2.0,0.14,19.0,1.0,0.605,
138,ABRAZO SCOTTSDALE CAMPUS (030083),2021,Acute Care,Proprietary,129.0,33.640603,-111.997692,AZ,0.398,,1.0,2.511,3598.0,0.383,3.0,7.842,18667.0,0.395,3579.0,,1.0,2.532,,4.0,0.742,18667.0,,10.0,0.0,0.105,48.0,0.0,1.197,0.0
139,CHINLE COMPREHENSIVE HEALTH CARE FACILITY (030084),2021,Acute Care,Government - Federal,60.0,,,AZ,,,0.0,0.238,457.0,0.0,0.0,1.5,7399.0,,59.0,,0.0,0.027,,0.0,0.178,7399.0,,,,,,,,
140,NORTHWEST MEDICAL CENTER (030085),2021,Acute Care,Proprietary,283.0,32.319581,-111.012054,AZ,0.603,,4.0,6.632,7607.0,0.258,8.0,31.021,46657.0,1.3,6386.0,,7.0,5.385,0.0,0.0,2.254,50059.0,0.958,145.0,1.0,1.044,197.0,4.0,4.92,0.813
141,HONORHEALTH SCOTTSDALE SHEA MEDICAL CENTER (030087),2021,Acute Care,Proprietary,426.0,33.582467,-111.886032,AZ,0.72,,10.0,13.88,11094.0,0.315,15.0,47.684,100016.0,1.133,14469.0,,17.0,15.004,0.832,5.0,6.007,118130.0,0.271,1013.0,2.0,7.388,304.0,11.0,7.149,1.539
142,BANNER BAYWOOD MEDICAL CENTER (030088),2021,Acute Care,Voluntary non-profit - Private,340.0,33.410465,-111.688045,AZ,0.461,,3.0,6.513,7500.0,0.899,54.0,60.037,79184.0,0.867,6933.0,,5.0,5.769,0.644,4.0,6.216,79184.0,1.792,217.0,3.0,1.674,191.0,4.0,4.942,0.809
143,BANNER THUNDERBIRD MEDICAL CENTER (030089),2021,Acute Care,Government - Hospital District or Authority,566.0,33.610731,-112.178698,AZ,1.365,,19.0,13.916,15699.0,0.64,60.0,93.821,161447.0,1.247,18911.0,,21.0,16.843,0.717,8.0,11.161,169968.0,2.427,724.0,14.0,5.768,200.0,7.0,5.114,1.369
144,HONORHEALTH DEER VALLEY MEDICAL CENTER (030092),2021,Acute Care,Voluntary non-profit - Private,201.0,33.666425,-112.117188,AZ,0.498,,4.0,8.026,7743.0,0.348,9.0,25.829,61267.0,0.643,6640.0,,4.0,6.221,0.671,2.0,2.982,61267.0,1.82,122.0,2.0,1.099,224.0,6.0,6.169,0.973
145,BANNER DEL E. WEBB MEDICAL CENTER (030093),2021,Acute Care,Voluntary non-profit - Private,390.0,33.658307,-112.371939,AZ,0.495,,4.0,8.088,9503.0,0.462,27.0,58.474,99375.0,0.586,8392.0,,4.0,6.824,0.716,4.0,5.584,102477.0,1.166,196.0,2.0,1.715,117.0,1.0,2.797,0.358
146,ABRAZO ARROWHEAD HOSPITAL (030094),2021,Acute Care,Proprietary,244.0,33.655042,-112.202889,AZ,0.123,,1.0,8.125,9772.0,0.226,8.0,35.345,63228.0,0.463,8267.0,,3.0,6.48,1.043,3.0,2.877,67177.0,,103.0,1.0,0.921,191.0,2.0,5.107,0.392
147,ARROWHEAD HOSPITAL (030094),2021,Acute Care,Proprietary,244.0,33.655042,-112.202889,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,
148,WESTERN ARIZONA REGIONAL MEDICAL CENTER (030101),2021,Acute Care,Proprietary,133.0,35.109853,-114.555146,AZ,0.685,,2.0,2.919,4008.0,0.234,2.0,8.535,19010.0,1.351,2085.0,,2.0,1.48,,0.0,0.963,19010.0,,19.0,0.0,0.175,54.0,0.0,1.428,0.0
149,MAYO CLINIC HOSPITAL (030103),2021,Acute Care,Voluntary non-profit - Private,277.0,33.663312,-111.955659,AZ,0.831,,19.0,22.866,18874.0,0.311,23.0,73.96,89455.0,0.664,25039.0,,17.0,25.587,0.321,2.0,6.226,89455.0,,111.0,0.0,0.78,332.0,10.0,8.338,1.199
150,BANNER HEART HOSPITAL (030105),2021,Acute Care,Voluntary non-profit - Private,110.0,33.410378,-111.685273,AZ,0.368,,1.0,2.719,3460.0,0.423,5.0,11.82,22556.0,0.374,3270.0,,1.0,2.676,,1.0,0.783,22556.0,,,,,,,,
151,ARIZONA SPINE AND JOINT HOSPITAL (030107),2021,Acute Care,Proprietary,23.0,33.379206,-111.734695,AZ,,,,,,,0.0,0.226,2019.0,,,,,,,0.0,0.014,1315.0,,,,,,,,
152,THE CORE INSTITUTE SPECIALTY HOSP (030108),2021,Acute Care,Proprietary,32.0,33.531837,-112.099614,AZ,,,0.0,0.025,73.0,,0.0,0.588,2914.0,,9.0,,0.0,0.005,,0.0,0.034,2914.0,,,,,,,,
153,"CORE INSTITUTE SPECIALTY HOSPITAL, THE (030108)",2021,Acute Care,Proprietary,32.0,33.531837,-112.099614,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,
154,ABRAZO WEST CAMPUS (030110),2021,Acute Care,Proprietary,190.0,33.464283,-112.354024,AZ,0.0,,0.0,11.052,13308.0,0.024,1.0,42.229,58217.0,0.112,11563.0,,1.0,8.956,0.0,0.0,3.015,61358.0,,77.0,0.0,0.67,108.0,0.0,3.349,0.0
155,BANNER-UNIVERSITY MEDICAL CENTER SOUTH CAMPUS (030111),2021,Acute Care,Voluntary non-profit - Private,207.0,32.177882,-110.930891,AZ,0.463,,2.0,4.321,3504.0,0.274,6.0,21.87,46067.0,0.795,3620.0,,3.0,3.772,0.0,0.0,3.381,46067.0,,31.0,1.0,0.233,30.0,1.0,0.688,
156,ARIZONA ORTHOPEDIC AND SURGICAL SPECIALTY HOSPITAL (030112),2021,Acute Care,Proprietary,24.0,33.33484,-111.891133,AZ,,,0.0,0.126,383.0,,0.0,0.146,1165.0,,44.0,,0.0,0.026,,0.0,0.013,1165.0,,,,,,,,
157,WHITERIVER PHS INDIAN HOSPITAL (030113),2021,Acute Care,Government - Federal,39.0,33.875976,-109.959528,AZ,,,0.0,0.04,72.0,,0.0,0.751,4075.0,,69.0,,0.0,0.041,,0.0,0.099,4075.0,,,,,,,,
158,ORO VALLEY HOSPITAL (030114),2021,Acute Care,Proprietary,148.0,32.427183,-110.94954,AZ,,,2.0,0.937,1959.0,0.235,1.0,4.254,14757.0,,1316.0,,0.0,0.953,,3.0,0.289,14757.0,,,,,3.0,0.0,0.074,
159,BANNER ESTRELLA MEDICAL CENTER (030115),2021,Acute Care,Voluntary non-profit - Private,288.0,33.479558,-112.257936,AZ,1.143,,6.0,5.249,6069.0,0.392,19.0,48.517,93374.0,1.538,7178.0,,9.0,5.853,0.0,0.0,5.429,101069.0,0.511,239.0,1.0,1.956,83.0,1.0,2.221,0.45
160,VALLEY VIEW MEDICAL CENTER (030117),2021,Acute Care,Proprietary,82.0,35.002363,-114.597954,AZ,,,0.0,0.741,1447.0,1.027,2.0,1.948,5636.0,,501.0,,0.0,0.309,,0.0,0.127,6070.0,,8.0,0.0,0.064,2.0,0.0,0.051,
161,MERCY GILBERT MEDICAL CENTER (030119),2021,Acute Care,Voluntary non-profit - Church,202.0,33.286661,-111.755311,AZ,1.159,,6.0,5.176,7510.0,0.581,23.0,39.575,53821.0,1.455,7975.0,,8.0,5.497,0.373,1.0,2.684,61844.0,0.0,300.0,0.0,2.447,171.0,3.0,4.224,0.71
162,"MOUNTAIN VISTA MEDICAL CENTER, LP (030121)",2021,Acute Care,Proprietary,171.0,33.3911,-111.615329,AZ,1.017,,7.0,6.88,6737.0,0.512,7.0,13.671,30808.0,0.646,6621.0,,4.0,6.193,0.824,2.0,2.428,32456.0,,40.0,0.0,0.326,63.0,2.0,1.681,1.19
163,BANNER GATEWAY MEDICAL CENTER (030122),2021,Acute Care,Voluntary non-profit - Other,170.0,33.384225,-111.719634,AZ,0.639,,1.0,1.565,2285.0,1.083,40.0,36.927,57705.0,0.452,3397.0,,1.0,2.213,0.318,1.0,3.143,64583.0,0.209,316.0,1.0,4.786,161.0,8.0,7.582,1.055
164,HONOR HEALTH THOMPSON PEAK MEDICAL CENTER (030123),2021,Acute Care,Proprietary,98.0,33.669777,-111.921803,AZ,0.491,,2.0,4.074,4088.0,0.637,7.0,10.982,33413.0,0.281,4073.0,,1.0,3.553,0.677,1.0,1.477,33413.0,1.41,280.0,3.0,2.128,109.0,4.0,2.722,1.47
165,SCOTTSDALE THOMPSON PEAK MEDICAL CENTER (030123),2021,Acute Care,Proprietary,98.0,33.669777,-111.921803,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PHOENIX VA MEDICAL CENTER (03012F),2021,Acute Care (VA),Government - Federal,,,,,2.005,,5.0,2.494,3036.0,,,,,5.882,1423.0,,8.0,1.36,,,,,,,,,,,,
167,BANNER IRONWOOD MEDICAL CENTER (030130),2021,Acute Care,Voluntary non-profit - Private,61.0,33.214839,-111.563447,AZ,,,,,,0.231,1.0,4.336,16634.0,,,,,,,0.0,0.397,18879.0,,94.0,1.0,0.857,44.0,0.0,1.119,0.0
168,O.A.S.I.S. HOSPITAL (030131),2021,Acute Care,Voluntary non-profit - Private,64.0,33.45672,-111.99521,AZ,,,0.0,0.187,414.0,,0.0,0.857,6776.0,,270.0,,0.0,0.196,,0.0,0.098,6776.0,,,,,,,,
169,BANNER GOLDFIELD MEDICAL CENTER (030134),2021,Acute Care,Voluntary non-profit - Other,23.0,33.393343,-111.566796,AZ,,,0.0,0.123,251.0,,0.0,0.688,2777.0,,61.0,,0.0,0.036,,0.0,0.063,2777.0,,,,,1.0,0.0,0.042,
170,DIGNITY HEALTH - ARIZONA GENERAL HOSPITAL (030136),2021,Acute Care,Proprietary,14.0,33.380677,-112.168233,AZ,,,0.0,0.044,90.0,,1.0,0.769,2149.0,,64.0,,0.0,0.037,,0.0,0.039,2149.0,,,,,1.0,0.0,0.027,
171,SANTA CRUZ VALLEY REGIONAL HOSPITAL (030137),2021,Acute Care,Proprietary,49.0,31.807943,-111.010966,AZ,,,0.0,0.123,251.0,,0.0,0.39,1776.0,,50.0,,0.0,0.029,,0.0,0.031,1776.0,,,,,1.0,0.0,0.014,
172,WESTERN REGIONAL MEDICAL CENTER (030138),2021,Acute Care,Proprietary,38.0,33.452804,-112.362571,AZ,,,,,,,1.0,0.971,1938.0,,,,,,,0.0,0.085,1938.0,,43.0,0.0,0.712,40.0,0.0,2.17,0.0
173,DIGNITY HEALTH ARIZONA GENERAL HOSPITAL (030139),2021,Acute Care,Voluntary non-profit - Private,50.0,,,AZ,,,1.0,0.332,631.0,0.546,1.0,1.831,5358.0,,519.0,,1.0,0.331,,0.0,0.098,5358.0,,,,,,,,
174,VA S. ARIZONA HEALTHCARE SYSTEM (03013F),2021,Acute Care (VA),Government - Federal,,,,,0.0,,0.0,1.787,2190.0,,,,,0.0,1317.0,,0.0,1.242,,,,,,,,,,,,
175,BANNER OCOTILLO MEDICAL CENTER (030147),2021,Acute Care,Voluntary non-profit - Private,94.0,,,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,
176,VA NORTHERN ARIZONA HEALTHCARE SYSTEM (03033F),2021,Acute Care (VA),Government - Federal,,,,,,,0.0,0.049,90.0,,,,,,49.0,,0.0,0.032,,,,,,,,,,,,
177,"NORTHERN COCHISE COMMUNITY HOSPITAL, INC. (031302)",2021,Critical Access,Government - Hospital District or Authority,39.0,32.264268,-109.837613,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PAGE HOSPITAL (031304),2021,Critical Access,Government - Hospital District or Authority,25.0,36.91696,-111.463186,AZ,,,0.0,0.039,61.0,,1.0,0.348,1574.0,,28.0,,0.0,0.009,,0.0,0.038,1835.0,,,,,1.0,0.0,0.032,
179,HOPI HEALTH CARE CENTER (031305),2021,Critical Access,Tribal,6.0,,,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,
180,SAGE MEMORIAL HOSPITAL (031309),2021,Critical Access,Voluntary non-profit - Private,25.0,,,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,
181,HOLY CROSS HOSPITAL (031313),2021,Critical Access,Proprietary,30.0,31.341118,-110.958734,AZ,,,,,,,0.0,0.672,2423.0,,,,,,,0.0,0.072,3445.0,,,,,,,,
182,WHITE MOUNTAIN REGIONAL MEDICAL CENTER (031315),2021,Critical Access,Voluntary non-profit - Private,21.0,34.132136,-109.286545,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,
183,LA PAZ REGIONAL HOSPITAL (031317),2021,Critical Access,Voluntary non-profit - Private,25.0,34.135137,-114.285597,AZ,,,0.0,0.36,553.0,,0.0,0.64,2897.0,,357.0,,0.0,0.097,,0.0,0.061,2927.0,,,,,14.0,0.0,0.335,
184,BANNER PAYSON MEDICAL CENTER (031318),2021,Critical Access,Voluntary non-profit - Other,25.0,34.231351,-111.321361,AZ,,,0.0,0.3,458.0,,0.0,0.814,2438.0,,315.0,,0.0,0.086,,0.0,0.054,2575.0,,1.0,0.0,0.007,8.0,0.0,0.188,
185,SILOAM SPRINGS REGIONAL HOSPITAL (040001),2021,Acute Care,Proprietary,46.0,36.190377,-94.509658,AR,,,0.0,0.388,747.0,0.0,0.0,1.684,4093.0,,363.0,,0.0,0.226,,0.0,0.085,4797.0,,53.0,0.0,0.486,33.0,0.0,0.916,
186,JOHNSON REGIONAL MEDICAL CENTER (040002),2021,Acute Care,Voluntary non-profit - Private,86.0,35.464384,-93.445797,AR,,,0.0,0.692,1017.0,0.0,0.0,1.434,4732.0,,199.0,,0.0,0.12,,1.0,0.203,5268.0,,3.0,0.0,0.028,3.0,0.0,0.081,
187,WASHINGTON REGIONAL MEDICAL CENTER (040004),2021,Acute Care,Voluntary non-profit - Private,314.0,36.110984,-94.157862,AR,1.044,,17.0,16.278,13965.0,0.544,21.0,38.614,67240.0,1.639,9875.0,,15.0,9.152,1.3,7.0,5.384,75341.0,0.0,639.0,0.0,4.83,279.0,10.0,7.641,1.309
