,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,Abdomen CT Use of Contrast Material (OP-10),Breast Cancer Screening Recall Rates (OP-39),MRI Lumbar Spine for Low Back Pain (OP-8),Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery (OP-13)
180,HELENA REGIONAL MEDICAL CENTER (040085),2022,Acute Care,Proprietary,133.0,34.508357,-90.62733,AR,2.7,6.4,,
181,MEDICAL CENTER OF SOUTH ARKANSAS (040088),2022,Acute Care,Proprietary,124.0,33.218378,-92.67103,AR,11.2,9.2,46.2,0.9
182,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK (040114),2022,Acute Care,Voluntary non-profit - Private,773.0,,,AR,4.3,6.1,45.6,4.2
183,"BAPTIST MEMORIAL HOSPITAL JONESBORO, INC. (040118)",2022,Acute Care,Voluntary non-profit - Private,168.0,35.864204,-90.639107,AR,23.5,7.8,49.1,2.4
184,WHITE RIVER MEDICAL CENTER (040119),2022,Acute Care,Voluntary non-profit - Private,202.0,35.769572,-91.634721,AR,1.5,5.7,46.6,2.8
185,"ARKANSAS HEART HOSPITAL, LLC (040134)",2022,Acute Care,Proprietary,112.0,34.739159,-92.394421,AR,4.9,,,3.7
186,ST VINCENT MEDICAL CENTER/NORTH (040137),2022,Acute Care,Voluntary non-profit - Private,59.0,34.814378,-92.207514,AR,4.0,5.5,61.0,
187,ARKANSAS SURGICAL HOSPITAL (040147),2022,Acute Care,Physician,49.0,34.801458,-92.347687,AR,,,49.3,
188,WADLEY REGIONAL MEDICAL CENTER AT HOPE (040153),2022,Acute Care,Proprietary,70.0,33.648008,-93.587052,AR,2.8,10.6,,
189,BAPTIST HEALTH MEDICAL CENTER- CONWAY (040154),2022,Acute Care,Voluntary non-profit - Private,111.0,,,AR,3.6,4.0,44.6,3.9
190,"BAPTIST MEMORIAL HOSPITAL-CRITTENDEN, INC (040156)",2022,Acute Care,Voluntary non-profit - Private,11.0,,,AR,3.1,,,
191,ARKANSAS HEART HOSPITAL-ENCORE (040161),2022,Acute Care,Proprietary,30.0,,,AR,1.5,,,
192,MERCY HOSPITAL PARIS (041300),2022,Critical Access,Voluntary non-profit - Private,16.0,35.289988,-93.725419,AR,4.3,,,
193,MERCY HOSPITAL OZARK (041303),2022,Critical Access,Voluntary non-profit - Private,25.0,35.486118,-93.833805,AR,1.6,,,
194,MERCY HOSPITAL WALDRON (041305),2022,Critical Access,Voluntary non-profit - Private,24.0,34.896785,-94.106078,AR,0.0,,,
195,LAWRENCE MEMORIAL HOSPITAL (041309),2022,Critical Access,Government - Local,25.0,36.074701,-90.966982,AR,15.2,11.3,,
196,HOWARD MEMORIAL HOSPITAL (041311),2022,Critical Access,Voluntary non-profit - Private,24.0,33.950926,-93.880772,AR,6.6,9.6,,
197,BAPTIST HEALTH MEDICAL CENTER HEBER SPINGS (041312),2022,Critical Access,Voluntary non-profit - Private,25.0,35.506578,-92.001319,AR,10.4,6.1,39.5,
198,OZARK HEALTH (041313),2022,Critical Access,Voluntary non-profit - Private,143.0,35.559375,-92.449913,AR,2.4,6.1,,
199,MERCY HOSPITAL BOONEVILLE (041318),2022,Critical Access,Voluntary non-profit - Private,24.0,35.140979,-93.934703,AR,0.0,,,
200,BAPTIST HEALTH MEDICAL CENTER-ARKADELPHIA (041321),2022,Critical Access,Voluntary non-profit - Private,25.0,34.122802,-93.08797,AR,1.9,8.1,,
201,ASHLEY COUNTY MEDICAL CENTER (041323),2022,Critical Access,Voluntary non-profit - Private,34.0,33.137206,-91.93878,AR,22.2,10.0,,0.0
202,CHI ST VINCENT MORRILTON (041324),2022,Critical Access,Voluntary non-profit - Church,24.0,35.16997,-92.721702,AR,4.8,12.2,,
203,BRADLEY COUNTY MEDICAL CENTER (041327),2022,Critical Access,Voluntary non-profit - Private,35.0,33.610538,-92.058665,AR,8.7,11.0,,
204,CHICOT MEMORIAL MEDICAL CENTER (041328),2022,Critical Access,Voluntary non-profit - Private,25.0,33.305642,-91.290353,AR,2.9,10.1,,
205,MERCY HOSPITAL BERRYVILLE (041329),2022,Critical Access,Voluntary non-profit - Private,25.0,36.358225,-93.551993,AR,2.2,8.8,,
206,ST ROSE HOSPITAL (050002),2022,Acute Care,Voluntary non-profit - Church,188.0,37.63291,-122.089742,CA,0.5,,,
207,PROVIDENCE ST JOSEPH HOSPITAL (050006),2022,Acute Care,Voluntary non-profit - Private,154.0,40.783103,-124.142039,CA,9.5,5.6,47.8,1.1
208,PENINSULA MEDICAL CENTER (050007),2022,Acute Care,Voluntary non-profit - Private,321.0,37.594398,-122.383356,CA,9.3,25.0,47.7,5.2
209,CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP (050008),2022,Acute Care,Voluntary non-profit - Other,203.0,37.769114,-122.434696,CA,8.3,,,
210,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER (050009),2022,Acute Care,Voluntary non-profit - Church,172.0,38.323554,-122.295968,CA,9.6,8.8,41.1,5.6
211,ADVENTIST HEALTH ST HELENA (050013),2022,Acute Care,Voluntary non-profit - Private,153.0,38.54196,-122.475344,CA,4.0,,,4.1
212,SUTTER AMADOR HOSPITAL (050014),2022,Acute Care,Voluntary non-profit - Private,50.0,38.349561,-120.765905,CA,5.4,9.6,55.4,1.2
213,MERCY GENERAL HOSPITAL (050017),2022,Acute Care,Voluntary non-profit - Church,379.0,38.569385,-121.452482,CA,1.1,,,1.0
214,RIVERSIDE COMMUNITY HOSPITAL (050022),2022,Acute Care,Government - State,415.0,33.975677,-117.380374,CA,2.3,12.0,,
215,PARADISE VALLEY HOSPITAL (050024),2022,Acute Care,Proprietary,289.0,32.686336,-117.083243,CA,2.8,,,
216,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MED CTR (050025),2022,Acute Care,Voluntary non-profit - Other,630.0,32.753717,-117.165914,CA,5.5,7.8,65.8,4.9
217,GROSSMONT HOSPITAL (050026),2022,Acute Care,Government - Hospital District or Authority,545.0,32.779435,-117.009178,CA,4.2,,33.3,4.2
218,MAD RIVER COMMUNITY HOSPITAL (050028),2022,Acute Care,Proprietary,66.0,40.903309,-124.090847,CA,6.4,9.6,,
219,OROVILLE HOSPITAL (050030),2022,Acute Care,Voluntary non-profit - Private,166.0,39.504535,-121.542106,CA,23.1,3.9,48.7,4.9
220,BAKERSFIELD MEMORIAL HOSPITAL (050036),2022,Acute Care,Voluntary non-profit - Private,396.0,35.390474,-119.006836,CA,0.3,,,
221,SANTA CLARA VALLEY MEDICAL CENTER (050038),2022,Acute Care,Government - Local,684.0,37.313702,-121.931888,CA,8.1,6.9,57.7,1.1
222,ENLOE MEDICAL CENTER (050039),2022,Acute Care,Voluntary non-profit - Private,315.0,39.742284,-121.849128,CA,7.2,,36.4,3.1
223,LAC/OLIVE VIEW-UCLA MEDICAL CENTER (050040),2022,Acute Care,Voluntary non-profit - Other,286.0,34.325912,-118.445513,CA,38.0,9.1,,1.5
224,ST ELIZABETH COMMUNITY HOSPITAL (050042),2022,Acute Care,Voluntary non-profit - Church,65.0,40.148834,-122.218303,CA,4.5,4.4,44.3,3.7
225,ALTA BATES SUMMIT MEDICAL CENTER (050043),2022,Acute Care,Voluntary non-profit - Private,389.0,37.820784,-122.26328,CA,7.0,7.0,,4.9
226,EL CENTRO REGIONAL MEDICAL CENTER (050045),2022,Acute Care,Voluntary non-profit - Other,162.0,32.781498,-115.56862,CA,6.0,3.2,,
227,CALIFORNIA PACIFIC MEDICAL CENTER- VAN NESS CAMPUS (050047),2022,Acute Care,Voluntary non-profit - Private,456.0,37.786152,-122.421544,CA,8.7,7.9,,5.2
228,SAN GORGONIO MEMORIAL HOSPITAL (050054),2022,Acute Care,Government - Hospital District or Authority,72.0,,,CA,1.5,3.6,,
229,CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL (050055),2022,Acute Care,Voluntary non-profit - Church,186.0,37.74805,-122.420987,CA,2.2,,,
230,ANTELOPE VALLEY HOSPITAL (050056),2022,Acute Care,Government - Hospital District or Authority,396.0,34.689371,-118.158476,CA,0.7,,,
231,KAWEAH HEALTH MEDICAL CENTER (050057),2022,Acute Care,Government - Hospital District or Authority,586.0,36.327415,-119.294172,CA,5.6,7.1,39.6,2.7
232,GLENDALE MEM HOSPITAL & HLTH CENTER (050058),2022,Acute Care,Voluntary non-profit - Private,276.0,34.127789,-118.257795,CA,3.0,,,
233,COMMUNITY REGIONAL MEDICAL CENTER (050060),2022,Acute Care,Voluntary non-profit - Private,857.0,36.742583,-119.783023,CA,2.8,10.2,,2.1
234,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER (050063),2022,Acute Care,Proprietary,434.0,34.096116,-118.291753,CA,6.0,4.1,,
235,OAK VALLEY HOSPITAL DISTRICT (050067),2022,Acute Care,Government - Hospital District or Authority,150.0,37.758098,-120.860363,CA,4.7,7.0,,
236,PROVIDENCE ST. JOSEPH HOSPITAL (050069),2022,Acute Care,Voluntary non-profit - Church,426.0,33.782399,-117.866093,CA,7.8,8.9,,7.2
237,SCRIPPS MERCY HOSPITAL (050077),2022,Acute Care,Voluntary non-profit - Private,547.0,32.751211,-117.161024,CA,4.6,6.4,47.5,2.3
238,PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO (050078),2022,Acute Care,Voluntary non-profit - Private,336.0,33.737928,-118.305005,CA,8.4,9.5,,
239,ST JOHNS REGIONAL MEDICAL CENTER (050082),2022,Acute Care,Voluntary non-profit - Private,299.0,34.216555,-119.158351,CA,2.5,6.3,,5.0
240,ST JOSEPH'S MEDICAL CENTER OF STOCKTON (050084),2022,Acute Care,Voluntary non-profit - Church,354.0,37.970737,-121.289251,CA,9.0,11.4,,3.9
241,COMMUNITY HOSPITAL OF SAN BERNARDINO (050089),2022,Acute Care,Voluntary non-profit - Private,421.0,34.131238,-117.322559,CA,2.1,,,
242,SONOMA VALLEY HOSPITAL (050090),2022,Acute Care,Government - Hospital District or Authority,78.0,38.288564,-122.46585,CA,5.6,8.3,,2.7
243,COMMUNITY HOSPITAL OF HUNTINGTON PARK (050091),2022,Acute Care,Proprietary,81.0,33.989182,-118.22419,CA,0.0,,,
244,SAINT AGNES MEDICAL CENTER (050093),2022,Acute Care,Voluntary non-profit - Church,414.0,36.837102,-119.765878,CA,8.7,5.6,48.4,2.2
245,SAN ANTONIO REGIONAL HOSPITAL (050099),2022,Acute Care,Voluntary non-profit - Other,316.0,34.101079,-117.636862,CA,10.1,6.0,61.2,6.2
246,SHARP MEMORIAL HOSPITAL (050100),2022,Acute Care,Voluntary non-profit - Other,860.0,32.800255,-117.154133,CA,1.1,7.0,,
247,SUTTER SOLANO MEDICAL CENTER (050101),2022,Acute Care,Voluntary non-profit - Private,104.0,38.130893,-122.238105,CA,3.0,5.9,,3.0
248,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER (050102),2022,Acute Care,Voluntary non-profit - Private,191.0,33.925697,-117.440052,CA,2.7,,,
249,WHITE MEMORIAL MEDICAL CENTER (050103),2022,Acute Care,Voluntary non-profit - Church,352.0,,,CA,15.3,11.0,,
250,SAINT FRANCIS MEDICAL CENTER (050104),2022,Acute Care,Voluntary non-profit - Church,372.0,33.931016,-118.203834,CA,10.8,9.2,,
251,MARIAN REGIONAL MEDICAL CENTER (050107),2022,Acute Care,Voluntary non-profit - Church,345.0,34.952117,-120.412494,CA,7.2,7.0,45.6,3.3
252,"SUTTER MEDICAL CENTER, SACRAMENTO (050108)",2022,Acute Care,Voluntary non-profit - Private,595.0,38.570258,-121.469682,CA,0.3,,,
253,LOMPOC VALLEY MEDICAL CENTER (050110),2022,Acute Care,Government - Hospital District or Authority,170.0,34.640639,-120.439899,CA,7.7,4.6,42.3,
254,SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL (050112),2022,Acute Care,Government - State,275.0,34.027776,-118.486315,CA,6.3,,57.9,6.7
255,SAN MATEO MEDICAL CENTER (050113),2022,Acute Care,Government - Local,421.0,37.530116,-122.299406,CA,12.7,16.2,,
256,PALOMAR HEALTH DOWNTOWN CAMPUS (050115),2022,Acute Care,Government - Hospital District or Authority,405.0,33.125937,-117.076186,CA,0.5,,,6.1
257,NORTHRIDGE HOSPITAL MEDICAL CENTER (050116),2022,Acute Care,Voluntary non-profit - Private,406.0,34.220789,-118.533216,CA,1.5,13.0,,
258,DOCTORS HOSPITAL OF MANTECA (050118),2022,Acute Care,Proprietary,73.0,37.801087,-121.19691,CA,4.5,6.3,44.7,4.5
259,ADVENTIST HEALTH HANFORD (050121),2022,Acute Care,Voluntary non-profit - Church,222.0,36.323877,-119.669005,CA,11.1,8.6,32.8,
260,DAMERON HOSPITAL (050122),2022,Acute Care,Voluntary non-profit - Other,186.0,37.961201,-121.300691,CA,0.0,,,
261,USC VERDUGO HILLS HOSPITAL (050124),2022,Acute Care,Voluntary non-profit - Private,176.0,34.205614,-118.216048,CA,9.7,12.7,56.8,6.0
262,REGIONAL MEDICAL CENTER OF SAN JOSE (050125),2022,Acute Care,Voluntary non-profit - Church,247.0,37.363787,-121.848823,CA,0.4,,,
263,VALLEY PRESBYTERIAN HOSPITAL (050126),2022,Acute Care,Voluntary non-profit - Other,350.0,34.193917,-118.463271,CA,2.3,,,
264,WOODLAND MEMORIAL HOSPITAL (050127),2022,Acute Care,Voluntary non-profit - Other,107.0,38.664344,-121.793403,CA,10.3,,50.0,1.6
265,TRI-CITY MEDICAL CENTER (050128),2022,Acute Care,Government - Hospital District or Authority,335.0,33.183783,-117.290918,CA,3.2,8.4,,2.3
266,ST BERNARDINE MEDICAL CENTER (050129),2022,Acute Care,Voluntary non-profit - Private,324.0,34.134331,-117.27876,CA,1.9,3.5,,
267,NOVATO COMMUNITY HOSPITAL (050131),2022,Acute Care,Voluntary non-profit - Other,47.0,38.098077,-122.55966,CA,3.5,11.2,47.1,
268,SAN GABRIEL VALLEY MEDICAL CENTER (050132),2022,Acute Care,Physician,272.0,34.102461,-118.105572,CA,1.9,,,
269,ADVENTIST HEALTH AND RIDEOUT (050133),2022,Acute Care,Voluntary non-profit - Private,235.0,39.138832,-121.593622,CA,4.4,,,4.1
270,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD (050135),2022,Acute Care,Proprietary,518.0,34.096192,-118.325371,CA,2.7,,,
271,PETALUMA VALLEY HOSPITAL (050136),2022,Acute Care,Voluntary non-profit - Other,80.0,38.253183,-122.63286,CA,4.0,6.8,48.6,
272,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA (050145),2022,Acute Care,Voluntary non-profit - Private,278.0,,,CA,5.1,20.7,41.0,2.7
273,CALIFORNIA HOSPITAL MEDICAL CENTER LA (050149),2022,Acute Care,Voluntary non-profit - Other,312.0,34.037212,-118.265363,CA,2.3,11.7,,
274,SIERRA NEVADA MEMORIAL HOSPITAL (050150),2022,Acute Care,Voluntary non-profit - Other,108.0,39.228949,-121.047264,CA,9.3,4.1,38.8,3.1
275,SAINT FRANCIS MEMORIAL HOSPITAL (050152),2022,Acute Care,Voluntary non-profit - Private,202.0,37.789561,-122.417112,CA,7.2,,,
276,ENCINO HOSPITAL MEDICAL CENTER (050158),2022,Acute Care,Proprietary,139.0,34.156826,-118.486948,CA,4.3,,,
277,VENTURA COUNTY MEDICAL CENTER (050159),2022,Acute Care,Government - Local,269.0,34.279055,-119.254355,CA,11.1,6.6,,
278,SAN JOAQUIN GENERAL HOSPITAL (050167),2022,Acute Care,Government - Local,187.0,37.886492,-121.282061,CA,4.0,6.5,,6.0
279,PROVIDENCE ST. JUDE MEDICAL CENTER (050168),2022,Acute Care,Voluntary non-profit - Church,336.0,33.893503,-117.927952,CA,5.2,13.7,44.9,
280,PIH HEALTH HOSPITAL-WHITTIER (050169),2022,Acute Care,Voluntary non-profit - Private,431.0,33.967433,-118.048143,CA,9.8,6.8,43.5,5.7
281,PROVIDENCE SANTA ROSA MEMORIAL HOSPITAL (050174),2022,Acute Care,Voluntary non-profit - Private,280.0,38.442954,-122.701112,CA,5.0,6.8,38.8,3.1
282,EMANUEL MEDICAL CENTER (050179),2022,Acute Care,Voluntary non-profit - Church,1288.0,37.510487,-120.837491,CA,0.6,10.1,,
283,JOHN MUIR MEDICAL CENTER - WALNUT CREEK CAMPUS (050180),2022,Acute Care,Voluntary non-profit - Other,473.0,37.914297,-122.042071,CA,10.4,10.4,,2.7
284,ST MARY MEDICAL CENTER (050191),2022,Acute Care,Voluntary non-profit - Church,304.0,33.779954,-118.186683,CA,6.9,4.2,,
285,ADVENTIST HEALTH REEDLEY (050192),2022,Acute Care,Voluntary non-profit - Private,49.0,36.607812,-119.451695,CA,3.6,5.1,,
286,WATSONVILLE COMMUNITY HOSPITAL (050194),2022,Acute Care,Proprietary,106.0,36.92828,-121.793721,CA,0.9,7.5,,
287,WASHINGTON HOSPITAL (050195),2022,Acute Care,Government - Hospital District or Authority,320.0,37.557653,-121.98087,CA,5.4,9.3,,4.8
288,SEQUOIA HOSPITAL (050197),2022,Acute Care,Voluntary non-profit - Private,219.0,37.480987,-122.253223,CA,3.7,8.2,,6.8
289,PALMDALE REGIONAL MEDICAL CENTER (050204),2022,Acute Care,Proprietary,170.0,34.585688,-118.14364,CA,0.3,,,
290,ALAMEDA HOSPITAL (050211),2022,Acute Care,Government - Hospital District or Authority,231.0,37.76323,-122.253541,CA,4.6,6.5,,
291,SHARP CHULA VISTA MEDICAL CENTER (050222),2022,Acute Care,Proprietary,370.0,32.618448,-117.02399,CA,0.0,,,
292,HOAG MEMORIAL HOSPITAL PRESBYTERIAN (050224),2022,Acute Care,Voluntary non-profit - Private,468.0,,,CA,12.9,8.2,44.4,5.1
293,AHMC ANAHEIM REGIONAL MEDICAL CENTER (050226),2022,Acute Care,Voluntary non-profit - Private,223.0,33.847138,-117.933934,CA,4.3,11.4,,
294,ZUCKERBERG SAN FRANCISCO GENERAL HOSP & TRAUMA CTR (050228),2022,Acute Care,Government - Local,422.0,37.756171,-122.406608,CA,4.2,6.0,81.8,
295,GARDEN GROVE HOSPITAL & MEDICAL CENTER (050230),2022,Acute Care,Proprietary,160.0,33.774471,-117.913645,CA,1.2,,,
296,POMONA VALLEY HOSPITAL MEDICAL CENTER (050231),2022,Acute Care,Voluntary non-profit - Private,399.0,34.077639,-117.752329,CA,7.0,4.8,53.7,
297,FRENCH HOSPITAL MEDICAL CENTER (050232),2022,Acute Care,Voluntary non-profit - Other,103.0,35.278663,-120.650212,CA,4.6,10.7,38.0,2.6
298,SHARP CORONADO HOSPITAL AND HLTHCR CTR (050234),2022,Acute Care,Voluntary non-profit - Other,185.0,32.694257,-117.167947,CA,4.1,4.4,,
299,PROVIDENCE SAINT JOSEPH MEDICAL CTR (050235),2022,Acute Care,Voluntary non-profit - Church,361.0,34.157643,-118.327841,CA,3.8,14.9,,
300,SIMI VALLEY HOSPITAL & HEALTH CARE SERVICES (050236),2022,Acute Care,Voluntary non-profit - Church,144.0,34.288837,-118.74396,CA,1.3,7.8,,2.8
301,METHODIST HOSPITAL OF SOUTHERN CA (050238),2022,Acute Care,Voluntary non-profit - Private,404.0,34.134862,-118.042446,CA,0.5,,,
302,GLENDALE ADVENTIST MEDICAL CENTER (050239),2022,Acute Care,Voluntary non-profit - Private,460.0,34.149161,-118.230354,CA,10.2,5.2,47.9,2.6
303,DOMINICAN HOSPITAL (050242),2022,Acute Care,Voluntary non-profit - Church,234.0,36.988341,-121.983818,CA,2.0,,,
304,DESERT REGIONAL MEDICAL CENTER (050243),2022,Acute Care,Proprietary,364.0,33.838861,-116.545598,CA,2.7,8.8,,
305,ARROWHEAD REGIONAL MEDICAL CENTER (050245),2022,Acute Care,Government - Local,454.0,34.072884,-117.352833,CA,3.8,5.6,,3.6
306,NATIVIDAD MEDICAL CENTER (050248),2022,Acute Care,Government - Hospital District or Authority,172.0,36.695472,-121.63124,CA,2.8,5.8,,0.8
307,MARSHALL MEDICAL CENTER (050254),2022,Acute Care,Voluntary non-profit - Other,114.0,38.724483,-120.790643,CA,6.3,16.7,45.0,3.5
308,SIERRA VIEW MEDICAL CENTER (050261),2022,Acute Care,Voluntary non-profit - Private,163.0,36.069573,-119.027274,CA,1.8,16.1,34.6,
309,RONALD REAGAN UCLA MEDICAL CENTER (050262),2022,Acute Care,Government - State,454.0,34.063939,-118.445411,CA,16.4,14.5,42.9,5.4
310,REDLANDS COMMUNITY HOSPITAL (050272),2022,Acute Care,Government - Federal,227.0,34.038404,-117.206414,CA,13.4,9.3,,
311,CONTRA COSTA REGIONAL MEDICAL CENTER (050276),2022,Acute Care,Government - Local,150.0,38.006467,-122.130891,CA,9.5,7.1,80.3,1.9
312,PROVIDENCE HOLY CROSS MEDICAL CENTER (050278),2022,Acute Care,Voluntary non-profit - Church,374.0,34.279013,-118.459485,CA,6.7,12.5,,
313,HI-DESERT MEDICAL CENTER (050279),2022,Acute Care,Government - Hospital District or Authority,178.0,34.132676,-116.276709,CA,4.6,8.9,,
314,MERCY MEDICAL CENTER REDDING (050280),2022,Acute Care,Voluntary non-profit - Private,266.0,,,CA,2.5,,,
315,ALHAMBRA HOSPITAL MEDICAL CENTER (050281),2022,Acute Care,Proprietary,144.0,34.090156,-118.145017,CA,1.7,,,
316,STANFORD HEALTH CARE - VALLEYCARE (050283),2022,Acute Care,Voluntary non-profit - Private,211.0,37.692133,-121.880027,CA,3.2,8.5,44.3,4.3
317,AHMC SETON MEDICAL CENTER (050289),2022,Acute Care,Voluntary non-profit - Church,443.0,37.680315,-122.47291,CA,25.0,3.0,,
318,PROVIDENCE SAINT JOHN'S HEALTH CENTER (050290),2022,Acute Care,Voluntary non-profit - Private,260.0,34.03007,-118.478305,CA,6.3,22.2,,
319,SUTTER SANTA ROSA REGIONAL HOSPITAL (050291),2022,Acute Care,Voluntary non-profit - Other,92.0,38.496306,-122.750707,CA,2.0,,,4.0
320,RIVERSIDE UNIVERSITY HEALTH SYSTEM-MEDICAL CENTER (050292),2022,Acute Care,Government - Local,400.0,33.910054,-117.195824,CA,7.7,5.7,,
321,MERCY HOSPITAL (050295),2022,Acute Care,Voluntary non-profit - Other,226.0,35.373323,-119.027386,CA,0.0,5.4,,
322,BARSTOW COMMUNITY HOSPITAL (050298),2022,Acute Care,Proprietary,33.0,34.893696,-117.0166,CA,7.0,23.7,,
323,ST MARY MEDICAL CENTER (050300),2022,Acute Care,Voluntary non-profit - Private,210.0,34.542046,-117.265602,CA,1.9,,,
324,ADVENTIST HEALTH UKIAH VALLEY (050301),2022,Acute Care,Voluntary non-profit - Church,50.0,39.153019,-123.2038,CA,9.8,12.8,46.3,3.5
325,ALTA BATES SUMMIT MEDICAL CENTER - ALTA BATES CAMP (050305),2022,Acute Care,Voluntary non-profit - Private,423.0,37.856488,-122.257329,CA,3.7,6.3,,4.7
326,EL CAMINO HOSPITAL (050308),2022,Acute Care,Government - Hospital District or Authority,448.0,37.369341,-122.077933,CA,3.9,21.8,44.0,2.1
327,SUTTER ROSEVILLE MEDICAL CENTER (050309),2022,Acute Care,Voluntary non-profit - Other,330.0,,,CA,0.4,,,
328,SUTTER TRACY COMMUNITY HOSPITAL (050313),2022,Acute Care,Voluntary non-profit - Private,80.0,37.744232,-121.43494,CA,5.2,6.2,36.2,3.9
329,KERN MEDICAL CENTER (050315),2022,Acute Care,Voluntary non-profit - Other,221.0,35.380964,-118.967546,CA,2.3,9.4,,
330,HIGHLAND HOSPITAL (050320),2022,Acute Care,Government - Hospital District or Authority,416.0,37.799234,-122.231199,CA,5.8,8.8,,2.0
331,SCRIPPS MEMORIAL HOSPITAL LA JOLLA (050324),2022,Acute Care,Voluntary non-profit - Other,361.0,32.8855,-117.223022,CA,0.5,10.0,50.0,
332,LOMA LINDA UNIVERSITY MEDICAL CENTER (050327),2022,Acute Care,Voluntary non-profit - Private,571.0,34.049482,-117.261122,CA,9.0,11.8,56.8,5.3
333,CORONA REGIONAL MEDICAL CENTER (050329),2022,Acute Care,Proprietary,238.0,33.873327,-117.566768,CA,5.5,8.5,,
334,SALINAS VALLEY MEMORIAL HOSPITAL (050334),2022,Acute Care,Voluntary non-profit - Other,247.0,36.659979,-121.646327,CA,2.7,9.8,,2.8
335,ADVENTIST HEALTH SONORA (050335),2022,Acute Care,Voluntary non-profit - Church,152.0,37.976728,-120.369442,CA,9.4,6.8,46.1,3.6
336,ADVENTIST HEALTH LODI MEMORIAL (050336),2022,Acute Care,Voluntary non-profit - Other,200.0,38.121634,-121.285787,CA,5.5,,,
337,PIONEERS MEMORIAL HEALTHCARE DISTRICT (050342),2022,Acute Care,Government - Hospital District or Authority,107.0,32.959947,-115.552723,CA,5.3,6.7,,1.9
338,UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER (050348),2022,Acute Care,Government - Local,415.0,33.780111,-117.894303,CA,12.2,10.1,57.8,9.0
339,BEVERLY HOSPITAL (050350),2022,Acute Care,Voluntary non-profit - Private,211.0,34.016032,-118.100526,CA,3.9,13.0,,
340,TORRANCE MEMORIAL MEDICAL CENTER (050351),2022,Acute Care,Voluntary non-profit - Other,505.0,33.812644,-118.34375,CA,7.3,6.9,50.0,6.6
341,BARTON MEMORIAL HOSPITAL (050352),2022,Acute Care,Voluntary non-profit - Private,112.0,38.912337,-119.997711,CA,10.6,6.6,57.1,2.6
342,PROVIDENCE LITTLE COMPANY OF MARY MED CTR TORRANCE (050353),2022,Acute Care,Voluntary non-profit - Church,442.0,33.837577,-118.35708,CA,2.2,9.0,,5.8
343,GOLETA VALLEY COTTAGE HOSPITAL (050357),2022,Acute Care,Voluntary non-profit - Other,55.0,34.433699,-119.809322,CA,4.3,13.1,,
344,MARIN GENERAL HOSPITAL (050360),2022,Acute Care,Government - Local,258.0,37.948884,-122.535897,CA,7.0,5.4,38.1,3.3
345,NORTHBAY MEDICAL CENTER (050367),2022,Acute Care,Voluntary non-profit - Other,183.0,38.261108,-122.048104,CA,0.4,,,7.1
346,LAC+USC MEDICAL CENTER (050373),2022,Acute Care,Government - Local,669.0,34.059872,-118.210308,CA,56.8,12.9,,0.8
347,LAC/HARBOR-UCLA MED CENTER (050376),2022,Acute Care,Government - Local,433.0,33.831583,-118.294546,CA,50.6,9.9,,0.0
348,PACIFICA HOSPITAL OF THE VALLEY (050378),2022,Acute Care,Proprietary,231.0,34.241134,-118.395669,CA,4.2,,,
