,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,Abdomen CT Use of Contrast Material (OP-10),MRI Lumbar Spine for Low Back Pain (OP-8),Mammography Follow-up Rates (OP-9),Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery (OP-13),Outpatients with brain CT scans who got a sinus CT scan at the same time (OP-14),Thorax CT Use of Contrast Material (OP-11)
166,CONWAY REGIONAL MEDICAL CENTER (040029),2017,Acute Care,Voluntary non-profit - Private,151.0,35.084826,-92.457103,AR,5.1,42.5,9.6,,1.4,0.7
167,BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK (040036),2017,Acute Care,Voluntary non-profit - Private,212.0,34.784075,-92.218633,AR,3.7,38.8,8.8,4.6,0.8,0.4
168,ARKANSAS METHODIST MEDICAL CENTER (040039),2017,Acute Care,Voluntary non-profit - Private,129.0,36.052593,-90.499051,AR,37.0,43.2,6.5,,,0.9
169,ST MARYS REGIONAL MEDICAL CENTER (040041),2017,Acute Care,Proprietary,155.0,35.28286,-93.149908,AR,4.5,49.5,12.3,2.5,1.0,0.3
170,FIVE RIVERS MEDICAL CENTER (040047),2017,Acute Care,Voluntary non-profit - Private,44.0,36.289911,-90.996334,AR,10.8,,,,1.0,1.5
171,OUACHITA COUNTY MEDICAL CENTER (040050),2017,Acute Care,Voluntary non-profit - Private,97.0,,,AR,12.9,,12.2,,,1.5
172,DREW MEMORIAL HOSPITAL (040051),2017,Acute Care,Voluntary non-profit - Private,51.0,33.610628,-91.814978,AR,33.9,58.9,7.9,,,37.8
173,SPARKS REGIONAL MEDICAL CENTER (040055),2017,Acute Care,Proprietary,288.0,35.374527,-94.421311,AR,14.1,48.4,7.0,3.6,1.3,9.6
174,MERCY HOSPITAL FORT SMITH (040062),2017,Acute Care,Voluntary non-profit - Private,367.0,35.353647,-94.352964,AR,4.1,48.5,4.4,6.9,2.1,0.4
175,MAGNOLIA HOSPITAL (040067),2017,Acute Care,Government - Local,38.0,33.275123,-93.240071,AR,9.0,50.0,6.3,,0.6,0.0
176,GREAT RIVER MEDICAL CENTER (040069),2017,Acute Care,Voluntary non-profit - Other,106.0,35.943011,-89.918929,AR,13.9,,5.7,,,12.7
177,JEFFERSON REGIONAL MEDICAL CENTER (040071),2017,Acute Care,Voluntary non-profit - Private,322.0,34.189066,-92.018453,AR,14.0,44.4,7.6,3.2,0.6,8.0
178,BAPTIST HEALTH MEDICAL CENTER-STUTTGART (040072),2017,Acute Care,Voluntary non-profit - Private,49.0,34.517773,-91.557572,AR,1.2,60.3,8.4,,,0.0
179,NORTH METRO MEDICAL CENTER (040074),2017,Acute Care,Proprietary,70.0,34.872381,-92.124697,AR,17.1,,7.4,,,
180,BAPTIST HEALTH MEDICAL CENTER-HOT SPRINGS COUNTY (040076),2017,Acute Care,Voluntary non-profit - Private,69.0,34.358913,-92.786418,AR,6.6,48.5,11.5,,,2.4
181,NATIONAL PARK MEDICAL CENTER (040078),2017,Acute Care,Proprietary,162.0,34.486239,-93.033554,AR,14.9,39.3,11.7,,0.9,14.4
182,SALINE MEMORIAL HOSPITAL (040084),2017,Acute Care,Voluntary non-profit - Private,165.0,34.573552,-92.584405,AR,11.0,32.4,12.9,1.6,0.6,2.1
183,HELENA REGIONAL MEDICAL CENTER (040085),2017,Acute Care,Proprietary,133.0,34.508357,-90.62733,AR,6.3,,12.2,,,2.6
184,MEDICAL CENTER SOUTH ARKANSAS (040088),2017,Acute Care,Proprietary,124.0,33.218378,-92.67103,AR,4.2,47.1,7.9,3.8,1.7,0.3
185,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK (040114),2017,Acute Care,Voluntary non-profit - Private,773.0,,,AR,3.0,42.7,6.6,5.3,0.7,1.0
186,NEA BAPTIST MEMORIAL HOSPITAL (040118),2017,Acute Care,Voluntary non-profit - Private,168.0,35.864204,-90.639107,AR,28.0,39.9,9.0,5.8,1.1,1.2
187,WHITE RIVER MEDICAL CENTER (040119),2017,Acute Care,Voluntary non-profit - Private,202.0,35.769572,-91.634721,AR,2.2,47.1,5.1,6.4,2.9,4.0
188,"ARKANSAS HEART HOSPITAL, LLC (040134)",2017,Acute Care,Proprietary,112.0,34.739159,-92.394421,AR,12.4,,,3.9,,16.0
189,ST VINCENT MEDICAL CENTER/NORTH (040137),2017,Acute Care,Voluntary non-profit - Private,59.0,34.814378,-92.207514,AR,5.8,41.4,14.0,,,0.7
190,ARKANSAS SURGICAL HOSPITAL (040147),2017,Acute Care,Physician,49.0,34.801458,-92.347687,AR,,39.4,,,,
191,NORTHWEST HEALTH PHYSICIANS SPECIALTY HOSPITAL (040152),2017,Acute Care,Proprietary,20.0,36.12133,-94.13373,AR,,40.0,,,,
192,WADLEY REGIONAL MEDICAL CENTER AT HOPE (040153),2017,Acute Care,Proprietary,70.0,33.648008,-93.587052,AR,6.4,,10.5,,0.0,4.3
193,HOWARD MEMORIAL HOSPITAL (041311),2017,Critical Access,Voluntary non-profit - Private,24.0,33.950926,-93.880772,AR,4.9,55.3,9.9,,,7.7
194,BAPTIST HEALTH MEDICAL CENTER HEBER SPINGS (041312),2017,Critical Access,Voluntary non-profit - Private,25.0,35.506578,-92.001319,AR,8.6,65.7,4.8,,0.4,1.3
195,OZARK HEALTH (041313),2017,Critical Access,Voluntary non-profit - Private,143.0,35.559375,-92.449913,AR,2.2,,10.4,,1.6,0.0
196,BAPTIST HEALTH MEDICAL CENTER-ARKADELPHIA (041321),2017,Critical Access,Voluntary non-profit - Private,25.0,34.122802,-93.08797,AR,2.2,63.0,6.8,,0.6,1.0
197,ASHLEY COUNTY MEDICAL CENTER (041323),2017,Critical Access,Voluntary non-profit - Private,34.0,33.137206,-91.93878,AR,20.5,57.1,9.7,1.4,,17.3
198,BRADLEY COUNTY MEDICAL CENTER (041327),2017,Critical Access,Voluntary non-profit - Private,35.0,33.610538,-92.058665,AR,4.9,50.0,11.1,,,0.8
199,CHICOT MEMORIAL MEDICAL CENTER (041328),2017,Critical Access,Voluntary non-profit - Private,25.0,33.305642,-91.290353,AR,26.9,,4.6,,,
200,MERCY HOSPITAL BERRYVILLE (041329),2017,Critical Access,Voluntary non-profit - Private,25.0,36.358225,-93.551993,AR,1.8,,6.9,4.0,,0.0
201,ST ROSE HOSPITAL (050002),2017,Acute Care,Voluntary non-profit - Church,188.0,37.63291,-122.089742,CA,1.6,,7.1,,0.5,11.5
202,ST JOSEPH HOSPITAL (050006),2017,Acute Care,Voluntary non-profit - Private,154.0,40.783103,-124.142039,CA,14.5,29.2,7.2,2.8,0.9,0.2
203,MILLS-PENINSULA MEDICAL CENTER (050007),2017,Acute Care,Voluntary non-profit - Private,321.0,37.594398,-122.383356,CA,5.1,36.9,19.2,6.2,1.3,0.7
204,CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP (050008),2017,Acute Care,Voluntary non-profit - Other,203.0,37.769114,-122.434696,CA,8.7,,,,,0.4
205,QUEEN OF THE VALLEY MEDICAL CENTER (050009),2017,Acute Care,Voluntary non-profit - Church,172.0,38.323554,-122.295968,CA,8.7,33.7,7.0,0.0,0.6,0.7
206,ST HELENA HOSPITAL (050013),2017,Acute Care,Voluntary non-profit - Private,153.0,38.54196,-122.475344,CA,3.8,,6.2,1.1,,0.2
207,SUTTER AMADOR HOSPITAL (050014),2017,Acute Care,Voluntary non-profit - Private,50.0,38.349561,-120.765905,CA,5.1,41.9,8.0,2.1,0.5,0.2
208,MERCY GENERAL HOSPITAL (050017),2017,Acute Care,Voluntary non-profit - Church,379.0,38.569385,-121.452482,CA,0.6,,,1.9,1.0,0.0
209,PACIFIC ALLIANCE MEDICAL CENTER (050018),2017,Acute Care,Proprietary,139.0,,,CA,23.0,,6.7,,,
210,RIVERSIDE COMMUNITY HOSPITAL (050022),2017,Acute Care,Government - State,415.0,33.975677,-117.380374,CA,4.1,,6.6,11.4,1.4,6.6
211,PARADISE VALLEY HOSPITAL (050024),2017,Acute Care,Proprietary,289.0,32.686336,-117.083243,CA,4.6,,,,,0.0
212,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MED CTR (050025),2017,Acute Care,Voluntary non-profit - Other,630.0,32.753717,-117.165914,CA,8.2,45.6,6.1,4.8,2.6,0.1
213,GROSSMONT HOSPITAL (050026),2017,Acute Care,Government - Hospital District or Authority,545.0,32.779435,-117.009178,CA,5.1,52.9,,3.1,1.5,0.9
214,MAD RIVER COMMUNITY HOSPITAL (050028),2017,Acute Care,Proprietary,66.0,40.903309,-124.090847,CA,12.8,,13.8,,1.6,0.0
215,OROVILLE HOSPITAL (050030),2017,Acute Care,Voluntary non-profit - Private,166.0,39.504535,-121.542106,CA,11.5,28.6,5.1,3.8,,0.3
216,BAKERSFIELD MEMORIAL HOSPITAL (050036),2017,Acute Care,Voluntary non-profit - Private,396.0,35.390474,-119.006836,CA,1.5,,,4.5,0.9,0.0
217,SANTA CLARA VALLEY MEDICAL CENTER (050038),2017,Acute Care,Government - Local,684.0,37.313702,-121.931888,CA,16.0,52.4,6.8,1.9,1.6,0.0
218,ENLOE MEDICAL CENTER (050039),2017,Acute Care,Voluntary non-profit - Private,315.0,39.742284,-121.849128,CA,0.1,,,4.6,1.3,0.0
219,LAC/OLIVE VIEW-UCLA MEDICAL CENTER (050040),2017,Acute Care,Voluntary non-profit - Other,286.0,34.325912,-118.445513,CA,5.7,,,,,
220,ST ELIZABETH COMMUNITY HOSPITAL (050042),2017,Acute Care,Voluntary non-profit - Church,65.0,40.148834,-122.218303,CA,7.9,58.2,5.8,1.1,1.9,8.7
221,ALTA BATES SUMMIT MEDICAL CENTER (050043),2017,Acute Care,Voluntary non-profit - Private,389.0,37.820784,-122.26328,CA,9.8,,4.0,5.3,1.3,0.3
222,EL CENTRO REGIONAL MEDICAL CENTER (050045),2017,Acute Care,Voluntary non-profit - Other,162.0,32.781498,-115.56862,CA,5.4,51.9,4.0,7.6,0.9,3.2
223,CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP (050047),2017,Acute Care,Voluntary non-profit - Private,456.0,37.786152,-122.421544,CA,9.1,,6.8,5.0,0.8,0.5
224,SAN GORGONIO MEMORIAL HOSPITAL (050054),2017,Acute Care,Government - Hospital District or Authority,72.0,,,CA,5.2,,7.0,,0.8,
225,CALIFORNIA PACIFIC MEDICAL CTR - ST. LUKE'S CAMPUS (050055),2017,Acute Care,Voluntary non-profit - Church,186.0,37.74805,-122.420987,CA,7.8,,7.3,1.9,,0.8
226,ANTELOPE VALLEY HOSPITAL (050056),2017,Acute Care,Government - Hospital District or Authority,396.0,34.689371,-118.158476,CA,0.6,,,4.4,0.2,4.1
227,KAWEAH DELTA MEDICAL CENTER (050057),2017,Acute Care,Government - Hospital District or Authority,586.0,36.327415,-119.294172,CA,5.1,39.2,8.0,2.8,1.0,0.1
228,GLENDALE MEM HOSPITAL & HLTH CENTER (050058),2017,Acute Care,Voluntary non-profit - Private,276.0,34.127789,-118.257795,CA,4.5,,5.2,,0.6,0.3
229,COMMUNITY REGIONAL MEDICAL CENTER (050060),2017,Acute Care,Voluntary non-profit - Private,857.0,36.742583,-119.783023,CA,2.9,,5.3,4.8,1.1,2.5
230,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER (050063),2017,Acute Care,Proprietary,434.0,34.096116,-118.291753,CA,4.7,,2.8,5.0,1.0,1.1
231,OAK VALLEY HOSPITAL DISTRICT (050067),2017,Acute Care,Government - Hospital District or Authority,150.0,37.758098,-120.860363,CA,2.4,,11.2,,1.1,0.0
232,ST JOSEPH HOSPITAL (050069),2017,Acute Care,Voluntary non-profit - Church,426.0,33.782399,-117.866093,CA,6.1,,8.6,6.7,0.3,0.3
233,SCRIPPS MERCY HOSPITAL (050077),2017,Acute Care,Voluntary non-profit - Private,547.0,32.751211,-117.161024,CA,4.7,41.7,5.5,3.2,2.5,2.3
234,PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO (050078),2017,Acute Care,Voluntary non-profit - Private,336.0,33.737928,-118.305005,CA,6.2,,9.5,,1.0,0.8
235,ST JOHNS REGIONAL MEDICAL CENTER (050082),2017,Acute Care,Voluntary non-profit - Private,299.0,34.216555,-119.158351,CA,0.4,,,3.5,1.0,1.3
236,ST JOSEPH'S MEDICAL CENTER OF STOCKTON (050084),2017,Acute Care,Voluntary non-profit - Church,354.0,37.970737,-121.289251,CA,7.6,40.9,9.1,,1.5,0.5
237,COMMUNITY HOSPITAL OF SAN BERNARDINO (050089),2017,Acute Care,Voluntary non-profit - Private,421.0,34.131238,-117.322559,CA,2.4,,,,1.0,
238,SONOMA VALLEY HOSPITAL (050090),2017,Acute Care,Government - Hospital District or Authority,78.0,38.288564,-122.46585,CA,4.3,,6.3,9.3,,0.6
239,COMMUNITY HOSPITAL OF HUNTINGTON PARK (050091),2017,Acute Care,Proprietary,81.0,33.989182,-118.22419,CA,0.0,,,,0.8,
240,SAINT AGNES MEDICAL CENTER (050093),2017,Acute Care,Voluntary non-profit - Church,414.0,36.837102,-119.765878,CA,6.4,36.2,3.4,8.8,0.8,0.9
241,SAN ANTONIO REGIONAL HOSPITAL (050099),2017,Acute Care,Voluntary non-profit - Other,316.0,34.101079,-117.636862,CA,13.6,,9.1,4.4,0.6,0.2
242,SHARP MEMORIAL HOSPITAL (050100),2017,Acute Care,Voluntary non-profit - Other,860.0,32.800255,-117.154133,CA,0.5,,8.4,5.1,2.0,0.0
243,SUTTER SOLANO MEDICAL CENTER (050101),2017,Acute Care,Voluntary non-profit - Private,104.0,38.130893,-122.238105,CA,5.0,,10.2,4.6,1.4,0.7
244,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER (050102),2017,Acute Care,Voluntary non-profit - Private,191.0,33.925697,-117.440052,CA,8.2,,11.2,,0.7,9.6
245,WHITE MEMORIAL MEDICAL CENTER (050103),2017,Acute Care,Voluntary non-profit - Church,352.0,,,CA,5.3,,7.4,,0.5,1.4
246,SAINT FRANCIS MEDICAL CENTER (050104),2017,Acute Care,Voluntary non-profit - Church,372.0,33.931016,-118.203834,CA,14.7,,7.5,,1.2,1.1
247,MARIAN REGIONAL MEDICAL CENTER (050107),2017,Acute Care,Voluntary non-profit - Church,345.0,34.952117,-120.412494,CA,11.9,23.4,8.8,5.6,0.8,4.8
248,"SUTTER MEDICAL CENTER, SACRAMENTO (050108)",2017,Acute Care,Voluntary non-profit - Private,595.0,38.570258,-121.469682,CA,0.5,,,3.5,1.4,0.0
249,LOMPOC VALLEY MEDICAL CENTER (050110),2017,Acute Care,Government - Hospital District or Authority,170.0,34.640639,-120.439899,CA,14.8,,6.3,4.5,0.3,0.5
250,SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL (050112),2017,Acute Care,Government - State,275.0,34.027776,-118.486315,CA,5.9,,,2.9,1.2,1.5
251,SAN MATEO MEDICAL CENTER (050113),2017,Acute Care,Government - Local,421.0,37.530116,-122.299406,CA,9.4,,22.9,,,3.9
252,PALOMAR HEALTH DOWNTOWN CAMPUS (050115),2017,Acute Care,Government - Hospital District or Authority,405.0,33.125937,-117.076186,CA,1.0,,,5.2,2.1,0.0
253,NORTHRIDGE HOSPITAL MEDICAL CENTER (050116),2017,Acute Care,Voluntary non-profit - Private,406.0,34.220789,-118.533216,CA,2.4,,7.0,8.3,1.1,0.5
254,DOCTORS HOSPITAL OF MANTECA (050118),2017,Acute Care,Proprietary,73.0,37.801087,-121.19691,CA,5.8,,5.8,,0.5,1.8
255,ADVENTIST MEDICAL CENTER (050121),2017,Acute Care,Voluntary non-profit - Church,222.0,36.323877,-119.669005,CA,25.4,17.9,10.2,,1.7,28.8
256,DAMERON HOSPITAL (050122),2017,Acute Care,Voluntary non-profit - Other,186.0,37.961201,-121.300691,CA,0.0,,,4.8,1.7,0.0
257,USC VERDUGO HILLS HOSPITAL (050124),2017,Acute Care,Voluntary non-profit - Private,176.0,34.205614,-118.216048,CA,11.8,38.3,2.0,2.6,,1.4
258,REGIONAL MEDICAL CENTER OF SAN JOSE (050125),2017,Acute Care,Voluntary non-profit - Church,247.0,37.363787,-121.848823,CA,1.6,,7.0,2.5,1.3,0.0
259,VALLEY PRESBYTERIAN HOSPITAL (050126),2017,Acute Care,Voluntary non-profit - Other,350.0,34.193917,-118.463271,CA,2.4,,,,1.4,4.7
260,WOODLAND MEMORIAL HOSPITAL (050127),2017,Acute Care,Voluntary non-profit - Other,107.0,38.664344,-121.793403,CA,9.2,43.1,,2.7,0.5,0.0
261,TRI-CITY MEDICAL CENTER (050128),2017,Acute Care,Government - Hospital District or Authority,335.0,33.183783,-117.290918,CA,5.3,,7.5,2.9,1.2,0.0
262,ST BERNARDINE MEDICAL CENTER (050129),2017,Acute Care,Voluntary non-profit - Private,324.0,34.134331,-117.27876,CA,15.6,,14.8,4.4,1.3,14.3
263,NOVATO COMMUNITY HOSPITAL (050131),2017,Acute Care,Voluntary non-profit - Other,47.0,38.098077,-122.55966,CA,3.1,39.3,7.7,,0.7,1.3
264,SAN GABRIEL VALLEY MEDICAL CENTER (050132),2017,Acute Care,Physician,272.0,34.102461,-118.105572,CA,0.4,,8.3,,0.5,0.0
265,RIDEOUT MEMORIAL HOSPITAL (050133),2017,Acute Care,Voluntary non-profit - Private,235.0,39.138832,-121.593622,CA,2.3,,17.3,3.6,1.1,1.1
266,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD (050135),2017,Acute Care,Proprietary,518.0,34.096192,-118.325371,CA,0.5,,,,,1.7
267,PETALUMA VALLEY HOSPITAL (050136),2017,Acute Care,Voluntary non-profit - Other,80.0,38.253183,-122.63286,CA,2.4,,9.8,,,0.4
268,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA (050145),2017,Acute Care,Voluntary non-profit - Private,278.0,,,CA,2.5,37.3,14.4,2.9,0.1,0.0
269,CALIFORNIA HOSPITAL MEDICAL CENTER LA (050149),2017,Acute Care,Voluntary non-profit - Other,312.0,34.037212,-118.265363,CA,1.6,,5.4,5.2,,1.4
270,SIERRA NEVADA MEMORIAL HOSPITAL (050150),2017,Acute Care,Voluntary non-profit - Other,108.0,39.228949,-121.047264,CA,10.0,23.9,6.5,4.4,1.3,2.8
271,SAINT FRANCIS MEMORIAL HOSPITAL (050152),2017,Acute Care,Voluntary non-profit - Private,202.0,37.789561,-122.417112,CA,4.7,,9.3,4.8,0.6,0.0
272,O'CONNOR HOSPITAL (050153),2017,Acute Care,Voluntary non-profit - Church,348.0,,,CA,1.3,39.5,7.9,1.7,0.9,0.4
273,ENCINO HOSPITAL MEDICAL CENTER (050158),2017,Acute Care,Proprietary,139.0,34.156826,-118.486948,CA,1.1,,,,,
274,VENTURA COUNTY MEDICAL CENTER (050159),2017,Acute Care,Government - Local,269.0,34.279055,-119.254355,CA,17.0,,4.2,2.1,1.3,0.0
275,SAN JOAQUIN GENERAL HOSPITAL (050167),2017,Acute Care,Government - Local,187.0,37.886492,-121.282061,CA,6.3,,5.3,1.5,4.9,0.0
276,ST JUDE MEDICAL CENTER (050168),2017,Acute Care,Voluntary non-profit - Church,336.0,33.893503,-117.927952,CA,8.6,29.7,7.4,4.5,0.5,1.6
277,PRESBYTERIAN INTERCOMMUNITY HOSPITAL (050169),2017,Acute Care,Voluntary non-profit - Private,431.0,33.967433,-118.048143,CA,17.2,47.3,7.0,4.1,1.3,0.5
278,SANTA ROSA MEMORIAL HOSPITAL (050174),2017,Acute Care,Voluntary non-profit - Private,280.0,38.442954,-122.701112,CA,3.9,31.2,4.9,2.5,1.1,0.2
279,EMANUEL MEDICAL CENTER (050179),2017,Acute Care,Voluntary non-profit - Church,1288.0,37.510487,-120.837491,CA,0.7,,7.4,,0.9,0.0
280,JOHN MUIR MEDICAL CENTER - WALNUT CREEK CAMPUS (050180),2017,Acute Care,Voluntary non-profit - Other,473.0,37.914297,-122.042071,CA,2.6,35.3,8.3,3.2,1.0,0.0
281,GEORGE L MEE MEMORIAL HOSPITAL (050189),2017,Acute Care,Voluntary non-profit - Other,89.0,36.206819,-121.132137,CA,1.1,,6.3,,,
282,ST MARY MEDICAL CENTER (050191),2017,Acute Care,Voluntary non-profit - Church,304.0,33.779954,-118.186683,CA,9.7,,5.6,2.9,,4.7
283,ADVENTIST MEDICAL CENTER - REEDLEY (050192),2017,Acute Care,Voluntary non-profit - Private,49.0,36.607812,-119.451695,CA,10.0,,8.9,,0.5,9.6
284,WATSONVILLE COMMUNITY HOSPITAL (050194),2017,Acute Care,Proprietary,106.0,36.92828,-121.793721,CA,2.1,,5.3,1.2,0.2,0.0
285,WASHINGTON HOSPITAL (050195),2017,Acute Care,Government - Hospital District or Authority,320.0,37.557653,-121.98087,CA,4.1,,10.0,3.5,0.4,5.4
286,SEQUOIA HOSPITAL (050197),2017,Acute Care,Voluntary non-profit - Private,219.0,37.480987,-122.253223,CA,7.7,,8.0,,1.1,0.5
287,PALMDALE REGIONAL MEDICAL CENTER (050204),2017,Acute Care,Proprietary,170.0,34.585688,-118.14364,CA,1.0,,,,0.5,1.2
288,ALAMEDA HOSPITAL (050211),2017,Acute Care,Government - Hospital District or Authority,231.0,37.76323,-122.253541,CA,6.4,,5.5,,0.5,0.0
289,SHARP CHULA VISTA MEDICAL CENTER (050222),2017,Acute Care,Proprietary,370.0,32.618448,-117.02399,CA,0.0,,,4.5,0.8,0.0
290,HOAG MEMORIAL HOSPITAL PRESBYTERIAN (050224),2017,Acute Care,Voluntary non-profit - Private,468.0,,,CA,12.1,37.8,7.9,4.0,1.4,6.3
291,FEATHER RIVER HOSPITAL (050225),2017,Acute Care,Voluntary non-profit - Church,100.0,39.756161,-121.572305,CA,12.2,34.0,8.9,5.7,1.4,0.0
292,AHMC ANAHEIM REGIONAL MEDICAL CENTER (050226),2017,Acute Care,Voluntary non-profit - Private,223.0,33.847138,-117.933934,CA,9.7,,12.3,,1.0,0.0
293,SAN FRANCISCO GENERAL HOSPITAL (050228),2017,Acute Care,Government - Local,422.0,37.756171,-122.406608,CA,6.4,,6.3,,5.0,3.4
294,GARDEN GROVE HOSPITAL & MEDICAL CENTER (050230),2017,Acute Care,Proprietary,160.0,33.774471,-117.913645,CA,16.7,,,,0.6,
295,POMONA VALLEY HOSPITAL MEDICAL CENTER (050231),2017,Acute Care,Voluntary non-profit - Private,399.0,34.077639,-117.752329,CA,6.4,22.9,4.1,0.0,0.3,0.3
296,FRENCH HOSPITAL MEDICAL CENTER (050232),2017,Acute Care,Voluntary non-profit - Other,103.0,35.278663,-120.650212,CA,29.3,29.7,6.7,,1.7,25.8
297,SHARP CORONADO HOSPITAL AND HLTHCR CTR (050234),2017,Acute Care,Voluntary non-profit - Other,185.0,32.694257,-117.167947,CA,5.3,,6.4,,1.0,0.0
298,PROVIDENCE SAINT JOSEPH MEDICAL CTR (050235),2017,Acute Care,Voluntary non-profit - Church,361.0,34.157643,-118.327841,CA,7.0,40.0,9.3,11.8,1.6,3.2
299,SIMI VALLEY HOSPITAL & HEALTH CARE SERVICES (050236),2017,Acute Care,Voluntary non-profit - Church,144.0,34.288837,-118.74396,CA,5.1,,9.1,,1.6,0.3
300,METHODIST HOSPITAL OF SOUTHERN CA (050238),2017,Acute Care,Voluntary non-profit - Private,404.0,34.134862,-118.042446,CA,0.2,,,6.3,2.0,0.0
301,GLENDALE ADVENTIST MEDICAL CENTER (050239),2017,Acute Care,Voluntary non-profit - Private,460.0,34.149161,-118.230354,CA,16.4,44.6,8.6,5.8,3.0,0.9
302,DOMINICAN HOSPITAL (050242),2017,Acute Care,Voluntary non-profit - Church,234.0,36.988341,-121.983818,CA,2.4,,,3.8,0.5,0.0
303,DESERT REGIONAL MEDICAL CENTER (050243),2017,Acute Care,Proprietary,364.0,33.838861,-116.545598,CA,7.3,,15.6,4.5,1.5,0.7
304,ARROWHEAD REGIONAL MEDICAL CENTER (050245),2017,Acute Care,Government - Local,454.0,34.072884,-117.352833,CA,5.0,,4.5,2.7,0.7,0.0
305,NATIVIDAD MEDICAL CENTER (050248),2017,Acute Care,Government - Hospital District or Authority,172.0,36.695472,-121.63124,CA,3.9,,11.7,2.1,,1.5
306,MARSHALL MEDICAL CENTER (050254),2017,Acute Care,Voluntary non-profit - Other,114.0,38.724483,-120.790643,CA,12.6,41.8,13.4,2.1,1.4,0.0
307,SIERRA VIEW MEDICAL CENTER (050261),2017,Acute Care,Voluntary non-profit - Private,163.0,36.069573,-119.027274,CA,23.7,29.3,8.5,,0.8,13.2
308,RONALD REAGAN U C L A MEDICAL CENTER (050262),2017,Acute Care,Government - State,454.0,34.063939,-118.445411,CA,22.5,36.2,7.0,6.3,1.2,1.0
309,REDLANDS COMMUNITY HOSPITAL (050272),2017,Acute Care,Government - Federal,227.0,34.038404,-117.206414,CA,12.4,,10.1,2.6,0.4,6.8
310,CONTRA COSTA REGIONAL MEDICAL CENTER (050276),2017,Acute Care,Government - Local,150.0,38.006467,-122.130891,CA,7.2,,7.3,3.2,1.4,3.2
311,PROVIDENCE HOLY CROSS MEDICAL CENTER (050278),2017,Acute Care,Voluntary non-profit - Church,374.0,34.279013,-118.459485,CA,3.8,,17.0,12.5,1.9,0.4
312,HI-DESERT MEDICAL CENTER (050279),2017,Acute Care,Government - Hospital District or Authority,178.0,34.132676,-116.276709,CA,5.6,,9.8,,,4.8
313,MERCY MEDICAL CENTER REDDING (050280),2017,Acute Care,Voluntary non-profit - Private,266.0,,,CA,1.1,,,7.1,1.1,0.0
314,ALHAMBRA HOSPITAL MEDICAL CENTER (050281),2017,Acute Care,Proprietary,144.0,34.090156,-118.145017,CA,6.3,,,,,2.6
315,STANFORD HEALTH CARE - VALLEYCARE (050283),2017,Acute Care,Voluntary non-profit - Private,211.0,37.692133,-121.880027,CA,5.8,32.1,9.4,5.4,0.5,0.2
316,SETON MEDICAL CENTER (050289),2017,Acute Care,Voluntary non-profit - Church,443.0,37.680315,-122.47291,CA,19.8,,6.6,6.7,,4.2
317,PROVIDENCE SAINT JOHN'S HEALTH CENTER (050290),2017,Acute Care,Voluntary non-profit - Private,260.0,34.03007,-118.478305,CA,2.9,,12.2,3.1,1.8,0.3
318,SUTTER SANTA ROSA REGIONAL HOSPITAL (050291),2017,Acute Care,Voluntary non-profit - Other,92.0,38.496306,-122.750707,CA,3.6,,,4.2,0.6,3.5
319,RIVERSIDE UNIVERSITY HEALTH SYSTEM-MEDICAL CENTER (050292),2017,Acute Care,Government - Local,400.0,33.910054,-117.195824,CA,18.2,,10.1,,,15.1
320,MERCY HOSPITAL (050295),2017,Acute Care,Voluntary non-profit - Other,226.0,35.373323,-119.027386,CA,1.1,,8.5,,1.3,0.4
321,HAZEL HAWKINS MEMORIAL HOSPITAL (050296),2017,Acute Care,Government - Hospital District or Authority,168.0,36.835122,-121.38662,CA,34.4,,5.3,,,0.0
322,BARSTOW COMMUNITY HOSPITAL (050298),2017,Acute Care,Proprietary,33.0,34.893696,-117.0166,CA,5.1,,10.6,,1.6,4.4
323,ST MARY MEDICAL CENTER (050300),2017,Acute Care,Voluntary non-profit - Private,210.0,34.542046,-117.265602,CA,3.9,,3.1,4.0,0.6,2.3
324,UKIAH VALLEY MEDICAL CENTER (050301),2017,Acute Care,Voluntary non-profit - Church,50.0,39.153019,-123.2038,CA,9.3,41.7,5.3,6.1,,1.7
325,ALTA BATES SUMMIT MEDICAL CENTER - ALTA BATES CAMP (050305),2017,Acute Care,Voluntary non-profit - Private,423.0,37.856488,-122.257329,CA,2.8,,5.1,4.1,0.6,0.0
326,EL CAMINO HOSPITAL (050308),2017,Acute Care,Government - Hospital District or Authority,448.0,37.369341,-122.077933,CA,3.8,,15.6,,1.0,0.3
