,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,Abdomen CT Use of Contrast Material (OP-10),MRI Lumbar Spine for Low Back Pain (OP-8),Mammography Follow-up Rates (OP-9),Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery (OP-13),Outpatients with brain CT scans who got a sinus CT scan at the same time (OP-14),Thorax CT Use of Contrast Material (OP-11)
165,CONWAY REGIONAL MEDICAL CENTER (040029),2014,Acute Care,Voluntary non-profit - Private,151.0,35.084826,-92.457103,AR,7.9,43.4,10.3,3.1,1.9,1.1
166,BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK (040036),2014,Acute Care,Voluntary non-profit - Private,212.0,34.784075,-92.218633,AR,3.4,38.6,9.0,4.9,2.6,0.3
167,ARKANSAS METHODIST MEDICAL CENTER (040039),2014,Acute Care,Voluntary non-profit - Private,129.0,36.052593,-90.499051,AR,32.6,41.4,5.0,11.9,,0.0
168,ST MARYS REGIONAL MEDICAL CENTER (040041),2014,Acute Care,Proprietary,155.0,35.28286,-93.149908,AR,3.2,39.7,15.1,3.1,,1.8
169,CRITTENDEN MEMORIAL HOSPITAL (040042),2014,Acute Care,Voluntary non-profit - Private,162.0,,,AR,18.3,41.3,12.1,7.0,3.9,4.2
170,FIVE RIVERS MEDICAL CENTER (040047),2014,Acute Care,Voluntary non-profit - Private,44.0,36.289911,-90.996334,AR,17.6,,3.4,,,1.5
171,OUACHITA COUNTY MEDICAL CENTER (040050),2014,Acute Care,Voluntary non-profit - Private,97.0,,,AR,9.4,39.3,7.8,,8.3,0.9
172,DREW MEMORIAL HOSPITAL (040051),2014,Acute Care,Voluntary non-profit - Private,51.0,33.610628,-91.814978,AR,42.1,39.8,10.4,,1.6,20.0
173,SPARKS REGIONAL MEDICAL CENTER (040055),2014,Acute Care,Proprietary,288.0,35.374527,-94.421311,AR,12.2,46.1,6.6,5.6,3.0,9.6
174,ST EDWARD MERCY MEDICAL CENTER (040062),2014,Acute Care,Voluntary non-profit - Private,367.0,35.353647,-94.352964,AR,46.2,41.2,6.2,6.2,,0.0
175,MAGNOLIA HOSPITAL (040067),2014,Acute Care,Government - Local,38.0,33.275123,-93.240071,AR,11.9,48.6,9.5,,,0.8
176,GREAT RIVER MEDICAL CENTER (040069),2014,Acute Care,Voluntary non-profit - Other,106.0,35.943011,-89.918929,AR,23.7,,8.0,,7.5,43.0
177,JEFFERSON REGIONAL MEDICAL CENTER (040071),2014,Acute Care,Voluntary non-profit - Private,322.0,34.189066,-92.018453,AR,24.4,50.5,8.5,2.6,1.1,14.9
178,BAPTIST HEALTH MEDICAL CENTER-STUTTGART (040072),2014,Acute Care,Voluntary non-profit - Private,49.0,34.517773,-91.557572,AR,4.3,,8.5,,7.1,1.6
179,NORTH METRO MEDICAL CENTER (040074),2014,Acute Care,Proprietary,70.0,34.872381,-92.124697,AR,16.3,56.1,19.0,,6.4,8.1
180,BAPTIST HEALTH MEDICAL CENTER-HOT SPRINGS COUNTY (040076),2014,Acute Care,Voluntary non-profit - Private,69.0,34.358913,-92.786418,AR,4.1,35.9,17.8,,,0.6
181,NATIONAL PARK MEDICAL CENTER (040078),2014,Acute Care,Proprietary,162.0,34.486239,-93.033554,AR,8.4,36.5,16.3,,,13.2
182,HARRIS HOSPITAL (040080),2014,Acute Care,Proprietary,121.0,,,AR,32.5,,13.5,,,19.1
183,SALINE MEMORIAL HOSPITAL (040084),2014,Acute Care,Voluntary non-profit - Private,165.0,34.573552,-92.584405,AR,9.7,46.2,12.9,2.9,1.4,0.0
184,HELENA REGIONAL MEDICAL CENTER (040085),2014,Acute Care,Proprietary,133.0,34.508357,-90.62733,AR,4.2,,6.5,,,9.5
185,MEDICAL CENTER SOUTH ARKANSAS (040088),2014,Acute Care,Proprietary,124.0,33.218378,-92.67103,AR,5.6,39.4,5.7,3.5,2.2,0.3
186,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK (040114),2014,Acute Care,Voluntary non-profit - Private,773.0,,,AR,1.6,43.5,8.8,3.8,2.6,1.3
187,NEA BAPTIST MEMORIAL HOSPITAL (040118),2014,Acute Care,Voluntary non-profit - Private,168.0,35.864204,-90.639107,AR,17.3,47.5,,,2.2,8.7
188,WHITE RIVER MEDICAL CENTER (040119),2014,Acute Care,Voluntary non-profit - Private,202.0,35.769572,-91.634721,AR,20.3,45.2,4.6,6.3,3.6,7.5
189,ARKANSAS HEART HOSPITAL (040134),2014,Acute Care,Proprietary,112.0,34.739159,-92.394421,AR,51.2,,,4.2,,33.8
190,ST VINCENT MEDICAL CENTER/NORTH (040137),2014,Acute Care,Voluntary non-profit - Private,59.0,34.814378,-92.207514,AR,9.5,23.8,13.8,,,2.2
191,ARKANSAS SURGICAL HOSPITAL (040147),2014,Acute Care,Physician,49.0,34.801458,-92.347687,AR,,34.7,,,,
192,PHYSICIANS' SPECIALTY HOSPITAL (040152),2014,Acute Care,Proprietary,20.0,36.12133,-94.13373,AR,,39.3,,,,
193,WADLEY REGIONAL MEDICAL CENTER AT HOPE (040153),2014,Acute Care,Proprietary,70.0,33.648008,-93.587052,AR,33.3,,,,0.0,
194,HOWARD MEMORIAL HOSPITAL (041311),2014,Critical Access,Voluntary non-profit - Private,24.0,33.950926,-93.880772,AR,4.6,,16.0,,,4.5
195,BAPTIST HEALTH MEDICAL CENTER HEBER SPINGS (041312),2014,Critical Access,Voluntary non-profit - Private,25.0,35.506578,-92.001319,AR,7.1,35.1,5.8,,,2.2
196,OZARK HEALTH (041313),2014,Critical Access,Voluntary non-profit - Private,143.0,35.559375,-92.449913,AR,1.2,52.5,9.2,,,0.0
197,BAPTIST HEALTH MEDICAL CENTER-ARKADELPHIA (041321),2014,Critical Access,Voluntary non-profit - Private,25.0,34.122802,-93.08797,AR,1.2,41.1,6.8,,0.8,0.9
198,ASHLEY COUNTY MEDICAL CENTER (041323),2014,Critical Access,Voluntary non-profit - Private,34.0,33.137206,-91.93878,AR,21.6,47.5,5.9,1.9,,15.3
199,CHICOT MEMORIAL MEDICAL CENTER (041328),2014,Critical Access,Voluntary non-profit - Private,25.0,33.305642,-91.290353,AR,46.7,,5.9,,,26.5
200,MERCY HOSPITAL BERRYVILLE (041329),2014,Critical Access,Voluntary non-profit - Private,25.0,36.358225,-93.551993,AR,0.7,,6.1,4.1,,0.0
201,ST ROSE HOSPITAL (050002),2014,Acute Care,Voluntary non-profit - Church,188.0,37.63291,-122.089742,CA,3.6,,2.5,7.9,1.0,3.2
202,ST JOSEPH HOSPITAL (050006),2014,Acute Care,Voluntary non-profit - Private,154.0,40.783103,-124.142039,CA,15.6,35.3,7.3,3.1,1.2,2.9
203,MILLS-PENINSULA MEDICAL CENTER (050007),2014,Acute Care,Voluntary non-profit - Private,321.0,37.594398,-122.383356,CA,4.6,38.7,16.7,4.5,0.2,0.8
204,CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP (050008),2014,Acute Care,Voluntary non-profit - Other,203.0,37.769114,-122.434696,CA,16.5,40.5,,,,0.0
205,QUEEN OF THE VALLEY MEDICAL CENTER (050009),2014,Acute Care,Voluntary non-profit - Church,172.0,38.323554,-122.295968,CA,5.8,27.7,13.8,5.2,1.2,0.2
206,ST HELENA HOSPITAL (050013),2014,Acute Care,Voluntary non-profit - Private,153.0,38.54196,-122.475344,CA,5.7,,8.0,3.1,,0.4
207,SUTTER AMADOR HOSPITAL (050014),2014,Acute Care,Voluntary non-profit - Private,50.0,38.349561,-120.765905,CA,5.2,40.6,8.9,3.8,,1.6
208,MERCY GENERAL HOSPITAL (050017),2014,Acute Care,Voluntary non-profit - Church,379.0,38.569385,-121.452482,CA,1.1,,,5.3,1.3,0.0
209,PACIFIC ALLIANCE MEDICAL CENTER (050018),2014,Acute Care,Proprietary,139.0,,,CA,13.7,,8.5,,,
210,RIVERSIDE COMMUNITY HOSPITAL (050022),2014,Acute Care,Government - State,415.0,33.975677,-117.380374,CA,15.0,,13.0,9.7,2.3,13.4
211,PARADISE VALLEY HOSPITAL (050024),2014,Acute Care,Proprietary,289.0,32.686336,-117.083243,CA,3.7,,,,1.4,0.0
212,UNIVERSITY OF CALIFORNIA SAN DIEGO MEDICAL CENTER (050025),2014,Acute Care,Voluntary non-profit - Other,630.0,32.753717,-117.165914,CA,9.7,36.3,9.3,5.7,3.3,0.2
213,GROSSMONT HOSPITAL (050026),2014,Acute Care,Government - Hospital District or Authority,545.0,32.779435,-117.009178,CA,5.2,38.7,,5.4,2.3,3.7
214,MAD RIVER COMMUNITY HOSPITAL (050028),2014,Acute Care,Proprietary,66.0,40.903309,-124.090847,CA,6.5,,5.1,,,8.3
215,OROVILLE HOSPITAL (050030),2014,Acute Care,Voluntary non-profit - Private,166.0,39.504535,-121.542106,CA,12.9,26.8,18.0,6.2,4.5,0.9
216,BAKERSFIELD MEMORIAL HOSPITAL (050036),2014,Acute Care,Voluntary non-profit - Private,396.0,35.390474,-119.006836,CA,2.4,,,11.3,1.7,0.0
217,SANTA CLARA VALLEY MEDICAL CENTER (050038),2014,Acute Care,Government - Local,684.0,37.313702,-121.931888,CA,21.4,36.9,5.1,1.7,2.5,2.6
218,ENLOE MEDICAL CENTER (050039),2014,Acute Care,Voluntary non-profit - Private,315.0,39.742284,-121.849128,CA,0.5,,,2.2,2.0,0.0
219,LAC/OLIVE VIEW-UCLA MEDICAL CENTER (050040),2014,Acute Care,Voluntary non-profit - Other,286.0,34.325912,-118.445513,CA,2.4,,,,,1.6
220,ST ELIZABETH COMMUNITY HOSPITAL (050042),2014,Acute Care,Voluntary non-profit - Church,65.0,40.148834,-122.218303,CA,5.2,42.1,5.1,0.0,3.8,3.6
221,ALTA BATES SUMMIT MEDICAL CENTER (050043),2014,Acute Care,Voluntary non-profit - Private,389.0,37.820784,-122.26328,CA,10.2,,5.7,4.5,2.3,0.2
222,EL CENTRO REGIONAL MEDICAL CENTER (050045),2014,Acute Care,Voluntary non-profit - Other,162.0,32.781498,-115.56862,CA,5.8,38.6,6.1,5.3,1.9,3.3
223,OJAI VALLEY COMMUNITY HOSPITAL (050046),2014,Acute Care,Voluntary non-profit - Private,103.0,,,CA,16.1,,8.6,,,0.0
224,CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP (050047),2014,Acute Care,Voluntary non-profit - Private,456.0,37.786152,-122.421544,CA,16.9,,4.6,5.3,0.2,0.3
225,SAN GORGONIO MEMORIAL HOSPITAL (050054),2014,Acute Care,Government - Hospital District or Authority,72.0,,,CA,7.5,,6.3,,1.2,
226,CALIFORNIA PACIFIC MEDICAL CTR - ST. LUKE'S CAMPUS (050055),2014,Acute Care,Voluntary non-profit - Church,186.0,37.74805,-122.420987,CA,3.0,,3.2,4.3,,0.0
227,ANTELOPE VALLEY HOSPITAL (050056),2014,Acute Care,Government - Hospital District or Authority,396.0,34.689371,-118.158476,CA,1.1,,,5.6,1.7,3.5
228,KAWEAH DELTA MEDICAL CENTER (050057),2014,Acute Care,Government - Hospital District or Authority,586.0,36.327415,-119.294172,CA,25.9,36.3,7.7,1.9,1.6,1.5
229,GLENDALE MEM HOSPITAL & HLTH CENTER (050058),2014,Acute Care,Voluntary non-profit - Private,276.0,34.127789,-118.257795,CA,6.1,36.4,6.9,5.0,2.3,0.3
230,COMMUNITY REGIONAL MEDICAL CENTER (050060),2014,Acute Care,Voluntary non-profit - Private,857.0,36.742583,-119.783023,CA,3.6,,10.5,2.9,2.3,0.6
231,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER (050063),2014,Acute Care,Proprietary,434.0,34.096116,-118.291753,CA,12.3,,3.1,7.1,4.0,7.1
232,OAK VALLEY DISTRICT HOSPITAL (050067),2014,Acute Care,Government - Hospital District or Authority,150.0,37.758098,-120.860363,CA,1.0,,6.5,,,0.0
233,ST JOSEPH HOSPITAL (050069),2014,Acute Care,Voluntary non-profit - Church,426.0,33.782399,-117.866093,CA,11.1,30.5,7.5,6.7,0.4,0.0
234,SCRIPPS MERCY HOSPITAL (050077),2014,Acute Care,Voluntary non-profit - Private,547.0,32.751211,-117.161024,CA,4.4,27.4,6.1,5.9,4.2,1.2
235,PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO (050078),2014,Acute Care,Voluntary non-profit - Private,336.0,33.737928,-118.305005,CA,5.5,42.9,12.0,7.4,1.5,1.6
236,DOCTORS MEDICAL CENTER - SAN PABLO (050079),2014,Acute Care,Government - Hospital District or Authority,176.0,,,CA,4.6,,6.0,1.6,1.5,0.0
237,ST JOHNS REGIONAL MEDICAL CENTER (050082),2014,Acute Care,Voluntary non-profit - Private,299.0,34.216555,-119.158351,CA,0.5,,,9.0,1.9,0.0
238,ST JOSEPHS MEDICAL CENTER OF STOCKTON (050084),2014,Acute Care,Voluntary non-profit - Church,354.0,37.970737,-121.289251,CA,2.6,38.2,6.5,2.0,2.5,2.0
239,COMMUNITY HOSPITAL OF SAN BERNARDINO (050089),2014,Acute Care,Voluntary non-profit - Private,421.0,34.131238,-117.322559,CA,12.2,,4.8,,,
240,SONOMA VALLEY HOSPITAL (050090),2014,Acute Care,Government - Hospital District or Authority,78.0,38.288564,-122.46585,CA,8.3,39.7,5.3,2.2,,0.0
241,COMMUNITY HOSPITAL OF HUNTINGTON PARK (050091),2014,Acute Care,Proprietary,81.0,33.989182,-118.22419,CA,2.5,,,,,
242,SAINT AGNES MEDICAL CENTER (050093),2014,Acute Care,Voluntary non-profit - Church,414.0,36.837102,-119.765878,CA,3.7,36.6,9.9,5.4,1.5,0.0
243,SAN ANTONIO COMMUNITY HOSPITAL (050099),2014,Acute Care,Voluntary non-profit - Other,316.0,34.101079,-117.636862,CA,14.3,34.3,12.1,9.0,1.6,1.1
244,SHARP MEMORIAL HOSPITAL (050100),2014,Acute Care,Voluntary non-profit - Other,860.0,32.800255,-117.154133,CA,1.1,,7.8,4.9,3.5,4.8
245,SUTTER SOLANO MEDICAL CENTER (050101),2014,Acute Care,Voluntary non-profit - Private,104.0,38.130893,-122.238105,CA,6.6,,5.9,3.9,5.2,0.7
246,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER (050102),2014,Acute Care,Voluntary non-profit - Private,191.0,33.925697,-117.440052,CA,14.8,,6.5,,,15.8
247,WHITE MEMORIAL MEDICAL CENTER (050103),2014,Acute Care,Voluntary non-profit - Church,352.0,,,CA,23.2,28.1,9.4,5.8,1.5,0.5
248,SAINT FRANCIS MEDICAL CENTER (050104),2014,Acute Care,Voluntary non-profit - Church,372.0,33.931016,-118.203834,CA,16.1,,6.0,3.7,,0.7
249,MARIAN REGIONAL MEDICAL CENTER (050107),2014,Acute Care,Voluntary non-profit - Church,345.0,34.952117,-120.412494,CA,8.9,31.9,7.8,6.6,0.9,1.2
250,SUTTER GENERAL HOSPITAL (050108),2014,Acute Care,Voluntary non-profit - Private,595.0,38.570258,-121.469682,CA,0.3,,,4.5,2.0,1.2
251,LOMPOC VALLEY MEDICAL CENTER (050110),2014,Acute Care,Government - Hospital District or Authority,170.0,34.640639,-120.439899,CA,40.4,35.8,5.8,6.0,,2.4
252,SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL (050112),2014,Acute Care,Government - State,275.0,34.027776,-118.486315,CA,39.9,33.0,,,,13.0
253,SAN MATEO MEDICAL CENTER (050113),2014,Acute Care,Government - Local,421.0,37.530116,-122.299406,CA,5.7,,9.1,1.7,0.0,6.8
254,PALOMAR HEALTH DOWNTOWN CAMPUS (050115),2014,Acute Care,Government - Hospital District or Authority,405.0,33.125937,-117.076186,CA,1.1,,,4.6,3.7,0.0
255,NORTHRIDGE HOSPITAL MEDICAL CENTER (050116),2014,Acute Care,Voluntary non-profit - Private,406.0,34.220789,-118.533216,CA,1.5,,2.2,7.5,5.3,2.2
256,DOCTORS HOSPITAL OF MANTECA (050118),2014,Acute Care,Proprietary,73.0,37.801087,-121.19691,CA,8.7,39.8,5.6,8.8,,0.0
257,ADVENTIST MEDICAL CENTER (050121),2014,Acute Care,Voluntary non-profit - Church,222.0,36.323877,-119.669005,CA,28.8,33.1,16.0,,2.5,35.5
258,DAMERON HOSPITAL (050122),2014,Acute Care,Voluntary non-profit - Other,186.0,37.961201,-121.300691,CA,0.0,,,3.1,,0.0
259,USC VERDUGO HILLS HOSPITAL (050124),2014,Acute Care,Voluntary non-profit - Private,176.0,34.205614,-118.216048,CA,5.2,30.4,3.1,,,0.0
260,REGIONAL MEDICAL CENTER OF SAN JOSE (050125),2014,Acute Care,Voluntary non-profit - Church,247.0,37.363787,-121.848823,CA,1.7,,3.8,4.0,0.8,0.0
261,VALLEY PRESBYTERIAN HOSPITAL (050126),2014,Acute Care,Voluntary non-profit - Other,350.0,34.193917,-118.463271,CA,5.9,,,4.1,2.1,0.0
262,WOODLAND MEMORIAL HOSPITAL (050127),2014,Acute Care,Voluntary non-profit - Other,107.0,38.664344,-121.793403,CA,6.3,,,6.3,,0.0
263,TRI-CITY MEDICAL CENTER (050128),2014,Acute Care,Government - Hospital District or Authority,335.0,33.183783,-117.290918,CA,5.1,33.3,6.2,3.6,1.0,0.0
264,ST BERNARDINE MEDICAL CENTER (050129),2014,Acute Care,Voluntary non-profit - Private,324.0,34.134331,-117.27876,CA,16.1,,11.3,6.4,1.8,22.4
265,NOVATO COMMUNITY HOSPITAL (050131),2014,Acute Care,Voluntary non-profit - Other,47.0,38.098077,-122.55966,CA,4.7,29.8,6.1,,1.3,2.3
266,SAN GABRIEL VALLEY MEDICAL CENTER (050132),2014,Acute Care,Physician,272.0,34.102461,-118.105572,CA,5.5,,11.4,,,1.1
267,RIDEOUT MEMORIAL HOSPITAL (050133),2014,Acute Care,Voluntary non-profit - Private,235.0,39.138832,-121.593622,CA,2.8,44.7,21.6,1.8,3.1,0.5
268,PETALUMA VALLEY HOSPITAL (050136),2014,Acute Care,Voluntary non-profit - Other,80.0,38.253183,-122.63286,CA,1.9,,14.8,,,0.0
269,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA (050145),2014,Acute Care,Voluntary non-profit - Private,278.0,,,CA,2.8,36.7,4.7,3.1,0.3,0.0
270,CALIFORNIA HOSPITAL MEDICAL CENTER LA (050149),2014,Acute Care,Voluntary non-profit - Other,312.0,34.037212,-118.265363,CA,4.4,,5.9,5.7,5.3,1.8
271,SIERRA NEVADA MEMORIAL HOSPITAL (050150),2014,Acute Care,Voluntary non-profit - Other,108.0,39.228949,-121.047264,CA,15.0,37.9,5.8,3.0,2.2,6.5
272,SAINT FRANCIS MEMORIAL HOSPITAL (050152),2014,Acute Care,Voluntary non-profit - Private,202.0,37.789561,-122.417112,CA,3.9,,9.7,3.6,,1.0
273,O'CONNOR HOSPITAL (050153),2014,Acute Care,Voluntary non-profit - Church,348.0,,,CA,1.8,33.3,6.4,4.5,1.8,0.0
274,ENCINO HOSPITAL MEDICAL CENTER (050158),2014,Acute Care,Proprietary,139.0,34.156826,-118.486948,CA,1.3,,,,,
275,VENTURA COUNTY MEDICAL CENTER (050159),2014,Acute Care,Government - Local,269.0,34.279055,-119.254355,CA,16.7,,5.6,6.8,,2.8
276,SAN JOAQUIN GENERAL HOSPITAL (050167),2014,Acute Care,Government - Local,187.0,37.886492,-121.282061,CA,1.9,,8.9,3.6,,1.3
277,ST JUDE MEDICAL CENTER (050168),2014,Acute Care,Voluntary non-profit - Church,336.0,33.893503,-117.927952,CA,40.2,25.5,5.0,5.3,1.6,2.0
278,PRESBYTERIAN INTERCOMMUNITY HOSPITAL (050169),2014,Acute Care,Voluntary non-profit - Private,431.0,33.967433,-118.048143,CA,36.9,37.4,10.7,4.4,0.9,1.1
279,SANTA ROSA MEMORIAL HOSPITAL (050174),2014,Acute Care,Voluntary non-profit - Private,280.0,38.442954,-122.701112,CA,2.6,,,3.1,1.8,2.1
280,EMANUEL MEDICAL CENTER INC (050179),2014,Acute Care,Voluntary non-profit - Church,1288.0,37.510487,-120.837491,CA,1.3,,5.5,2.0,2.3,0.0
281,JOHN MUIR MEDICAL CENTER - WALNUT CREEK CAMPUS (050180),2014,Acute Care,Voluntary non-profit - Other,473.0,37.914297,-122.042071,CA,5.8,40.7,6.8,6.6,2.9,0.0
282,GEORGE L MEE MEMORIAL HOSPITAL (050189),2014,Acute Care,Voluntary non-profit - Other,89.0,36.206819,-121.132137,CA,3.5,,4.6,,,0.0
283,ST MARY MEDICAL CENTER (050191),2014,Acute Care,Voluntary non-profit - Church,304.0,33.779954,-118.186683,CA,8.7,,8.7,6.2,1.9,10.5
284,ADVENTIST MEDICAL CENTER - REEDLEY (050192),2014,Acute Care,Voluntary non-profit - Private,49.0,36.607812,-119.451695,CA,23.2,,7.6,,,
285,WATSONVILLE COMMUNITY HOSPITAL (050194),2014,Acute Care,Proprietary,106.0,36.92828,-121.793721,CA,4.2,,3.6,0.0,0.3,1.8
286,WASHINGTON HOSPITAL (050195),2014,Acute Care,Government - Hospital District or Authority,320.0,37.557653,-121.98087,CA,4.9,,7.9,7.5,1.1,5.1
287,SEQUOIA HOSPITAL (050197),2014,Acute Care,Voluntary non-profit - Private,219.0,37.480987,-122.253223,CA,6.9,,5.9,,1.4,1.4
288,PALMDALE REGIONAL MEDICAL CENTER (050204),2014,Acute Care,Proprietary,170.0,34.585688,-118.14364,CA,1.7,,,,,1.1
289,EAST VALLEY HOSPITAL MEDICAL CENTER (050205),2014,Acute Care,Proprietary,128.0,34.128685,-117.865193,CA,,,,,11.4,
290,ALAMEDA HOSPITAL (050211),2014,Acute Care,Government - Hospital District or Authority,231.0,37.76323,-122.253541,CA,4.6,,11.3,1.2,1.0,0.0
291,SHARP CHULA VISTA MEDICAL CENTER (050222),2014,Acute Care,Proprietary,370.0,32.618448,-117.02399,CA,0.7,,,3.7,1.2,4.0
292,HOAG MEMORIAL HOSPITAL PRESBYTERIAN (050224),2014,Acute Care,Voluntary non-profit - Private,468.0,,,CA,11.8,35.5,7.6,8.3,1.1,6.2
293,FEATHER RIVER HOSPITAL (050225),2014,Acute Care,Voluntary non-profit - Church,100.0,39.756161,-121.572305,CA,14.1,30.8,13.8,5.0,1.7,4.5
294,AHMC ANAHEIM REGIONAL MEDICAL CENTER (050226),2014,Acute Care,Voluntary non-profit - Private,223.0,33.847138,-117.933934,CA,9.0,,9.7,,1.1,0.5
295,SAN FRANCISCO GENERAL HOSPITAL (050228),2014,Acute Care,Government - Local,422.0,37.756171,-122.406608,CA,10.2,,4.7,,5.9,0.2
296,GARDEN GROVE HOSPITAL & MEDICAL CENTER (050230),2014,Acute Care,Proprietary,160.0,33.774471,-117.913645,CA,20.7,,,,,
297,POMONA VALLEY HOSPITAL MEDICAL CENTER (050231),2014,Acute Care,Voluntary non-profit - Private,399.0,34.077639,-117.752329,CA,9.2,27.7,4.7,7.2,0.5,0.0
298,FRENCH HOSPITAL MEDICAL CENTER (050232),2014,Acute Care,Voluntary non-profit - Other,103.0,35.278663,-120.650212,CA,22.4,,7.8,,1.8,10.2
299,SHARP CORONADO HOSPITAL AND HLTHCR CTR (050234),2014,Acute Care,Voluntary non-profit - Other,185.0,32.694257,-117.167947,CA,7.4,,10.4,,,0.0
300,PROVIDENCE SAINT JOSEPH MEDICAL CTR (050235),2014,Acute Care,Voluntary non-profit - Church,361.0,34.157643,-118.327841,CA,8.8,30.0,11.3,6.0,2.1,5.7
301,SIMI VALLEY HOSPITAL & HEALTH CARE SERVICES (050236),2014,Acute Care,Voluntary non-profit - Church,144.0,34.288837,-118.74396,CA,14.7,30.2,11.2,,0.5,0.0
302,METHODIST HOSPITAL OF SOUTHERN CA (050238),2014,Acute Care,Voluntary non-profit - Private,404.0,34.134862,-118.042446,CA,0.2,,10.4,6.6,2.4,0.0
303,GLENDALE ADVENTIST MEDICAL CENTER (050239),2014,Acute Care,Voluntary non-profit - Private,460.0,34.149161,-118.230354,CA,20.4,36.9,10.1,7.1,4.0,0.5
304,DOMINICAN HOSPITAL (050242),2014,Acute Care,Voluntary non-profit - Church,234.0,36.988341,-121.983818,CA,2.2,,,5.6,1.0,0.0
305,DESERT REGIONAL MEDICAL CENTER (050243),2014,Acute Care,Proprietary,364.0,33.838861,-116.545598,CA,7.2,44.4,13.5,7.5,2.0,0.3
306,ARROWHEAD REGIONAL MEDICAL CENTER (050245),2014,Acute Care,Government - Local,454.0,34.072884,-117.352833,CA,4.5,,5.2,3.4,,0.4
307,NATIVIDAD MEDICAL CENTER (050248),2014,Acute Care,Government - Hospital District or Authority,172.0,36.695472,-121.63124,CA,8.8,,11.3,3.0,,
308,MARSHALL MEDICAL CENTER (1-RH) (050254),2014,Acute Care,Voluntary non-profit - Other,114.0,38.724483,-120.790643,CA,13.4,38.6,6.1,5.6,0.8,1.1
309,SIERRA VIEW DISTRICT HOSPITAL (050261),2014,Acute Care,Voluntary non-profit - Private,163.0,36.069573,-119.027274,CA,24.0,28.6,9.0,,2.2,32.9
310,RONALD REAGAN UCLA MEDICAL CENTER (050262),2014,Acute Care,Government - State,454.0,34.063939,-118.445411,CA,72.0,27.1,5.4,5.1,2.2,3.9
311,REDLANDS COMMUNITY HOSPITAL (050272),2014,Acute Care,Government - Federal,227.0,34.038404,-117.206414,CA,8.2,,6.5,2.9,1.1,0.0
312,CONTRA COSTA REGIONAL MEDICAL CENTER (050276),2014,Acute Care,Government - Local,150.0,38.006467,-122.130891,CA,6.0,,4.8,1.4,,3.7
313,PACIFIC HOSPITAL OF LONG BEACH (050277),2014,Acute Care,Proprietary,157.0,,,CA,3.5,,3.5,,6.3,3.8
314,PROVIDENCE HOLY CROSS MEDICAL CENTER (050278),2014,Acute Care,Voluntary non-profit - Church,374.0,34.279013,-118.459485,CA,4.9,34.6,7.8,6.7,3.6,3.9
315,HI-DESERT MEDICAL CENTER (050279),2014,Acute Care,Government - Hospital District or Authority,178.0,34.132676,-116.276709,CA,3.1,,7.6,,,6.3
316,MERCY MEDICAL CENTER REDDING (050280),2014,Acute Care,Voluntary non-profit - Private,266.0,,,CA,0.6,,,3.7,3.3,0.7
317,ALHAMBRA HOSPITAL MEDICAL CENTER (050281),2014,Acute Care,Proprietary,144.0,34.090156,-118.145017,CA,13.9,,,,,
318,VALLEYCARE MEDICAL CENTER (050283),2014,Acute Care,Voluntary non-profit - Private,211.0,37.692133,-121.880027,CA,11.9,34.8,8.8,5.1,1.9,0.0
319,SETON MEDICAL CENTER (050289),2014,Acute Care,Voluntary non-profit - Church,443.0,37.680315,-122.47291,CA,20.1,43.2,6.8,4.7,1.6,5.4
320,PROVIDENCE SAINT JOHN'S HEALTH CENTER (050290),2014,Acute Care,Voluntary non-profit - Private,260.0,34.03007,-118.478305,CA,4.2,29.4,7.3,8.0,,2.3
321,SUTTER MEDICAL CENTER OF SANTA ROSA (050291),2014,Acute Care,Voluntary non-profit - Other,92.0,38.496306,-122.750707,CA,2.9,,,,,1.9
322,RIVERSIDE COUNTY REGIONAL MEDICAL CENTER (050292),2014,Acute Care,Government - Local,400.0,33.910054,-117.195824,CA,13.0,,5.8,,,15.4
323,MERCY HOSPITAL (050295),2014,Acute Care,Voluntary non-profit - Other,226.0,35.373323,-119.027386,CA,3.1,,6.9,,4.3,3.2
324,HAZEL HAWKINS MEMORIAL HOSPITAL (050296),2014,Acute Care,Government - Hospital District or Authority,168.0,36.835122,-121.38662,CA,45.7,,6.7,,,1.6
325,BARSTOW COMMUNITY HOSPITAL (050298),2014,Acute Care,Proprietary,33.0,34.893696,-117.0166,CA,6.4,,14.0,,,6.3
326,ST MARY MEDICAL CENTER (050300),2014,Acute Care,Voluntary non-profit - Private,210.0,34.542046,-117.265602,CA,3.5,,5.3,3.9,0.5,4.7
