,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,Abdomen CT Use of Contrast Material (OP-10),MRI Lumbar Spine for Low Back Pain (OP-8),Mammography Follow-up Rates (OP-9),Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery (OP-13),Outpatients with brain CT scans who got a sinus CT scan at the same time (OP-14),Thorax CT Use of Contrast Material (OP-11)
167,RED BAY HOSPITAL (011302),2018,Critical Access,Government - Hospital District or Authority,25.0,34.457425,-88.146934,AL,4.7,,10.8,,,
168,CHOCTAW GENERAL HOSPITAL (011304),2018,Critical Access,Voluntary non-profit - Private,25.0,,,AL,3.3,,,,,0.0
169,CHOCTAW GENERAL HOSPITAL (011304),2018,Critical Access,Voluntary non-profit - Private,25.0,,,AL,3.3,,,,,0.0
170,ST VINCENTS BLOUNT (011305),2018,Critical Access,Voluntary non-profit - Private,25.0,33.932537,-86.493059,AL,7.9,,7.8,,,
171,ST VINCENTS BLOUNT (011305),2018,Critical Access,Voluntary non-profit - Private,25.0,33.932537,-86.493059,AL,7.9,,7.8,,,
172,PROVIDENCE ALASKA MEDICAL CENTER (020001),2018,Acute Care,Voluntary non-profit - Church,394.0,61.189798,-149.817622,AK,3.0,,4.1,,0.0,0.0
173,PROVIDENCE ALASKA MEDICAL CENTER (020001),2018,Acute Care,Voluntary non-profit - Church,394.0,61.189798,-149.817622,AK,3.0,,4.1,,0.0,0.0
174,MAT-SU REGIONAL MEDICAL CENTER (020006),2018,Acute Care,Voluntary non-profit - Private,90.0,61.561217,-149.258718,AK,8.8,,12.8,,0.7,0.3
175,MAT-SU REGIONAL MEDICAL CENTER (020006),2018,Acute Care,Voluntary non-profit - Private,90.0,61.561217,-149.258718,AK,8.8,,12.8,,0.7,0.3
176,BARTLETT REGIONAL HOSPITAL (020008),2018,Acute Care,Government - Local,58.0,58.328696,-134.466829,AK,5.2,,7.5,4.3,,0.0
177,BARTLETT REGIONAL HOSPITAL (020008),2018,Acute Care,Government - Local,58.0,58.328696,-134.466829,AK,5.2,,7.5,4.3,,0.0
178,FAIRBANKS MEMORIAL HOSPITAL (020012),2018,Acute Care,Voluntary non-profit - Other,213.0,64.831407,-147.736254,AK,3.2,50.0,5.2,2.7,0.5,1.1
179,FAIRBANKS MEMORIAL HOSPITAL (020012),2018,Acute Care,Voluntary non-profit - Other,213.0,64.831407,-147.736254,AK,3.2,50.0,5.2,2.7,0.5,1.1
180,ALASKA REGIONAL HOSPITAL (020017),2018,Acute Care,Proprietary,169.0,61.20979,-149.827379,AK,4.9,,7.5,,,2.9
181,ALASKA REGIONAL HOSPITAL (020017),2018,Acute Care,Proprietary,169.0,61.20979,-149.827379,AK,4.9,,7.5,,,2.9
182,CENTRAL PENINSULA GENERAL HOSPITAL (020024),2018,Acute Care,Voluntary non-profit - Other,186.0,60.493865,-151.077658,AK,10.9,47.3,7.6,3.5,1.2,0.0
183,CENTRAL PENINSULA GENERAL HOSPITAL (020024),2018,Acute Care,Voluntary non-profit - Other,186.0,60.493865,-151.077658,AK,10.9,47.3,7.6,3.5,1.2,0.0
184,SITKA COMMUNITY HOSPITAL (021303),2018,Critical Access,Government - Local,26.0,,,AK,,,1.0,,,
185,SITKA COMMUNITY HOSPITAL (021303),2018,Critical Access,Government - Local,26.0,,,AK,,,1.0,,,
186,PROVIDENCE KODIAK ISLAND MEDICAL CTR (021306),2018,Critical Access,Voluntary non-profit - Church,46.0,57.800835,-152.373943,AK,,,15.3,,0.0,
187,PROVIDENCE KODIAK ISLAND MEDICAL CTR (021306),2018,Critical Access,Voluntary non-profit - Church,46.0,57.800835,-152.373943,AK,,,15.3,,0.0,
188,KETCHIKAN MEDICAL CENTER (021311),2018,Critical Access,Voluntary non-profit - Church,51.0,55.352717,-131.686049,AK,5.8,,7.4,,1.2,1.0
189,PEACEHEALTH KETCHIKAN MEDICAL CENTER (021311),2018,Critical Access,Voluntary non-profit - Church,51.0,55.352717,-131.686049,AK,5.8,,7.4,,1.2,1.0
190,SOUTH PENINSULA HOSPITAL (021313),2018,Critical Access,Voluntary non-profit - Private,49.0,59.652133,-151.550296,AK,6.7,51.1,7.4,,0.7,0.0
191,SOUTH PENINSULA HOSPITAL (021313),2018,Critical Access,Voluntary non-profit - Private,49.0,59.652133,-151.550296,AK,6.7,51.1,7.4,,0.7,0.0
192,BANNER - UNIVERSITY MEDICAL CENTER PHOENIX (030002),2018,Acute Care,Voluntary non-profit - Other,706.0,33.465724,-112.058127,AZ,16.5,,10.4,6.9,1.0,0.5
193,BANNER - UNIVERSITY MEDICAL CENTER PHOENIX (030002),2018,Acute Care,Voluntary non-profit - Other,706.0,33.465724,-112.058127,AZ,16.5,,10.4,6.9,1.0,0.5
194,TUCSON MEDICAL CENTER (030006),2018,Acute Care,Voluntary non-profit - Private,520.0,32.250749,-110.880169,AZ,0.7,,10.2,4.1,2.9,0.7
195,TUCSON MEDICAL CENTER (030006),2018,Acute Care,Voluntary non-profit - Private,520.0,32.250749,-110.880169,AZ,0.7,,10.2,4.1,2.9,0.7
196,VERDE VALLEY MEDICAL CENTER (030007),2018,Acute Care,Voluntary non-profit - Private,102.0,34.736201,-112.031784,AZ,7.5,35.0,6.9,2.1,1.2,0.0
197,VERDE VALLEY MEDICAL CENTER (030007),2018,Acute Care,Voluntary non-profit - Private,102.0,34.736201,-112.031784,AZ,7.5,35.0,6.9,2.1,1.2,0.0
198,ST. MARY'S HOSPITAL (030010),2018,Acute Care,Voluntary non-profit - Private,398.0,32.228923,-111.000032,AZ,10.7,,4.3,5.1,0.5,3.2
199,ST. MARY'S HOSPITAL (030010),2018,Acute Care,Voluntary non-profit - Private,398.0,32.228923,-111.000032,AZ,10.7,,4.3,5.1,0.5,3.2
200,ST JOSEPH'S HOSPITAL (030011),2018,Acute Care,Voluntary non-profit - Other,474.0,32.225946,-110.857838,AZ,0.3,,,3.3,,0.5
201,ST JOSEPH'S HOSPITAL (030011),2018,Acute Care,Voluntary non-profit - Other,474.0,32.225946,-110.857838,AZ,0.3,,,3.3,,0.5
202,YAVAPAI REGIONAL MEDICAL CENTER (030012),2018,Acute Care,Government - Local,179.0,34.55938,-112.482065,AZ,18.3,34.1,11.0,3.9,1.1,6.3
203,YAVAPAI REGIONAL MEDICAL CENTER (030012),2018,Acute Care,Government - Local,179.0,34.55938,-112.482065,AZ,18.3,34.1,11.0,3.9,1.1,6.3
204,YUMA REGIONAL MEDICAL CENTER (030013),2018,Acute Care,Voluntary non-profit - Private,397.0,32.683899,-114.633238,AZ,10.3,51.6,7.1,4.8,0.8,6.6
205,YUMA REGIONAL MEDICAL CENTER (030013),2018,Acute Care,Voluntary non-profit - Private,397.0,32.683899,-114.633238,AZ,10.3,51.6,7.1,4.8,0.8,6.6
206,JOHN C. LINCOLN NORTH MOUNTAIN HOSPITAL (030014),2018,Acute Care,Voluntary non-profit - Private,258.0,33.567754,-112.07063,AZ,8.3,44.3,8.8,3.8,1.5,1.6
207,JOHN C. LINCOLN NORTH MOUNTAIN HOSPITAL (030014),2018,Acute Care,Voluntary non-profit - Private,258.0,33.567754,-112.07063,AZ,8.3,44.3,8.8,3.8,1.5,1.6
208,BANNER CASA GRANDE MEDICAL CENTER (030016),2018,Acute Care,Voluntary non-profit - Other,156.0,32.879608,-111.709253,AZ,9.8,42.4,6.6,2.0,1.6,4.2
209,BANNER CASA GRANDE MEDICAL CENTER (030016),2018,Acute Care,Voluntary non-profit - Other,156.0,32.879608,-111.709253,AZ,9.8,42.4,6.6,2.0,1.6,4.2
210,MARICOPA MEDICAL CENTER (030022),2018,Acute Care,Government - Local,570.0,33.458525,-112.02643,AZ,5.9,,10.7,,1.2,0.0
211,MARICOPA MEDICAL CENTER (030022),2018,Acute Care,Government - Local,570.0,33.458525,-112.02643,AZ,5.9,,10.7,,1.2,0.0
212,FLAGSTAFF MEDICAL CENTER (030023),2018,Acute Care,Voluntary non-profit - Private,267.0,35.209534,-111.644835,AZ,0.8,,,0.5,0.2,1.3
213,FLAGSTAFF MEDICAL CENTER (030023),2018,Acute Care,Voluntary non-profit - Private,267.0,35.209534,-111.644835,AZ,0.8,,,0.5,0.2,1.3
214,ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER (030024),2018,Acute Care,Voluntary non-profit - Church,560.0,33.480294,-112.079208,AZ,3.3,45.2,21.4,12.5,1.0,0.1
215,ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER (030024),2018,Acute Care,Voluntary non-profit - Church,560.0,33.480294,-112.079208,AZ,3.3,45.2,21.4,12.5,1.0,0.1
216,ABRAZO CENTRAL CAMPUS (030030),2018,Acute Care,Proprietary,186.0,33.524116,-112.101934,AZ,3.3,,6.2,0.0,0.0,0.0
217,ABRAZO CENTRAL CAMPUS (030030),2018,Acute Care,Proprietary,186.0,33.524116,-112.101934,AZ,3.3,,6.2,0.0,0.0,0.0
218,BANNER PAYSON MEDICAL CENTER (030033),2018,Acute Care,Voluntary non-profit - Other,36.0,,,AZ,10.7,32.8,3.2,,1.4,2.8
219,BANNER PAYSON MEDICAL CENTER (030033),2018,Acute Care,Voluntary non-profit - Other,36.0,,,AZ,10.7,32.8,3.2,,1.4,2.8
220,CHANDLER REGIONAL MEDICAL CENTER (030036),2018,Acute Care,Voluntary non-profit - Other,318.0,33.298691,-111.873508,AZ,1.4,,12.3,3.7,0.7,0.7
221,CHANDLER REGIONAL MEDICAL CENTER (030036),2018,Acute Care,Voluntary non-profit - Other,318.0,33.298691,-111.873508,AZ,1.4,,12.3,3.7,0.7,0.7
222,ST LUKE'S MEDICAL CENTER (030037),2018,Acute Care,Proprietary,209.0,33.451436,-112.042767,AZ,0.0,,,,,
223,ST LUKE'S MEDICAL CENTER (030037),2018,Acute Care,Proprietary,209.0,33.451436,-112.042767,AZ,0.0,,,,,
224,SCOTTSDALE OSBORN MEDICAL CENTER (030038),2018,Acute Care,Proprietary,360.0,33.487639,-111.922725,AZ,0.5,,,7.7,1.1,1.2
225,SCOTTSDALE OSBORN MEDICAL CENTER (030038),2018,Acute Care,Proprietary,360.0,33.487639,-111.922725,AZ,0.5,,,7.7,1.1,1.2
226,CANYON VISTA MEDICAL CENTER (030043),2018,Acute Care,Voluntary non-profit - Other,92.0,31.554635,-110.230726,AZ,11.8,37.3,7.7,1.8,1.8,12.5
227,CANYON VISTA MEDICAL CENTER (030043),2018,Acute Care,Voluntary non-profit - Other,92.0,31.554635,-110.230726,AZ,11.8,37.3,7.7,1.8,1.8,12.5
228,KINGMAN REGIONAL MEDICAL CENTER (030055),2018,Acute Care,Government - Hospital District or Authority,221.0,35.219907,-114.035813,AZ,14.3,34.2,8.0,5.4,0.8,7.6
229,KINGMAN REGIONAL MEDICAL CENTER (030055),2018,Acute Care,Government - Hospital District or Authority,221.0,35.219907,-114.035813,AZ,14.3,34.2,8.0,5.4,0.8,7.6
230,BANNER BOSWELL MEDICAL CENTER (030061),2018,Acute Care,Voluntary non-profit - Other,508.0,33.604798,-112.282538,AZ,4.4,,7.0,2.8,0.8,1.2
231,BANNER BOSWELL MEDICAL CENTER (030061),2018,Acute Care,Voluntary non-profit - Other,508.0,33.604798,-112.282538,AZ,4.4,,7.0,2.8,0.8,1.2
232,SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER (030062),2018,Acute Care,Voluntary non-profit - Private,91.0,34.201967,-110.01839,AZ,9.5,32.2,6.3,5.0,0.8,4.4
233,SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER (030062),2018,Acute Care,Voluntary non-profit - Private,91.0,34.201967,-110.01839,AZ,9.5,32.2,6.3,5.0,0.8,4.4
234,BANNER - UNIVERSITY MEDICAL CENTER TUCSON CAMPUS (030064),2018,Acute Care,Voluntary non-profit - Private,511.0,32.242362,-110.944092,AZ,2.1,48.9,3.6,5.2,2.7,0.0
235,BANNER - UNIVERSITY MEDICAL CENTER TUCSON CAMPUS (030064),2018,Acute Care,Voluntary non-profit - Private,511.0,32.242362,-110.944092,AZ,2.1,48.9,3.6,5.2,2.7,0.0
236,BANNER DESERT MEDICAL CENTER (030065),2018,Acute Care,Voluntary non-profit - Private,632.0,33.39091,-111.874624,AZ,2.1,,,,1.5,0.9
237,BANNER DESERT MEDICAL CENTER (030065),2018,Acute Care,Voluntary non-profit - Private,632.0,33.39091,-111.874624,AZ,2.1,,,,1.5,0.9
238,MT. GRAHAM REGIONAL MEDICAL CENTER (030068),2018,Acute Care,Government - Hospital District or Authority,45.0,32.821883,-109.732994,AZ,5.0,44.0,6.7,4.1,0.7,0.8
239,MT. GRAHAM REGIONAL MEDICAL CENTER (030068),2018,Acute Care,Government - Hospital District or Authority,45.0,32.821883,-109.732994,AZ,5.0,44.0,6.7,4.1,0.7,0.8
240,HAVASU REGIONAL MEDICAL CENTER (030069),2018,Acute Care,Proprietary,169.0,34.47998,-114.338537,AZ,12.6,32.5,5.4,2.0,1.1,5.5
241,HAVASU REGIONAL MEDICAL CENTER (030069),2018,Acute Care,Proprietary,169.0,34.47998,-114.338537,AZ,12.6,32.5,5.4,2.0,1.1,5.5
242,ABRAZO SCOTTSDALE CAMPUS (030083),2018,Acute Care,Proprietary,129.0,33.640603,-111.997692,AZ,0.5,,,,,0.0
243,ABRAZO SCOTTSDALE CAMPUS (030083),2018,Acute Care,Proprietary,129.0,33.640603,-111.997692,AZ,0.5,,,,,0.0
244,NORTHWEST MEDICAL CENTER (030085),2018,Acute Care,Proprietary,283.0,32.319581,-111.012054,AZ,4.2,,5.6,5.9,1.1,3.1
245,NORTHWEST MEDICAL CENTER (030085),2018,Acute Care,Proprietary,283.0,32.319581,-111.012054,AZ,4.2,,5.6,5.9,1.1,3.1
246,SCOTTSDALE SHEA MEDICAL CENTER (030087),2018,Acute Care,Proprietary,426.0,33.582467,-111.886032,AZ,0.4,,,7.3,0.9,0.5
247,SCOTTSDALE SHEA MEDICAL CENTER (030087),2018,Acute Care,Proprietary,426.0,33.582467,-111.886032,AZ,0.4,,,7.3,0.9,0.5
248,BANNER BAYWOOD MEDICAL CENTER (030088),2018,Acute Care,Voluntary non-profit - Private,340.0,33.410465,-111.688045,AZ,1.6,,8.9,3.3,0.9,0.2
249,BANNER BAYWOOD MEDICAL CENTER (030088),2018,Acute Care,Voluntary non-profit - Private,340.0,33.410465,-111.688045,AZ,1.6,,8.9,3.3,0.9,0.2
250,BANNER THUNDERBIRD MEDICAL CENTER (030089),2018,Acute Care,Government - Hospital District or Authority,566.0,33.610731,-112.178698,AZ,1.8,,5.3,3.0,0.9,0.9
251,BANNER THUNDERBIRD MEDICAL CENTER (030089),2018,Acute Care,Government - Hospital District or Authority,566.0,33.610731,-112.178698,AZ,1.8,,5.3,3.0,0.9,0.9
252,HONORHEALTH DEER VALLEY MEDICAL CENTER (030092),2018,Acute Care,Voluntary non-profit - Private,201.0,33.666425,-112.117188,AZ,3.5,,10.5,7.3,1.5,1.0
253,HONORHEALTH DEER VALLEY MEDICAL CENTER (030092),2018,Acute Care,Voluntary non-profit - Private,201.0,33.666425,-112.117188,AZ,3.5,,10.5,7.3,1.5,1.0
254,BANNER DEL E. WEBB MEDICAL CENTER (030093),2018,Acute Care,Voluntary non-profit - Private,390.0,33.658307,-112.371939,AZ,4.0,,5.6,2.7,1.1,2.3
255,BANNER DEL E. WEBB MEDICAL CENTER (030093),2018,Acute Care,Voluntary non-profit - Private,390.0,33.658307,-112.371939,AZ,4.0,,5.6,2.7,1.1,2.3
256,ABRAZO ARROWHEAD CAMPUS (030094),2018,Acute Care,Proprietary,244.0,33.655042,-112.202889,AZ,2.5,,7.8,4.8,1.2,2.2
257,ABRAZO ARROWHEAD CAMPUS (030094),2018,Acute Care,Proprietary,244.0,33.655042,-112.202889,AZ,2.5,,7.8,4.8,1.2,2.2
258,WESTERN ARIZONA REGIONAL MEDICAL CENTER (030101),2018,Acute Care,Proprietary,133.0,35.109853,-114.555146,AZ,17.4,,6.6,,1.2,17.0
259,WESTERN ARIZONA REGIONAL MEDICAL CENTER (030101),2018,Acute Care,Proprietary,133.0,35.109853,-114.555146,AZ,17.4,,6.6,,1.2,17.0
260,MAYO CLINIC HOSPITAL (030103),2018,Acute Care,Voluntary non-profit - Private,277.0,33.663312,-111.955659,AZ,3.8,37.9,,6.6,1.5,0.3
261,MAYO CLINIC HOSPITAL (030103),2018,Acute Care,Voluntary non-profit - Private,277.0,33.663312,-111.955659,AZ,3.8,37.9,,6.6,1.5,0.3
262,"CORE INSTITUTE SPECIALTY HOSPITAL, THE (030108)",2018,Acute Care,Proprietary,32.0,33.531837,-112.099614,AZ,,42.6,,,,
263,"CORE INSTITUTE SPECIALTY HOSPITAL, THE (030108)",2018,Acute Care,Proprietary,32.0,33.531837,-112.099614,AZ,,42.6,,,,
264,ABRAZO WEST CAMPUS (030110),2018,Acute Care,Proprietary,190.0,33.464283,-112.354024,AZ,0.9,,,2.9,0.8,0.0
265,ABRAZO WEST CAMPUS (030110),2018,Acute Care,Proprietary,190.0,33.464283,-112.354024,AZ,0.9,,,2.9,0.8,0.0
266,BANNER-UNIVERSITY MEDICAL CENTER SOUTH CAMPUS (030111),2018,Acute Care,Voluntary non-profit - Private,207.0,32.177882,-110.930891,AZ,1.8,,,6.3,1.2,0.0
267,BANNER-UNIVERSITY MEDICAL CENTER SOUTH CAMPUS (030111),2018,Acute Care,Voluntary non-profit - Private,207.0,32.177882,-110.930891,AZ,1.8,,,6.3,1.2,0.0
268,ORO VALLEY HOSPITAL (030114),2018,Acute Care,Proprietary,148.0,32.427183,-110.94954,AZ,5.6,,7.6,6.6,0.8,2.0
269,ORO VALLEY HOSPITAL (030114),2018,Acute Care,Proprietary,148.0,32.427183,-110.94954,AZ,5.6,,7.6,6.6,0.8,2.0
270,BANNER ESTRELLA MEDICAL CENTER (030115),2018,Acute Care,Voluntary non-profit - Private,288.0,33.479558,-112.257936,AZ,2.1,,,,1.6,0.5
271,BANNER ESTRELLA MEDICAL CENTER (030115),2018,Acute Care,Voluntary non-profit - Private,288.0,33.479558,-112.257936,AZ,2.1,,,,1.6,0.5
272,VALLEY VIEW MEDICAL CENTER (030117),2018,Acute Care,Proprietary,82.0,35.002363,-114.597954,AZ,14.7,38.4,4.2,,0.6,8.7
273,VALLEY VIEW MEDICAL CENTER (030117),2018,Acute Care,Proprietary,82.0,35.002363,-114.597954,AZ,14.7,38.4,4.2,,0.6,8.7
274,MERCY GILBERT MEDICAL CENTER (030119),2018,Acute Care,Voluntary non-profit - Church,202.0,33.286661,-111.755311,AZ,1.3,,9.3,3.7,0.8,0.0
275,MERCY GILBERT MEDICAL CENTER (030119),2018,Acute Care,Voluntary non-profit - Church,202.0,33.286661,-111.755311,AZ,1.3,,9.3,3.7,0.8,0.0
276,GILBERT HOSPITAL (030120),2018,Acute Care,Proprietary,19.0,,,AZ,1.1,,,,,
277,GILBERT HOSPITAL (030120),2018,Acute Care,Proprietary,19.0,,,AZ,1.1,,,,,
278,"MOUNTAIN VISTA MEDICAL CENTER, LP (030121)",2018,Acute Care,Proprietary,171.0,33.3911,-111.615329,AZ,2.2,,4.7,,1.3,1.8
279,"MOUNTAIN VISTA MEDICAL CENTER, LP (030121)",2018,Acute Care,Proprietary,171.0,33.3911,-111.615329,AZ,2.2,,4.7,,1.3,1.8
280,BANNER GATEWAY MEDICAL CENTER (030122),2018,Acute Care,Voluntary non-profit - Other,170.0,33.384225,-111.719634,AZ,2.6,,8.6,,2.0,1.7
281,BANNER GATEWAY MEDICAL CENTER (030122),2018,Acute Care,Voluntary non-profit - Other,170.0,33.384225,-111.719634,AZ,2.6,,8.6,,2.0,1.7
282,SCOTTSDALE THOMPSON PEAK MEDICAL CENTER (030123),2018,Acute Care,Proprietary,98.0,33.669777,-111.921803,AZ,0.4,,,1.6,1.0,0.0
283,SCOTTSDALE THOMPSON PEAK MEDICAL CENTER (030123),2018,Acute Care,Proprietary,98.0,33.669777,-111.921803,AZ,0.4,,,1.6,1.0,0.0
284,BANNER IRONWOOD MEDICAL CENTER (030130),2018,Acute Care,Voluntary non-profit - Private,61.0,33.214839,-111.563447,AZ,3.1,,,,1.5,0.5
285,BANNER IRONWOOD MEDICAL CENTER (030130),2018,Acute Care,Voluntary non-profit - Private,61.0,33.214839,-111.563447,AZ,3.1,,,,1.5,0.5
286,"FLORENCE HOSPITAL AT ANTHEM, LLC (030132)",2018,Acute Care,Proprietary,36.0,,,AZ,3.6,,,,,
287,"FLORENCE HOSPITAL AT ANTHEM, LLC (030132)",2018,Acute Care,Proprietary,36.0,,,AZ,3.6,,,,,
288,BANNER GOLDFIELD MEDICAL CENTER (030134),2018,Acute Care,Voluntary non-profit - Other,23.0,33.393343,-111.566796,AZ,0.7,,,,0.8,2.9
289,BANNER GOLDFIELD MEDICAL CENTER (030134),2018,Acute Care,Voluntary non-profit - Other,23.0,33.393343,-111.566796,AZ,0.7,,,,0.8,2.9
290,DIGNITY HEALTH - ARIZONA GENERAL HOSPITAL (030136),2018,Acute Care,Proprietary,14.0,33.380677,-112.168233,AZ,0.0,,,,,0.0
291,DIGNITY HEALTH - ARIZONA GENERAL HOSPITAL (030136),2018,Acute Care,Proprietary,14.0,33.380677,-112.168233,AZ,0.0,,,,,0.0
292,GREEN VALLEY HOSPITAL (030137),2018,Acute Care,Proprietary,49.0,31.807943,-111.010966,AZ,1.8,,,,,1.2
293,GREEN VALLEY HOSPITAL (030137),2018,Acute Care,Proprietary,49.0,31.807943,-111.010966,AZ,1.8,,,,,1.2
294,PAGE HOSPITAL (031304),2018,Critical Access,Government - Hospital District or Authority,25.0,36.91696,-111.463186,AZ,3.3,,7.6,,,1.8
295,PAGE HOSPITAL (031304),2018,Critical Access,Government - Hospital District or Authority,25.0,36.91696,-111.463186,AZ,3.3,,7.6,,,1.8
296,SAGE MEMORIAL HOSPITAL (031309),2018,Critical Access,Voluntary non-profit - Private,25.0,,,AZ,0.8,,,,,2.5
297,SAGE MEMORIAL HOSPITAL (031309),2018,Critical Access,Voluntary non-profit - Private,25.0,,,AZ,0.8,,,,,2.5
298,HOLY CROSS HOSPITAL (031313),2018,Critical Access,Proprietary,30.0,31.341118,-110.958734,AZ,9.3,,,,,0.0
299,HOLY CROSS HOSPITAL (031313),2018,Critical Access,Proprietary,30.0,31.341118,-110.958734,AZ,9.3,,,,,0.0
300,WHITE MOUNTAIN REGIONAL MEDICAL CENTER (031315),2018,Critical Access,Voluntary non-profit - Private,21.0,34.132136,-109.286545,AZ,12.9,,,4.0,,9.9
301,WHITE MOUNTAIN REGIONAL MEDICAL CENTER (031315),2018,Critical Access,Voluntary non-profit - Private,21.0,34.132136,-109.286545,AZ,12.9,,,4.0,,9.9
302,SILOAM SPRINGS REGIONAL HOSPITAL (040001),2018,Acute Care,Proprietary,46.0,36.190377,-94.509658,AR,4.7,,16.9,2.0,,0.0
303,SILOAM SPRINGS REGIONAL HOSPITAL (040001),2018,Acute Care,Proprietary,46.0,36.190377,-94.509658,AR,4.7,,16.9,2.0,,0.0
304,JOHNSON REGIONAL MEDICAL CENTER (040002),2018,Acute Care,Voluntary non-profit - Private,86.0,35.464384,-93.445797,AR,4.7,50.0,8.9,2.8,0.0,0.6
305,JOHNSON REGIONAL MEDICAL CENTER (040002),2018,Acute Care,Voluntary non-profit - Private,86.0,35.464384,-93.445797,AR,4.7,50.0,8.9,2.8,0.0,0.6
306,WASHINGTON REGIONAL MEDICAL CENTER (040004),2018,Acute Care,Voluntary non-profit - Private,314.0,36.110984,-94.157862,AR,11.5,38.5,,4.6,0.9,0.6
307,WASHINGTON REGIONAL MEDICAL CENTER (040004),2018,Acute Care,Voluntary non-profit - Private,314.0,36.110984,-94.157862,AR,11.5,38.5,,4.6,0.9,0.6
308,CHI-ST VINCENT INFIRMARY (040007),2018,Acute Care,Voluntary non-profit - Private,414.0,,,AR,3.5,39.5,,5.5,1.0,0.3
309,CHI-ST VINCENT INFIRMARY (040007),2018,Acute Care,Voluntary non-profit - Private,414.0,,,AR,3.5,39.5,,5.5,1.0,0.3
310,MERCY HOSPITAL NORTHWEST ARKANSAS (040010),2018,Acute Care,Voluntary non-profit - Church,201.0,36.309562,-94.184709,AR,12.3,42.1,7.9,4.0,1.6,3.0
311,MERCY HOSPITAL NORTHWEST ARKANSAS (040010),2018,Acute Care,Voluntary non-profit - Church,201.0,36.309562,-94.184709,AR,12.3,42.1,7.9,4.0,1.6,3.0
312,CHAMBERS MEMORIAL HOSPITAL (040011),2018,Acute Care,Voluntary non-profit - Private,41.0,35.054823,-93.388543,AR,6.8,,17.0,,,0.0
313,CHAMBERS MEMORIAL HOSPITAL (040011),2018,Acute Care,Voluntary non-profit - Private,41.0,35.054823,-93.388543,AR,6.8,,17.0,,,0.0
314,WHITE COUNTY MEDICAL CENTER (040014),2018,Acute Care,Voluntary non-profit - Private,315.0,35.250446,-91.696758,AR,9.6,45.6,,3.1,0.9,0.6
315,WHITE COUNTY MEDICAL CENTER (040014),2018,Acute Care,Voluntary non-profit - Private,315.0,35.250446,-91.696758,AR,9.6,45.6,,3.1,0.9,0.6
316,MENA REGIONAL HEALTH SYSTEM (040015),2018,Acute Care,Government - Local,65.0,34.588386,-94.221383,AR,8.3,54.7,7.0,0.0,,1.4
317,MENA REGIONAL HEALTH SYSTEM (040015),2018,Acute Care,Government - Local,65.0,34.588386,-94.221383,AR,8.3,54.7,7.0,0.0,,1.4
318,UAMS MEDICAL CENTER (040016),2018,Acute Care,Government - State,480.0,34.751583,-92.320998,AR,3.0,40.7,8.9,6.0,0.5,0.2
319,UAMS MEDICAL CENTER (040016),2018,Acute Care,Government - State,480.0,34.751583,-92.320998,AR,3.0,40.7,8.9,6.0,0.5,0.2
320,NORTH ARKANSAS REGIONAL MEDICAL CENTER (040017),2018,Acute Care,Voluntary non-profit - Other,133.0,36.236281,-93.107148,AR,5.1,38.2,14.4,,0.9,1.0
321,NORTH ARKANSAS REGIONAL MEDICAL CENTER (040017),2018,Acute Care,Voluntary non-profit - Other,133.0,36.236281,-93.107148,AR,5.1,38.2,14.4,,0.9,1.0
322,SPARKS MEDICAL CENTER - VAN BUREN (040018),2018,Acute Care,Proprietary,68.0,35.434175,-94.339451,AR,1.3,,,,,
323,SPARKS MEDICAL CENTER - VAN BUREN (040018),2018,Acute Care,Proprietary,68.0,35.434175,-94.339451,AR,1.3,,,,,
324,FORREST CITY MEDICAL CENTER (040019),2018,Acute Care,Proprietary,68.0,35.039275,-90.771894,AR,5.4,,10.3,,1.7,2.4
325,FORREST CITY MEDICAL CENTER (040019),2018,Acute Care,Proprietary,68.0,35.039275,-90.771894,AR,5.4,,10.3,,1.7,2.4
326,ST BERNARDS MEDICAL CENTER (040020),2018,Acute Care,Voluntary non-profit - Private,376.0,35.837478,-90.702142,AR,9.3,34.0,9.8,3.6,1.4,0.2
327,ST BERNARDS MEDICAL CENTER (040020),2018,Acute Care,Voluntary non-profit - Private,376.0,35.837478,-90.702142,AR,9.3,34.0,9.8,3.6,1.4,0.2
328,NORTHWEST MEDICAL CENTER-SPRINGDALE (040022),2018,Acute Care,Proprietary,325.0,36.181394,-94.136464,AR,8.4,38.5,10.4,4.3,2.6,6.5
329,NORTHWEST MEDICAL CENTER-SPRINGDALE (040022),2018,Acute Care,Proprietary,325.0,36.181394,-94.136464,AR,8.4,38.5,10.4,4.3,2.6,6.5
330,CHI ST. VINCENT HOSPITAL HOT SPRINGS (040026),2018,Acute Care,Voluntary non-profit - Church,235.0,34.466035,-93.066396,AR,11.1,46.2,14.8,4.2,0.8,8.9
331,CHI ST. VINCENT HOSPITAL HOT SPRINGS (040026),2018,Acute Care,Voluntary non-profit - Church,235.0,34.466035,-93.066396,AR,11.1,46.2,14.8,4.2,0.8,8.9
