,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,Abdomen CT Use of Contrast Material (OP-10),MRI Lumbar Spine for Low Back Pain (OP-8),Mammography Follow-up Rates (OP-9),Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery (OP-13),Outpatients with brain CT scans who got a sinus CT scan at the same time (OP-14),Thorax CT Use of Contrast Material (OP-11)
165,CONWAY REGIONAL MEDICAL CENTER (040029),2015,Acute Care,Voluntary non-profit - Private,151.0,35.084826,-92.457103,AR,8.4,40.5,8.6,,2.4,0.0
166,BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK (040036),2015,Acute Care,Voluntary non-profit - Private,212.0,34.784075,-92.218633,AR,1.7,45.7,12.6,3.9,3.1,0.1
167,ARKANSAS METHODIST MEDICAL CENTER (040039),2015,Acute Care,Voluntary non-profit - Private,129.0,36.052593,-90.499051,AR,35.4,45.8,5.7,,,0.8
168,ST MARYS REGIONAL MEDICAL CENTER (040041),2015,Acute Care,Proprietary,155.0,35.28286,-93.149908,AR,4.0,47.8,14.6,1.8,1.8,1.2
169,FIVE RIVERS MEDICAL CENTER (040047),2015,Acute Care,Voluntary non-profit - Private,44.0,36.289911,-90.996334,AR,11.7,,,,,2.1
170,OUACHITA COUNTY MEDICAL CENTER (040050),2015,Acute Care,Voluntary non-profit - Private,97.0,,,AR,6.7,54.1,13.4,,6.3,0.0
171,DREW MEMORIAL HOSPITAL (040051),2015,Acute Care,Voluntary non-profit - Private,51.0,33.610628,-91.814978,AR,32.1,50.7,7.4,,,26.0
172,SPARKS REGIONAL MEDICAL CENTER (040055),2015,Acute Care,Proprietary,288.0,35.374527,-94.421311,AR,12.3,52.0,5.3,5.6,3.5,10.6
173,ST EDWARD MERCY MEDICAL CENTER (040062),2015,Acute Care,Voluntary non-profit - Private,367.0,35.353647,-94.352964,AR,53.3,50.9,6.3,5.2,4.4,0.0
174,MAGNOLIA HOSPITAL (040067),2015,Acute Care,Government - Local,38.0,33.275123,-93.240071,AR,16.3,46.2,9.6,,,0.0
175,GREAT RIVER MEDICAL CENTER (040069),2015,Acute Care,Voluntary non-profit - Other,106.0,35.943011,-89.918929,AR,27.6,,20.9,,5.8,7.8
176,JEFFERSON REGIONAL MEDICAL CENTER (040071),2015,Acute Care,Voluntary non-profit - Private,322.0,34.189066,-92.018453,AR,18.3,50.8,8.3,2.1,1.7,10.2
177,BAPTIST HEALTH MEDICAL CENTER-STUTTGART (040072),2015,Acute Care,Voluntary non-profit - Private,49.0,34.517773,-91.557572,AR,3.1,63.8,8.2,,,4.7
178,NORTH METRO MEDICAL CENTER (040074),2015,Acute Care,Proprietary,70.0,34.872381,-92.124697,AR,17.7,,15.6,,,4.9
179,BAPTIST HEALTH MEDICAL CENTER-HOT SPRINGS COUNTY (040076),2015,Acute Care,Voluntary non-profit - Private,69.0,34.358913,-92.786418,AR,4.3,,12.8,,,1.3
180,NATIONAL PARK MEDICAL CENTER (040078),2015,Acute Care,Proprietary,162.0,34.486239,-93.033554,AR,6.9,42.4,14.4,,,12.1
181,HARRIS HOSPITAL (040080),2015,Acute Care,Proprietary,121.0,,,AR,22.8,,12.8,,,19.4
182,SALINE MEMORIAL HOSPITAL (040084),2015,Acute Care,Voluntary non-profit - Private,165.0,34.573552,-92.584405,AR,11.3,58.5,12.2,,1.6,2.6
183,HELENA REGIONAL MEDICAL CENTER (040085),2015,Acute Care,Proprietary,133.0,34.508357,-90.62733,AR,6.7,,7.2,,,4.7
184,MEDICAL CENTER SOUTH ARKANSAS (040088),2015,Acute Care,Proprietary,124.0,33.218378,-92.67103,AR,3.2,43.2,6.8,3.5,,0.0
185,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK (040114),2015,Acute Care,Voluntary non-profit - Private,773.0,,,AR,2.0,50.0,16.0,4.9,2.0,0.4
186,NEA BAPTIST MEMORIAL HOSPITAL (040118),2015,Acute Care,Voluntary non-profit - Private,168.0,35.864204,-90.639107,AR,24.8,45.6,10.6,5.2,1.8,2.5
187,WHITE RIVER MEDICAL CENTER (040119),2015,Acute Care,Voluntary non-profit - Private,202.0,35.769572,-91.634721,AR,17.4,42.0,5.8,6.9,3.1,7.2
188,"ARKANSAS HEART HOSPITAL, LLC (040134)",2015,Acute Care,Proprietary,112.0,34.739159,-92.394421,AR,,,,3.7,1.2,13.6
189,ST VINCENT MEDICAL CENTER/NORTH (040137),2015,Acute Care,Voluntary non-profit - Private,59.0,34.814378,-92.207514,AR,5.8,38.1,12.0,,,5.8
190,ARKANSAS SURGICAL HOSPITAL (040147),2015,Acute Care,Physician,49.0,34.801458,-92.347687,AR,,48.9,,,,
191,PHYSICIANS' SPECIALTY HOSPITAL (040152),2015,Acute Care,Proprietary,20.0,36.12133,-94.13373,AR,,44.4,,,,
192,WADLEY REGIONAL MEDICAL CENTER AT HOPE (040153),2015,Acute Care,Proprietary,70.0,33.648008,-93.587052,AR,17.9,,,,0.0,0.0
193,HOWARD MEMORIAL HOSPITAL (041311),2015,Critical Access,Voluntary non-profit - Private,24.0,33.950926,-93.880772,AR,6.4,,14.3,,,3.5
194,BAPTIST HEALTH MEDICAL CENTER HEBER SPINGS (041312),2015,Critical Access,Voluntary non-profit - Private,25.0,35.506578,-92.001319,AR,4.9,42.0,6.5,,1.1,0.7
195,OZARK HEALTH (041313),2015,Critical Access,Voluntary non-profit - Private,143.0,35.559375,-92.449913,AR,1.2,59.5,4.7,,0.8,0.8
196,BAPTIST HEALTH MEDICAL CENTER-ARKADELPHIA (041321),2015,Critical Access,Voluntary non-profit - Private,25.0,34.122802,-93.08797,AR,2.4,63.0,11.0,,0.3,1.1
197,ASHLEY COUNTY MEDICAL CENTER (041323),2015,Critical Access,Voluntary non-profit - Private,34.0,33.137206,-91.93878,AR,23.8,,8.0,4.5,,13.9
198,BRADLEY COUNTY MEDICAL CENTER (041327),2015,Critical Access,Voluntary non-profit - Private,35.0,33.610538,-92.058665,AR,4.9,47.8,16.0,,4.1,0.0
199,CHICOT MEMORIAL MEDICAL CENTER (041328),2015,Critical Access,Voluntary non-profit - Private,25.0,33.305642,-91.290353,AR,42.3,,5.0,,,
200,MERCY HOSPITAL BERRYVILLE (041329),2015,Critical Access,Voluntary non-profit - Private,25.0,36.358225,-93.551993,AR,1.1,,8.9,,,0.0
201,OZARKS COMMUNITY HOSPITAL OF GRAVETTE (041331),2015,Critical Access,Proprietary,26.0,36.408563,-94.45987,AR,4.3,,,,,
202,ST ROSE HOSPITAL (050002),2015,Acute Care,Voluntary non-profit - Church,188.0,37.63291,-122.089742,CA,2.7,,3.4,,1.6,3.6
203,ST JOSEPH HOSPITAL (050006),2015,Acute Care,Voluntary non-profit - Private,154.0,40.783103,-124.142039,CA,8.6,51.3,6.4,2.2,1.1,0.3
204,MILLS-PENINSULA MEDICAL CENTER (050007),2015,Acute Care,Voluntary non-profit - Private,321.0,37.594398,-122.383356,CA,4.0,34.6,17.1,4.9,1.0,1.0
205,CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP (050008),2015,Acute Care,Voluntary non-profit - Other,203.0,37.769114,-122.434696,CA,11.4,,,,,0.5
206,QUEEN OF THE VALLEY MEDICAL CENTER (050009),2015,Acute Care,Voluntary non-profit - Church,172.0,38.323554,-122.295968,CA,6.2,47.4,10.3,,1.2,1.3
207,ST HELENA HOSPITAL (050013),2015,Acute Care,Voluntary non-profit - Private,153.0,38.54196,-122.475344,CA,2.1,,6.5,2.2,,0.0
208,SUTTER AMADOR HOSPITAL (050014),2015,Acute Care,Voluntary non-profit - Private,50.0,38.349561,-120.765905,CA,6.2,42.0,6.3,4.0,,2.0
209,MERCY GENERAL HOSPITAL (050017),2015,Acute Care,Voluntary non-profit - Church,379.0,38.569385,-121.452482,CA,0.2,,,2.2,1.8,0.0
210,PACIFIC ALLIANCE MEDICAL CENTER (050018),2015,Acute Care,Proprietary,139.0,,,CA,22.4,,14.0,,,
211,RIVERSIDE COMMUNITY HOSPITAL (050022),2015,Acute Care,Government - State,415.0,33.975677,-117.380374,CA,9.6,,13.1,3.8,,8.6
212,PARADISE VALLEY HOSPITAL (050024),2015,Acute Care,Proprietary,289.0,32.686336,-117.083243,CA,4.4,,,,1.2,0.0
213,UNIVERSITY OF CALIFORNIA SAN DIEGO MEDICAL CENTER (050025),2015,Acute Care,Voluntary non-profit - Other,630.0,32.753717,-117.165914,CA,8.4,29.7,8.0,5.7,5.0,0.1
214,GROSSMONT HOSPITAL (050026),2015,Acute Care,Government - Hospital District or Authority,545.0,32.779435,-117.009178,CA,7.0,,,5.3,2.8,0.9
215,MAD RIVER COMMUNITY HOSPITAL (050028),2015,Acute Care,Proprietary,66.0,40.903309,-124.090847,CA,5.5,39.0,8.7,,0.3,3.6
216,OROVILLE HOSPITAL (050030),2015,Acute Care,Voluntary non-profit - Private,166.0,39.504535,-121.542106,CA,13.3,58.0,15.7,3.3,,1.4
217,BAKERSFIELD MEMORIAL HOSPITAL (050036),2015,Acute Care,Voluntary non-profit - Private,396.0,35.390474,-119.006836,CA,3.2,,,2.1,2.6,0.6
218,SANTA CLARA VALLEY MEDICAL CENTER (050038),2015,Acute Care,Government - Local,684.0,37.313702,-121.931888,CA,19.8,73.7,5.4,2.9,2.1,0.3
219,ENLOE MEDICAL CENTER (050039),2015,Acute Care,Voluntary non-profit - Private,315.0,39.742284,-121.849128,CA,0.0,,,2.2,2.2,0.0
220,LAC/OLIVE VIEW-UCLA MEDICAL CENTER (050040),2015,Acute Care,Voluntary non-profit - Other,286.0,34.325912,-118.445513,CA,2.3,,,,,0.0
221,ST ELIZABETH COMMUNITY HOSPITAL (050042),2015,Acute Care,Voluntary non-profit - Church,65.0,40.148834,-122.218303,CA,3.8,60.4,4.6,,1.3,5.8
222,ALTA BATES SUMMIT MEDICAL CENTER (050043),2015,Acute Care,Voluntary non-profit - Private,389.0,37.820784,-122.26328,CA,9.9,,5.0,5.1,1.6,1.3
223,EL CENTRO REGIONAL MEDICAL CENTER (050045),2015,Acute Care,Voluntary non-profit - Other,162.0,32.781498,-115.56862,CA,7.5,,5.0,,0.5,6.5
224,CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP (050047),2015,Acute Care,Voluntary non-profit - Private,456.0,37.786152,-122.421544,CA,15.3,,4.9,5.2,0.7,1.1
225,SAN GORGONIO MEMORIAL HOSPITAL (050054),2015,Acute Care,Government - Hospital District or Authority,72.0,,,CA,7.3,,6.2,,1.4,
226,CALIFORNIA PACIFIC MEDICAL CTR - ST. LUKE'S CAMPUS (050055),2015,Acute Care,Voluntary non-profit - Church,186.0,37.74805,-122.420987,CA,7.9,,5.3,3.4,,0.0
227,ANTELOPE VALLEY HOSPITAL (050056),2015,Acute Care,Government - Hospital District or Authority,396.0,34.689371,-118.158476,CA,0.0,,,,1.4,4.0
228,KAWEAH DELTA MEDICAL CENTER (050057),2015,Acute Care,Government - Hospital District or Authority,586.0,36.327415,-119.294172,CA,5.1,53.2,7.2,4.7,1.5,0.6
229,GLENDALE MEM HOSPITAL & HLTH CENTER (050058),2015,Acute Care,Voluntary non-profit - Private,276.0,34.127789,-118.257795,CA,5.5,,8.7,0.0,1.7,0.0
230,COMMUNITY REGIONAL MEDICAL CENTER (050060),2015,Acute Care,Voluntary non-profit - Private,857.0,36.742583,-119.783023,CA,1.8,,8.1,2.4,2.1,0.4
231,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER (050063),2015,Acute Care,Proprietary,434.0,34.096116,-118.291753,CA,9.2,,2.4,5.9,2.4,0.6
232,OAK VALLEY DISTRICT HOSPITAL (050067),2015,Acute Care,Government - Hospital District or Authority,150.0,37.758098,-120.860363,CA,2.8,,8.0,,1.0,1.4
233,ST JOSEPH HOSPITAL (050069),2015,Acute Care,Voluntary non-profit - Church,426.0,33.782399,-117.866093,CA,8.9,,6.4,7.7,0.5,0.7
234,SCRIPPS MERCY HOSPITAL (050077),2015,Acute Care,Voluntary non-profit - Private,547.0,32.751211,-117.161024,CA,3.3,41.0,6.1,4.2,4.7,1.3
235,PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO (050078),2015,Acute Care,Voluntary non-profit - Private,336.0,33.737928,-118.305005,CA,9.2,,9.0,,1.4,3.9
236,DOCTORS MEDICAL CENTER - SAN PABLO (050079),2015,Acute Care,Government - Hospital District or Authority,176.0,,,CA,3.8,,6.5,,1.4,0.0
237,ST JOHNS REGIONAL MEDICAL CENTER (050082),2015,Acute Care,Voluntary non-profit - Private,299.0,34.216555,-119.158351,CA,0.4,,,8.8,2.2,0.8
238,ST JOSEPHS MEDICAL CENTER OF STOCKTON (050084),2015,Acute Care,Voluntary non-profit - Church,354.0,37.970737,-121.289251,CA,3.8,43.5,7.2,,3.0,2.2
239,COMMUNITY HOSPITAL OF SAN BERNARDINO (050089),2015,Acute Care,Voluntary non-profit - Private,421.0,34.131238,-117.322559,CA,6.0,,10.3,,,
240,SONOMA VALLEY HOSPITAL (050090),2015,Acute Care,Government - Hospital District or Authority,78.0,38.288564,-122.46585,CA,7.1,46.5,5.5,5.1,,0.7
241,COMMUNITY HOSPITAL OF HUNTINGTON PARK (050091),2015,Acute Care,Proprietary,81.0,33.989182,-118.22419,CA,2.2,,,,,
242,SAINT AGNES MEDICAL CENTER (050093),2015,Acute Care,Voluntary non-profit - Church,414.0,36.837102,-119.765878,CA,4.4,,9.7,2.5,1.3,0.1
243,SAN ANTONIO COMMUNITY HOSPITAL (050099),2015,Acute Care,Voluntary non-profit - Other,316.0,34.101079,-117.636862,CA,16.6,42.5,13.1,4.3,1.0,0.2
244,SHARP MEMORIAL HOSPITAL (050100),2015,Acute Care,Voluntary non-profit - Other,860.0,32.800255,-117.154133,CA,0.9,,8.9,3.4,3.7,0.8
245,SUTTER SOLANO MEDICAL CENTER (050101),2015,Acute Care,Voluntary non-profit - Private,104.0,38.130893,-122.238105,CA,4.7,,9.2,0.0,,0.0
246,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER (050102),2015,Acute Care,Voluntary non-profit - Private,191.0,33.925697,-117.440052,CA,17.9,,3.7,,,16.3
247,WHITE MEMORIAL MEDICAL CENTER (050103),2015,Acute Care,Voluntary non-profit - Church,352.0,,,CA,11.1,,9.2,,2.5,0.0
248,SAINT FRANCIS MEDICAL CENTER (050104),2015,Acute Care,Voluntary non-profit - Church,372.0,33.931016,-118.203834,CA,17.8,,9.7,,1.1,1.7
249,MARIAN REGIONAL MEDICAL CENTER (050107),2015,Acute Care,Voluntary non-profit - Church,345.0,34.952117,-120.412494,CA,6.6,43.0,7.5,3.7,1.6,1.6
250,SUTTER GENERAL HOSPITAL (050108),2015,Acute Care,Voluntary non-profit - Private,595.0,38.570258,-121.469682,CA,0.8,,,7.1,2.6,0.8
251,LOMPOC VALLEY MEDICAL CENTER (050110),2015,Acute Care,Government - Hospital District or Authority,170.0,34.640639,-120.439899,CA,35.8,,4.4,8.5,,1.3
252,SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL (050112),2015,Acute Care,Government - State,275.0,34.027776,-118.486315,CA,43.0,36.0,,,3.8,20.2
253,SAN MATEO MEDICAL CENTER (050113),2015,Acute Care,Government - Local,421.0,37.530116,-122.299406,CA,1.6,,9.7,0.0,,0.0
254,PALOMAR HEALTH DOWNTOWN CAMPUS (050115),2015,Acute Care,Government - Hospital District or Authority,405.0,33.125937,-117.076186,CA,0.5,,,2.9,3.0,0.0
255,NORTHRIDGE HOSPITAL MEDICAL CENTER (050116),2015,Acute Care,Voluntary non-profit - Private,406.0,34.220789,-118.533216,CA,2.3,,2.3,4.7,3.0,2.6
256,DOCTORS HOSPITAL OF MANTECA (050118),2015,Acute Care,Proprietary,73.0,37.801087,-121.19691,CA,7.4,36.5,11.2,,,0.8
257,ADVENTIST MEDICAL CENTER (050121),2015,Acute Care,Voluntary non-profit - Church,222.0,36.323877,-119.669005,CA,30.5,52.4,14.8,,2.9,33.6
258,DAMERON HOSPITAL (050122),2015,Acute Care,Voluntary non-profit - Other,186.0,37.961201,-121.300691,CA,0.0,,,3.8,,0.0
259,USC VERDUGO HILLS HOSPITAL (050124),2015,Acute Care,Voluntary non-profit - Private,176.0,34.205614,-118.216048,CA,11.3,50.0,2.7,2.2,,1.4
260,REGIONAL MEDICAL CENTER OF SAN JOSE (050125),2015,Acute Care,Voluntary non-profit - Church,247.0,37.363787,-121.848823,CA,1.9,,6.1,5.2,2.6,0.4
261,VALLEY PRESBYTERIAN HOSPITAL (050126),2015,Acute Care,Voluntary non-profit - Other,350.0,34.193917,-118.463271,CA,6.6,,,,2.2,1.0
262,WOODLAND MEMORIAL HOSPITAL (050127),2015,Acute Care,Voluntary non-profit - Other,107.0,38.664344,-121.793403,CA,6.6,51.1,,,,1.2
263,TRI-CITY MEDICAL CENTER (050128),2015,Acute Care,Government - Hospital District or Authority,335.0,33.183783,-117.290918,CA,2.8,,6.2,4.7,1.8,0.8
264,ST BERNARDINE MEDICAL CENTER (050129),2015,Acute Care,Voluntary non-profit - Private,324.0,34.134331,-117.27876,CA,18.3,,8.6,3.3,1.7,24.3
265,NOVATO COMMUNITY HOSPITAL (050131),2015,Acute Care,Voluntary non-profit - Other,47.0,38.098077,-122.55966,CA,5.0,45.7,5.9,,0.6,6.3
266,SAN GABRIEL VALLEY MEDICAL CENTER (050132),2015,Acute Care,Physician,272.0,34.102461,-118.105572,CA,6.4,,15.0,,,1.0
267,RIDEOUT MEMORIAL HOSPITAL (050133),2015,Acute Care,Voluntary non-profit - Private,235.0,39.138832,-121.593622,CA,1.6,,12.9,3.3,3.2,0.7
268,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD (050135),2015,Acute Care,Proprietary,518.0,34.096192,-118.325371,CA,2.8,,,,,0.0
269,PETALUMA VALLEY HOSPITAL (050136),2015,Acute Care,Voluntary non-profit - Other,80.0,38.253183,-122.63286,CA,1.7,,13.5,,1.7,0.4
270,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA (050145),2015,Acute Care,Voluntary non-profit - Private,278.0,,,CA,2.8,40.1,9.9,2.5,0.6,0.1
271,CALIFORNIA HOSPITAL MEDICAL CENTER LA (050149),2015,Acute Care,Voluntary non-profit - Other,312.0,34.037212,-118.265363,CA,6.6,,2.6,1.9,3.8,
272,SIERRA NEVADA MEMORIAL HOSPITAL (050150),2015,Acute Care,Voluntary non-profit - Other,108.0,39.228949,-121.047264,CA,12.4,39.5,5.7,5.6,1.9,2.2
273,SAINT FRANCIS MEMORIAL HOSPITAL (050152),2015,Acute Care,Voluntary non-profit - Private,202.0,37.789561,-122.417112,CA,4.8,,14.2,2.8,1.2,0.9
274,O'CONNOR HOSPITAL (050153),2015,Acute Care,Voluntary non-profit - Church,348.0,,,CA,1.8,36.4,6.9,1.6,1.2,0.0
275,ENCINO HOSPITAL MEDICAL CENTER (050158),2015,Acute Care,Proprietary,139.0,34.156826,-118.486948,CA,3.1,,,,,
276,VENTURA COUNTY MEDICAL CENTER (050159),2015,Acute Care,Government - Local,269.0,34.279055,-119.254355,CA,20.2,,5.0,,4.0,1.1
277,SAN JOAQUIN GENERAL HOSPITAL (050167),2015,Acute Care,Government - Local,187.0,37.886492,-121.282061,CA,2.7,,7.3,,4.7,0.9
278,ST JUDE MEDICAL CENTER (050168),2015,Acute Care,Voluntary non-profit - Church,336.0,33.893503,-117.927952,CA,44.9,42.9,4.6,4.2,0.7,2.9
279,PRESBYTERIAN INTERCOMMUNITY HOSPITAL (050169),2015,Acute Care,Voluntary non-profit - Private,431.0,33.967433,-118.048143,CA,32.6,42.7,8.7,4.4,0.7,1.6
280,SANTA ROSA MEMORIAL HOSPITAL (050174),2015,Acute Care,Voluntary non-profit - Private,280.0,38.442954,-122.701112,CA,2.0,33.9,6.3,2.4,2.3,0.2
281,EMANUEL MEDICAL CENTER (050179),2015,Acute Care,Voluntary non-profit - Church,1288.0,37.510487,-120.837491,CA,0.9,,10.0,3.8,3.0,0.0
282,JOHN MUIR MEDICAL CENTER - WALNUT CREEK CAMPUS (050180),2015,Acute Care,Voluntary non-profit - Other,473.0,37.914297,-122.042071,CA,4.0,,7.8,10.1,1.6,0.0
283,GEORGE L MEE MEMORIAL HOSPITAL (050189),2015,Acute Care,Voluntary non-profit - Other,89.0,36.206819,-121.132137,CA,7.1,,4.1,,,1.9
284,ST MARY MEDICAL CENTER (050191),2015,Acute Care,Voluntary non-profit - Church,304.0,33.779954,-118.186683,CA,8.3,,5.4,6.2,,8.5
285,ADVENTIST MEDICAL CENTER - REEDLEY (050192),2015,Acute Care,Voluntary non-profit - Private,49.0,36.607812,-119.451695,CA,20.5,,5.2,,,
286,WATSONVILLE COMMUNITY HOSPITAL (050194),2015,Acute Care,Proprietary,106.0,36.92828,-121.793721,CA,5.1,,4.5,1.0,0.2,0.0
287,WASHINGTON HOSPITAL (050195),2015,Acute Care,Government - Hospital District or Authority,320.0,37.557653,-121.98087,CA,3.8,,8.7,7.2,1.2,4.7
288,SEQUOIA HOSPITAL (050197),2015,Acute Care,Voluntary non-profit - Private,219.0,37.480987,-122.253223,CA,4.5,,7.3,,1.2,1.6
289,PALMDALE REGIONAL MEDICAL CENTER (050204),2015,Acute Care,Proprietary,170.0,34.585688,-118.14364,CA,1.6,,,,2.6,2.4
290,ALAMEDA HOSPITAL (050211),2015,Acute Care,Government - Hospital District or Authority,231.0,37.76323,-122.253541,CA,5.4,,7.4,0.0,,0.0
291,SHARP CHULA VISTA MEDICAL CENTER (050222),2015,Acute Care,Proprietary,370.0,32.618448,-117.02399,CA,0.2,,,5.9,2.3,0.0
292,HOAG MEMORIAL HOSPITAL PRESBYTERIAN (050224),2015,Acute Care,Voluntary non-profit - Private,468.0,,,CA,12.7,36.5,7.0,7.9,1.7,6.0
293,FEATHER RIVER HOSPITAL (050225),2015,Acute Care,Voluntary non-profit - Church,100.0,39.756161,-121.572305,CA,15.1,46.6,11.2,6.9,1.5,2.8
294,AHMC ANAHEIM REGIONAL MEDICAL CENTER (050226),2015,Acute Care,Voluntary non-profit - Private,223.0,33.847138,-117.933934,CA,9.3,,11.9,,1.7,0.0
295,SAN FRANCISCO GENERAL HOSPITAL (050228),2015,Acute Care,Government - Local,422.0,37.756171,-122.406608,CA,9.2,,3.6,,4.2,0.5
296,GARDEN GROVE HOSPITAL & MEDICAL CENTER (050230),2015,Acute Care,Proprietary,160.0,33.774471,-117.913645,CA,32.4,,,,,
297,POMONA VALLEY HOSPITAL MEDICAL CENTER (050231),2015,Acute Care,Voluntary non-profit - Private,399.0,34.077639,-117.752329,CA,8.9,41.2,4.4,,0.4,0.0
298,FRENCH HOSPITAL MEDICAL CENTER (050232),2015,Acute Care,Voluntary non-profit - Other,103.0,35.278663,-120.650212,CA,16.8,,6.4,,2.0,9.6
299,SHARP CORONADO HOSPITAL AND HLTHCR CTR (050234),2015,Acute Care,Voluntary non-profit - Other,185.0,32.694257,-117.167947,CA,6.4,,9.5,,1.2,0.0
300,PROVIDENCE SAINT JOSEPH MEDICAL CTR (050235),2015,Acute Care,Voluntary non-profit - Church,361.0,34.157643,-118.327841,CA,8.5,50.9,11.5,5.0,2.2,3.9
301,SIMI VALLEY HOSPITAL & HEALTH CARE SERVICES (050236),2015,Acute Care,Voluntary non-profit - Church,144.0,34.288837,-118.74396,CA,12.2,,6.9,,1.6,0.0
302,METHODIST HOSPITAL OF SOUTHERN CA (050238),2015,Acute Care,Voluntary non-profit - Private,404.0,34.134862,-118.042446,CA,0.2,,,10.0,2.9,0.0
303,GLENDALE ADVENTIST MEDICAL CENTER (050239),2015,Acute Care,Voluntary non-profit - Private,460.0,34.149161,-118.230354,CA,17.6,34.0,10.3,1.1,2.6,0.6
304,DOMINICAN HOSPITAL (050242),2015,Acute Care,Voluntary non-profit - Church,234.0,36.988341,-121.983818,CA,0.9,,,5.3,1.2,0.0
305,DESERT REGIONAL MEDICAL CENTER (050243),2015,Acute Care,Proprietary,364.0,33.838861,-116.545598,CA,7.4,,12.8,4.3,,0.7
306,ARROWHEAD REGIONAL MEDICAL CENTER (050245),2015,Acute Care,Government - Local,454.0,34.072884,-117.352833,CA,6.5,,8.1,1.8,,0.0
307,NATIVIDAD MEDICAL CENTER (050248),2015,Acute Care,Government - Hospital District or Authority,172.0,36.695472,-121.63124,CA,5.6,,14.8,4.8,,
308,MARSHALL MEDICAL CENTER (050254),2015,Acute Care,Voluntary non-profit - Other,114.0,38.724483,-120.790643,CA,13.4,46.5,10.3,4.8,0.7,0.2
309,SIERRA VIEW MEDICAL CENTER (050261),2015,Acute Care,Voluntary non-profit - Private,163.0,36.069573,-119.027274,CA,26.8,51.3,11.0,,2.2,21.9
310,RONALD REAGAN U C L A MEDICAL CENTER (050262),2015,Acute Care,Government - State,454.0,34.063939,-118.445411,CA,71.4,41.9,5.1,5.3,3.1,5.4
311,REDLANDS COMMUNITY HOSPITAL (050272),2015,Acute Care,Government - Federal,227.0,34.038404,-117.206414,CA,7.6,41.5,3.8,2.0,0.2,0.4
312,CONTRA COSTA REGIONAL MEDICAL CENTER (050276),2015,Acute Care,Government - Local,150.0,38.006467,-122.130891,CA,5.0,,4.7,3.0,1.3,5.1
313,PROVIDENCE HOLY CROSS MEDICAL CENTER (050278),2015,Acute Care,Voluntary non-profit - Church,374.0,34.279013,-118.459485,CA,3.7,50.0,8.1,3.2,2.9,4.0
314,HI-DESERT MEDICAL CENTER (050279),2015,Acute Care,Government - Hospital District or Authority,178.0,34.132676,-116.276709,CA,5.9,,8.2,,,3.9
315,MERCY MEDICAL CENTER REDDING (050280),2015,Acute Care,Voluntary non-profit - Private,266.0,,,CA,0.4,,,3.9,3.3,0.7
316,ALHAMBRA HOSPITAL MEDICAL CENTER (050281),2015,Acute Care,Proprietary,144.0,34.090156,-118.145017,CA,14.8,,,,6.6,1.7
317,VALLEYCARE MEDICAL CENTER (050283),2015,Acute Care,Voluntary non-profit - Private,211.0,37.692133,-121.880027,CA,7.8,43.6,9.7,8.3,1.2,0.0
318,SETON MEDICAL CENTER (050289),2015,Acute Care,Voluntary non-profit - Church,443.0,37.680315,-122.47291,CA,14.9,50.0,7.2,6.8,1.4,4.3
319,PROVIDENCE SAINT JOHN'S HEALTH CENTER (050290),2015,Acute Care,Voluntary non-profit - Private,260.0,34.03007,-118.478305,CA,2.1,,9.4,6.0,3.3,0.8
320,SUTTER SANTA ROSA REGIONAL HOSPITAL (050291),2015,Acute Care,Voluntary non-profit - Other,92.0,38.496306,-122.750707,CA,2.2,,,,,0.9
321,RIVERSIDE COUNTY REGIONAL MEDICAL CENTER (050292),2015,Acute Care,Government - Local,400.0,33.910054,-117.195824,CA,11.3,,11.6,,,3.4
322,MERCY HOSPITAL (050295),2015,Acute Care,Voluntary non-profit - Other,226.0,35.373323,-119.027386,CA,1.8,,7.3,,1.7,0.5
323,HAZEL HAWKINS MEMORIAL HOSPITAL (050296),2015,Acute Care,Government - Hospital District or Authority,168.0,36.835122,-121.38662,CA,39.1,50.0,10.0,,,2.4
324,BARSTOW COMMUNITY HOSPITAL (050298),2015,Acute Care,Proprietary,33.0,34.893696,-117.0166,CA,9.3,,12.3,,4.6,8.2
325,ST MARY MEDICAL CENTER (050300),2015,Acute Care,Voluntary non-profit - Private,210.0,34.542046,-117.265602,CA,4.4,,4.3,3.1,1.7,6.4
326,UKIAH VALLEY MEDICAL CENTER/HOSPITAL D (050301),2015,Acute Care,Voluntary non-profit - Church,50.0,39.153019,-123.2038,CA,9.5,63.5,4.4,4.3,,2.1
327,ALTA BATES SUMMIT MEDICAL CENTER - ALTA BATES CAMP (050305),2015,Acute Care,Voluntary non-profit - Private,423.0,37.856488,-122.257329,CA,5.6,,6.0,3.4,2.5,1.5
