,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,READM-30-AMI (Excess Readmission Ratio),READM-30-AMI (Expected Readmission Rate),READM-30-AMI (Number of Discharges),READM-30-AMI (Number of Readmissions),READM-30-AMI (Predicted Readmission Rate),READM-30-CABG (Excess Readmission Ratio),READM-30-CABG (Expected Readmission Rate),READM-30-CABG (Number of Discharges),READM-30-CABG (Number of Readmissions),READM-30-CABG (Predicted Readmission Rate),READM-30-COPD (Excess Readmission Ratio),READM-30-COPD (Expected Readmission Rate),READM-30-COPD (Number of Discharges),READM-30-COPD (Number of Readmissions),READM-30-COPD (Predicted Readmission Rate),READM-30-HF (Excess Readmission Ratio),READM-30-HF (Expected Readmission Rate),READM-30-HF (Number of Discharges),READM-30-HF (Number of Readmissions),READM-30-HF (Predicted Readmission Rate),READM-30-HIP-KNEE (Excess Readmission Ratio),READM-30-HIP-KNEE (Expected Readmission Rate),READM-30-HIP-KNEE (Number of Discharges),READM-30-HIP-KNEE (Number of Readmissions),READM-30-HIP-KNEE (Predicted Readmission Rate),READM-30-PN (Excess Readmission Ratio),READM-30-PN (Expected Readmission Rate),READM-30-PN (Number of Discharges),READM-30-PN (Number of Readmissions),READM-30-PN (Predicted Readmission Rate)
79,JACK HUGHSTON MEMORIAL HOSPITAL (010168),2019,Acute Care,Government - State,52.0,32.509045,-85.005696,AL,,,,,,,,,,,,,,,,1.0266,18.6628,,,19.1593,0.9801,3.883,1351.0,51.0,3.8056,0.9618,13.2531,,,12.747
80,ATMORE COMMUNITY HOSPITAL (010169),2019,Acute Care,Government - Hospital District or Authority,48.0,31.01657,-87.479735,AL,,,,,,,,,,,0.9773,18.3858,104.0,17.0,17.9683,0.9166,21.6069,139.0,22.0,19.8056,,,,,,0.9372,16.9779,106.0,13.0,15.9125
81,PROVIDENCE ALASKA MEDICAL CENTER (020001),2019,Acute Care,Voluntary non-profit - Church,394.0,61.189798,-149.817622,AK,0.8435,14.6496,447.0,45.0,12.3564,0.876,12.8557,,,11.262,0.9464,19.0726,272.0,45.0,18.051,0.8302,21.2172,418.0,62.0,17.6139,0.8194,3.846,510.0,12.0,3.1513,0.8713,16.1835,412.0,50.0,14.1004
82,MAT-SU REGIONAL MEDICAL CENTER (020006),2019,Acute Care,Voluntary non-profit - Private,90.0,61.561217,-149.258718,AK,0.9886,12.9513,,,12.8043,,,,,,0.976,18.7493,223.0,39.0,18.2997,0.9851,21.7216,126.0,26.0,21.3981,1.0665,3.4587,,,3.6885,0.9425,15.0531,292.0,38.0,14.1882
83,BARTLETT REGIONAL HOSPITAL (020008),2019,Acute Care,Government - Local,58.0,58.328696,-134.466829,AK,,,,,,,,,,,0.944,15.199,,,14.3477,0.9962,18.9226,,,18.8506,0.871,2.9466,,,2.5665,0.9351,12.9937,,,12.1501
84,FAIRBANKS MEMORIAL HOSPITAL (020012),2019,Acute Care,Voluntary non-profit - Other,213.0,64.831407,-147.736254,AK,0.9564,12.9587,,,12.3942,,,,,,0.9371,16.4532,,,15.4187,0.9103,18.7803,98.0,11.0,17.0948,0.8663,3.5064,,,3.0376,0.948,14.1626,127.0,14.0,13.4263
85,ALASKA REGIONAL HOSPITAL (020017),2019,Acute Care,Proprietary,169.0,61.20979,-149.827379,AK,0.9516,14.5085,145.0,17.0,13.807,0.9393,14.2132,,,13.3502,1.0587,18.4093,96.0,23.0,19.4892,0.9075,22.7879,132.0,21.0,20.6811,0.9425,3.7611,683.0,23.0,3.5449,0.965,15.2226,130.0,17.0,14.6891
86,YUKON KUSKOKWIM DELTA REG HOSPITAL (020018),2019,Acute Care,Tribal,34.0,,,AK,,,,,,,,,,,0.985,16.7234,,,16.4732,0.9989,16.3614,,,16.3434,,,,,,0.8581,14.6234,,,12.5489
87,CENTRAL PENINSULA GENERAL HOSPITAL (020024),2019,Acute Care,Voluntary non-profit - Other,186.0,60.493865,-151.077658,AK,,,,,,,,,,,1.0337,18.3269,103.0,22.0,18.9445,1.0954,20.2556,118.0,32.0,22.1872,1.2584,4.0116,163.0,13.0,5.0481,0.9969,14.9806,182.0,27.0,14.9346
88,ALASKA NATIVE MEDICAL CENTER (020026),2019,Acute Care,Government - Federal,163.0,61.18189,-149.800578,AK,0.9526,15.1886,,,14.4689,,,,,,0.9553,20.1868,132.0,22.0,19.2849,1.0905,21.3964,113.0,32.0,23.332,0.9285,3.5969,,,3.3396,0.9024,16.1123,227.0,27.0,14.5396
89,BANNER - UNIVERSITY MEDICAL CENTER PHOENIX (030002),2019,Acute Care,Voluntary non-profit - Other,706.0,33.465724,-112.058127,AZ,0.9104,15.8877,289.0,36.0,14.4636,0.9608,12.4312,109.0,12.0,11.9444,0.9711,21.2286,142.0,27.0,20.6143,0.925,23.3005,353.0,71.0,21.5531,1.192,4.4948,193.0,14.0,5.358,0.9009,18.3241,287.0,41.0,16.5086
90,TUCSON MEDICAL CENTER (030006),2019,Acute Care,Voluntary non-profit - Private,520.0,32.250749,-110.880169,AZ,1.0143,14.2022,355.0,52.0,14.4051,1.1513,12.4933,204.0,33.0,14.3836,0.9369,18.2254,321.0,50.0,17.0748,0.9161,20.3105,669.0,119.0,18.6073,0.9552,3.6301,1642.0,56.0,3.4675,0.978,15.3488,615.0,91.0,15.0103
91,VERDE VALLEY MEDICAL CENTER (030007),2019,Acute Care,Voluntary non-profit - Private,102.0,34.736201,-112.031784,AZ,0.94,13.3493,,,12.5477,,,,,,0.9337,17.7521,175.0,24.0,16.576,0.8879,19.831,184.0,25.0,17.6078,0.9817,4.1025,,,4.0275,0.863,15.205,347.0,37.0,13.1213
92,ST. MARY'S HOSPITAL (030010),2019,Acute Care,Voluntary non-profit - Private,398.0,32.228923,-111.000032,AZ,0.9634,14.0728,201.0,25.0,13.5584,1.0017,13.2525,,,13.275,0.9543,18.4478,156.0,24.0,17.6043,0.9012,20.3995,155.0,22.0,18.3848,1.056,3.874,,,4.0908,1.0293,15.8563,253.0,43.0,16.321
93,ST JOSEPH'S HOSPITAL (030011),2019,Acute Care,Voluntary non-profit - Other,474.0,32.225946,-110.857838,AZ,0.9444,14.2749,211.0,25.0,13.4812,,,,,,1.0038,19.0044,334.0,64.0,19.0766,0.8665,20.7572,289.0,43.0,17.9871,0.9035,4.3567,536.0,19.0,3.9363,0.9411,15.5861,522.0,73.0,14.6679
94,YAVAPAI REGIONAL MEDICAL CENTER (030012),2019,Acute Care,Government - Local,179.0,34.55938,-112.482065,AZ,0.9855,13.1955,445.0,57.0,13.0045,1.3792,11.9817,125.0,29.0,16.5247,0.993,17.7842,320.0,56.0,17.6606,0.9341,19.6027,340.0,58.0,18.3106,1.0129,3.9633,392.0,16.0,4.0145,1.0098,14.9705,618.0,94.0,15.1175
95,YUMA REGIONAL MEDICAL CENTER (030013),2019,Acute Care,Voluntary non-profit - Private,397.0,32.683899,-114.633238,AZ,0.9647,15.1163,598.0,85.0,14.5823,0.8431,12.8037,142.0,11.0,10.7949,1.0602,18.712,603.0,124.0,19.8376,0.9384,20.8572,746.0,142.0,19.5725,0.8485,4.4364,754.0,25.0,3.7642,1.1005,15.6304,1490.0,262.0,17.2015
96,JOHN C. LINCOLN NORTH MOUNTAIN HOSPITAL (030014),2019,Acute Care,Voluntary non-profit - Private,258.0,33.567754,-112.07063,AZ,0.9949,13.6677,142.0,19.0,13.5978,1.0004,11.873,,,11.8782,1.0451,18.8327,227.0,48.0,19.6814,0.9791,21.0647,312.0,63.0,20.625,0.9547,4.0874,,,3.9023,1.0648,15.7433,592.0,103.0,16.7638
97,BANNER CASA GRANDE MEDICAL CENTER (030016),2019,Acute Care,Voluntary non-profit - Other,156.0,32.879608,-111.709253,AZ,0.9435,14.9062,118.0,13.0,14.0639,,,,,,0.9881,17.4385,214.0,36.0,17.2315,1.1275,22.2,192.0,56.0,25.0314,0.9582,4.2619,,,4.0835,1.0494,16.6728,372.0,68.0,17.4962
98,MARICOPA MEDICAL CENTER (030022),2019,Acute Care,Government - Local,570.0,33.458525,-112.02643,AZ,,,,,,,,,,,,,,,,1.0028,21.2653,,,21.324,,,,,,0.944,15.943,,,15.0505
99,FLAGSTAFF MEDICAL CENTER (030023),2019,Acute Care,Voluntary non-profit - Private,267.0,35.209534,-111.644835,AZ,0.9407,13.7368,214.0,24.0,12.9226,0.9006,10.7401,,,9.6724,0.8423,17.8909,,,15.0692,0.8902,20.5,281.0,44.0,18.2492,0.9765,4.1693,798.0,32.0,4.0715,0.8095,15.6169,413.0,40.0,12.6412
100,ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER (030024),2019,Acute Care,Voluntary non-profit - Church,560.0,33.480294,-112.079208,AZ,1.0246,15.302,118.0,20.0,15.6791,1.0495,12.4742,,,13.0911,1.0136,19.9461,168.0,35.0,20.2181,0.9902,21.3183,183.0,38.0,21.1099,0.9911,4.1314,,,4.0945,0.9675,17.0174,340.0,54.0,16.4651
101,ABRAZO CENTRAL CAMPUS (030030),2019,Acute Care,Proprietary,186.0,33.524116,-112.101934,AZ,0.9926,14.5933,86.0,12.0,14.485,,,,,,1.0292,18.6914,72.0,16.0,19.2376,1.0592,20.7932,124.0,31.0,22.0247,0.9434,4.339,,,4.0934,0.9984,16.3495,166.0,27.0,16.3232
102,BANNER PAYSON MEDICAL CENTER (030033),2019,Acute Care,Voluntary non-profit - Other,36.0,,,AZ,,,,,,,,,,,0.9471,16.6048,95.0,11.0,15.726,0.9295,18.5086,119.0,16.0,17.2036,1.1042,4.1949,,,4.632,1.0254,14.1966,148.0,23.0,14.5571
103,CHANDLER REGIONAL MEDICAL CENTER (030036),2019,Acute Care,Voluntary non-profit - Other,318.0,33.298691,-111.873508,AZ,0.9645,14.197,330.0,43.0,13.6936,0.8044,12.3404,,,9.9269,0.9375,18.5875,498.0,82.0,17.4255,0.9128,20.9436,459.0,82.0,19.1184,1.1084,4.1686,300.0,16.0,4.6204,0.9517,16.4348,850.0,130.0,15.6409
104,ST LUKE'S MEDICAL CENTER (030037),2019,Acute Care,Proprietary,209.0,33.451436,-112.042767,AZ,1.0139,14.4819,76.0,12.0,14.6834,0.9938,12.2289,,,12.1531,1.0103,17.4952,,,17.6757,0.9763,20.9027,76.0,14.0,20.4082,0.8631,3.5281,985.0,27.0,3.0451,1.0082,13.8259,,,13.9398
105,SCOTTSDALE OSBORN MEDICAL CENTER (030038),2019,Acute Care,Proprietary,360.0,33.487639,-111.922725,AZ,1.0581,14.5515,140.0,25.0,15.3965,0.9231,10.772,,,9.9436,0.9828,18.0482,261.0,45.0,17.737,0.9852,20.1776,377.0,74.0,19.8784,0.8244,4.1236,499.0,13.0,3.3993,0.9955,15.3692,590.0,90.0,15.2996
106,CANYON VISTA MEDICAL CENTER (030043),2019,Acute Care,Voluntary non-profit - Other,92.0,31.554635,-110.230726,AZ,1.0046,15.2859,174.0,27.0,15.3558,,,,,,0.9452,17.9219,237.0,36.0,16.9399,1.0409,20.69,197.0,45.0,21.5366,1.4924,3.9896,179.0,19.0,5.954,1.0767,14.7926,293.0,51.0,15.9268
107,KINGMAN REGIONAL MEDICAL CENTER (030055),2019,Acute Care,Government - Hospital District or Authority,221.0,35.219907,-114.035813,AZ,1.0806,14.7347,221.0,40.0,15.9227,1.0312,12.0861,,,12.4628,1.0432,18.8997,481.0,98.0,19.7154,1.0481,22.6618,408.0,100.0,23.7519,1.3385,4.8336,137.0,15.0,6.4699,1.1927,16.9459,540.0,120.0,20.2122
108,BANNER BOSWELL MEDICAL CENTER (030061),2019,Acute Care,Voluntary non-profit - Other,508.0,33.604798,-112.282538,AZ,0.8918,14.576,399.0,45.0,12.9989,0.9419,13.0902,199.0,23.0,12.3302,0.9565,20.1195,558.0,104.0,19.2433,0.951,22.3255,670.0,139.0,21.2305,0.9022,4.8703,891.0,37.0,4.394,0.8985,17.1936,1019.0,151.0,15.4477
109,SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER (030062),2019,Acute Care,Voluntary non-profit - Private,91.0,34.201967,-110.01839,AZ,0.9811,13.5413,99.0,12.0,13.2856,,,,,,0.9537,17.4505,165.0,24.0,16.643,0.8475,21.0678,131.0,13.0,17.8551,1.0214,3.9728,285.0,12.0,4.0579,0.929,15.1842,236.0,29.0,14.106
110,BANNER - UNIVERSITY MEDICAL CENTER TUCSON CAMPUS (030064),2019,Acute Care,Voluntary non-profit - Private,511.0,32.242362,-110.944092,AZ,1.0718,15.0502,234.0,42.0,16.1312,0.8733,14.821,,,12.9431,0.9997,20.1817,129.0,26.0,20.1749,1.0077,21.9667,323.0,72.0,22.1364,0.9596,4.0993,,,3.9337,1.001,17.5295,410.0,72.0,17.5466
111,BANNER DESERT MEDICAL CENTER (030065),2019,Acute Care,Voluntary non-profit - Private,632.0,33.39091,-111.874624,AZ,1.036,14.9143,277.0,45.0,15.4508,1.0638,12.3416,87.0,13.0,13.1285,1.0545,19.3432,397.0,85.0,20.3982,0.9941,20.5492,369.0,75.0,20.4274,1.0541,3.7626,,,3.9662,0.9641,16.5712,696.0,109.0,15.9761
112,MT. GRAHAM REGIONAL MEDICAL CENTER (030068),2019,Acute Care,Government - Hospital District or Authority,45.0,32.821883,-109.732994,AZ,,,,,,,,,,,0.9611,17.4308,,,16.7527,,,,,,0.949,3.3564,,,3.1853,0.9567,13.3925,,,12.8121
113,HAVASU REGIONAL MEDICAL CENTER (030069),2019,Acute Care,Proprietary,169.0,34.47998,-114.338537,AZ,1.016,13.8589,327.0,47.0,14.0802,1.1846,13.5219,97.0,20.0,16.0176,1.0002,17.6031,318.0,56.0,17.6061,0.9586,20.6772,407.0,78.0,19.8216,1.0941,4.1982,569.0,28.0,4.5934,0.9672,16.3655,499.0,77.0,15.8283
114,FORT DEFIANCE INDIAN HOSPITAL (030071),2019,Acute Care,Government - Federal,54.0,,,AZ,,,,,,,,,,,0.9948,15.8808,,,15.7985,0.994,20.5614,,,20.4381,,,,,,0.9988,12.4774,153.0,19.0,12.4625
115,TUBA CITY REGIONAL HEALTH CARE CORPORATION (030073),2019,Acute Care,Voluntary non-profit - Other,73.0,,,AZ,,,,,,,,,,,,,,,,0.9784,19.1096,,,18.6972,1.0889,3.557,,,3.8732,0.9375,13.8835,159.0,17.0,13.0164
116,PHOENIX INDIAN MEDICAL CENTER (030078),2019,Acute Care,Government - Federal,119.0,33.49701,-112.047613,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,0.9379,14.5241,,,13.6228
117,ABRAZO SCOTTSDALE CAMPUS (030083),2019,Acute Care,Proprietary,129.0,33.640603,-111.997692,AZ,0.9937,13.5014,,,13.4161,,,,,,1.0515,18.8441,107.0,25.0,19.8154,0.93,19.834,95.0,13.0,18.4461,,,,,,0.9232,15.3574,160.0,18.0,14.1781
118,CHINLE COMPREHENSIVE HEALTH CARE FACILITY (030084),2019,Acute Care,Government - Federal,60.0,,,AZ,,,,,,,,,,,,,,,,0.9931,21.4086,,,21.2617,,,,,,1.0046,11.8969,115.0,14.0,11.9514
119,NORTHWEST MEDICAL CENTER (030085),2019,Acute Care,Proprietary,283.0,32.319581,-111.012054,AZ,1.058,13.3095,182.0,29.0,14.0818,1.0094,10.755,,,10.8556,0.9989,17.8158,332.0,59.0,17.7959,0.9375,19.6715,320.0,55.0,18.4419,1.2512,3.7934,1209.0,62.0,4.7465,1.0232,15.2044,512.0,81.0,15.5571
120,SCOTTSDALE SHEA MEDICAL CENTER (030087),2019,Acute Care,Proprietary,426.0,33.582467,-111.886032,AZ,0.8788,14.1213,296.0,29.0,12.41,1.045,11.5011,99.0,13.0,12.0184,0.944,17.9648,367.0,58.0,16.9587,1.0354,20.3402,678.0,145.0,21.0605,1.1036,3.6832,959.0,41.0,4.0646,0.9019,15.6386,1000.0,135.0,14.1038
121,BANNER BAYWOOD MEDICAL CENTER (030088),2019,Acute Care,Voluntary non-profit - Private,340.0,33.410465,-111.688045,AZ,1.0465,17.7247,49.0,12.0,18.5483,,,,,,0.9505,18.7726,705.0,122.0,17.8429,0.9283,22.2938,487.0,96.0,20.6959,1.1459,4.1872,608.0,32.0,4.7982,0.9218,16.5166,1352.0,201.0,15.2255
122,BANNER THUNDERBIRD MEDICAL CENTER (030089),2019,Acute Care,Government - Hospital District or Authority,566.0,33.610731,-112.178698,AZ,0.9324,15.9371,258.0,34.0,14.8593,1.0323,13.0734,,,13.4958,0.9956,20.2096,280.0,56.0,20.1205,0.9004,23.0063,361.0,68.0,20.7139,1.0633,3.9139,,,4.1617,0.9016,18.2103,690.0,107.0,16.4184
123,HONORHEALTH DEER VALLEY MEDICAL CENTER (030092),2019,Acute Care,Voluntary non-profit - Private,201.0,33.666425,-112.117188,AZ,0.9053,13.616,178.0,16.0,12.3266,0.9818,11.7492,,,11.5354,1.0039,17.9666,259.0,47.0,18.036,1.0236,20.6272,225.0,49.0,21.1144,0.8886,3.6273,,,3.2233,1.0751,16.3514,618.0,113.0,17.5791
124,BANNER DEL E. WEBB MEDICAL CENTER (030093),2019,Acute Care,Voluntary non-profit - Private,390.0,33.658307,-112.371939,AZ,0.8654,13.9518,419.0,42.0,12.0746,,,,,,0.9332,18.0419,517.0,82.0,16.8374,0.948,20.7804,540.0,103.0,19.699,0.8613,4.2311,826.0,27.0,3.6443,0.9316,15.8924,1021.0,147.0,14.8061
125,ABRAZO ARROWHEAD CAMPUS (030094),2019,Acute Care,Proprietary,244.0,33.655042,-112.202889,AZ,0.9888,13.9317,259.0,35.0,13.7758,1.0153,12.7849,128.0,17.0,12.9799,0.9848,18.6423,235.0,42.0,18.3583,0.8679,21.1509,310.0,48.0,18.3577,0.9166,4.0204,537.0,18.0,3.6853,0.8932,15.8757,343.0,42.0,14.1794
126,WESTERN ARIZONA REGIONAL MEDICAL CENTER (030101),2019,Acute Care,Proprietary,133.0,35.109853,-114.555146,AZ,0.9436,14.8909,203.0,25.0,14.0511,,,,,,1.0051,18.7378,375.0,71.0,18.8325,1.1336,21.1618,366.0,96.0,23.9884,0.9533,4.6499,,,4.433,0.9241,17.7353,261.0,38.0,16.3897
127,MAYO CLINIC HOSPITAL (030103),2019,Acute Care,Voluntary non-profit - Private,277.0,33.663312,-111.955659,AZ,0.971,15.3632,240.0,34.0,14.9175,1.0179,14.2088,,,14.463,0.9233,20.9832,176.0,28.0,19.3736,0.9263,22.3645,714.0,143.0,20.7157,0.8451,4.13,1245.0,40.0,3.4902,0.9574,17.8405,958.0,161.0,17.081
128,BANNER HEART HOSPITAL (030105),2019,Acute Care,Voluntary non-profit - Private,110.0,33.410378,-111.685273,AZ,0.883,13.6819,773.0,86.0,12.0814,0.975,12.3539,271.0,32.0,12.0451,0.9691,21.305,,,20.6457,0.8528,20.5455,593.0,94.0,17.5214,,,,,,1.0341,18.8102,51.0,12.0,19.4515
129,ARIZONA SPINE AND JOINT HOSPITAL (030107),2019,Acute Care,Proprietary,23.0,33.379206,-111.734695,AZ,,,,,,,,,,,,,,,,,,,,,0.8994,3.4228,752.0,21.0,3.0784,,,,,
130,"CORE INSTITUTE SPECIALTY HOSPITAL, THE (030108)",2019,Acute Care,Proprietary,32.0,33.531837,-112.099614,AZ,,,,,,,,,,,,,,,,,,,,,0.8393,3.7061,468.0,11.0,3.1106,,,,,
131,ABRAZO WEST CAMPUS (030110),2019,Acute Care,Proprietary,190.0,33.464283,-112.354024,AZ,1.0531,13.7206,172.0,28.0,14.4496,1.1097,12.9233,,,14.3409,1.0505,18.24,200.0,42.0,19.1613,0.9135,20.6552,168.0,26.0,18.8681,,,,,,1.005,16.2665,304.0,50.0,16.3484
132,BANNER-UNIVERSITY MEDICAL CENTER SOUTH CAMPUS (030111),2019,Acute Care,Voluntary non-profit - Private,207.0,32.177882,-110.930891,AZ,0.9981,14.5247,125.0,18.0,14.4964,,,,,,1.0276,17.3047,62.0,13.0,17.7821,0.9795,21.7076,91.0,18.0,21.2621,,,,,,0.944,17.1623,151.0,21.0,16.2008
133,ARIZONA SPECIALTY HOSPITAL (030112),2019,Acute Care,Proprietary,24.0,33.33484,-111.891133,AZ,,,,,,,,,,,,,,,,,,,,,1.2111,3.8116,543.0,29.0,4.6162,,,,,
134,WHITERIVER PHS INDIAN HOSPITAL (030113),2019,Acute Care,Government - Federal,39.0,33.875976,-109.959528,AZ,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.9629,14.9455,,,14.3913
135,ORO VALLEY HOSPITAL (030114),2019,Acute Care,Proprietary,148.0,32.427183,-110.94954,AZ,0.9717,12.9179,133.0,15.0,12.5523,,,,,,1.0422,17.1258,224.0,43.0,17.8493,1.0144,19.1278,284.0,56.0,19.404,0.9075,3.599,918.0,28.0,3.266,0.8762,14.3994,393.0,42.0,12.6172
136,BANNER ESTRELLA MEDICAL CENTER (030115),2019,Acute Care,Voluntary non-profit - Private,288.0,33.479558,-112.257936,AZ,0.9584,16.3367,132.0,18.0,15.6569,,,,,,0.988,20.1942,150.0,29.0,19.9511,0.8486,23.6846,222.0,34.0,20.0984,1.1518,4.2695,,,4.9176,0.9587,17.4997,361.0,58.0,16.7761
137,VALLEY VIEW MEDICAL CENTER (030117),2019,Acute Care,Proprietary,82.0,35.002363,-114.597954,AZ,0.9653,14.8139,,,14.3002,,,,,,0.9415,18.3848,153.0,22.0,17.3093,1.0255,21.5605,169.0,39.0,22.1112,0.8947,3.9435,,,3.5282,1.033,17.8442,152.0,30.0,18.433
138,MERCY GILBERT MEDICAL CENTER (030119),2019,Acute Care,Voluntary non-profit - Church,202.0,33.286661,-111.755311,AZ,0.9551,15.0476,131.0,16.0,14.3717,,,,,,0.9595,20.1817,290.0,53.0,19.3638,1.0785,21.9966,329.0,83.0,23.724,0.9951,4.3266,374.0,16.0,4.3053,0.9137,16.7147,677.0,98.0,15.2716
139,GILBERT HOSPITAL (030120),2019,Acute Care,Proprietary,19.0,,,AZ,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1.0451,12.819,,,13.3969
140,"MOUNTAIN VISTA MEDICAL CENTER, LP (030121)",2019,Acute Care,Proprietary,171.0,33.3911,-111.615329,AZ,0.9014,13.8497,210.0,20.0,12.4843,1.0372,12.528,,,12.9942,1.01,16.9079,148.0,26.0,17.0776,1.0163,21.3502,198.0,44.0,21.6976,0.9456,3.9466,,,3.7319,0.9876,15.7637,358.0,55.0,15.5689
141,BANNER GATEWAY MEDICAL CENTER (030122),2019,Acute Care,Voluntary non-profit - Other,170.0,33.384225,-111.719634,AZ,,,,,,,,,,,0.9398,17.2208,170.0,23.0,16.1845,0.9602,20.2987,162.0,29.0,19.4901,1.012,3.8911,,,3.9378,1.0054,16.8614,470.0,80.0,16.9521
142,SCOTTSDALE THOMPSON PEAK MEDICAL CENTER (030123),2019,Acute Care,Proprietary,98.0,33.669777,-111.921803,AZ,0.9351,12.6717,,,11.8498,,,,,,1.0256,17.523,151.0,29.0,17.971,0.9436,19.9609,221.0,38.0,18.835,0.8956,3.6362,1236.0,38.0,3.2566,0.973,14.7248,395.0,55.0,14.3266
143,BANNER IRONWOOD MEDICAL CENTER (030130),2019,Acute Care,Voluntary non-profit - Private,61.0,33.214839,-111.563447,AZ,,,0.0,,,,,,,,0.9596,16.497,,,15.8313,0.9883,20.1191,,,19.8845,1.0795,4.0445,,,4.366,0.8986,15.0813,,,13.5513
144,O.A.S.I.S. HOSPITAL (030131),2019,Acute Care,Voluntary non-profit - Private,64.0,33.45672,-111.99521,AZ,,,,,,,,,,,,,,,,,,,,,1.0328,3.6065,2318.0,87.0,3.7248,,,,,
145,BANNER GOLDFIELD MEDICAL CENTER (030134),2019,Acute Care,Voluntary non-profit - Other,23.0,33.393343,-111.566796,AZ,,,0.0,,,,,,,,0.9588,15.4628,,,14.8254,0.9494,17.4411,,,16.5587,,,,,,0.9519,14.2124,,,13.5294
146,SANTA CRUZ VALLEY REGIONAL HOSPITAL (030137),2019,Acute Care,Proprietary,49.0,31.807943,-111.010966,AZ,,,,,,,,,,,1.0035,17.1202,80.0,14.0,17.1801,0.9506,18.2346,,,17.334,,,,,,0.9849,13.4469,150.0,19.0,13.2437
147,SILOAM SPRINGS REGIONAL HOSPITAL (040001),2019,Acute Care,Proprietary,46.0,36.190377,-94.509658,AR,,,,,,,,,,,1.0371,16.1464,56.0,12.0,16.7451,1.032,18.2907,48.0,11.0,18.8757,1.1286,3.7632,,,4.2473,1.0213,14.6652,112.0,18.0,14.9779
148,JOHNSON REGIONAL MEDICAL CENTER (040002),2019,Acute Care,Voluntary non-profit - Private,86.0,35.464384,-93.445797,AR,,,,,,,,,,,0.9631,15.7436,143.0,19.0,15.1634,1.074,18.4037,99.0,24.0,19.7658,0.9669,3.8061,,,3.6801,0.9613,13.0529,217.0,25.0,12.548
149,WASHINGTON REGIONAL MEDICAL CENTER (040004),2019,Acute Care,Voluntary non-profit - Private,314.0,36.110984,-94.157862,AR,0.9507,13.3462,339.0,40.0,12.6888,0.944,11.78,121.0,12.0,11.1199,1.0312,18.5984,353.0,70.0,19.178,0.939,19.8217,741.0,134.0,18.6135,0.9012,3.7123,751.0,23.0,3.3455,0.8409,14.834,585.0,63.0,12.4734
150,CHI-ST VINCENT INFIRMARY (040007),2019,Acute Care,Voluntary non-profit - Private,414.0,,,AR,0.9347,14.0551,320.0,38.0,13.1379,0.9416,13.1336,344.0,41.0,12.3663,0.9762,18.2097,280.0,48.0,17.7764,1.086,21.3278,767.0,183.0,23.1611,1.0588,4.0746,668.0,30.0,4.3143,1.1475,15.1346,690.0,128.0,17.3666
151,MERCY HOSPITAL NORTHWEST ARKANSAS (040010),2019,Acute Care,Voluntary non-profit - Church,201.0,36.309562,-94.184709,AR,0.984,15.9603,242.0,37.0,15.7049,0.9234,12.2227,133.0,13.0,11.2864,0.9919,19.5009,303.0,58.0,19.3438,1.0006,21.1959,410.0,87.0,21.2095,1.1462,4.3148,408.0,23.0,4.9456,0.9107,16.121,739.0,103.0,14.682
152,CHAMBERS MEMORIAL HOSPITAL (040011),2019,Acute Care,Voluntary non-profit - Private,41.0,35.054823,-93.388543,AR,,,,,,,,,,,1.0988,19.6345,194.0,49.0,21.5752,1.1435,19.571,163.0,45.0,22.379,,,,,,1.1407,15.7979,212.0,46.0,18.0199
153,WHITE COUNTY MEDICAL CENTER (040014),2019,Acute Care,Voluntary non-profit - Private,315.0,35.250446,-91.696758,AR,0.9362,14.9994,221.0,27.0,14.043,,,,,,0.9096,19.6165,869.0,148.0,17.844,0.9401,21.4776,584.0,114.0,20.192,0.8223,4.4265,,,3.64,0.9997,16.4167,1237.0,203.0,16.412
154,MENA REGIONAL HEALTH SYSTEM (040015),2019,Acute Care,Government - Local,65.0,34.588386,-94.221383,AR,,,,,,,,,,,1.0072,16.2085,150.0,25.0,16.3246,1.0782,18.0812,89.0,22.0,19.4956,,,,,,0.9846,13.2207,145.0,18.0,13.0177
155,UAMS MEDICAL CENTER (040016),2019,Acute Care,Government - State,480.0,34.751583,-92.320998,AR,0.9836,15.8283,90.0,13.0,15.569,,,,,,1.0052,19.1602,133.0,26.0,19.2595,1.1009,21.7075,229.0,61.0,23.8976,0.9697,4.3236,373.0,15.0,4.1926,1.2012,18.2283,523.0,126.0,21.8965
156,NORTH ARKANSAS REGIONAL MEDICAL CENTER (040017),2019,Acute Care,Voluntary non-profit - Other,133.0,36.236281,-93.107148,AR,,,,,,,,,,,1.0223,16.6524,161.0,29.0,17.0241,0.9741,18.2223,133.0,22.0,17.75,0.8552,3.6317,,,3.106,0.9115,15.0576,520.0,66.0,13.7243
157,SPARKS MEDICAL CENTER - VAN BUREN (040018),2019,Acute Care,Proprietary,68.0,35.434175,-94.339451,AR,,,0.0,,,,,,,,0.9995,17.2531,64.0,11.0,17.2445,,,,,,,,,,,1.0243,15.5237,,,15.9005
