,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,READM-30-AMI (Excess Readmission Ratio),READM-30-AMI (Expected Readmission Rate),READM-30-AMI (Number of Discharges),READM-30-AMI (Number of Readmissions),READM-30-AMI (Predicted Readmission Rate),READM-30-HF (Excess Readmission Ratio),READM-30-HF (Expected Readmission Rate),READM-30-HF (Number of Discharges),READM-30-HF (Number of Readmissions),READM-30-HF (Predicted Readmission Rate),READM-30-PN (Excess Readmission Ratio),READM-30-PN (Expected Readmission Rate),READM-30-PN (Number of Discharges),READM-30-PN (Number of Readmissions),READM-30-PN (Predicted Readmission Rate)
115,SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER (030062),2014,Acute Care,Voluntary non-profit - Private,91.0,34.201967,-110.01839,AZ,0.9874,16.3,47.0,,16.1,0.915,20.4,84.0,11.0,18.6,0.9319,15.6,157.0,19.0,14.5
116,"UNIVERSITY OF ARIZONA MEDICAL CTR-UNIVERSITY, THE (030064)",2014,Acute Care,Voluntary non-profit - Private,511.0,32.242362,-110.944092,AZ,1.1124,17.6,245.0,53.0,19.6,1.0565,22.8,323.0,81.0,24.1,0.9803,17.2,326.0,54.0,16.9
117,BANNER DESERT MEDICAL CENTER (030065),2014,Acute Care,Voluntary non-profit - Private,632.0,33.39091,-111.874624,AZ,1.0519,15.5,188.0,33.0,16.3,1.0863,21.3,400.0,97.0,23.1,1.0966,16.8,346.0,69.0,18.4
118,MT GRAHAM REGIONAL MEDICAL CENTER (030068),2014,Acute Care,Government - Hospital District or Authority,45.0,32.821883,-109.732994,AZ,,,,,,0.9923,19.8,53.0,,19.6,1.0,14.8,169.0,25.0,14.8
119,HAVASU REGIONAL MEDICAL CENTER (030069),2014,Acute Care,Proprietary,169.0,34.47998,-114.338537,AZ,0.9837,16.5,226.0,36.0,16.3,0.9553,20.8,324.0,62.0,19.9,0.9739,15.7,251.0,37.0,15.3
120,FORT DEFIANCE INDIAN HOSPITAL (030071),2014,Acute Care,Government - Federal,54.0,,,AZ,,,,,,1.0012,19.8,30.0,,19.8,0.9784,12.4,191.0,22.0,12.1
121,TUBA CITY REGIONAL HEALTH CARE CORPORATION (030073),2014,Acute Care,Voluntary non-profit - Other,73.0,,,AZ,,,,,,1.0509,20.2,63.0,16.0,21.2,0.9633,14.2,198.0,25.0,13.6
122,SELLS INDIAN HEALTH SERVICE HOSPITAL (030074),2014,Acute Care,Government - Federal,13.0,,,AZ,,,0.0,,,,,0.0,,,,,,,
123,SAN CARLOS INDIAN HOSPITAL (030077),2014,Acute Care,Government - Federal,9.0,,,AZ,,,0.0,,,,,0.0,,,,,,,
124,PHOENIX INDIAN MEDICAL CENTER (030078),2014,Acute Care,Government - Federal,119.0,33.49701,-112.047613,AZ,,,0.0,,,,,,,,0.9915,14.5,38.0,,14.4
125,PARADISE VALLEY HOSPITAL (030083),2014,Acute Care,Proprietary,129.0,33.640603,-111.997692,AZ,0.9627,17.2,47.0,,16.6,1.0481,20.9,84.0,21.0,21.9,0.9921,16.1,134.0,21.0,16.0
126,CHINLE COMPREHENSIVE HEALTH CARE FACILITY (030084),2014,Acute Care,Government - Federal,60.0,,,AZ,,,,,,1.0876,20.1,48.0,15.0,21.9,0.9828,13.7,170.0,22.0,13.5
127,NORTHWEST MEDICAL CENTER (030085),2014,Acute Care,Proprietary,283.0,32.319581,-111.012054,AZ,1.0311,16.5,174.0,31.0,17.0,0.8547,22.1,331.0,54.0,18.9,0.9428,16.4,500.0,74.0,15.4
128,SCOTTSDALE HEALTHCARE-SHEA MEDICAL CENTER (030087),2014,Acute Care,Proprietary,426.0,33.582467,-111.886032,AZ,0.8584,15.7,295.0,33.0,13.5,0.9885,22.5,555.0,123.0,22.3,1.0112,17.3,568.0,100.0,17.5
129,BANNER BAYWOOD MEDICAL CENTER (030088),2014,Acute Care,Voluntary non-profit - Private,340.0,33.410465,-111.688045,AZ,1.0039,18.1,32.0,,18.2,1.1867,22.2,491.0,139.0,26.3,1.0054,17.0,672.0,115.0,17.1
130,BANNER THUNDERBIRD MEDICAL CENTER (030089),2014,Acute Care,Government - Hospital District or Authority,566.0,33.610731,-112.178698,AZ,1.1385,17.9,181.0,43.0,20.3,1.0671,23.7,491.0,128.0,25.3,1.1182,18.7,390.0,88.0,20.9
131,JOHN C LINCOLN DEER VALLEY HOSPITAL (030092),2014,Acute Care,Voluntary non-profit - Private,201.0,33.666425,-112.117188,AZ,0.982,15.0,128.0,18.0,14.7,0.9899,22.3,220.0,48.0,22.1,0.9016,15.9,207.0,24.0,14.3
132,BANNER DEL E WEBB MEDICAL CENTER (030093),2014,Acute Care,Voluntary non-profit - Private,390.0,33.658307,-112.371939,AZ,1.0112,16.9,365.0,63.0,17.1,0.9617,21.2,599.0,120.0,20.4,1.0389,16.3,637.0,110.0,16.9
133,ARROWHEAD HOSPITAL (030094),2014,Acute Care,Proprietary,244.0,33.655042,-112.202889,AZ,0.9452,17.1,72.0,,16.2,0.98,22.7,162.0,35.0,22.3,1.0132,16.7,208.0,36.0,17.0
134,WESTERN ARIZONA REGIONAL MEDICAL CTR (030101),2014,Acute Care,Proprietary,133.0,35.109853,-114.555146,AZ,0.9766,17.7,157.0,26.0,17.3,1.0888,23.4,369.0,99.0,25.5,1.1083,17.6,211.0,47.0,19.5
135,MAYO CLINIC HOSPITAL (030103),2014,Acute Care,Voluntary non-profit - Private,277.0,33.663312,-111.955659,AZ,0.9831,16.7,236.0,38.0,16.4,0.9976,22.4,483.0,108.0,22.4,0.9631,17.1,534.0,86.0,16.5
136,BANNER HEART HOSPITAL (030105),2014,Acute Care,Voluntary non-profit - Private,110.0,33.410378,-111.685273,AZ,1.0415,15.4,486.0,80.0,16.1,0.9944,20.9,898.0,186.0,20.7,1.0375,16.4,29.0,,17.1
137,ARIZONA SPINE AND JOINT HOSPITAL (030107),2014,Acute Care,Proprietary,23.0,33.379206,-111.734695,AZ,,,0.0,,,,,0.0,,,,,0.0,,
138,"SURGICAL HOSPITAL OF PHOENIX, THE (030108)",2014,Acute Care,Proprietary,32.0,33.531837,-112.099614,AZ,,,0.0,,,,,0.0,,,,,0.0,,
139,WEST VALLEY HOSPITAL (030110),2014,Acute Care,Proprietary,190.0,33.464283,-112.354024,AZ,1.0421,16.4,117.0,22.0,17.1,0.9691,23.3,145.0,31.0,22.6,0.969,17.5,170.0,27.0,16.9
140,"UNIVERSITY OF ARIZONA MEDICAL CTR- SOUTH CAM, THE (030111)",2014,Acute Care,Voluntary non-profit - Private,207.0,32.177882,-110.930891,AZ,0.9609,16.0,64.0,,15.3,0.9781,22.5,51.0,,22.0,0.986,16.8,65.0,,16.6
141,ARIZONA ORTHOPEDIC AND SURGICAL SPECIALITY HOSP (030112),2014,Acute Care,Proprietary,24.0,33.33484,-111.891133,AZ,,,0.0,,,,,0.0,,,,,0.0,,
142,WHITERIVER PHS INDIAN HOSPITAL (030113),2014,Acute Care,Government - Federal,39.0,33.875976,-109.959528,AZ,,,,,,,,,,,0.9128,13.6,79.0,,12.4
143,ORO VALLEY HOSPITAL (030114),2014,Acute Care,Proprietary,148.0,32.427183,-110.94954,AZ,0.936,15.1,113.0,13.0,14.2,0.9973,21.8,157.0,34.0,21.7,1.0424,15.5,208.0,36.0,16.2
144,BANNER ESTRELLA MEDICAL CENTER (030115),2014,Acute Care,Voluntary non-profit - Private,288.0,33.479558,-112.257936,AZ,1.1388,15.7,95.0,23.0,17.9,1.0331,23.9,211.0,54.0,24.7,1.046,18.3,269.0,54.0,19.1
145,VALLEY VIEW MEDICAL CENTER (030117),2014,Acute Care,Proprietary,82.0,35.002363,-114.597954,AZ,0.9388,17.1,56.0,,16.0,1.0115,23.4,137.0,33.0,23.6,1.0673,17.2,111.0,24.0,18.3
146,YAVAPAI REGIONAL MEDICAL CENTER-EAST (030118),2014,Acute Care,Proprietary,61.0,,,AZ,,,,,,0.9283,22.2,102.0,17.0,20.6,0.964,15.2,191.0,26.0,14.7
147,MERCY GILBERT MEDICAL CENTER (030119),2014,Acute Care,Voluntary non-profit - Church,202.0,33.286661,-111.755311,AZ,0.9429,17.2,103.0,14.0,16.2,0.9703,23.2,270.0,59.0,22.5,0.8356,17.1,315.0,35.0,14.3
148,GILBERT HOSPITAL (030120),2014,Acute Care,Proprietary,19.0,,,AZ,,,,,,1.038,20.4,66.0,16.0,21.2,0.9664,14.1,116.0,14.0,13.6
149,"MOUNTAIN VISTA MEDICAL CENTER, LP (030121)",2014,Acute Care,Proprietary,171.0,33.3911,-111.615329,AZ,0.9814,16.2,156.0,24.0,15.9,1.0671,23.1,273.0,71.0,24.7,1.0535,16.8,294.0,55.0,17.7
150,BANNER GATEWAY MEDICAL CENTER (030122),2014,Acute Care,Voluntary non-profit - Other,170.0,33.384225,-111.719634,AZ,,,,,,1.0313,20.6,162.0,36.0,21.2,0.9417,16.0,155.0,20.0,15.0
151,SCOTTSDALE HEALTHCARE-THOMPSON PEAK HOSPITAL (030123),2014,Acute Care,Proprietary,98.0,33.669777,-111.921803,AZ,,,,,,0.9322,20.8,107.0,17.0,19.4,0.9881,15.0,139.0,20.0,14.9
152,BANNER IRONWOOD MEDICAL CENTER (030130),2014,Acute Care,Voluntary non-profit - Private,61.0,33.214839,-111.563447,AZ,,,0.0,,,,,,,,1.0165,15.7,32.0,,15.9
153,OASIS HOSPITAL (030131),2014,Acute Care,Voluntary non-profit - Private,64.0,33.45672,-111.99521,AZ,,,0.0,,,,,0.0,,,,,0.0,,
154,"FLORENCE HOSPITAL AT ANTHEM, LLC (030132)",2014,Acute Care,Proprietary,36.0,,,AZ,,,0.0,,,,,,,,,,,,
155,SILOAM SPRINGS REGIONAL HOSPITAL (040001),2014,Acute Care,Proprietary,46.0,36.190377,-94.509658,AR,,,,,,1.0911,20.5,91.0,25.0,22.3,1.0808,15.5,183.0,35.0,16.8
156,JOHNSON REGIONAL MEDICAL CENTER (040002),2014,Acute Care,Voluntary non-profit - Private,86.0,35.464384,-93.445797,AR,1.0042,20.5,33.0,,20.6,0.9713,20.3,84.0,15.0,19.7,1.1098,13.9,190.0,35.0,15.5
157,WASHINGTON REGIONAL MED CTR AT NORTH HILLS (040004),2014,Acute Care,Voluntary non-profit - Private,314.0,36.110984,-94.157862,AR,0.9129,15.1,306.0,38.0,13.8,0.9273,21.2,550.0,104.0,19.6,0.9125,15.9,454.0,61.0,14.5
158,ST VINCENT INFIRMARY MEDICAL CENTER (040007),2014,Acute Care,Voluntary non-profit - Private,414.0,,,AR,0.9625,16.4,163.0,24.0,15.8,1.0377,22.0,718.0,166.0,22.8,0.9791,16.1,426.0,66.0,15.8
159,MERCY HOSPITAL NORTHWEST ARKANSAS (040010),2014,Acute Care,Voluntary non-profit - Church,201.0,36.309562,-94.184709,AR,1.0679,16.1,215.0,40.0,17.2,0.8826,22.4,352.0,63.0,19.8,1.0345,17.1,301.0,55.0,17.6
160,CHAMBERS MEMORIAL HOSPITAL (040011),2014,Acute Care,Voluntary non-profit - Private,41.0,35.054823,-93.388543,AR,1.0802,25.1,37.0,14.0,27.1,1.1575,22.0,121.0,39.0,25.5,1.218,16.1,107.0,32.0,19.6
161,WHITE COUNTY MEDICAL CENTER (040014),2014,Acute Care,Voluntary non-profit - Private,315.0,35.250446,-91.696758,AR,0.9959,15.8,242.0,38.0,15.8,1.1117,21.4,697.0,172.0,23.8,1.2336,17.0,812.0,182.0,20.9
162,MENA REGIONAL HEALTH SYSTEM (040015),2014,Acute Care,Government - Local,65.0,34.588386,-94.221383,AR,,,,,,0.9616,20.9,90.0,16.0,20.1,0.934,16.6,153.0,20.0,15.5
163,UAMS MEDICAL CENTER (040016),2014,Acute Care,Government - State,480.0,34.751583,-92.320998,AR,1.122,18.3,119.0,30.0,20.5,1.0608,24.8,230.0,64.0,26.4,1.0845,19.5,384.0,86.0,21.2
164,NORTH ARKANSAS REGIONAL MEDICAL CENTER (040017),2014,Acute Care,Voluntary non-profit - Other,133.0,36.236281,-93.107148,AR,1.0848,20.9,35.0,12.0,22.7,1.042,20.5,200.0,45.0,21.4,1.0044,15.8,723.0,115.0,15.9
165,SUMMIT MEDICAL CENTER (040018),2014,Acute Care,Proprietary,68.0,35.434175,-94.339451,AR,,,,,,1.0249,21.2,72.0,17.0,21.8,1.1094,15.9,143.0,31.0,17.6
166,FORREST CITY MEDICAL CENTER (040019),2014,Acute Care,Proprietary,68.0,35.039275,-90.771894,AR,,,,,,1.0546,23.0,70.0,20.0,24.3,1.0207,14.9,85.0,14.0,15.2
167,ST BERNARDS MEDICAL CENTER (040020),2014,Acute Care,Voluntary non-profit - Private,376.0,35.837478,-90.702142,AR,0.9971,16.0,403.0,64.0,15.9,0.8972,21.8,684.0,128.0,19.6,0.9077,16.5,577.0,81.0,15.0
168,"NW ARKANSAS HOSPITALS, LLC (040022)",2014,Acute Care,Proprietary,325.0,36.181394,-94.136464,AR,1.0216,16.3,318.0,54.0,16.7,1.0408,22.6,633.0,151.0,23.5,1.0347,17.2,468.0,85.0,17.8
169,ST JOSEPHS MERCY HEALTH CENTER INC (040026),2014,Acute Care,Voluntary non-profit - Church,235.0,34.466035,-93.066396,AR,0.9056,14.8,249.0,29.0,13.4,0.9743,21.5,670.0,139.0,21.0,0.9138,17.1,834.0,125.0,15.6
170,BAXTER REGIONAL MEDICAL CENTER (040027),2014,Acute Care,Voluntary non-profit - Private,214.0,36.343067,-92.395905,AR,1.19,15.5,374.0,77.0,18.4,1.0682,21.3,564.0,132.0,22.8,1.2145,16.4,804.0,171.0,19.9
171,CONWAY REGIONAL MEDICAL CENTER (040029),2014,Acute Care,Voluntary non-profit - Private,151.0,35.084826,-92.457103,AR,0.9376,14.8,194.0,24.0,13.9,0.9037,21.1,222.0,37.0,19.1,1.0315,15.6,457.0,75.0,16.0
172,BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK (040036),2014,Acute Care,Voluntary non-profit - Private,212.0,34.784075,-92.218633,AR,0.9894,16.2,333.0,53.0,16.1,1.1286,22.9,632.0,170.0,25.8,1.0757,17.5,521.0,102.0,18.8
173,ARKANSAS METHODIST MEDICAL CENTER (040039),2014,Acute Care,Voluntary non-profit - Private,129.0,36.052593,-90.499051,AR,1.1236,17.9,166.0,39.0,20.2,1.1647,20.5,254.0,69.0,23.9,1.0284,16.0,398.0,67.0,16.4
174,ST MARYS REGIONAL MEDICAL CENTER (040041),2014,Acute Care,Proprietary,155.0,35.28286,-93.149908,AR,1.0571,17.4,73.0,16.0,18.4,1.0412,21.1,259.0,59.0,21.9,0.8905,14.9,334.0,38.0,13.2
175,CRITTENDEN MEMORIAL HOSPITAL (040042),2014,Acute Care,Voluntary non-profit - Private,162.0,,,AR,,,,,,0.9933,22.4,217.0,48.0,22.3,1.0909,18.0,188.0,42.0,19.7
176,FIVE RIVERS MEDICAL CENTER (040047),2014,Acute Care,Voluntary non-profit - Private,44.0,36.289911,-90.996334,AR,,,,,,1.1081,21.2,104.0,30.0,23.5,1.0923,16.4,262.0,52.0,18.0
177,OUACHITA COUNTY MEDICAL CENTER (040050),2014,Acute Care,Voluntary non-profit - Private,97.0,,,AR,,,,,,0.9878,20.3,138.0,27.0,20.0,0.9453,15.0,106.0,12.0,14.2
178,DREW MEMORIAL HOSPITAL (040051),2014,Acute Care,Voluntary non-profit - Private,51.0,33.610628,-91.814978,AR,,,,,,0.9559,22.6,127.0,25.0,21.6,1.0382,16.3,272.0,48.0,16.9
179,SPARKS REGIONAL MEDICAL CENTER (040055),2014,Acute Care,Proprietary,288.0,35.374527,-94.421311,AR,1.1335,17.7,398.0,86.0,20.1,1.0688,23.7,604.0,157.0,25.4,0.8829,17.7,608.0,88.0,15.6
180,ST EDWARD MERCY MEDICAL CENTER (040062),2014,Acute Care,Voluntary non-profit - Private,367.0,35.353647,-94.352964,AR,0.8582,14.8,322.0,34.0,12.7,0.9755,22.7,547.0,120.0,22.2,0.8487,16.3,513.0,62.0,13.8
181,MAGNOLIA HOSPITAL (040067),2014,Acute Care,Government - Local,38.0,33.275123,-93.240071,AR,,,,,,1.152,21.9,175.0,52.0,25.2,0.9443,15.1,106.0,12.0,14.3
182,GREAT RIVER MEDICAL CENTER (040069),2014,Acute Care,Voluntary non-profit - Other,106.0,35.943011,-89.918929,AR,,,,,,1.0482,20.7,62.0,16.0,21.7,1.1983,17.0,121.0,35.0,20.3
183,JEFFERSON REGIONAL MEDICAL CENTER (040071),2014,Acute Care,Voluntary non-profit - Private,322.0,34.189066,-92.018453,AR,0.9689,16.4,148.0,22.0,15.8,1.0923,21.5,239.0,61.0,23.5,1.027,16.3,254.0,44.0,16.7
184,BAPTIST HEALTH MEDICAL CENTER-STUTTGART (040072),2014,Acute Care,Voluntary non-profit - Private,49.0,34.517773,-91.557572,AR,,,,,,1.11,22.5,133.0,39.0,24.9,0.9681,17.2,89.0,13.0,16.6
185,NORTH METRO MEDICAL CENTER (040074),2014,Acute Care,Proprietary,70.0,34.872381,-92.124697,AR,,,,,,1.0762,22.1,105.0,29.0,23.7,1.019,17.5,179.0,33.0,17.8
186,BAPTIST HEALTH MEDICAL CENTER-HOT SPRINGS COUNTY (040076),2014,Acute Care,Voluntary non-profit - Private,69.0,34.358913,-92.786418,AR,,,,,,1.1157,22.2,113.0,34.0,24.7,1.0802,16.8,362.0,70.0,18.1
187,NATIONAL PARK MEDICAL CENTER (040078),2014,Acute Care,Proprietary,162.0,34.486239,-93.033554,AR,1.084,16.5,85.0,19.0,17.9,1.0987,21.9,278.0,72.0,24.0,1.0327,17.5,305.0,57.0,18.1
188,HARRIS HOSPITAL (040080),2014,Acute Care,Proprietary,121.0,,,AR,,,,,,1.1024,22.4,156.0,44.0,24.7,1.1196,17.9,197.0,46.0,20.1
189,SALINE MEMORIAL HOSPITAL (040084),2014,Acute Care,Voluntary non-profit - Private,165.0,34.573552,-92.584405,AR,0.9747,17.7,117.0,19.0,17.3,1.0389,21.4,252.0,58.0,22.2,1.0675,15.6,320.0,57.0,16.7
190,HELENA REGIONAL MEDICAL CENTER (040085),2014,Acute Care,Proprietary,133.0,34.508357,-90.62733,AR,,,,,,1.103,20.0,207.0,51.0,22.1,1.0223,15.4,107.0,18.0,15.7
191,MEDICAL CENTER SOUTH ARKANSAS (040088),2014,Acute Care,Proprietary,124.0,33.218378,-92.67103,AR,0.9585,15.1,131.0,17.0,14.4,1.1111,20.8,348.0,86.0,23.1,0.9303,14.9,259.0,32.0,13.9
192,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK (040114),2014,Acute Care,Voluntary non-profit - Private,773.0,,,AR,0.9979,15.9,594.0,94.0,15.8,0.9376,22.1,1130.0,231.0,20.8,1.0666,16.8,727.0,134.0,17.9
193,NEA BAPTIST MEMORIAL HOSPITAL (040118),2014,Acute Care,Voluntary non-profit - Private,168.0,35.864204,-90.639107,AR,0.9986,13.8,174.0,24.0,13.8,1.0995,20.6,397.0,95.0,22.6,0.8955,16.3,453.0,60.0,14.6
194,WHITE RIVER MEDICAL CENTER (040119),2014,Acute Care,Voluntary non-profit - Private,202.0,35.769572,-91.634721,AR,1.0623,17.1,260.0,50.0,18.1,1.0469,22.1,550.0,130.0,23.2,1.0772,17.5,637.0,124.0,18.8
195,LEO N LEVI NATIONAL ARTHRITIS HOSPITAL (040132),2014,Acute Care,Voluntary non-profit - Private,53.0,34.509945,-93.056649,AR,,,0.0,,,,,0.0,,,,,0.0,,
196,ARKANSAS HEART HOSPITAL (040134),2014,Acute Care,Proprietary,112.0,34.739159,-92.394421,AR,1.0141,15.5,644.0,102.0,15.7,1.0046,21.4,811.0,175.0,21.5,0.981,16.6,123.0,19.0,16.3
197,ST VINCENT MEDICAL CENTER/NORTH (040137),2014,Acute Care,Voluntary non-profit - Private,59.0,34.814378,-92.207514,AR,,,,,,1.0363,22.7,170.0,42.0,23.5,0.9278,16.0,149.0,18.0,14.8
198,ARKANSAS SURGICAL HOSPITAL (040147),2014,Acute Care,Physician,49.0,34.801458,-92.347687,AR,,,0.0,,,,,0.0,,,,,0.0,,
199,PHYSICIANS' SPECIALTY HOSPITAL (040152),2014,Acute Care,Proprietary,20.0,36.12133,-94.13373,AR,,,0.0,,,,,,,,,,,,
200,WADLEY REGIONAL MEDICAL CENTER AT HOPE (040153),2014,Acute Care,Proprietary,70.0,33.648008,-93.587052,AR,,,0.0,,,,,0.0,,,,,0.0,,
201,ST ROSE HOSPITAL (050002),2014,Acute Care,Voluntary non-profit - Church,188.0,37.63291,-122.089742,CA,1.0788,19.0,104.0,25.0,20.5,1.1017,24.4,251.0,73.0,26.9,1.0381,17.2,123.0,24.0,17.8
202,ST JOSEPH HOSPITAL (050006),2014,Acute Care,Voluntary non-profit - Private,154.0,40.783103,-124.142039,CA,0.8494,15.6,176.0,16.0,13.3,0.8559,22.2,223.0,34.0,19.0,0.8402,16.7,203.0,19.0,14.0
203,MILLS-PENINSULA MEDICAL CENTER (050007),2014,Acute Care,Voluntary non-profit - Private,321.0,37.594398,-122.383356,CA,0.9495,17.1,156.0,23.0,16.3,0.9692,22.5,435.0,93.0,21.8,1.0267,17.0,380.0,68.0,17.5
204,CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP (050008),2014,Acute Care,Voluntary non-profit - Other,203.0,37.769114,-122.434696,CA,,,,,,1.0045,22.1,53.0,12.0,22.2,0.9834,16.5,55.0,,16.2
205,QUEEN OF THE VALLEY MEDICAL CENTER (050009),2014,Acute Care,Voluntary non-profit - Church,172.0,38.323554,-122.295968,CA,0.9561,18.2,167.0,27.0,17.4,0.9123,23.5,457.0,93.0,21.5,0.9052,18.3,317.0,47.0,16.6
206,ST HELENA HOSPITAL (050013),2014,Acute Care,Voluntary non-profit - Private,153.0,38.54196,-122.475344,CA,0.9115,17.3,97.0,11.0,15.8,0.8612,22.7,210.0,33.0,19.6,1.0057,18.2,140.0,26.0,18.3
207,SUTTER AMADOR HOSPITAL (050014),2014,Acute Care,Voluntary non-profit - Private,50.0,38.349561,-120.765905,CA,,,,,,0.9247,21.6,136.0,23.0,20.0,0.8783,15.9,172.0,17.0,14.0
208,MERCY GENERAL HOSPITAL (050017),2014,Acute Care,Voluntary non-profit - Church,379.0,38.569385,-121.452482,CA,0.9916,16.0,584.0,92.0,15.8,0.9215,21.9,388.0,74.0,20.2,0.9897,17.7,237.0,41.0,17.5
209,PACIFIC ALLIANCE MEDICAL CENTER (050018),2014,Acute Care,Proprietary,139.0,,,CA,,,,,,1.0372,24.7,199.0,53.0,25.6,0.9987,19.9,116.0,23.0,19.9
210,RIVERSIDE COMMUNITY HOSPITAL (050022),2014,Acute Care,Government - State,415.0,33.975677,-117.380374,CA,1.0446,18.0,383.0,74.0,18.8,1.0848,24.6,469.0,130.0,26.7,1.0443,19.1,329.0,68.0,19.9
211,PARADISE VALLEY HOSPITAL (050024),2014,Acute Care,Proprietary,289.0,32.686336,-117.083243,CA,1.0724,26.3,47.0,17.0,28.2,1.0123,26.5,307.0,83.0,26.8,0.992,19.7,197.0,38.0,19.5
212,UNIVERSITY OF CALIFORNIA SAN DIEGO MEDICAL CENTER (050025),2014,Acute Care,Voluntary non-profit - Other,630.0,32.753717,-117.165914,CA,0.9863,17.6,228.0,39.0,17.4,1.082,23.8,312.0,85.0,25.8,1.1334,18.0,288.0,66.0,20.4
213,GROSSMONT HOSPITAL (050026),2014,Acute Care,Government - Hospital District or Authority,545.0,32.779435,-117.009178,CA,1.0268,17.2,254.0,46.0,17.6,1.0355,22.6,761.0,180.0,23.4,1.0287,17.4,556.0,101.0,17.9
214,MAD RIVER COMMUNITY HOSPITAL (050028),2014,Acute Care,Proprietary,66.0,40.903309,-124.090847,CA,,,,,,0.9943,21.9,61.0,13.0,21.8,0.9241,15.6,154.0,18.0,14.5
215,OROVILLE HOSPITAL (050030),2014,Acute Care,Voluntary non-profit - Private,166.0,39.504535,-121.542106,CA,1.0709,19.1,77.0,19.0,20.4,1.0293,23.9,425.0,106.0,24.6,1.1712,19.0,412.0,101.0,22.3
216,BAKERSFIELD MEMORIAL HOSPITAL (050036),2014,Acute Care,Voluntary non-profit - Private,396.0,35.390474,-119.006836,CA,1.0689,18.8,188.0,41.0,20.1,1.0644,24.4,340.0,92.0,26.0,0.9871,18.6,282.0,51.0,18.3
217,SANTA CLARA VALLEY MEDICAL CENTER (050038),2014,Acute Care,Government - Local,684.0,37.313702,-121.931888,CA,0.9357,17.5,80.0,,16.4,1.0302,21.1,167.0,38.0,21.8,0.9426,17.1,126.0,17.0,16.1
218,ENLOE MEDICAL CENTER (050039),2014,Acute Care,Voluntary non-profit - Private,315.0,39.742284,-121.849128,CA,1.0175,17.0,435.0,76.0,17.3,1.05,22.5,454.0,110.0,23.6,1.0686,16.8,659.0,122.0,17.9
219,LAC/OLIVE VIEW-UCLA MEDICAL CENTER (050040),2014,Acute Care,Voluntary non-profit - Other,286.0,34.325912,-118.445513,CA,,,,,,1.0069,23.8,61.0,15.0,24.0,1.0695,19.4,53.0,15.0,20.7
220,ST ELIZABETH COMMUNITY HOSPITAL (050042),2014,Acute Care,Voluntary non-profit - Church,65.0,40.148834,-122.218303,CA,0.996,21.3,34.0,,21.2,0.8284,21.4,169.0,20.0,17.7,0.9015,16.9,221.0,28.0,15.3
221,ALTA BATES SUMMIT MEDICAL CENTER (050043),2014,Acute Care,Voluntary non-profit - Private,389.0,37.820784,-122.26328,CA,1.0295,18.8,303.0,60.0,19.3,0.9731,21.7,548.0,114.0,21.1,1.0642,17.5,383.0,75.0,18.7
222,EL CENTRO REGIONAL MEDICAL CENTER (050045),2014,Acute Care,Voluntary non-profit - Other,162.0,32.781498,-115.56862,CA,1.0656,18.7,85.0,20.0,20.0,1.0302,22.0,320.0,74.0,22.6,1.1115,16.4,280.0,57.0,18.2
223,OJAI VALLEY COMMUNITY HOSPITAL (050046),2014,Acute Care,Voluntary non-profit - Private,103.0,,,CA,,,,,,0.9167,18.8,26.0,0.0,17.2,0.9099,15.4,72.0,,14.0
224,CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP (050047),2014,Acute Care,Voluntary non-profit - Private,456.0,37.786152,-122.421544,CA,0.966,17.0,205.0,32.0,16.4,0.9522,21.3,546.0,108.0,20.3,0.9528,15.9,341.0,49.0,15.1
225,SAN GORGONIO MEMORIAL HOSPITAL (050054),2014,Acute Care,Government - Hospital District or Authority,72.0,,,CA,0.9996,20.5,44.0,,20.5,1.0386,22.8,101.0,26.0,23.7,0.9828,17.2,183.0,30.0,16.9
226,CALIFORNIA PACIFIC MEDICAL CTR - ST. LUKE'S CAMPUS (050055),2014,Acute Care,Voluntary non-profit - Church,186.0,37.74805,-122.420987,CA,,,,,,0.9801,22.2,143.0,30.0,21.7,1.0601,15.8,118.0,23.0,16.8
227,ANTELOPE VALLEY HOSPITAL (050056),2014,Acute Care,Government - Hospital District or Authority,396.0,34.689371,-118.158476,CA,0.9688,18.5,209.0,36.0,18.0,0.9918,23.5,397.0,92.0,23.3,1.1289,18.4,328.0,75.0,20.7
228,KAWEAH DELTA MEDICAL CENTER (050057),2014,Acute Care,Government - Hospital District or Authority,586.0,36.327415,-119.294172,CA,1.0543,17.4,385.0,73.0,18.3,0.9393,23.2,662.0,141.0,21.8,0.8968,17.1,868.0,127.0,15.3
229,GLENDALE MEM HOSPITAL & HLTH CENTER (050058),2014,Acute Care,Voluntary non-profit - Private,276.0,34.127789,-118.257795,CA,1.0956,18.0,216.0,47.0,19.7,1.1047,23.8,630.0,171.0,26.2,0.989,18.0,385.0,68.0,17.8
