,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,READM-30-AMI (Excess Readmission Ratio),READM-30-AMI (Expected Readmission Rate),READM-30-AMI (Number of Discharges),READM-30-AMI (Number of Readmissions),READM-30-AMI (Predicted Readmission Rate),READM-30-CABG (Excess Readmission Ratio),READM-30-CABG (Expected Readmission Rate),READM-30-CABG (Number of Discharges),READM-30-CABG (Number of Readmissions),READM-30-CABG (Predicted Readmission Rate),READM-30-COPD (Excess Readmission Ratio),READM-30-COPD (Expected Readmission Rate),READM-30-COPD (Number of Discharges),READM-30-COPD (Number of Readmissions),READM-30-COPD (Predicted Readmission Rate),READM-30-HF (Excess Readmission Ratio),READM-30-HF (Expected Readmission Rate),READM-30-HF (Number of Discharges),READM-30-HF (Number of Readmissions),READM-30-HF (Predicted Readmission Rate),READM-30-HIP-KNEE (Excess Readmission Ratio),READM-30-HIP-KNEE (Expected Readmission Rate),READM-30-HIP-KNEE (Number of Discharges),READM-30-HIP-KNEE (Number of Readmissions),READM-30-HIP-KNEE (Predicted Readmission Rate),READM-30-PN (Excess Readmission Ratio),READM-30-PN (Expected Readmission Rate),READM-30-PN (Number of Discharges),READM-30-PN (Number of Readmissions),READM-30-PN (Predicted Readmission Rate)
78,COOSA VALLEY MEDICAL CENTER (010164),2017,Acute Care,Voluntary non-profit - Other,201.0,33.164666,-86.254598,AL,0.9655,19.1208,,,18.4615,,,,,,0.9614,17.7841,173.0,27.0,17.0968,0.9977,20.2475,169.0,34.0,20.2008,1.2793,4.96,,,6.3453,1.0234,15.1335,367.0,58.0,15.4869
79,JACK HUGHSTON MEMORIAL HOSPITAL (010168),2017,Acute Care,Government - State,52.0,32.509045,-85.005696,AL,,,,,,,,,,,0.9768,17.1309,,,16.7342,,,,,,0.9149,4.3063,1465.0,56.0,3.9399,0.9662,13.4089,,,12.9552
80,ATMORE COMMUNITY HOSPITAL (010169),2017,Acute Care,Government - Hospital District or Authority,48.0,31.01657,-87.479735,AL,,,,,,,,,,,0.9816,19.2531,144.0,26.0,18.8997,0.9623,22.6924,217.0,45.0,21.8361,,,,,,1.024,18.1007,139.0,27.0,18.5344
81,PROVIDENCE ALASKA MEDICAL CENTER (020001),2017,Acute Care,Voluntary non-profit - Church,394.0,61.189798,-149.817622,AK,0.8867,14.5825,385.0,43.0,12.9298,0.9064,13.287,,,12.044,0.9985,18.457,261.0,48.0,18.4289,0.8827,21.3343,385.0,65.0,18.8314,0.9606,3.8984,528.0,19.0,3.7449,0.82,16.3578,447.0,50.0,13.4132
82,MAT-SU REGIONAL MEDICAL CENTER (020006),2017,Acute Care,Voluntary non-profit - Private,90.0,61.561217,-149.258718,AK,1.0676,12.8921,68.0,13.0,13.7636,,,,,,1.0123,18.6324,176.0,34.0,18.8617,0.9455,21.5948,149.0,27.0,20.417,1.1973,3.5742,,,4.2794,1.0028,16.0787,303.0,49.0,16.1242
83,BARTLETT REGIONAL HOSPITAL (020008),2017,Acute Care,Government - Local,58.0,58.328696,-134.466829,AK,,,,,,,,,,,0.9157,16.7448,,,15.3326,1.0178,17.5546,,,17.8675,0.964,3.3713,,,3.2498,0.9477,12.7648,,,12.0973
84,FAIRBANKS MEMORIAL HOSPITAL (020012),2017,Acute Care,Voluntary non-profit - Other,213.0,64.831407,-147.736254,AK,0.9232,12.3113,,,11.3657,,,,,,1.0392,16.7212,101.0,20.0,17.3767,0.9519,18.9633,77.0,11.0,18.052,0.8567,3.9422,,,3.3773,0.9148,14.7924,121.0,12.0,13.5322
85,ALASKA REGIONAL HOSPITAL (020017),2017,Acute Care,Proprietary,169.0,61.20979,-149.827379,AK,0.9893,13.8816,150.0,20.0,13.7337,0.9941,13.2864,,,13.2074,1.0179,19.9827,63.0,14.0,20.3409,0.9192,21.1925,98.0,14.0,19.4804,1.1182,4.1268,538.0,27.0,4.6145,0.8816,15.9553,,,14.0668
86,YUKON KUSKOKWIM DELTA REG HOSPITAL (020018),2017,Acute Care,Tribal,34.0,,,AK,,,,,,,,,,,0.9731,17.8746,,,17.3945,0.945,22.0624,,,20.8492,,,,,,0.9532,15.0936,93.0,11.0,14.3865
87,CENTRAL PENINSULA GENERAL HOSPITAL (020024),2017,Acute Care,Voluntary non-profit - Other,186.0,60.493865,-151.077658,AK,,,,,,,,,,,1.0025,18.0628,93.0,17.0,18.1072,1.1018,19.8981,78.0,23.0,21.9237,1.1272,4.5028,,,5.0757,0.96,14.2202,176.0,22.0,13.6512
88,ALASKA NATIVE MEDICAL CENTER (020026),2017,Acute Care,Government - Federal,163.0,61.18189,-149.800578,AK,0.9747,18.0804,,,17.6232,,,,,,0.9459,18.9363,104.0,15.0,17.912,1.0628,20.8348,78.0,21.0,22.1434,0.9713,3.9042,,,3.7922,1.0345,15.6705,230.0,39.0,16.2116
89,ABRAZO MARYVALE CAMPUS (030001),2017,Acute Care,Proprietary,231.0,,,AZ,,,,,,,,,,,1.0689,21.4469,54.0,17.0,22.9245,0.9765,23.2616,,,22.7156,,,,,,0.9946,17.951,,,17.8548
90,BANNER - UNIVERSITY MEDICAL CENTER PHOENIX (030002),2017,Acute Care,Voluntary non-profit - Other,706.0,33.465724,-112.058127,AZ,1.0139,16.246,244.0,41.0,16.4718,1.0071,14.0775,97.0,14.0,14.1768,0.9621,20.3202,182.0,33.0,19.5499,0.9315,23.2546,339.0,69.0,21.661,0.9694,4.7751,,,4.6289,1.0043,18.5019,284.0,53.0,18.5816
91,TUCSON MEDICAL CENTER (030006),2017,Acute Care,Voluntary non-profit - Private,520.0,32.250749,-110.880169,AZ,0.9976,14.7474,334.0,49.0,14.7118,1.1112,14.0254,181.0,32.0,15.5856,0.9339,18.7116,266.0,42.0,17.4745,0.9419,20.7205,577.0,109.0,19.5171,0.8755,3.9873,1620.0,54.0,3.4911,0.8572,15.9768,597.0,74.0,13.6946
92,VERDE VALLEY MEDICAL CENTER (030007),2017,Acute Care,Voluntary non-profit - Private,102.0,34.736201,-112.031784,AZ,0.9711,14.2757,113.0,14.0,13.8632,,,,,,0.8933,18.0898,218.0,28.0,16.1597,0.8428,20.6134,185.0,22.0,17.3733,1.0147,4.4401,260.0,12.0,4.5055,0.9604,15.5309,322.0,46.0,14.9165
93,ST. MARY'S HOSPITAL (030010),2017,Acute Care,Voluntary non-profit - Private,398.0,32.228923,-111.000032,AZ,0.9526,15.3006,177.0,23.0,14.5752,0.8405,14.7655,,,12.4111,1.059,18.9935,175.0,39.0,20.1133,0.835,20.5005,220.0,27.0,17.1186,0.9425,4.7934,,,4.5179,0.9999,16.4776,261.0,43.0,16.4764
94,ST JOSEPH'S HOSPITAL (030011),2017,Acute Care,Voluntary non-profit - Other,474.0,32.225946,-110.857838,AZ,1.027,14.8449,213.0,34.0,15.2454,,,,,,0.934,19.1102,266.0,43.0,17.8489,0.9865,21.1474,282.0,58.0,20.8624,0.8453,4.5957,470.0,15.0,3.8847,0.9801,16.0941,501.0,78.0,15.7733
95,YAVAPAI REGIONAL MEDICAL CENTER (030012),2017,Acute Care,Government - Local,179.0,34.55938,-112.482065,AZ,0.9804,14.4022,447.0,62.0,14.1204,1.2352,12.963,110.0,25.0,16.0121,0.9901,17.6526,284.0,49.0,17.4782,0.9783,20.3399,273.0,53.0,19.8986,0.902,4.2932,,,3.8725,0.9823,15.5987,528.0,80.0,15.3228
96,YUMA REGIONAL MEDICAL CENTER (030013),2017,Acute Care,Voluntary non-profit - Private,397.0,32.683899,-114.633238,AZ,1.0305,15.5154,527.0,86.0,15.9885,0.9424,13.9691,198.0,24.0,13.1639,1.0587,18.893,676.0,139.0,20.0028,0.924,21.0568,631.0,118.0,19.4569,1.0876,4.7269,785.0,42.0,5.1412,1.1346,16.1262,1380.0,259.0,18.2964
97,JOHN C. LINCOLN MEDICAL CENTER (030014),2017,Acute Care,Voluntary non-profit - Private,258.0,33.567754,-112.07063,AZ,0.991,13.9098,127.0,17.0,13.7852,1.0767,13.4632,,,14.4959,1.0247,19.3465,244.0,50.0,19.8247,0.961,21.3866,294.0,58.0,20.5534,1.0182,4.6861,286.0,14.0,4.7714,0.8789,15.8842,505.0,64.0,13.9601
98,BANNER CASA GRANDE MEDICAL CENTER (030016),2017,Acute Care,Voluntary non-profit - Other,156.0,32.879608,-111.709253,AZ,0.9556,14.1148,,,13.4878,,,,,,1.01,17.4731,291.0,52.0,17.6478,1.1309,21.8232,151.0,45.0,24.6796,1.0307,4.3905,,,4.5251,0.9625,16.5762,357.0,55.0,15.9554
99,MARICOPA MEDICAL CENTER (030022),2017,Acute Care,Government - Local,570.0,33.458525,-112.02643,AZ,,,,,,,,,,,,,,,,1.0501,24.2355,,,25.45,,,,,,0.9279,15.908,,,14.7606
100,FLAGSTAFF MEDICAL CENTER (030023),2017,Acute Care,Voluntary non-profit - Private,267.0,35.209534,-111.644835,AZ,0.9785,14.78,216.0,30.0,14.4621,0.9915,13.5341,114.0,15.0,13.4188,0.9221,18.7173,135.0,18.0,17.2593,0.8988,20.7634,254.0,41.0,18.6618,0.8027,4.4165,797.0,24.0,3.5453,0.8358,16.0381,395.0,44.0,13.405
101,ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER (030024),2017,Acute Care,Voluntary non-profit - Church,560.0,33.480294,-112.079208,AZ,1.015,15.4433,154.0,25.0,15.6753,1.0866,13.0894,71.0,13.0,14.2229,1.0257,20.3803,164.0,36.0,20.9044,0.9394,21.6588,176.0,32.0,20.3472,,,,,,0.965,16.4279,289.0,44.0,15.8535
102,ABRAZO CENTRAL CAMPUS (030030),2017,Acute Care,Proprietary,186.0,33.524116,-112.101934,AZ,0.9523,15.7784,172.0,23.0,15.0252,0.9743,14.0648,,,13.7038,0.9819,19.9419,93.0,17.0,19.5817,0.9967,21.5946,210.0,45.0,21.5242,1.0612,4.3648,,,4.6319,1.0318,16.0947,183.0,32.0,16.6057
103,BANNER PAYSON MEDICAL CENTER (030033),2017,Acute Care,Voluntary non-profit - Other,36.0,,,AZ,0.9856,18.0208,,,17.7609,,,,,,1.021,17.24,106.0,20.0,17.6021,0.9721,20.2792,105.0,19.0,19.7126,1.1398,4.5728,,,5.2119,1.0396,16.3715,188.0,34.0,17.0197
104,CHANDLER REGIONAL MEDICAL CENTER (030036),2017,Acute Care,Voluntary non-profit - Other,318.0,33.298691,-111.873508,AZ,1.0042,15.097,315.0,48.0,15.1608,0.9096,13.6383,156.0,16.0,12.4059,0.8985,18.5207,312.0,45.0,16.6404,0.8879,21.1912,426.0,73.0,18.8161,0.954,4.6256,,,4.413,0.8596,16.826,710.0,95.0,14.464
105,ST LUKE'S MEDICAL CENTER (030037),2017,Acute Care,Proprietary,209.0,33.451436,-112.042767,AZ,1.0048,15.3511,76.0,12.0,15.425,0.8998,14.8819,,,13.3909,1.0038,17.3544,,,17.4202,0.9623,21.841,73.0,13.0,21.0178,0.9238,3.9883,693.0,24.0,3.6844,0.9155,15.381,,,14.081
106,SCOTTSDALE OSBORN MEDICAL CENTER (030038),2017,Acute Care,Proprietary,360.0,33.487639,-111.922725,AZ,1.0568,15.4176,140.0,26.0,16.2927,0.9484,12.4819,,,11.8375,1.0094,18.7309,240.0,46.0,18.9076,0.9773,20.5107,396.0,78.0,20.046,1.0727,4.4876,657.0,33.0,4.8138,0.9932,16.0739,591.0,94.0,15.9645
107,CANYON VISTA MEDICAL CENTER (030043),2017,Acute Care,Voluntary non-profit - Other,92.0,31.554635,-110.230726,AZ,1.0721,17.232,167.0,35.0,18.4745,,,,,,0.9227,18.6166,246.0,37.0,17.1781,1.0448,20.8573,185.0,43.0,21.7922,0.9973,4.369,,,4.3572,1.0341,15.7044,322.0,54.0,16.2394
108,KINGMAN REGIONAL MEDICAL CENTER (030055),2017,Acute Care,Government - Hospital District or Authority,221.0,35.219907,-114.035813,AZ,1.0151,15.803,194.0,32.0,16.0412,1.0408,13.1524,,,13.6896,1.0183,19.0356,551.0,108.0,19.3832,1.139,22.9611,381.0,108.0,26.1526,1.0311,5.2849,,,5.4494,1.2694,17.2576,622.0,149.0,21.9067
109,BANNER BOSWELL MEDICAL CENTER (030061),2017,Acute Care,Voluntary non-profit - Other,508.0,33.604798,-112.282538,AZ,0.9736,15.9121,436.0,66.0,15.4916,0.9749,14.1798,238.0,32.0,13.8233,1.0141,19.7909,673.0,136.0,20.0692,0.9879,21.6378,621.0,132.0,21.3762,0.9679,4.8003,1176.0,54.0,4.6461,0.9967,17.3456,967.0,167.0,17.2878
110,SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER (030062),2017,Acute Care,Voluntary non-profit - Private,91.0,34.201967,-110.01839,AZ,0.9442,14.6585,,,13.8407,,,,,,0.943,19.5039,119.0,18.0,18.3923,0.8643,21.1398,119.0,13.0,18.2722,0.9421,4.5221,,,4.2601,0.8492,16.2262,241.0,25.0,13.7796
111,BANNER-UNIVERSITY MEDICAL CENTER TUCSON CAMPUS (030064),2017,Acute Care,Voluntary non-profit - Private,511.0,32.242362,-110.944092,AZ,1.0589,16.0738,227.0,42.0,17.0207,1.036,14.5758,124.0,20.0,15.1006,1.0773,20.3439,114.0,30.0,21.9175,0.9427,22.4522,296.0,59.0,21.165,0.8249,4.3289,,,3.5711,1.0052,17.7591,441.0,79.0,17.8519
112,BANNER DESERT MEDICAL CENTER (030065),2017,Acute Care,Voluntary non-profit - Private,632.0,33.39091,-111.874624,AZ,0.9743,14.8313,218.0,30.0,14.4496,1.0487,13.673,79.0,13.0,14.3394,1.1127,19.6418,342.0,82.0,21.8545,1.0039,20.3987,370.0,76.0,20.4775,1.093,4.2305,352.0,18.0,4.6237,1.0265,16.3801,670.0,114.0,16.8138
113,MT. GRAHAM REGIONAL MEDICAL CENTER (030068),2017,Acute Care,Government - Hospital District or Authority,45.0,32.821883,-109.732994,AZ,,,,,,,,,,,0.9825,15.7067,,,15.4319,1.0239,19.501,,,19.9667,1.0331,3.5533,,,3.6711,0.9697,13.7359,124.0,15.0,13.32
114,HAVASU REGIONAL MEDICAL CENTER (030069),2017,Acute Care,Proprietary,169.0,34.47998,-114.338537,AZ,1.0262,14.1845,251.0,38.0,14.5558,0.9697,13.6021,,,13.1894,1.0226,18.0552,290.0,55.0,18.463,1.0042,20.5581,425.0,88.0,20.6454,1.1348,4.5695,608.0,34.0,5.1856,0.9051,15.9309,541.0,73.0,14.4189
115,FORT DEFIANCE INDIAN HOSPITAL (030071),2017,Acute Care,Government - Federal,54.0,,,AZ,,,,,,,,,,,,,,,,1.1023,19.8231,37.0,14.0,21.8509,,,,,,1.0573,12.5583,168.0,25.0,13.2783
116,TUBA CITY REGIONAL HEALTH CARE CORPORATION (030073),2017,Acute Care,Voluntary non-profit - Other,73.0,,,AZ,,,,,,,,,,,,,,,,1.0329,19.1303,61.0,14.0,19.7597,1.0495,3.6995,,,3.8825,0.9466,13.3491,140.0,15.0,12.6356
117,SELLS INDIAN HEALTH SERVICE HOSPITAL (030074),2017,Acute Care,Government - Federal,13.0,,,AZ,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
118,PHOENIX INDIAN MEDICAL CENTER (030078),2017,Acute Care,Government - Federal,119.0,33.49701,-112.047613,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,0.9635,13.8831,,,13.376
119,ABRAZO SCOTTSDALE CAMPUS (030083),2017,Acute Care,Proprietary,129.0,33.640603,-111.997692,AZ,0.9512,15.0156,,,14.2833,,,,,,0.9626,18.8509,102.0,16.0,18.1452,1.0164,21.2304,88.0,20.0,21.5787,0.9766,3.5419,,,3.459,1.1049,16.4417,164.0,35.0,18.1661
120,CHINLE COMPREHENSIVE HEALTH CARE FACILITY (030084),2017,Acute Care,Government - Federal,60.0,,,AZ,,,,,,,,,,,,,,,,0.9993,19.4051,,,19.3914,,,,,,1.0658,12.0679,155.0,23.0,12.8622
121,NORTHWEST MEDICAL CENTER (030085),2017,Acute Care,Proprietary,283.0,32.319581,-111.012054,AZ,0.95,14.0708,201.0,24.0,13.3673,0.9678,12.2958,,,11.9005,0.9341,17.8568,314.0,48.0,16.6794,0.9139,19.7453,351.0,58.0,18.0447,1.0387,4.2507,1093.0,49.0,4.4153,1.0015,15.7389,672.0,106.0,15.7625
122,SCOTTSDALE SHEA MEDICAL CENTER (030087),2017,Acute Care,Proprietary,426.0,33.582467,-111.886032,AZ,0.9493,14.3244,279.0,35.0,13.5976,0.9827,12.2516,,,12.0398,0.9235,19.1949,306.0,49.0,17.7264,1.0162,20.241,603.0,125.0,20.5684,0.9372,4.1567,1059.0,40.0,3.8959,0.9147,16.2292,960.0,138.0,14.8454
123,BANNER BAYWOOD MEDICAL CENTER (030088),2017,Acute Care,Voluntary non-profit - Private,340.0,33.410465,-111.688045,AZ,1.0253,20.0644,,,20.5729,,,,,,0.8668,18.9389,769.0,117.0,16.4172,0.9918,22.2139,370.0,81.0,22.0307,1.1133,4.6978,667.0,37.0,5.23,0.987,16.8629,1374.0,228.0,16.6431
124,BANNER THUNDERBIRD MEDICAL CENTER (030089),2017,Acute Care,Government - Hospital District or Authority,566.0,33.610731,-112.178698,AZ,0.9472,17.0602,224.0,33.0,16.1602,1.0611,13.8736,81.0,14.0,14.7207,1.0017,20.6245,406.0,84.0,20.6605,0.9313,23.0055,352.0,71.0,21.4247,1.1288,4.5476,168.0,11.0,5.1333,0.9892,18.3024,666.0,120.0,18.1042
125,HONORHEALTH DEER VALLEY MEDICAL CENTER (030092),2017,Acute Care,Voluntary non-profit - Private,201.0,33.666425,-112.117188,AZ,0.9606,14.116,142.0,17.0,13.5596,0.9535,12.2836,,,11.7131,1.042,17.437,211.0,41.0,18.1685,1.0977,20.9044,245.0,62.0,22.9462,0.9884,3.7602,302.0,11.0,3.7166,1.0226,16.4074,464.0,79.0,16.778
126,BANNER DEL E. WEBB MEDICAL CENTER (030093),2017,Acute Care,Voluntary non-profit - Private,390.0,33.658307,-112.371939,AZ,0.9308,14.4405,417.0,52.0,13.4417,,,,,,0.9599,17.8841,493.0,82.0,17.1677,0.9166,20.4907,475.0,84.0,18.7824,1.1917,4.6073,720.0,43.0,5.4906,0.9753,16.1782,851.0,133.0,15.7784
127,ABRAZO ARROWHEAD CAMPUS (030094),2017,Acute Care,Proprietary,244.0,33.655042,-112.202889,AZ,0.9763,15.1751,124.0,17.0,14.816,1.018,15.3274,,,15.6033,0.9884,19.1317,168.0,31.0,18.9099,0.9605,22.2658,166.0,33.0,21.3857,0.9827,4.2978,600.0,25.0,4.2233,0.9001,17.2514,376.0,53.0,15.5285
128,WESTERN ARIZONA REGIONAL MEDICAL CENTER (030101),2017,Acute Care,Proprietary,133.0,35.109853,-114.555146,AZ,1.0663,17.0051,194.0,39.0,18.1318,,,,,,0.9888,19.7224,491.0,95.0,19.5017,1.1197,22.2241,365.0,98.0,24.8851,1.1508,4.5578,367.0,22.0,5.2453,1.0425,18.3449,276.0,55.0,19.1236
129,MAYO CLINIC HOSPITAL (030103),2017,Acute Care,Voluntary non-profit - Private,277.0,33.663312,-111.955659,AZ,0.8583,16.309,234.0,24.0,13.9977,0.9496,14.4989,,,13.7688,0.8833,20.2566,163.0,21.0,17.893,0.834,22.4027,578.0,97.0,18.6828,0.7899,4.4265,1103.0,34.0,3.4964,0.8756,17.8736,823.0,122.0,15.6508
130,BANNER HEART HOSPITAL (030105),2017,Acute Care,Voluntary non-profit - Private,110.0,33.410378,-111.685273,AZ,0.8646,14.9784,635.0,74.0,12.9498,0.9035,13.2334,255.0,27.0,11.9566,0.9399,18.1529,,,17.062,0.8339,20.8207,713.0,113.0,17.3628,,,,,,0.989,17.8157,,,17.6198
131,ARIZONA SPINE AND JOINT HOSPITAL (030107),2017,Acute Care,Proprietary,23.0,33.379206,-111.734695,AZ,,,,,,,,,,,,,,,,,,,,,0.9501,3.9242,697.0,25.0,3.7282,,,,,
132,"CORE INSTITUTE SPECIALTY HOSPITAL, THE (030108)",2017,Acute Care,Proprietary,32.0,33.531837,-112.099614,AZ,,,,,,,,,,,,,,,,,,,,,1.1862,4.0501,,,4.8041,,,,,
133,ABRAZO WEST CAMPUS (030110),2017,Acute Care,Proprietary,190.0,33.464283,-112.354024,AZ,1.1425,14.759,138.0,31.0,16.8618,1.113,13.1833,,,14.6732,1.0118,20.4575,199.0,42.0,20.6995,0.9805,21.5721,157.0,32.0,21.1518,,,,,,0.9987,17.2303,320.0,55.0,17.2083
134,BANNER-UNIVERSITY MEDICAL CENTER SOUTH CAMPUS (030111),2017,Acute Care,Voluntary non-profit - Private,207.0,32.177882,-110.930891,AZ,1.0512,14.0898,109.0,19.0,14.8115,,,,,,1.0128,18.9928,58.0,12.0,19.2364,0.9381,22.0713,106.0,18.0,20.7042,,,,,,0.9207,16.5205,146.0,18.0,15.2105
135,ARIZONA ORTHOPEDIC AND SURGICAL SPECIALITY HOSP (030112),2017,Acute Care,Proprietary,24.0,33.33484,-111.891133,AZ,,,,,,,,,,,,,,,,,,,,,1.3799,4.0078,447.0,31.0,5.5302,,,,,
136,WHITERIVER PHS INDIAN HOSPITAL (030113),2017,Acute Care,Government - Federal,39.0,33.875976,-109.959528,AZ,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.9781,15.2954,,,14.9606
137,ORO VALLEY HOSPITAL (030114),2017,Acute Care,Proprietary,148.0,32.427183,-110.94954,AZ,0.9971,13.5782,112.0,15.0,13.5385,,,,,,0.9981,17.0697,212.0,36.0,17.0376,0.9476,19.5104,239.0,41.0,18.4878,0.8101,4.0186,923.0,26.0,3.2554,0.9614,14.8972,321.0,44.0,14.3217
138,BANNER ESTRELLA MEDICAL CENTER (030115),2017,Acute Care,Voluntary non-profit - Private,288.0,33.479558,-112.257936,AZ,0.9788,15.4022,121.0,17.0,15.0753,0.9779,15.6763,,,15.3304,0.9451,20.7432,198.0,35.0,19.6047,0.9449,24.2833,190.0,40.0,22.9447,1.1319,4.6704,,,5.2862,0.9652,17.569,347.0,57.0,16.9573
139,VALLEY VIEW MEDICAL CENTER (030117),2017,Acute Care,Proprietary,82.0,35.002363,-114.597954,AZ,0.9447,14.0048,,,13.2302,,,,,,0.9738,19.381,216.0,39.0,18.8726,1.054,22.0269,184.0,46.0,23.2154,1.0295,4.474,,,4.6061,1.0629,15.957,129.0,25.0,16.9607
140,YAVAPAI REGIONAL MEDICAL CENTER-EAST CAMPUS (030118),2017,Acute Care,Proprietary,61.0,,,AZ,1.0279,16.372,,,16.8296,,,,,,0.9696,17.8207,162.0,26.0,17.2787,0.9728,18.9848,90.0,15.0,18.4693,0.9279,4.3281,335.0,12.0,4.016,1.073,15.0133,251.0,44.0,16.1087
141,MERCY GILBERT MEDICAL CENTER (030119),2017,Acute Care,Voluntary non-profit - Church,202.0,33.286661,-111.755311,AZ,0.9808,16.819,110.0,17.0,16.4958,,,,,,1.0088,19.5266,261.0,52.0,19.6986,1.006,21.9933,265.0,59.0,22.1249,1.0686,4.3432,317.0,16.0,4.641,1.054,16.4119,597.0,106.0,17.2985
142,GILBERT HOSPITAL (030120),2017,Acute Care,Proprietary,19.0,,,AZ,,,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0069,15.198,,,15.3029
143,"MOUNTAIN VISTA MEDICAL CENTER, LP (030121)",2017,Acute Care,Proprietary,171.0,33.3911,-111.615329,AZ,0.9803,14.631,224.0,31.0,14.3431,1.0849,13.825,61.0,12.0,14.9991,1.0205,18.1495,198.0,38.0,18.5219,1.0975,21.3565,210.0,55.0,23.4393,1.1183,4.1866,274.0,15.0,4.6819,1.0086,15.4188,383.0,60.0,15.5519
144,BANNER GATEWAY MEDICAL CENTER (030122),2017,Acute Care,Voluntary non-profit - Other,170.0,33.384225,-111.719634,AZ,,,,,,,,,,,1.0303,18.8485,170.0,35.0,19.4195,1.0548,21.7779,177.0,44.0,22.9708,1.1176,4.1887,,,4.6815,0.9322,17.4464,416.0,64.0,16.2636
145,SCOTTSDALE THOMPSON PEAK MEDICAL CENTER (030123),2017,Acute Care,Proprietary,98.0,33.669777,-111.921803,AZ,0.9538,13.2599,,,12.6473,,,,,,0.9947,19.061,139.0,26.0,18.9595,0.9551,20.479,188.0,34.0,19.5597,0.8585,4.0218,867.0,27.0,3.4528,0.9325,15.5218,349.0,47.0,14.4737
146,BANNER IRONWOOD MEDICAL CENTER (030130),2017,Acute Care,Voluntary non-profit - Private,61.0,33.214839,-111.563447,AZ,,,,,,,,,,,0.9375,17.517,,,16.4225,0.9464,20.825,,,19.7081,1.072,4.3976,,,4.7142,0.944,15.9711,,,15.0768
147,O.A.S.I.S. HOSPITAL (030131),2017,Acute Care,Voluntary non-profit - Private,64.0,33.45672,-111.99521,AZ,,,,,,,,,,,,,,,,,,,,,0.9265,3.8294,1958.0,68.0,3.5478,,,,,
148,"FLORENCE HOSPITAL AT ANTHEM, LLC (030132)",2017,Acute Care,Proprietary,36.0,,,AZ,,,,,,,,,,,0.9958,17.0811,,,17.0085,,,,,,,,,,,1.0322,15.6076,,,16.1107
149,BANNER GOLDFIELD MEDICAL CENTER (030134),2017,Acute Care,Voluntary non-profit - Other,23.0,33.393343,-111.566796,AZ,,,,,,,,,,,0.991,17.3354,,,17.1793,,,,,,,,,,,1.024,15.1828,63.0,11.0,15.5476
150,SILOAM SPRINGS REGIONAL HOSPITAL (040001),2017,Acute Care,Proprietary,46.0,36.190377,-94.509658,AR,,,,,,,,,,,0.9808,15.6676,99.0,14.0,15.3675,1.0977,20.1813,78.0,23.0,22.1534,1.0416,4.4769,,,4.6633,0.9684,14.4746,154.0,20.0,14.0172
151,JOHNSON REGIONAL MEDICAL CENTER (040002),2017,Acute Care,Voluntary non-profit - Private,86.0,35.464384,-93.445797,AR,,,,,,,,,,,0.9845,15.4732,118.0,17.0,15.2337,1.1381,17.7577,71.0,22.0,20.2095,0.904,3.8471,,,3.4776,0.8668,13.3366,224.0,19.0,11.56
152,WASHINGTON REGIONAL MEDICAL CENTER (040004),2017,Acute Care,Voluntary non-profit - Private,314.0,36.110984,-94.157862,AR,0.9874,14.1903,362.0,50.0,14.0111,0.979,12.1273,124.0,14.0,11.8726,1.0447,17.817,350.0,68.0,18.6137,0.9743,20.3162,695.0,136.0,19.7943,0.8412,4.4568,676.0,22.0,3.7489,0.8687,15.6814,529.0,65.0,13.6229
153,CHI-ST VINCENT INFIRMARY (040007),2017,Acute Care,Voluntary non-profit - Private,414.0,,,AR,0.9276,14.5633,246.0,29.0,13.5082,0.9359,13.1778,278.0,32.0,12.3328,0.9689,18.4858,285.0,49.0,17.911,1.1034,20.6882,670.0,159.0,22.8264,1.0074,4.4649,975.0,44.0,4.498,0.937,15.4836,636.0,89.0,14.508
154,MERCY HOSPITAL NORTHWEST ARKANSAS (040010),2017,Acute Care,Voluntary non-profit - Church,201.0,36.309562,-94.184709,AR,0.9948,16.096,233.0,37.0,16.0116,0.8878,12.4021,,,11.0111,1.0185,19.5555,265.0,54.0,19.9169,0.9607,20.9707,419.0,82.0,20.1474,1.0996,4.8215,361.0,21.0,5.3018,1.0038,16.4894,609.0,101.0,16.5524
155,CHAMBERS MEMORIAL HOSPITAL (040011),2017,Acute Care,Voluntary non-profit - Private,41.0,35.054823,-93.388543,AR,,,,,,,,,,,1.0488,19.9115,205.0,46.0,20.8835,1.1794,21.328,130.0,43.0,25.1538,,,,,,1.1628,17.6293,298.0,69.0,20.4987
156,WHITE COUNTY MEDICAL CENTER (040014),2017,Acute Care,Voluntary non-profit - Private,315.0,35.250446,-91.696758,AR,1.0085,15.2006,186.0,29.0,15.3296,,,,,,0.9668,18.8368,649.0,116.0,18.2121,0.9708,21.177,607.0,123.0,20.5595,1.0348,4.5072,243.0,12.0,4.6642,1.0619,16.1694,1077.0,188.0,17.1705
