,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,READM-30-AMI (Excess Readmission Ratio),READM-30-AMI (Expected Readmission Rate),READM-30-AMI (Number of Discharges),READM-30-AMI (Number of Readmissions),READM-30-AMI (Predicted Readmission Rate),READM-30-CABG (Excess Readmission Ratio),READM-30-CABG (Expected Readmission Rate),READM-30-CABG (Number of Discharges),READM-30-CABG (Number of Readmissions),READM-30-CABG (Predicted Readmission Rate),READM-30-COPD (Excess Readmission Ratio),READM-30-COPD (Expected Readmission Rate),READM-30-COPD (Number of Discharges),READM-30-COPD (Number of Readmissions),READM-30-COPD (Predicted Readmission Rate),READM-30-HF (Excess Readmission Ratio),READM-30-HF (Expected Readmission Rate),READM-30-HF (Number of Discharges),READM-30-HF (Number of Readmissions),READM-30-HF (Predicted Readmission Rate),READM-30-HIP-KNEE (Excess Readmission Ratio),READM-30-HIP-KNEE (Expected Readmission Rate),READM-30-HIP-KNEE (Number of Discharges),READM-30-HIP-KNEE (Number of Readmissions),READM-30-HIP-KNEE (Predicted Readmission Rate),READM-30-PN (Excess Readmission Ratio),READM-30-PN (Expected Readmission Rate),READM-30-PN (Number of Discharges),READM-30-PN (Number of Readmissions),READM-30-PN (Predicted Readmission Rate)
79,MAT-SU REGIONAL MEDICAL CENTER (020006),2021,Acute Care,Voluntary non-profit - Private,90.0,61.561217,-149.258718,AK,0.9809,14.5067,85.0,11.0,14.229,,,,,,0.9716,19.0008,176.0,30.0,18.4611,0.9455,22.0582,147.0,27.0,20.8559,1.0535,3.6523,,,3.8478,0.9998,15.4389,324.0,50.0,15.436
80,BARTLETT REGIONAL HOSPITAL (020008),2021,Acute Care,Government - Local,58.0,58.328696,-134.466829,AK,,,,,,,,,,,0.9624,15.4212,,,14.8409,0.9673,18.3534,,,17.7542,0.9888,2.931,,,2.8982,0.9541,14.1438,,,13.4947
81,FAIRBANKS MEMORIAL HOSPITAL (020012),2021,Acute Care,Voluntary non-profit - Other,213.0,64.831407,-147.736254,AK,0.9499,13.3013,,,12.6346,,,,,,0.9623,16.8681,106.0,14.0,16.2324,0.9627,20.9631,131.0,24.0,20.1821,0.8392,3.1564,,,2.649,0.9501,14.2063,129.0,14.0,13.4975
82,ALASKA REGIONAL HOSPITAL (020017),2021,Acute Care,Proprietary,169.0,61.20979,-149.827379,AK,0.9543,14.3776,165.0,20.0,13.7202,0.8424,13.0296,,,10.9759,1.0525,19.0919,107.0,26.0,20.0951,0.9818,22.6949,185.0,40.0,22.281,0.9921,3.5464,800.0,28.0,3.5182,0.8615,15.2251,214.0,18.0,13.1157
83,YUKON KUSKOKWIM DELTA REG HOSPITAL (020018),2021,Acute Care,Tribal,34.0,,,AK,,,0.0,,,,,,,,0.9971,17.724,,,17.6725,0.976,16.5865,,,16.1886,,,,,,0.8879,14.5332,,,12.9042
84,CENTRAL PENINSULA GENERAL HOSPITAL (020024),2021,Acute Care,Voluntary non-profit - Other,186.0,60.493865,-151.077658,AK,,,,,,,,,,,0.9914,20.3264,118.0,23.0,20.1511,1.0826,20.3127,122.0,32.0,21.9911,1.2304,3.618,184.0,12.0,4.4517,1.0149,14.4195,164.0,25.0,14.635
85,ALASKA NATIVE MEDICAL CENTER (020026),2021,Acute Care,Government - Federal,163.0,61.18189,-149.800578,AK,0.9117,13.3995,,,12.2169,,,,,,0.995,19.6362,166.0,32.0,19.5388,1.0675,22.5589,148.0,40.0,24.081,1.0094,3.7373,,,3.7722,0.9255,16.6677,229.0,30.0,15.4266
86,BANNER - UNIVERSITY MEDICAL CENTER PHOENIX (030002),2021,Acute Care,Voluntary non-profit - Other,706.0,33.465724,-112.058127,AZ,0.9743,14.4589,266.0,36.0,14.0871,0.8073,11.7864,,,9.5153,1.0044,19.9238,133.0,27.0,20.0109,0.9283,23.2244,366.0,74.0,21.5592,1.1839,4.81,,,5.6946,0.9546,17.436,254.0,39.0,16.6437
87,TUCSON MEDICAL CENTER (030006),2021,Acute Care,Voluntary non-profit - Private,520.0,32.250749,-110.880169,AZ,0.9975,14.2086,382.0,54.0,14.1731,0.9026,12.4074,164.0,16.0,11.1986,0.9748,17.9499,361.0,61.0,17.4981,1.0158,20.2308,798.0,165.0,20.5504,0.788,3.46,1369.0,33.0,2.7265,0.984,14.9166,607.0,88.0,14.6784
88,VERDE VALLEY MEDICAL CENTER (030007),2021,Acute Care,Voluntary non-profit - Private,102.0,34.736201,-112.031784,AZ,0.8728,13.5903,,,11.8619,,,,,,0.9436,17.5831,156.0,21.0,16.591,0.8471,20.4219,234.0,30.0,17.3002,1.0821,4.1434,,,4.4836,0.8825,15.1465,467.0,54.0,13.3664
89,ST. MARY'S HOSPITAL (030010),2021,Acute Care,Voluntary non-profit - Private,398.0,32.228923,-111.000032,AZ,0.9773,13.6823,189.0,24.0,13.3724,0.9971,12.459,,,12.4223,0.9419,19.2756,133.0,19.0,18.1561,0.9171,20.7787,176.0,28.0,19.0561,1.0421,4.0343,,,4.2043,0.9914,16.0236,287.0,45.0,15.8862
90,ST JOSEPH'S HOSPITAL (030011),2021,Acute Care,Voluntary non-profit - Other,474.0,32.225946,-110.857838,AZ,0.8837,14.5363,194.0,18.0,12.8458,,,,,,1.0225,18.9696,387.0,77.0,19.3959,0.8563,20.5345,323.0,47.0,17.5828,0.8561,4.0103,520.0,15.0,3.4333,0.9496,15.1264,463.0,63.0,14.3644
91,YAVAPAI REGIONAL MEDICAL CENTER (030012),2021,Acute Care,Government - Local,179.0,34.55938,-112.482065,AZ,1.0391,13.1222,417.0,59.0,13.6353,1.4935,10.9697,144.0,33.0,16.3835,1.0193,17.1226,346.0,62.0,17.4528,0.9124,20.2916,442.0,76.0,18.5142,0.9784,3.7595,609.0,22.0,3.6782,0.9454,14.677,892.0,120.0,13.8762
92,YUMA REGIONAL MEDICAL CENTER (030013),2021,Acute Care,Voluntary non-profit - Private,397.0,32.683899,-114.633238,AZ,0.8626,15.8051,553.0,67.0,13.6339,1.0299,12.8778,138.0,19.0,13.2628,0.9739,17.9908,595.0,102.0,17.5207,0.9256,21.1389,797.0,151.0,19.5669,0.7807,4.5504,720.0,21.0,3.5523,0.9861,15.8788,1143.0,178.0,15.6575
93,JOHN C. LINCOLN NORTH MOUNTAIN HOSPITAL (030014),2021,Acute Care,Voluntary non-profit - Private,258.0,33.567754,-112.07063,AZ,1.0051,14.2118,152.0,22.0,14.2843,0.9866,11.501,,,11.3465,0.9746,19.6148,221.0,40.0,19.1158,0.9908,21.2879,311.0,65.0,21.0928,0.871,3.9189,,,3.4134,1.0337,15.5408,546.0,90.0,16.0649
94,BANNER CASA GRANDE MEDICAL CENTER (030016),2021,Acute Care,Voluntary non-profit - Other,156.0,32.879608,-111.709253,AZ,1.0288,14.6323,142.0,23.0,15.0535,,,,,,1.0521,18.6577,166.0,37.0,19.6304,0.9596,21.5879,235.0,46.0,20.7161,1.014,4.1053,,,4.1629,1.0725,16.575,428.0,81.0,17.7775
95,VALLEYWISE HEALTH MEDICAL CENTER (030022),2021,Acute Care,Government - Local,570.0,33.458525,-112.02643,AZ,,,,,,,,,,,0.9975,20.9314,,,20.8797,1.0257,22.4953,,,23.0731,,,,,,0.972,18.5219,,,18.0036
96,FLAGSTAFF MEDICAL CENTER (030023),2021,Acute Care,Voluntary non-profit - Private,267.0,35.209534,-111.644835,AZ,0.9218,14.1736,211.0,23.0,13.0647,0.9659,10.6979,,,10.3328,0.9315,17.7112,133.0,16.0,16.4984,0.8604,21.0676,301.0,45.0,18.1271,1.0235,3.9635,729.0,30.0,4.0566,0.8615,14.7607,432.0,45.0,12.7157
97,ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER (030024),2021,Acute Care,Voluntary non-profit - Church,560.0,33.480294,-112.079208,AZ,1.0938,15.6988,127.0,27.0,17.1719,1.0366,11.5864,,,12.0104,0.9765,19.7188,177.0,32.0,19.2547,1.0443,22.4517,218.0,54.0,23.4461,,,,,,1.0002,16.6592,426.0,71.0,16.663
98,ABRAZO CENTRAL CAMPUS (030030),2021,Acute Care,Proprietary,186.0,33.524116,-112.101934,AZ,0.9993,15.3192,,,15.308,,,,,,1.008,19.2196,79.0,16.0,19.3725,0.9865,22.968,79.0,17.0,22.6587,0.9299,4.7081,,,4.378,0.9541,16.2487,137.0,18.0,15.5032
99,CHANDLER REGIONAL MEDICAL CENTER (030036),2021,Acute Care,Voluntary non-profit - Other,318.0,33.298691,-111.873508,AZ,1.0439,15.365,396.0,66.0,16.0403,1.0153,12.1766,167.0,21.0,12.3625,1.0403,18.9007,486.0,99.0,19.6629,0.9153,21.7316,622.0,118.0,19.8905,1.073,3.9759,274.0,13.0,4.2662,0.9359,16.7477,1133.0,173.0,15.675
100,ST LUKE'S MEDICAL CENTER (030037),2021,Acute Care,Proprietary,209.0,33.451436,-112.042767,AZ,1.0108,14.0754,,,14.2268,,,,,,,,,,,0.9087,20.8072,,,18.9081,0.8463,3.3343,958.0,24.0,2.8217,0.977,15.4665,,,15.1107
101,SCOTTSDALE OSBORN MEDICAL CENTER (030038),2021,Acute Care,Proprietary,360.0,33.487639,-111.922725,AZ,1.0121,14.1372,156.0,23.0,14.3084,,,,,,1.0052,17.8894,270.0,49.0,17.983,0.9897,20.0599,371.0,73.0,19.8539,0.9162,3.9208,490.0,16.0,3.5924,0.9403,15.9095,583.0,83.0,14.9604
102,CANYON VISTA MEDICAL CENTER (030043),2021,Acute Care,Voluntary non-profit - Other,92.0,31.554635,-110.230726,AZ,0.9897,14.3549,159.0,22.0,14.2068,,,,,,0.9204,18.3089,220.0,30.0,16.8517,1.061,20.5286,221.0,52.0,21.7817,1.2143,4.0106,275.0,17.0,4.8699,0.909,14.7864,323.0,37.0,13.4408
103,KINGMAN REGIONAL MEDICAL CENTER (030055),2021,Acute Care,Government - Hospital District or Authority,221.0,35.219907,-114.035813,AZ,0.9688,15.1263,217.0,30.0,14.6546,1.0953,13.5549,73.0,13.0,14.847,1.0156,18.4763,318.0,61.0,18.7641,0.9457,21.9421,432.0,86.0,20.75,1.274,4.355,135.0,12.0,5.5482,1.0805,16.8103,548.0,105.0,18.1631
104,BANNER BOSWELL MEDICAL CENTER (030061),2021,Acute Care,Voluntary non-profit - Other,508.0,33.604798,-112.282538,AZ,0.9045,15.0752,386.0,47.0,13.6361,1.0443,13.2102,210.0,30.0,13.795,0.9499,19.0713,433.0,74.0,18.1161,0.9132,21.9378,758.0,146.0,20.0347,0.8684,4.7345,575.0,21.0,4.1112,0.9194,17.0451,1103.0,167.0,15.6711
105,SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER (030062),2021,Acute Care,Voluntary non-profit - Private,91.0,34.201967,-110.01839,AZ,0.9865,13.7013,87.0,11.0,13.5158,,,,,,0.8899,15.1599,196.0,17.0,13.4905,0.8673,18.8114,152.0,16.0,16.3143,0.9638,3.9593,306.0,11.0,3.816,0.91,14.3671,247.0,26.0,13.0742
106,BANNER - UNIVERSITY MEDICAL CENTER TUCSON CAMPUS (030064),2021,Acute Care,Voluntary non-profit - Private,511.0,32.242362,-110.944092,AZ,0.9526,15.8243,191.0,26.0,15.0736,0.9032,11.5301,,,10.4141,0.9801,21.2636,119.0,23.0,20.8406,0.9409,22.9857,333.0,68.0,21.6283,0.9257,3.8815,,,3.5929,0.9813,17.8292,402.0,69.0,17.4963
107,BANNER DESERT MEDICAL CENTER (030065),2021,Acute Care,Voluntary non-profit - Private,632.0,33.39091,-111.874624,AZ,0.9948,14.9721,237.0,35.0,14.8941,1.0361,10.9516,,,11.3473,1.0198,18.6378,412.0,80.0,19.0066,0.8868,20.8611,436.0,73.0,18.5,0.9899,4.0633,,,4.0224,0.9721,16.8294,770.0,124.0,16.3605
108,MT. GRAHAM REGIONAL MEDICAL CENTER (030068),2021,Acute Care,Government - Hospital District or Authority,45.0,32.821883,-109.732994,AZ,,,,,,,,,,,1.0134,18.3058,,,18.5511,,,,,,0.9942,3.6777,,,3.6562,0.9936,13.5559,,,13.4685
109,HAVASU REGIONAL MEDICAL CENTER (030069),2021,Acute Care,Proprietary,169.0,34.47998,-114.338537,AZ,1.05,13.9847,349.0,54.0,14.6842,1.317,12.8158,127.0,28.0,16.8789,0.9271,17.3913,331.0,47.0,16.1226,0.9881,20.8785,440.0,90.0,20.6302,1.0416,4.2067,462.0,21.0,4.3818,1.0709,15.7717,410.0,74.0,16.8897
110,FORT DEFIANCE INDIAN HOSPITAL (030071),2021,Acute Care,Government - Federal,54.0,,,AZ,,,0.0,,,,,,,,0.9573,16.0897,,,15.4033,1.0051,21.0089,60.0,13.0,21.117,,,,,,0.9692,13.1323,189.0,22.0,12.7271
111,TUBA CITY REGIONAL HEALTH CARE CORPORATION (030073),2021,Acute Care,Voluntary non-profit - Other,73.0,,,AZ,,,,,,,,,,,,,,,,1.022,20.6257,,,21.0802,1.0359,3.2427,,,3.3592,0.9724,13.6782,202.0,25.0,13.3009
112,SELLS HOSPITAL (030074),2021,Acute Care,Government - Federal,13.0,,,AZ,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,
113,PHOENIX INDIAN MEDICAL CENTER (030078),2021,Acute Care,Government - Federal,119.0,33.49701,-112.047613,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,0.9579,13.8068,,,13.2258
114,ABRAZO SCOTTSDALE CAMPUS (030083),2021,Acute Care,Proprietary,129.0,33.640603,-111.997692,AZ,1.0147,14.373,,,14.5843,,,,,,0.9761,18.9053,98.0,16.0,18.4528,0.9709,19.7222,109.0,19.0,19.1493,1.1359,3.3084,231.0,11.0,3.7581,0.9372,15.7401,186.0,23.0,14.7522
115,CHINLE COMPREHENSIVE HEALTH CARE FACILITY (030084),2021,Acute Care,Government - Federal,60.0,,,AZ,,,,,,,,,,,,,,,,1.0038,19.821,,,19.896,,,,,,1.0239,12.2723,115.0,16.0,12.5663
116,NORTHWEST MEDICAL CENTER (030085),2021,Acute Care,Proprietary,283.0,32.319581,-111.012054,AZ,1.0545,13.6851,215.0,34.0,14.4308,1.1255,11.7198,93.0,15.0,13.19,1.0592,17.757,346.0,70.0,18.8083,0.9149,19.8909,355.0,59.0,18.1981,1.0712,3.6709,858.0,35.0,3.9323,1.0015,14.978,506.0,76.0,15.0
117,HONORHEALTH SCOTTSDALE SHEA MEDICAL CENTER (030087),2021,Acute Care,Proprietary,426.0,33.582467,-111.886032,AZ,0.9882,14.0734,278.0,38.0,13.908,1.079,10.8813,113.0,15.0,11.7407,1.0042,17.8337,333.0,60.0,17.9094,1.0545,20.5512,764.0,169.0,21.6704,0.9809,3.5218,1197.0,41.0,3.4546,1.0431,15.5833,1028.0,170.0,16.2545
118,BANNER BAYWOOD MEDICAL CENTER (030088),2021,Acute Care,Voluntary non-profit - Private,340.0,33.410465,-111.688045,AZ,0.9692,17.5893,,,17.0477,,,,,,0.8755,18.0489,552.0,76.0,15.8019,0.9234,22.0203,537.0,104.0,20.3329,0.7636,3.9299,531.0,11.0,3.0008,0.9337,16.3549,1177.0,175.0,15.271
119,BANNER THUNDERBIRD MEDICAL CENTER (030089),2021,Acute Care,Government - Hospital District or Authority,566.0,33.610731,-112.178698,AZ,0.942,15.8246,231.0,31.0,14.9074,1.0095,12.4191,,,12.5376,0.9988,19.9022,242.0,48.0,19.8783,0.8978,23.3012,445.0,86.0,20.9197,0.9746,3.8012,,,3.7045,0.9877,18.0457,695.0,123.0,17.8243
120,HONORHEALTH DEER VALLEY MEDICAL CENTER (030092),2021,Acute Care,Voluntary non-profit - Private,201.0,33.666425,-112.117188,AZ,0.9157,13.7472,158.0,15.0,12.5877,0.987,11.7707,,,11.6181,0.97,18.0782,260.0,43.0,17.5361,0.9768,21.2442,282.0,57.0,20.7514,0.9689,3.5824,420.0,14.0,3.471,1.0487,15.9835,571.0,99.0,16.7611
121,BANNER DEL E. WEBB MEDICAL CENTER (030093),2021,Acute Care,Voluntary non-profit - Private,390.0,33.658307,-112.371939,AZ,0.9294,14.0615,368.0,44.0,13.0689,,,,,,0.9953,18.0398,548.0,98.0,17.9559,1.0409,21.3069,660.0,149.0,22.1791,0.857,4.109,734.0,23.0,3.5213,0.8837,15.9048,1241.0,166.0,14.0555
122,ARROWHEAD HOSPITAL (030094),2021,Acute Care,Proprietary,244.0,33.655042,-112.202889,AZ,1.025,14.7104,309.0,48.0,15.0783,1.0771,11.9353,150.0,21.0,12.8556,1.0373,18.5139,249.0,51.0,19.2047,0.9059,21.3935,461.0,83.0,19.3803,0.9679,4.055,423.0,16.0,3.925,0.9678,15.2984,400.0,57.0,14.8057
123,WESTERN ARIZONA REGIONAL MEDICAL CENTER (030101),2021,Acute Care,Proprietary,133.0,35.109853,-114.555146,AZ,1.0553,14.197,180.0,30.0,14.982,,,,,,0.9609,19.388,330.0,58.0,18.6307,1.0295,22.6801,360.0,86.0,23.3495,0.999,4.8295,,,4.8249,0.9686,16.8276,253.0,39.0,16.2984
124,MAYO CLINIC HOSPITAL (030103),2021,Acute Care,Voluntary non-profit - Private,277.0,33.663312,-111.955659,AZ,0.9562,15.754,256.0,36.0,15.0634,0.9728,12.8847,,,12.5336,0.9207,20.3,210.0,32.0,18.6905,0.9963,22.2961,906.0,201.0,22.2126,0.8973,3.898,1229.0,41.0,3.4977,1.0562,17.5601,1079.0,204.0,18.5462
125,BANNER HEART HOSPITAL (030105),2021,Acute Care,Voluntary non-profit - Private,110.0,33.410378,-111.685273,AZ,0.9605,13.9656,725.0,95.0,13.4136,0.9932,11.8188,291.0,34.0,11.738,,,,,,0.8442,20.8312,567.0,89.0,17.5866,,,,,,0.9732,19.1546,,,18.6415
126,ARIZONA SPINE AND JOINT HOSPITAL (030107),2021,Acute Care,Proprietary,23.0,33.379206,-111.734695,AZ,,,,,,,,,,,,,,,,,,,,,0.7556,3.3033,964.0,19.0,2.4959,,,,,
127,"CORE INSTITUTE SPECIALTY HOSPITAL, THE (030108)",2021,Acute Care,Proprietary,32.0,33.531837,-112.099614,AZ,,,,,,,,,,,,,,,,,,,,,0.8231,3.4732,963.0,24.0,2.859,,,,,
128,ABRAZO WEST CAMPUS (030110),2021,Acute Care,Proprietary,190.0,33.464283,-112.354024,AZ,0.9467,13.748,177.0,20.0,13.0154,0.9355,10.9492,,,10.2428,1.0172,18.5474,236.0,46.0,18.8671,0.926,21.5825,220.0,39.0,19.9852,1.1253,3.9502,,,4.4454,1.0841,15.571,340.0,63.0,16.8799
129,BANNER-UNIVERSITY MEDICAL CENTER SOUTH CAMPUS (030111),2021,Acute Care,Voluntary non-profit - Private,207.0,32.177882,-110.930891,AZ,1.0049,15.4045,108.0,17.0,15.4797,,,,,,1.0327,20.4889,48.0,13.0,21.159,0.9753,21.7908,83.0,16.0,21.2523,,,,,,0.9472,16.0532,156.0,20.0,15.2059
130,ARIZONA ORTHOPEDIC AND SURGICAL SPECIALTY HOSPITAL (030112),2021,Acute Care,Proprietary,24.0,33.33484,-111.891133,AZ,,,,,,,,,,,,,,,,,,,,,1.0447,3.4996,662.0,25.0,3.656,,,,,
131,WHITERIVER PHS INDIAN HOSPITAL (030113),2021,Acute Care,Government - Federal,39.0,33.875976,-109.959528,AZ,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.9322,13.3594,,,12.4541
132,ORO VALLEY HOSPITAL (030114),2021,Acute Care,Proprietary,148.0,32.427183,-110.94954,AZ,0.8816,12.2723,,,10.8196,,,,,,1.07,16.2716,226.0,45.0,17.4106,1.0483,19.1312,369.0,77.0,20.0557,1.0904,3.5901,930.0,38.0,3.9146,1.0158,13.7661,393.0,56.0,13.9834
133,BANNER ESTRELLA MEDICAL CENTER (030115),2021,Acute Care,Voluntary non-profit - Private,288.0,33.479558,-112.257936,AZ,0.935,16.0814,139.0,17.0,15.0358,1.0517,13.0222,,,13.6955,0.9955,21.1975,163.0,34.0,21.1031,0.9345,22.4463,312.0,61.0,20.9756,1.0648,3.8359,,,4.0844,0.9656,17.4688,406.0,66.0,16.8672
134,VALLEY VIEW MEDICAL CENTER (030117),2021,Acute Care,Proprietary,82.0,35.002363,-114.597954,AZ,0.9856,14.7418,,,14.53,,,,,,0.9892,18.5953,141.0,25.0,18.395,1.0706,21.3204,138.0,36.0,22.8254,1.0097,4.3264,,,4.3686,1.0073,16.4425,166.0,28.0,16.5627
135,MERCY GILBERT MEDICAL CENTER (030119),2021,Acute Care,Voluntary non-profit - Church,202.0,33.286661,-111.755311,AZ,1.028,15.7374,194.0,33.0,16.1779,,,,,,1.025,20.2025,284.0,61.0,20.7083,0.9913,22.1227,413.0,90.0,21.9303,1.0344,4.3122,367.0,17.0,4.4603,0.8882,16.5551,756.0,103.0,14.7042
136,"MOUNTAIN VISTA MEDICAL CENTER, LP (030121)",2021,Acute Care,Proprietary,171.0,33.3911,-111.615329,AZ,0.8892,14.5733,236.0,24.0,12.9588,1.1068,13.5851,57.0,11.0,15.0362,0.934,17.3122,116.0,13.0,16.1692,1.0013,21.1394,198.0,42.0,21.1679,1.028,3.8953,262.0,11.0,4.0044,1.009,15.4771,297.0,47.0,15.617
137,BANNER GATEWAY MEDICAL CENTER (030122),2021,Acute Care,Voluntary non-profit - Other,170.0,33.384225,-111.719634,AZ,,,,,,,,,,,0.9805,18.5879,119.0,20.0,18.2263,0.888,20.6454,134.0,17.0,18.3321,0.9492,3.4432,,,3.2682,0.9929,16.5079,485.0,79.0,16.3909
138,SCOTTSDALE THOMPSON PEAK MEDICAL CENTER (030123),2021,Acute Care,Proprietary,98.0,33.669777,-111.921803,AZ,0.9235,12.3376,135.0,11.0,11.3941,,,,,,1.0546,17.5792,175.0,37.0,18.5396,0.9431,19.5914,296.0,51.0,18.4775,0.9791,3.5577,1303.0,45.0,3.4833,1.0294,14.1913,459.0,69.0,14.608
139,BANNER IRONWOOD MEDICAL CENTER (030130),2021,Acute Care,Voluntary non-profit - Private,61.0,33.214839,-111.563447,AZ,,,0.0,,,,,,,,0.9923,15.4215,76.0,11.0,15.3028,0.9027,19.7935,,,17.868,0.9532,3.2498,,,3.0975,0.9782,14.829,162.0,22.0,14.5056
140,O.A.S.I.S. HOSPITAL (030131),2021,Acute Care,Voluntary non-profit - Private,64.0,33.45672,-111.99521,AZ,,,,,,,,,,,,,,,,,,,,,0.8064,3.4274,2927.0,77.0,2.7639,,,,,
141,BANNER GOLDFIELD MEDICAL CENTER (030134),2021,Acute Care,Voluntary non-profit - Other,23.0,33.393343,-111.566796,AZ,,,,,,,,,,,0.9879,14.9195,,,14.7387,0.9729,17.8966,,,17.411,,,,,,0.9416,14.4227,,,13.5802
142,SANTA CRUZ VALLEY REGIONAL HOSPITAL (030137),2021,Acute Care,Proprietary,49.0,31.807943,-111.010966,AZ,0.9625,12.9851,,,12.4984,,,,,,0.982,16.6078,89.0,13.0,16.3089,1.0405,18.7199,95.0,21.0,19.478,,,,,,0.9758,13.4201,188.0,23.0,13.0954
143,DIGNITY HEALTH ARIZONA GENERAL HOSPITAL (030139),2021,Acute Care,Voluntary non-profit - Private,50.0,,,AZ,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,SILOAM SPRINGS REGIONAL HOSPITAL (040001),2021,Acute Care,Proprietary,46.0,36.190377,-94.509658,AR,,,,,,,,,,,0.9807,18.6359,,,18.2754,0.9889,19.228,,,19.0148,0.9889,3.5828,,,3.543,0.9839,14.1947,108.0,14.0,13.966
145,JOHNSON REGIONAL MEDICAL CENTER (040002),2021,Acute Care,Voluntary non-profit - Private,86.0,35.464384,-93.445797,AR,,,,,,,,,,,1.0615,16.736,146.0,31.0,17.7661,1.005,19.3284,55.0,11.0,19.4258,0.9418,3.6375,,,3.4259,1.1251,13.2089,149.0,30.0,14.8608
146,WASHINGTON REGIONAL MEDICAL CENTER (040004),2021,Acute Care,Voluntary non-profit - Private,314.0,36.110984,-94.157862,AR,0.9328,14.4537,296.0,36.0,13.4819,1.0179,12.1694,142.0,18.0,12.3869,0.9657,18.8965,318.0,55.0,18.249,0.8993,20.5555,756.0,133.0,18.4852,0.9596,3.6103,830.0,28.0,3.4646,0.8544,15.3019,647.0,74.0,13.0733
147,CHI-ST VINCENT INFIRMARY (040007),2021,Acute Care,Voluntary non-profit - Private,414.0,,,AR,1.0484,14.4878,351.0,56.0,15.1895,0.9225,12.5485,379.0,42.0,11.5754,1.0488,18.4274,258.0,54.0,19.3276,1.1119,21.8242,791.0,199.0,24.2661,0.8847,3.9218,,,3.4695,1.1313,15.3678,641.0,120.0,17.3855
148,MERCY HOSPITAL NORTHWEST ARKANSAS (040010),2021,Acute Care,Voluntary non-profit - Church,201.0,36.309562,-94.184709,AR,0.9206,15.5774,263.0,33.0,14.3408,0.8697,11.4729,162.0,13.0,9.9775,0.9728,18.698,255.0,44.0,18.1896,0.8801,21.829,480.0,84.0,19.2123,1.158,4.1312,403.0,22.0,4.784,0.8444,16.2984,643.0,77.0,13.7628
149,CHAMBERS MEMORIAL HOSPITAL (040011),2021,Acute Care,Voluntary non-profit - Private,41.0,35.054823,-93.388543,AR,,,,,,,,,,,1.0778,18.9915,149.0,37.0,20.4699,1.0902,21.0978,158.0,42.0,23.0006,,,,,,1.021,16.3675,147.0,26.0,16.7117
150,WHITE COUNTY MEDICAL CENTER (040014),2021,Acute Care,Voluntary non-profit - Private,315.0,35.250446,-91.696758,AR,0.9925,14.7654,194.0,28.0,14.6544,,,,,,0.9445,19.0271,773.0,134.0,17.9703,1.0133,21.174,546.0,118.0,21.4551,0.9078,4.4902,,,4.076,0.9177,15.9155,1067.0,150.0,14.6057
151,MENA REGIONAL HEALTH SYSTEM (040015),2021,Acute Care,Government - Local,65.0,34.588386,-94.221383,AR,,,,,,,,,,,1.0331,17.5035,134.0,27.0,18.083,0.9682,18.5621,89.0,14.0,17.9722,,,,,,0.9382,14.2902,121.0,12.0,13.4067
152,UAMS MEDICAL CENTER (040016),2021,Acute Care,Government - State,480.0,34.751583,-92.320998,AR,1.0028,16.2388,85.0,14.0,16.2836,,,,,,0.9793,20.164,156.0,29.0,19.7469,1.0883,22.308,261.0,69.0,24.2773,1.0742,4.2014,591.0,28.0,4.513,1.0672,18.3367,574.0,117.0,19.5696
153,NORTH ARKANSAS REGIONAL MEDICAL CENTER (040017),2021,Acute Care,Voluntary non-profit - Other,133.0,36.236281,-93.107148,AR,,,,,,,,,,,1.0043,18.0586,213.0,39.0,18.1369,1.0042,19.2055,149.0,29.0,19.286,0.8071,3.9018,,,3.1491,1.0334,14.6952,387.0,61.0,15.1867
154,BAPTIST HEALTH - VAN BUREN (040018),2021,Acute Care,Proprietary,68.0,35.434175,-94.339451,AR,,,0.0,,,,,,,,0.9617,16.3152,,,15.6906,0.997,18.5919,,,18.5361,,,,,,1.0386,14.3229,,,14.8758
155,FORREST CITY MEDICAL CENTER (040019),2021,Acute Care,Proprietary,68.0,35.039275,-90.771894,AR,,,,,,,,,,,0.9998,15.6813,83.0,13.0,15.6788,1.0289,17.0103,,,17.5014,,,0.0,,,1.0373,13.5145,111.0,18.0,14.0186
156,ST BERNARDS MEDICAL CENTER (040020),2021,Acute Care,Voluntary non-profit - Private,376.0,35.837478,-90.702142,AR,1.0895,14.5454,316.0,55.0,15.8468,1.0874,12.2043,249.0,35.0,13.2707,1.1035,19.3961,679.0,154.0,21.4026,1.0753,20.9176,548.0,128.0,22.4918,0.9523,4.1603,351.0,13.0,3.9616,1.1301,16.3333,961.0,186.0,18.4585
157,NORTHWEST MEDICAL CENTER-SPRINGDALE (040022),2021,Acute Care,Proprietary,325.0,36.181394,-94.136464,AR,1.1185,15.9859,433.0,84.0,17.8804,0.9887,12.6636,,,12.5211,0.942,18.8125,317.0,51.0,17.7213,1.0324,20.6123,338.0,74.0,21.2805,0.9903,4.0021,,,3.9631,0.8897,16.179,389.0,48.0,14.3939
