,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,READM-30-AMI (Excess Readmission Ratio),READM-30-AMI (Expected Readmission Rate),READM-30-AMI (Number of Discharges),READM-30-AMI (Number of Readmissions),READM-30-AMI (Predicted Readmission Rate),READM-30-HF (Excess Readmission Ratio),READM-30-HF (Expected Readmission Rate),READM-30-HF (Number of Discharges),READM-30-HF (Number of Readmissions),READM-30-HF (Predicted Readmission Rate),READM-30-PN (Excess Readmission Ratio),READM-30-PN (Expected Readmission Rate),READM-30-PN (Number of Discharges),READM-30-PN (Number of Readmissions),READM-30-PN (Predicted Readmission Rate)
113,SIERRA VISTA REGIONAL HEALTH CENTER INC (030043),2013,Acute Care,Voluntary non-profit - Other,92.0,31.554635,-110.230726,AZ,0.9645,20.3,89.0,16.0,19.6,1.0118,25.4,223.0,58.0,25.7,1.0,18.9,222.0,42.0,18.9
114,KINGMAN REGIONAL MEDICAL CENTER (030055),2013,Acute Care,Government - Hospital District or Authority,221.0,35.219907,-114.035813,AZ,0.9348,17.6,168.0,25.0,16.5,0.9299,24.8,405.0,89.0,23.0,0.9231,19.1,416.0,69.0,17.6
115,BANNER BOSWELL MEDICAL CENTER (030061),2013,Acute Care,Voluntary non-profit - Other,508.0,33.604798,-112.282538,AZ,1.147,19.3,513.0,119.0,22.1,0.9664,24.3,868.0,202.0,23.5,0.9208,18.3,626.0,101.0,16.8
116,SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER (030062),2013,Acute Care,Voluntary non-profit - Private,91.0,34.201967,-110.01839,AZ,0.9836,17.8,38.0,6.0,17.5,1.0444,21.1,75.0,19.0,22.0,1.0506,15.7,167.0,30.0,16.4
117,"UNIVERSITY OF ARIZONA MEDICAL CTR-UNIVERSITY, THE (030064)",2013,Acute Care,Voluntary non-profit - Private,511.0,32.242362,-110.944092,AZ,1.0584,19.3,258.0,55.0,20.4,1.0039,25.4,329.0,84.0,25.5,1.0275,18.2,276.0,53.0,18.7
118,BANNER DESERT MEDICAL CENTER (030065),2013,Acute Care,Voluntary non-profit - Private,632.0,33.39091,-111.874624,AZ,0.9976,17.5,161.0,28.0,17.5,1.0741,23.4,353.0,93.0,25.1,1.055,17.8,330.0,65.0,18.8
119,MT GRAHAM REGIONAL MEDICAL CENTER (030068),2013,Acute Care,Government - Hospital District or Authority,45.0,32.821883,-109.732994,AZ,,,12.0,,,0.9876,21.0,66.0,13.0,20.8,0.9244,15.6,173.0,21.0,14.4
120,HAVASU REGIONAL MEDICAL CENTER (030069),2013,Acute Care,Proprietary,169.0,34.47998,-114.338537,AZ,0.9415,17.7,182.0,28.0,16.7,0.9806,22.7,311.0,68.0,22.2,1.0294,15.5,222.0,37.0,16.0
121,FORT DEFIANCE INDIAN HOSPITAL (030071),2013,Acute Care,Government - Federal,54.0,,,AZ,,,4.0,,,0.9671,22.4,32.0,5.0,21.7,0.9174,13.0,161.0,15.0,11.9
122,TUBA CITY REGIONAL HEALTH CARE CORPORATION (030073),2013,Acute Care,Voluntary non-profit - Other,73.0,,,AZ,,,3.0,,,1.0231,22.8,63.0,16.0,23.3,0.864,14.9,227.0,22.0,12.9
123,SELLS INDIAN HEALTH SERVICE HOSPITAL (030074),2013,Acute Care,Government - Federal,13.0,,,AZ,,,0.0,,,,,1.0,,,,,9.0,,
124,SAN CARLOS INDIAN HOSPITAL (030077),2013,Acute Care,Government - Federal,9.0,,,AZ,,,0.0,,,,,1.0,,,,,4.0,,
125,PHOENIX INDIAN MEDICAL CENTER (030078),2013,Acute Care,Government - Federal,119.0,33.49701,-112.047613,AZ,,,0.0,,,,,7.0,,,0.9847,14.7,40.0,5.0,14.4
126,PARADISE VALLEY HOSPITAL (030083),2013,Acute Care,Proprietary,129.0,33.640603,-111.997692,AZ,0.9048,16.4,33.0,1.0,14.9,1.0214,23.3,83.0,21.0,23.8,1.0292,17.3,132.0,25.0,17.8
127,CHINLE COMPREHENSIVE HEALTH CARE FACILITY (030084),2013,Acute Care,Government - Federal,60.0,,,AZ,,,9.0,,,1.0928,22.8,55.0,19.0,24.9,0.9839,15.2,186.0,27.0,15.0
128,NORTHWEST MEDICAL CENTER (030085),2013,Acute Care,Proprietary,283.0,32.319581,-111.012054,AZ,0.9429,18.3,147.0,23.0,17.2,0.8802,24.0,319.0,60.0,21.1,0.9304,17.7,478.0,75.0,16.5
129,SCOTTSDALE HEALTHCARE-SHEA MEDICAL CENTER (030087),2013,Acute Care,Proprietary,426.0,33.582467,-111.886032,AZ,0.8453,17.3,304.0,38.0,14.6,0.9545,24.3,564.0,128.0,23.2,1.0452,18.4,544.0,107.0,19.2
130,BANNER BAYWOOD MEDICAL CENTER (030088),2013,Acute Care,Voluntary non-profit - Private,340.0,33.410465,-111.688045,AZ,0.9654,19.5,50.0,8.0,18.9,1.2057,23.8,503.0,156.0,28.7,1.0063,17.9,593.0,107.0,18.0
131,BANNER THUNDERBIRD MEDICAL CENTER (030089),2013,Acute Care,Government - Hospital District or Authority,566.0,33.610731,-112.178698,AZ,1.1148,18.4,173.0,40.0,20.6,1.0098,25.2,458.0,117.0,25.4,1.1061,19.6,379.0,88.0,21.7
132,JOHN C LINCOLN DEER VALLEY HOSPITAL (030092),2013,Acute Care,Voluntary non-profit - Private,201.0,33.666425,-112.117188,AZ,0.9235,16.7,130.0,17.0,15.5,0.9567,23.8,209.0,45.0,22.8,1.0027,17.0,199.0,34.0,17.0
133,BANNER DEL E WEBB MEDICAL CENTER (030093),2013,Acute Care,Voluntary non-profit - Private,390.0,33.658307,-112.371939,AZ,1.0897,18.6,353.0,75.0,20.2,0.9457,23.6,561.0,122.0,22.3,1.0501,17.7,647.0,123.0,18.6
134,ARROWHEAD HOSPITAL (030094),2013,Acute Care,Proprietary,244.0,33.655042,-112.202889,AZ,0.9301,17.1,68.0,8.0,15.9,0.9608,24.6,175.0,39.0,23.7,1.0367,17.8,196.0,38.0,18.4
135,WESTERN ARIZONA REGIONAL MEDICAL CTR (030101),2013,Acute Care,Proprietary,133.0,35.109853,-114.555146,AZ,1.0072,18.6,148.0,28.0,18.7,1.0108,24.8,393.0,99.0,25.0,1.0772,18.6,179.0,40.0,20.1
136,MAYO CLINIC HOSPITAL (030103),2013,Acute Care,Voluntary non-profit - Private,277.0,33.663312,-111.955659,AZ,1.0114,18.3,251.0,47.0,18.5,1.0392,24.1,498.0,127.0,25.0,1.0389,17.8,550.0,104.0,18.5
137,BANNER HEART HOSPITAL (030105),2013,Acute Care,Voluntary non-profit - Private,110.0,33.410378,-111.685273,AZ,0.9767,16.7,491.0,79.0,16.3,1.1041,22.4,860.0,219.0,24.8,1.0128,16.5,26.0,5.0,16.7
138,ARIZONA SPINE AND JOINT HOSPITAL (030107),2013,Acute Care,Proprietary,23.0,33.379206,-111.734695,AZ,,,0.0,,,,,0.0,,,,,0.0,,
139,"SURGICAL SPECIALTY HOSPITAL OF ARIZONA, LLC. (030108)",2013,Acute Care,Proprietary,32.0,33.531837,-112.099614,AZ,,,0.0,,,,,0.0,,,,,1.0,,
140,WEST VALLEY HOSPITAL (030110),2013,Acute Care,Proprietary,190.0,33.464283,-112.354024,AZ,1.1151,17.3,91.0,22.0,19.3,1.0103,24.8,129.0,33.0,25.1,0.9777,17.9,138.0,23.0,17.5
141,UNIVERSITY OF ARIZONA MEDICAL CENTER-SOUTH CAMPUS (030111),2013,Acute Care,Voluntary non-profit - Private,207.0,32.177882,-110.930891,AZ,0.9728,17.5,65.0,10.0,17.1,1.0229,25.6,52.0,15.0,26.2,0.996,18.3,67.0,12.0,18.2
142,ARIZONA ORTHOPEDIC SURGICAL HOSPITAL (030112),2013,Acute Care,Proprietary,24.0,33.33484,-111.891133,AZ,,,0.0,,,,,0.0,,,,,0.0,,
143,WHITERIVER PHS INDIAN HOSPITAL (030113),2013,Acute Care,Government - Federal,39.0,33.875976,-109.959528,AZ,,,0.0,,,,,16.0,,,0.9011,15.3,75.0,5.0,13.8
144,ORO VALLEY HOSPITAL (030114),2013,Acute Care,Proprietary,148.0,32.427183,-110.94954,AZ,0.9846,16.2,98.0,15.0,15.9,0.9842,23.5,177.0,40.0,23.1,1.0386,15.7,191.0,33.0,16.3
145,BANNER ESTRELLA MEDICAL CENTER (030115),2013,Acute Care,Voluntary non-profit - Private,288.0,33.479558,-112.257936,AZ,1.0172,18.4,98.0,19.0,18.7,1.0822,26.5,185.0,58.0,28.7,1.0157,18.6,228.0,44.0,18.9
146,VALLEY VIEW MEDICAL CENTER (030117),2013,Acute Care,Proprietary,82.0,35.002363,-114.597954,AZ,1.0329,16.7,62.0,12.0,17.3,1.0165,25.2,160.0,42.0,25.6,1.0796,18.1,112.0,26.0,19.5
147,YAVAPAI REGIONAL MEDICAL CENTER-EAST (030118),2013,Acute Care,Proprietary,61.0,,,AZ,,,12.0,,,0.9332,23.8,113.0,21.0,22.2,0.9555,15.7,215.0,30.0,15.0
148,MERCY GILBERT MEDICAL CENTER (030119),2013,Acute Care,Voluntary non-profit - Church,202.0,33.286661,-111.755311,AZ,0.9427,19.0,86.0,13.0,17.9,0.9883,25.2,232.0,57.0,24.9,0.9105,17.9,301.0,44.0,16.3
149,GILBERT HOSPITAL (030120),2013,Acute Care,Proprietary,19.0,,,AZ,,,2.0,,,1.0261,21.5,84.0,20.0,22.0,0.9568,15.0,120.0,15.0,14.3
150,"MOUNTAIN VISTA MEDICAL CENTER, LP (030121)",2013,Acute Care,Proprietary,171.0,33.3911,-111.615329,AZ,1.0471,16.7,138.0,26.0,17.5,1.1332,23.9,344.0,101.0,27.1,1.038,18.0,310.0,60.0,18.7
151,BANNER GATEWAY MEDICAL CENTER (030122),2013,Acute Care,Voluntary non-profit - Other,170.0,33.384225,-111.719634,AZ,,,18.0,,,1.0319,23.2,176.0,44.0,23.9,0.9224,17.3,171.0,23.0,15.9
152,SCOTTSDALE HEALTHCARE-THOMPSON PEAK HOSPITAL (030123),2013,Acute Care,Proprietary,98.0,33.669777,-111.921803,AZ,,,5.0,,,0.9255,21.6,107.0,17.0,20.0,0.9775,15.8,137.0,20.0,15.4
153,BANNER IRONWOOD MEDICAL CENTER (030130),2013,Acute Care,Voluntary non-profit - Private,61.0,33.214839,-111.563447,AZ,,,0.0,,,,,5.0,,,,,14.0,,
154,OASIS HOSPITAL (030131),2013,Acute Care,Voluntary non-profit - Private,64.0,33.45672,-111.99521,AZ,,,0.0,,,,,0.0,,,,,0.0,,
155,SILOAM SPRINGS MEMORIAL HOSPITAL (040001),2013,Acute Care,Proprietary,46.0,36.190377,-94.509658,AR,,,11.0,,,1.0664,22.7,104.0,29.0,24.2,1.0176,16.5,149.0,26.0,16.8
156,JOHNSON REGIONAL MEDICAL CENTER (040002),2013,Acute Care,Voluntary non-profit - Private,86.0,35.464384,-93.445797,AR,1.0593,21.0,43.0,12.0,22.3,0.942,21.8,80.0,13.0,20.5,1.0196,15.2,206.0,33.0,15.5
157,WASHINGTON REGIONAL MEDICAL CENTER (040004),2013,Acute Care,Voluntary non-profit - Private,314.0,36.110984,-94.157862,AR,0.9317,16.2,309.0,44.0,15.1,0.9091,22.8,510.0,100.0,20.7,0.8769,16.6,458.0,60.0,14.6
158,ST VINCENT INFIRMARY MED CTR (040007),2013,Acute Care,Voluntary non-profit - Private,414.0,,,AR,0.9973,16.5,183.0,30.0,16.5,1.03,23.5,708.0,173.0,24.2,0.9511,16.7,438.0,67.0,15.9
159,MERCY MEDICAL CENTER (040010),2013,Acute Care,Voluntary non-profit - Church,201.0,36.309562,-94.184709,AR,1.1021,17.5,218.0,46.0,19.3,0.8871,24.2,354.0,69.0,21.5,0.9901,17.4,334.0,57.0,17.2
160,CHAMBERS MEMORIAL HOSPITAL (040011),2013,Acute Care,Voluntary non-profit - Private,41.0,35.054823,-93.388543,AR,,,20.0,,,1.1338,24.9,125.0,43.0,28.2,1.219,17.7,104.0,33.0,21.5
161,WHITE COUNTY MEDICAL CENTER (040014),2013,Acute Care,Voluntary non-profit - Private,315.0,35.250446,-91.696758,AR,1.0869,17.4,258.0,52.0,18.9,1.0993,23.2,769.0,202.0,25.5,1.2558,17.7,771.0,184.0,22.3
162,MENA REGIONAL HEALTH SYSTEM (040015),2013,Acute Care,Government - Local,65.0,34.588386,-94.221383,AR,,,15.0,,,0.9265,22.5,98.0,16.0,20.8,0.8959,16.8,144.0,16.0,15.0
163,UAMS MEDICAL CENTER (040016),2013,Acute Care,Government - State,480.0,34.751583,-92.320998,AR,1.0921,18.7,95.0,23.0,20.4,1.1299,26.1,228.0,75.0,29.5,1.038,20.0,365.0,78.0,20.8
164,NORTH ARKANSAS REGIONAL MEDICAL CENTER (040017),2013,Acute Care,Voluntary non-profit - Other,133.0,36.236281,-93.107148,AR,1.0637,21.1,33.0,10.0,22.5,1.0004,22.2,189.0,42.0,22.2,0.9994,16.3,790.0,129.0,16.3
165,SUMMIT MEDICAL CENTER (040018),2013,Acute Care,Proprietary,68.0,35.434175,-94.339451,AR,,,11.0,,,1.0591,23.4,87.0,25.0,24.8,1.1213,16.7,165.0,37.0,18.8
166,FORREST CITY MEDICAL CENTER (040019),2013,Acute Care,Proprietary,68.0,35.039275,-90.771894,AR,,,8.0,,,1.0433,24.2,69.0,20.0,25.2,1.0493,15.3,103.0,19.0,16.1
167,ST BERNARDS MEDICAL CENTER (040020),2013,Acute Care,Voluntary non-profit - Private,376.0,35.837478,-90.702142,AR,1.0211,17.4,413.0,74.0,17.7,0.9292,23.4,745.0,158.0,21.8,0.9134,17.3,644.0,97.0,15.8
168,"NW ARKANSAS HOSPITALS, LLC (040022)",2013,Acute Care,Proprietary,325.0,36.181394,-94.136464,AR,1.0298,17.5,293.0,54.0,18.0,1.106,24.9,614.0,175.0,27.5,1.0167,17.8,464.0,85.0,18.1
169,ST JOSEPHS MERCY HEALTH CENTER (040026),2013,Acute Care,Voluntary non-profit - Church,235.0,34.466035,-93.066396,AR,0.8862,16.1,243.0,30.0,14.3,0.9774,23.2,658.0,148.0,22.7,0.8873,17.9,878.0,133.0,15.9
170,BAXTER REGIONAL MEDICAL CENTER (040027),2013,Acute Care,Voluntary non-profit - Private,214.0,36.343067,-92.395905,AR,1.0795,17.3,381.0,74.0,18.6,1.0254,23.4,561.0,136.0,24.0,1.1775,17.2,775.0,166.0,20.3
171,CONWAY REGIONAL MEDICAL CENTER (040029),2013,Acute Care,Voluntary non-profit - Private,151.0,35.084826,-92.457103,AR,0.889,15.7,161.0,18.0,14.0,0.9931,22.5,239.0,53.0,22.3,0.9779,16.6,438.0,70.0,16.2
172,BAPTIST HEALTH MED CTR NLR (040036),2013,Acute Care,Voluntary non-profit - Private,212.0,34.784075,-92.218633,AR,0.989,17.5,373.0,64.0,17.3,1.0674,24.8,673.0,182.0,26.5,1.0538,18.6,465.0,94.0,19.6
173,ARKANSAS METHODIST MEDICAL CENTER (040039),2013,Acute Care,Voluntary non-profit - Private,129.0,36.052593,-90.499051,AR,1.176,19.7,195.0,52.0,23.2,1.0919,22.5,284.0,75.0,24.6,0.9976,16.5,390.0,64.0,16.4
174,ST MARYS RMC RUSSELLVILLE (040041),2013,Acute Care,Proprietary,155.0,35.28286,-93.149908,AR,1.0841,19.7,50.0,14.0,21.4,1.0968,22.4,242.0,65.0,24.6,0.9858,15.7,367.0,56.0,15.5
175,CRITTENDEN REGIONAL HOSPITAL (040042),2013,Acute Care,Voluntary non-profit - Private,162.0,,,AR,1.0352,25.0,25.0,8.0,25.9,1.0735,24.7,244.0,69.0,26.5,1.1139,18.5,175.0,42.0,20.6
176,FIVE RIVERS MEDICAL CENTER (040047),2013,Acute Care,Voluntary non-profit - Private,44.0,36.289911,-90.996334,AR,,,11.0,,,1.0933,23.2,113.0,34.0,25.4,1.023,17.5,267.0,49.0,17.9
177,OUACHITA COUNTY MEDICAL CENTER (040050),2013,Acute Care,Voluntary non-profit - Private,97.0,,,AR,,,7.0,,,0.9968,22.4,153.0,34.0,22.3,1.004,15.8,112.0,18.0,15.9
178,DREW MEMORIAL HOSPITAL (040051),2013,Acute Care,Voluntary non-profit - Private,51.0,33.610628,-91.814978,AR,,,7.0,,,1.0023,23.6,122.0,29.0,23.7,1.0694,17.4,234.0,47.0,18.6
179,SPARKS REGIONAL MEDICAL CENTER (040055),2013,Acute Care,Proprietary,288.0,35.374527,-94.421311,AR,1.1458,18.9,376.0,87.0,21.6,1.0451,25.5,597.0,162.0,26.7,0.9019,18.7,631.0,101.0,16.9
180,MERCY HOSPITAL FORT SMITH (040062),2013,Acute Care,Voluntary non-profit - Private,367.0,35.353647,-94.352964,AR,0.9153,16.2,307.0,42.0,14.8,0.9866,25.0,550.0,135.0,24.7,0.787,17.2,527.0,59.0,13.5
181,MAGNOLIA HOSPITAL (040067),2013,Acute Care,Government - Local,38.0,33.275123,-93.240071,AR,,,3.0,,,1.1224,22.8,200.0,58.0,25.6,0.9336,15.1,117.0,13.0,14.1
182,GREAT RIVER MEDICAL CENTER (040069),2013,Acute Care,Voluntary non-profit - Other,106.0,35.943011,-89.918929,AR,,,4.0,,,1.12,21.6,80.0,26.0,24.2,1.1063,19.1,92.0,25.0,21.1
183,JEFFERSON REGIONAL MEDICAL CENTER (040071),2013,Acute Care,Voluntary non-profit - Private,322.0,34.189066,-92.018453,AR,0.8924,17.7,174.0,23.0,15.8,1.0326,22.7,355.0,85.0,23.4,0.9751,16.8,301.0,48.0,16.4
184,BAPTIST HEALTH MEDICAL CENTER-STUTTGART (040072),2013,Acute Care,Voluntary non-profit - Private,49.0,34.517773,-91.557572,AR,,,20.0,,,1.145,24.1,126.0,43.0,27.5,0.9292,18.0,89.0,11.0,16.7
185,NORTH METRO MEDICAL CENTER (040074),2013,Acute Care,Proprietary,70.0,34.872381,-92.124697,AR,,,12.0,,,1.0494,23.2,128.0,34.0,24.3,1.0252,18.2,229.0,44.0,18.6
186,HOT SPRING COUNTY MEDICAL CENTER (040076),2013,Acute Care,Voluntary non-profit - Private,69.0,34.358913,-92.786418,AR,,,14.0,,,1.0487,23.9,148.0,40.0,25.1,1.1219,17.7,347.0,75.0,19.8
187,NATIONAL PARK MEDICAL CENTER (040078),2013,Acute Care,Proprietary,162.0,34.486239,-93.033554,AR,1.0924,19.2,92.0,23.0,21.0,0.9763,24.0,224.0,51.0,23.4,1.0049,18.4,274.0,51.0,18.5
188,HARRIS HOSPITAL INC (040080),2013,Acute Care,Proprietary,121.0,,,AR,,,8.0,,,1.1573,23.8,167.0,55.0,27.6,1.0011,18.3,202.0,37.0,18.3
189,SALINE MEMORIAL HOSPITAL (040084),2013,Acute Care,Voluntary non-profit - Private,165.0,34.573552,-92.584405,AR,0.9331,19.0,95.0,14.0,17.7,1.1069,23.5,261.0,74.0,26.0,1.0395,16.6,319.0,57.0,17.2
190,HELENA REGIONAL MEDICAL CENTER (040085),2013,Acute Care,Proprietary,133.0,34.508357,-90.62733,AR,,,4.0,,,1.103,22.1,214.0,58.0,24.4,0.9678,16.7,122.0,18.0,16.1
191,MEDICAL CENTER SOUTH ARKANSAS (040088),2013,Acute Care,Proprietary,124.0,33.218378,-92.67103,AR,0.888,16.9,131.0,15.0,15.0,1.1159,22.2,370.0,98.0,24.7,0.9732,16.1,258.0,39.0,15.7
192,BAPTIST HEALTH MED CTR LR ADMIN (040114),2013,Acute Care,Voluntary non-profit - Private,773.0,,,AR,0.9575,17.6,598.0,99.0,16.8,0.9126,23.8,1114.0,237.0,21.8,1.0202,17.8,749.0,137.0,18.1
193,NEA BAPTIST MEMORIAL HOSPITAL (040118),2013,Acute Care,Voluntary non-profit - Private,168.0,35.864204,-90.639107,AR,0.9931,15.2,187.0,28.0,15.1,1.1161,22.3,399.0,106.0,24.9,0.918,16.7,420.0,60.0,15.3
194,WHITE RIVER MEDICAL CENTER (040119),2013,Acute Care,Voluntary non-profit - Private,202.0,35.769572,-91.634721,AR,0.9841,18.0,263.0,46.0,17.7,1.1083,23.7,510.0,140.0,26.2,1.0935,18.3,621.0,129.0,20.0
195,LEVI HOSPITAL (040132),2013,Acute Care,Voluntary non-profit - Private,53.0,34.509945,-93.056649,AR,,,0.0,,,,,0.0,,,,,0.0,,
196,ARKANSAS HEART HOSPITAL (040134),2013,Acute Care,Proprietary,112.0,34.739159,-92.394421,AR,1.0176,17.1,645.0,113.0,17.4,1.0083,23.7,815.0,195.0,23.9,1.0712,18.6,102.0,24.0,19.9
197,ST VINCENT MEDICAL CENTER NORTH (040137),2013,Acute Care,Voluntary non-profit - Private,59.0,34.814378,-92.207514,AR,,,11.0,,,0.9665,24.3,209.0,47.0,23.5,0.927,16.8,160.0,21.0,15.6
198,ARKANSAS SURGICAL HOSPITAL (040147),2013,Acute Care,Physician,49.0,34.801458,-92.347687,AR,,,0.0,,,,,0.0,,,,,0.0,,
199,PHYSICIANS SPECIALTY HOSPITAL (040152),2013,Acute Care,Proprietary,20.0,36.12133,-94.13373,AR,,,0.0,,,,,1.0,,,,,1.0,,
200,ST ROSE HOSPITAL (050002),2013,Acute Care,Voluntary non-profit - Church,188.0,37.63291,-122.089742,CA,1.0842,18.9,96.0,23.0,20.5,1.0972,26.7,212.0,68.0,29.3,0.9862,17.7,113.0,19.0,17.5
201,ST JOSEPH HOSPITAL (050006),2013,Acute Care,Voluntary non-profit - Private,154.0,40.783103,-124.142039,CA,0.7669,16.0,147.0,8.0,12.3,0.897,23.4,197.0,35.0,21.0,0.8417,16.9,188.0,18.0,14.2
202,PENINSULA MEDICAL CENTER (050007),2013,Acute Care,Voluntary non-profit - Private,321.0,37.594398,-122.383356,CA,0.9216,18.4,143.0,21.0,17.0,0.9853,24.2,428.0,101.0,23.8,1.0695,17.9,400.0,80.0,19.1
203,CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP (050008),2013,Acute Care,Voluntary non-profit - Other,203.0,37.769114,-122.434696,CA,,,6.0,,,1.024,23.4,61.0,16.0,23.9,1.0036,16.8,64.0,11.0,16.9
204,QUEEN OF THE VALLEY MEDICAL CENTER (050009),2013,Acute Care,Voluntary non-profit - Church,172.0,38.323554,-122.295968,CA,0.9113,18.2,185.0,27.0,16.6,0.9636,25.8,407.0,99.0,24.9,0.8871,19.4,322.0,49.0,17.2
205,ST HELENA HOSPITAL (050013),2013,Acute Care,Voluntary non-profit - Private,153.0,38.54196,-122.475344,CA,0.9081,18.1,72.0,8.0,16.4,0.8693,25.4,192.0,34.0,22.1,1.0166,19.1,145.0,29.0,19.4
206,SUTTER AMADOR HOSPITAL (050014),2013,Acute Care,Voluntary non-profit - Private,50.0,38.349561,-120.765905,CA,,,16.0,,,0.9251,23.5,150.0,28.0,21.7,0.9735,16.0,169.0,25.0,15.6
207,MERCY GENERAL HOSPITAL (050017),2013,Acute Care,Voluntary non-profit - Church,379.0,38.569385,-121.452482,CA,1.0036,17.3,565.0,98.0,17.3,0.937,23.8,399.0,85.0,22.3,1.0,18.1,298.0,54.0,18.1
208,PACIFIC ALLIANCE MEDICAL CENTER (050018),2013,Acute Care,Proprietary,139.0,,,CA,1.0027,24.6,32.0,8.0,24.6,0.9928,25.9,270.0,69.0,25.7,1.0135,20.1,124.0,26.0,20.4
209,RIVERSIDE COMMUNITY HOSPITAL (050022),2013,Acute Care,Government - State,415.0,33.975677,-117.380374,CA,0.8824,19.8,333.0,53.0,17.4,1.0033,25.2,482.0,122.0,25.3,1.045,20.2,301.0,66.0,21.1
210,PARADISE VALLEY HOSPITAL (050024),2013,Acute Care,Proprietary,289.0,32.686336,-117.083243,CA,1.0461,27.8,41.0,14.0,29.1,1.0065,27.6,272.0,76.0,27.8,0.9728,20.6,212.0,41.0,20.1
211,UNIVERSITY OF CALIFORNIA SAN DIEGO MEDICAL CENTER (050025),2013,Acute Care,Voluntary non-profit - Other,630.0,32.753717,-117.165914,CA,0.8819,19.2,237.0,35.0,16.9,1.0699,25.0,276.0,78.0,26.8,1.0784,19.5,271.0,61.0,21.0
212,GROSSMONT HOSPITAL (050026),2013,Acute Care,Government - Hospital District or Authority,545.0,32.779435,-117.009178,CA,0.9983,18.4,284.0,52.0,18.3,1.0917,24.5,736.0,202.0,26.7,1.0084,18.3,549.0,102.0,18.5
213,MAD RIVER COMMUNITY HOSPITAL (050028),2013,Acute Care,Proprietary,66.0,40.903309,-124.090847,CA,,,7.0,,,1.0377,22.6,59.0,16.0,23.4,0.9373,16.5,151.0,20.0,15.4
214,OROVILLE HOSPITAL (050030),2013,Acute Care,Voluntary non-profit - Private,166.0,39.504535,-121.542106,CA,1.1194,21.4,80.0,24.0,24.0,1.098,25.5,408.0,120.0,28.0,1.1523,19.7,432.0,106.0,22.7
215,BAKERSFIELD MEMORIAL HOSPITAL (050036),2013,Acute Care,Voluntary non-profit - Private,396.0,35.390474,-119.006836,CA,1.1696,19.9,178.0,48.0,23.3,1.041,25.9,328.0,91.0,27.0,1.0826,19.9,295.0,68.0,21.6
216,SANTA CLARA VALLEY MEDICAL CENTER (050038),2013,Acute Care,Government - Local,684.0,37.313702,-121.931888,CA,0.9737,18.6,61.0,10.0,18.1,0.9728,23.5,156.0,34.0,22.8,0.8991,18.2,151.0,19.0,16.3
217,ENLOE MEDICAL CENTER (050039),2013,Acute Care,Voluntary non-profit - Private,315.0,39.742284,-121.849128,CA,1.0135,18.7,382.0,73.0,19.0,1.043,24.3,492.0,127.0,25.3,1.0151,17.4,693.0,123.0,17.6
218,LAC/OLIVE VIEW-UCLA MEDICAL CENTER (050040),2013,Acute Care,Voluntary non-profit - Other,286.0,34.325912,-118.445513,CA,,,10.0,,,1.0205,26.2,55.0,16.0,26.8,1.0218,19.2,55.0,12.0,19.7
219,ST ELIZABETH COMMUNITY HOSPITAL (050042),2013,Acute Care,Voluntary non-profit - Church,65.0,40.148834,-122.218303,CA,1.027,23.1,29.0,8.0,23.7,0.9594,23.4,167.0,35.0,22.4,0.8907,17.3,227.0,29.0,15.4
220,ALTA BATES SUMMIT MEDICAL CENTER -- SUMMIT CAMPUS (050043),2013,Acute Care,Voluntary non-profit - Private,389.0,37.820784,-122.26328,CA,1.0574,19.7,292.0,63.0,20.8,0.9829,23.5,520.0,119.0,23.1,1.1055,18.6,362.0,80.0,20.6
221,EL CENTRO REGIONAL MEDICAL CENTER (050045),2013,Acute Care,Voluntary non-profit - Other,162.0,32.781498,-115.56862,CA,1.0957,20.4,77.0,21.0,22.3,0.9145,23.8,277.0,55.0,21.7,1.0026,17.5,267.0,47.0,17.6
222,OJAI VALLEY COMMUNITY HOSPITAL (050046),2013,Acute Care,Voluntary non-profit - Private,103.0,,,CA,,,7.0,,,,,24.0,,,0.899,15.5,67.0,4.0,14.0
223,CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP (050047),2013,Acute Care,Voluntary non-profit - Private,456.0,37.786152,-122.421544,CA,0.9269,18.7,220.0,35.0,17.3,1.0838,23.3,546.0,143.0,25.3,0.9958,17.6,349.0,61.0,17.5
224,SAN GORGONIO MEMORIAL HOSPITAL (050054),2013,Acute Care,Government - Hospital District or Authority,72.0,,,CA,0.9971,21.3,43.0,9.0,21.2,0.9696,24.0,98.0,21.0,23.3,1.0139,18.7,197.0,38.0,18.9
225,CALIFORNIA PACIFIC MEDICAL CTR - ST. LUKE'S CAMPUS (050055),2013,Acute Care,Voluntary non-profit - Church,186.0,37.74805,-122.420987,CA,,,10.0,,,0.9533,23.8,149.0,31.0,22.7,1.0434,16.9,129.0,25.0,17.6
226,ANTELOPE VALLEY HOSPITAL MED CENTER (050056),2013,Acute Care,Government - Hospital District or Authority,396.0,34.689371,-118.158476,CA,1.0373,18.7,193.0,39.0,19.4,1.0119,24.9,425.0,108.0,25.2,1.0894,19.5,317.0,72.0,21.2
