,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,30-Day HF Readmission Rate (READM-30 HF) (Denominator),30-Day HF Readmission Rate (READM-30 HF),30-Day Hospital-Wide All-Cause Unplanned Readmission Rate (READM-30 HOSP-WIDE) (Denominator),30-Day Hospital-Wide All-Cause Unplanned Readmission Rate (READM-30 HOSP-WIDE),30-Day Pneumonia Readmission Rate (READM-30 PN) (Denominator),30-Day Pneumonia Readmission Rate (READM-30 PN),30-Day Readmission Rate (READM-30 COPD) (Denominator),30-Day Readmission Rate (READM-30 COPD),30-Day Readmission Rate after hip/knee replacement (READM-30 HIP-KNEE) (Denominator),30-Day Readmission Rate after hip/knee replacement (READM-30 HIP-KNEE),AMI 30-Day Readmission Rate (READM-30 AMI) (Denominator),AMI 30-Day Readmission Rate (READM-30 AMI),CABG 30-Day Readmission Rate (READM-30 CABG) (Denominator),CABG 30-Day Readmission Rate (READM-30 CABG),ED visit rate for patients receiving outpatient chemo (OP-35 ED) (Denominator),ED visit rate for patients receiving outpatient chemo (OP-35 ED),Hospital return days for AMI patients (EDAC-30 AMI) (Denominator),Hospital return days for AMI patients (EDAC-30 AMI),Hospital return days for AMI patients (EDAC-30 AMI) (Number of Patients),Hospital return days for AMI patients (EDAC-30 AMI) (Number of Patients Returned),Hospital return days for HF patients (EDAC-30 HF) (Denominator),Hospital return days for HF patients (EDAC-30 HF),Hospital return days for HF patients (EDAC-30 HF) (Number of Patients),Hospital return days for HF patients (EDAC-30 HF) (Number of Patients Returned),Hospital return days for PN patients (EDAC-30 PN) (Denominator),Hospital return days for PN patients (EDAC-30 PN),Hospital return days for PN patients (EDAC-30 PN) (Number of Patients),Hospital return days for PN patients (EDAC-30 PN) (Number of Patients Returned),Inpatient admit rate for patients receiving outpatient chemo (OP-35 ADM),Rate of unplanned visits after colonoscopy (per 1K) (OP-32) (Denominator),Rate of unplanned visits after colonoscopy (per 1K) (OP-32),Ratio of unplanned visits after outpatient surgery (OP-36) (Denominator),Ratio of unplanned visits after outpatient surgery (OP-36)
75,ST VINCENT'S CHILTON (010173),2023,Acute Care,Voluntary non-profit - Church,26.0,32.876585,-86.623511,AL,,,55.0,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,177.0,14.8,,
76,THOMASVILLE REGIONAL MEDICAL CENTER (010174),2023,Acute Care,Voluntary non-profit - Private,29.0,,,AL,,,30.0,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,63.0,15.2,,
77,EAMC-LANIER (010175),2023,Acute Care,Government - Hospital District or Authority,30.0,,,AL,,,98.0,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,VA CENTRAL ALABAMA HEALTHCARE SYSTEM - MONTGOMERY (01019F),2023,Acute Care (VA),Government - Federal,,,,,111.0,19.4,381.0,13.9,59.0,16.8,84.0,17.0,,,,,,,,,,,,,111.0,-19.9,83.0,23.0,59.0,-13.0,56.0,14.0,,,,,
79,WASHINGTON COUNTY HOSPITAL (011300),2023,Critical Access,Proprietary,103.0,31.460296,-88.235291,AL,,,26.0,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,RED BAY HOSPITAL (011302),2023,Critical Access,Government - Hospital District or Authority,25.0,34.457425,-88.146934,AL,,,40.0,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,ST VINCENTS BLOUNT (011305),2023,Critical Access,Voluntary non-profit - Private,25.0,33.932537,-86.493059,AL,26.0,19.7,78.0,14.2,46.0,17.0,,,,,,,,,,,,,,,26.0,-20.2,24.0,8.0,46.0,29.4,43.0,13.0,,110.0,16.2,,
82,TANNER MEDICAL CENTER-EAST ALABAMA (011306),2023,Critical Access,Government - Hospital District or Authority,15.0,33.296666,-85.480028,AL,,,48.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,13.9,,
83,PROVIDENCE ALASKA MEDICAL CENTER (020001),2023,Acute Care,Voluntary non-profit - Church,394.0,61.189798,-149.817622,AK,376.0,18.9,2782.0,12.2,144.0,16.6,111.0,17.6,47.0,4.9,399.0,13.2,96.0,9.4,143.0,6.2,399.0,2.9,390.0,85.0,376.0,13.6,335.0,105.0,144.0,15.4,139.0,36.0,10.4,444.0,15.3,577.0,1.1
84,MAT-SU REGIONAL MEDICAL CENTER (020006),2023,Acute Care,Voluntary non-profit - Private,90.0,61.561217,-149.258718,AK,162.0,20.3,1077.0,13.4,216.0,14.9,78.0,18.2,66.0,5.8,108.0,14.3,,,48.0,5.2,108.0,-6.2,104.0,36.0,162.0,5.3,141.0,51.0,216.0,-28.2,199.0,52.0,9.1,510.0,15.9,303.0,0.9
85,BARTLETT REGIONAL HOSPITAL (020008),2023,Acute Care,Government - Local,58.0,58.328696,-134.466829,AK,44.0,20.2,286.0,14.1,29.0,16.9,26.0,19.1,44.0,4.4,,,,,51.0,6.6,,,,,44.0,-23.0,35.0,14.0,29.0,47.6,28.0,8.0,8.1,543.0,15.2,145.0,1.0
86,FAIRBANKS MEMORIAL HOSPITAL (020012),2023,Acute Care,Voluntary non-profit - Other,213.0,64.831407,-147.736254,AK,90.0,17.8,646.0,13.2,80.0,16.2,42.0,19.7,152.0,3.9,63.0,13.6,,,34.0,4.8,63.0,-7.7,63.0,17.0,90.0,-36.1,79.0,21.0,80.0,-17.0,76.0,16.0,9.4,1043.0,13.6,259.0,1.1
87,ALASKA REGIONAL HOSPITAL (020017),2023,Acute Care,Proprietary,169.0,61.20979,-149.827379,AK,160.0,20.9,1858.0,14.5,121.0,18.0,60.0,21.5,500.0,3.7,132.0,13.3,62.0,10.5,,,132.0,-13.7,130.0,35.0,160.0,41.1,156.0,51.0,121.0,56.0,115.0,32.0,,513.0,14.1,258.0,1.5
88,YUKON KUSKOKWIM DELTA REG HOSPITAL (020018),2023,Acute Care,Tribal,34.0,,,AK,25.0,19.9,118.0,13.7,51.0,15.9,,,,,,,,,,,,,,,25.0,12.9,22.0,3.0,51.0,-23.8,48.0,3.0,,,,,
89,CENTRAL PENINSULA GENERAL HOSPITAL (020024),2023,Acute Care,Voluntary non-profit - Other,186.0,60.493865,-151.077658,AK,148.0,20.9,663.0,15.8,88.0,17.9,71.0,20.3,158.0,4.3,,,,,135.0,6.6,,,,,148.0,4.2,113.0,45.0,88.0,13.6,83.0,24.0,7.5,688.0,11.3,321.0,1.2
90,ALASKA NATIVE MEDICAL CENTER (020026),2023,Acute Care,Government - Federal,163.0,61.18189,-149.800578,AK,117.0,19.6,1042.0,14.1,117.0,16.7,79.0,18.1,119.0,4.4,32.0,13.4,,,68.0,4.1,,,,,117.0,-2.9,102.0,28.0,117.0,28.2,111.0,22.0,8.4,,,,
91,SEARHC WRANGELL MEDICAL CENTER-CAH (021305),2023,Critical Access,Government - Local,22.0,56.471646,-132.376414,AK,,,32.0,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PROVIDENCE KODIAK ISLAND MEDICAL CTR (021306),2023,Critical Access,Voluntary non-profit - Church,46.0,57.800835,-152.373943,AK,,,94.0,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PEACEHEALTH KETCHIKAN MEDICAL CENTER (021311),2023,Critical Access,Voluntary non-profit - Church,51.0,55.352717,-131.686049,AK,,,207.0,13.9,35.0,16.5,,,36.0,3.9,,,,,26.0,6.2,,,,,,,,,35.0,2.3,32.0,9.0,10.2,,,,
94,SAMUEL SIMMONDS MEMORIAL HOSPITAL (021312),2023,Critical Access,Government - Federal,16.0,71.298135,-156.72732,AK,,,54.0,14.8,,,32.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,
95,SOUTH PENINSULA HOSPITAL (021313),2023,Critical Access,Voluntary non-profit - Private,49.0,59.652133,-151.550296,AK,,,214.0,15.3,39.0,17.4,,,,,,,,,37.0,4.7,,,,,,,,,39.0,26.9,37.0,12.0,10.8,54.0,14.4,,
96,BANNER - UNIVERSITY MEDICAL CENTER PHOENIX (030002),2023,Acute Care,Voluntary non-profit - Other,706.0,33.465724,-112.058127,AZ,256.0,20.1,2212.0,15.0,195.0,16.5,64.0,17.9,,,108.0,12.5,74.0,10.5,154.0,5.6,108.0,-12.8,105.0,25.0,256.0,6.9,230.0,87.0,195.0,38.2,186.0,56.0,10.9,303.0,13.7,380.0,1.1
97,TUCSON MEDICAL CENTER (030006),2023,Acute Care,Voluntary non-profit - Private,520.0,32.250749,-110.880169,AZ,561.0,21.4,4736.0,13.9,436.0,17.7,141.0,17.4,337.0,4.1,248.0,15.6,93.0,11.3,32.0,5.4,248.0,16.7,245.0,66.0,561.0,13.7,494.0,161.0,436.0,16.3,410.0,97.0,10.0,68.0,14.9,854.0,1.1
98,VERDE VALLEY MEDICAL CENTER (030007),2023,Acute Care,Voluntary non-profit - Private,102.0,34.736201,-112.031784,AZ,172.0,16.7,1077.0,12.7,197.0,14.8,49.0,18.3,,,91.0,12.8,,,103.0,5.8,91.0,-20.9,89.0,24.0,172.0,-44.9,156.0,43.0,197.0,-20.9,190.0,37.0,8.4,943.0,13.2,444.0,0.9
99,ST. MARY'S HOSPITAL (030010),2023,Acute Care,Voluntary non-profit - Private,398.0,32.228923,-111.000032,AZ,153.0,20.0,1150.0,13.6,156.0,16.7,39.0,19.7,,,139.0,14.0,38.0,11.6,,,139.0,-14.2,136.0,39.0,153.0,-2.0,149.0,44.0,156.0,41.7,148.0,35.0,,43.0,13.9,177.0,1.2
100,ST JOSEPH'S HOSPITAL (030011),2023,Acute Care,Voluntary non-profit - Other,474.0,32.225946,-110.857838,AZ,167.0,21.2,1912.0,14.2,189.0,16.4,58.0,18.7,193.0,3.8,122.0,13.7,,,27.0,5.1,122.0,-21.8,120.0,31.0,167.0,2.0,145.0,47.0,189.0,0.7,186.0,41.0,9.6,253.0,14.3,625.0,0.9
101,YAVAPAI REGIONAL MEDICAL CENTER (030012),2023,Acute Care,Government - Local,179.0,34.55938,-112.482065,AZ,364.0,21.0,2945.0,14.9,421.0,18.1,150.0,20.3,115.0,3.5,336.0,12.0,114.0,10.5,26.0,5.5,336.0,2.4,322.0,70.0,364.0,26.9,330.0,116.0,421.0,27.5,386.0,100.0,9.5,2081.0,14.6,629.0,0.9
102,YUMA REGIONAL MEDICAL CENTER (030013),2023,Acute Care,Voluntary non-profit - Private,397.0,32.683899,-114.633238,AZ,466.0,21.7,2822.0,15.6,458.0,16.8,119.0,18.3,168.0,3.8,268.0,13.3,99.0,11.3,317.0,4.9,268.0,15.6,262.0,73.0,466.0,32.6,388.0,143.0,458.0,6.1,428.0,120.0,12.0,1007.0,13.3,748.0,1.0
103,JOHN C. LINCOLN NORTH MOUNTAIN HOSPITAL (030014),2023,Acute Care,Voluntary non-profit - Private,258.0,33.567754,-112.07063,AZ,193.0,19.7,2095.0,15.2,219.0,15.6,80.0,18.0,67.0,4.4,93.0,14.5,,,947.0,4.6,93.0,-0.1,90.0,21.0,193.0,4.0,165.0,39.0,219.0,-9.2,206.0,34.0,11.7,182.0,13.7,370.0,1.1
104,BANNER CASA GRANDE MEDICAL CENTER (030016),2023,Acute Care,Voluntary non-profit - Other,156.0,32.879608,-111.709253,AZ,145.0,18.3,765.0,13.8,217.0,17.8,41.0,21.5,,,60.0,13.6,,,,,60.0,-2.2,60.0,13.0,145.0,-2.1,132.0,33.0,217.0,58.0,203.0,54.0,,239.0,14.7,270.0,1.0
105,VALLEYWISE HEALTH MEDICAL CENTER (030022),2023,Acute Care,Government - Local,570.0,33.458525,-112.02643,AZ,34.0,20.6,301.0,14.7,27.0,17.3,,,,,,,,,,,,,,,34.0,-21.6,28.0,11.0,27.0,87.8,24.0,7.0,,45.0,14.3,,
106,FLAGSTAFF MEDICAL CENTER (030023),2023,Acute Care,Voluntary non-profit - Private,267.0,35.209534,-111.644835,AZ,236.0,19.0,1914.0,13.8,150.0,16.2,44.0,19.3,100.0,3.7,146.0,13.7,67.0,12.3,,,146.0,-10.1,145.0,33.0,236.0,-9.5,211.0,58.0,150.0,-21.7,146.0,37.0,,56.0,13.7,379.0,1.1
107,ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER (030024),2023,Acute Care,Voluntary non-profit - Church,560.0,33.480294,-112.079208,AZ,183.0,19.2,3172.0,14.2,207.0,18.2,87.0,18.3,,,136.0,14.4,44.0,11.3,155.0,5.1,136.0,-3.1,133.0,33.0,183.0,10.7,169.0,52.0,207.0,28.7,200.0,61.0,7.9,297.0,14.0,618.0,1.0
108,ABRAZO CENTRAL CAMPUS (030030),2023,Acute Care,Proprietary,186.0,33.524116,-112.101934,AZ,41.0,20.0,391.0,14.1,78.0,16.6,35.0,19.9,,,,,,,,,,,,,41.0,-14.6,36.0,11.0,78.0,1.8,74.0,18.0,,99.0,14.5,190.0,0.9
109,CHANDLER REGIONAL MEDICAL CENTER (030036),2023,Acute Care,Voluntary non-profit - Other,318.0,33.298691,-111.873508,AZ,487.0,18.5,4541.0,13.6,536.0,15.4,138.0,18.4,47.0,4.5,287.0,14.0,129.0,11.6,32.0,5.0,287.0,-3.4,284.0,75.0,487.0,-7.6,427.0,139.0,536.0,-6.9,512.0,125.0,9.2,149.0,14.3,778.0,1.1
110,TEMPE ST LUKES HOSPITAL (030037),2023,Acute Care,Proprietary,209.0,33.451436,-112.042767,AZ,,,159.0,14.3,,,,,57.0,4.3,,,,,,,,,,,,,,,,,,,,34.0,14.5,55.0,1.0
111,HONORHEALTH SCOTTSDALE OSBORN MEDICAL CENTER (030038),2023,Acute Care,Proprietary,360.0,33.487639,-111.922725,AZ,288.0,22.7,3493.0,15.3,255.0,16.3,84.0,19.5,173.0,4.3,96.0,13.6,,,,,96.0,17.2,94.0,19.0,288.0,38.2,257.0,93.0,255.0,-0.5,243.0,54.0,,399.0,14.6,768.0,0.7
112,CANYON VISTA MEDICAL CENTER (030043),2023,Acute Care,Voluntary non-profit - Other,92.0,31.554635,-110.230726,AZ,140.0,20.7,972.0,15.2,221.0,16.1,70.0,19.9,152.0,4.3,77.0,14.8,,,,,77.0,7.1,73.0,21.0,140.0,6.2,128.0,43.0,221.0,-18.4,207.0,47.0,,327.0,14.5,214.0,1.2
113,KINGMAN REGIONAL MEDICAL CENTER (030055),2023,Acute Care,Government - Hospital District or Authority,221.0,35.219907,-114.035813,AZ,234.0,19.9,991.0,12.9,282.0,17.4,66.0,17.4,43.0,5.0,108.0,12.9,,,144.0,6.7,108.0,-21.9,102.0,34.0,234.0,-1.2,194.0,77.0,282.0,17.4,261.0,75.0,9.4,551.0,14.3,249.0,1.2
114,BANNER BOSWELL MEDICAL CENTER (030061),2023,Acute Care,Voluntary non-profit - Other,508.0,33.604798,-112.282538,AZ,533.0,21.5,3327.0,14.2,708.0,17.2,146.0,18.4,131.0,3.7,214.0,14.5,145.0,10.8,,,214.0,13.0,213.0,50.0,533.0,21.0,459.0,158.0,708.0,19.1,650.0,178.0,,395.0,14.9,716.0,1.2
115,SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER (030062),2023,Acute Care,Voluntary non-profit - Private,91.0,34.201967,-110.01839,AZ,146.0,20.4,966.0,14.1,138.0,16.0,53.0,17.4,29.0,3.9,59.0,14.1,,,161.0,4.7,59.0,2.3,59.0,16.0,146.0,-18.4,128.0,43.0,138.0,1.0,137.0,24.0,7.5,695.0,13.4,366.0,1.0
116,BANNER - UNIVERSITY MEDICAL CENTER TUCSON CAMPUS (030064),2023,Acute Care,Voluntary non-profit - Private,511.0,32.242362,-110.944092,AZ,205.0,19.6,2168.0,14.1,253.0,16.2,39.0,19.5,,,92.0,14.6,56.0,10.2,607.0,4.5,92.0,26.1,92.0,31.0,205.0,19.1,182.0,55.0,253.0,17.7,244.0,60.0,8.0,699.0,17.3,786.0,0.8
117,BANNER DESERT MEDICAL CENTER (030065),2023,Acute Care,Voluntary non-profit - Private,632.0,33.39091,-111.874624,AZ,302.0,21.4,2808.0,14.2,463.0,19.6,110.0,19.5,,,156.0,14.3,53.0,10.3,,,156.0,9.4,154.0,29.0,302.0,13.6,275.0,88.0,463.0,20.4,428.0,128.0,,240.0,16.2,601.0,0.8
118,HAVASU REGIONAL MEDICAL CENTER (030069),2023,Acute Care,Proprietary,169.0,34.47998,-114.338537,AZ,263.0,20.5,1368.0,13.8,289.0,16.2,119.0,19.2,101.0,4.6,191.0,13.9,64.0,12.2,118.0,4.7,191.0,13.4,180.0,45.0,263.0,27.4,232.0,78.0,289.0,-3.0,267.0,63.0,8.9,1428.0,11.8,663.0,0.9
119,FORT DEFIANCE INDIAN HOSPITAL (030071),2023,Acute Care,Government - Federal,54.0,,,AZ,41.0,20.8,352.0,15.8,52.0,17.6,,,,,,,,,,,,,,,41.0,-18.9,31.0,12.0,52.0,-12.5,47.0,10.0,,,,,
120,TUBA CITY REGIONAL HEALTH CARE CORPORATION (030073),2023,Acute Care,Voluntary non-profit - Other,73.0,,,AZ,,,249.0,14.2,69.0,17.2,,,,,,,,,,,,,,,,,,,69.0,22.8,65.0,12.0,,,,,
121,SAN CARLOS APACHE HEALTHCARE CORP (030077),2023,Acute Care,Government - Federal,9.0,,,AZ,,,60.0,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PHOENIX INDIAN MEDICAL CENTER (030078),2023,Acute Care,Government - Federal,119.0,33.49701,-112.047613,AZ,,,42.0,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,ABRAZO SCOTTSDALE CAMPUS (030083),2023,Acute Care,Proprietary,129.0,33.640603,-111.997692,AZ,48.0,21.0,565.0,13.9,104.0,19.3,33.0,18.5,113.0,4.6,,,,,,,,,,,48.0,55.7,46.0,12.0,104.0,62.5,102.0,35.0,,,,180.0,0.9
124,CHINLE COMPREHENSIVE HEALTH CARE FACILITY (030084),2023,Acute Care,Government - Federal,60.0,,,AZ,,,239.0,15.4,46.0,16.8,,,,,,,,,,,,,,,,,,,46.0,7.9,43.0,6.0,,,,,
125,NORTHWEST MEDICAL CENTER (030085),2023,Acute Care,Proprietary,283.0,32.319581,-111.012054,AZ,325.0,18.8,2479.0,14.2,256.0,16.3,84.0,19.7,73.0,4.1,172.0,12.9,59.0,11.3,70.0,4.8,172.0,-2.0,164.0,40.0,325.0,-10.2,296.0,77.0,256.0,-0.4,242.0,52.0,9.1,1620.0,12.8,1029.0,0.9
126,HONORHEALTH SCOTTSDALE SHEA MEDICAL CENTER (030087),2023,Acute Care,Proprietary,426.0,33.582467,-111.886032,AZ,526.0,18.6,4888.0,15.4,491.0,17.5,103.0,19.0,344.0,4.7,239.0,14.4,109.0,12.6,154.0,6.1,239.0,2.3,237.0,66.0,526.0,-7.9,456.0,113.0,491.0,19.1,465.0,112.0,10.4,803.0,12.8,1504.0,1.0
127,BANNER BAYWOOD MEDICAL CENTER (030088),2023,Acute Care,Voluntary non-profit - Private,340.0,33.410465,-111.688045,AZ,323.0,20.0,2485.0,12.9,619.0,15.7,126.0,17.0,53.0,4.4,,,,,,,,,,,323.0,5.4,300.0,90.0,619.0,3.7,586.0,129.0,,297.0,16.5,477.0,0.9
128,BANNER THUNDERBIRD MEDICAL CENTER (030089),2023,Acute Care,Government - Hospital District or Authority,566.0,33.610731,-112.178698,AZ,306.0,18.2,1902.0,14.4,444.0,17.4,95.0,18.9,,,127.0,13.5,48.0,10.4,196.0,5.8,127.0,5.7,121.0,32.0,306.0,-1.2,269.0,77.0,444.0,14.5,417.0,117.0,9.9,184.0,14.1,365.0,0.9
129,HONORHEALTH DEER VALLEY MEDICAL CENTER (030092),2023,Acute Care,Voluntary non-profit - Private,201.0,33.666425,-112.117188,AZ,242.0,20.9,2295.0,15.2,249.0,16.7,82.0,19.4,73.0,4.0,123.0,14.6,25.0,11.4,,,123.0,-3.1,120.0,36.0,242.0,18.1,212.0,57.0,249.0,20.3,234.0,50.0,,1061.0,13.1,328.0,1.1
130,BANNER DEL E. WEBB MEDICAL CENTER (030093),2023,Acute Care,Voluntary non-profit - Private,390.0,33.658307,-112.371939,AZ,596.0,17.5,3432.0,14.3,856.0,16.8,179.0,17.5,120.0,4.0,231.0,13.9,,,26.0,5.4,231.0,8.3,227.0,56.0,596.0,-24.2,502.0,143.0,856.0,14.1,787.0,200.0,10.7,1002.0,14.7,818.0,1.1
131,ABRAZO ARROWHEAD HOSPITAL (030094),2023,Acute Care,Proprietary,244.0,33.655042,-112.202889,AZ,385.0,20.5,2418.0,15.0,285.0,17.5,72.0,20.6,68.0,5.0,275.0,16.2,108.0,10.7,,,275.0,15.2,271.0,85.0,385.0,14.5,336.0,118.0,285.0,31.9,271.0,69.0,,534.0,12.5,723.0,1.0
132,WESTERN ARIZONA REGIONAL MEDICAL CENTER (030101),2023,Acute Care,Proprietary,133.0,35.109853,-114.555146,AZ,162.0,18.6,826.0,13.6,114.0,16.4,91.0,20.2,,,121.0,14.1,,,,,121.0,-3.0,112.0,23.0,162.0,-23.0,143.0,49.0,114.0,6.8,108.0,34.0,,803.0,15.9,187.0,1.1
133,MAYO CLINIC HOSPITAL (030103),2023,Acute Care,Voluntary non-profit - Private,277.0,33.663312,-111.955659,AZ,718.0,20.0,6255.0,14.3,620.0,15.6,107.0,17.4,314.0,3.9,148.0,14.3,62.0,10.8,210.0,5.4,148.0,34.1,143.0,39.0,718.0,3.3,613.0,215.0,620.0,-7.9,579.0,152.0,8.1,1492.0,16.3,2569.0,0.9
134,BANNER HEART HOSPITAL (030105),2023,Acute Care,Voluntary non-profit - Private,110.0,33.410378,-111.685273,AZ,345.0,18.9,1188.0,12.2,27.0,16.5,,,,,365.0,13.7,171.0,12.2,,,365.0,4.1,356.0,73.0,345.0,-6.4,318.0,90.0,27.0,-42.1,27.0,9.0,,,,274.0,1.0
135,ARIZONA SPINE AND JOINT HOSPITAL (030107),2023,Acute Care,Proprietary,23.0,33.379206,-111.734695,AZ,,,526.0,12.4,,,,,785.0,2.9,,,,,,,,,,,,,,,,,,,,,,346.0,0.9
136,THE CORE INSTITUTE SPECIALTY HOSP (030108),2023,Acute Care,Proprietary,32.0,33.531837,-112.099614,AZ,,,206.0,13.6,,,,,322.0,4.6,,,,,,,,,,,,,,,,,,,,,,266.0,0.9
137,ABRAZO WEST CAMPUS (030110),2023,Acute Care,Proprietary,190.0,33.464283,-112.354024,AZ,136.0,21.0,1377.0,13.8,221.0,17.3,62.0,19.1,28.0,4.4,106.0,12.9,,,,,106.0,-6.6,104.0,30.0,136.0,7.5,118.0,43.0,221.0,22.0,215.0,55.0,,254.0,13.4,134.0,1.0
138,BANNER-UNIVERSITY MEDICAL CENTER SOUTH CAMPUS (030111),2023,Acute Care,Voluntary non-profit - Private,207.0,32.177882,-110.930891,AZ,64.0,19.8,373.0,14.2,74.0,16.4,,,,,41.0,13.2,,,,,,,,,64.0,-4.8,60.0,20.0,74.0,-20.7,73.0,17.0,,306.0,13.8,263.0,1.0
139,ARIZONA ORTHOPEDIC AND SURGICAL SPECIALTY HOSPITAL (030112),2023,Acute Care,Proprietary,24.0,33.33484,-111.891133,AZ,,,236.0,14.9,,,,,361.0,6.3,,,,,,,,,,,,,,,,,,,,,,232.0,0.9
140,WHITERIVER PHS INDIAN HOSPITAL (030113),2023,Acute Care,Government - Federal,39.0,33.875976,-109.959528,AZ,,,124.0,14.4,32.0,16.9,,,,,,,,,,,,,,,,,,,32.0,14.7,30.0,4.0,,,,,
141,ORO VALLEY HOSPITAL (030114),2023,Acute Care,Proprietary,148.0,32.427183,-110.94954,AZ,232.0,20.2,1341.0,14.9,185.0,16.8,62.0,18.0,174.0,3.7,90.0,14.1,,,,,90.0,2.7,88.0,23.0,232.0,-0.1,210.0,68.0,185.0,-5.7,177.0,45.0,,1185.0,12.0,296.0,1.2
142,BANNER ESTRELLA MEDICAL CENTER (030115),2023,Acute Care,Voluntary non-profit - Private,288.0,33.479558,-112.257936,AZ,225.0,18.9,1168.0,13.9,226.0,17.3,48.0,19.1,,,80.0,13.8,,,,,80.0,-0.9,80.0,19.0,225.0,7.8,194.0,58.0,226.0,42.3,216.0,62.0,,249.0,14.3,364.0,0.9
143,VALLEY VIEW MEDICAL CENTER (030117),2023,Acute Care,Proprietary,82.0,35.002363,-114.597954,AZ,54.0,20.2,255.0,13.7,64.0,16.5,30.0,18.9,,,,,,,,,,,,,54.0,23.6,48.0,17.0,64.0,-14.5,60.0,16.0,,60.0,15.3,104.0,1.2
144,MERCY GILBERT MEDICAL CENTER (030119),2023,Acute Care,Voluntary non-profit - Church,202.0,33.286661,-111.755311,AZ,306.0,20.1,2319.0,13.9,380.0,16.1,93.0,18.9,126.0,3.8,109.0,13.6,,,,,109.0,-16.7,105.0,31.0,306.0,-1.7,263.0,84.0,380.0,-9.7,362.0,77.0,,131.0,15.3,519.0,0.9
145,"MOUNTAIN VISTA MEDICAL CENTER, LP (030121)",2023,Acute Care,Proprietary,171.0,33.3911,-111.615329,AZ,126.0,20.1,1112.0,14.5,143.0,16.8,42.0,18.8,78.0,5.0,134.0,12.0,33.0,11.6,,,134.0,-34.8,132.0,31.0,126.0,3.3,117.0,34.0,143.0,-6.4,142.0,40.0,,171.0,15.4,339.0,1.1
146,BANNER GATEWAY MEDICAL CENTER (030122),2023,Acute Care,Voluntary non-profit - Other,170.0,33.384225,-111.719634,AZ,83.0,18.7,1041.0,13.6,260.0,16.2,29.0,18.5,,,,,,,701.0,5.4,,,,,83.0,-35.2,79.0,25.0,260.0,-8.7,245.0,67.0,10.3,500.0,14.5,531.0,1.0
147,HONOR HEALTH THOMPSON PEAK MEDICAL CENTER (030123),2023,Acute Care,Proprietary,98.0,33.669777,-111.921803,AZ,270.0,20.8,2405.0,15.1,229.0,16.6,66.0,19.1,248.0,5.2,114.0,16.3,,,,,114.0,9.7,111.0,40.0,270.0,14.6,226.0,74.0,229.0,-23.6,219.0,52.0,,424.0,14.4,494.0,1.3
148,PHOENIX VA MEDICAL CENTER (03012F),2023,Acute Care (VA),Government - Federal,,,,,587.0,20.6,3276.0,17.7,251.0,17.1,312.0,17.0,83.0,4.3,118.0,15.7,,,,,118.0,-0.7,113.0,33.0,587.0,-8.0,463.0,164.0,251.0,31.3,243.0,75.0,,,,,
149,BANNER IRONWOOD MEDICAL CENTER (030130),2023,Acute Care,Voluntary non-profit - Private,61.0,33.214839,-111.563447,AZ,70.0,19.2,454.0,15.0,145.0,17.8,36.0,21.2,,,,,,,,,,,,,70.0,-4.7,65.0,15.0,145.0,8.0,139.0,44.0,,311.0,14.1,127.0,1.3
150,O.A.S.I.S. HOSPITAL (030131),2023,Acute Care,Voluntary non-profit - Private,64.0,33.45672,-111.99521,AZ,,,885.0,12.7,,,,,1745.0,2.9,,,,,,,,,,,,,,,,,,,,,,100.0,2.1
151,BANNER GOLDFIELD MEDICAL CENTER (030134),2023,Acute Care,Voluntary non-profit - Other,23.0,33.393343,-111.566796,AZ,27.0,20.6,134.0,13.6,76.0,16.9,,,,,,,,,,,,,,,27.0,22.9,25.0,8.0,76.0,-2.8,73.0,20.0,,,,,
152,DIGNITY HEALTH - ARIZONA GENERAL HOSPITAL (030136),2023,Acute Care,Proprietary,14.0,33.380677,-112.168233,AZ,,,37.0,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,WESTERN REGIONAL MEDICAL CENTER (030138),2023,Acute Care,Proprietary,38.0,33.452804,-112.362571,AZ,,,114.0,15.3,,,,,,,,,,,223.0,5.1,,,,,,,,,,,,,10.5,90.0,14.4,65.0,1.1
154,DIGNITY HEALTH ARIZONA GENERAL HOSPITAL (030139),2023,Acute Care,Voluntary non-profit - Private,50.0,,,AZ,27.0,20.0,289.0,13.5,54.0,17.1,,,,,,,,,,,,,,,27.0,-22.6,25.0,8.0,54.0,-15.5,51.0,12.0,,,,,
